Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Sagina procumbens,L.,,procumbent pearlwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Sagina,Sagina procumbens,,,,exotic,SNA (2015),,confirmed,observed,1944-08-05,Vernon C. Brink,UBC,V120920,,2018-07-14,Judith Holm,https://www.inaturalist.org/observations/14418686,,55667,VAS
Sagina saginoides,(L.) H. Karsten,,alpine pearlwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Sagina,Sagina saginoides,,,,native,S5 (2015),,reported,unobserved,1967-08-16,V. Bednar,UBC,V158297,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,78923,VAS
Saponaria officinalis,L.,,common soapwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Saponaria,Saponaria officinalis,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-10-03,Ben Keen,https://www.inaturalist.org/observations/61634368,,56154,VAS
Silene × hampeana,Meusel & K. Werner,,hybrid campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,Silene ,Silene × hampeana,,,exotic,unlisted,,new 2021,observed,,,,,,2021-08-22,roslynmohr,https://www.inaturalist.org/observations/92182880,,171119,VAS
Silene acaulis,(L.) Jacq.,,moss campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,Silene acaulis,,,,native,S5 (2015),,reported,unobserved,1966-00-00,B. Fraser,UBC,V158302,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,68886,VAS
Silene coronaria,(L.) Desr.,,rose campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,Silene coronaria,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-06-29,Ben Keen,https://www.inaturalist.org/observations/27890016,,485191,VAS
Silene dioica,(L.) Clairv.,,red campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,Silene dioica,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-12-01,Ben Keen,https://www.inaturalist.org/observations/18764745,,55759,VAS
Silene flos-cuculi,(L.) Greuter & Burdet,,ragged-robin,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,Silene flos-cuculi,,,,exotic,unlisted,,new 2022,observed,,,,,,2022-06-01,fisherpeak,https://www.inaturalist.org/observations/120258204,,740984,VAS
Silene latifolia,Poir.,,white campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,Silene latifolia,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-30,roslynmohr,https://www.inaturalist.org/observations/80950295,,79109,VAS
Silene menziesii,Hook.,,Menzies' catchfly,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,Silene menziesii,,,,native,S5 (2019),,reported,unobserved,1928-06-03,,RBCM,V038481,,,,,RBCM:  West Vancouver,79111,VAS
Silene parryi,(S. Watson) C.L. Hitchc. & Maguire,,Parry's campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,Silene parryi,,,,native,S5 (2000),,reported,unobserved,1965-08-18,B. Fraser,UBC,V158303,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,143681,VAS
Silene vulgaris,(Moench) Garcke,,bladder campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,Silene vulgaris,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-06-07,roslynmohr,https://www.inaturalist.org/observations/82199156,,55721,VAS
Spergula arvensis,L.,,corn spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergula,Spergula arvensis,,,,exotic,SNA (2019),,reported,unobserved,1974-06-18,,RBCM,V082552,,,,,,57005,VAS
Spergularia canadensis var. occidentalis,(Pers.) G.Don,R.Rossbach,Canada sandspurry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergularia,Spergularia canadensis,,,occidentalis,native,S5 (2019),,confirmed,observed,1914-07,James A. Wattie,UBC,V190187,,2015-06-06,Judith Holm,http://www.inaturalist.org/observations/4500471,,81378,VAS
Spergularia macrotheca,(Hornem.) Heynh.,,sticky sand-spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergularia,Spergularia macrotheca,,,,native,S4 (2019),,reported,unobserved,1966-08-08,Anthony Harrison,RBCM,V064322,,,,,,61472,VAS
Spergularia marina,J. & K. Presl,,salt marsh sand-spurry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergularia,Spergularia marina,,,,exotic,SNA (2019),,reported,unobserved,1940-09-05,,RBCM,V013435,,,,,RBCM:  West Vancouver; original record S. salina,79169,VAS
Spergularia rubra,(L.) J. Presl & K. Presl,,red sand spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergularia,Spergularia rubra,,,,exotic,SNA (2001),,confirmed,observed,1974-06-18,,RBCM,V082551,,2016-06-27,Judith Holm,http://www.inaturalist.org/observations/4503353,,55730,VAS
Stellaria borealis ssp. borealis,Bigelow,,boreal starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,Stellaria borealis,,borealis,,native,S5 (2000),,reported,unobserved,1965-07-06,B. Fraser,UBC,V158305,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,238712,VAS
Stellaria calycantha,(Ledeb.) Bong.,,northern starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,Stellaria calycantha,,,,native,S4S5 (2015),,reported,unobserved,1965-07-26,B. Fraser,UBC,V158264,,,,,UBC:  Garibaldi PP Sphinx Gl foreland,79200,VAS
Stellaria crassifolia,Ehrh.,,fleshy stitchwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,Stellaria crassifolia,,,,native,S4S5 (2015),,reported,unobserved,1951-08-31,W. Cottle,UBC,V27286,,,,,UBC:  Garibaldi PP Garibaldi Lake,169334,VAS
Stellaria crispa,Cham. & Schltdl.,,crisp starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,Stellaria crispa,,,,native,S5 (2015),,confirmed,observed,1974-06-11,Charles E. Beil,UBC,V176106,,2021-07-06,elsemikkelsen,https://www.inaturalist.org/observations/88623912,UBC:  Bowen Island Plot 10,79201,VAS
Stellaria graminea,L.,,lesser stitchwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,Stellaria graminea,,,,exotic,SNA (2019),,new 2016,observed,,,,,,2016-05-21,Judith Holm,http://www.inaturalist.org/observations/4503706,iNat: needs i.d.,61948,VAS
Stellaria humifusa,Rottb.,,creeping sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,Stellaria humifusa,,,,native,S4 (2015),,new 2015,observed,,,,,,2015-05-30,Judith Holm,https://www.inaturalist.org/observations/4503653,,169339,VAS
Stellaria longipes ssp. longipes,Goldie,,longstalk starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,Stellaria longipes,,longipes,,native,S5 (2000),,reported,unobserved,1912-05-11,Pam Ridge,UBC,V8200,,,,,UBC:  Garibaldi PP Black Tusk,80222,VAS
Stellaria media,(L.) Vill.,,common chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,Stellaria media,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-05-06,Judith Holm,https://www.inaturalist.org/observations/12223056,,53298,VAS
Drosera anglica,Huds.,,great sundew,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Droseraceae,,,Drosera,Drosera anglica,,,,native,S5,,reported,unobserved,,,,,,,,,,52655,VAS
Drosera rotundifolia,L.,,round-leaved sundew,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Droseraceae,,,Drosera,Drosera rotundifolia,,,,native,S5 (2015),,new 2008,observed,,,,,,2008-07-15,hillanddale,https://www.inaturalist.org/observations/9551299,,52658,VAS
Claytonia exigua ssp. exigua,Torr. & A.Gray,,serpentine springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,Claytonia exigua,,exigua,,native,S4 (2020),,reported,unobserved,,,,,,,,,,57234,VAS
Claytonia exigua ssp. glauca,Torr. & A.Gray,(Torr. & A.Gray) John M.Mill. & K.L.Chambers,pale springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,Claytonia exigua,,glauca,,native,S4 (2020),,reported,unobserved,,,,,,,,,,57229,VAS
Claytonia lanceolata,Pursh,,western springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,Claytonia lanceolata,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,62584,VAS
Claytonia parviflora,Douglas ex Hook.,,little-flower springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,Claytonia parviflora,,,,native,S4 (2019),,reported,unobserved,,,,,,,,,,58294,VAS
Claytonia parviflora,douglas ex hook.,,streambank springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,Claytonia parviflora,,,,native,S5,,reported,unobserved,,,,,,,,,,58294,VAS
Claytonia perfoliata ssp. intermontana,Donn ex Willd.,John M.Mill. & K.L.Chambers,intermountain miner’s-lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,Claytonia perfoliata,,intermontana,,native,S2S3 (2018),,reported,unobserved,,,,,,,,,,53001,VAS
Claytonia rubra,(Howell) Tidest.,,redstem springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,Claytonia rubra,,,,native,S5 (2020),,new 2021,observed,,,,,,2021-04-04,taylor_justason,https://www.inaturalist.org/observations/73034042,,64184,VAS
Claytonia sibirica,L.,,candy flower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,Claytonia sibirica,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-04-04,Judith Holm,http://www.inaturalist.org/observations/4372696,,55767,VAS
Claytonia washingtoniana,(Suksd.) Suksd.,,Washington springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,Claytonia washingtoniana,,,,native,S2 (2017),,reported,unobserved,1948-05-11,C.B.W. Rogers,UBC,V52109,,,,,UBC:  West Vancouver Copper Cove,76392,VAS
Montia diffusa,(Nutt.) Greene,,branching montia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,Montia diffusa,,,,unknown,SU (2019),,reported,unobserved,,,,,,,,,,78120,VAS
Montia fontana,L.,,blinks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,Montia fontana,,,,native,S4? (2015),,reported,unobserved,1916-04-29,John Davidson,UBC,V45786,,,,,UBC:  Caulfield,58990,VAS
Montia linearis,(Dougl.ex Hook.) Greene,,narrowleaf miner's lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,Montia linearis,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-04-05,Ben Keen,https://www.inaturalist.org/observations/41470191,,78122,VAS
Montia parvifolia,(Moc. ex DC.) Greene,,small-leaved montia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,Montia parvifolia,,,,native,S5 (2015),,confirmed,observed,1897-06-05,Albert J. Hill,UBC,V34893,,2018-05-06,Judith Holm,https://www.inaturalist.org/observations/12215192,,78123,VAS
Bistorta vivipara,(L.) Delarbre,,alpine bistort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,,,Bistorta,Bistorta vivipara,,,,native,S5 (2015),,reported,unobserved,1917-08-10,John Davidson,UBC,V35634,,,,,,130545,VAS
Fallopia japonica,(Houtt.) Ronse Decr.,,Japanese knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,,,Fallopia,Fallopia japonica,,,,exotic,SNA (2008),,confirmed,observed,2007-08-15,Bob Brett,Whistler Biodiversity Project,,,2018-09-13,Ben Keen,https://www.inaturalist.org/observations/16509532,,77130,VAS
Oxyria digyna,(L.) Hill,,alpine sorrel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Oxyria,Oxyria digyna,,,,native,S5 (2019),,confirmed,observed,1917-08-12,J. Davidson,UBC,V35335,,2017-08-29,sunfishmoonlight,https://www.inaturalist.org/observations/7712179,,67591,VAS
Persicaria lapathifolia,(L.) S.F. Gray,,willowweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Persicaria,Persicaria lapathifolia,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,63886,VAS
Persicaria maculosa,Gray,,spotted lady's thumb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Persicaria,Persicaria maculosa,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-16,Ben Keen,https://www.inaturalist.org/observations/30969189,,56166,VAS
Polygonum aviculare,L.,,prostrate knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Polygonum,Polygonum aviculare,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-17,Ben Keen,https://www.inaturalist.org/observations/31021425,,78678,VAS
Polygonum minimum,S. Watson,,broadleaf knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Polygonum,Polygonum minimum,,,,native,S4 (2015),,reported,unobserved,2006-07-14,Terry Taylor,UBC,V222933,,,,,"UBC:  Squamish, roadside edge in a disturbed area",78686,VAS
Polygonum paronychia,Cham. & Schltdl.,,beach knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Polygonum,Polygonum paronychia,,,,native,S3 (2019),,new 2019,observed,,,,,,2019-10-06,Ben Keen,https://www.inaturalist.org/observations/33975377,,60734,VAS
Polygonum spergulariiforme,Meisn. ex Small,,scatter knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Polygonum,Polygonum spergulariiforme,,,,native,S5 (2000),,reported,unobserved,1958-10-03,R.W. Pillsbury,UBC,V75532,,,,,UBC:  Upper Levels Hwy above Eagles Harbour,78692,VAS
Polygonum viviparum,(l.) s.f. gray,,alpine bistort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Polygonum,Polygonum viviparum,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,367805,VAS
Reynoutria japonica,Houtt.,,Japanese knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Reynoutria,Reynoutria japonica,,,,exotic,SNA (2019),,new 2018,observed,,,,,,2018-09-13,Ben Keen,https://www.inaturalist.org/observations/16509532,,914922,VAS
Rumex acetosa,L.,,green sorrel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,Rumex acetosa,,,,exotic,SNA (2019),,reported,unobserved,,,,,,2018-04-17,Derek Killby,https://www.inaturalist.org/observations/13791482,,55821,VAS
Rumex acetosella,L.,,sheep's sorrel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,Rumex acetosella,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-05-14,Judith Holm,http://www.inaturalist.org/observations/4483256,,53195,VAS
Rumex conglomeratus,Murray,,clustered dock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,Rumex conglomeratus,,,,native,SNA (2019),,new 2021,observed,,,,,,2021-07-01,Ben Keen,https://www.inaturalist.org/observations/85286262,,57215,VAS
Rumex crispus,L.,,curly dock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,Rumex crispus,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-06-21,hillanddale,https://www.inaturalist.org/observations/9530872,,53197,VAS
Rumex maritimus,L.,,golden dock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,Rumex maritimus,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-08-30,chloe_and_trevor,https://www.inaturalist.org/observations/58236283,,168242,VAS
Rumex obtusifolius,L.,,broad-leaved dock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,Rumex obtusifolius,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-25,Judith Holm,https://www.inaturalist.org/observations/17054675,,63371,VAS
Rumex occidentalis,S. Watson,,western dock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,,,Rumex,Rumex occidentalis,,,,native,S4S5 (2015),,new 2020,observed,,,,,,2020-06-14,chloe_and_trevor,https://www.inaturalist.org/observations/49916264,where it grows in the Estuary is quite wet and it is not weedy,61086,VAS
Portulaca oleracea,L.,,common purslane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Portulacaceae,,,Portulaca,Portulaca oleracea,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-09-04,Ben Keen,https://www.inaturalist.org/observations/32139848,,58991,VAS
Euonymus alatus,(Thunb.) Siebold,,winged euonymus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,Celastraceae,,,Euonymus,Euonymus alatus,,,,unlisted,unlisted,,new 2021,observed,,,,,,2021-05-08,roslynmohr,https://www.inaturalist.org/observations/78768402,,117433,VAS
Parnassia fimbriata,K.D. Koenig,,fringed grass of parnassus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,Celastraceae,,,Parnassia,Parnassia fimbriata,,,,native,S5 (2019),,new 2017,observed,,,,,,2017-08-29,sunfishmoonlight,https://www.inaturalist.org/observations/7712003,,78351,VAS
Parnassia palustris,L.,,northern grass-of-Parnassus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,Celastraceae,,,Parnassia,Parnassia palustris,,,,native,S5 (2019),,reported,unobserved,1995-09-03,Gerald B. Straley,USCH,,,,,,,78352,VAS
Paxistima myrsinites,(Pursh.) Raf.,,oregon boxwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,Celastraceae,,,Paxistima,Paxistima myrsinites,,,,native,S5 (2015),,confirmed,observed,1973-08-27,Vladimir J. Krajina,UBC,V151756,,2021-06-08,islafrancis,https://www.inaturalist.org/observations/82258142,,63893,VAS
Cornus nuttallii,Audubon ex Torr. & A. Gray,,Pacific dogwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,Cornus,Cornus nuttallii,,,,native,S5 (2015),,new 2017,observed,,,,,,2017-05-07,Judith Holm,https://www.inaturalist.org/observations/8797905,,76447,VAS
Cornus sanguinea,L.,,blood-twig dogwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,Cornus,Cornus sanguinea,,,,exotic,SNA (2019),,new 2016,unobserved,2016-08-25,"Edinburgh, Howick Expedition to British Columbia (EHBC)",E,20160575,,,,,,155124,VAS
Cornus sericea,Michx.,,red osier dogwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,Cornus,Cornus sericea,,,,native,S5 (2019),,new 2017,observed,,,,,,2017-05-05,chlorophilia,https://www.inaturalist.org/observations/6113076,ssp not yet recognized by CDC,53387,VAS
Cornus unalaschkensis,Ledeb.,,western dwarf dogwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,Cornus,Cornus unalaschkensis,,,,native,S5 (2019),,confirmed,observed,1961-07-21,E.B. Peterson,UBC,V97841,,2021-07-17,cdndawn,https://www.inaturalist.org/observations/87483798,Reported as Cornus canadensis by Gerald B. Straley (USCH),1096279,VAS
Philadelphus lewisii,Pursh,,mock orange,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Hydrangeaceae,,,Philadelphus,Philadelphus lewisii,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-06-28,Gwen L'Hirondelle,https://www.inaturalist.org/observations/68658040,,62223,VAS
Dipsacus fullonum,L.,,wild teasel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Dipsacoideae,,Dipsacus,Dipsacus fullonum,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-08-09,haleypartridge,https://www.inaturalist.org/observations/90593882,,56002,VAS
Linnaea borealis ssp. longiflora,L.,(Torr.) Piper & Beattie,twinflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Linnaeoideae,,Linnaea,Linnaea borealis,,longiflora,,native,S5 (2020),,new 2020,observed,,,,,,2020-06-22,Judith Holm,https://www.inaturalist.org/observations/50631859,,81026,VAS
Lonicera ciliosa,(Pursh) Poir. ex DC.,,orange honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,Lonicera ciliosa,,,,native,S5 (2000),,new 2018,observed,,,,,,2018-05-20,Gwen L'Hirondelle,https://www.inaturalist.org/observations/12681566,,77832,VAS
Lonicera hispidula,(Lindl.) Doug. ex Torr. & Gray,,pink honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,Lonicera hispidula,,,,native,S5 (2000),,new 2015,observed,,,,,,2015-06-06,steveansell,https://www.inaturalist.org/observations/66765093,,53416,VAS
Lonicera involucrata var. involucrata,(Richardson) Banks ex Spreng.,,twinberry honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,Lonicera involucrata,,,involucrata,native,S5,,new 2014,observed,,,,,,2014-06-16,hillanddale,https://www.inaturalist.org/observations/9528569,,81040,VAS
Lonicera utahensis,S.Watson,,Utah honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,Lonicera utahensis,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,148098,VAS
Plectritis congesta,(Lindl.) DC.,,shortspur seablush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,Plectritis congesta,,,,native,S5 (2015),,confirmed,observed,1983-05-03,Gerald B. Straley,UBC,V178680,,2019-04-28,scottschlesier,https://www.inaturalist.org/observations/24645530,,57786,VAS
Symphoricarpos albus var. laevigatus,(L.) S.F.Blake,(Fernald) S.F.Blake,snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,Symphoricarpos albus,,,laevigatus,native,S5 (2000),,new 2015,observed,,,,,,2015-07-09,Judith Holm,http://www.inaturalist.org/observations/4503968,,48525,VAS
Symphoricarpos mollis,Nutt.,,trailing snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,Symphoricarpos mollis,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-06-04,Steve Ansell,https://www.inaturalist.org/observations/103786550,,53456,VAS
Valeriana sitchensis,Bong.,,Sitka valerian,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Valeriana,Valeriana sitchensis,,,,native,S5 (2015),,confirmed,observed,1912-07-12,Anonymous,UBC,V66423,,2019-07-12,iamscientistsam,https://www.inaturalist.org/observations/29005589,,79477,VAS
Sambucus racemosa var. arborescens,L.,(Torr. & A.Gray) A.Gray,red-berried elder,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,Sambucus,Sambucus racemosa,,,arborescens,native,S5 (2000),,confirmed,observed,2012-05-02,Erin R. Manton,UBC,V238868,,2012-05-12,gkerrwilson,https://www.inaturalist.org/observations/87474670,"S. racemosa var. arborescens only variety recognized in BC, but Erin Manton's record is to species",1257067,VAS
Viburnum edule,(Michx.) Raf.,,squashberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,Viburnum,Viburnum edule,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-08-24,kmfret,https://www.inaturalist.org/observations/31804374,,79499,VAS
Impatiens capensis,Meerb.,,spotted jewelweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Balsaminaceae,,,Impatiens,Impatiens capensis,,,,exotic,SNA (2018),,new 2018,observed,,,,,,2018-07-04,Judith Holm,https://www.inaturalist.org/observations/14221810,,47888,VAS
