scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,firstReported,firstReportedBy,firstReportedSource,firstReportedCollectionNumber,firstReportedGBIF,lastReported,lastReportedBy,lastReportedSource,lastReportedCollectionNumber,lastReportedGBIF,recordCount,reportingStatus,iNatObservationStatus,notes,ID,statsCode
Leymus mollis ssp. mollis,(Trin.) Pilg.,,sea lyme grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Leymus,Leymus Leymus mollis,,mollis,,native,S5 (2019),,,,,,,2015-06-13,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4392057,,,new 2015,observed,,118426,VAS
Mycelis muralis,(L.) Dumort.,,wall lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Mycelis,Mycelis muralis,,,,exotic,SNA (2006),,1974-07-02,Charles E. Beil,UBC,V176162,,2016-03-19,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4395516,,,confirmed,observed,,48543,VAS
Myrica gale,L.,,sweet gale,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Myricaceae,,,Myrica,Myrica gale,,,,native,S5 (2000),,1997-05-18,Gerald B. Straley,UBC,V226286,,2015-03-27,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4395945,,,confirmed,observed,,82203,VAS
Oplopanax horridus,(Sm.) Miq.,,devil's club,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Araliaceae,,,Oplopanax,Oplopanax horridus,,,,native,S5 (2015),,,,,,,2016-04-02,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4396042,,,new 2016,observed,,83914,VAS
Phalaris arundinacea,L.,,reed canary grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,,Phalaris,Phalaris arundinacea,,,,exotic,SNA (2013),,,,,,,2015-07-15,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4396776,,,new 2015,observed,,63337,VAS
Plantago macrocarpa,Cham. & Schltdl.,,Alaska plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Plantago,Plantago macrocarpa,,,,native,S4 (2015),,2016-05-30,Judith Holm,UBC,V244881,,2015-05-20,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4402324,,,confirmed,observed,,167006,VAS
Plantago maritima,L.,,seaside plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Plantago,Plantago maritima,,,,native,S5,,,,,,,2015-05-30,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4402796,,,new 2015,observed,,68543,VAS
Platanthera dilatata var. dilatata,(Pursh) Lindl. ex L.C. Beck,,white bog orchid,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,,Platanthera,Platanthera dilatata,,,dilatata,native,S5,,1951-07-27,W. Cottle,UBC,V27330,,2015-06-07,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4403034,,,confirmed,observed,,78623,VAS
Populus tremuloides,Michx.,,trembling aspen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Populus,Populus tremuloides,,,,native,S5 (2015),,,,,,,2015-05-16,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4403259,,,new 2015,observed,,54840,VAS
Prosartes hookeri,Torr.,,Hooker's fairybells,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Streptopoideae,,Prosartes,Prosartes hookeri,,,,native,S5 (2000),,2010-07-15,Erin R. Manton,UBC,V236243,,2016-05-03,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4469245,,,confirmed,observed,,51071,VAS
Pseudotsuga menziesii var. menziesii,(Mirb.) Franco,,common douglas-fir,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,Pseudotsuga,Pseudotsuga menziesii,,,menziesii,native,S5 (2000),,1978-08-15,John Pinder-Moss,UBC,V166529,,2015-03-13,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4471094,,,confirmed,observed,,48256,VAS
Quercus robur,L.,,English oak,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,Quercus,Quercus robur,,,,exotic,SNA (2000),,2007-08-19,Frank Lomer,UBC,V233608,,2015-07-09,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4481820,,,confirmed,observed,,56133,VAS
Rumex acetosella,L.,,sheep's sorrel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,Rumex acetosella,,,,exotic,SNA (2001),,,,,,,2015-05-14,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4483256,,,new 2015,observed,,53195,VAS
Schoenoplectus tabernaemontani,(C.C. Gmel.) Palla,,soft-stemmed bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Schoenoplectus,Schoenoplectus tabernaemontani,,,,native,S5 (2015),,,,,,,2015-07-15,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4484903,,,new 2015,observed,,78998,VAS
Scirpus microcarpus,J. Presl & C. Presl.,,panicled bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Scirpus,Scirpus microcarpus,,,,native,S5 (2015),,,,,,,2015-05-18,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4484970,,,new 2015,observed,,59068,VAS
Sium suave,Walter,,water parsnip,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Sium,Sium suave,,,,native,S5 (2000),,,,,,,2015-07-15,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4485626,,,new 2015,observed,,79131,VAS
Sonchus arvensis ssp. arvensis,L.,,perennial sow thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Sonchus,Sonchus arvensis,,arvensis,,exotic,SNA (2000),,,,,,,2015-06-20,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4485886,,,new 2015,observed,,79156,VAS
Spergularia canadensis var. occidentalis,(Pers.) G.Don,R.Rossbach,Canada sandspurry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergularia,Spergularia canadensis,,,occidentalis,native,S5 (2019),,1914-07,James A. Wattie,UBC,V190187,,2015-06-06,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4500471,,,confirmed,observed,,81378,VAS
Spergularia rubra,(L.) J. Presl & K. Presl,,red sand spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergularia,Spergularia rubra,,,,exotic,SNA (2001),,1974-06-18,,RBCM,V082551,,2016-06-27,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4503353,,,confirmed,observed,,55730,VAS
Stellaria graminea,L.,,lesser stitchwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,Stellaria graminea,,,,exotic,SNA (2019),,,,,,,2016-05-21,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4503706,,,new 2016,observed,iNat: needs i.d.,61948,VAS
Streptopus lanceolatus var. curvipes,(Aiton) Reveal,(Vail) Reveal,rose twisted-stalk,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Streptopoideae,,Streptopus,Streptopus lanceolatus,,,curvipes,native,S4 (2015),,1913-08-01,W. Taylor,UBC,V25387,,2014-06-28,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4503937,,,confirmed,observed,,243120,VAS
Symphoricarpos albus var. laevigatus,(L.) S.F.Blake,(Fernald) S.F.Blake,snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,Symphoricarpos albus,,,laevigatus,native,S5 (2000),,,,,,,2015-07-09,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4503968,,,new 2015,observed,,48525,VAS
Trifolium pratense,L.,,red clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolium,Trifolium pratense,,,,exotic,SNA (2001),,,,,,,2016-05-21,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4509418,,,new 2016,observed,,51875,VAS
Trifolium repens,L.,,white clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolium,Trifolium repens,,,,exotic,SNA (2001),,,,,,,2016-05-17,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4509465,,,new 2016,observed,,55745,VAS
Trifolium wormskioldii,Lehm.,,springbank clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolium,Trifolium wormskioldii,,,,native,S5 (2001),,1913-08-10,John Davidson,UBC,V50927,,2016-09-15,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4509519,,,confirmed,observed,,71146,VAS
Typha latifolia,L.,,broadleaf cattail,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Typhaceae,,,Typha,Typha latifolia,,,,native,S5 (2015),,,,,,,2016-06-25,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4509960,,,new 2016,observed,,48685,VAS
Vaccinium ovalifolium,Sm.,,oval-leaf blueberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Vaccinium,Vaccinium ovalifolium,,,,native,S5 (2015),,1966-08-05,Bruce Fraser,UBC,V160976,,2014-06-21,Judith Holm,iNaturalist,http://www.inaturalist.org/observations/4510218,,,confirmed,observed,,63820,VAS
Polypodium glycyrrhiza,D.C. Eaton,,licorice fern,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Polypodiaceae,Polypodioideae,,Polypodium,Polypodium glycyrrhiza,,,,native,S5 (2000),,1978-08-15,John Pinder-Moss,UBC,V166530,,2021-10-31,steveansell,iNaturalist,https://www.inaturalist.org/observations/100205646,,,confirmed,observed,,55104,VAS
Cassiope mertensiana ssp. mertensiana,(Bong.) D. Don,,western moss-heather,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Cassiopoideae,,Cassiope,Cassiope mertensiana,,mertensiana,,native,S5 (2019),,1997-07-13,Gerald B. Straley,UBC,V226167,,2014-06-01,Judith Holm,iNaturalist,https://www.inaturalist.org/observations/10086102,,,confirmed,observed,,126554,VAS
Arctium lappa,L.,,great burdock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Arctium,Arctium lappa,,,,exotic,SNA (2019),,,,,,,2021-12-05,John D Reynolds,iNaturalist,https://www.inaturalist.org/observations/102741322,,,new 2021,observed,,75501,VAS
Symphoricarpos mollis,Nutt.,,trailing snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,Symphoricarpos mollis,,,,native,S5 (2019),,,,,,,2019-06-04,Steve Ansell,iNaturalist,https://www.inaturalist.org/observations/103786550,,,new 2019,observed,,53456,VAS
Agoseris aurantiaca var. aurantiaca,(Hook.) Greene,,orange agoseris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Agoseris,Agoseris aurantiaca,,,aurantiaca,native,S5 (2015),,1912-08-10,John Davidson,UBC,V44810,,2013-08-19,Judith Holm,iNaturalist,https://www.inaturalist.org/observations/10425403,,,confirmed,observed,,75302,VAS
Agrostis exarata,Trin.,,Pacific bentgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,,Agrostis,Agrostis exarata,,,,native,S5 (2015),,2005-07-29,P.M. Peterson,UBC,V225551,,2015-06-07,Judith Holm,iNaturalist,https://www.inaturalist.org/observations/10426061,,,confirmed,observed,,59088,VAS
Agrostis scabra,Willd.,,ticklegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,,Agrostis,Agrostis scabra,,,,native,S5 (2015),,1974-07-02,Charles E. Beil,UBC,V176155,,2017-06-19,Judith Holm,iNaturalist,https://www.inaturalist.org/observations/10426228,,,confirmed,observed,iNat: needs i.d.,75319,VAS
Atriplex patula,L.,,common orache,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,,Atriplex,Atriplex patula,,,,exotic,SNA (2001),,2015-06-26,B. Johnson,,,,2015-09-28,Judith Holm,iNaturalist,https://www.inaturalist.org/observations/10484143,,,confirmed,observed,,60175,VAS
Corylus avellana,L.,,filbert,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Corylus,Corylus avellana,,,,exotic,SNA (2019),,,,,,,2022-01-14,John D Reynolds,iNaturalist,https://www.inaturalist.org/observations/104946020,,,new 2022,observed,,54491,VAS
Carex lyngbyei,Hornem.,,Lyngbye's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex lyngbyei,,,,native,S5 (2015),,1912-07-14,John Davidson,UBC,V42657,,2015-05-14,Judith Holm,iNaturalist,https://www.inaturalist.org/observations/10496008,,,confirmed,observed,,76076,VAS
Cardamine hirsuta,L.,,hairy bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamine,Cardamine hirsuta,,,,exotic,SNA (2001),,,,,,,2018-03-31,Judith Holm,iNaturalist,https://www.inaturalist.org/observations/10542335,,,new 2018,observed,,55829,VAS
Euthamia graminifolia,(L.) Nutt.,,flat-topped goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Euthamia,Euthamia graminifolia,,,,native,S3S4 (2015),,,,,,,2015-07-15,Judith Holm,iNaturalist,https://www.inaturalist.org/observations/10553229,,,new 2015,observed,,130989,VAS
Festuca rubra s. lat.,L.,,red fescue,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,,Festuca,Festuca rubra,,,,,,,2005-07-29,P.M. Peterson,UBC,V225345,,2015-05-14,Judith Holm,iNaturalist,https://www.inaturalist.org/observations/10554086,,,confirmed,observed,includes multiple native infrataxa,61061,VAS
Anisocarpus madioides,Nutt.,,woodland tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anisocarpus, Anisocarpus madioides,,,,native,S5 (2019),,,,,,,2021-08-28,Else Mikkelsen,iNaturalist,https://www.inaturalist.org/observations/105892077,,,new 2021,observed,,53137,VAS
Cotoneaster rehderi,Pojark.,,bullate cotoneaster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Cotoneaster,Cotoneaster rehderi,,,,exotic,SNA (2019),,2008-06-23,,RBCM,V206292,,2021-08-28,elsemikkelsen,iNaturalist,https://www.inaturalist.org/observations/105892416,,,confirmed,observed,RBCM:  West Vancouver,160951,VAS
Vicia gigantea,Hook.,,giant vetch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Vicia,Vicia gigantea,,,,native,S5 (2019),,1913-06-01,W. Taylor,UBC,V24625,,2015-04-29,Judith Holm,iNaturalist,https://www.inaturalist.org/observations/10691028,,,confirmed,observed,,53322,VAS
Veronica americana,Schwein ex. Benth.,,American speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veronica,Veronica americana,,,,native,S5 (2000),,,,,,,2021-08-08,Gwen L'Hirondelle,iNaturalist,https://www.inaturalist.org/observations/107684839,,,new 2021,observed,,57277,VAS
Salix discolor,Muhl.,,pussy willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix discolor,,,,native,S5 (2019),,,,,,,2022-03-06,Roslyn,iNaturalist,https://www.inaturalist.org/observations/108065446,,,new 2022,observed,,54844,VAS
Calypso bulbosa var. occidentalis,(L.) Oakes,(Holz.) Cockerell,western fairy slipper,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Epidendroideae,,Calypso,Calypso bulbosa,,,occidentalis,native,S5 (2000),,1914-04-27,W. Taylor,UBC,V218590,,2003-05-03,Steve Ansell,iNaturalist,https://www.inaturalist.org/observations/108399353,,,confirmed,observed,,57724,VAS
Solanum dulcamara,L.,,bittersweet nightshade,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Solanum,Solanum dulcamara,,,,exotic,SNA (2000),,,,,,,2021-06-08,Gwen L'Hirondelle,iNaturalist,https://www.inaturalist.org/observations/108466176,,,new 2021,observed,,55620,VAS
Castilleja hispida var. hispida,Benth.,,harsh indian-paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Castilleja,Castilleja hispida,,,hispida,native,S4 (2015),,1948-05-11,C.B.W. Rogers,UBC,V195761,,2005-07-10,Steve Ansell,iNaturalist,https://www.inaturalist.org/observations/109340347,,,confirmed,observed,UBC:West Vancouver Copper Cove,234938,VAS
Penstemon davidsonii var. menziesii,Greene,(D.D.Keck) Cronquist,creeping beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Penstemon,Penstemon davidsonii,,,menziesii,native,S4 (2001),,1913-00-00,W. Taylor,UBC,V30175,,2005-07-10,Steve Ansell,iNaturalist,https://www.inaturalist.org/observations/109340404,,,confirmed,observed,,242057,VAS
Salix lasiandra var. lasiandra,Muhl. (Benth.) A.E. Murray,,Pacific willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix lasiandra,,,lasiandra,native,S5 (2000),,,BC Parks,Baynes Island Ecological Reserve online 'detailed description',,,2022-05-06,Andrew Simon,iNaturalist,https://www.inaturalist.org/observations/116030597,,,confirmed,observed,,81358,VAS
Kerria japonica,(L.) DC.,,Japanese kerria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Kerria,Kerria japonica,,,,exotic,unlisted,,,,,,,2022-05-13,Matt M,iNaturalist,https://www.inaturalist.org/observations/116867214,,,new 2022,observed,,125788,VAS
Silene flos-cuculi,(L.) Greuter & Burdet,,ragged-robin,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,Silene flos-cuculi,,,,exotic,unlisted,,,,,,,2022-06-01,fisherpeak,iNaturalist,https://www.inaturalist.org/observations/120258204,,,new 2022,observed,,740984,VAS
Alchemilla australis,(Rydb.) Bomble,,slender parsley-piert,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Alchemilla,Alchemilla australis,,,,exotic,SNA (2019),,,,,,,2022-06-12,Cole Gaerber,iNaturalist,https://www.inaturalist.org/observations/121676084,,,new 2022,observed,,1363874,VAS
