Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Ochrolechia oregonensis,H. Magn.,,double-rimmed saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,native,unlisted,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36173,,2016-10-13,Sarah Tweedale & Andrew Simon,http://www.inaturalist.org/observations/4343884,,124442,LIC
Ochrolechia subpallescens,Verseghy.,,saucer lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,native,unlisted,new 2016,observed,,,,,,2016-11-03,Andrew Simon,https://www.inaturalist.org/observations/5133792,,117862,LIC
Ochrolechia upsaliensis,(L.) A. Massal.,,tundra saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,native,unlisted,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L14343,,2018-03-18,Andrew Simon,https://www.inaturalist.org/observations/10306015,,226129,LIC
Lepra amara,(Ach.) Nyl.,,bitter wart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Pertusariaceae,,,Lepra,native,unlisted,confirmed,observed,1974-05-30,Willa J. Noble,UBC,L35940,,2015-03-04,Andrew Simon,http://www.inaturalist.org/observations/2566370,Reported as Pertusaria amara,630835,LIC
Pertusaria subambigens,Dibben,,frosted wart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Pertusariaceae,,,Pertusaria,native,unlisted,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36171,,2017-12-22,Andrew Simon,https://www.inaturalist.org/observations/9239481,,117882,LIC
Rhizocarpon bolanderi,(Tuck.) Herre,,map lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,,Rhizocarpon,native,unlisted,reported,unobserved,1974-05-28,Willa J. Noble,UBC,L35875,,,,,,229939,LIC
Rhizocarpon distinctum,Th. Fr.,,map lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,,Rhizocarpon,native,unlisted,reported,unobserved,1974-05-29,Willa J. Noble,UBC,L12445,,,,,,229946,LIC
Rhizocarpon obscuratum,(Ach.) A. Massal.,,dusky map lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,,Rhizocarpon,native,unlisted,reported,unobserved,1974-06-01,Willa J. Noble,UBC,L36221,,,,,,229966,LIC
Blastenia ferruginea,(Huds.) Th. Fr.,,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Blastenia,native,unlisted,confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-02-21,Andrew Simon,https://www.inaturalist.org/observations/5159803,Reported as Caloplaca ferruginea (Huds.) Th. Fr.,462481,LIC
Calogaya decipiens,"(Arnold) Arup, Frödén & Søchting",,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Calogaya,native,unlisted,new 2017,observed,,,,,,2017-03-25,Andrew Simon,https://www.inaturalist.org/observations/22642666,,462563,LIC
Caloplaca atroflava,(Turner) Mong.,,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Caloplaca,native,unlisted,reported,unobserved,1974-05-29,Willa J. Noble,UBC,L20695,,,,,,215786,LIC
Caloplaca californica,Zahlbr.,,Californian firedot,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Caloplaca,native,unlisted,new 2017,observed,,,,,,2017-05-19,Andrew Simon,https://www.inaturalist.org/observations/9199333,,215791,LIC
Flavoplaca citrina,"(Hoffm.) Arup, Frödén & Søchting",,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Flavoplaca,native,SU (2020),new 2017,observed,,,,,,2017-03-25,Andrew Simon,https://www.inaturalist.org/observations/22597168,,462950,LIC
Flavoplaca flavocitrina,"(Hoffm.) Arup, Frödén & Søchting",,mealy firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Flavoplaca,native,unlisted,new 2018,observed,,,,,,2018-07-23,Andrew Simon,https://www.inaturalist.org/observations/14675997,on brick and mortar at post office; collect and confirm,462951,LIC
Flavoplaca marina,"(Wedd.) Arup, Frödén & Søchting",,orange sea lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Flavoplaca,native,unlisted,new 2017,observed,,,,,,2017-03-12,Andrew Simon,https://www.inaturalist.org/observations/5296400,,462953,LIC
Gyalolechia xanthostigmoidea,"(Räs.) Søchting, Frödén & Arup.",,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Gyalolechia,native,unlisted,confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2018-08-01,Andrew Simon,https://www.inaturalist.org/observations/15038971,Reported as Caloplaca cf xanthostigmoidea,463077,LIC
Leproplaca chrysodeta,(Vain. ex Räsänen) J.R.Laundon,,mustard firedot,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Leproplaca,native,unlisted,new 2015,observed,,,,,,2015-02-22,Andrew Simon,http://www.inaturalist.org/observations/2566221,,463369,LIC
Leproplaca obliterans,"(Nyl.) Arup, Frödén & Søchting",,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Leproplaca,native,unlisted,reported,unobserved,1974-06-01,Willa J. Noble,UBC,L36201,,,,,Reported as Caloplaca obliterans,463370,LIC
Polycauliona bolacina,"(Tuck.) Arup, Frödén & Søchting",,waxy firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Polycauliona,native,unlisted,new 2015,observed,,,,,,2015-08-05,Andrew Simon,http://www.inaturalist.org/observations/2599898,Reported as Caloplaca bolacina,463823,LIC
Polycauliona candelaria,"(L.) Frödén, Arup, & Søchting",,shrubby sunburst lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Polycauliona,native,S5 (2018),confirmed,observed,2010-04-17,Kent Brothers,VMS,,,2017-04-14,Kris Krüg,http://inaturalist.ca/observations/5703981,Reported as Xanthoria candelaria,463825,LIC
Polycauliona luteominia var. luteominia,"(Tuck.) Arup, Frödén & Søchting",,red firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Polycauliona,native,unlisted,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L35910,,2020-06-10,Andrew Simon,https://www.inaturalist.org/observations/49193131,Reported as Caloplaca luteominia var. luteominia,463832,LIC
Polycauliona polycarpa,"(Hoffm.) Frödén, Arup, & Søchting",,pin-cushion sunburst lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Polycauliona,native,S5 (2010),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36187,,2016-08-14,Andrew Simon,http://www.inaturalist.org/observations/3948548,,463837,LIC
Polycauliona rosei,"(Hasse) Arup, Frödén & Søchting",,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Polycauliona,native,unlisted,new 2017,observed,,,,,,2017-04-13,Kris Krüg,http://inaturalist.ca/observations/5679890,,463838,LIC
Polycauliona stellata,"(Wetmore & Kärnefelt) Arup, Frödén & Søchting",,stellate firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Polycauliona,native,unlisted,new 2017,observed,,,,,,2017-12-30,Andrew Simon,https://www.inaturalist.org/observations/9324670,,463839,LIC
Rufoplaca arenaria,"(Pers.) Arup, Søchting & Frödén",,granite firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Rufoplaca,native,unlisted,reported,unobserved,1974-05-30,Willa J. Noble,UBC,L35907,,,,,Reported as Caloplaca arenaria,532265,LIC
Xanthomendoza hasseana,"(Räsänen) Søchting, Karenfelt & S.Y. Kondr.",,radiant sunburst,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Xanthomendoza,native,S5 (2019),new 2016,observed,,,,,,2016-08-14,Andrew Simon,http://www.inaturalist.org/observations/3948548,,174751,LIC
Xanthomendoza oregana,"(Gyeln.) Søchting, Kärnefelt & S.Y. Kondr.",,Oregon sunburst,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Xanthomendoza,native,S4S5 (2018),new 2015,observed,,,,,,2015-08-05,Andrew Simon,http://www.inaturalist.org/observations/2599908,,338616,LIC
Xanthoria parietina,(L.) Th. Fr.,,maritime sunburst,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Xanthoria,exotic,unlisted,confirmed,observed,1974-05-28,Willa J. Noble,UBC,L35878,,2016-12-27,Andrew Simon,https://www.inaturalist.org/observations/4855793,,55576,LIC
Xanthoria sp. nov.,,,undescribed sunburst lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Xanthoria,native,unlisted,new 2016,observed,,,,,,2016-08-14,Andrew Simon,http://www.inaturalist.org/observations/3948539,,54757,LIC
Placopsis gelida,(L.) Linds.,,bull’s-eye lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Trapeliales,,,Trapeliaceae,,,Placopsis,native,unlisted,reported,unobserved,1974-05-31,Willa J. Noble,UBC,L36180,,,,,,228239,LIC
Placynthiella oligotropha,(J. R. Laundon) Coppins & P. James,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Trapeliales,,,Trapeliaceae,,,Placynthiella,native,S5 (2020),new 2021,observed,,,,,,2021-05-03,Andrew Simon,https://www.inaturalist.org/observations/83031013,,228244,LIC
Trapelia coarctata,(Turner ex Sm.) M. Choisy,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Trapeliales,,,Trapeliaceae,,,Trapelia,native,S5 (2020),reported,unobserved,1974-05-28,Willa J. Noble,UBC,L35897,,,,,,117903,LIC
Trapeliopsis granulosa,(Hoffm.) Lumbsch,,granular mottled-disk lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Trapeliales,,,Trapeliaceae,,,Trapeliopsis,native,unlisted,new 2017,observed,,,,,,2017-03-23,Andrew Simon,https://www.inaturalist.org/observations/5450618,,180430,LIC
Hypocenomyce scalaris,(Ach.) M. Choisy,,charcoal clamshell,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Ophioparmaceae,,,Hypocenomyce,native,unlisted,new 2018,observed,,,,,,2018-07-01,Andrew Simon,https://www.inaturalist.org/observations/13973313,,117973,LIC
Umbilicaria phaea,Tuck.,,emery rocktripe,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Umbilicariaceae,,,Umbilicaria,native,S4 (2010),new 2018,observed,,,,,,2018-06-27,Andrew Simon,https://www.inaturalist.org/observations/13854021,,125055,LIC
Umbilicaria polyphylla,(L.) Baumg.,,petalled rocktripe,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Umbilicariaceae,,,Umbilicaria,native,S4 (2010),confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-05-29,Andrew Simon,https://www.inaturalist.org/observations/7498404,,125058,LIC
Lichenomphalia umbellifera,"(L.) Redhead, Lutzoni, Moncalvo & Vilgalys",,heath navel,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Hygrophoraceae,,,Lichenomphalia,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565733,,118245,LIC
Multiclavula corynoides,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Clavulinaceae,,,Multiclavula,,,new 2021,observed,,,,,,2021-03-13,"Dave “Zeuss"" Cochrane",https://www.inaturalist.org/observations/71175204,,199687,LIC
