Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Scolopocryptops spinicaudus,"Wood, 1862",,centipede,Animalia,Arthropoda,Myriapoda,,Chilopoda,,,Scolopendromorpha,,,Scolopocryptopidae,,,Scolopocryptops,native,S5 (2020),new 2019,observed,,,,,,2019-05-04,Charlene Wood,https://www.inaturalist.org/observations/24565151,,322408,ART
Ophyiulus pilosus,"(Newport, 1843)",,millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Juliformia,Julida,,Juloidea,Julidae,Julinae,Leptoiulini,Ophyiulus,exotic,unlisted,new 2017,observed,,,,,,2017-05-27,Andrew Simon,http://inaturalist.ca/observations/6491407,,121484,ART
Uroblaniulus idahoanus,"Chamberlin, 1950",,millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Juliformia,Julida,,Parajuloidea,Parajulidae,,,Uroblaniulus,native,S5 (2020),new 2016,observed,,,,,,2016-06-23,William Terpenning,http://www.inaturalist.org/observations/3516075,,881100,ART
Polydesmus sp.,,,millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Polydesmidea,Polydesmoidea,Polydesmidae,,,Polydesmus,,,new 2020,observed,,,,,,2020-06-21,Rhys Hutton,https://www.inaturalist.org/observations/50512400,,127614,ART
Scytonotus sp.,,,millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Polydesmidea,Polydesmoidea,Polydesmidae,,,Scytonotus,,,confirmed,observed,1990-09-23,Geoffrey G.E. Scudder,RBCM,ENT020-005184,,2016-11-24,Ed Andrusiak,http://www.inaturalist.org/observations/4661703,,154960,ART
Harpaphe haydeniana,"(Wood, 1864)",,yellow-spotted millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Leptodesmidea,Xystodesmoidea,Xystodesmidae,Xystodesminae,Xystodesmini,Harpaphe,native,SU (2020),confirmed,observed,2010-04-17,Kent Brothers,VMS,,,2016-05-07,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/3121237,,47737,ART
Polyxenus sp.,,,millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Penicillata,,Polyxenida,,Polyxenoidea,Polyxenidae,,,Polyxenus,,,new 2019,observed,,,,,,2019-05-06,Scott Gilmore,https://www.inaturalist.org/observations/24821743,,133865,ART
