from,to,person_name,person_class,edge_class,weight,entry_year
Frank Lomer,Melica harfordii,Frank Lomer,historical,confirmed,1,2022
Frank Lomer,Montia howellii,Frank Lomer,historical,confirmed,1,2001
Frank Lomer,Myosurus minimus,Frank Lomer,historical,confirmed,1,2014
Frank Lomer,Petrosedum rupestre,Frank Lomer,historical,reported,1,2022
Frank Lomer,Petroselinum crispum,Frank Lomer,historical,confirmed,1,2014
Frank Lomer,Poa infirma,Frank Lomer,historical,reported,1,2014
Frank Lomer,Prunus × pugetensis,Frank Lomer,historical,reported,1,2014
Frank Lomer,Rhinanthus minor,Frank Lomer,historical,reported,1,2022
Frank Lomer,Sagina apetala,Frank Lomer,historical,reported,1,2003
Frank Lomer,Sagina maxima ssp. maxima,Frank Lomer,historical,reported,1,2014
Frank Lomer,Sanguisorba minor,Frank Lomer,historical,reported,1,2003
Frank Lomer,Silene antirrhina,Frank Lomer,historical,confirmed,1,2022
Frank Lomer,Sisyrinchium idahoense var. idahoense,Frank Lomer,historical,confirmed,1,2022
Frank Lomer,Torilis arvensis,Frank Lomer,historical,confirmed,1,2022
Frank Lomer,Trifolium microcephalum,Frank Lomer,historical,confirmed,1,2001
Frank Lomer,Typha angustifolia,Frank Lomer,historical,confirmed,1,2014
Frank Lomer,Uropappus lindleyi,Frank Lomer,historical,confirmed,1,2003
Frank Lomer,Veronica peregrina var. peregrina,Frank Lomer,historical,confirmed,1,2022
Frank Lomer,Veronica persica,Frank Lomer,historical,confirmed,1,2022
Frank Lomer,Vicia lathyroides,Frank Lomer,historical,confirmed,1,2014
Frank Lomer,Wolffia columbiana,Frank Lomer,historical,confirmed,1,2014
Frank Lomer,Yabea microcarpa,Frank Lomer,historical,confirmed,1,2003
Gerald B. Straley,Agoseris heterophylla ssp. heterophylla,Gerald B. Straley,historical,confirmed,1,1988
Gerald B. Straley,Alchemilla occidentalis,Gerald B. Straley,historical,confirmed,1,1983
Gerald B. Straley,Bellis perennis,Gerald B. Straley,historical,confirmed,1,1989
Gerald B. Straley,Cynosurus echinatus,Gerald B. Straley,historical,confirmed,1,1986
Gerald B. Straley,Draba verna,Gerald B. Straley,historical,confirmed,1,1989
Gerald B. Straley,Fumaria reuteri,Gerald B. Straley,historical,confirmed,1,1987
Gerald B. Straley,Gnaphalium palustre,Gerald B. Straley,historical,confirmed,1,1986
Gerald B. Straley,Montia dichotoma,Gerald B. Straley,historical,confirmed,1,1983
Gerald B. Straley,Montia linearis,Gerald B. Straley,historical,confirmed,1,1988
Gerald B. Straley,Oemleria cerasiformis,Gerald B. Straley,historical,confirmed,1,1989
Gerald B. Straley,Perideridia gairdneri,Gerald B. Straley,historical,confirmed,1,1989
Gerald B. Straley,Phacelia tanacetifolia,Gerald B. Straley,historical,reported,1,1987
Gerald B. Straley,Prunus laurocerasus,Gerald B. Straley,historical,confirmed,1,1989
Gerald B. Straley,Rubus bifrons,Gerald B. Straley,historical,confirmed,1,1989
Gerald B. Straley,Rubus laciniatus,Gerald B. Straley,historical,confirmed,1,1989
Gerald B. Straley,Rubus spectabilis,Gerald B. Straley,historical,confirmed,1,1989
Gerald B. Straley,Shepherdia canadensis,Gerald B. Straley,historical,confirmed,1,1989
Gerald B. Straley,Sherardia arvensis,Gerald B. Straley,historical,confirmed,1,1987
Gerald B. Straley,Silene coronaria,Gerald B. Straley,historical,confirmed,1,1986
Gerald B. Straley,Stellaria nitens,Gerald B. Straley,historical,confirmed,1,1983
Gerald B. Straley,Trifolium variegatum,Gerald B. Straley,historical,confirmed,1,1983
Gerald B. Straley,Triphysaria pusilla,Gerald B. Straley,historical,confirmed,1,1983
Gerald B. Straley,Viola odorata,Gerald B. Straley,historical,confirmed,1,1989
Gerald Straley & K. Nichols,Daphne laureola,Gerald Straley & K. Nichols,historical,confirmed,1,1989
Hans Roemer,Agrostis gigantea,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Alnus rubra,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Amelanchier alnifolia,Hans Roemer,historical,confirmed,1,1980
Hans Roemer,Athyrium filix-femina ssp. cyclosorum,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Carex aquatilis var. dives,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Carex canescens ssp. canescens,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Carex echinata ssp. echinata,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Carex livida,Hans Roemer,historical,reported,1,2000
Hans Roemer,Carex obnupta,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Ceanothus sanguineus,Hans Roemer,historical,reported,1,1995
Hans Roemer,Cicuta douglasii,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Clarkia amoena ssp. caurina,Hans Roemer,historical,confirmed,1,2004
Hans Roemer,Drosera rotundifolia,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Eriophorum chamissonis,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Frangula purshiana,Hans Roemer,historical,confirmed,1,1980
Hans Roemer,Galium trifidum,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Kalmia microphylla var. occidentalis,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Koeleria macrantha,Hans Roemer,historical,confirmed,1,1995
Hans Roemer,Lemna minuta,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Lemna trisulca,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Ludwigia palustris,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Lycopus uniflorus,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Lysichiton americanus,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Lysimachia europaea ssp. arctica,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Lysimachia thyrsiflora,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Nuphar polysepala,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Oenanthe sarmentosa,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Persicaria amphibia,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Pinus monticola,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Potamogeton natans,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Potamogeton pusillus,Hans Roemer,historical,reported,1,2000
Hans Roemer,Pseudotsuga menziesii var. menziesii,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Rhododendron groenlandicum,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Rhynchospora alba,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Rubus ursinus,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Salix lasiandra var. lasiandra,Hans Roemer,historical,confirmed,1,1995
Hans Roemer,Sanicula bipinnatifida,Hans Roemer,historical,reported,1,1993
Hans Roemer,Scirpus microcarpus,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Sparganium emersum,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Sparganium natans,Hans Roemer,historical,reported,1,2000
Hans Roemer,Spiraea douglasii var. douglasii,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Thuja plicata,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Tsuga heterophylla,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Typha latifolia,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Vaccinium oxycoccos,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Veronica scutellata,Hans Roemer,historical,confirmed,1,2000
Hans Roemer,Viola minuscula,Hans Roemer,historical,confirmed,1,2000
Harvey Janszen,Abies grandis,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Acer glabrum var. douglasii,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Acer macrophyllum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Achillea millefolium complex,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Achlys triphylla,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Acmispon denticulatus,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Acmispon parviflorus,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Actaea rubra,Harvey Janszen,historical,reported,1,1981
Harvey Janszen,Adenocaulon bicolor,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Agoseris grandiflora var. leptophylla,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Agrostis capillaris,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Agrostis exarata,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Agrostis scabra,Harvey Janszen,historical,reported,1,1979
Harvey Janszen,Aira praecox,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Alcea rosea,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Alchemilla arvensis,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Allium amplectens,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Allotropa virgata,Harvey Janszen,historical,confirmed,1,1982
Harvey Janszen,Alopecurus pratensis,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Amaranthus powellii,Harvey Janszen,historical,confirmed,1,1975
Harvey Janszen,Amsinckia menziesii,Harvey Janszen,historical,confirmed,1,1984
Harvey Janszen,Anaphalis margaritacea,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Andromeda polifolia var. polifolia,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Angelica genuflexa,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Anthemis cotula,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Anthoxanthum aristatum ssp. aristatum,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Anthriscus caucalis,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Aphyllon californicum ssp. californicum,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Apocynum androsaemifolium,Harvey Janszen,historical,reported,1,1984
Harvey Janszen,Aquilegia formosa,Harvey Janszen,historical,confirmed,1,1979
Harvey Janszen,Arbutus menziesii,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Arctium minus,Harvey Janszen,historical,confirmed,1,1975
Harvey Janszen,Arctostaphylos uva-ursi,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Arctostaphylos × media,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Arenaria serpyllifolia var. serpyllifolia,Harvey Janszen,historical,reported,1,1979
Harvey Janszen,Arrhenatherum elatius ssp. elatius,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Artemisia campestris ssp. pacifica,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Artemisia suksdorfii,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Athysanus pusillus,Harvey Janszen,historical,confirmed,1,1978
Harvey Janszen,Atriplex dioica,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Avena sativa,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Barbarea orthoceras,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Bellardia viscosa,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Berberis aquifolium,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Berberis nervosa,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Betula papyrifera,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Bolboschoenus maritimus ssp. paludosus,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Brodiaea coronaria,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Bromus diandrus,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Bromus inermis,Harvey Janszen,historical,reported,1,1975
Harvey Janszen,Bromus sitchensis,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Bromus vulgaris,Harvey Janszen,historical,confirmed,1,1979
Harvey Janszen,Buddleja davidii,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Calandrinia menziesii,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Callitriche heterophylla,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Calystegia sepium ssp. sepium,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Camassia quamash ssp. quamash,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Campanula rotundifolia,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Campanula scouleri,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Cardamine pensylvanica,Harvey Janszen,historical,confirmed,1,1975
Harvey Janszen,Carex arcta,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Carex aurea,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Carex cusickii,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Carex echinata ssp. phyllomanica,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Carex flava,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Carex hendersonii,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Carex inops ssp. inops,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Carex kelloggii var. limnophila,Harvey Janszen,historical,reported,1,1979
Harvey Janszen,Carex lasiocarpa,Harvey Janszen,historical,confirmed,1,1975
Harvey Janszen,Carex leptalea,Harvey Janszen,historical,confirmed,1,1979
Harvey Janszen,Carex lyngbyei,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Carex oederi var. oederi,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Carex pachystachya,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Carex utriculata,Harvey Janszen,historical,reported,1,1979
Harvey Janszen,Centaurium erythraea,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Cerastium fontanum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Cerastium glomeratum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Chamaenerion angustifolium,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Chenopodium album,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Chimaphila umbellata ssp. umbellata,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Cichorium intybus,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Cinna latifolia,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Circaea alpina ssp. alpina,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Circaea alpina ssp. pacifica,Harvey Janszen,historical,confirmed,1,1980
Harvey Janszen,Cirsium arvense,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Cirsium vulgare,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Clinopodium douglasii,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Collinsia grandiflora,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Collinsia parviflora,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Collomia heterophylla,Harvey Janszen,historical,confirmed,1,1976
Harvey Janszen,Convolvulus arvensis,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Corallorhiza maculata var. occidentalis,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Corallorhiza striata var. striata,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Cornus nuttallii,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Cornus sericea ssp. occidentalis,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Cotoneaster simonsii,Harvey Janszen,historical,confirmed,1,1979
Harvey Janszen,Crassula connata,Harvey Janszen,historical,reported,1,1983
Harvey Janszen,Crataegus douglasii,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Crataegus monogyna,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Crepis capillaris,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Cynosurus cristatus,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Cytisus scoparius,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Dactylis glomerata,Harvey Janszen,historical,confirmed,1,1979
Harvey Janszen,Danthonia californica,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Datura stramonium,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Daucus carota,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Daucus pusillus,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Delphinium ajacis,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Delphinium menziesii,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Deschampsia danthonioides,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Dianthus armeria,Harvey Janszen,historical,confirmed,1,1975
Harvey Janszen,Digitalis purpurea,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Distichlis spicata,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Dryopteris expansa,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Dulichium arundinaceum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Elodea canadensis,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Elymus repens,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Epilobium brachycarpum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Equisetum arvense,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Equisetum hyemale ssp. affine,Harvey Janszen,historical,confirmed,1,1981
Harvey Janszen,Equisetum telmateia ssp. braunii,Harvey Janszen,historical,confirmed,1,1980
Harvey Janszen,Erigeron canadensis,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Eriocoma lemmonii,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Eriophyllum lanatum var. leucophyllum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Erodium cicutarium,Harvey Janszen,historical,confirmed,1,1980
Harvey Janszen,Erysimum cheiranthoides,Harvey Janszen,historical,reported,1,1981
Harvey Janszen,Erythranthe alsinoides,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Erythronium oregonum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Eschscholzia californica,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Euphorbia peplus,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Euphrasia nemorosa,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Fallopia convolvulus,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Festuca bromoides,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Festuca myuros,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Festuca occidentalis,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Festuca roemeri var. roemeri,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Festuca subulata,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Festuca subuliflora,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Filago germanica,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Fragaria chiloensis,Harvey Janszen,historical,reported,1,1975
Harvey Janszen,Fragaria vesca ssp. bracteata,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Fritillaria affinis,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Galium aparine,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Galium mollugo,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Geranium bicknellii,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Geranium carolinianum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Geranium dissectum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Geranium molle,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Geranium pusillum,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Geranium robertianum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Geum macrophyllum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Glechoma hederacea,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Glyceria borealis,Harvey Janszen,historical,reported,1,1979
Harvey Janszen,Glyceria leptostachya,Harvey Janszen,historical,confirmed,1,1982
Harvey Janszen,Glyceria striata,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Gnaphalium uliginosum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Graphephorum canescens,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Graphephorum cernuum,Harvey Janszen,historical,confirmed,1,1979
Harvey Janszen,Grindelia squarrosa,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Hedera helix,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Hemitomes congestum,Harvey Janszen,historical,reported,1,1981
Harvey Janszen,Heuchera micrantha var. diversifolia,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Hieracium albiflorum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Holodiscus discolor var. discolor,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Hordeum brachyantherum ssp. brachyantherum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Hordeum jubatum,Harvey Janszen,historical,reported,1,1981
Harvey Janszen,Hordeum murinum ssp. leporinum,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Hypericum anagalloides,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Hypericum calycinum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Hypericum perforatum,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Hypochaeris glabra,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Hypochaeris radicata,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Ilex aquifolium,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Iris pseudacorus,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Jacobaea vulgaris,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Juncus articulatus,Harvey Janszen,historical,confirmed,1,1979
Harvey Janszen,Juncus balticus,Harvey Janszen,historical,confirmed,1,1980
Harvey Janszen,Juncus bufonius,Harvey Janszen,historical,confirmed,1,1979
Harvey Janszen,Juncus effusus ssp. effusus,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Juncus ensifolius,Harvey Janszen,historical,confirmed,1,1979
Harvey Janszen,Juncus oxymeris,Harvey Janszen,historical,reported,1,2001
Harvey Janszen,Juncus tenuis,Harvey Janszen,historical,confirmed,1,1979
Harvey Janszen,Laburnum anagyroides,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Lactuca serriola,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Lathyrus japonicus,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Lathyrus latifolius,Harvey Janszen,historical,confirmed,1,2001
Harvey Janszen,Lathyrus nevadensis var. pilosellus,Harvey Janszen,historical,confirmed,1,2001
