"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"Alces alces","Linnaeus, 1758","","moose","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia","","Cervidae","Capreolinae","Alceini","Alces","alces",,"",,"native","S5 (2015)","","2008-12-06","Joe Holubar","iNaturalist","49196089",2641579699,"2025-05-31","North Ross","iNaturalist","286000071",5177035491,17,"confirmed","observed","",522193,"MAM"
"Aplodontia rufa","Rafinesque, 1817","","mountain beaver","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha","","Aplodontiidae","","","Aplodontia","rufa",,"",,"native","S4","","1896-09-01","Allan Cyril Brooks","MCZ","BANGS-6823",476840545,"1929-08-02","Collector(s): unknown","CRCM","CRCM:Mamm:5201",5196280782,3,"reported","unobserved","",43736,"MAM"
"Callospermophilus lateralis","(Say, 1823)","","golden-mantled ground squirrel","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha","","Sciuridae","Xerinae","Marmotini","Callospermophilus","lateralis",,"",,"native","S5? (2015)","","1943-06-13","Munro, JA","ROM","ROMM28578",1211862381,"2022-08-15","User 201870",,"",5081683591,4,"confirmed","unobserved","",180010,"MAM"
"Canis latrans","Say, 1823","","coyote","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Canidae","","","Canis","latrans",,"",,"native","S5 (2015)","","1937-12-23","T. Neeland","BBM","M006159",1292001439,"2025-07-22","sleeplessknights174","iNaturalist","300333491",5237535731,1038,"confirmed","observed","",42051,"MAM"
"Canis lupus","Linnaeus, 1758","","grey wolf","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Canidae","","","Canis","lupus",,"",,"native","S4S5 (2015)","","1910-04-01","","MVZ","MVZ:Mamm:12454",5147367816,"2024-12-01","Liam Steele","iNaturalist","253826940",4994571995,27,"confirmed","observed","",42048,"MAM"
"Castor canadensis","Kuhl, 1820","","Canadian beaver","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Castorimorpha","","Castoridae","","","Castor","canadensis",,"",,"native","S5","","1896-01-20","Allan Cyril Brooks","MCZ","BANGS-5545",476831225,"2025-07-27","Marcel_Pepin","iNaturalist","301739330",5238288615,1279,"confirmed","observed","",43794,"MAM"
"Cervus canadensis canadensis","(Erxleben, 1777)","","American elk","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia","","Cervidae","Cervinae","Cervini","Cervus","canadensis",,"",,"native","S5 (2015)","","1953-06-19","R.W. Pillsbury","BBM","M004489",1291999771,"2025-07-26","jocelynheywood","iNaturalist","301385268",5237602408,180,"confirmed","observed","",564777,"MAM"
"Cervus canadensis roosevelti","(Erxleben, 1777)","Merriam, 1897","Roosevelt elk","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia","","Cervidae","Cervinae","Cervini","Cervus","canadensis",,"roosevelti",,"native","S3S4 (2017)","","2004-07-19","Ken McMillan","iNaturalist","14649197",1883946261,"2025-07-20","Guy L. Monty","iNaturalist","300108654",5230732340,306,"confirmed","observed","",566550,"MAM"
"Clethrionomys gapperi","(Vigors, 1830)","","southern red-backed vole","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha","Muroidea","Cricetidae","Arvicolinae","Clethrionomyini","Clethrionomys","gapperi",,"",,"native","S5 (2015)","","1896-08-19","Allan Cyril Brooks","MCZ","BANGS-3681",476840244,"2024-07-31","Zeke Gilmore","iNaturalist","234012835",4978304306,110,"confirmed","observed","",1431274,"MAM"
"Clethrionomys gapperi occidentalis","(Vigors, 1830)","(Merriam, 1890)","southern red-backed vole, western subspecies","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha","Muroidea","Cricetidae","Arvicolinae","Clethrionomyini","Clethrionomys","gapperi",,"occidentalis",,"native","S1 (2006)","","1946-09-30","M.J. Carter  H.D. Fisher","BBM","M001974",1291997252,"1946-09-30","M.J. Carter  H.D. Fisher","BBM","M001974",1291997252,1,"reported","unobserved","",1431805,"MAM"
"Corynorhinus townsendii","Cooper, 1837","","Townsend's big-eared bat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Vespertilioninae","Plecotini","Corynorhinus","townsendii",,"",,"native","S3 (2022)","","1908-07-07","Spreadborough, William","CMN","CMNMA 1412",1804063587,"2024-09-22","troyvolunteer","iNaturalist","243465691",4950246721,39,"confirmed","observed","",74205,"MAM"
"Dama dama","Linnaeus, 1758","","European fallow deer","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia","","Cervidae","Cervinae","Cervini","Dama","dama",,"",,"exotic","S (2021)","","2007-06-01","jamie_fenneman","iNaturalist","156328568",4096664532,"2025-07-26","Keegan Thomas","iNaturalist","301550440",5237618482,48,"confirmed","observed","",42161,"MAM"
"Didelphis virginiana","Kerr, 1792","","Virginia opossum","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","","Didelphimorphia","","","Didelphidae","Didelphinae","Didelphini","Didelphis","virginiana",,"",,"exotic","S (2020)","","1946-12-29","Charles J. Guiguet","BBM","M002142",1291997451,"2025-07-25","Anthony Shannon-Thorn","iNaturalist","301093435",5238320230,40,"confirmed","observed","",42652,"MAM"
"Eptesicus fuscus","Beauvois, 1796","","big brown bat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Vespertilioninae","Eptesicini","Eptesicus","fuscus",,"",,"native","S5","","1910-08-30","Collector(s): Harry S. Swarth","MVZ","MVZ:Mamm:12589",5147248819,"2025-06-18","russpetersen","iNaturalist","290797477",5206160854,43,"confirmed","observed","",40509,"MAM"
"Erethizon dorsatum","(Linnaeus, 1758)","","North American porcupine","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Hystricomorpha","Erethizontoidea","Erethizontidae","Erethizontinae","","Erethizon","dorsatum",,"",,"native","S4","","2020-05-29","Yanik Nill","iNaturalist","48047810",2813911656,"2023-08-07","s_egolf","iNaturalist","177286321",4172307545,4,"new 2020","observed","",44026,"MAM"
"Euderma maculatum","J. A. Allen, 1891","","spotted bat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Vespertilioninae","Plecotini","Euderma","maculatum",,"",,"native","S3S4 (2022)","1-SC (2005)","2022-07-25","Jason Headley","iNaturalist","130879500",3892431019,"2022-07-25","Jason Headley","iNaturalist","130879500",3892431019,15,"new 2022","observed","",40631,"MAM"
"Glaucomys sabrinus","Shaw, 1801","","northern flying squirrel","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha","","Sciuridae","Sciurinae","Pteromyini","Glaucomys","sabrinus",,"",,"native","S5","","1895-02-06","Allan Cyril Brooks","MCZ","BANGS-3600",476868503,"2025-03-31","Sean Daniels","iNaturalist","269537475",5134863147,67,"confirmed","observed","",46266,"MAM"
"Gulo gulo luscus","Linnaeus, 1758","","wolverine, luscus","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Mustelidae","Guloninae","","Gulo","gulo",,"luscus",,"native","S3 (2010)","1-SC (2018)","2010-05-12","Collector(s): Keith B. Aubry; Preparator(s): Keith B. Aubry","UWBM","UWBM:Mamm:81885",1702719947,"2025-05-18","gladysleberwurst","iNaturalist","282408354",5215716655,4,"confirmed","observed","",41852,"MAM"
