"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"Corynorhinus townsendii","Cooper, 1837","","Townsend's big-eared bat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Vespertilioninae","Plecotini","Corynorhinus","townsendii",,"",,"native","S3 (2022)","","1908-07-07","Spreadborough, William","CMN","CMNMA 1412",1804063587,"2024-03-21","Anna","iNaturalist","203382718",4600082177,34,"confirmed","observed","",74205,"MAM"
"Dama dama","Linnaeus, 1758","","European fallow deer","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia","","Cervidae","Cervinae","Cervini","Dama","dama",,"",,"exotic","S (2021)","","2007-06-01","jamie_fenneman","iNaturalist","156328568",4096664532,"2024-04-26","brooklyyn","iNaturalist","214381968",4863765986,39,"confirmed","observed","",42161,"MAM"
"Didelphis virginiana","Kerr, 1792","","Virginia opossum","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","","Didelphimorphia","","","Didelphidae","Didelphinae","Didelphini","Didelphis","virginiana",,"",,"exotic","S (2020)","","1946-12-29","Charles J. Guiguet","BBM","M002142",1291997451,"2024-06-01","John D Reynolds","iNaturalist","220413708",4875166107,29,"confirmed","observed","",42652,"MAM"
"Eptesicus fuscus","Beauvois, 1796","","big brown bat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Vespertilioninae","Eptesicini","Eptesicus","fuscus",,"",,"native","S5","","1910-08-30","Collector(s): Harry S. Swarth","MVZ","MVZ:Mamm:12589",1145694215,"2023-09-15","Maleen Mund","iNaturalist","184764094",4416838014,35,"confirmed","observed","",40509,"MAM"
"Erethizon dorsatum","(Linnaeus, 1758)","","North American porcupine","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Hystricomorpha","Erethizontoidea","Erethizontidae","Erethizontinae","","Erethizon","dorsatum",,"",,"native","S4","","2020-05-29","Yanik Nill","iNaturalist","48047810",2813911656,"2023-08-07","s_egolf","iNaturalist","177286321",4172307545,3,"new 2020","observed","",44026,"MAM"
"Euderma maculatum","J. A. Allen, 1891","","spotted bat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Vespertilioninae","Plecotini","Euderma","maculatum",,"",,"native","S3S4 (2022)","1-SC (2005)","2022-07-25","Jason Headley","iNaturalist","130879500",3892431019,"2022-07-25","Jason Headley","iNaturalist","130879500",3892431019,15,"new 2022","observed","",40631,"MAM"
"Glaucomys sabrinus","Shaw, 1801","","northern flying squirrel","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha","","Sciuridae","Sciurinae","Pteromyini","Glaucomys","sabrinus",,"",,"native","S5","","1895-02-06","Allan Cyril Brooks","MCZ","BANGS-3600",476868503,"2022-11-09","Robyn Worcester","iNaturalist","169016145",4867759157,65,"confirmed","observed","",46266,"MAM"
"Gulo gulo luscus","Linnaeus, 1758","","wolverine, luscus","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Mustelidae","Guloninae","","Gulo","gulo",,"luscus",,"native","S3 (2010)","1-SC (2018)","2010-05-12","Collector(s): Keith B. Aubry; Preparator(s): Keith B. Aubry","UWBM","UWBM:Mamm:81885",1702719947,"2019-04-05","Robyn Worcester","iNaturalist","169016127",4138253122,3,"confirmed","observed","",41852,"MAM"
"Lasionycteris noctivagans","Le Conte, 1831","","silver-haired bat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Vespertilioninae","Eptesicini","Lasionycteris","noctivagans",,"",,"native","S4S5","","1915-08-10","Spreadborough, William","CMN","CMNMA 2501",1804094636,"2024-01-26","hamman","iNaturalist","197658893",4516384486,40,"confirmed","observed","",40629,"MAM"
"Lasiurus cinereus","Palisot de Beauvois, 1796","","hoary bat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Vespertilioninae","Lasiurini","Lasiurus","cinereus",,"",,"native","S4S5","","1927-08-31","A.C. Brooks","BBM","M005391",1292000582,"2023-07-29","Maleen Mund","iNaturalist","176013482",4171825096,11,"confirmed","observed","",40523,"MAM"
"Lepus americanus","Erxleben, 1777","","snowshoe hare","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Lagomorpha","","","Leporidae","","","Lepus","americanus",,"",,"native","S5 (2015)","","1916-07-15","Spreadborough, William","CMN","CMNMA 2674",1804070550,"2024-06-08","Dasha Popova","iNaturalist","221482999",4891722572,122,"confirmed","observed","",43132,"MAM"
"Lepus americanus washingtonii","Erxleben, 1777","Baird, 1855","Washington snowshoe hare","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Lagomorpha","","","Leporidae","","","Lepus","americanus",,"washingtonii",,"native","S1 (2011)","","1894-12-13","Allan Cyril Brooks","MCZ","BANGS-2435",476815461,"2023-07-02","utta gagel","iNaturalist","177461526",4176993741,66,"confirmed","observed","",236660,"MAM"
"Lontra canadensis","Schreber, 1777","","North American river otter","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Mustelidae","Lutrinae","","Lontra","canadensis",,"",,"native","S5 (2015)","","1910-04-01","","MVZ","MVZ:Mamm:12475",1145692876,"1939-07-10","Collector(s): Walter W. Dalquest","MVZ","MVZ:Mamm:135006",1145704320,2,"reported","unobserved","",41777,"MAM"
"Lynx canadensis","Kerr, 1792","","Canada lynx","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Felidae","Felinae","","Lynx","canadensis",,"",,"native","S5 (2015)","","1898-01-15","E. D. Brooks","MCZ","BANGS-9059",476857247,"1898-01-15","E. D. Brooks","MCZ","BANGS-9059",476857247,1,"reported","unobserved","",41974,"MAM"
"Lynx rufus","Schreber, 1777","","western bobcat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Felidae","Felinae","","Lynx","rufus",,"",,"native","S5 (2015)","","1932-01-09","J. Bailiff","BBM","M005960",1292001191,"2024-05-09","lygodactylus","iNaturalist","217330052",4868171695,97,"confirmed","observed","",41976,"MAM"
"Marmota caligata","Eschscholtz, 1829","","hoary marmot","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha","","Sciuridae","Xerinae","Marmotini","Marmota","caligata",,"",,"native","S5","","1895-08-03","Allan Cyril Brooks","MCZ","BANGS-6841",476848783,"2023-09-25","lauracwf","iNaturalist","184890993",4417136994,243,"confirmed","observed","",46087,"MAM"
"Marmota flaviventris","Audubon and Bachman, 1841","","yellow-bellied marmot","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha","","Sciuridae","Xerinae","Marmotini","Marmota","flaviventris",,"",,"native","S5? (2015)","","2006-08-04","Jef Taylor","iNaturalist","47287723",2634381508,"2024-06-09","Jonathan Campbell","iNaturalist","221747553",4891774343,112,"confirmed","observed","",46086,"MAM"
"Marmota monax","Linnaeus, 1758","","groundhog","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha","","Sciuridae","Xerinae","Marmotini","Marmota","monax",,"",,"native","S5 (2015)","","1938-09-30","Kenneth Racey","BBM","M005843",1292001071,"1938-09-30","Kenneth Racey","BBM","M005843",1292001071,1,"reported","unobserved","",46095,"MAM"
"Marmota vancouverensis","Swarth, 1911","","Vancouver Island marmot","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha","","Sciuridae","Xerinae","Marmotini","Marmota","vancouverensis",,"",,"native","S1 (2015)","1-E (2003)","1910-07-07","","MVZ","MVZ:Mamm:12093",1145688682,"2024-05-16","Jasmine Janes","iNaturalist","218702238",4875037371,19,"confirmed","observed","",46091,"MAM"
"Martes caurina","(Merriam, 1890)","","Pacific marten","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Mustelidae","Guloninae","","Martes","caurina",,"",,"native","S5?","","1896-03-17","Allan Cyril Brooks","MCZ","BANGS-5540",476869365,"2024-05-15","fredadouglas","iNaturalist","216036506",4867925121,117,"confirmed","observed","",453111,"MAM"
"Mephitis mephitis","Schreber, 1776","","striped skunk","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Mephitidae","Mephitinae","","Mephitis","mephitis",,"",,"native","S5 (2015)","","1895-09-04","Allan Cyril Brooks","MCZ","BANGS-3700",476863908,"2024-06-06","Guerric Haché","iNaturalist","220865391",4891703108,177,"confirmed","observed","Includes Mephitis mephitis spissigrada (Puget Sound striped skunk)",41880,"MAM"
"Microtus drummondii","(Audubon & Bachman, 1854)","","western meadow vole","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha","Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","drummondii",,"",,"native","S5 (2015)","","1895-08-05","","RBINS-Scientific Heritage","6010",3025977687,"2023-12-02","Harry Hill","iNaturalist","192887099",4512027940,18,"confirmed","observed","",1431621,"MAM"
"Microtus longicaudus","Merriam, 1888","","long-tailed vole","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha","Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","longicaudus",,"",,"native","S5 (2015)","","1916-06-26","Spreadborough, William","CMN","CMNMA 2655",1804069078,"1971-08-15","Collector(s): K. R. Trefz; Preparator(s): K. R. Trefz","UWBM","UWBM:Mamm:47871",1702685750,77,"reported","unobserved","",44307,"MAM"
"Microtus montanus","Peale, 1848","","montane vole","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha","Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","montanus",,"",,"native","S5 (2015)","",,,,,,,,,,,1,"reported","unobserved","",44315,"MAM"
"Microtus oregoni","Bachman, 1839","","creeping vole","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha","Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","oregoni",,"",,"native","S4?","","1895-05-01","Allan Cyril Brooks","MCZ","BANGS-3620",476860499,"1980-03-02","Collector(s): Ernest S. Booth; Preparator(s): Ernest S. Booth","UWBM","UWBM:Mamm:64121",1702702041,90,"reported","unobserved","",44318,"MAM"
"Microtus richardsoni","DeKay, 1842","","water vole","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha","Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","richardsoni",,"",,"native","S4S5 (2015)","","1895-08-14","Allan Cyril Brooks","MCZ","BANGS-3598",476862905,"1959-05-15","Kenneth Racey","YPM","YPM MAM 001900",1039522719,33,"reported","unobserved","",44323,"MAM"
"Microtus townsendii","Bachman, 1839","","Townsend's vole","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha","Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","townsendii",,"",,"native","S5?","","1896-02-27","Allan Cyril Brooks","MCZ","BANGS-3668",476845806,"2023-10-21","Thompson Hyggen","iNaturalist","188410884",4430753583,551,"confirmed","observed","",44298,"MAM"
"Mus musculus","Linnaeus, 1758","","house mouse","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha","Muroidea","Muridae","Murinae","Murini","Mus","musculus",,"",,"exotic","S (2020)","","1920-08-23","","UWBM","UWBM:Mamm:18805",1702667058,"2024-04-28","Timothy Loh","iNaturalist","210981518",4852629528,89,"confirmed","observed","",44705,"MAM"
"Mustela erminea","Linnaeus, 1758","","stoat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Mustelidae","Mustelinae","","Mustela","erminea",,"",,"native","S5 (2015)","","1916-08-17","Spreadborough, William","CMN","CMNMA 2724",1804059225,"2014-06-09","Dolph  Schluter","BBM","M019726",4532805001,24,"confirmed","unobserved","",41808,"MAM"
"Mustela richardsonii","Bonaparte, 1838","","American stoat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Mustelidae","Mustelinae","","Mustela","richardsonii",,"",,"native","S5 (2015)","","1895-02-01","Allan Cyril Brooks","MCZ","BANGS-3552",476836295,"2023-10-07","Moi CA","iNaturalist","186569289",4424341633,87,"confirmed","observed","Includes Mustela richardsonii anguinae, the only subspecies recognized in BC (endemic to Vancouver Island), as well as numerous other reported subspecies (requires review)",1264427,"MAM"
"Myocastor coypus","Molina, 1782","","coypu","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Hystricomorpha","Octodontoidea","Echimyidae","Echimyinae","Myocastorini","Myocastor","coypus",,"",,"unlisted","unlisted","","1951-04-18","Ian McTaggart Cowan","BBM","M006717",1292002014,"2007-12-31","",,"255016",1897266267,11,"confirmed","unobserved","",43997,"MAM"
"Myotis californicus","Audubon and Bachman, 1842","","California myotis","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Myotinae","","Myotis","californicus",,"",,"native","S4S5","","1889-04-19","Macoun, John","CMN","CMNMA 152",1804090427,"2022-07-29","Jason Headley","iNaturalist","132774499",3903127006,32,"confirmed","observed","",40342,"MAM"
"Myotis evotis","H. Allen, 1864","","Miller's myotis","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Myotinae","","Myotis","evotis",,"",,"native","S5? (2015)","","1936-06-26","Laing, Hamilton M.","CMN","CMNMA 14151",1804084476,"2023-07-30","Maleen Mund","iNaturalist","176013260",4171857849,18,"confirmed","observed","",40354,"MAM"
"Myotis keenii","Merriam, 1895","","Keen's myotis","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Myotinae","","Myotis","keenii",,"",,"native","S4?","","1941-09-14","Kenneth Racey","BBM","M005485",1292000762,"1954-06-19","B. and I. Creso","PSM","Mammal-05792",812642175,4,"reported","unobserved","",40345,"MAM"
"Myotis lucifugus","Le Conte, 1831","","little brown bat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Myotinae","","Myotis","lucifugus",,"",,"native","S4","","1916-08-30","Spreadborough, William","CMN","CMNMA 2741",1804081278,"2023-09-16","louskinner","iNaturalist","184891213",4430520368,88,"confirmed","observed","",40346,"MAM"
"Myotis thysanodes","Miller, 1897","","fringed myotis","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Myotinae","","Myotis","thysanodes",,"",,"native","S2S3 (2022)","","2022-07-26","Jason Headley","iNaturalist","132671608",3902369743,"2022-07-26","Jason Headley","iNaturalist","132671608",3902369743,1,"new 2022","observed","",40347,"MAM"
"Myotis volans","H. Allen, 1866","","long-legged myotis","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Myotinae","","Myotis","volans",,"",,"native","S4S5","","1910-08-31","Collector(s): Harry S. Swarth","MVZ","MVZ:Mamm:12588",1145694155,"1975-08-26","Collector(s): Ernest S. Booth; Preparator(s): Ernest S. Booth","UWBM","UWBM:Mamm:62651",1702700639,6,"reported","unobserved","",40344,"MAM"
"Myotis yumanensis","H. Allen, 1864","","yuma myotis","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera","Vespertilionoidea","Vespertilionidae","Myotinae","","Myotis","yumanensis",,"",,"native","S5","","1911-06-12","Spreadborough, William","CMN","CMNMA 1594",1804046037,"2023-08-21","Robyn Worcester","iNaturalist","179625719",4413366856,75,"confirmed","observed","",40325,"MAM"
"Neogale frenata","(Lichtenstein, 1831)","","long-tailed weasel ","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Mustelidae","Mustelinae","","Neogale","frenata",,"",,"native","S5 (2015)","","1916-07-18","Spreadborough, William","CMN","CMNMA 2676",1804066296,"2018-08-21","Brian Starzomski","iNaturalist","15829956",2573788982,12,"confirmed","observed","",1264431,"MAM"
"Neogale frenata altifrontalis","(Lichtenstein, 1831)","(Hall, 1936)","Washington long-tailed weasel ","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Mustelidae","Mustelinae","","Neogale","frenata",,"altifrontalis",,"native","SH (2011)","","1937-03-27","J. Bailiff","BBM","M004860",1292000085,"1949-01-08","J. Bailiff","BBM","M004861",1292000095,3,"reported","unobserved","",1265170,"MAM"
"Neogale vison","(Schreber, 1777)","","American mink","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Carnivora","","","Mustelidae","Mustelinae","","Neogale","vison",,"",,"native","S5 (2015)","","1895-07-19","Allan Cyril Brooks","MCZ","BANGS-3556",476808156,"2024-06-01","Brian Starzomski","iNaturalist","220113979",4875575574,397,"confirmed","observed","",1264432,"MAM"
"Neotamias amoenus","(J.A. Allen, 1890)","","yellow-pine chipmunk","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha","","Sciuridae","Xerinae","Tamiini","Neotamias","amoenus",,"",,"native","S5 (2015)","","1889-04-26","Macoun, John","CMN","CMNMA 143",1804044487,"2024-06-07","olliegrey","iNaturalist","221182597",4892013204,251,"confirmed","observed","",225740,"MAM"
"Neotamias minimus","(Bachman, 1839)","","least chipmunk","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha","","Sciuridae","Xerinae","Tamiini","Neotamias","minimus",,"",,"native","S5 (2015)","","2017-09-20","-1808281331","naturgucker","478303629",2330634366,"2021-09-16","hanbanan1996","iNaturalist","195877107",4510401385,2,"new 2017","observed","",225743,"MAM"
"Neotamias townsendii","(Bachman, 1839)","","Townsend's chipmunk","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha","","Sciuridae","Xerinae","Tamiini","Neotamias","townsendii",,"",,"native","S4S5","","1906-04-28","Spreadborough, William","CMN","CMNMA 1228",1804047880,"2024-04-10","Kate Turner","iNaturalist","206628426",4846818980,131,"confirmed","observed","",225756,"MAM"
"Neotoma cinerea","Ord, 1815","","bushy-tailed woodrat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha","Muroidea","Cricetidae","Neotominae","Neotomini","Neotoma","cinerea",,"",,"native","S5 (2015)","","1895-10-01","Allan Cyril Brooks","MCZ","BANGS-3639",476828094,"2023-09-07","flaviomelo","iNaturalist","182284880",4465408107,44,"confirmed","observed","",44761,"MAM"
"Neurotrichus gibbsii","Baird, 1858","","American shrew mole","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota","","Talpidae","Talpinae","Neurotrichini","Neurotrichus","gibbsii",,"",,"native","S4","","1895-05-03","Allan Cyril Brooks","MCZ","BANGS-3559",476826709,"2024-04-21","Pam Borso","iNaturalist","208533556",4875276606,134,"confirmed","observed","",47051,"MAM"
"Ochotona princeps","Richardson, 1828","","American pika","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Lagomorpha","","","Ochotonidae","","","Ochotona","princeps",,"",,"native","S4S5 (2015)","","1895-08-15","Allan Cyril Brooks","MCZ","BANGS-3601",476855157,"2023-10-27","pkachurak","iNaturalist","189240322",4510006249,212,"confirmed","observed","",43188,"MAM"
"Odocoileus hemionus columbianus","Rafinesque, 1817","(Richardson, 1829)","Columbian black-tailed deer","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia","","Cervidae","Capreolinae","Odocoileini","Odocoileus","hemionus",,"columbianus",,"native","S5 (2015)","","1895-06-07","Allan Cyril Brooks","MCZ","BANGS-6806",476852441,"2024-06-10","BC Cartographer","iNaturalist","221835871",4892255132,4086,"confirmed","observed","",42221,"MAM"
"Odocoileus virginianus","Zimmermann, 1780","","white-tailed deer","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia","","Cervidae","Capreolinae","Odocoileini","Odocoileus","virginianus",,"",,"native","S5","","2017-06-18","User 42531",,"OBS.140606917",2843982453,"2019-07-27","User 50761",,"OBS.177046208",2834090834,5,"new 2017","unobserved","",42223,"MAM"
"Ondatra zibethicus","Linnaeus, 1766","","common muskrat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha","Muroidea","Cricetidae","Arvicolinae","Ondatrini","Ondatra","zibethicus",,"",,"native","S5","","1895-03-18","Allan Cyril Brooks","MCZ","BANGS-6832",476870030,"2024-06-03","Rod McLatchy","iNaturalist","220399218",4875500648,313,"confirmed","observed","",45763,"MAM"
"Oreamnos americanus","de Blainville, 1816","","mountain goat","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia","","Bovidae","Antilopinae","Caprini","Oreamnos","americanus",,"",,"native","S3 (2015)","","2005-08-17","User 44897",,"OBS.70764884",2840191003,"2024-03-19","Taylor Justason","iNaturalist","203312392",4600035042,45,"confirmed","observed","",42414,"MAM"
"Oryctolagus cuniculus","Linnaeus, 1758","","European rabbit","Animalia","Chordata","Vertebrata",,"Mammalia","Theria","Euarchontoglires","Lagomorpha","","","Leporidae","","","Oryctolagus","cuniculus",,"",,"exotic","S (2020)","","1941-07-01","Collector(s): Joseph T. Marshall Jr.","MVZ","MVZ:Mamm:99424",1145896779,"2024-06-04","kairune","iNaturalist","220727430",4891629587,877,"confirmed","observed","",43151,"MAM"
