"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode","verbatimScientificName","assignedNameForReview","originalScientificName","taxonRank_review","firstReported_review","recordedBy_review","source_review","gbifID_review","Join_Count","TARGET_FID","taxonID","Latitude","Longitude","order_","Source","Join_Count_1","TARGET_FID_1","CPCAD_ID","TEIS_ID","Source_Ref","TA_LandCov","BEC_Label","BEC_SS1","BEC_MC1","SS1_Dec","SS1_StrSta","SS1_Elemen","SS1_Scient","SS1_Englis","SS1_CDC_Re","SS1_Provin","SS1_BCList","SS1_Global","BEC_SS2","BEC_MC2","SS2_Dec","SS2_StrSta","SS2_Elemen","SS2_Scient","SS2_Englis","SS2_CDC_Re","SS2_Provin","SS2_BCList","SS2_Global","BEC_SS3","BEC_MC3","SS3_Dec","SS3_StrSta","SS3_Elemen","SS3_Scient","SS3_Englis","SS3_CDC_Re","SS3_Provin","SS3_BCList","SS3_GLobal","SS1_ProvRa","SS2_ProvRa","SS3_ProvRa","IUCN_CAT","IPCA","IUCN_Categ","Shape_Leng","record_taxonID","assigned_name","verbatim_name","rank_for_review","eventDate_review","gbifID_sort","records_scientificName","match_taxonID"
"Lathyrus nevadensis","S. Watson","","Sierra Nevada peavine","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","Fabaceae","Faboideae","","Lathyrus","Lathyrus nevadensis","","","","","","","6/1/1913","","","","","","","","","","","confirmed","","UBC: Gambier Island","77640","","Lathyrus nevadensis","Lathyrus nevadensis","Lathyrus nevadensis","","6/1/1913","W. Taylor","AndrewSimon_June_2025","","1","109744","77640","49.483332999068502","-123.383332999999993","Fabales","AndrewSimon_June_2025","1","30872","0","0","https://islandstrust.bc.ca/programs/ecosystem-inventories/","","","CWHxm1/04","CWHxm1/DF","6","5","C1A9CPMPM1","Pseudotsuga menziesii - Polystichum munitum","Fd - Sword fern","https://a100.gov.bc.ca/pub/eswp/reports.do?elcode=C1A9CPMPM1","S2 (Apr 2019)","Red","G2G4","CWHxm1/01","CWHxm1/HK","4","5","C1A9CTHKO1","Tsuga heterophylla - Pseudotsuga menziesii / Kindbergia oregana","western hemlock - Douglas-fir / Oregon beaked-moss","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CTHKO1","S2 (2013)","Red","G3G4","","","0","0","","","","","","","","8.000000000000000","8.000000000000000","0.000000000000000","9","0","OECMs (Natural Areas, Municipal Parks,Nature Reserve, Old Growth Management Area)","2984.775542630000018","77640","Lathyrus nevadensis","Lathyrus nevadensis","","6/1/1913","","Lathyrus nevadensis","77640"
"Lathyrus palustris","L.","","marsh pea","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","Fabaceae","Faboideae","","Lathyrus","Lathyrus palustris","","","","","","","8/12/2004","","","","","","","","","","","confirmed","","","77642","","Lathyrus palustris","Lathyrus palustris","Lathyrus palustris","","8/12/2004","Nick Page","AndrewSimon_June_2025","","1","102086","77642","49.693617000000003","-123.164833000000002","Fabales","AndrewSimon_June_2025","1","30882","1146","0","","","","CWHdm/BE","CWHdm/BE","6","","","Coastal Western Hemlock, Drier Maritime subzone","Beach","","","","","CWHdm/Ed02","CWHdm/Ed02","3","2b","CEBC003028","Deschampsia cespitosa ssp. beringensis - Hordeum brachyantherum","tufted hairgrass - meadow barley","https://a100.gov.bc.ca/pub/eswp/reports.do?elcode=CEBC003028","S2 (May 2013)","Red","G3","CWHdm/08","CWHdm/SS","1","3b","C1B2CPBRS1","Picea sitchensis / Rubus spectabilis Dry","Sitka spruce / salmonberry Dry","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1B2CPBRS1","S1S2 (2010)","Red","G1G2","0.000000000000000","8.000000000000000","7.000000000000000","5","0","IV: Habitat/Species Management Area","1235.384774139999990","77642","Lathyrus palustris","Lathyrus palustris","","8/12/2004","","Lathyrus palustris","77642"
"Lepidium campestre","(L.) W.T. Aiton","","field peppergrass","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","Brassicaceae","","","Lepidium","Lepidium campestre","","","","","","","6/24/2018","","","","","","","","","","","new 2018","","","77663","","Lepidium campestre","Lepidium campestre","Lepidium campestre","","6/24/2018","Colin Barrows","AndrewSimon_June_2025","","","","77663","49.404696999999999","-123.210762000000003","Brassicales","AndrewSimon_June_2025","0","30943","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77663","Lepidium campestre","Lepidium campestre","","6/24/2018","","Lepidium campestre","77663"
"Lepidium heterophyllum","Benth.","","Smith's cress","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","Brassicaceae","","","Lepidium","Lepidium heterophyllum","","","","","","","8/11/2019","","","","","","","","","","","new 2019","","","77669","","Lepidium heterophyllum","Lepidium heterophyllum","Lepidium heterophyllum","","8/11/2019","Ben Keen","AndrewSimon_June_2025","","0","109323","77669","49.404327000000002","-123.452755999999994","Brassicales","AndrewSimon_June_2025","1","30966","0","0","https://islandstrust.bc.ca/programs/ecosystem-inventories/","","","CWHxm1/05","CWHxm1/RS","10","5","C1A9CTPTT2","Thuja plicata / Polystichum munitum Very Dry Maritime","western redcedar / sword fern Very Dry Maritime","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CTPTT2","S1S2 (2021)","Red","GNR","","","0","0","","","","","","","","","","0","0","","","","","","","","7.000000000000000","0.000000000000000","0.000000000000000","0","0","","1140.534821620000002","77669","Lepidium heterophyllum","Lepidium heterophyllum","","8/11/2019","","Lepidium heterophyllum","77669"
"Fragaria _ ananassa ssp. cuneifolia","(Nutt. ex Howell) Staudt","","hybrid Pacific Northwest strawberry","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","Rosaceae","Rosoideae","","Fragaria","Fragaria","Fragaria _ ananassa","cuneifolia","","","","","7/24/1949","","","","","","","","","","","confirmed","","","777063","","Fragaria _ ananassa ssp. cuneifolia","Fragaria _ ananassa ssp. cuneifolia","Fragaria _ ananassa ssp. cuneifolia","","7/24/1949","Vladimir J. Krajina","GBIF_Feb2_2026","","","","777063","49.295980000000000","-122.688545000000005","Rosales","GBIF_Feb2_2026","0","280553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777063","Fragaria _ ananassa ssp. cuneifolia","Fragaria _ ananassa ssp. cuneifolia","","7/24/1949","","Fragaria _ ananassa ssp. cuneifolia","777063"
"Leucanthemum maximum","(Ramond) DC.","","Shasta daisy","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","Asteraceae","Asteroideae","","Leucanthemum","Leucanthemum maximum","","","","","","","7/15/2019","","","","","","","","","","","new 2019","","","77719","","Leucanthemum maximum","Leucanthemum maximum","Leucanthemum maximum","","7/15/2019","thekatpiper","AndrewSimon_June_2025","","","","77719","49.397117000000001","-123.204268999999996","Asterales","AndrewSimon_June_2025","0","31109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77719","Leucanthemum maximum","Leucanthemum maximum","","7/15/2019","","Leucanthemum maximum","77719"
"Erythranthe lewisii","(Pursh) G.L. Nesom & N.S. Fraga","","lewis' monkeyflower","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","Phrymaceae","","","Erythranthe","Erythranthe lewisii","","","","","","","8/8/1913","","","","","","","","","","","confirmed","","","777190","","Erythranthe lewisii","Erythranthe lewisii","Erythranthe lewisii","","8/8/1913","W.R. Thorburn","AndrewSimon_June_2025","","","","777190","49.936943999070998","-123.025555999999995","Lamiales","AndrewSimon_June_2025","0","21443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777190","Erythranthe lewisii","Erythranthe lewisii","","8/8/1913","","Erythranthe lewisii","777190"
"Lilaeopsis occidentalis","J.M. Coult. & Rose","","western grasswort","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","Apiaceae","Apioideae","","Lilaeopsis","Lilaeopsis occidentalis","","","","","","","1/1/1980","","","","","","","","","","","confirmed","","","77742","","Lilaeopsis occidentalis","Lilaeopsis occidentalis","Lilaeopsis occidentalis","","1/1/1980","L. Jones","AndrewSimon_June_2025","","","","77742","49.683332999999998","-123.166667000000004","Apiales","AndrewSimon_June_2025","0","31305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77742","Lilaeopsis occidentalis","Lilaeopsis occidentalis","","1/1/1980","","Lilaeopsis occidentalis","77742"
"Lilium columbianum","Leichtlin","","columbia lily","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","Liliaceae","Lilioideae","","Lilium","Lilium columbianum","","","","","","","8/1/1913","","","","","","","","","","","confirmed","","","77744","","Lilium columbianum","Lilium columbianum","Lilium columbianum","","8/1/1913","John Davidson","AndrewSimon_June_2025","","","","77744","49.350000000000001","-123.250000000000000","Liliales","AndrewSimon_June_2025","0","31317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77744","Lilium columbianum","Lilium columbianum","","8/1/1913","","Lilium columbianum","77744"
"Linaria purpurea","(L.) Mill.","","purple toadflax","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","Plantaginaceae","","","Linaria","Linaria purpurea","","","","","","","8/26/2017","","","","","","","","","","","new 2017","","","77778","","Linaria purpurea","Linaria purpurea","Linaria purpurea","","8/26/2017","rainwalker","AndrewSimon_June_2025","","0","112268","77778","49.398203000000002","-123.360298999999998","Lamiales","AndrewSimon_June_2025","1","31591","0","0","https://islandstrust.bc.ca/programs/ecosystem-inventories/","","","CWHxm1/01","CWHxm1/HK","10","6","C1A9CTHKO1","Tsuga heterophylla - Pseudotsuga menziesii / Kindbergia oregana","western hemlock - Douglas-fir / Oregon beaked-moss","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CTHKO1","S2 (2013)","Red","G3G4","","","0","0","","","","","","","","","","0","5","","","","","","","","8.000000000000000","0.000000000000000","0.000000000000000","0","0","","1938.246202690000018","77778","Linaria purpurea","Linaria purpurea","","8/26/2017","","Linaria purpurea","77778"
"Lomatium nudicaule","(Nutt.) J.M.Coult. & Rose","","barestem desert-parsley","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","Apiaceae","Apioideae","Selineae","Lomatium","Lomatium nudicaule","","","","","","","5/15/2024","","","","","","","","","","","new 2024","","","77818","","Lomatium nudicaule","Lomatium nudicaule","Lomatium nudicaule","","5/15/2024","lfinch","AndrewSimon_June_2025","","0","112410","77818","49.417191480000000","-123.310821989999994","Apiales","AndrewSimon_June_2025","1","31943","0","0","https://islandstrust.bc.ca/programs/ecosystem-inventories/","","","CWHxm1/01","CWHxm1/HK","10","5","C1A9CTHKO1","Tsuga heterophylla - Pseudotsuga menziesii / Kindbergia oregana","western hemlock - Douglas-fir / Oregon beaked-moss","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CTHKO1","S2 (2013)","Red","G3G4","","","0","0","","","","","","","","","","0","1","","","","","","","","8.000000000000000","0.000000000000000","0.000000000000000","0","0","","1164.999874580000096","77818","Lomatium nudicaule","Lomatium nudicaule","","5/15/2024","","Lomatium nudicaule","77818"
"Lonicera ciliosa","(Pursh) Poir. ex DC.","","orange honeysuckle","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Dipsacales","","","Caprifoliaceae","Caprifolioideae","","Lonicera","Lonicera ciliosa","","","","","","","5/25/1961","","","","","","","","","","","confirmed","","","77832","","Lonicera ciliosa","Lonicera ciliosa","Lonicera ciliosa","","5/25/1961","Katherine I. Beamish, Freek Vrugtman, C. Campbell","AndrewSimon_June_2025","","0","99608","77832","49.833333000000003","-123.166667000000004","Dipsacales","AndrewSimon_June_2025","1","31944","0","23254680","https://catalogue.data.gov.bc.ca/dataset/4e71fd99-09a0-4573-aecd-b8030b48f0b7","","CWHdm","CWHdm/05","CWHdm/RS","8","6","C1A9CTPTT1","Thuja plicata / Polystichum munitum Dry Maritime subzone","western redcedar / sword fern Dry Maritime","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CTPTT1","S2? (2016)","Red","G2G3","CWHdm/04","CWHdm/DF","2","6","C1A9CPMPM1","Pseudotsuga menziesii / Polystichum munitum","Douglas-fir / sword fern","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CPMPM1","S2 (2019)","Red","G2G4","","","0","6","","","","","","","","8.000000000000000","8.000000000000000","0.000000000000000","0","0","","2523.134266930000194","77832","Lonicera ciliosa","Lonicera ciliosa","","5/25/1961","","Lonicera ciliosa","77832"
"Luetkea pectinata","(Pursh) Kuntze.","","partridgefoot","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","Rosaceae","Amygdaloideae","","Luetkea","Luetkea pectinata","","","","","","","8/3/1913","","","","","","","","","","","confirmed","","","77842","","Luetkea pectinata","Luetkea pectinata","Luetkea pectinata","","8/3/1913","F. Perry","AndrewSimon_June_2025","","","","77842","49.954166999071099","-123.014167000000000","Rosales","AndrewSimon_June_2025","0","32612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77842","Luetkea pectinata","Luetkea pectinata","","8/3/1913","","Luetkea pectinata","77842"
"Lupinus littoralis","Dougl.","","seashore lupine","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","Fabaceae","Faboideae","","Lupinus","Lupinus littoralis","","","","","","","5/18/1997","","","","","","","","","","","confirmed","","","77872","","Lupinus littoralis","Lupinus littoralis","Lupinus littoralis","","5/18/1997","Gerald B. Straley","AndrewSimon_June_2025","","0","102248","77872","49.750000000000000","-123.133332999999993","Fabales","AndrewSimon_June_2025","1","33185","1332","0","","","","CWHdm/Ws00","CWHdm/Ws00","5","3b","","Coastal Western Hemlock, Drier Maritime subzone","Swap-unclassified","","","","","CWHdm/Ws53","CWHdm/Ws53","5","6","CEBC003110","Thuja plicata / Polystichum munitum - Lysichiton americanus","western redcedar / sword fern - skunk cabbage","https://a100.gov.bc.ca/pub/eswp/reports.do?elcode=CEBC003110","S3? (Apr 2012)","BLue","GNR","","","0","","","","","","","","","0.000000000000000","5.000000000000000","0.000000000000000","0","0","","723.628492419000054","77872","Lupinus littoralis","Lupinus littoralis","","5/18/1997","","Lupinus littoralis","77872"
"Luzula piperi","(Coville) M.E.Jones","","Piper's wood-rush","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Juncaceae","","","Luzula","Luzula piperi","","","","","","","3/8/1913","","","","","","","","","","","confirmed","","","77898","","Luzula piperi","Luzula piperi","Luzula piperi","","3/8/1913","A. E. Baggs","AndrewSimon_June_2025","","","","77898","49.933332999070998","-123.016666999999998","Poales","AndrewSimon_June_2025","0","33449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77898","Luzula piperi","Luzula piperi","","3/8/1913","","Luzula piperi","77898"
"Luzula spicata","(L.( DeConte","","spiked wood-rush","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Juncaceae","","","Luzula","Luzula spicata","","","","","","","8/11/1912","","","","","","","","","","","reported","","","77899","","Luzula spicata","Luzula spicata","Luzula spicata","","8/11/1912","John Davidson","AndrewSimon_June_2025","","","","77899","49.954166999071099","-123.014167000000000","Poales","AndrewSimon_June_2025","0","33454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77899","Luzula spicata","Luzula spicata","","8/11/1912","","Luzula spicata","77899"
"Luzula subsessilis","(S. Watson) Buchenau","","Pacific woodrush","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Juncaceae","","","Luzula","Luzula subsessilis","","","","","","","7/1/2020","","","","","","","","","","","new 2020","","","77901","","Luzula subsessilis","Luzula subsessilis","Luzula subsessilis","","7/1/2020","LGL Limited, Environmental Research Associates, Sidney, BC","AndrewSimon_June_2025","","","","77901","","","Poales","AndrewSimon_June_2025","0","33456","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77901","Luzula subsessilis","Luzula subsessilis","","7/1/2020","","Luzula subsessilis","77901"
"Lycopodiella inundata","(L.) Holub","","inundated bog clubmoss","Plantae","Tracheophyta","","","Lycopodiopsida","","","Lycopodiales","","","Lycopodiaceae","Lycopodielloideae","","Lycopodiella","Lycopodiella inundata","","","","","","","8/7/1973","","","","","","","","","","","confirmed","","","77913","","Lycopodiella inundata","Lycopodiella inundata","Lycopodiella inundata","","8/7/1973","Thomas M.C. Taylor","AndrewSimon_June_2025","","0","98245","77913","49.799999999999997","-123.099999999999994","Lycopodiales","AndrewSimon_June_2025","1","33460","0","23254951","https://catalogue.data.gov.bc.ca/dataset/4e71fd99-09a0-4573-aecd-b8030b48f0b7","","CWHdm","CWHdm/01","CWHdm/HM","8","5","C1A9CTHPU1","Tsuga heterophylla / Buckiella undulata","western hemlock / flat-moss","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CTHPU1","S3 (2016)","Blue","G3G4","CWHdm/07","CWHdm/RF","2","5","C1A9CTPAF1","Thuja plicata / Tiarella trifoliata Dry Maritime subzone","western redcedar / three-leaved foamflower Dry Maritime","https://a100.gov.bc.ca//pub/eswp/reports.do?elcode=C1A9CTPAF1","S2S3 (2018)","Blue","G3","","","0","5","","","","","","","","5.000000000000000","6.000000000000000","0.000000000000000","0","0","","4280.199565029999576","77913","Lycopodiella inundata","Lycopodiella inundata","","8/7/1973","","Lycopodiella inundata","77913"
