scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,provincial_status,provincial_status_norm,bc_list,residencyStatus,national_status,national_status_clean,national_status_norm,national_status_check
Cryptopleura ruprechtiana,(J.Agardh) Kylin,Grape Tongue,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,Phycodryoideae,Cryptopleureae,Cryptopleura,ruprechtiana,,,,accepted,327014,Cryptopleura ruprechtiana,Cryptopleura ruprechtiana,not in CDC records,NA,NA,NA,,,NA,FALSE
Cryptopleura sp.,J. Agardh,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,Phycodryoideae,Cryptopleureae,Cryptopleura,,,,,accepted,243907,Cryptopleura,Cryptopleura,,NA,NA,NA,,,NA,FALSE
Delesseria decipiens,J.Agardh,winged rib,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,Delesserioideae,Delesserieae,Cumathamnion,decipiens,,,,unaccepted,496909,Cumathamnion decipiens,Cumathamnion decipiens,not in CDC records,NA,NA,NA,,,NA,FALSE
Desmarestia ligulata,(Stackhouse) J.V. Lamouroux,flattened acid kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia,ligulata,,,,accepted,328357,Desmarestia ligulata,Desmarestia ligulata,not in CDC records,NA,NA,NA,,,NA,FALSE
Desmarestia viridis,(O.F. Müller) J.V. Lamouroux,stringy acid kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia,viridis,,,,accepted,182892,Desmarestia viridis,Desmarestia viridis,not in CDC records,NA,NA,NA,,,NA,FALSE
Gloiocladia laciniata,J.Agardh,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Rhodymeniales,,,,Faucheaceae,,,Gloiocladia,laciniata,,,,accepted,429862,Gloiocladia laciniata,Gloiocladia laciniata,not in CDC records,NA,NA,NA,,,NA,FALSE
Gracilaria / Gracilariopsis sp.,Greville/E.Y. Dawson,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gracilariales,,,,Gracilariaceae,,,Gracilaria,,,,,accepted,67679,Gracilaria,Gracilaria,not in CDC records,NA,NA,NA,,,NA,FALSE
Mazzaella oregona,"(Doty) Hughey, P.C.Silva & Hommersand",,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Gigartinaceae,,,Mazzaella,oregona,,,,accepted,362211,Mazzaella oregona,Mazzaella oregona,not in CDC records,NA,NA,NA,,,NA,FALSE
Microcladia borealis,Ruprecht,coarse sea lace,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,Ceramioideae,Ceramieae,Herpochondria,borealis,,,,unaccepted,1557586,Herpochondria borealis,Herpochondria borealis,not in CDC records,NA,NA,NA,,,NA,FALSE
Neoagarum fimbriatum,(Harvey) H.Kawai & T.Hanyuda,,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Agaraceae,,,Neoagarum,fimbriatum,,,,accepted,895193,Neoagarum fimbriatum,Neoagarum fimbriatum,not in CDC records,NA,NA,NA,,,NA,FALSE
Odonthalia floccosa,(Esper) Falkenberg,sea brush,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Rhodomelaceae,,Rhodomeleae,Odonthalia,floccosa,,,,accepted,322180,Odonthalia floccosa,Odonthalia floccosa,not in CDC records,NA,NA,NA,,,NA,FALSE
Opuntiella californica,(Farlow) Kylin,Red opuntia,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Furcellariaceae,,,Opuntiella,californica,,,,accepted,349218,Opuntiella californica,Opuntiella californica,,NA,NA,NA,,,NA,FALSE
Porphyra nereocystis,C.Agardh,Bull Kelp Nori,Plantae,Rhodophyta,Eurhodophytina,,Bangiophyceae,,,Bangiales,,,,Bangiaceae,,,Pyropia,nereocystis,,,,unaccepted,542165,Pyropia nereocystis,Pyropia nereocystis,not in CDC records,NA,NA,NA,,,NA,FALSE
Rhodochorton purpureum,(Lightfoot) Rosenvinge,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Nemaliophycidae,,Acrochaetiales,,,,Rhodochortonaceae,,,Rhodochorton,purpureum,,,,accepted,345105,Rhodochorton purpureum,Rhodochorton purpureum,not in CDC records,NA,NA,NA,,,NA,FALSE
Rhodymenia californica,Kylin,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Rhodymeniales,,,,Rhodymeniaceae,,,Rhodymenia,californica,,,,accepted,133214,Rhodymenia californica,Rhodymenia californica,not in CDC records,NA,NA,NA,,,NA,FALSE
Schizymenia pacifica,(Kylin) Kylin,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Nemastomatales,,,,Schizymeniaceae,,,Schizymenia,pacifica,,,,accepted,339050,Schizymenia pacifica,Schizymenia pacifica,not in CDC records,NA,NA,NA,,,NA,FALSE
Scytosiphon lomentaria,(Lyngbye) J. Agardh,Beanweed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,,Scytosiphonaceae,,,Scytosiphon,lomentaria,,,,accepted,182932,Scytosiphon lomentaria,Scytosiphon lomentaria,not in CDC records,NA,NA,NA,,,NA,FALSE
Smithora naiadum,(Anderson) Hollenberg,seagrass laver,Plantae,Rhodophyta,Proteorhodophytina,,Compsopogonophyceae,,,Erythropeltales,,,,Erythrotrichiaceae,,,Smithora,naiadum,,,,accepted,339024,Smithora naiadum,Smithora naiadum,not in CDC records,NA,NA,NA,,,NA,FALSE
Urospora penicilliformis,(Roth) Areschoug,,Plantae,Chlorophyta,,,Ulvophyceae,,,Codiolales,,,,Acrosiphoniaceae,,,Urospora,penicilliformis,,,,accepted,339001,Urospora penicilliformis,Urospora penicilliformis,not in CDC records,NA,NA,NA,,,NA,FALSE
Costaria costata,(Turner) Saunders,seersucker kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Agaraceae,,,Costaria,costata,,,,accepted,125877,Costaria costata,Costaria costata,not in CDC records,NA,NA,NA,,,NA,FALSE
Fucus distichus,L.,Rockweed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,,Fucaceae,,,Fucus,distichus,,,,accepted,69155,Fucus distichus,Fucus distichus,not in CDC records,NA,NA,NA,,,NA,FALSE
Nereocystis luetkeana,(K. Mertens) Postels & Ruprecht,Bull Kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Laminariaceae,,,Nereocystis,luetkeana,,,,accepted,120499,Nereocystis luetkeana,Nereocystis luetkeana,not in CDC records,NA,NA,NA,,,NA,FALSE
Ulva lactuca,L.,Broadleaf Sea Lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulva,lactuca,,,,accepted,67423,Ulva lactuca,Ulva lactuca,not in CDC records,NA,NA,NA,,,NA,FALSE
Chlamydomonas nivalis,,watermelon snow,Plantae,Chlorophyta,,,Chlorophyceae,,,Chlamydomonadales,,,,Chlamydomonadaceae,,,Chlamydomonas,nivalis,,,,accepted,118485,Chlamydomonas nivalis,Chlamydomonas nivalis,,NA,NA,NA,,,NA,FALSE
Ulva californica,,Californian Sea Lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulva,californica,,,,accepted,133216,Ulva californica,Ulva californica,,NA,NA,NA,,,NA,FALSE
