scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,provincial_status,provincial_status_norm,bc_list,residencyStatus,national_status,national_status_clean,national_status_norm,national_status_check
Corvus brachyrhynchos,Brohm,American Crow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Corvidae,,,Corvus,brachyrhynchos,,,,accepted,8021,Corvus brachyrhynchos,Corvus brachyrhynchos,S5 (2015),s5,yellow,NA,unknown,unknown,NA,FALSE
Corvus corax,L.,Common Raven,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Corvidae,,,Corvus,corax,,,,accepted,8010,Corvus corax,Corvus corax,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Cyanocitta stelleri ssp. carlottae,Gmelin,Haida Gwaii Steller's Jay,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Corvidae,,,Cyanocitta,stelleri,,Cyanocitta stelleri carlottae,,accepted,236985,Cyanocitta stelleri carlottae,Cyanocitta stelleri,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Cygnus buccinator,Richardson,Trumpeter Swan,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Cygnus,buccinator,,,,accepted,6915,Cygnus buccinator,Cygnus buccinator,"S4B,S5N (2015)","s4b,s5n",yellow,winter,Not at Risk,not at risk,NA,FALSE
Cypseloides niger,Gmelin,Black Swift,Animalia,Chordata,Vertebrata,,Aves,,,Apodiformes,,,,Apodidae,,,Cypseloides,niger,,,,accepted,6667,Cypseloides niger,Cypseloides niger,S2S3B (2015),s2s3b,blue,breeding,Endangered,endangered,endangered,FALSE
Dendragapus fuliginosus,Ridgway,Sooty Grouse,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,,Phasianidae,,,Dendragapus,fuliginosus,,,,accepted,72797,Dendragapus fuliginosus,Dendragapus fuliginosus,S4 (2015),s4,yellow,permanent,unknown,unknown,NA,FALSE
Dryobates pubescens,L.,Downy Woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,Picinae,Melanerpini,Dryobates,pubescens,,,,accepted,792988,Dryobates pubescens,Dryobates pubescens,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Dryobates villosus,L.,Hairy Woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,Picinae,Melanerpini,Leuconotopicus,villosus,,,,unaccepted,1651487,Leuconotopicus villosus,Leuconotopicus villosus,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Dryocopus pileatus,L.,Pileated Woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,Picinae,Picini,Dryocopus,pileatus,,,,accepted,17855,Dryocopus pileatus,Dryocopus pileatus,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Dumetella carolinensis,L.,Gray Catbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Mimidae,,,Dumetella,carolinensis,,,,accepted,14995,Dumetella carolinensis,Dumetella carolinensis,S5B (2015),s5b,yellow,breeding (rare)?,unknown,unknown,NA,FALSE
Empidonax hammondii,X. de Vesey,Hammond's Flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Empidonax,hammondii,,,,accepted,16624,Empidonax hammondii,Empidonax hammondii,S5B (2015),s5b,yellow,breeding,unknown,unknown,NA,FALSE
Empidonax traillii,Audubon,Willow Flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Empidonax,traillii,,,,accepted,16611,Empidonax traillii,Empidonax traillii,S5B (2015),s5b,yellow,breeding,unknown,unknown,NA,FALSE
Euphagus cyanocephalus,Wagler,Brewer's Blackbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Icteridae,,,Euphagus,cyanocephalus,,,,accepted,10325,Euphagus cyanocephalus,Euphagus cyanocephalus,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Falco sparverius,L.,American Kestrel,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,,Falconidae,,,Falco,sparverius,,,,accepted,4665,Falco sparverius,Falco sparverius,S4S5B (2015),s4s5b,yellow,permanent,unknown,unknown,NA,FALSE
Fulica americana,Gmelin,American Coot,Animalia,Chordata,Vertebrata,,Aves,,,Gruiformes,,,,Rallidae,,,Fulica,americana,,,,accepted,473,Fulica americana,Fulica americana,S4S5B (2015),s4s5b,yellow,permanent,Not at Risk,not at risk,NA,FALSE
Gavia immer,Brunnich,Common Loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,,Gaviidae,,,Gavia,immer,,,,accepted,4626,Gavia immer,Gavia immer,S5 (2015),s5,yellow,permanent,Not at Risk,not at risk,NA,FALSE
Geothlypis tolmiei,Townsend,MacGillivray's Warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Geothlypis,tolmiei,,,,accepted,145223,Geothlypis tolmiei,Geothlypis tolmiei,S5B (2015),s5b,yellow,breeding,unknown,unknown,NA,FALSE
Geothlypis trichas,L.,Common Yellowthroat,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Geothlypis,trichas,,,,accepted,9721,Geothlypis trichas,Geothlypis trichas,S5 (2015),s5,yellow,breeding,unknown,unknown,NA,FALSE
Glaucidium gnoma ssp. swarthi,Wagler,Vancouver Island Pygmy-Owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,,Strigidae,,,Glaucidium,gnoma,,Glaucidium gnoma swarthi,,accepted,237015,Glaucidium gnoma swarthi,Glaucidium gnoma,S4B (2015),s4b,yellow,permanent,unknown,unknown,NA,FALSE
Haematopus bachmani,Audubon,Black Oystercatcher,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Haematopodidae,,,Haematopus,bachmani,,,,accepted,4838,Haematopus bachmani,Haematopus bachmani,S4 (2015),s4,yellow,permanent,unknown,unknown,NA,FALSE
Haemorhous purpureus,Gmelin,Purple Finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Haemorhous,purpureus,,,,accepted,199841,Haemorhous purpureus,Haemorhous purpureus,S5B (2015),s5b,yellow,permanent,unknown,unknown,NA,FALSE
Haliaeetus leucocephalus,L.,Bald Eagle,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,,Accipitridae,Buteoninae,,Haliaeetus,leucocephalus,,,,accepted,5305,Haliaeetus leucocephalus,Haliaeetus leucocephalus,"S5B,S5N (2015)","s5b,s5n",yellow,permanent,Not at Risk,not at risk,NA,FALSE
Histrionicus histrionicus,L.,Harlequin Duck,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Histrionicus,histrionicus,,,,accepted,7111,Histrionicus histrionicus,Histrionicus histrionicus,"S4B,S3N (2015)","s4b,s3n",NA,permanent,unknown,unknown,NA,FALSE
Ixoreus naevius,Gmelin,Varied Thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Ixoreus,naevius,,,,accepted,145088,Ixoreus naevius,Ixoreus naevius,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Junco hyemalis,L.,Dark-eyed Junco,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Junco,hyemalis,,,,accepted,10094,Junco hyemalis,Junco hyemalis,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Lagopus leucura ssp. saxatilis,Richardson,Vancouver Island White-tailed Ptarmigan,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,,Phasianidae,,,Lagopus,leucura,,Lagopus leucura saxatilis,,accepted,237043,Lagopus leucura saxatilis,Lagopus leucura,S5? (2015),s5?,yellow,permanent,unknown,unknown,NA,FALSE
Larus brachyrhynchus,,Short-billed Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,brachyrhynchus,,,,accepted,1286964,Larus brachyrhynchus,Larus brachyrhynchus,S4B,s4b,yellow,"breeding?, winter",unknown,unknown,NA,FALSE
Larus glaucescens,Nauman,Glaucous-winged Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,glaucescens,,,,accepted,4399,Larus glaucescens,Larus glaucescens,S4 (2015),s4,yellow,permanent,unknown,unknown,NA,FALSE
Megaceryle alcyon,L.,Belted Kingfisher,Animalia,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,,Alcedinidae,Cerylinae,,Megaceryle,alcyon,,,,accepted,2548,Megaceryle alcyon,Megaceryle alcyon,S4S5 (2015),s4s5,yellow,permanent,unknown,unknown,NA,FALSE
Megascops kennicottii,Elliott,Western Screech-Owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,,Strigidae,,,Megascops,kennicottii,,,,accepted,19743,Megascops kennicottii,Megascops kennicottii,S4 (2015),s4,yellow,NA,Threatened,threatened,threatened,FALSE
Melanerpes lewis,G.R. Gray,Lewis's Woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,Picinae,Melanerpini,Melanerpes,lewis,,,,accepted,18160,Melanerpes lewis,Melanerpes lewis,S2S3B (2015),s2s3b,blue,accidental,Threatened,threatened,threatened,FALSE
Melanitta perspicillata,L.,Surf Scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Melanitta,perspicillata,,,,accepted,7036,Melanitta perspicillata,Melanitta perspicillata,"S3B,S4N (2015)","s3b,s4n",blue,"passage migrant, winter",unknown,unknown,NA,FALSE
Melospiza lincolnii,Audubon,Lincoln's Sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Melospiza,lincolnii,,,,accepted,9092,Melospiza lincolnii,Melospiza lincolnii,"S5B, SNRN (2015)","s5b,snrn",yellow,"passage migrant, winter",unknown,unknown,NA,FALSE
Melospiza melodia,Wilson,Song Sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Melospiza,melodia,,,,accepted,9100,Melospiza melodia,Melospiza melodia,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Mergus merganser,L.,Common Merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Mergus,merganser,,,,accepted,7004,Mergus merganser,Mergus merganser,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Mergus serrator,L.,Red-breasted Merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Mergus,serrator,,,,accepted,6996,Mergus serrator,Mergus serrator,"S4B, SNRN (2015)","s4b,snrn",yellow,"passage migrant, winter",unknown,unknown,NA,FALSE
Myadestes townsendi,Audubon,Townsend's Solitaire,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Myadestes,townsendi,,,,accepted,12951,Myadestes townsendi,Myadestes townsendi,S5B (2015),s5b,yellow,"breeding, winter (rare)",unknown,unknown,NA,FALSE
Nucifraga columbiana,Wilson,Clark's Nutcracker,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Corvidae,,,Nucifraga,columbiana,,,,accepted,8520,Nucifraga columbiana,Nucifraga columbiana,S5,s5,yellow,"breeding?, winter",unknown,unknown,NA,FALSE
Passerculus sandwichensis,Gmelin,Savannah Sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Passerculus,sandwichensis,,,,accepted,9981,Passerculus sandwichensis,Passerculus sandwichensis,S5B (2015),s5b,yellow,"breeding, winter (rare)",unknown,unknown,NA,FALSE
Passerella iliaca,Merrem,Fox Sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Passerella,iliaca,,,,accepted,9156,Passerella iliaca,Passerella iliaca,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Passerina amoena,Say,Lazuli Bunting,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Cardinalidae,,,Passerina,amoena,,,,accepted,10234,Passerina amoena,Passerina amoena,S5B (2015),s5b,yellow,breeding (rare),unknown,unknown,NA,FALSE
Patagioenas fasciata,Say,Band-tailed Pigeon,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,,Columbidae,,,Patagioenas,fasciata,,,,accepted,3108,Patagioenas fasciata,Patagioenas fasciata,S3S4 (2015),s3s4,blue,"breeding, winter (rare)",Special Concern,special concern,special concern,FALSE
Phalacrocorax pelagicus,Pallas,Pelagic Cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,,Phalacrocoracidae,,,Urile,pelagicus,,,,unaccepted,1289605,Urile pelagicus,Urile pelagicus,S4 (2015),s4,yellow,permanent,unknown,unknown,NA,FALSE
Pheucticus melanocephalus,Swainson,Black-headed Grosbeak,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Cardinalidae,,,Pheucticus,melanocephalus,,,,accepted,10274,Pheucticus melanocephalus,Pheucticus melanocephalus,S5B (2016),s5b,yellow,breeding,unknown,unknown,NA,FALSE
Pipilo maculatus,Swainson,Spotted Towhee,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Pipilo,maculatus,,,,accepted,9420,Pipilo maculatus,Pipilo maculatus,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Piranga ludoviciana,Wilson,Western Tanager,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Cardinalidae,,,Piranga,ludoviciana,,,,accepted,9919,Piranga ludoviciana,Piranga ludoviciana,S5B (2015),s5b,yellow,breeding,unknown,unknown,NA,FALSE
Poecile rufescens,Townsend,Chestnut-backed Chickadee,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Paridae,,,Poecile,rufescens,,,,accepted,144820,Poecile rufescens,Poecile rufescens,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
Psaltriparus minimus,Townsend,Bushtit,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Aegithalidae,,,Psaltriparus,minimus,,,,accepted,7266,Psaltriparus minimus,Psaltriparus minimus,S4B (2015),s4b,yellow,permanent,unknown,unknown,NA,FALSE
Regulus satrapa,Lichtenstein,Golden-crowned Kinglet,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Regulidae,,,Regulus,satrapa,,,,accepted,117100,Regulus satrapa,Regulus satrapa,S5 (2015),s5,yellow,permanent,unknown,unknown,NA,FALSE
