scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,provincial_status,provincial_status_norm,bc_list,residencyStatus,national_status,national_status_clean,national_status_norm,national_status_check
Entomobrya clitellaria,,NA,Animalia,Mollusca,,,Bivalvia,,,Nuculida,,,Nuculoidea,Nuculidae,,,,,,,,unknown,0,,Ennucula tenuis,,NA,NA,NA,,,NA,FALSE
Eubranchulus rupium,,Rocky Aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Aeolidina,,Fionoidea,Eubranchidae,,,Eubranchulus,rupium,,,,accepted,1668630,Eubranchulus rupium,Eubranchulus rupium,,NA,NA,NA,,,NA,FALSE
Hiatella arctica,,Arctic Hiatella,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,,Hiatelloidea,Hiatellidae,,,Hiatella,arctica,,,,accepted,117617,Hiatella arctica,Hiatella arctica,,NA,NA,NA,,,NA,FALSE
Katharina tunicata,,Black Leather Chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Katharina,tunicata,,,,accepted,47632,Katharina tunicata,Katharina tunicata,,NA,NA,NA,,,NA,FALSE
Keenaea centifilosa,,Hundred-Line Cockle,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Cardioidea,Cardiidae,Nemocardiinae,,Keenaea,centifilosa,,,,accepted,962184,Keenaea centifilosa,Keenaea centifilosa,,NA,NA,NA,,,NA,FALSE
Kurtiella tumida,,Robust Mysella,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Galeommatida,,,Galeommatoidea,Lasaeidae,Montacutinae,,Kurtiella,tumida,,,,accepted,768354,Kurtiella tumida,Kurtiella tumida,,NA,NA,NA,,,NA,FALSE
Latisipho hallii,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Buccinidae,,,Latisipho,hallii,,,,accepted,1318691,Latisipho hallii,Latisipho hallii,,NA,NA,NA,,,NA,FALSE
Lepidozona retiporosa,,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,,Chitonoidea,Ischnochitonidae,,,Lepidozona,retiporosa,,,,accepted,429867,Lepidozona retiporosa,Lepidozona retiporosa,,NA,NA,NA,,,NA,FALSE
Lepidozona willetti,,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,,Chitonoidea,Ischnochitonidae,,,Lepidozona,willetti,,,,accepted,1174752,Lepidozona willetti,Lepidozona willetti,,NA,NA,NA,,,NA,FALSE
Leptochiton cancellatus,,Latticed Mail-shell,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Lepidopleurida,Lepidopleurina,,,Leptochitonidae,,,Leptochiton,cancellatus,,,,accepted,482192,Leptochiton cancellatus,Leptochiton cancellatus,,NA,NA,NA,,,NA,FALSE
Lima vulgaris,,Common File Clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Limida,,,Limoidea,Limidae,,,Lima,vulgaris,,,,accepted,926694,Lima vulgaris,Lima vulgaris,,NA,NA,NA,,,NA,FALSE
Lottia digitalis,,Fingered Limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,Nacellida,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,digitalis,,,,accepted,64287,Lottia digitalis,Lottia digitalis,,NA,NA,NA,,,NA,FALSE
Lyonsia californica,,California Lyonsia,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Lyonsiidae,,,Lyonsia,californica,,,,accepted,179831,Lyonsia californica,Lyonsia californica,,NA,NA,NA,,,NA,FALSE
Macoma balthica,,Baltic Macoma,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,balthica,,,,accepted,203759,Macoma balthica,Macoma balthica,,NA,NA,NA,,,NA,FALSE
Macoma calcarea,,Chalky Macoma,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,calcarea,,,,accepted,861604,Macoma calcarea,Macoma calcarea,,NA,NA,NA,,,NA,FALSE
Margarites inflatulus,,,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,,Trochoidea,Margaritidae,,,Margarites,inflatulus,,,,accepted,1214202,Margarites inflatulus,Margarites inflatulus,,NA,NA,NA,,,NA,FALSE
Megayoldia thraciaeformis,,Broad yoldia,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,,Nuculanoidea,Yoldiidae,Yoldiinae,,Megayoldia,thraciaeformis,,,,accepted,957355,Megayoldia thraciaeformis,Megayoldia thraciaeformis,,NA,NA,NA,,,NA,FALSE
Mitrella gausapata,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Mitrella,gausapata,,,,accepted,347322,Mitrella gausapata,Mitrella gausapata,,NA,NA,NA,,,NA,FALSE
Mopalia egretta,,Egret Plume Mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,egretta,,,,accepted,1175099,Mopalia egretta,Mopalia egretta,,NA,NA,NA,,,NA,FALSE
Mopalia ferreirai,,Ferreira's Chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,ferreirai,,,,accepted,550971,Mopalia ferreirai,Mopalia ferreirai,,NA,NA,NA,,,NA,FALSE
Mopalia phorminx,,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,phorminx,,,,accepted,977159,Mopalia phorminx,Mopalia phorminx,,NA,NA,NA,,,NA,FALSE
Neptunea lyrata,,Lyre Whelk,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Buccinidae,Neptuneinae,,Neptunea,lyrata,,,,accepted,919604,Neptunea lyrata,Neptunea lyrata,,NA,NA,NA,,,NA,FALSE
Nuculana minuta,,Minute Nut-clam,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,,Nuculanoidea,Nuculanidae,Nuculaninae,,Nuculana,minuta,,,,accepted,482983,Nuculana minuta,Nuculana minuta,,NA,NA,NA,,,NA,FALSE
Nuculana navisa,,,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,,Nuculanoidea,Nuculanidae,Nuculaninae,,Nuculana,navisa,,,,accepted,1211878,Nuculana navisa,Nuculana navisa,,NA,NA,NA,,,NA,FALSE
Nutricola ovalis,,Oval Dwarf-Venus,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,Callocardiinae,,Nutricola,ovalis,,,,accepted,339139,Nutricola ovalis,Nutricola ovalis,,NA,NA,NA,,,NA,FALSE
Paciocinebrina interfossa,,Sculptured Rocksnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Paciocinebrina,interfossa,,,,accepted,910801,Paciocinebrina interfossa,Paciocinebrina interfossa,,NA,NA,NA,,,NA,FALSE
Rhabdus rectius,,,Animalia,Mollusca,,,Scaphopoda,,,Dentaliida,,,,Rhabdidae,,,Rhabdus,rectius,,,,accepted,957345,Rhabdus rectius,Rhabdus rectius,,NA,NA,NA,,,NA,FALSE
Testudinalia testudinalis,,Tortoiseshell Limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,Nacellida,,,Lottioidea,Lottiidae,,,Testudinalia,testudinalis,,,,accepted,415169,Testudinalia testudinalis,Testudinalia testudinalis,,NA,NA,NA,,,NA,FALSE
Thracia trapezoides,,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Thracioidea,Thraciidae,,,Thracia,trapezoides,,,,accepted,957343,Thracia trapezoides,Thracia trapezoides,,NA,NA,NA,,,NA,FALSE
Trichotropis cancellata,,Cancellate Hairysnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Capuloidea,Capulidae,Capulinae,,Trichotropis,cancellata,,,,accepted,447177,Trichotropis cancellata,Trichotropis cancellata,,NA,NA,NA,,,NA,FALSE
Vitreolina columbiana,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Vanikoroidea,Eulimidae,,,Vitreolina,columbiana,,,,accepted,1081810,Vitreolina columbiana,Vitreolina columbiana,,NA,NA,NA,,,NA,FALSE
Xylophaga washingtona,,Washington Woodeater,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,,Pholadoidea,Xylophagaidae,,,Xylophaga,washingtona,,,,accepted,1206285,Xylophaga washingtona,Xylophaga washingtona,,NA,NA,NA,,,NA,FALSE
Berryteuthis magister,,Schoolmaster Armhook Squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Oegopsida,,,Onychoteuthoidea,Gonatidae,,,Berryteuthis,magister,,,,accepted,432390,Berryteuthis magister,Berryteuthis magister,,NA,NA,NA,,,NA,FALSE
Chlamys hastata,,Spiny Scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Pectinoidea,Pectinidae,Pedinae,Chlamydini,Chlamys,hastata,,,,accepted,180013,Chlamys hastata,Chlamys hastata,,NA,NA,NA,,,NA,FALSE
Euglesa casertana,,Ubiquitous Peaclam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Sphaeriida,,,Sphaerioidea,Sphaeriidae,Sphaeriinae,,Euglesa,casertana,,,,accepted,991397,Euglesa casertana,Euglesa casertana,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Gyraulus parvus,,Ash Gyro,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,,Lymnaeoidea,Planorbidae,Planorbinae,Planorbini,Gyraulus,parvus,,,,accepted,150528,Gyraulus parvus,Gyraulus parvus,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Ladislavella elodes,,Marsh Pond Snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,,Lymnaeoidea,Lymnaeidae,Lymnaeinae,,Ladislavella,elodes,,,,accepted,977374,Ladislavella elodes,Ladislavella elodes,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Lymnaea stagnalis,,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,,Lymnaeoidea,Lymnaeidae,Lymnaeinae,Lymnaeini,Lymnaea,stagnalis,,,,accepted,61770,Lymnaea stagnalis,Lymnaea stagnalis,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Ostrea lurida,,Olympia Oyster,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Ostreida,,,Ostreoidea,Ostreidae,Ostreinae,,Ostrea,lurida,,,,accepted,69182,Ostrea lurida,Ostrea lurida,S3,s3,blue,NA,Special Concern,special concern,special concern,FALSE
Physella gyrina,,Tadpole Physa,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,,Lymnaeoidea,Physidae,Physinae,,Physella,gyrina,,,,accepted,186933,Physella gyrina,Physella gyrina,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Planorbella subcrenata,,Rough Ramshorn,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,,Lymnaeoidea,Planorbidae,Planorbinae,Helisomatini,Planorbella,subcrenata,,,,accepted,228275,Planorbella subcrenata,Planorbella subcrenata,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Yoldia aeolica,,Oblique-lined Yoldia,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,,Nuculanoidea,Yoldiidae,Yoldiinae,,Yoldia,aeolica,,,,accepted,957342,Yoldia aeolica,Yoldia aeolica,,NA,NA,NA,,,NA,FALSE
Acmaea mitra,Rathke,Whitecap Limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,Nacellida,,,Lottioidea,Acmaeidae,,,Acmaea,mitra,,,,accepted,47676,Acmaea mitra,Acmaea mitra,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Aeolidia papillosa,L.,Shag-rug Nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Aeolidina,,Aeolidioidea,Aeolidiidae,,,Aeolidia,papillosa,,,,accepted,498116,Aeolidia papillosa,Aeolidia papillosa,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Bankia setacea,Tryon,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,,Pholadoidea,Teredinidae,Bankiinae,,Bankia,setacea,,,,accepted,347368,Bankia setacea,Bankia setacea,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Cryptobranchia concentrica,Middendorf,Ringed Blind Limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,Nacellida,,,Lepetoidea,Lepetidae,,,Cryptobranchia,concentrica,,,,accepted,541593,Cryptobranchia concentrica,Cryptobranchia concentrica,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Dendronotus rufus,O'Donoghue,Red Dendronotid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Dendronotina,,Dendronotoidea,Dendronotidae,,,Dendronotus,rufus,,,,accepted,50393,Dendronotus rufus,Dendronotus rufus,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Dendronotus venustus,MacFarland,Branched Dendronotid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Dendronotina,,Dendronotoidea,Dendronotidae,,,Dendronotus,venustus,,,,accepted,129995,Dendronotus venustus,Dendronotus venustus,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Diodora aspera,Rathke,Rough Keyhole Limpet,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,,Fissurelloidea,Fissurellidae,Fissurellideinae,,Diodora,aspera,,,,accepted,64148,Diodora aspera,Diodora aspera,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Euspira pallida,Broderip & G. B. Sowerby I,Pale moonsnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Naticoidea,Naticidae,Polinicinae,,Euspira,pallida,,,,accepted,873876,Euspira pallida,Euspira pallida,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Fusitriton oregonensis,Redfield,Oregon Hairy Triton Snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Tonnoidea,Cymatiidae,,,Fusitriton,oregonensis,,,,accepted,448389,Fusitriton oregonensis,Fusitriton oregonensis,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Knoutsodonta jannae,Millen,Janna's Dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Atalodoris,jannae,,,,unaccepted,1364199,Atalodoris jannae,Atalodoris jannae,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Lepidozona cooperi,Carpenter in Dall,Cooper's Chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,,Chitonoidea,Ischnochitonidae,,,Lepidozona,cooperi,,,,accepted,130884,Lepidozona cooperi,Lepidozona cooperi,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Lepidozona interstincta,Gould,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,,Chitonoidea,Ischnochitonidae,,,Lepidozona,interstincta,,,,accepted,131231,Lepidozona interstincta,Lepidozona interstincta,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Lepidozona trifida,Carpenter,Grooved Chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,,Chitonoidea,Ischnochitonidae,,,Tripoplax,trifida,,,,unaccepted,1174737,Tripoplax trifida,Tripoplax trifida,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Lirabuccinum dirum,Reeve,Dire Whelk,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Tudiclidae,,,Lirabuccinum,dirum,,,,accepted,117642,Lirabuccinum dirum,Lirabuccinum dirum,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Mopalia ciliata,G.B. Sowerby II,Hairy Chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,ciliata,,,,accepted,117634,Mopalia ciliata,Mopalia ciliata,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Mopalia spectabilis,Cowan & Cowan,Red-Flecked Mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,spectabilis,,,,accepted,364026,Mopalia spectabilis,Mopalia spectabilis,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Mopalia swanii,Carpenter,Swan's Mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,swanii,,,,accepted,339904,Mopalia swanii,Mopalia swanii,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Nassarius mendicus,Gould,Lean Western Nassa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Nassariidae,Nassariinae,,Nassarius,mendicus,,,,accepted,129938,Nassarius mendicus,Nassarius mendicus,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Neptunea phoenicia,Dall,NA,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Buccinidae,Neptuneinae,,,,,,,unknown,0,,Neptunea phoenicea,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Onchidoris evincta,Millen,Crowned Dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Onchidoris,evincta,,,,accepted,1348712,Onchidoris evincta,Onchidoris evincta,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Pododesmus macrochisma,Deshayes,Green Falsejingle,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Anomioidea,Anomiidae,,,Pododesmus,macrochisma,,,,accepted,68652,Pododesmus macrochisma,Pododesmus macrochisma,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Scabrotrophon maltzani,Kobelt,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Scabrotrophon,maltzani,,,,accepted,500269,Scabrotrophon maltzani,Scabrotrophon maltzani,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Tectura fenestrata,Reeve,Chocolate Limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,Nacellida,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,fenestrata,,,,unaccepted,129860,Lottia fenestrata,Lottia fenestrata,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Triopha catalinae,Cooper,Clown Dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Polyceroidea,Polyceridae,Triophinae,,Triopha,catalinae,,,,accepted,47454,Triopha catalinae,Triopha catalinae,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Amphissa columbiana,Dall,Wrinkled Amphissa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Amphissa,columbiana,,,,accepted,117643,Amphissa columbiana,Amphissa columbiana,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Armina californica,Cooper,Striped Nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Arminina,,Arminoidea,Arminidae,,,Armina,californica,,,,accepted,47499,Armina californica,Armina californica,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Cadlina luteomarginata,MacFarland,Yellow-edged Cadlina,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Cadlina,luteomarginata,,,,accepted,50146,Cadlina luteomarginata,Cadlina luteomarginata,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Ceratostoma foliatum,Gmelin,Leafy Hornmouth,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Ceratostoma,foliatum,,,,accepted,116687,Ceratostoma foliatum,Ceratostoma foliatum,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Clinocardium nuttallii,Conrad,Nuttall's Cockle,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Cardioidea,Cardiidae,Clinocardiinae,,Clinocardium,nuttallii,,,,accepted,69925,Clinocardium nuttallii,Clinocardium nuttallii,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Dendronotus iris,Cooper,Giant Nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Dendronotina,,Dendronotoidea,Dendronotidae,,,Dendronotus,iris,,,,accepted,47706,Dendronotus iris,Dendronotus iris,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Dirona albolineata,MacFarland,White-lined Dirona,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Janolina,,Proctonotoidea,Dironidae,,,Dirona,albolineata,,,,accepted,47477,Dirona albolineata,Dirona albolineata,genus not in CDC records,NA,NA,NA,,,NA,FALSE
Enteroctopus dofleini,Wülker,Giant Pacific Octopus,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,,Octopodoidea,Enteroctopodidae,,,Enteroctopus,dofleini,,,,accepted,48863,Enteroctopus dofleini,Enteroctopus dofleini,genus not in CDC records,NA,NA,NA,,,NA,FALSE
