scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,provincial_status,provincial_status_norm,bc_list,residencyStatus,national_status,national_status_clean,national_status_norm,national_status_check
Lumbricus terrestris,L.,Nightcrawler,Animalia,Annelida,,,Clitellata,Oligochaeta,,Crassiclitellata,,,,Lumbricidae,,,Lumbricus,terrestris,,,,accepted,81545,Lumbricus terrestris,Lumbricus terrestris,SNA (2019),sna,not-listed,NA,unknown,unknown,NA,FALSE
Octolasion cyaneum,,Blue-grey Worm,Animalia,Annelida,,,Clitellata,Oligochaeta,,Crassiclitellata,,,,Lumbricidae,,,Octolasion,cyaneum,,,,accepted,358274,Octolasion cyaneum,Octolasion cyaneum,SNA,sna,not-listed,NA,unknown,unknown,NA,FALSE
