scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,provincial_status,provincial_status_norm,bc_list,residencyStatus,national_status,national_status_clean,national_status_norm,national_status_check
Piricauda pelagica,,,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,Dothideomycetidae,,Mycosphaerellales,,,,Mycosphaerellaceae,,,Piricauda,pelagica,,,,accepted,1223289,Piricauda pelagica,Piricauda pelagica,,NA,NA,NA,,,NA,FALSE
Rehmia cinereovirens,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rehmia,cinereovirens,,,,accepted,1648956,Rehmia cinereovirens,Rehmia cinereovirens,,NA,NA,NA,,,NA,FALSE
Rehmia reducta,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rehmia,reducta,,,,accepted,1648962,Rehmia reducta,Rehmia reducta,,NA,NA,NA,,,NA,FALSE
Sphaerulina populicola,,,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,Dothideomycetidae,,Mycosphaerellales,,,,Mycosphaerellaceae,,,Sphaerulina,populicola,,,,accepted,1020245,Sphaerulina populicola,Sphaerulina populicola,,NA,NA,NA,,,NA,FALSE
Tuckermannopsis subalpina,,Arboreal Wrinkle Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Tuckermanopsis,subalpina,,,,unaccepted,1019562,Tuckermanopsis subalpina,Tuckermannopsis subalpina,,NA,NA,NA,,,NA,FALSE
Aspicilia cinerea,,cinder lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Megasporaceae,,,Aspicilia,cinerea,,,,accepted,182439,Aspicilia cinerea,Aspicilia cinerea,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Aspicilia verrucigera,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Megasporaceae,,,Aspicilia,verrucigera,,,,accepted,205524,Aspicilia verrucigera,Aspicilia verrucigera,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Bryoria americana,,Elegant Horsehair Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Bryoria,americana,,,,accepted,532067,Bryoria americana,Bryoria americana,S4S5,s4s5,yellow,NA,unknown,unknown,NA,FALSE
Buellia erubescens,,Common Button Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Caliciales,,,,Caliciaceae,,,Buellia,erubescens,,,,accepted,205689,Buellia erubescens,Buellia erubescens,S4S5,s4s5,yellow,NA,unknown,unknown,NA,FALSE
Buellia muriformis,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Caliciales,,,,Caliciaceae,,,Buellia,muriformis,,,,accepted,215555,Buellia muriformis,Buellia muriformis,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Calicium viride,,Green Stubble Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Caliciales,,,,Caliciaceae,,,Calicium,viride,,,,accepted,207863,Calicium viride,Calicium viride,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Caloplaca atrosanguinea,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Caloplacoideae,,Caloplaca,atrosanguinea,,,,accepted,215787,Caloplaca atrosanguinea,Caloplaca atrosanguinea,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Circinaria leprosescens,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Megasporaceae,,,Circinaria,leprosescens,,,,accepted,462710,Circinaria leprosescens,Circinaria leprosescens,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Cladonia ciliata,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,ciliata,,,,accepted,340964,Cladonia ciliata,Cladonia ciliata,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Cladonia gracilis,,Smooth Horn Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,gracilis,,,,accepted,121212,Cladonia gracilis,Cladonia gracilis,,NA,NA,NA,,,NA,FALSE
Flavoplaca marina,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Xanthorioideae,,Flavoplaca,marina,,,,accepted,462953,Flavoplaca marina,Flavoplaca marina,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Hydropunctaria maura,,Wart Lichen,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,,Verrucariaceae,,,Hydropunctaria,maura,,,,accepted,197141,Hydropunctaria maura,Hydropunctaria maura,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Imshaugia aleurites,,Salted Starburst Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Imshaugia,aleurites,,,,accepted,182705,Imshaugia aleurites,Imshaugia aleurites,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Lecanora xylophila,,Driftwood Rim-lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecanora,xylophila,,,,accepted,117966,Lecanora xylophila,Lecanora xylophila,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Lecidella euphorea,,Bark Disk Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecidella,euphorea,,,,accepted,182622,Lecidella euphorea,Lecidella euphorea,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Lepraria jackii,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Lepraria,jackii,,,,accepted,463350,Lepraria jackii,Lepraria jackii,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Menegazzia terebrata,,Port-hole Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Menegazzia,terebrata,,,,accepted,123677,Menegazzia terebrata,Menegazzia terebrata,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Polycauliona flavogranulosa,,Grainy Seaside Firedot Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Xanthorioideae,,Polycauliona,flavogranulosa,,,,accepted,463827,Polycauliona flavogranulosa,Polycauliona flavogranulosa,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Porpidia crustulata,,concentric boulder lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,Porpidia,crustulata,,,,accepted,182467,Porpidia crustulata,Porpidia crustulata,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Porpidia macrocarpa,,Big-disk pebble lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,Porpidia,macrocarpa,,,,accepted,228666,Porpidia macrocarpa,Porpidia macrocarpa,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Pseudosagedia chlorotica,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Porinaceae,,,Pseudosagedia,chlorotica,,,,accepted,229142,Pseudosagedia chlorotica,Pseudosagedia chlorotica,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Rhizocarpon badioatrum,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,badioatrum,,,,accepted,229938,Rhizocarpon badioatrum,Rhizocarpon badioatrum,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Usnea scabrata,,Straw Beard Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,scabrata,,,,accepted,233334,Usnea scabrata,Usnea scabrata,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Usnea silesiaca,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,silesiaca,,,,accepted,532730,Usnea silesiaca,Usnea silesiaca,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Usnea subfloridana,,Boreal Beard Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,subfloridana,,,,accepted,182682,Usnea subfloridana,Usnea subfloridana,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Varicellaria rhodocarpa,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Ochrolechiaceae,,,Varicellaria,rhodocarpa,,,,accepted,174776,Varicellaria rhodocarpa,Varicellaria rhodocarpa,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Wahlenbergiella mucosa,,,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,,Verrucariaceae,,,Wahlenbergiella,mucosa,,,,accepted,345005,Wahlenbergiella mucosa,Wahlenbergiella mucosa,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Xanthoparmelia mougeotii,,Mougeot's Rock-shield,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,mougeotii,,,,accepted,233712,Xanthoparmelia mougeotii,Xanthoparmelia mougeotii,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Cetraria islandica,,Iceland Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Cetraria,islandica,,,,accepted,180450,Cetraria islandica,Cetraria islandica,,NA,NA,NA,,,NA,FALSE
Cladonia cervicornis,(Ach.) Flot.,Browned Pixie-cup Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,cervicornis,,,,accepted,54284,Cladonia cervicornis,Cladonia cervicornis,S5 (2019),s5,yellow,NA,,,NA,FALSE
Cladonia cornuta,(L.) Hoffm.,Bighorn Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,cornuta,,,,accepted,179035,Cladonia cornuta,Cladonia cornuta,S5 (2018),s5,yellow,NA,,,NA,FALSE
Cladonia ecmocyna,(Robbins) Ahti,frosted cup lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,ecmocyna,,,,accepted,179859,Cladonia ecmocyna,Cladonia ecmocyna,,NA,NA,NA,,,NA,FALSE
Cladonia nitens,Ahti,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,nitens,,,,accepted,458741,Cladonia nitens,Cladonia nitens,,NA,NA,NA,,,NA,FALSE
Cladonia subsquamosa,Krempelh.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,subsquamosa,,,,accepted,217159,Cladonia subsquamosa,Cladonia subsquamosa,,NA,NA,NA,,,NA,FALSE
Hypogymnia metaphysodes,(Asah.) Rass.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,metaphysodes,,,,accepted,183201,Hypogymnia metaphysodes,Hypogymnia metaphysodes,,NA,NA,NA,,,NA,FALSE
Lecanora stanislai,"Guzow-Krzem., ?ubek, Mal�?ek & Kukwa",,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecanora,stanislai,,,,accepted,1458462,Lecanora stanislai,Lecanora stanislai,,NA,NA,NA,,,NA,FALSE
Melanelixia fuliginosa,"(Fr. ex Duby) O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw.",Shiny Camouflage Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Melanelixia,fuliginosa,,,,accepted,345339,Melanelixia fuliginosa,Melanelixia fuliginosa,not in CDC records,NA,NA,NA,,,NA,FALSE
Ochrolechia pallescens,(L.) K�rb.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Ochrolechiaceae,,,Ochrolechia,pallescens,,,,accepted,404238,Ochrolechia pallescens,Ochrolechia pallescens,,NA,NA,NA,,,NA,FALSE
Polycauliona polycarpa,(Hoffm.) Rieber,Pin-cushion Sunburst Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Xanthorioideae,,Polycauliona,polycarpa,,,,accepted,463837,Polycauliona polycarpa,Polycauliona polycarpa,not in CDC records,NA,NA,NA,,,NA,FALSE
Solorina saccata,(L.) ach.,NA,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,,,,,,unknown,0,,Pseudosolorina saccata,S4 (2019),s4,yellow,NA,,,NA,FALSE
Stereocaulon dactylophyllum,Fl�rke,Finger-scale Foam,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Stereocaulon,dactylophyllum,,,,accepted,182570,Stereocaulon dactylophyllum,Stereocaulon dactylophyllum,,NA,NA,NA,,,NA,FALSE
Usnea articulata,(L.) Hoffm.,string-of-sausage lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,articulata,,,,accepted,410737,Usnea articulata,Usnea articulata,,NA,NA,NA,,,NA,FALSE
Varicellaria velata,(Turner) Schmitt & Lumbsch,Rimmed Wart Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Ochrolechiaceae,,,Varicellaria,velata,,,,accepted,504617,Varicellaria velata,Varicellaria velata,,NA,NA,NA,,,NA,FALSE
Xanthoparmelia taractica,(Kremp.) Hale,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,taractica,,,,accepted,352846,Xanthoparmelia taractica,Xanthoparmelia taractica,,NA,NA,NA,,,NA,FALSE
Acarospora fuscata,(Schrader) Arnold,brown cobblestone lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Acarosporomycetidae,,Acarosporales,,,,Acarosporaceae,,,Acarospora,fuscata,,,,accepted,182542,Acarospora fuscata,Acarospora fuscata,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Alectoria imshaugii,Brodo & D. Hawksw.,Spiny Witch's Hair,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Alectoria,imshaugii,,,,accepted,179862,Alectoria imshaugii,Alectoria imshaugii,S3?,s3?,blue,NA,unknown,unknown,NA,FALSE
Arthonia radiata,,Asterisk Lichen,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,Arthoniaceae,,,Arthonia,radiata,,,,accepted,205492,Arthonia radiata,Arthonia radiata,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Arthrorhaphis citrinella,(Ach.) Poelt,Golden Dot-Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,,,,,Arthrorhaphidaceae,,,Arthrorhaphis,citrinella,,,,accepted,205500,Arthrorhaphis citrinella,Arthrorhaphis citrinella,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Baeomyces rufus,(Hudson) Rebent.,Brown Beret Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Baeomycetales,,,,Baeomycetaceae,,,Baeomyces,rufus,,,,accepted,180422,Baeomyces rufus,Baeomyces rufus,S5 (2018),s5,yellow,NA,unknown,unknown,NA,FALSE
Blastenia ammiospila,(Wahlenb.) H. Olivier,Cinnamon Firedot Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Caloplacoideae,,Blastenia,ammiospila,,,,accepted,508845,Blastenia ammiospila,Blastenia ammiospila,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Bryoria fuscescens,(Gyel.) Brodo & D. Hawksw.,Pale-footed Horsehair Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Bryoria,fuscescens,,,,accepted,117927,Bryoria fuscescens,Bryoria fuscescens,S5 (2018),s5,yellow,NA,unknown,unknown,NA,FALSE
Bryoria glabra,(Motyka) Brodo & D. Hawksw.,Shiny Horsehair Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Bryoria,glabra,,,,accepted,205668,Bryoria glabra,Bryoria glabra,S5 (2018),s5,yellow,NA,unknown,unknown,NA,FALSE
Bryoria pseudofuscescens,(Gyelnik) Brodo & D. Hawksw.,Mountain Horsehair Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Bryoria,pseudofuscescens,,,,accepted,205673,Bryoria pseudofuscescens,Bryoria pseudofuscescens,S5 (2018),s5,yellow,NA,unknown,unknown,NA,FALSE
Buellia griseovirens,(Turner & Borrer ex Sm.) Almb.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Caliciales,,,,Caliciaceae,,,Buellia,griseovirens,,,,accepted,215538,Buellia griseovirens,Buellia griseovirens,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Cetraria aculeata,(Schreb.) Link,Spiny Heath Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Cetraria,aculeata,,,,accepted,54351,Cetraria aculeata,Cetraria aculeata,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Cetraria ericetorum reticulata,(R�s�nen) K�rnefelt,Net-forming Iceland Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Cetraria,ericetorum,Cetraria ericetorum reticulata,,,accepted,210373,Cetraria ericetorum reticulata,Cetraria ericetorum,,NA,NA,NA,,,NA,FALSE
Cetrelia cetrarioides,(Duby) Culb. & C. Culb.,Speckled Rag Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Cetrelia,cetrarioides,,,,accepted,154457,Cetrelia cetrarioides,Cetrelia cetrarioides,S5 (2019),s5,yellow,NA,unknown,unknown,NA,FALSE
Chaenotheca furfuracea,(L.) Tibell,Sulphur Stubble Lichen,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Coniocybales,,,,Coniocybaceae,,,Chaenotheca,furfuracea,,,,accepted,117939,Chaenotheca furfuracea,Chaenotheca furfuracea,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Cladonia albonigra,Brodo & Ahti,Black-footed Pixie Cup,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,albonigra,,,,accepted,194699,Cladonia albonigra,Cladonia albonigra,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Cladonia arbuscula ssp. mitis,Sandst.,Green Reindeer Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,arbuscula,,Cladonia arbuscula mitis,,accepted,462714,Cladonia arbuscula mitis,Cladonia arbuscula mitis,S5 (2018),s5,yellow,NA,unknown,unknown,NA,FALSE
Cladonia borealis,S. Stenroos,Boreal Cup Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,borealis,,,,accepted,217075,Cladonia borealis,Cladonia borealis,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Cladonia cariosa,(Ach.) Sprengel,Split-peg Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,cariosa,,,,accepted,179750,Cladonia cariosa,Cladonia cariosa,S5 (2018),s5,yellow,NA,unknown,unknown,NA,FALSE
Cladonia carneola,(Fr.) .Fr.,Crowned Pixie-cup,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,carneola,,,,accepted,194513,Cladonia carneola,Cladonia carneola,S5 (2018),s5,yellow,NA,unknown,unknown,NA,FALSE
Cladonia cenotea,(Ach.) Schaer.,Powdered Funnel Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,cenotea,,,,accepted,180456,Cladonia cenotea,Cladonia cenotea,S5 (2018),s5,yellow,NA,unknown,unknown,NA,FALSE
Cladonia chlorophaea,(Flörke ex Sommerf.) Sprengel.,Mealy Pixie Cup,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,chlorophaea,,,,accepted,49488,Cladonia chlorophaea,Cladonia chlorophaea,S5 (2018),s5,yellow,NA,unknown,unknown,NA,FALSE
Cladonia chlorophaea complex,(Flörke ex Sommerf.) Sprengel.,Mealy Pixie Cup,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,chlorophaea,,,,accepted,49488,Cladonia chlorophaea,Cladonia chlorophaea,S5 (2018),s5,yellow,NA,,,NA,FALSE
Cladonia coccifera,(L.) Willd.,madame's cup lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coccifera,,,,accepted,60544,Cladonia coccifera,Cladonia coccifera,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
