scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,provincial_status,provincial_status_norm,bc_list,residencyStatus,national_status,national_status_clean,national_status_norm,national_status_check
Lophozia guttulata,,Droplet Notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Lophoziaceae,,,Lophozia,guttulata,,,,accepted,164793,Lophozia guttulata,Lophozia guttulata,,NA,NA,NA,,,NA,FALSE
Marsupella tubulosa,,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Gymnomitriaceae,,,Marsupella,tubulosa,,,,accepted,1155357,Marsupella tubulosa,Marsupella tubulosa,,NA,NA,NA,,,NA,FALSE
Metzgeria consanguinea,,Whiskered Veilwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Metzgeriidae,,Metzgeriales,,,,Metzgeriaceae,,,Metzgeria,consanguinea,,,,accepted,589964,Metzgeria consanguinea,Metzgeria consanguinea,,NA,NA,NA,,,NA,FALSE
Paraleucobryum sauteri,,,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Dicranaceae,,,Paraleucobryum,sauteri,,,,accepted,1047417,Paraleucobryum sauteri,Paraleucobryum sauteri,,NA,NA,NA,,,NA,FALSE
Plagiomnium affine,,Many-fruited Thyme-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,affine,,,,accepted,485472,Plagiomnium affine,Plagiomnium affine,,NA,NA,NA,,,NA,FALSE
Plagiothecium latebricola,,Lurking Leskea,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Plagiothecium,latebricola,,,,accepted,166994,Plagiothecium latebricola,Plagiothecium latebricola,,NA,NA,NA,,,NA,FALSE
Pohlia tundrae,,Tundra Thread Moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Pohlia,tundrae,,,,accepted,167149,Pohlia tundrae,Pohlia tundrae,,NA,NA,NA,,,NA,FALSE
Racomitrium macounii,,Macoun's Rock Moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,macounii,,,,accepted,167686,Racomitrium macounii,Racomitrium macounii,,NA,NA,NA,,,NA,FALSE
Sphagnum pulchrum,,Beautiful Peatmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,,Sphagnaceae,,,Sphagnum,pulchrum,,,,accepted,132819,Sphagnum pulchrum,Sphagnum pulchrum,,NA,NA,NA,,,NA,FALSE
Sphagnum recurvum,,Recurved Peatmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,,Sphagnaceae,,,Sphagnum,recurvum,,,,accepted,169231,Sphagnum recurvum,Sphagnum recurvum,,NA,NA,NA,,,NA,FALSE
Ulota reptans,,,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Ulota,reptans,,,,accepted,170067,Ulota reptans,Ulota reptans,,NA,NA,NA,,,NA,FALSE
Andreaea heinemannii,,Heinemann's Andreaea Moss,Plantae,Bryophyta,,,Andreaeopsida,,,Andreaeales,,,,Andreaeaceae,,,Andreaea,heinemannii,,,,accepted,158340,Andreaea heinemannii,Andreaea heinemannii,S3,s3,blue,NA,unknown,unknown,NA,FALSE
Brachythecium asperrimum,,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Brachythecium,asperrimum,,,,accepted,67849,Brachythecium asperrimum,Brachythecium asperrimum,S5?,s5?,yellow,NA,unknown,unknown,NA,FALSE
Calypogeia neesiana,,Nees' Pouchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Calypogeiaceae,,,Calypogeia,neesiana,,,,accepted,56488,Calypogeia neesiana,Calypogeia neesiana,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Calypogeia sphagnicola,,Bog Pouchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Calypogeiaceae,,,Calypogeia,sphagnicola,,,,accepted,159718,Calypogeia sphagnicola,Calypogeia sphagnicola,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Cynodontium polycarpon,,,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Rhabdoweisiaceae,,,Cynodontium,polycarpon,,,,accepted,161410,Cynodontium polycarpon,Cynodontium polycarpon,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Fuscocephaloziopsis albescens var. albescens,,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Cephaloziaceae,,,Fuscocephaloziopsis,albescens,Fuscocephaloziopsis albescens albescens,,,accepted,1122442,Fuscocephaloziopsis albescens albescens,Fuscocephaloziopsis albescens,,NA,NA,NA,,,NA,FALSE
Grimmia donniana,,Donn's Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Grimmia,donniana,,,,accepted,163382,Grimmia donniana,Grimmia donniana,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Herzogiella striatella,,Muhlenbeck's Feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Herzogiella,striatella,,,,accepted,163697,Herzogiella striatella,Herzogiella striatella,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Heterocladiella dimorpha,,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Heterocladiellaceae,,,Heterocladiella,dimorpha,,,,accepted,1125768,Heterocladiella dimorpha,Heterocladiella dimorpha,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Kurzia makinoana,,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,,Lepidoziaceae,Lembidioideae,,Kurzia,makinoana,,,,accepted,164375,Kurzia makinoana,Kurzia makinoana,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Lophozia ventricosa,,Tumid Notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Lophoziaceae,,,Lophozia,ventricosa,,,,accepted,164810,Lophozia ventricosa,Lophozia ventricosa,,NA,NA,NA,,,NA,FALSE
Lophozia wenzelii var. wenzelii,,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Lophoziaceae,,,Lophozia,wenzelii,Lophozia wenzelii wenzelii,,,accepted,241484,Lophozia wenzelii wenzelii,Lophozia wenzelii,,NA,NA,NA,,,NA,FALSE
Lophoziopsis excisa var. excisa,,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Lophoziaceae,,,Lophoziopsis,excisa,Lophoziopsis excisa excisa,,,accepted,1058909,Lophoziopsis excisa excisa,Lophoziopsis excisa,,NA,NA,NA,,,NA,FALSE
Marchantia quadrata,,Narrow Mushroom-headed Liverwort,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,,Marchantiaceae,,,Marchantia,quadrata,,,,accepted,947244,Marchantia quadrata,Marchantia quadrata,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Marsupella boeckii,,Boeck's Rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Gymnomitriaceae,,,Marsupella,boeckii,,,,accepted,165168,Marsupella boeckii,Marsupella boeckii,S3,s3,blue,NA,unknown,unknown,NA,FALSE
Marsupella stableri,,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Gymnomitriaceae,,,Marsupella,stableri,,,,accepted,1435203,Marsupella stableri,Marsupella stableri,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Mesoptychia gillmanii,,Gillman's Notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Jungermanniaceae,,,Mesoptychia,gillmanii,,,,accepted,505003,Mesoptychia gillmanii,Mesoptychia gillmanii,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Mesoptychia heterocolpos var. heterocolpos,,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Jungermanniaceae,,,Mesoptychia,heterocolpos,Mesoptychia heterocolpos heterocolpos,,,accepted,1059843,Mesoptychia heterocolpos heterocolpos,Mesoptychia heterocolpos,,NA,NA,NA,,,NA,FALSE
Metzgeria pubescens,,Downy Veilwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Metzgeriidae,,Metzgeriales,,,,Metzgeriaceae,,,Metzgeria,pubescens,,,,accepted,355593,Metzgeria pubescens,Metzgeria pubescens,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Mnium marginatum,,Olivegreen Calcareous Moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Mnium,marginatum,,,,accepted,165490,Mnium marginatum,Mnium marginatum,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Mylia anomala,,Anomalous Flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Myliineae,,,Myliaceae,,,Mylia,anomala,,,,accepted,165595,Mylia anomala,Mylia anomala,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Mylia taylorii,,Taylor's Flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Myliineae,,,Myliaceae,,,Mylia,taylorii,,,,accepted,154337,Mylia taylorii,Mylia taylorii,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Niphotrichum muticum,,,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Niphotrichum,muticum,,,,accepted,1435211,Niphotrichum muticum,Niphotrichum muticum,S4S5,s4s5,yellow,NA,unknown,unknown,NA,FALSE
Niphotrichum pygmaeum,,,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Niphotrichum,pygmaeum,,,,accepted,1458471,Niphotrichum pygmaeum,Niphotrichum pygmaeum,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Odontoschisma denudatum,,Matchstick Flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Cephaloziaceae,,,Odontoschisma,denudatum,,,,accepted,165775,Odontoschisma denudatum,Odontoschisma denudatum,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Orthotrichum columbicum,,,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Orthotrichum,columbicum,,,,accepted,524294,Orthotrichum columbicum,Orthotrichum columbicum,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Orthotrichum diaphanum,,White-tipped Bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Orthotrichum,diaphanum,,,,accepted,165948,Orthotrichum diaphanum,Orthotrichum diaphanum,SNA,sna,not-listed,NA,unknown,unknown,NA,FALSE
Pleuridium acuminatum,,Taper-leaved Earth-moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Ditrichaceae,,,Pleuridium,acuminatum,,,,accepted,127427,Pleuridium acuminatum,Pleuridium acuminatum,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Polytrichastrum sexangulare,,Northern Haircap Moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichastrum,sexangulare,,,,accepted,68294,Polytrichastrum sexangulare,Polytrichastrum sexangulare,S4S5,s4s5,yellow,NA,unknown,unknown,NA,FALSE
Pseudisothecium cardotii,,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Lembophyllaceae,,,Pseudisothecium,cardotii,,,,accepted,1262636,Pseudisothecium cardotii,Pseudisothecium cardotii,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Pseudocrossidium hornschuchianum,,Hornschuch's Beard-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,,Pottiaceae,,,Pseudocrossidium,hornschuchianum,,,,accepted,167479,Pseudocrossidium hornschuchianum,Pseudocrossidium hornschuchianum,SNA,sna,not-listed,NA,unknown,unknown,NA,FALSE
Ptychostomum torquescens,,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Bryaceae,,,Ptychostomum,torquescens,,,,accepted,1122377,Ptychostomum torquescens,Ptychostomum torquescens,S4S5,s4s5,yellow,NA,unknown,unknown,NA,FALSE
Pulvigera papillosa,,,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Pulvigera,papillosa,,,,accepted,1237477,Pulvigera papillosa,Pulvigera papillosa,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Pulvigera pringlei,,,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Pulvigera,pringlei,,,,accepted,1309257,Pulvigera pringlei,Pulvigera pringlei,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Racomitrium lawtonae,,Lawton's Rock Moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,lawtonae,,,,accepted,167685,Racomitrium lawtonae,Racomitrium lawtonae,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Racomitrium pacificum,,,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,pacificum,,,,accepted,167691,Racomitrium pacificum,Racomitrium pacificum,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Reboulia hemisphaerica,,Hemisphaeric Liverwort,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,,Aytoniaceae,,,Reboulia,hemisphaerica,,,,accepted,56408,Reboulia hemisphaerica,Reboulia hemisphaerica,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Rhabdoweisia crispata,,Toothed Streak-moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Rhabdoweisiaceae,,,Rhabdoweisia,crispata,,,,accepted,167786,Rhabdoweisia crispata,Rhabdoweisia crispata,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Schistidium apocarpum,,Sessile Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Schistidium,apocarpum,,,,accepted,168566,Schistidium apocarpum,Schistidium apocarpum,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Schistidium confertum,,Compact Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Schistidium,confertum,,,,accepted,461421,Schistidium confertum,Schistidium confertum,S3,s3,blue,NA,unknown,unknown,NA,FALSE
Schistidium strictum,,Upright Brown Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Schistidium,strictum,,,,accepted,168586,Schistidium strictum,Schistidium strictum,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Schistochilopsis opacifolia,,Alpine Jagged Notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Schistochilopsis,opacifolia,,,,accepted,1049164,Schistochilopsis opacifolia,Schistochilopsis opacifolia,,NA,NA,NA,,,NA,FALSE
Sciuro-hypnum populeum,,Matted feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Sciuro-hypnum,populeum,,,,accepted,156141,Sciuro-hypnum populeum,Sciuro-hypnum populeum,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Sciuro-hypnum reflexum,,Cedar Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Sciuro-hypnum,reflexum,,,,accepted,818534,Sciuro-hypnum reflexum,Sciuro-hypnum reflexum,S4S5,s4s5,yellow,NA,unknown,unknown,NA,FALSE
Scleropodium cespitans,,Tufted Feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Scleropodium,cespitans,,,,accepted,67909,Scleropodium cespitans,Scleropodium cespitans,S4S5,s4s5,yellow,NA,unknown,unknown,NA,FALSE
Scleropodium touretii,,Glasswort Feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Scleropodium,touretii,,,,accepted,67907,Scleropodium touretii,Scleropodium touretii,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Tetrodontium repandum,,,Plantae,Bryophyta,,,Tetraphidopsida,,,Tetraphidales,,,,Tetraphidaceae,,,Tetrodontium,repandum,,,,accepted,169648,Tetrodontium repandum,Tetrodontium repandum,S3,s3,blue,NA,unknown,unknown,NA,FALSE
Tortula muralis,,Wall Screw-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,,Pottiaceae,,,Tortula,muralis,,,,accepted,123498,Tortula muralis,Tortula muralis,S4?,s4?,yellow,NA,unknown,unknown,NA,FALSE
Zygodon rupestris,,Park Yoke-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Zygodon,rupestris,,,,accepted,981326,Zygodon rupestris,Zygodon rupestris,S4S5,s4s5,yellow,NA,unknown,unknown,NA,FALSE
Andreaea alpestris,Hedw.,,Plantae,Bryophyta,,,Andreaeopsida,,,Andreaeales,,,,Andreaeaceae,,,Andreaea,alpestris,,,,accepted,158337,Andreaea alpestris,Andreaea alpestris,S3S4 (2011),s3s4,blue,NA,,,NA,FALSE
Apopellia endiviifolia,(Dicks.) Nebel & D.Quandt,Endive Pellia,Plantae,Marchantiophyta,,,Jungermanniopsida,Pelliidae,,Pelliales,,,,Pelliaceae,,,Apopellia,endiviifolia,,,,accepted,1020161,Apopellia endiviifolia,Apopellia endiviifolia,genus is in CDC records,NA,NA,NA,,,NA,FALSE
Barbula convoluta,Hedw.,lesser bird's-claw beard-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,,Pottiaceae,,,Streblotrichum,convolutum,,,,unaccepted,1137648,Streblotrichum convolutum,Streblotrichum convolutum,S4S5 (2015),s4s5,yellow,NA,,,NA,FALSE
Bazzania tricrenata,(Wahlenb.) Lindb.,Lesser Whipwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,,Lepidoziaceae,Bazzanioideae,,Bazzania,tricrenata,,,,accepted,159203,Bazzania tricrenata,Bazzania tricrenata,S4S5 (2015),s4s5,yellow,NA,,,NA,FALSE
Bryum meesioides,Kindb. in Mac.,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Bryaceae,,,Bryum,meesioides,,,,accepted,159546,Bryum meesioides,Bryum meesioides,S4S5 (2015),s4s5,yellow,NA,,,NA,FALSE
Cephalozia connivens,(Dicks.) Lindb.,Forcipated Pincerwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Cephaloziaceae,,,Fuscocephaloziopsis,connivens,,,,unaccepted,1020170,Fuscocephaloziopsis connivens,Fuscocephaloziopsis connivens,S2 (2015),s2,red,NA,,,NA,FALSE
Conocephalum conicum,(L.) Lindb.,Great Scented Liverwort,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,,Conocephalaceae,,,Conocephalum,conicum,,,,accepted,481941,Conocephalum conicum,Conocephalum conicum,SNR (2013),snr,not-listed,NA,,,NA,FALSE
Epipterygium tozeri,(Grev.) Lindb.,Tozer's Thread-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Epipterygium,tozeri,,,,accepted,67875,Epipterygium tozeri,Epipterygium tozeri,S3S4,s3s4,blue,NA,,,NA,FALSE
Eurhynchiastrum pulchellum,(Hedwig) Ignatov & Huttunen,Elegant Beaked Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Eurhynchiastrum,pulchellum,,,,accepted,447837,Eurhynchiastrum pulchellum,Eurhynchiastrum pulchellum,S5,s5,yellow,NA,,,NA,FALSE
Frullania tamarisci,(L.) Dumort.,Tamarisk Scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,,Frullaniaceae,,,Frullania,tamarisci,,,,accepted,163110,Frullania tamarisci,Frullania tamarisci,see notes,NA,NA,NA,,,NA,FALSE
Heterocladium procurrens,(Mitt.) Jaeg.,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Lembophyllaceae,,,Heterocladium,procurrens,,,,accepted,163714,Heterocladium procurrens,Heterocladium procurrens,S4S5 (2011),s4s5,yellow,NA,,,NA,FALSE
Hygrohypnum bestii,(Ren. & Bryhn) Broth.,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Amblystegiaceae,,,Hygrohypnum,bestii,,,,accepted,163886,Hygrohypnum bestii,Hygrohypnum bestii,S4 (2015),s4,yellow,NA,,,NA,FALSE
Marsupella aquatica,(Lindenb.) Schiffn.,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Gymnomitriaceae,,,Marsupella,aquatica,,,,accepted,1155356,Marsupella aquatica,Marsupella aquatica,genus is in CDC records,NA,NA,NA,,,NA,FALSE
Mnium hornum,Hedw.,Horn Calcareous Moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Mnium,hornum,,,,accepted,165489,Mnium hornum,Mnium hornum,not in CDC records,NA,NA,NA,,,NA,FALSE
Pulvigera lyellii,"(Hook. & Taylor) Plášek, Sawicki & Ochyra",Lyell's Bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Pulvigera,lyellii,,,,accepted,1123491,Pulvigera lyellii,Pulvigera lyellii,S4S5 (2015),s4s5,yellow,NA,,,NA,FALSE
Racomitrium fasciculare,(Hedw.) Brid.,Clustered Rock Moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,fasciculare,,,,accepted,119159,Racomitrium fasciculare,Racomitrium fasciculare,S4S5 (2015),s4s5,yellow,NA,,,NA,FALSE
Racomitrium ryszardii,Bednarek-Ochyra,Ryszard's Racomitrium Moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,ryszardii,,,,accepted,167694,Racomitrium ryszardii,Racomitrium ryszardii,S3S4 (Apr 2015),s3s4,blue,NA,,,NA,FALSE
Scapania diplophylloides,Amak & Hatt.,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Scapania,diplophylloides,,,,accepted,453087,Scapania diplophylloides,Scapania diplophylloides,S2 (2015),s2,red,NA,,,NA,FALSE
Sciuro-hypnum starkei,(Brid.) Schimp.,Starke's Ragged Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Sciuro-hypnum,starkei,,,,accepted,1016061,Sciuro-hypnum starkei,Sciuro-hypnum starkei,SU (2015),su,undetermined,NA,,,NA,FALSE
Sphagnum fallax,(H. Klinggräff) H. Klinggräff,Flat-top Bogmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,,Sphagnaceae,,,Sphagnum,fallax,,,,accepted,127361,Sphagnum fallax,Sphagnum fallax,SNA (2015),sna,not-listed,NA,,,NA,FALSE
Sphagnum henryense,Warnst.,Henry's Peatmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,,Sphagnaceae,,,Sphagnum,henryense,,,,accepted,169211,Sphagnum henryense,Sphagnum henryense,S4S5,s4s5,yellow,NA,,,NA,FALSE
Sphagnum magellanicum,Brid.,Magellanic Peatmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,,Sphagnaceae,,,Sphagnum,magellanicum,,,,accepted,143515,Sphagnum magellanicum,Sphagnum magellanicum,S4S5 (2015),s4s5,yellow,NA,,,NA,FALSE
