"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Carex subbracteata","Mack.","small-bracted sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Cyperaceae","Cyperoideae","Cariceae","Carex","subbracteata",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Ceratophyllum echinatum","A.Gray","spineless hornwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ceratophyllales",NA,NA,NA,"Ceratophyllaceae",NA,NA,"Ceratophyllum","echinatum",NA,NA,NA,"S4?","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Conioselinum gmelinii","(Cham. & Schltdl.) Steud.","Western Hemlock-parsley","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Apiales",NA,NA,NA,"Apiaceae","Apioideae",NA,"Conioselinum","gmelinii",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Deschampsia danthonioides","(Trin.) M+B942unro ex Benth.","annual hairgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Deschampsia","danthonioides",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
