"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Microtus drummondii","(Audubon & Bachman, 1854)","Western Meadow Vole","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","drummondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myocastor coypus","Molina, 1782","Nutria","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Hystricomorpha","Hystricognathi","Octodontoidea","Echimyidae","Echimyinae","Myocastorini","Myocastor","coypus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sciurus griseus","Ord, 1818","Western Grey Squirrel","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Sciurinae","Sciurini","Sciurus","griseus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorex monticolus","Merriam, 1890","Montane Shrew","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota",NA,NA,"Soricidae","Soricinae","Soricini","Sorex","monticolus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
