"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Liparis florae",NA,"Tidepool Snailfish","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Liparidae",NA,NA,"Liparis","florae",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
