"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Acteocina cerealis",NA,NA,"Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia",NA,"Cephalaspidea",NA,NA,"Bulloidea","Tornatinidae",NA,NA,"Acteocina","cerealis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acteocina culcitella",NA,"Western Barrel-Bubble","Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia",NA,"Cephalaspidea",NA,NA,"Bulloidea","Tornatinidae",NA,NA,"Acteocina","culcitella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinostola faeculenta",NA,"Hobnail Vase Anemone","Animalia","Cnidaria",NA,NA,"Anthozoa","Hexacorallia",NA,"Actiniaria","Enthemonae",NA,"Actinostoloidea","Actinostolidae",NA,NA,"Actinostola","faeculenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adalaria proxima","Alder & Hancock","Tuberculate Dorid","Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Doridoidei","Onchidoridoidea","Onchidorididae",NA,NA,"Adalaria","proxima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adalaria spp.","Bergh",NA,"Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Doridoidei","Onchidoridoidea","Onchidorididae",NA,NA,"Adalaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adocia sp.","Gray",NA,"Animalia","Porifera",NA,NA,"Demospongiae","Heteroscleromorpha",NA,"Haplosclerida",NA,NA,NA,"Chalinidae",NA,NA,"Haliclona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aegina citrea","Schuchert",NA,"Animalia","Cnidaria",NA,NA,"Hydrozoa","Trachylinae",NA,"Narcomedusae",NA,NA,NA,"Aeginidae",NA,NA,"Aegina","citrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aegires albopunctatus","MacFarland","Salt-and-pepper Doris","Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Doridoidei","Onchidoridoidea","Aegiridae",NA,NA,"Aegires","albopunctatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aeolidia papillosa","L.","Shag-rug Nudibranch","Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Aeolidina",NA,"Aeolidioidea","Aeolidiidae",NA,NA,"Aeolidia","papillosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aequorea spp.","Péron & Lesueur","Crystal Jellies","Animalia","Cnidaria",NA,NA,"Hydrozoa","Hydroidolina",NA,"Leptothecata",NA,NA,NA,"Aequoreidae",NA,NA,"Aequorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aglaodiaptomus leptopus",NA,NA,"Animalia","Arthropoda","Crustacea","Multicrustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida",NA,NA,NA,"Diaptomidae",NA,NA,"Aglaodiaptomus","leptopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aglaophenia spp.","Lamouroux","Ostrich-Plume Hydroids","Animalia","Cnidaria",NA,NA,"Hydrozoa","Hydroidolina",NA,"Leptothecata",NA,NA,"Plumularioidea","Aglaopheniidae",NA,NA,"Aglaophenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agonopsis vulsa","Jordan & Gilbert","Northern Spearnose Poacher","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Agonidae","Agonopsinae",NA,"Agonopsis","vulsa",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Akiodoris salacia",NA,"Salacia's Dorid","Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Doridoidei","Onchidoridoidea","Akiodorididae",NA,NA,"Akiodoris","salacia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alcyonidium gelatinosum","Robertson",NA,"Animalia","Bryozoa",NA,NA,"Gymnolaemata",NA,NA,"Ctenostomatida","Alcyonidiina",NA,"Alcyonidioidea","Alcyonidiidae",NA,NA,"Alcyonidium","gelatinosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alcyonidium pedunculatum","Robertson",NA,"Animalia","Bryozoa",NA,NA,"Gymnolaemata",NA,NA,"Ctenostomatida","Alcyonidiina",NA,"Alcyonidioidea","Alcyonidiidae",NA,NA,"Alcyonidium","pedunculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aldisa albomarginata","Millen","White-lined Aldisa","Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Doridoidei","Chromodoridoidea","Cadlinidae",NA,NA,"Aldisa","albomarginata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aldisa cooperi","Robilliard & Baba","Cooper's Aldisa","Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Doridoidei","Chromodoridoidea","Cadlinidae",NA,NA,"Aldisa","cooperi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allocyttus folletti",NA,"Oxeye Oreo","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Zeiformes",NA,NA,NA,"Oreosomatidae","Oreosomatinae",NA,"Allocyttus","folletti",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Ameiurus nebulosus","Lesueur","Brown Bullhead","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Ostariophysi","Siluriformes","Siluroidei",NA,NA,"Ictaluridae",NA,NA,"Ameiurus","nebulosus",NA,NA,NA,"SNA","Jul 2025","Exotic",NA,NA,NA,NA,NA
"Ammodytes hexapterus","Pallas","Arctic Sand Lance","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Labriformes","Uranoscopoidei",NA,NA,"Ammodytidae",NA,NA,"Ammodytes","hexapterus",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Ampharete finmarchica",NA,NA,"Animalia","Annelida",NA,NA,"Polychaeta","Sedentaria",NA,"Terebellida","Terebelliformia",NA,NA,"Ampharetidae","Ampharetinae",NA,"Ampharete","finmarchica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amphicteis mucronata",NA,NA,"Animalia","Annelida",NA,NA,"Polychaeta","Sedentaria",NA,"Terebellida","Terebelliformia",NA,NA,"Ampharetidae","Ampharetinae",NA,"Amphicteis","mucronata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amphilectus digitatus","Koltun","Glove Horny Sponge","Animalia","Porifera",NA,NA,"Demospongiae","Heteroscleromorpha",NA,"Poecilosclerida",NA,NA,NA,"Esperiopsidae",NA,NA,"Amphilectus","digitatus",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Amphiporus bimaculatus","Coe",NA,"Animalia","Nemertera",NA,NA,"Hoplonemertea",NA,NA,"Monostilifera","Eumonostilifera","Amphiporina",NA,"Amphiporidae",NA,NA,"Amphiporus","bimaculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amphissa columbiana","Dall","Wrinkled Amphissa","Animalia","Mollusca",NA,NA,"Gastropoda","Caenogastropoda",NA,"Neogastropoda",NA,NA,"Buccinoidea","Columbellidae",NA,NA,"Amphissa","columbiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amphissa versicolor","Dall","Variegate Amphissa","Animalia","Mollusca",NA,NA,"Gastropoda","Caenogastropoda",NA,"Neogastropoda",NA,NA,"Buccinoidea","Columbellidae",NA,NA,"Amphissa","versicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ampithoe dalli",NA,NA,"Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae",NA,NA,"Ampithoe","dalli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ampithoe lacertosa",NA,"Sea Lettuce Sea Flea","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Senticaudata","Corophiida","Corophioidea","Ampithoidae",NA,NA,"Ampithoe","lacertosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anarrhichthys ocellatus","Ayres","Wolf Eel","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Zoarcoidei",NA,NA,"Anarhichadidae",NA,NA,"Anarrhichthys","ocellatus",NA,NA,NA,"SNR",NA,"Not Reviewed","Not at Risk","May 2003",NA,NA,NA
"Angustassiminea californica",NA,"California Assiminea","Animalia","Mollusca",NA,NA,"Gastropoda","Caenogastropoda",NA,"Littorinimorpha",NA,NA,"Truncatelloidea","Assimineidae","Assimineinae",NA,"Angustassiminea","californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anisogammarus pugettensis",NA,NA,"Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Senticaudata","Gammarida","Gammaroidea","Anisogammaridae",NA,NA,"Anisogammarus","pugettensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anoplagonus inermis","Günther","Smooth Alligatorfish","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Agonidae","Anoplagoninae",NA,"Anoplagonus","inermis",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Anoplarchus insignis","Gilbert & Burke","Slender Cockscomb","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Zoarcoidei",NA,NA,"Stichaeidae","Xiphisterinae",NA,"Anoplarchus","insignis",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Anoplarchus purpurescens","Gill","High Cockscomb","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Zoarcoidei",NA,NA,"Stichaeidae","Xiphisterinae",NA,"Anoplarchus","purpurescens",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Anoplopoma fimbria",NA,"Sablefish","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Anoplopomatidae",NA,NA,"Anoplopoma","fimbria",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Anthopleura artemisia","Pickering in Dana","Moonglow Anemone","Animalia","Cnidaria",NA,NA,"Anthozoa","Hexacorallia",NA,"Actiniaria","Enthemonae",NA,"Actinioidea","Actiniidae",NA,NA,"Anthopleura","artemisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthopleura elegantissima","Brandt","Aggregating Anemone","Animalia","Cnidaria",NA,NA,"Anthozoa","Hexacorallia",NA,"Actiniaria","Enthemonae",NA,"Actinioidea","Actiniidae",NA,NA,"Anthopleura","elegantissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antiopella fusca","O'Donoghue,","White-and-orange-tipped Nudibranch","Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Janolina",NA,"Proctonotoidea","Janolidae",NA,NA,"Antiopella","fusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antiopella gelida","Millen","Frosty-tipped Nudibranch","Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Janolina",NA,"Proctonotoidea","Janolidae",NA,NA,"Antiopella","gelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aphrocallistes vastus","Schulze","Cloud sponge","Animalia","Porifera",NA,NA,"Hexactinellida","Hexasterophora",NA,"Sceptrulophora",NA,NA,NA,"Aphrocallistidae",NA,NA,"Aphrocallistes","vastus",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Aplidium californicum","Ritter & Forsyth","Pacific Sea Pork","Animalia","Chordata","Tunicata",NA,"Ascidiacea",NA,NA,"Aplousobranchia",NA,NA,NA,"Polyclinidae",NA,NA,"Aplidium","californicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aplidium solidum","Ritter & Forsyth","Sea Pork","Animalia","Chordata","Tunicata",NA,"Ascidiacea",NA,NA,"Aplousobranchia",NA,NA,NA,"Polyclinidae",NA,NA,"Aplidium","solidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apodichthys flavidus","Girard","Penpoint Gunnel","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Zoarcoidei",NA,NA,"Pholidae","Apodichthyinae",NA,"Apodichthys","flavidus",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Apodichthys fucorum","Jordan & Gilbert","Rockweed gunnel","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Zoarcoidei",NA,NA,"Pholidae","Apodichthyinae",NA,"Apodichthys","fucorum",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Apomatus geniculatus","Moore & Bush",NA,"Animalia","Annelida",NA,NA,"Polychaeta","Sedentaria",NA,"Sabellida",NA,NA,NA,"Serpulidae",NA,NA,"Apomatus","geniculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aporrectodea limicola",NA,NA,"Animalia","Annelida",NA,NA,"Clitellata","Oligochaeta",NA,"Crassiclitellata",NA,NA,NA,"Lumbricidae",NA,NA,"Aporrectodea","limicola",NA,NA,NA,"SNA","Oct 2024","Exotic",NA,NA,NA,NA,NA
"Apostichopus californicus","Stimpson","giant California sea cucumber","Animalia","Echinodermata","Echinozoa",NA,"Holothuroidea","Actinopoda",NA,"Synallactida",NA,NA,NA,"Stichopodidae",NA,NA,"Apostichopus","californicus",NA,NA,NA,"SNR","Mar 2022","Not Reviewed",NA,NA,NA,NA,NA
"Apristurus brunneus",NA,"Brown Catshark","Animalia","Chordata","Vertebrata",NA,"Chondrichthyes","Elasmobranchii","Galeomorphi","Carcharhiniformes",NA,NA,NA,"Pentanchidae",NA,NA,"Apristurus","brunneus",NA,NA,NA,"SNR",NA,"Not Reviewed","Data Deficient","Apr 2007",NA,NA,NA
"Arctonoe fragilis","Baird","Frilled Commensal Scaleworm","Animalia","Annelida",NA,NA,"Polychaeta","Errantia",NA,"Phyllodocida","Aphroditiformia",NA,NA,"Polynoidae","Arctonoinae",NA,"Arctonoe","fragilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arctonoe pulchra","Johnson","Red Commensal Scaleworm","Animalia","Annelida",NA,NA,"Polychaeta","Errantia",NA,"Phyllodocida","Aphroditiformia",NA,NA,"Polynoidae","Arctonoinae",NA,"Arctonoe","pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arctonoe vittata","Grube","Red-banded Commensal Scaleworm","Animalia","Annelida",NA,NA,"Polychaeta","Errantia",NA,"Phyllodocida","Aphroditiformia",NA,NA,"Polynoidae","Arctonoinae",NA,"Arctonoe","vittata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argis alaskensis",NA,"Alaska Argid","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Crangonoidea","Crangonidae",NA,NA,"Argis","alaskensis",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Armina californica","Cooper","Striped Nudibranch","Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Arminina",NA,"Arminoidea","Arminidae",NA,NA,"Armina","californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Artedius fenestralis","D.S. Jordan & C.H. Gilbert","Padded Sculpin","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Psychrolutidae",NA,NA,"Artedius","fenestralis",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Artedius harringtoni","Starks","Scalyhead Sculpin","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Psychrolutidae",NA,NA,"Artedius","harringtoni",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Artedius lateralis","Girard","Smoothhead Sculpin","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Psychrolutidae",NA,NA,"Artedius","lateralis",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Ascidia callosa",NA,NA,"Animalia","Chordata","Tunicata",NA,"Ascidiacea",NA,NA,"Phlebobranchia",NA,NA,NA,"Ascidiidae",NA,NA,"Ascidia","callosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ascidia ceratodes","Huntsman",NA,"Animalia","Chordata","Tunicata",NA,"Ascidiacea",NA,NA,"Phlebobranchia",NA,NA,NA,"Ascidiidae",NA,NA,"Ascidia","ceratodes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ascidia columbiana","Huntsman / Stimpson",NA,"Animalia","Chordata","Tunicata",NA,"Ascidiacea",NA,NA,"Phlebobranchia",NA,NA,NA,"Ascidiidae",NA,NA,"Ascidia","columbiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ascidia paratropa","Huntsman",NA,"Animalia","Chordata","Tunicata",NA,"Ascidiacea",NA,NA,"Phlebobranchia",NA,NA,NA,"Ascidiidae",NA,NA,"Ascidia","paratropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asemichthys taylori","Gilbert","Spinynose Sculpin","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Psychrolutidae",NA,NA,"Asemichthys","taylori",NA,NA,NA,"SNR",NA,"Not Reviewed","Data Deficient","May 1997",NA,NA,NA
"Astarte esquimalti",NA,"Wavy-Line Astarte","Animalia","Mollusca",NA,NA,"Bivalvia","Autobranchia",NA,"Carditida",NA,NA,"Crassatelloidea","Astartidae","Astartinae",NA,"Astarte","esquimalti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atalodoris jannae","Millen","Janna's Dorid","Animalia","Mollusca",NA,NA,"Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Doridoidei","Onchidoridoidea","Onchidorididae",NA,NA,"Atalodoris","jannae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atheresthes stomias","Jordan & Gilbert","Arrowtooth Flounder","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Carangiformes","Pleuronectoidei",NA,NA,"Pleuronectidae","Atheresthinae",NA,"Atheresthes","stomias",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Aulorhynchus flavidus","T.N. Gill","Tubesnout","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Gasterosteoidei",NA,NA,"Aulorhynchidae",NA,NA,"Aulorhynchus","flavidus",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Aurelia labiata","L.","Greater Moon Jelly","Animalia","Cnidaria",NA,NA,"Scyphozoa","Discomedusae",NA,"Semaeostomeae",NA,NA,NA,"Ulmaridae","Aureliinae",NA,"Aurelia","labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Balaenoptera acutorostrata","Lacépède","Common Minke Whale","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Whippomorpha","Cetacea",NA,"Balaenopteridae",NA,NA,"Balaenoptera","acutorostrata",NA,NA,NA,"S4?N","Mar 2022","Yellow","Not at Risk","Apr 2006",NA,NA,NA
"Balanophyllia elegans","Verrill","Orange Cup Coral","Animalia","Cnidaria",NA,NA,"Anthozoa","Hexacorallia",NA,"Scleractinia",NA,NA,NA,"Dendrophylliidae",NA,NA,"Balanophyllia","elegans",NA,NA,NA,"SNR","Mar 2022","Not Reviewed",NA,NA,NA,NA,NA
"Balanus crenatus","Bruguière","Wrinkled Barnacle","Animalia","Arthropoda","Crustacea","Multicrustacea","Hexanauplia","Thecostraca","Thoracicalcarea","Balanomorpha",NA,NA,"Balanoidea","Balanidae",NA,NA,"Balanus","crenatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Balanus glandula","Darwin","Pacific Acorn Barnacle","Animalia","Arthropoda","Crustacea","Multicrustacea","Hexanauplia","Thecostraca","Thoracicalcarea","Balanomorpha",NA,NA,"Balanoidea","Balanidae",NA,NA,"Balanus","glandula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Balanus nubilus","Darwin","Giant Acorn Barnacle","Animalia","Arthropoda","Crustacea","Multicrustacea","Hexanauplia","Thecostraca","Thoracicalcarea","Balanomorpha",NA,NA,"Balanoidea","Balanidae",NA,NA,"Balanus","nubilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Balanus rostratus","Hoek","Rostrate Barnacle","Animalia","Arthropoda","Crustacea","Multicrustacea","Hexanauplia","Thecostraca","Thoracicalcarea","Balanomorpha",NA,NA,"Balanoidea","Balanidae",NA,NA,"Balanus","rostratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bankia setacea","Tryon",NA,"Animalia","Mollusca",NA,NA,"Bivalvia","Autobranchia","Imparidentia","Myida",NA,NA,"Pholadoidea","Teredinidae","Bankiinae",NA,"Bankia","setacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barentsia sp.","Hincks",NA,"Animalia","Entoprocta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barentsiidae",NA,NA,"Barentsia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyagonus alascanus",NA,"Gray Starsnout","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Agonidae","Bathyagoninae",NA,"Bathyagonus","alascanus",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Bathyagonus infraspinatus","Gilbert","Spinycheek Starsnout","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Agonidae","Bathyagoninae",NA,"Bathyagonus","infraspinatus",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Bathyagonus latifrons",NA,"Blacktip Poacher","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Agonidae","Bathyagoninae",NA,"Bathyagonus","latifrons",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Bathyagonus leiops",NA,"Smootheye Poacher","Animalia","Chordata","Vertebrata",NA,"Actinopterygii",NA,"Acanthomorpha","Perciformes","Cottoidei",NA,NA,"Agonidae","Bathyagoninae",NA,"Bathyagonus","leiops",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
