"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Cladonia umbricola","Tønsberg & Ahti.","Shaded Cladonia","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","umbricola",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia uncialis","(l.) F. H. Wigg.","Thorn Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","uncialis",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia verruculosa","(Vain.) Ahti","Western Wand Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","verruculosa",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Cyclohymenia epilithica","Henssen",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecideales",NA,NA,NA,"Lecideaceae",NA,NA,"Cyclohymenia","epilithica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dermatocarpon miniatum","(L.) W. Mann","blushing stippleback","Fungi","Basidiomycota","Agaricomycotina",NA,"Eurotiomycetes","Chaetothyriomycetidae",NA,"Verrucariales",NA,NA,NA,"Verrucariaceae",NA,NA,NA,NA,NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Dermatocarpon reticulatum","H. Magn.","sandpaper stippleback","Fungi","Basidiomycota","Agaricomycotina",NA,"Eurotiomycetes","Chaetothyriomycetidae",NA,"Verrucariales",NA,NA,NA,"Verrucariaceae",NA,NA,NA,NA,NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Diploschistes scruposus","(Schreber) Norman","Crater Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Ostropales",NA,NA,NA,"Graphidaceae",NA,NA,"Diploschistes","scruposus",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Evernia prunastri","(L.) Ach.","Oakmoss","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Evernia","prunastri",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Flavoplaca marina","(Wedd.) Arup",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,NA,"Teloschistaceae","Xanthorioideae",NA,"Flavoplaca","marina",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Fuscopannaria cyanolepra","(Tuck.) P.M. Jörg.","disintegrating crackers","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Pannariaceae",NA,NA,"Fuscopannaria","cyanolepra",NA,NA,NA,"S3S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Fuscopannaria leucostictoides","(Ohlsson) P.M. Jörg.","Petaled Shingle Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Pannariaceae",NA,NA,"Fuscopannaria","leucostictoides",NA,NA,NA,"S4?","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Glaucomaria carpinea","(L.) Vain.","Rim lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Lecanoraceae",NA,NA,"Glaucomaria","carpinea",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Gowardia nigricans","(Ach.) P. Halonen, L. Myllys, S. Velmala, & H. Hyvarinen","Gray Witch's Hair","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Gowardia","nigricans",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Graphis scripta","(L.) Ach.","Common Script Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Ostropales",NA,NA,NA,"Graphidaceae",NA,NA,"Graphis","scripta",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Gyalideopsis piceicola","W.J. Noble & V?zda",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Ostropales",NA,NA,NA,"Gomphillaceae",NA,NA,"Gyalideopsis","piceicola",NA,NA,NA,"S4","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Halokirschsteiniothelia maritima","(Linder) Boonmee & K. D. Hyde",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Dothideomycetes","Pleosporomycetidae",NA,"Mytilinidiales",NA,NA,NA,"Mytilinidiaceae",NA,NA,"Halokirschsteiniothelia","maritima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydropunctaria maura","(Wahlenb.) Keller","Wart Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Eurotiomycetes","Chaetothyriomycetidae",NA,"Verrucariales",NA,NA,NA,"Verrucariaceae",NA,NA,"Hydropunctaria","maura",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Hypogymnia apinnata","Goward & McCune","Beaded Tube Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Hypogymnia","apinnata",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Hypogymnia duplicata","(Ach.) Rass.","Ticker-tape Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Hypogymnia","duplicata",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Hypogymnia enteromorpha","(Ach.) Nyl.","Budding Tube Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Hypogymnia","enteromorpha",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Hypogymnia imshaugii","krog","Imshaug's Tube Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Hypogymnia","imshaugii",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Hypogymnia inactiva","(Krog) Ohlsson","Mottled Tube Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Hypogymnia","inactiva",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Hypogymnia metaphysodes","(Asah.) Rass.",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Hypogymnia","metaphysodes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypogymnia occidentalis","L. Pike","Lattice Tube Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Hypogymnia","occidentalis",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Hypogymnia physodes","(l.) Nyl.","Hooded Tube Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Hypogymnia","physodes",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Hypogymnia rugosa","(G. Merr.) L. Pike","Wrinkled Tube Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Hypogymnia","rugosa",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Hypogymnia tubulosa","(Schaer.) Hav.","Powder-headed Tube Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Hypogymnia","tubulosa",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Hypotrachyna sinuosa","(Sm.) Hale","Green Loop Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Hypotrachyna","sinuosa",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Icmadophila ericetorum","(L.) Zahlbr.","Candy Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,NA,"Icmadophilaceae",NA,NA,"Icmadophila","ericetorum",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Imshaugia aleurites","(Ach.) S.L.F. Meyer","Salted Starburst Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Imshaugia","aleurites",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Ionaspis sp.",NA,NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Hymeneliales",NA,NA,NA,"Hymeneliaceae",NA,NA,"Ionaspis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japewia subaurifera","Muhr & Tønsberg",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Ramalinaceae",NA,NA,"Japewia","subaurifera",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Japewia tornoensis","(Nyl.) Tønsberg","Hidden Dot Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Ramalinaceae",NA,NA,"Japewia","tornoensis",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Kaernefeltia merrillii","(Du Rietz) Thell & Goward","Flattened thornbush lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Kaernefeltia","merrillii",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Lecanora farinaria","Borrer",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Lecanoraceae",NA,NA,"Lecanora","farinaria",NA,NA,NA,"S4S5","Apr 2023","Yellow",NA,NA,NA,NA,NA
"Lecanora pulicaris","(Pers.) Ach.","Common Rim Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Lecanoraceae",NA,NA,"Lecanora","pulicaris",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Lecanora stanislai","Guzow-Krzem., Łubek, Malíček & Kukwa",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Lecanoraceae",NA,NA,"Lecanora","stanislai",NA,NA,NA,"SU","Apr 2025","Unknown",NA,NA,NA,NA,NA
"Lecanora xylophila","(Ach.) Nyl.","Driftwood Rim-lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Lecanoraceae",NA,NA,"Lecanora","xylophila",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Lecidea atrobrunnea","(Ramond ex Lam. & DC.) Schaer.","Brown Tile Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecideales",NA,NA,NA,"Lecideaceae",NA,NA,"Lecidea","atrobrunnea",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Lecidella euphorea","(Flörke) Hertel","Bark Disk Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Lecanoraceae",NA,NA,"Lecidella","euphorea",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Lepra amara","(Ach.) Hafellner","bitter wart lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,NA,"Pertusariaceae",NA,NA,"Lepra","amara",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Lepra ophthalmiza","(Nyl.) Nyl.","Ragged Wart Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,NA,"Pertusariaceae",NA,NA,"Lepra","ophthalmiza",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Lepraria albicans","Th. Fr.","White Dust Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Stereocaulaceae",NA,NA,"Lepraria","albicans",NA,NA,NA,"SU","Feb 2020","Unknown",NA,NA,NA,NA,NA
"Lepraria caesioalba","(B. de Lesd.) J.R. Laundon",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Stereocaulaceae",NA,NA,"Lepraria","caesioalba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepraria finkii","(B. de Lesd.) R.C. Harris","Fluffy Dust Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Stereocaulaceae",NA,NA,"Lepraria","finkii",NA,NA,NA,"SU","Feb 2020","Unknown",NA,NA,NA,NA,NA
"Lepraria jackii","Tønsberg",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Stereocaulaceae",NA,NA,"Lepraria","jackii",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Lepraria lobificans","Nyl.",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Stereocaulaceae",NA,NA,"Lepraria","lobificans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepraria membranacea","(Dicks.) Vain.",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Stereocaulaceae",NA,NA,"Lepraria","membranacea",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Lepraria neglecta","(B. de Lesd.) Tretiach & Baruffo","Zoned Dust Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Stereocaulaceae",NA,NA,"Lepraria","neglecta",NA,NA,NA,"S5","Apr 2023","Yellow",NA,NA,NA,NA,NA
"Lepraria pacifica","Lendemer","Pacific Dust Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Stereocaulaceae",NA,NA,"Lepraria","pacifica",NA,NA,NA,"S5","Apr 2023","Yellow",NA,NA,NA,NA,NA
"Lepraria torii","Pérez-Ort. & T. Sprib.",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Stereocaulaceae",NA,NA,"Lepraria","torii",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Letharia columbiana","(Nutt.) J.W. Thomson","Brown-eyed Wolf Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Letharia","columbiana",NA,NA,NA,"S4","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Letharia lupina","Altermann, Leavitt & Goward","mountain wolf","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Letharia","lupina",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Letharia vulpina","(L.) Hue","wolf lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Letharia","vulpina",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Lichenomphalia ericetorum","(L.) Redhead, Lutzoni, Moncalvo & Vilgalys","Lichen Agaric","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Hygrophorineae",NA,NA,"Hygrophoraceae","Lichenomphalioideae","Lichenomphalieae","Lichenomphalia","ericetorum",NA,NA,NA,"S5","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Lobaria anomala","Brodo & Ahti","Netted Specklebelly","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Lobariaceae",NA,NA,"Lobaria","anomala",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Lobaria linita","(Ach.) Rabenh.","Cabbage Lung Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Lobariaceae",NA,NA,"Lobaria","linita",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Lobaria oregana","(Tuck.) Müll.Arg.","Lettuce Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Lobariaceae",NA,NA,"Lobaria","oregana",NA,NA,NA,"S3S4","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Lobaria pulmonaria","(L.) Hoffm.","Tree Lungwort","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Lobariaceae",NA,NA,"Lobaria","pulmonaria",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Lopadium pezizoideum","(Ach.) Körb.","Moss Urn Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecideales",NA,NA,NA,"Lopadiaceae",NA,NA,"Lopadium","pezizoideum",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Massalongia carnosa","(Dickson) Körb.","Rockmoss Rosette Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Massalongiaceae",NA,NA,"Massalongia","carnosa",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Melanelia hepatizon","(Ach.) Thell","Rimmed Camouflage Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Melanelia","hepatizon",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Melanelixia fuliginosa","(Fr. ex Duby) O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw.","Shiny Camouflage Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Melanelixia","fuliginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melanelixia subaurifera","(Nyl.) O. Blanco et al.","Abraded Camouflage Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Melanelixia","subaurifera",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Melanohalea exasperatula","(Nyl.) O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch.","Lustrous Camouflage Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Melanohalea","exasperatula",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Melanohalea multispora","(A. Schneider) Essl.","Many-spored Camouflage Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Melanohalea","multispora",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Menegazzia subsimilis","(H. Magn.) R. Sant.","Tree Flute Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Menegazzia","subsimilis",NA,NA,NA,"S4","Apr 2010","Yellow",NA,NA,NA,NA,NA
"Menegazzia terebrata","(Hoffm.) A. Massal.","Port-hole Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Menegazzia","terebrata",NA,NA,NA,"S4","Apr 2010","Yellow",NA,NA,NA,NA,NA
"Microthyrium macrosporum","Speg.",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Dothideomycetes",NA,NA,"Microthyriales",NA,NA,NA,"Microthyriaceae",NA,NA,"Microthyrium","macrosporum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montanelia disjuncta","(Erichsen) Essl.","Mealy Camouflage Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Montanelia","disjuncta",NA,NA,NA,"S4S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Montanelia panniformis","(Nyl.) Essl.","Shingled Camouflage Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Montanelia","panniformis",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Multiclavula mucida","(Fr.) R. Petersen","White green-algae coral","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Cantharellales",NA,NA,NA,"Hydnaceae",NA,NA,"Multiclavula","mucida",NA,NA,NA,"SU","Mar 2021","Unknown",NA,NA,NA,NA,NA
"Mycobilimbia berengeriana","(A. Massal.) Nyl.","Berenger's mycobilimbia lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecideales",NA,NA,NA,"Lecideaceae",NA,NA,"Mycobilimbia","berengeriana",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Mycoblastus affinis","(Schaer.) Schauer","White Heart Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Tephromelataceae",NA,NA,"Mycoblastus","affinis",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Mycoblastus sanguinarius","(L.) Norman","Bloody-heart Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Tephromelataceae",NA,NA,"Mycoblastus","sanguinarius",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Mycocalicium subtile","(Pers.) Szatala","Snag Pin","Fungi","Ascomycota","Pezizomycotina",NA,"Eurotiomycetes","Mycocaliciomycetidae",NA,"Mycocaliciales",NA,NA,NA,"Sphinctrinaceae",NA,NA,"Mycocalicium","subtile",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Myochroidea leprosula","(Arnold) Printzen, T. Sprib. & Tønsberg",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,NA,NA,NA,"Myochroidea","leprosula",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Nephroma arcticum","(l.) torss.","Arctic Kidney Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Nephromataceae",NA,NA,"Nephroma","arcticum",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Nephroma laevigatum","Ach.","Mustard Kidney Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Nephromataceae",NA,NA,"Nephroma","laevigatum",NA,NA,NA,"S4S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Nephroma parile","(Ach.) Ach.","Powdery Kidney Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Nephromataceae",NA,NA,"Nephroma","parile",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
