"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Dicranum condensatum","Hedw.","Condensed Dicranum Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Dicranaceae",NA,NA,"Dicranum","condensatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mnium hornum","Hedw.","Horn Calcareous Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Bryales",NA,NA,NA,"Mniaceae",NA,NA,"Mnium","hornum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
