"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Andreaea rupestris","Hedw.","Black Rock Moss","Plantae","Bryophyta",NA,NA,"Andreaeopsida",NA,NA,"Andreaeales",NA,NA,NA,"Andreaeaceae",NA,NA,"Andreaea","rupestris",NA,NA,NA,"S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Andreaea sinuosa","B.M. Murray",NA,"Plantae","Bryophyta",NA,NA,"Andreaeopsida",NA,NA,"Andreaeales",NA,NA,NA,"Andreaeaceae",NA,NA,"Andreaea","sinuosa",NA,NA,NA,"S3?","Apr 2024","Blue",NA,NA,NA,NA,NA
"Aneura pinguis","(L.) Dum.","greasewort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Metzgeriidae",NA,"Metzgeriales",NA,NA,NA,"Aneuraceae",NA,NA,"Aneura","pinguis",NA,NA,NA,"S4","Apr 2021","Yellow",NA,NA,NA,NA,NA
"Anoectangium aestivum","(Hedwig) Mitten, J. Linn.","Summer-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Pottiales",NA,NA,NA,"Pottiaceae",NA,NA,"Anoectangium","aestivum",NA,NA,NA,"S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Anthelia julacea","(L.) Dum.","Alpine Silverwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Jungermanniineae",NA,NA,"Antheliaceae",NA,NA,"Anthelia","julacea",NA,NA,NA,"S4","Apr 2021","Yellow",NA,NA,NA,NA,NA
"Anthelia juratzkana","(Limpr.) Trev.","Juratzka's Silverwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Jungermanniineae",NA,NA,"Antheliaceae",NA,NA,"Anthelia","juratzkana",NA,NA,NA,"S4","Apr 2021","Yellow",NA,NA,NA,NA,NA
"Anthoceros punctatus (=A. fusiformis?)","L.","Dotted Hornwort","Plantae","Anthocerotophyta",NA,NA,"Anthocerotopsida","Anthocerotidae",NA,"Anthocerotales",NA,NA,NA,"Anthocerotaceae",NA,NA,"Anthoceros","punctatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antitrichia californica","Sull. in Lesq.","California antitrichia moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Antitrichiaceae",NA,NA,"Antitrichia","californica",NA,NA,NA,"S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Antitrichia curtipendula","(Hedw.) Brid.","Pendulous Wing-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Antitrichiaceae",NA,NA,"Antitrichia","curtipendula",NA,NA,NA,"S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Aongstroemia longipes","(Sommerfelt) Bruch & Schimper","Sprig Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Aongstroemiaceae",NA,NA,"Aongstroemia","longipes",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Aongstroemia schreberiana","(Hedw.) Lindb.","Schreber's Forklet-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Aongstroemiaceae",NA,NA,"Aongstroemia","schreberiana",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Apopellia endiviifolia","(Dicks.) Nebel & D.Quandt","Endive Pellia","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Pelliidae",NA,"Pelliales",NA,NA,NA,"Pelliaceae",NA,NA,"Apopellia","endiviifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arctoa blyttii","(Bruch & Schimp.) Kindb.","Blytt's Fork-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Rhabdoweisiaceae",NA,NA,"Arctoa","blyttii",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Arctoa fulvella","(Dicks.) Bruch & Schimp. B18","Tawny Fork Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Rhabdoweisiaceae",NA,NA,"Arctoa","fulvella",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Arctoa starkei","(Web. & Mohr) Loeske","Starke's Fork-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Rhabdoweisiaceae",NA,NA,"Arctoa","starkei",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Atrichum selwynii","Aust.","Selwyn's Smoothcap","Plantae","Bryophyta",NA,NA,"Polytrichopsida",NA,NA,"Polytrichales",NA,NA,NA,"Polytrichaceae",NA,NA,"Atrichum","selwynii",NA,NA,NA,"S5?","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Atrichum tenellum","(Röhl.) Bruch & Schimp.","Slender Smoothcap","Plantae","Bryophyta",NA,NA,"Polytrichopsida",NA,NA,"Polytrichales",NA,NA,NA,"Polytrichaceae",NA,NA,"Atrichum","tenellum",NA,NA,NA,"S3?","Apr 2024","Blue",NA,NA,NA,NA,NA
"Atrichum undulatum","(Hedw.) P. Beauv.","Catherine's moss","Plantae","Bryophyta",NA,NA,"Polytrichopsida",NA,NA,"Polytrichales",NA,NA,NA,"Polytrichaceae",NA,NA,"Atrichum","undulatum",NA,NA,NA,"S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Aulacomnium androgynum","(Hedw.) Schwägr.","Bud-headed Groove-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Aulacomniales",NA,NA,NA,"Aulacomniaceae",NA,NA,"Aulacomnium","androgynum",NA,NA,NA,"S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Aulacomnium palustre","(Hedw.) Schwägr.","ribbed bog moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Aulacomniales",NA,NA,NA,"Aulacomniaceae",NA,NA,"Aulacomnium","palustre",NA,NA,NA,"S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Barbilophozia barbata","(Schmid. ex Schreb.) Loeske","Bearded Pawwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Cephaloziineae",NA,NA,"Anastrophyllaceae",NA,NA,"Barbilophozia","barbata",NA,NA,NA,"S5","Apr 2015","Yellow",NA,NA,NA,NA,NA
"Barbilophozia hatcheri","(Evans) Loeske","Hatcher's Pawwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Cephaloziineae",NA,NA,"Anastrophyllaceae",NA,NA,"Barbilophozia","hatcheri",NA,NA,NA,"S5","Apr 2015","Yellow",NA,NA,NA,NA,NA
"Barbilophozia lycopodioides","(Wallr.) Loeske","Greater Pawwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Cephaloziineae",NA,NA,"Anastrophyllaceae",NA,NA,"Barbilophozia","lycopodioides",NA,NA,NA,"S5","Apr 2015","Yellow",NA,NA,NA,NA,NA
"Barbilophozia sudetica","(Nees ex Huebener) L. Soderstr., De Roo & Hedd.","Hill Notchwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Cephaloziineae",NA,NA,"Anastrophyllaceae",NA,NA,"Barbilophozia","sudetica",NA,NA,NA,"S4","Apr 2021","Yellow",NA,NA,NA,NA,NA
"Barbula unguiculata","Hedw.","Bird's-Claw Beard-Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Pottiales",NA,NA,NA,"Pottiaceae",NA,NA,"Barbula","unguiculata",NA,NA,NA,"S3S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Bartramia ithyphylla","Brid.","Stiff Apple-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Bartramiales",NA,NA,NA,"Bartramiaceae",NA,NA,"Bartramia","ithyphylla",NA,NA,NA,"S5?","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Bartramia pomiformis","Hedw.","Common Apple-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Bartramiales",NA,NA,NA,"Bartramiaceae",NA,NA,"Bartramia","pomiformis",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Bazzania ambigua","(Lindenb.) Treb.",NA,"Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Lophocoleineae",NA,NA,"Lepidoziaceae","Bazzanioideae",NA,"Bazzania","ambigua",NA,NA,NA,"S4","Apr 2021","Yellow",NA,NA,NA,NA,NA
"Bazzania denudata","(Torr. ex Gott. et al.) Trev.","Bazzania Liverwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Lophocoleineae",NA,NA,"Lepidoziaceae","Bazzanioideae",NA,"Bazzania","denudata",NA,NA,NA,"S4","Apr 2021","Yellow",NA,NA,NA,NA,NA
"Bazzania tricrenata","(Wahlenb.) Lindb.","Lesser Whipwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Lophocoleineae",NA,NA,"Lepidoziaceae","Bazzanioideae",NA,"Bazzania","tricrenata",NA,NA,NA,"S4S5","2015","Yellow",NA,NA,NA,NA,NA
"Blasia pusilla","L.","Common Kettlewort","Plantae","Marchantiophyta",NA,NA,"Marchantiopsida","Blasiidae",NA,"Blasiales",NA,NA,NA,"Blasiaceae",NA,NA,"Blasia","pusilla",NA,NA,NA,"S4","Apr 2021","Yellow",NA,NA,NA,NA,NA
"Blepharostoma trichophyllum","(L.) Dum.","Hairy Threadwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Lophocoleineae",NA,NA,"Blepharostomataceae",NA,NA,"Blepharostoma","trichophyllum",NA,NA,NA,"S4S5","Apr 2023","Yellow",NA,NA,NA,NA,NA
"Blindia acuta","(Hedw.) Bruch & Schimp. B63","Sharp-leaved Blindia","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Grimmiales",NA,NA,NA,"Seligeriaceae",NA,NA,"Blindia","acuta",NA,NA,NA,"S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Brachydontium olympicum","(Britt. in Frye) McIntosh & Spence","Olympic Brachydontium Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Grimmiales",NA,NA,NA,"Ptychomitriaceae",NA,NA,"Brachydontium","olympicum",NA,NA,NA,"S3","Apr 2024","Blue",NA,NA,NA,NA,NA
"Brachytheciastrum collinum","(Schleich. ex C. Müll.) Schimp. in B.S.G.",NA,"Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Brachytheciaceae",NA,NA,"Brachytheciastrum","collinum",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Brachytheciastrum leibergii","(Kindb.) Ignatov & Huttunen","Leiberg's Ragged Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Brachytheciaceae",NA,NA,"Brachytheciastrum","leibergii",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Brachytheciastrum velutinum var. velutinum","(Hedw.) Schimp. B88","Velvet Ragged Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Brachytheciaceae",NA,NA,"Brachytheciastrum","velutinum","velutinum",NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Brachythecium albicans","(Hedw.) Schimp. in B.S.G.","Whitish Feather-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Brachytheciaceae",NA,NA,"Brachythecium","albicans",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Brachythecium asperrimum","(Mitt.) A.Jaeger",NA,"Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Brachytheciaceae",NA,NA,"Brachythecium","asperrimum",NA,NA,NA,"S5?","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Brachythecium erythrorrhizon var. erythrorrhizon","Schimp. in B.S.G.",NA,"Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Brachytheciaceae",NA,NA,"Brachythecium","erythrorrhizon","erythrorrhizon",NA,NA,"S3S4","Apr 2022","Yellow",NA,NA,NA,NA,NA
"Brachythecium frigidum","(C. Müll.) Besch.","cold brachythecium moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Brachytheciaceae",NA,NA,"Brachythecium","frigidum",NA,NA,NA,"S5?","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Brachythecium hylotapetum","B. Hig. & N. Hig.",NA,"Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Brachytheciaceae",NA,NA,"Brachythecium","hylotapetum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachythecium rutabulum","(Hedw.) Schimp. .","Rough-stalked Feather-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Brachytheciaceae",NA,NA,"Brachythecium","rutabulum",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Brachythecium salebrosum","(Web. & Mohr) Schimp.","Smooth-stalk Feather-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Brachytheciaceae",NA,NA,"Brachythecium","salebrosum",NA,NA,NA,"SU","Apr 2022","Unknown",NA,NA,NA,NA,NA
"Brideliella wahlenbergii","(Bruch & Schimp.) Loeske","Wahlenberg's Spur Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Rhabdoweisiaceae",NA,NA,"Brideliella","wahlenbergii",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Brotherella roellii","(Ren. & Card. in Röll) Fleisch.","Roell's Brotherella Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Sematophyllaceae","Pylaisiadelphoideae",NA,"Brotherella","roellii",NA,NA,NA,"S3?","Apr 2024","Blue","Endangered","Nov 2010","1","Endangered","Jun 2018"
"Bryoerythrophyllum recurvirostrum","(Hedwig) P. C. Chen","Red Beard-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Pottiales",NA,NA,NA,"Pottiaceae",NA,NA,"Bryoerythrophyllum","recurvirostrum",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Bryum argenteum var. argenteum","Hedw.",NA,"Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Bryales",NA,NA,NA,"Bryaceae",NA,NA,"Bryum","argenteum","argenteum",NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Bryum calobryoides","Spence","Beautiful Bryum","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Bryales",NA,NA,NA,"Bryaceae",NA,NA,"Bryum","calobryoides",NA,NA,NA,"S3S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Bryum meesioides","Kindb. in Mac.",NA,"Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Bryales",NA,NA,NA,"Bryaceae",NA,NA,"Bryum","meesioides",NA,NA,NA,"S4S5","2024","Yellow",NA,NA,NA,NA,NA
"Bucklandiella brevipes","(Cardot) Bednarek-Ochyra & Ochyra",NA,"Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Grimmiales",NA,NA,NA,"Grimmiaceae",NA,NA,"Bucklandiella","brevipes",NA,NA,NA,"S3S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Bucklandiella occidentalis","(E.Lawton) Bednarek-Ochyra & Ochyra",NA,"Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Grimmiales",NA,NA,NA,"Grimmiaceae",NA,NA,"Bucklandiella","occidentalis",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Buxbaumia aphylla","Hedw.","Bug-on-a-stick","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Buxbaumiales",NA,NA,NA,"Buxbaumiaceae",NA,NA,"Buxbaumia","aphylla",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Buxbaumia piperi","Best",NA,"Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Buxbaumiales",NA,NA,NA,"Buxbaumiaceae",NA,NA,"Buxbaumia","piperi",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Buxbaumia viridis","(DC.) Moug. & Nestl.","Buxbaumia Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Buxbaumiales",NA,NA,NA,"Buxbaumiaceae",NA,NA,"Buxbaumia","viridis",NA,NA,NA,"S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Calcidicranella pacifica","(E.Lawton) Ochyra",NA,"Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Aongstroemiaceae",NA,NA,"Calcidicranella","pacifica",NA,NA,NA,"S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Callicladium haldaneanum","(Grev.) H.A.Crum","Beautiful Branch Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Hypnaceae",NA,NA,"Callicladium","haldaneanum",NA,NA,NA,"S3S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Calliergon cordifolium","(Hedw.) Kindb.","Heart-leaved Spear-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Calliergonaceae",NA,NA,"Calliergon","cordifolium",NA,NA,NA,"S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Calliergonella cuspidata","(Hedw.) Loeske","Pointed Spear-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Pylaisiaceae",NA,NA,"Calliergonella","cuspidata",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Calliergonella lindbergii","(Mitt.) Hedenas","Lindberg's Hypnum Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Pylaisiaceae",NA,NA,"Calliergonella","lindbergii",NA,NA,NA,"S4S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Calypogeia azurea","Stotler & Crotz","Blue Pouchwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Jungermanniineae",NA,NA,"Calypogeiaceae",NA,NA,"Calypogeia","azurea",NA,NA,NA,"S4","Apr 2021","Yellow",NA,NA,NA,NA,NA
"Calypogeia fissa","(L.) Raddi","Common Pouchwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Jungermanniineae",NA,NA,"Calypogeiaceae",NA,NA,"Calypogeia","fissa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calypogeia integristipula","Stephani","Meylan's Pouchwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Jungermanniineae",NA,NA,"Calypogeiaceae",NA,NA,"Calypogeia","integristipula",NA,NA,NA,"S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Calypogeia muelleriana","(Schiffn.) Müll.Frib.","Mueller's Pouchwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Jungermanniineae",NA,NA,"Calypogeiaceae",NA,NA,"Calypogeia","muelleriana",NA,NA,NA,"S4","Apr 2021","Yellow",NA,NA,NA,NA,NA
"Calypogeia neesiana","(C.Massal. & Carestia) Müll.Frib.","Nees' Pouchwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Jungermanniineae",NA,NA,"Calypogeiaceae",NA,NA,"Calypogeia","neesiana",NA,NA,NA,"S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Calypogeia sphagnicola","(Arnell & J.Perss.) Warnst.","Bog Pouchwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Jungermanniineae",NA,NA,"Calypogeiaceae",NA,NA,"Calypogeia","sphagnicola",NA,NA,NA,"S3S4","Apr 2023","Yellow",NA,NA,NA,NA,NA
"Calypogeia suecica","(Arnell & J. Perss.) K. Müller","Swedish Pouchwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Jungermanniineae",NA,NA,"Calypogeiaceae",NA,NA,"Calypogeia","suecica",NA,NA,NA,"S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Campylium stellatum","(Hedw.) C. Jens.","Yellow Starry Fen Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Hypnales",NA,NA,NA,"Amblystegiaceae",NA,NA,"Campylium","stellatum",NA,NA,NA,"S5","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Campylopus atrovirens var. atrovirens","De Not.",NA,"Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Leucobryaceae",NA,NA,"Campylopus","atrovirens","atrovirens",NA,NA,"S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Campylopus flexuosus","Sull. & Lesq.","Rusty Swan-neck Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Leucobryaceae",NA,NA,"Campylopus","flexuosus",NA,NA,NA,"S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Campylopus fragilis","(Brid.) Bruch & Schimp.","Fragile Swan-neck Moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Leucobryaceae",NA,NA,"Campylopus","fragilis",NA,NA,NA,"S4","Apr 2024","Yellow",NA,NA,NA,NA,NA
"Campylopus introflexus","(Hedw.) Brid.","Heath Star-moss","Plantae","Bryophyta",NA,NA,"Bryopsida",NA,NA,"Dicranales",NA,NA,NA,"Leucobryaceae",NA,NA,"Campylopus","introflexus",NA,NA,NA,"SNA","Apr 2024","Exotic",NA,NA,NA,NA,NA
"Cephalozia ambigua","C.Massal.","Snow Pincerwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Cephaloziineae",NA,NA,"Cephaloziaceae",NA,NA,"Cephalozia","ambigua",NA,NA,NA,"S4","Apr 2021","Yellow",NA,NA,NA,NA,NA
"Cephalozia bicuspidata","(L.) Dum.","Two-horned Pincerwort","Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Cephaloziineae",NA,NA,"Cephaloziaceae",NA,NA,"Cephalozia","bicuspidata",NA,NA,NA,"S4","2021","Yellow",NA,NA,NA,NA,NA
"Cephaloziella divaricata var. scabra","(Sm.) Schiffn.",NA,"Plantae","Marchantiophyta",NA,NA,"Jungermanniopsida","Jungermanniidae",NA,"Jungermanniales","Cephaloziineae",NA,NA,"Cephaloziellaceae",NA,NA,"Cephaloziella","divaricata","scabra",NA,NA,"SU","Apr 2021","Unknown",NA,NA,NA,NA,NA
