"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Pyropia perforata","(J.Agardh) S.C.Lindstrom",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Bangiophyceae",NA,NA,"Bangiales",NA,NA,NA,"Bangiaceae",NA,NA,"Pyropia","perforata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhodochorton purpureum","(Lightfoot) Rosenvinge",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Nemaliophycidae",NA,"Acrochaetiales",NA,NA,NA,"Rhodochortonaceae",NA,NA,"Rhodochorton","purpureum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhodymenia californica","Kylin",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Rhodymeniales",NA,NA,NA,"Rhodymeniaceae",NA,NA,"Rhodymenia","californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saccharina latissima","(Linnaeus) C.E. Lane, C. Mayes, Druehl, et G.W. Saunders","Sugar Kelp","Chromista","Ochrophyta",NA,NA,"Phaeophyceae","Fucophycidae",NA,"Laminariales",NA,NA,NA,"Laminariaceae",NA,NA,"Saccharina","latissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sarcodiotheca furcata","(Setchell & N.L.Gardner) Kylin",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Gigartinales",NA,NA,NA,"Solieriaceae",NA,NA,"Sarcodiotheca","furcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sarcodiotheca gaudichaudii","(Montagne) P.W. Gabrielson","succulent seaweed","Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Gigartinales",NA,NA,NA,"Solieriaceae",NA,NA,"Sarcodiotheca","gaudichaudii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sargassum muticum","(Yendo) Fensholt","Japanese Wireweed","Chromista","Ochrophyta",NA,NA,"Phaeophyceae","Fucophycidae",NA,"Fucales",NA,NA,NA,"Sargassaceae",NA,NA,"Sargassum","muticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Savoiea robusta","(N.L.Gardner) M.J.Wynne",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Ceramiales",NA,NA,NA,"Rhodomelaceae",NA,"Streblocladieae","Savoiea","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scagelia pylaisaei","(Montagne) M.J.Wynne",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Ceramiales",NA,NA,NA,"Ceramiaceae","Ceramioideae","Scagelieae","Scagelia","pylaisaei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schizymenia pacifica","(Kylin) Kylin",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Nemastomatales",NA,NA,NA,"Schizymeniaceae",NA,NA,"Schizymenia","pacifica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scytosiphon lomentaria","(Lyngbye) J. Agardh","Beanweed","Chromista","Ochrophyta",NA,NA,"Phaeophyceae","Fucophycidae",NA,"Ectocarpales",NA,NA,NA,"Scytosiphonaceae",NA,NA,"Scytosiphon","lomentaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smithora naiadum","(Anderson) Hollenberg","seagrass laver","Plantae","Rhodophyta","Proteorhodophytina",NA,"Compsopogonophyceae",NA,NA,"Erythropeltales",NA,NA,NA,"Erythrotrichiaceae",NA,NA,"Smithora","naiadum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sparlingia pertusa","(Postels & Ruprecht) G.W.Saunders, I.M.Strachan & Kraft","red eyelet silk","Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Rhodymeniales",NA,NA,NA,"Rhodymeniaceae",NA,NA,"Sparlingia","pertusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stenogramma interruptum","(C.Agardh) Montagne",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Gigartinales",NA,NA,NA,"Phyllophoraceae",NA,NA,"Stenogramma","interruptum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sundstroemia setigera","(Brightwell) Medlin",NA,"Chromista","Ochrophyta",NA,NA,"Bacillariophyceae",NA,NA,"Rhizosoleniales",NA,NA,NA,"Rhizosoleniaceae",NA,NA,"Sundstroemia","setigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphyocladiella dendroidea","(Montagne) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Ceramiales",NA,NA,NA,"Rhodomelaceae",NA,"Pterosiphonieae","Symphyocladiella","dendroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphyocladiella rosea","(Savoie & G.W.Saunders) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Ceramiales",NA,NA,NA,"Rhodomelaceae",NA,"Pterosiphonieae","Symphyocladiella","rosea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ulva californica","Wille","Californian Sea Lettuce","Plantae","Chlorophyta",NA,NA,"Ulvophyceae",NA,NA,"Ulvales",NA,NA,NA,"Ulvaceae",NA,NA,"Ulva","californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ulva fenestrata","Postels & Ruprecht",NA,"Plantae","Chlorophyta",NA,NA,"Ulvophyceae",NA,NA,"Ulvales",NA,NA,NA,"Ulvaceae",NA,NA,"Ulva","fenestrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ulva intestinalis","L.","Gutweed","Plantae","Chlorophyta",NA,NA,"Ulvophyceae",NA,NA,"Ulvales",NA,NA,NA,"Ulvaceae",NA,NA,"Ulva","intestinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ulva lactuca","L.","Broadleaf Sea Lettuce","Plantae","Chlorophyta",NA,NA,"Ulvophyceae",NA,NA,"Ulvales",NA,NA,NA,"Ulvaceae",NA,NA,"Ulva","lactuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urospora penicilliformis","(Roth) Areschoug",NA,"Plantae","Chlorophyta",NA,NA,"Ulvophyceae",NA,NA,"Codiolales",NA,NA,NA,"Acrosiphoniaceae",NA,NA,"Urospora","penicilliformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vertebrata hendryi","(N.L.Gardner) Savoie & G.W.Saunders",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Ceramiales",NA,NA,NA,"Rhodomelaceae",NA,"Streblocladieae","Vertebrata","hendryi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Weeksia coccinea","(Harvey) S.C.Lindstrom",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Florideophyceae","Rhodymeniophycidae",NA,"Gigartinales",NA,NA,NA,"Dumontiaceae",NA,NA,"Weeksia","coccinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wildemania amplissima","(Kjellman) Foslie",NA,"Plantae","Rhodophyta","Eurhodophytina",NA,"Bangiophyceae",NA,NA,"Bangiales",NA,NA,NA,"Bangiaceae",NA,NA,"Wildemania","amplissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
