"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Euderma maculatum","J. A. Allen, 1891","Spotted Bat","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera",NA,"Vespertilionoidea","Vespertilionidae","Vespertilioninae","Plecotini","Euderma","maculatum",NA,NA,NA,"S3S4","Mar 2022","Blue","Special Concern","Nov 2014","1","Special Concern","Jul 2005"
"Glaucomys sabrinus","Shaw, 1801","Northern Flying Squirrel","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Sciurinae","Pteromyini","Glaucomys","sabrinus",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Gulo gulo luscus","Linnaeus, 1758","Wolverine","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Mustelidae","Guloninae",NA,"Gulo","gulo",NA,"luscus",NA,"S3","Mar 2025","Blue","Special Concern","May 2014","1","Special Concern","Jun 2018"
"Lasionycteris noctivagans","LeConte","Silver-haired Bat","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera",NA,"Vespertilionoidea","Vespertilionidae","Vespertilioninae","Eptesicini","Lasionycteris","noctivagans",NA,NA,NA,"S4S5","Mar 2022","Yellow","Endangered","May 2023",NA,NA,NA
"Lasiurus cinereus","Beauvois","Hoary Bat","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera",NA,"Vespertilionoidea","Vespertilionidae","Vespertilioninae","Lasiurini","Lasiurus","cinereus",NA,NA,NA,"S3S4","Mar 2022","Blue","Endangered","May 2023",NA,NA,NA
"Lepus americanus","Erxleben, 1777","Snowshoe Hare","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Lagomorpha",NA,NA,NA,"Leporidae",NA,NA,"Lepus","americanus",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Lepus americanus washingtonii","Erxleben, 1777","Snowshoe Hare, washingtonii subspecies","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Lagomorpha",NA,NA,NA,"Leporidae",NA,NA,"Lepus","americanus",NA,"washingtonii",NA,"S1S2","Mar 2024","Red",NA,NA,NA,NA,NA
"Lynx canadensis","Kerr, 1792","Canada Lynx","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Felidae","Felinae",NA,"Lynx","canadensis",NA,NA,NA,"S5","Mar 2025","Yellow","Not at Risk","May 2001",NA,NA,NA
"Lynx rufus","Schreber, 1777","Bobcat","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Felidae","Felinae",NA,"Lynx","rufus",NA,NA,NA,"S4","Mar 2025","Yellow",NA,NA,NA,NA,NA
"Marmota caligata","Eschscholtz, 1829","Hoary Marmot","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Xerinae","Marmotini","Marmota","caligata",NA,NA,NA,"S5","Jan 2024","Yellow",NA,NA,NA,NA,NA
"Marmota flaviventris","Audubon and Bachman, 1841","Yellow-bellied Marmot","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Xerinae","Marmotini","Marmota","flaviventris",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Marmota monax","Linnaeus, 1758","Woodchuck","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Xerinae","Marmotini","Marmota","monax",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Marmota vancouverensis","Swarth, 1911","Vancouver Island Marmot","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Xerinae","Marmotini","Marmota","vancouverensis",NA,NA,NA,"S1","Apr 2024","Red","Endangered","May 2019","1","Endangered","Jun 2003"
"Martes caurina","(Merriam, 1890)","Pacific Marten","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Mustelidae","Guloninae",NA,"Martes","caurina",NA,NA,NA,"S5?","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Mephitis mephitis","Schreber, 1776","Striped Skunk","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Mephitidae","Mephitinae",NA,"Mephitis","mephitis",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Microtus longicaudus","Merriam","Long-tailed Vole","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","longicaudus",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Microtus montanus","Peale, 1848","Montane Vole","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","montanus",NA,NA,NA,"S4","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Microtus oregoni","Bachman","Creeping Vole","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","oregoni",NA,NA,NA,"S4","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Microtus richardsoni","DeKay, 1842","North American Water Vole","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","richardsoni",NA,NA,NA,"S4S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Microtus townsendii","Bachman","Townsend's Vole","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Arvicolinae","Microtini","Microtus","townsendii",NA,NA,NA,"S5?","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Mictomys borealis","Richardson","Northern Bog Lemming","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Arvicolinae","Lemmini","Mictomys","borealis",NA,NA,NA,"S4","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Mus musculus","Linnaeus, 1758","House Mouse","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Muridae","Murinae","Murini","Mus","musculus",NA,NA,NA,"SNA","Mar 2024","Exotic",NA,NA,NA,NA,NA
"Mustela erminea","Linnaeus, 1758","Stoat","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Mustelidae","Mustelinae",NA,"Mustela","erminea",NA,NA,NA,"S5","2024",NA,NA,NA,NA,NA,NA
"Mustela richardsonii","Bonaparte, 1838","Ermine","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Mustelidae","Mustelinae",NA,"Mustela","richardsonii",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Myotis californicus","Audubon & Bachman","Californian Myotis","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera",NA,"Vespertilionoidea","Vespertilionidae","Myotinae",NA,"Myotis","californicus",NA,NA,NA,"S4S5","Mar 2022","Yellow",NA,NA,NA,NA,NA
"Myotis keenii","Merriam, 1895","Keen's myotis","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera",NA,"Vespertilionoidea","Vespertilionidae","Myotinae",NA,"Myotis","keenii",NA,NA,NA,"S4?","2022",NA,NA,NA,NA,NA,NA
"Myotis lucifugus","LeConte","Little Brown Myotis","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera",NA,"Vespertilionoidea","Vespertilionidae","Myotinae",NA,"Myotis","lucifugus",NA,NA,NA,"S3S4","Mar 2022","Blue","Endangered","Nov 2013","1","Endangered","Dec 2014"
"Myotis thysanodes","Miller, 1897","Fringed Myotis","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera",NA,"Vespertilionoidea","Vespertilionidae","Myotinae",NA,"Myotis","thysanodes",NA,NA,NA,"S2S3","Mar 2022","Blue","Data Deficient","May 2004","3",NA,"Mar 2005"
"Myotis volans","H. Allen","Long-legged Myotis","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera",NA,"Vespertilionoidea","Vespertilionidae","Myotinae",NA,"Myotis","volans",NA,NA,NA,"S4?","Mar 2022","Yellow",NA,NA,NA,NA,NA
"Myotis yumanensis","H. Allen","Yuma Myotis","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Chiroptera","Yangochiroptera",NA,"Vespertilionoidea","Vespertilionidae","Myotinae",NA,"Myotis","yumanensis",NA,NA,NA,"S3","Mar 2022","Blue",NA,NA,NA,NA,NA
"Neogale frenata","(Lichtenstein, 1831)","Long-tailed Weasel","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Mustelidae","Mustelinae",NA,"Neogale","frenata",NA,NA,NA,"S5","Sep 2023","Yellow",NA,NA,NA,NA,NA
"Neogale frenata altifrontalis","(Lichtenstein, 1831)","Long-tailed weasel, altifrontalis subspecies","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Mustelidae","Mustelinae",NA,"Neogale","frenata",NA,"altifrontalis",NA,"SH","Mar 2024","Red",NA,NA,NA,NA,NA
"Neotamias amoenus","(J.A. Allen, 1890)","Yellow-Pine Chipmunk","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Xerinae","Tamiini","Neotamias","amoenus",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Neotamias minimus","(Bachman, 1839)","Least Chipmunk","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Xerinae","Tamiini","Neotamias","minimus",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Neotamias townsendii","(Bachman, 1839)","Townsend's Chipmunk","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Xerinae","Tamiini","Neotamias","townsendii",NA,NA,NA,"S4S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Neotoma cinerea","Ord, 1815","Bushy-tailed Woodrat","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Neotominae","Neotomini","Neotoma","cinerea",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Neurotrichus gibbsii","Baird, 1858","American Shrew Mole","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota",NA,NA,"Talpidae","Talpinae","Neurotrichini","Neurotrichus","gibbsii",NA,NA,NA,"S4","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Ochotona princeps","Richardson, 1828","American Pika","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Lagomorpha",NA,NA,NA,"Ochotonidae",NA,NA,"Ochotona","princeps",NA,NA,NA,"S5?","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Odocoileus hemionus columbianus","Rafinesque, 1817","Mule Deer","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia",NA,NA,"Cervidae","Capreolinae","Odocoileini","Odocoileus","hemionus",NA,"columbianus",NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Odocoileus virginianus","Zimmermann, 1780","White-tailed Deer","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia",NA,NA,"Cervidae","Capreolinae","Odocoileini","Odocoileus","virginianus",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Ondatra zibethicus","L.","Common Muskrat","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Arvicolinae","Ondatrini","Ondatra","zibethicus",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Ondatra zibethicus","Linnaeus, 1766","Common Muskrat","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Arvicolinae","Ondatrini","Ondatra","zibethicus",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Oreamnos americanus","de Blainville, 1816","Mountain Goat","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia",NA,NA,"Bovidae","Antilopinae","Caprini","Oreamnos","americanus",NA,NA,NA,"S3","Mar 2024","Blue",NA,NA,NA,NA,NA
"Oryctolagus cuniculus","Linnaeus, 1758","European Rabbit","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Lagomorpha",NA,NA,NA,"Leporidae",NA,NA,"Oryctolagus","cuniculus",NA,NA,NA,"SNA","Mar 2024","Exotic",NA,NA,NA,NA,NA
"Ovis canadensis","Shaw, 1804","Bighorn Sheep","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Ruminantia",NA,NA,"Bovidae","Antilopinae","Caprini","Ovis","canadensis",NA,NA,NA,"S3?","Apr 2015","Blue",NA,NA,NA,NA,NA
"Pekania pennanti","(Erxleben, 1777)","Fisher","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Mustelidae","Guloninae",NA,"Pekania","pennanti",NA,NA,NA,"S2S3","May 2025","No Status",NA,NA,NA,NA,NA
"Peromyscus keeni","Rhoads","Northwestern Deermouse","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Neotominae","Peromyscini","Peromyscus","keeni",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Peromyscus maniculatus","Wagner","Deer Mouse","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Neotominae","Peromyscini","Peromyscus","maniculatus",NA,NA,NA,"S5","2024",NA,NA,NA,NA,NA,NA
"Peromyscus sonoriensis","(J. A. Wagner, 1845)","North American Deermouse","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Neotominae","Peromyscini","Peromyscus","sonoriensis",NA,NA,NA,"S5","Jan 2024","Yellow",NA,NA,NA,NA,NA
"Phenacomys intermedius","Merriam","Western Heather Vole","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Cricetidae","Arvicolinae","Pliophenacomyini","Phenacomys","intermedius",NA,NA,NA,"S5","Feb 2024","Yellow",NA,NA,NA,NA,NA
"Procyon lotor","Linnaeus, 1758","Raccoon","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Procyonidae",NA,NA,"Procyon","lotor",NA,NA,NA,"S5","Mar 2025","Yellow",NA,NA,NA,NA,NA
"Puma concolor","Linnaeus, 1771","Cougar","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Felidae","Felinae",NA,"Puma","concolor",NA,NA,NA,"S4?","Mar 2025","Yellow",NA,NA,NA,NA,NA
"Rattus norvegicus","Berkenhout, 1769","Brown Rat","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Muridae","Murinae","Rattini","Rattus","norvegicus",NA,NA,NA,"SNA","Mar 2024","Exotic",NA,NA,NA,NA,NA
"Rattus rattus","Linnaeus, 1758","Roof Rat","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Myomorpha",NA,"Muroidea","Muridae","Murinae","Rattini","Rattus","rattus",NA,NA,NA,"SNA","Mar 2024","Exotic",NA,NA,NA,NA,NA
"Scapanus orarius","True, 1896","Coast Mole","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota",NA,NA,"Talpidae","Scalopinae","Scalopini","Scapanus","orarius",NA,NA,NA,"S4?","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Scapanus townsendii","Bachman, 1839","Townsend's Mole","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota",NA,NA,"Talpidae","Scalopinae","Scalopini","Scapanus","townsendii",NA,NA,NA,"S1","Jan 2024","Red","Endangered","Nov 2014","1","Endangered","Jan 2005"
"Sciurus carolinensis","Gmelin, 1788","Eastern Grey Squirrel","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Sciurinae","Sciurini","Sciurus","carolinensis",NA,NA,NA,"SNA","Mar 2024","Exotic",NA,NA,NA,NA,NA
"Sciurus niger","Linnaeus, 1758","Eastern Fox Squirrel","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Sciurinae","Sciurini","Sciurus","niger",NA,NA,NA,"SNA","Mar 2024","Exotic","Not at Risk","May 1979",NA,NA,NA
"Sorex bendirii","Merriam, 1884","Pacific Water Shrew","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota",NA,NA,"Soricidae","Soricinae","Soricini","Sorex","bendirii",NA,NA,NA,"S2","Feb 2024","Red","Endangered","Apr 2016","1","Endangered","Jun 2003"
"Sorex cinereus","Kerr, 1792","Cinereus Shrew","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota",NA,NA,"Soricidae","Soricinae","Soricini","Sorex","cinereus",NA,NA,NA,"S5","Jan 2024","Yellow",NA,NA,NA,NA,NA
"Sorex navigator","(Baird, 1858)","Western Water Shrew","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota",NA,NA,"Soricidae","Soricinae","Soricini","Sorex","navigator",NA,NA,NA,"S5","Feb 2024","Yellow",NA,NA,NA,NA,NA
"Sorex palustris","Richardson, 1828","American Water Shrew","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota",NA,NA,"Soricidae","Soricinae","Soricini","Sorex","palustris",NA,NA,NA,"SU","Apr 2024","Unknown",NA,NA,NA,NA,NA
"Sorex rohweri","Rausch, Feagin, & Rausch, 2007","Olympic Shrew","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota",NA,NA,"Soricidae","Soricinae","Soricini","Sorex","rohweri",NA,NA,NA,"S2","Jan 2024","Red",NA,NA,NA,NA,NA
"Sorex trowbridgii","Baird, 1857","Trowbridge's Shrew","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota",NA,NA,"Soricidae","Soricinae","Soricini","Sorex","trowbridgii",NA,NA,NA,"S3","Mar 2024","Blue",NA,NA,NA,NA,NA
"Sorex vagrans","Baird, 1857","Vagrant Shrew","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Eulipotyphla","Erinaceota",NA,NA,"Soricidae","Soricinae","Soricini","Sorex","vagrans",NA,NA,NA,"S5","Jan 2024","Yellow",NA,NA,NA,NA,NA
"Spilogale gracilis","Merriam, 1890","Western Spotted Skunk","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Carnivora",NA,NA,NA,"Mephitidae","Mephitinae",NA,"Spilogale","gracilis",NA,NA,NA,"S2S3","Apr 2023","Blue",NA,NA,NA,NA,NA
"Sus scrofa","Linnaeus, 1758","Wild Boar","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Laurasiatheria","Artiodactyla","Suina",NA,NA,"Suidae","Suinae","Suini","Sus","scrofa",NA,NA,NA,"SNA","Mar 2024","Exotic",NA,NA,NA,NA,NA
"Sylvilagus floridanus","J. A. Allen, 1890","Eastern Cottontail","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Lagomorpha",NA,NA,NA,"Leporidae",NA,NA,"Sylvilagus","floridanus",NA,NA,NA,"SNA","Mar 2024","Exotic",NA,NA,NA,NA,NA
"Tamiasciurus douglasii","Bachman, 1838","Douglas's Squirrel","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Sciurinae","Sciurini","Tamiasciurus","douglasii",NA,NA,NA,"S4S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
"Tamiasciurus hudsonicus","Erxleben, 1777","Red Squirrel","Animalia","Chordata","Vertebrata",NA,"Mammalia","Theria","Euarchontoglires","Rodentia","Sciuromorpha",NA,NA,"Sciuridae","Sciurinae","Sciurini","Tamiasciurus","hudsonicus",NA,NA,NA,"S5","Mar 2024","Yellow",NA,NA,NA,NA,NA
