Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code
Didymium bahiense,Gottsb.,NA,slime mold,Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Physarales,,,Didymiaceae,,,Didymium,bahiense,NA,NA,NA,,,NA,new 2022,observed,,,,,NA,2022-03-05,Andrew Simon,iNat:iNat:108007864,NA,382180,PRO
Didymium difforme,(Pers.) Gray,NA,slime mold,Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Physarales,,,Didymiaceae,,,Didymium,difforme,NA,NA,NA,,,NA,new 2022,observed,,,,,NA,2022-03-05,Andrew Simon,iNat:iNat:108007865,NA,382181,PRO
Didymium squamulosum,(Alb. & Schwein.) Fr. & Palmquist,NA,slime mold,Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Physarales,,,Didymiaceae,,,Didymium,squamulosum,NA,NA,NA,,,NA,new 2022,observed,,,,,NA,2022-03-06,Pam Janszen,iNat:iNat:111226291,NA,327928,PRO
Fuligo septica,(L.) F.H. Wigg.,NA,dog vomit slime,Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Physarales,,,Physaraceae,,,Fuligo,septica,NA,NA,NA,cosmopolitan,unlisted,NA,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,NA,2016-06-22,Andrew Simon,iNat:iNat:3505716,NA,55483,PRO
Leocarpus fragilis,(Dicks.) Rostaf.,NA,insect egg slime,Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Physarales,,,Physaraceae,,,Leocarpus,fragilis,NA,NA,NA,cosmopolitan,unlisted,NA,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,NA,,,iNat:,NA,56273,PRO
Lycogala epidendrum,(L.) Fr.,NA,wolf's milk,Protozoa,Mycetozoa,,,Myxomycetes,Lucisporomycetidae,Trichiidia,Reticulariales,,,Reticulariaceae,,,Lycogala,epidendrum,NA,NA,NA,cosmopolitan,unlisted,NA,confirmed,observed,2012-03-11,Kent Brothers,VMS,,NA,2019-07-19,Kevin Toomer,iNat:iNat:29123769,NA,47680,PRO
Metatrichia floriformis,(Schwein.) Nann.-Bremek.,NA,slime mold,Protozoa,Mycetozoa,,,Myxomycetes,Lucisporomycetidae,Trichiidia,Trichiales,,,Trichiaceae,,,Metatrichia,floriformis,NA,NA,NA,cosmopolitan,unlisted,NA,new 2017,observed,2017-05-27,Pam Janszen,PJ private collection,Galiano #3,NA,2017-05-27,Pam Janszen,iNat:iNat:7150087,NA,126277,PRO
Physarum cinereum,(Batsch) Pers.,NA,slime mold,Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Physarales,,,Physaraceae,,,Physarum,cinereum,NA,NA,NA,cosmopolitan,unlisted,NA,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,NA,,,iNat:,NA,125933,PRO
Physarum viride,(Bull.) Pers.,NA,slime mold,Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Physarales,,,Physaraceae,,,Physarum,viride,NA,NA,NA,cosmopolitan,unlisted,NA,new 2017,observed,2017-05-01,Pam Janszen,PJ private collection,Galiano #5,NA,2017-05-27,Pam Janszen,iNat:iNat:6571618,NA,383670,PRO
Reticularia lycoperdon,Bull.,NA,False Puffball,Protozoa,Mycetozoa,,,Myxomycetes,Lucisporomycetidae,Trichiidia,Reticulariales,,,Reticulariaceae,,,Reticularia,lycoperdon,NA,NA,NA,,,NA,new 2021,observed,,,,,NA,2021-06-05,Caitlin Robinson,iNat:iNat:81817997,NA,145366,PRO
Stemonaria irregularis,"(Rex) Nann.-Bremek., R. Sharma & Y. Yamam.",NA,slime mold,Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Stemonitidales,,,Amaurochaetaceae,,,Stemonaria,irregularis,NA,NA,NA,cosmopolitan,unlisted,NA,new 2019,observed,2019-07-01,Kevin Toomer,PJ private collection,Galiano #7,NA,2019-07-08,Kevin Toomer,iNat:iNat:28445406,NA,947418,PRO
Stemonitis fusca,Roth,NA,pipe-cleaner slime,Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Stemonitidales,,,Stemonitidaceae,,,Stemonitis,fusca,NA,NA,NA,cosmopolitan,unlisted,NA,new 2017,observed,2017-05-01,Pam Janszen,PJ private collection,Galiano #6,NA,2017-05-27,Pam Janszen,iNat:iNat:7150093,NA,126279,PRO
Stemonitis splendens,Rostaf.,NA,chocolate tube slime,Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Stemonitidales,,,Stemonitidaceae,,,Stemonitis,splendens,NA,NA,NA,cosmopolitan,unlisted,NA,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,NA,,,iNat:,NA,53838,PRO
Tubifera ferruginosa,(Batsch) J.F. Gmel.,NA,red raspberry slime,Protozoa,Mycetozoa,,,Myxomycetes,Lucisporomycetidae,Trichiidia,Reticulariales,,,Reticulariaceae,,,Tubifera,ferruginosa,NA,NA,NA,cosmopolitan,unlisted,NA,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,NA,2021-10-23,Pam Janszen,iNat:iNat:101733901,NA,126522,PRO
