Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code
Fuscopannaria maritima,P.M. Jørg.,,seaside shingle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Pannariaceae,,,Fuscopannaria,maritima,,,,native,S4 (2010),,confirmed,observed,1974-06-01,Willa J. Noble,UBC,L20705,,2017-12-22,Andrew Simon,iNat:9237317,,220262,LIC
Fuscopannaria praetermissa,(Nyl.) P.M. Jørg.,,thumbs-up shingle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Pannariaceae,,,Fuscopannaria,praetermissa,,,,native,S4 (2010),,confirmed,observed,1974-04-21,Willa J. Noble,UBC,L35656,,2021-05-05,Andrew Simon,iNat:77854389,,220265,LIC
Graphis scripta,(L.) Ach.,,common script lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,Graphidaceae,,,Graphis,scripta,,,,native,unlisted,,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L10984,,2017-02-16,Andrew Simon,iNat:5122044,,117987,LIC
Gyalolechia xanthostigmoidea,"(Räs.) Søchting, Frödén & Arup.",,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Gyalolechia,xanthostigmoidea,,,,native,unlisted,,confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2018-08-01,Andrew Simon,iNat:15038971,reported as Caloplaca cf xanthostigmoidea,463077,LIC
Hydropunctaria maura,(Wahl.) Keller & Gueidan,,wart lichen,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,Verrucariaceae,,,Hydropunctaria,maura,,,,native,unlisted,,confirmed,observed,1974-05-30,Willa J. Noble,UBC,L35924,,2020-04-10,Andrew Simon,iNat:41881729,reported as Verrucaria maura,197141,LIC
Hypocenomyce scalaris,(Ach.) M. Choisy,,charcoal clamshell,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Ophioparmaceae,,,Hypocenomyce,scalaris,,,,native,unlisted,,new 2018,observed,,,,,,2018-07-01,Andrew Simon,iNat:13973313,,117973,LIC
Hypogymnia apinnata,Goward & McCune,,beaded sleeve,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,apinnata,,,,native,S5 (2018),,new 2017,observed,,,,,,2017-06-20,Andrew Simon,iNat:7280589,,222045,LIC
Hypogymnia enteromorpha,(Ach.) Nyl.,,inflatable bone,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,enteromorpha,,,,native,S5 (2018),,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36168,,2016-03-22,Andrew Simon,iNat:2819286,,222048,LIC
Hypogymnia imshaugii,Krog,,forking bone,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,imshaugii,,,,native,S5 (2018),,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L37597,,2016-03-22,Andrew Simon,iNat:2819332,,179042,LIC
Hypogymnia inactiva,(Krog) Ohlsson,,wish bone,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,inactiva,,,,native,S4 (2010),,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36199,,2017-03-30,Andrew Simon,iNat:5525983,,126597,LIC
Hypogymnia occidentalis,L.H. Pike,,budding bone,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,occidentalis,,,,native,S5 (2018),,new 2017,observed,,,,,,2017-06-20,Andrew Simon,iNat:7280579,,222055,LIC
Hypogymnia physodes,(L.) Nyl.,,monk’s hood,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,physodes,,,,native,S5 (2018),,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L37601,,2016-01-22,Andrew Simon,iNat:2608952,,117971,LIC
Hypogymnia tubulosa,(Schaer.) Hav.,,dog bone,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,tubulosa,,,,native,S5 (2018),,new 2016,observed,,,,,,2016-02-13,Andrew Simon,iNat:2679358,,179720,LIC
Icmadophila ericetorum,(L.) Zahlbr.,,candy lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Icmadophilaceae,,,Icmadophila,ericetorum,,,,native,unlisted,,new 2018,observed,,,,,,2018-11-17,Kevin Toomer,iNat:18458029,,119695,LIC
Ionaspis lacustris,(With.) Lutzoni,,rusty brook lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Hymeneliales,,,Hymeneliaceae,,,Ionaspis,lacustris,,,,native,unlisted,,reported,unobserved,1974-06-01,Willa J. Noble,UBC,L36219,,,,,,222258,LIC
Japewia tornoensis,(Nyl.) Tønsberg,,hidden dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Japewia,tornoensis,,,,native,unlisted,,reported,unobserved,1974-05-24,Willa J. Noble,UBC,L10949,,,,,,222464,LIC
Lathagrium cristatum,"(L.) Otálora, P.M. Jørg. & Wedin.",,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Lathagrium,cristatum,,,,native,unlisted,,new 2021,observed,,,,,,2021-05-03,Andrew Simon,iNat:83031022,,463177,LIC
Lathagrium fuscovirens,"(With.) Otálora, P.M. Jørg. & Wedin",,cellulitic tarpaper,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Lathagrium,fuscovirens,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-11-10,Kevin Toomer,iNat:64809569,,463179,LIC
Lecania dudleyi,Herre,,rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Lecania,dudleyi,,,,native,unlisted,,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L20697,,2020-06-10,Andrew Simon,iNat:49193134,,222792,LIC
Lecanora bicincta,Ramond,,rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecanora,bicincta,,,,native,unlisted,,new 2017,observed,,,,,,2017-05-18,Andrew Simon,iNat:22641977,,222826,LIC
Lecanora campestris,(Schaer.) Hue,,rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecanora,campestris,,,,native,unlisted,,reported,unobserved,1974-05-30,Willa J. Noble,UBC,L35939,,,,,,222833,LIC
Lecanora confusa,Almb.,,rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecanora,confusa,,,,native,unlisted,,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L2377,,2016-10-07,Andrew Simon,iNat:4296044,,222844,LIC
Lecanora hybocarpa,(Tuck.) Brodo,,bumpy rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecanora,hybocarpa,,,,native,unlisted,,confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2018-12-25,Andrew Simon,iNat:19876215,,155095,LIC
Lecanora pacifica,Tuck.,,multicolored rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecanora,pacifica,,,,native,unlisted,,confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-16,Andrew Simon,iNat:4390097,,117970,LIC
Lecanora polytropa,(Hoffm.) Rabenh.,,granite-speck rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecanora,polytropa,,,,native,unlisted,,reported,unobserved,1974-06-01,Willa J. Noble,UBC,L36216,,,,,,182558,LIC
Lecanora rupicola,(L.) Zahlbr. ,,white rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecanora,rupicola,,,,native,S5 (2020),,new 2016,observed,,,,,,2016-04-23,Andrew Simon,iNat:3027508,,222936,LIC
Lecanora sulphurea,(Hoffm.) Ach.,,brimstone tile lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecanora,sulphurea,,,,native,unlisted,,reported,unobserved,1974-05-29,Willa J. Noble,UBC,L20699,,,,,,222956,LIC
Lecanora symmicta,(Ach.) Ach.,,fused rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecanora,symmicta,,,,native,unlisted,,reported,unobserved,1974-05-31,Willa J. Noble,UBC,L36195,,,,,,222957,LIC
Lecanora xylophila,Hue,,driftwood rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecanora,xylophila,,,,native,unlisted,,confirmed,observed,1974-05-30,Willa J. Noble,UBC,L12448,,2017-05-19,Andrew Simon,iNat:9199365,syn. Lecanora grantii,117966,LIC
Lecidea albofuscescens,Nyl.,,tile lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,Lecideaceae,,,Lecidea,albofuscescens,,,,native,unlisted,,reported,unobserved,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,222979,LIC
Lecidea fuscoatra,(L.) Ach.,,tile lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,Lecideaceae,,,Lecidea,fuscoatra,,,,native,unlisted,,new 2017,observed,,,,,,2017-05-19,Andrew Simon,iNat:22643567,,154105,LIC
Lecidea mannii,Tuck.,,tile lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,Lecideaceae,,,Lecidea,mannii,,,,native,unlisted,,reported,unobserved,1974-05-28,Willa J. Noble,UBC,L35896,,,,,,223050,LIC
Lecidella asema,(Nyl.) Knoph & Hertel,,disk lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecidella,asema,,,,native,unlisted,,confirmed,observed,1974-05-30,Willa J. Noble,UBC,L36167,,2016-11-04,Andrew Simon,iNat:4497768,,205694,LIC
Lecidella stigmatea,(Ach.) Hertel & Leuckert,,rock disk lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Lecidella,stigmatea,,,,native,unlisted,,confirmed,observed,1974-05-30,Willa J. Noble,UBC,L35919,,2016-10-16,Andrew Simon,iNat:9263649,,179366,LIC
Lepra amara,(Ach.) Nyl.,,bitter wart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Pertusariaceae,,,Lepra,amara,,,,native,unlisted,,confirmed,observed,1974-05-30,Willa J. Noble,UBC,L35940,,2015-03-04,Andrew Simon,iNat:2566370,reported as Pertusaria amara,630835,LIC
Lepraria finkii,(B. de Lesd.) R.C. Harris,,dust lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,Lepraria,finkii,,,,native,unlisted,,new 2017,observed,,,,,,2017-03-14,Andrew Simon,iNat:5309680,,463344,LIC
Lepraria incana,(L.) Ach.,,dust lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,Lepraria,incana,,,,native,unlisted,,reported,unobserved,2009-05-16,Kent Brothers,VMS,,,,,,,223257,LIC
Lepraria nivalis,J.R. Laundon.,,snowy dust lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,Lepraria,nivalis,,,,native,unlisted,,new 2017,observed,,,,,,2017-04-20,Andrew Simon,iNat:5886446,,223259,LIC
Lepraria subalbicans,(Th. Fr.) Lendemer & Hodkinson,,dust lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,Lepraria,subalbicans,,,,native,unlisted,,new 2017,observed,,,,,,2017-03-25,Andrew Simon,iNat:22642562,,463357,LIC
Leproplaca chrysodeta,(Vain. ex Räsänen) J.R.Laundon,,mustard firedot,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Leproplaca,chrysodeta,,,,native,unlisted,,new 2015,observed,,,,,,2015-02-22,Andrew Simon,iNat:2566221,,463369,LIC
Leproplaca obliterans,"(Nyl.) Arup, Frödén & Søchting",,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Leproplaca,obliterans,,,,native,unlisted,,reported,unobserved,1974-06-01,Willa J. Noble,UBC,L36201,,,,,reported as Caloplaca obliterans,463370,LIC
Leptochidium albociliatum,(Desmaz.) Choisy.,,whiskered codger,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Massalongiaceae,,,Leptochidium,albociliatum,,,,native,S3S4 (2010),,new 2017,observed,,,,,,2017-03-25,Andrew Simon,iNat:5471413,,223432,LIC
Leptogium pseudofurfuraceum,P.M. Jørg. & Wallace,,concentric vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Leptogium,pseudofurfuraceum,,,,native,S4 (2019),,new 2017,observed,,,,,,2017-03-30,Andrew Simon,iNat:5516443,,223476,LIC
Letharia vulpina,(L.) Hue,,timber wolf,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Letharia,vulpina,,,,native,S5 (2018),,confirmed,observed,2010-04-17,Kent Brothers,VMS,,,2018-05-08,Andrew Simon,iNat:12287790,,54613,LIC
Lichenomphalia umbellifera,"(L.) Redhead, Lutzoni, Moncalvo & Vilgalys",,heath navel,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,,,Hygrophoraceae,,,Lichenomphalia,umbellifera,,,,native,unlisted,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2015-02-12,Lauren Magner & Andrew Simon,iNat:2565733,,118245,LIC
Lobaria anomala,(Brodo & Ahti) T. Sprib. & McCune.,,netted specklebelly,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,,Lobaria,anomala,,,,native,S3S4 (2010),,confirmed,observed,1974-05-28,Willa J. Noble,UBC,L14335,,2018-03-18,Andrew Simon,iNat:10306713,reported as Pseudocyphellaria anomala,463448,LIC
Lobaria pulmonaria,(L.) Hoffm.,,lungwort,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,,Lobaria,pulmonaria,,,,native,S5 (2010),,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L14341,,2015-02-12,Lauren Magner & Andrew Simon,iNat:2565168,,48711,LIC
Lobaria scrobiculata,(Scop.) DC.,,textured lung,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,,Lobaria,scrobiculata,,,,native,S4 (2010),,confirmed,observed,1974-05-28,Willa J. Noble,UBC,L14333,,2016-12-04,Andrew Simon,iNat:4716501,,117850,LIC
Massalongia carnosa,(Dicks.) Körb.,,rockmoss rosette,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Massalongiaceae,,,Massalongia,carnosa,,,,native,S4 (2010),,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L14340,,2017-03-25,Andrew Simon,iNat:5483241,,224470,LIC
Melanelixia fuliginosa,(Fr. ex Duby) Essl.,,shiny camouflage,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Melanelixia,fuliginosa,,,,native,S4 (2010),,reported,unobserved,1974-05-31,Willa J. Noble,UBC,L36185,,,,,reported as Melanelia fuliginosa,345339,LIC
Melanelixia glabratula,(Lamy) Sandler & Arup,,camouflage lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Melanelixia,glabratula,,,,native,unlisted,,confirmed,observed,1974-06-01,Willa J. Noble,UBC,L36218,,2015-10-08,Lauren Magner & Andrew Simon,iNat:2647572,,463479,LIC
Melanelixia subaurifera,"(Nyl.) O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch",,abraded camouflage lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Melanelixia,subaurifera,,,,native,S5 (2010),,new 2015,observed,,,,,,2015-10-08,Lauren Magner & Andrew Simon,iNat:2647580,,194686,LIC
Melanohalea exasperatula,"(Nyl.) O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch",,lustrous camouflage,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Melanohalea,exasperatula,,,,native,S5 (2018),,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36186,,2019-01-11,Andrew Simon,iNat:19600899,,463485,LIC
Menegazzia subsimilis,(H. Magn.) R. Sant.,,tragic flute,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Menegazzia,subsimilis,,,,native,S4 (2010),,new 2018,observed,,,,,,2018-07-01,Andrew Simon,iNat:13974445,,194700,LIC
Menegazzia terebrata,(Hoffm.) A. Massal.,,magic flute,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Menegazzia,terebrata,,,,native,S4 (2010),,new 2018,observed,,,,,,2018-07-01,Andrew Simon,iNat:13974450,,123677,LIC
Micarea micrococca,(Körber) W. Gams ex Coppins,,shadow dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Pilocarpaceae,,,Micarea,micrococca,,,,native,unlisted,,new 2015,observed,,,,,,2015-11-05,Andrew Simon,iNat:21057023,,463518,LIC
Micarea peliocarpa,(Anzi) Coppins,,shadow dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Pilocarpaceae,,,Micarea,peliocarpa,,,,native,unlisted,,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L20474,,2019-04-29,Andrew Simon,iNat:24768231,,225038,LIC
Montanelia panniformis,(Nyl.) Vainio.,,overlapping camouflage,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Montanelia,panniformis,,,,native,S5 (2018),,new 2021,observed,,,,,,2021-05-03,Andrew Simon,iNat:81146972,,463542,LIC
Multiclavula corynoides,(Peck) R. Petersen,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Clavulinaceae,,,Multiclavula,corynoides,,,,,,,XXXXXX,observed,,,,,,2021-03-13,"Dave “Zeuss"" Cochrane",iNat:71175204,,199687,LIC
Mycoblastus affinis,(Schaer.) T. Schauer,,white heart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Tephromelataceae,,,Mycoblastus,affinis,,,,native,unlisted,,new 2017,observed,,,,,,2017-10-26,Andrew Simon,iNat:8594091,,182698,LIC
Mycoporum antecellens,(Nyl.) R.C. Harris,,,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,Pleosporomycetidae,,Pleosporales,,,Mycoporaceae,,,Mycoporum,antecellens,,,,native,SU (2020),,new 2021,observed,,,,,,2021-11-03,Randal Mindell,iNat:100262224,,463557,LIC
Myriolecis dispersa,"(Pers.) Śliwa, Zhao Xin & Lumbsch",,mortar rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Myriolecis,dispersa,,,,native,unlisted,,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L35914,,2017-12-22,Andrew Simon,iNat:9237202,reported as Lecanora dispersa,532146,LIC
Myriolecis hagenii,(Ach.) Ach.,,Hagen’s rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Myriolecis,hagenii,,,,native,unlisted,,reported,unobserved,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,532149,LIC
Myriolecis schofieldii,"Brodo) Śliwa, Zhao Xin & Lumbsch",,Schofield’s rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Myriolecis,schofieldii,,,,native,unlisted,,reported,unobserved,1974-05-30,Willa J. Noble,UBC,L26791,,,,,,532156,LIC
Nephroma laevigatum,Ach.,,mustard paw,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Nephromataceae,,,Nephroma,laevigatum,,,,native,S3S4 (2010),,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L10896,,2016-09-03,Andrew Simon,iNat:4030003,,117847,LIC
Nephroma parile,(Ach.) Ach.,,powdered paw,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Nephromataceae,,,Nephroma,parile,,,,native,S5 (2018),,reported,unobserved,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,182501,LIC
Nephroma resupinatum,(L.) Ach.,,pimpled paw,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Nephromataceae,,,Nephroma,resupinatum,,,,native,S4 (2018),,new 2017,observed,,,,,,2017-10-26,Andrew Simon,iNat:8591087,,203975,LIC
Normandina pulchella,(Borrer) Nyl.,,elf-ear lichen,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,Verrucariaceae,,,Normandina,pulchella,,,,native,unlisted,,reported,unobserved,1974-04-01,Willa J. Noble,UBC,L10927,,,,,,117861,LIC
Ochrolechia androgyna,(Hoffm.) Arnold.,,powdery saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,androgyna,,,,native,unlisted,,new 2015,observed,,,,,,2015-03-13,Lauren Magner & Andrew Simon,iNat:2585132,,203835,LIC
Ochrolechia farinacea,G.E. Howard,,farinose saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,farinacea,,,,native,unlisted,,confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-20,Andrew Simon,iNat:5133500,,226111,LIC
Ochrolechia laevigata,(Rasanen) Verseghy ex Brodo,,smooth saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,laevigata,,,,native,unlisted,,confirmed,observed,1977-07-24,Teuvo Ahti,UBC,L6878,,2016-10-16,Andrew Simon,iNat:4381767,,179755,LIC
Ochrolechia oregonensis,H. Magn.,,double-rimmed saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,oregonensis,,,,native,unlisted,,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36173,,2016-10-13,Sarah Tweedale & Andrew Simon,iNat:4343884,,124442,LIC
Ochrolechia subpallescens,Verseghy.,,saucer lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,subpallescens,,,,native,unlisted,,new 2016,observed,,,,,,2016-11-03,Andrew Simon,iNat:5133792,,117862,LIC
Ochrolechia upsaliensis,(L.) A. Massal.,,tundra saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,upsaliensis,,,,native,unlisted,,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L14343,,2018-03-18,Andrew Simon,iNat:10306015,,226129,LIC
Ochrolechia xanthostoma,(Sommerf.) K. Schmitz & Lumbsch,,saucer lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,xanthostoma,,,,native,SU (2020),,new 2021,observed,,,,,,2021-11-03,Randal Mindell,iNat:100262210,,226130,LIC
Parmelia hygrophila,Goward & Ahti,,granulating crottle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Parmelia,hygrophila,,,,native,S5 (2010),,confirmed,observed,2011-05-14,Kent Brothers,VMS,,,2017-04-30,Andrew Simon,iNat:6047538,,194661,LIC
