"","period","cell_id","record_count"
"970","1890-2010",545,4
"971","1890-2010",546,109
"972","1890-2010",547,1
"973","1890-2010",549,2
"974","1890-2010",590,2
"975","1890-2010",597,1
"976","1890-2010",598,1
"977","1890-2010",604,1
"978","1890-2010",653,1
"979","1890-2010",654,3
"980","1890-2010",655,3
"981","1890-2010",656,6
"982","1890-2010",657,92
"983","1890-2010",658,1
"984","1890-2010",661,16
"985","1890-2010",662,1
"986","1890-2010",711,2
"987","1890-2010",756,1
"988","1890-2010",774,77
"989","1890-2010",775,1
"990","1890-2010",871,3
"991","1890-2010",882,1
"992","1890-2010",883,1
"993","1890-2010",941,90
"994","1890-2010",985,4
"995","1890-2010",992,2
"996","1890-2010",995,1
"997","1890-2010",1041,1
"998","1890-2010",1107,43
"999","1890-2010",1146,1
"1000","1890-2010",1159,1
"1001","1890-2010",1213,1
"1002","1890-2010",1214,14
"1003","1890-2010",1219,14
"1004","1890-2010",1259,6
"1005","1890-2010",1261,1
"1006","1890-2010",1262,6
"1007","1890-2010",1263,19
"1008","1890-2010",1264,4
"1009","1890-2010",1275,2
"1010","1890-2010",1278,1
"1011","1890-2010",1331,33
"1012","1890-2010",1366,1
"1013","1890-2010",1375,3
"1014","1890-2010",1376,4
"1015","1890-2010",1378,7
"1016","1890-2010",1386,14
"1017","1890-2010",1387,2
"1018","1890-2010",1389,2
"1019","1890-2010",1392,1
"1020","1890-2010",1395,2
"1021","1890-2010",1434,2
"1022","1890-2010",1435,1
"1023","1890-2010",1443,1
"1024","1890-2010",1488,36
"1025","1890-2010",1490,1
"1026","1890-2010",1492,1
"1027","1890-2010",1496,2
"1028","1890-2010",1499,1
"1029","1890-2010",1501,5
"1030","1890-2010",1502,1
"1031","1890-2010",1599,21
"1032","1890-2010",1602,3
"1033","1890-2010",1603,5
"1034","1890-2010",1612,1
"1035","1890-2010",1613,6
"1036","1890-2010",1657,3
"1037","1890-2010",1658,1
"1038","1890-2010",1664,2
"1039","1890-2010",1667,2
"1040","1890-2010",1711,1
"1041","1890-2010",1712,4
"1042","1890-2010",1714,1
"1043","1890-2010",1720,6
"1044","1890-2010",1721,13
"1045","1890-2010",1768,2
"1046","1890-2010",1826,33
"1047","1890-2010",1831,1
"1048","1890-2010",1880,1
"1049","1890-2010",1882,1
"1050","1890-2010",1883,1
"1051","1890-2010",1938,1
"1052","1890-2010",1991,4
"1053","1890-2010",1992,3
"1054","1890-2010",1993,1
"1055","1890-2010",1996,2
"1056","1890-2010",1998,1
"1057","1890-2010",2047,2
"1058","1890-2010",2048,4
"1059","1890-2010",2049,2
"1060","1890-2010",2052,6
"1061","1890-2010",2102,36
"1062","1890-2010",2103,69
"1063","1890-2010",2104,5
"1064","1890-2010",2105,2
"1065","1890-2010",2158,8
"1066","1890-2010",2159,1
"1067","1890-2010",2161,2
"1068","1890-2010",2214,1
"1069","1890-2010",2215,27
"1070","1890-2010",2216,2
"1071","1890-2010",2217,2
"1072","1890-2010",2271,2
"1073","1890-2010",2272,3
"1074","1890-2010",2273,1
"1075","1890-2010",2328,6
"1076","1890-2010",2436,1
"1077","1890-2010",2437,3
"1078","1890-2010",2438,3
"1079","1890-2010",2439,2
"1080","1890-2010",2549,1
"1081","1890-2010",2550,4
"1082","1890-2010",2555,1
"1083","1890-2010",2560,1
"1084","1890-2010",2587,4
"1085","1890-2010",2605,1
"1086","1890-2010",2779,1
"1087","1890-2010",2827,2
"1088","1890-2010",2828,1
"1089","1890-2010",2939,1
"1090","1890-2010",2994,14
"1091","1890-2010",3026,1
"1092","1890-2010",3050,2
"1093","1890-2010",3055,1
"1094","1890-2010",3140,1
"1095","1890-2010",3158,5
"1096","1890-2010",3161,6
"1097","1890-2010",3253,1
"1098","1890-2010",3255,1
"1099","1890-2010",3270,2
"1100","1890-2010",3273,4
"1101","1890-2010",3274,2
"1102","1890-2010",3310,1
"1103","1890-2010",3311,3
"1104","1890-2010",3322,1
"1105","1890-2010",3324,1
"1106","1890-2010",3326,4
"1107","1890-2010",3329,5
"1108","1890-2010",3330,3
"1109","1890-2010",3382,1
"1110","1890-2010",3385,1
"1111","1890-2010",3386,2
"1112","1890-2010",3421,3
"1113","1890-2010",3424,1
"1114","1890-2010",3427,1
"1115","1890-2010",3432,4
"1116","1890-2010",3438,1
"1117","1890-2010",3440,1
"1118","1890-2010",3445,14
"1119","1890-2010",3498,19
"1120","1890-2010",3533,9
"1121","1890-2010",3541,1
"1122","1890-2010",3543,11
"1123","1890-2010",3544,3
"1124","1890-2010",3553,1
"1125","1890-2010",3607,2
"1126","1890-2010",3610,6
"1127","1890-2010",3662,1
"1128","1890-2010",3666,3
"1129","1890-2010",3669,8
"1130","1890-2010",3765,1
"1131","1890-2010",3769,1
"1132","1890-2010",3816,2
"1133","1890-2010",3824,3
"1134","1890-2010",3827,2
"1135","1890-2010",3879,2
"1136","1890-2010",3880,1
"1137","1890-2010",3882,1
"1138","1890-2010",3883,1
"1139","1890-2010",3889,1
"1140","1890-2010",3941,1
"1141","1890-2010",3983,5
"1142","1890-2010",3990,1
"1143","1890-2010",3992,1
"1144","1890-2010",3996,1
"1145","1890-2010",3998,3
"1146","1890-2010",4004,19
"1147","1890-2010",4005,49
"1148","1890-2010",4037,1
"1149","1890-2010",4047,1
"1150","1890-2010",4049,7
"1151","1890-2010",4050,3
"1152","1890-2010",4051,11
"1153","1890-2010",4054,1
"1154","1890-2010",4055,2
"1155","1890-2010",4056,7
"1156","1890-2010",4057,13
"1157","1890-2010",4060,6
"1158","1890-2010",4061,1
"1159","1890-2010",4104,1
"1160","1890-2010",4107,1
"1161","1890-2010",4110,24
"1162","1890-2010",4111,5
"1163","1890-2010",4112,7
"1164","1890-2010",4114,9
"1165","1890-2010",4116,1
"1166","1890-2010",4117,1
"1167","1890-2010",4118,2
"1168","1890-2010",4155,1
"1169","1890-2010",4157,2
"1170","1890-2010",4160,1
"1171","1890-2010",4161,8
"1172","1890-2010",4163,1
"1173","1890-2010",4166,12
"1174","1890-2010",4167,6
"1175","1890-2010",4168,47
"1176","1890-2010",4169,2
"1177","1890-2010",4172,1
"1178","1890-2010",4223,17
"1179","1890-2010",4224,30
"1180","1890-2010",4269,2
"1181","1890-2010",4274,2
"1182","1890-2010",4279,1
"1183","1890-2010",4280,2
"1184","1890-2010",4281,48
"1185","1890-2010",4282,1
"1186","1890-2010",4336,1
"1187","1890-2010",4337,2
"1188","1890-2010",4380,4
"1189","1890-2010",4381,1
"1190","1890-2010",4387,3
"1191","1890-2010",4390,1
"1192","1890-2010",4392,20
"1193","1890-2010",4393,1
"1194","1890-2020",27,1
"1195","1890-2020",29,3
"1196","1890-2020",30,19
"1197","1890-2020",82,1
"1198","1890-2020",84,1
"1199","1890-2020",85,6
"1200","1890-2020",86,18
"1201","1890-2020",87,3
"1202","1890-2020",138,3
"1203","1890-2020",141,2
"1204","1890-2020",198,2
"1205","1890-2020",251,12
"1206","1890-2020",257,14
"1207","1890-2020",258,1
"1208","1890-2020",307,31
"1209","1890-2020",312,5
"1210","1890-2020",313,22
"1211","1890-2020",318,1
"1212","1890-2020",363,3
"1213","1890-2020",368,7
"1214","1890-2020",369,6
"1215","1890-2020",373,1
"1216","1890-2020",375,1
"1217","1890-2020",424,7
"1218","1890-2020",425,8
"1219","1890-2020",429,1
"1220","1890-2020",430,1
"1221","1890-2020",432,2
"1222","1890-2020",433,2
"1223","1890-2020",479,2
"1224","1890-2020",480,62
"1225","1890-2020",482,5
"1226","1890-2020",487,2
"1227","1890-2020",488,56
"1228","1890-2020",489,115
"1229","1890-2020",490,33
"1230","1890-2020",536,1
"1231","1890-2020",539,110
"1232","1890-2020",540,113
"1233","1890-2020",541,57
"1234","1890-2020",542,169
"1235","1890-2020",543,37
"1236","1890-2020",544,19
"1237","1890-2020",545,4
"1238","1890-2020",546,168
"1239","1890-2020",547,2
"1240","1890-2020",549,2
"1241","1890-2020",590,2
"1242","1890-2020",591,1
"1243","1890-2020",595,1
"1244","1890-2020",596,36
"1245","1890-2020",597,92
"1246","1890-2020",598,88
"1247","1890-2020",599,265
"1248","1890-2020",602,1
"1249","1890-2020",604,1
"1250","1890-2020",639,1
"1251","1890-2020",647,2
"1252","1890-2020",648,4
"1253","1890-2020",650,1
"1254","1890-2020",651,1
"1255","1890-2020",653,1
"1256","1890-2020",654,3
"1257","1890-2020",655,21
"1258","1890-2020",656,6
"1259","1890-2020",657,101
"1260","1890-2020",658,1
"1261","1890-2020",659,2
"1262","1890-2020",661,16
"1263","1890-2020",662,1
"1264","1890-2020",703,32
"1265","1890-2020",704,2
"1266","1890-2020",711,2
"1267","1890-2020",712,111
"1268","1890-2020",713,3
"1269","1890-2020",715,1
"1270","1890-2020",716,2
"1271","1890-2020",752,1
"1272","1890-2020",753,6
"1273","1890-2020",756,1
"1274","1890-2020",759,5
"1275","1890-2020",760,2
"1276","1890-2020",764,13
"1277","1890-2020",774,77
"1278","1890-2020",775,1
"1279","1890-2020",804,7
"1280","1890-2020",807,1
"1281","1890-2020",809,1
"1282","1890-2020",814,1
"1283","1890-2020",815,32
"1284","1890-2020",816,7
"1285","1890-2020",825,1
"1286","1890-2020",827,2
"1287","1890-2020",856,3
"1288","1890-2020",860,13
"1289","1890-2020",861,2
"1290","1890-2020",862,4
"1291","1890-2020",863,1
"1292","1890-2020",864,3
"1293","1890-2020",870,2
"1294","1890-2020",871,26
"1295","1890-2020",872,2
"1296","1890-2020",873,1
"1297","1890-2020",882,1
"1298","1890-2020",883,3
"1299","1890-2020",917,1
"1300","1890-2020",918,3
"1301","1890-2020",919,1
"1302","1890-2020",920,1
"1303","1890-2020",921,5
"1304","1890-2020",926,8
"1305","1890-2020",930,1
"1306","1890-2020",935,1
"1307","1890-2020",936,1
"1308","1890-2020",941,90
"1309","1890-2020",975,1
"1310","1890-2020",982,14
"1311","1890-2020",983,3
"1312","1890-2020",984,4
"1313","1890-2020",985,4
"1314","1890-2020",988,1
"1315","1890-2020",990,2
"1316","1890-2020",991,2
"1317","1890-2020",992,2
"1318","1890-2020",993,1
"1319","1890-2020",995,1
"1320","1890-2020",1025,1
"1321","1890-2020",1038,1
"1322","1890-2020",1039,1
"1323","1890-2020",1041,1
"1324","1890-2020",1092,1
"1325","1890-2020",1097,1
"1326","1890-2020",1104,2
"1327","1890-2020",1105,1
"1328","1890-2020",1107,43
"1329","1890-2020",1139,1
"1330","1890-2020",1146,1
"1331","1890-2020",1150,1
"1332","1890-2020",1151,6
"1333","1890-2020",1152,1
"1334","1890-2020",1154,3
"1335","1890-2020",1156,1
"1336","1890-2020",1159,1
"1337","1890-2020",1160,3
"1338","1890-2020",1163,16
"1339","1890-2020",1202,3
"1340","1890-2020",1203,1
"1341","1890-2020",1205,1
"1342","1890-2020",1208,9
"1343","1890-2020",1209,22
"1344","1890-2020",1213,1
"1345","1890-2020",1214,16
"1346","1890-2020",1219,14
"1347","1890-2020",1259,6
"1348","1890-2020",1261,5
"1349","1890-2020",1262,32
"1350","1890-2020",1263,19
"1351","1890-2020",1264,14
"1352","1890-2020",1265,28
"1353","1890-2020",1270,7
"1354","1890-2020",1273,2
"1355","1890-2020",1275,2
"1356","1890-2020",1278,1
"1357","1890-2020",1316,1
"1358","1890-2020",1317,9
"1359","1890-2020",1318,7
"1360","1890-2020",1319,1
"1361","1890-2020",1320,11
"1362","1890-2020",1321,61
"1363","1890-2020",1322,62
"1364","1890-2020",1323,2
"1365","1890-2020",1324,1
"1366","1890-2020",1325,1
"1367","1890-2020",1330,4
"1368","1890-2020",1331,33
"1369","1890-2020",1333,4
"1370","1890-2020",1366,1
"1371","1890-2020",1373,2
"1372","1890-2020",1374,21
"1373","1890-2020",1375,58
"1374","1890-2020",1376,30
"1375","1890-2020",1377,55
"1376","1890-2020",1378,174
"1377","1890-2020",1381,2
"1378","1890-2020",1385,2
"1379","1890-2020",1386,16
"1380","1890-2020",1387,3
"1381","1890-2020",1389,14
"1382","1890-2020",1391,8
"1383","1890-2020",1392,1
"1384","1890-2020",1395,2
"1385","1890-2020",1430,2
"1386","1890-2020",1431,21
"1387","1890-2020",1432,12
"1388","1890-2020",1433,42
"1389","1890-2020",1434,58
"1390","1890-2020",1435,3
"1391","1890-2020",1436,2
"1392","1890-2020",1439,1
"1393","1890-2020",1443,1
"1394","1890-2020",1444,33
"1395","1890-2020",1446,2
"1396","1890-2020",1486,3
"1397","1890-2020",1488,43
"1398","1890-2020",1489,27
"1399","1890-2020",1490,49
"1400","1890-2020",1491,14
"1401","1890-2020",1492,5
"1402","1890-2020",1496,2
"1403","1890-2020",1499,8
"1404","1890-2020",1501,5
"1405","1890-2020",1502,1
"1406","1890-2020",1539,2
"1407","1890-2020",1545,1
"1408","1890-2020",1546,63
"1409","1890-2020",1547,108
"1410","1890-2020",1548,55
"1411","1890-2020",1549,5
"1412","1890-2020",1556,15
"1413","1890-2020",1591,2
"1414","1890-2020",1593,3
"1415","1890-2020",1597,1
"1416","1890-2020",1598,2
"1417","1890-2020",1599,22
"1418","1890-2020",1600,15
"1419","1890-2020",1601,75
"1420","1890-2020",1602,131
"1421","1890-2020",1603,83
"1422","1890-2020",1604,26
"1423","1890-2020",1612,12
"1424","1890-2020",1613,6
"1425","1890-2020",1647,1
"1426","1890-2020",1648,2
"1427","1890-2020",1656,39
"1428","1890-2020",1657,124
"1429","1890-2020",1658,41
"1430","1890-2020",1659,97
"1431","1890-2020",1660,25
"1432","1890-2020",1661,1
"1433","1890-2020",1664,2
"1434","1890-2020",1666,1
"1435","1890-2020",1667,12
"1436","1890-2020",1668,5
"1437","1890-2020",1675,17
"1438","1890-2020",1676,17
"1439","1890-2020",1709,1
"1440","1890-2020",1711,1
"1441","1890-2020",1712,25
"1442","1890-2020",1713,34
"1443","1890-2020",1714,11
"1444","1890-2020",1715,5
"1445","1890-2020",1716,4
"1446","1890-2020",1718,4
"1447","1890-2020",1720,151
"1448","1890-2020",1721,66
"1449","1890-2020",1722,12
"1450","1890-2020",1723,1
"1451","1890-2020",1729,2
"1452","1890-2020",1731,1
"1453","1890-2020",1768,14
"1454","1890-2020",1769,89
"1455","1890-2020",1770,13
"1456","1890-2020",1771,11
"1457","1890-2020",1772,5
"1458","1890-2020",1774,1
"1459","1890-2020",1775,47
"1460","1890-2020",1776,39
"1461","1890-2020",1785,2
"1462","1890-2020",1823,1
"1463","1890-2020",1825,6
"1464","1890-2020",1826,62
"1465","1890-2020",1827,58
"1466","1890-2020",1828,27
"1467","1890-2020",1829,6
"1468","1890-2020",1830,17
"1469","1890-2020",1831,12
"1470","1890-2020",1832,38
"1471","1890-2020",1840,4
"1472","1890-2020",1841,2
"1473","1890-2020",1873,2
"1474","1890-2020",1880,1
"1475","1890-2020",1881,32
"1476","1890-2020",1882,67
"1477","1890-2020",1883,57
"1478","1890-2020",1884,238
"1479","1890-2020",1885,10
"1480","1890-2020",1886,23
"1481","1890-2020",1887,11
"1482","1890-2020",1888,2
"1483","1890-2020",1896,5
"1484","1890-2020",1897,1
"1485","1890-2020",1935,5
"1486","1890-2020",1936,19
"1487","1890-2020",1937,99
"1488","1890-2020",1938,143
"1489","1890-2020",1939,32
"1490","1890-2020",1940,53
"1491","1890-2020",1941,14
"1492","1890-2020",1942,1
"1493","1890-2020",1943,1
"1494","1890-2020",1945,2
"1495","1890-2020",1950,3
"1496","1890-2020",1951,5
"1497","1890-2020",1952,1
"1498","1890-2020",1953,47
"1499","1890-2020",1954,8
"1500","1890-2020",1955,25
"1501","1890-2020",1991,26
"1502","1890-2020",1992,8
"1503","1890-2020",1993,47
"1504","1890-2020",1994,23
"1505","1890-2020",1995,7
"1506","1890-2020",1996,14
"1507","1890-2020",1997,18
"1508","1890-2020",1998,1
"1509","1890-2020",1999,2
"1510","1890-2020",2000,4
"1511","1890-2020",2003,4
"1512","1890-2020",2004,7
"1513","1890-2020",2005,1
"1514","1890-2020",2046,2
"1515","1890-2020",2047,168
"1516","1890-2020",2048,104
"1517","1890-2020",2049,209
"1518","1890-2020",2050,33
"1519","1890-2020",2051,72
"1520","1890-2020",2052,14
"1521","1890-2020",2053,2
"1522","1890-2020",2054,1
"1523","1890-2020",2056,7
"1524","1890-2020",2059,1
"1525","1890-2020",2062,2
"1526","1890-2020",2102,140
"1527","1890-2020",2103,391
"1528","1890-2020",2104,186
"1529","1890-2020",2105,174
"1530","1890-2020",2106,48
"1531","1890-2020",2107,33
"1532","1890-2020",2108,2
"1533","1890-2020",2109,2
"1534","1890-2020",2111,4
"1535","1890-2020",2112,1
"1536","1890-2020",2114,2
"1537","1890-2020",2115,1
"1538","1890-2020",2157,2
"1539","1890-2020",2158,270
"1540","1890-2020",2159,374
"1541","1890-2020",2160,84
"1542","1890-2020",2161,87
"1543","1890-2020",2162,23
"1544","1890-2020",2163,4
"1545","1890-2020",2169,1
"1546","1890-2020",2207,1
"1547","1890-2020",2214,1
"1548","1890-2020",2215,54
"1549","1890-2020",2216,78
"1550","1890-2020",2217,67
"1551","1890-2020",2218,3
"1552","1890-2020",2219,2
"1553","1890-2020",2220,2
"1554","1890-2020",2271,9
"1555","1890-2020",2272,406
"1556","1890-2020",2273,42
"1557","1890-2020",2274,169
"1558","1890-2020",2275,50
"1559","1890-2020",2276,13
"1560","1890-2020",2326,2
"1561","1890-2020",2327,6
"1562","1890-2020",2328,42
"1563","1890-2020",2329,7
"1564","1890-2020",2330,78
"1565","1890-2020",2331,3
"1566","1890-2020",2332,2
"1567","1890-2020",2333,1
"1568","1890-2020",2335,1
"1569","1890-2020",2338,4
"1570","1890-2020",2381,8
"1571","1890-2020",2382,19
"1572","1890-2020",2383,1
"1573","1890-2020",2385,1
"1574","1890-2020",2386,3
"1575","1890-2020",2387,14
"1576","1890-2020",2388,3
"1577","1890-2020",2389,7
"1578","1890-2020",2405,1
"1579","1890-2020",2406,1
"1580","1890-2020",2407,7
"1581","1890-2020",2436,188
"1582","1890-2020",2437,114
"1583","1890-2020",2438,12
"1584","1890-2020",2439,8
"1585","1890-2020",2445,64
"1586","1890-2020",2446,7
"1587","1890-2020",2450,1
"1588","1890-2020",2461,1
"1589","1890-2020",2462,3
"1590","1890-2020",2463,10
"1591","1890-2020",2492,12
"1592","1890-2020",2493,1
"1593","1890-2020",2495,1
"1594","1890-2020",2497,3
"1595","1890-2020",2498,2
"1596","1890-2020",2499,2
"1597","1890-2020",2501,16
"1598","1890-2020",2502,9
"1599","1890-2020",2505,1
"1600","1890-2020",2506,1
"1601","1890-2020",2548,7
"1602","1890-2020",2549,18
"1603","1890-2020",2550,5
"1604","1890-2020",2551,1
"1605","1890-2020",2555,4
"1606","1890-2020",2556,1
"1607","1890-2020",2560,2
"1608","1890-2020",2563,1
"1609","1890-2020",2581,6
"1610","1890-2020",2587,4
"1611","1890-2020",2604,9
"1612","1890-2020",2605,4
"1613","1890-2020",2606,2
"1614","1890-2020",2607,1
"1615","1890-2020",2612,1
"1616","1890-2020",2615,1
"1617","1890-2020",2619,1
"1618","1890-2020",2660,5
"1619","1890-2020",2664,1
"1620","1890-2020",2673,1
"1621","1890-2020",2716,1
"1622","1890-2020",2725,2
"1623","1890-2020",2771,3
"1624","1890-2020",2772,1
"1625","1890-2020",2775,2
"1626","1890-2020",2779,1
"1627","1890-2020",2827,40
"1628","1890-2020",2828,1
"1629","1890-2020",2831,4
"1630","1890-2020",2857,5
"1631","1890-2020",2868,1
"1632","1890-2020",2878,2
"1633","1890-2020",2883,20
"1634","1890-2020",2888,8
"1635","1890-2020",2912,4
"1636","1890-2020",2928,2
"1637","1890-2020",2939,5
"1638","1890-2020",2944,1
"1639","1890-2020",2994,105
"1640","1890-2020",2999,2
"1641","1890-2020",3002,1
"1642","1890-2020",3026,1
"1643","1890-2020",3049,2
"1644","1890-2020",3050,72
"1645","1890-2020",3055,1
"1646","1890-2020",3105,1
"1647","1890-2020",3106,34
"1648","1890-2020",3108,4
"1649","1890-2020",3111,3
"1650","1890-2020",3140,1
"1651","1890-2020",3145,1
"1652","1890-2020",3151,2
"1653","1890-2020",3158,5
"1654","1890-2020",3161,8
"1655","1890-2020",3162,23
"1656","1890-2020",3163,1
"1657","1890-2020",3164,2
"1658","1890-2020",3192,1
"1659","1890-2020",3198,1
"1660","1890-2020",3210,1
"1661","1890-2020",3217,8
"1662","1890-2020",3218,36
"1663","1890-2020",3219,53
"1664","1890-2020",3220,24
"1665","1890-2020",3221,2
"1666","1890-2020",3248,2
"1667","1890-2020",3253,1
"1668","1890-2020",3255,1
"1669","1890-2020",3256,36
"1670","1890-2020",3257,1
"1671","1890-2020",3262,1
"1672","1890-2020",3263,1
"1673","1890-2020",3270,2
"1674","1890-2020",3273,4
"1675","1890-2020",3274,4
"1676","1890-2020",3276,33
"1677","1890-2020",3277,18
"1678","1890-2020",3304,5
"1679","1890-2020",3307,2
"1680","1890-2020",3310,1
"1681","1890-2020",3311,3
"1682","1890-2020",3317,1
"1683","1890-2020",3318,2
"1684","1890-2020",3319,3
"1685","1890-2020",3321,14
"1686","1890-2020",3322,1
"1687","1890-2020",3323,1
"1688","1890-2020",3324,1
"1689","1890-2020",3326,6
"1690","1890-2020",3329,16
"1691","1890-2020",3330,3
"1692","1890-2020",3331,1
"1693","1890-2020",3333,9
"1694","1890-2020",3361,7
"1695","1890-2020",3362,10
"1696","1890-2020",3363,8
"1697","1890-2020",3373,6
"1698","1890-2020",3382,1
"1699","1890-2020",3385,5
"1700","1890-2020",3386,8
"1701","1890-2020",3387,1
"1702","1890-2020",3388,7
"1703","1890-2020",3389,2
"1704","1890-2020",3417,2
"1705","1890-2020",3418,14
"1706","1890-2020",3419,2
"1707","1890-2020",3421,3
"1708","1890-2020",3424,1
"1709","1890-2020",3427,1
"1710","1890-2020",3428,4
"1711","1890-2020",3432,11
"1712","1890-2020",3434,1
"1713","1890-2020",3438,1
"1714","1890-2020",3440,1
"1715","1890-2020",3441,4
"1716","1890-2020",3442,31
"1717","1890-2020",3443,15
"1718","1890-2020",3444,21
"1719","1890-2020",3445,51
"1720","1890-2020",3446,1
"1721","1890-2020",3484,1
"1722","1890-2020",3487,2
"1723","1890-2020",3488,2
"1724","1890-2020",3490,6
"1725","1890-2020",3492,2
"1726","1890-2020",3494,2
"1727","1890-2020",3498,40
"1728","1890-2020",3499,12
"1729","1890-2020",3500,5
"1730","1890-2020",3501,4
"1731","1890-2020",3502,3
"1732","1890-2020",3531,1
"1733","1890-2020",3532,2
"1734","1890-2020",3533,9
"1735","1890-2020",3540,1
"1736","1890-2020",3541,9
"1737","1890-2020",3542,7
"1738","1890-2020",3543,17
"1739","1890-2020",3544,3
"1740","1890-2020",3552,2
"1741","1890-2020",3553,3
"1742","1890-2020",3554,17
"1743","1890-2020",3555,78
"1744","1890-2020",3556,22
"1745","1890-2020",3557,4
"1746","1890-2020",3558,2
"1747","1890-2020",3588,3
"1748","1890-2020",3589,2
"1749","1890-2020",3596,10
"1750","1890-2020",3597,65
"1751","1890-2020",3600,2
"1752","1890-2020",3603,3
"1753","1890-2020",3604,8
"1754","1890-2020",3606,3
"1755","1890-2020",3607,2
"1756","1890-2020",3609,2
"1757","1890-2020",3610,30
"1758","1890-2020",3611,7
"1759","1890-2020",3612,18
"1760","1890-2020",3613,33
"1761","1890-2020",3614,1
"1762","1890-2020",3644,1
"1763","1890-2020",3649,2
"1764","1890-2020",3652,24
"1765","1890-2020",3653,4
"1766","1890-2020",3657,1
"1767","1890-2020",3658,3
"1768","1890-2020",3660,5
"1769","1890-2020",3662,5
"1770","1890-2020",3664,2
"1771","1890-2020",3666,18
"1772","1890-2020",3667,8
"1773","1890-2020",3668,1
"1774","1890-2020",3669,8
"1775","1890-2020",3670,4
"1776","1890-2020",3701,2
"1777","1890-2020",3704,3
"1778","1890-2020",3705,11
"1779","1890-2020",3707,3
"1780","1890-2020",3708,25
"1781","1890-2020",3713,41
"1782","1890-2020",3714,1
"1783","1890-2020",3715,16
"1784","1890-2020",3718,2
"1785","1890-2020",3723,6
"1786","1890-2020",3724,7
"1787","1890-2020",3725,8
"1788","1890-2020",3757,9
"1789","1890-2020",3758,5
"1790","1890-2020",3759,26
"1791","1890-2020",3760,2
"1792","1890-2020",3761,36
"1793","1890-2020",3762,2
"1794","1890-2020",3763,1
"1795","1890-2020",3765,1
"1796","1890-2020",3769,20
"1797","1890-2020",3780,38
"1798","1890-2020",3814,5
"1799","1890-2020",3815,28
"1800","1890-2020",3816,42
"1801","1890-2020",3817,2
"1802","1890-2020",3824,3
"1803","1890-2020",3827,2
"1804","1890-2020",3831,4
"1805","1890-2020",3832,8
"1806","1890-2020",3835,2
"1807","1890-2020",3870,2
"1808","1890-2020",3871,2
"1809","1890-2020",3872,17
"1810","1890-2020",3874,22
"1811","1890-2020",3879,2
"1812","1890-2020",3880,1
"1813","1890-2020",3881,10
"1814","1890-2020",3882,3
"1815","1890-2020",3883,11
"1816","1890-2020",3884,13
"1817","1890-2020",3885,19
"1818","1890-2020",3889,1
"1819","1890-2020",3891,2
"1820","1890-2020",3892,47
"1821","1890-2020",3893,60
"1822","1890-2020",3925,5
"1823","1890-2020",3926,17
"1824","1890-2020",3927,23
"1825","1890-2020",3929,34
"1826","1890-2020",3930,61
"1827","1890-2020",3931,7
"1828","1890-2020",3932,1
"1829","1890-2020",3936,17
"1830","1890-2020",3937,41
"1831","1890-2020",3938,9
"1832","1890-2020",3939,10
"1833","1890-2020",3940,1
"1834","1890-2020",3941,5
"1835","1890-2020",3946,6
"1836","1890-2020",3947,6
"1837","1890-2020",3948,479
"1838","1890-2020",3949,20
"1839","1890-2020",3950,1
"1840","1890-2020",3981,8
"1841","1890-2020",3982,19
"1842","1890-2020",3983,40
"1843","1890-2020",3984,1
"1844","1890-2020",3985,17
"1845","1890-2020",3986,23
"1846","1890-2020",3987,19
"1847","1890-2020",3988,3
"1848","1890-2020",3990,1
"1849","1890-2020",3992,2
"1850","1890-2020",3993,276
"1851","1890-2020",3994,161
"1852","1890-2020",3995,28
"1853","1890-2020",3996,139
"1854","1890-2020",3998,3
"1855","1890-2020",3999,1
"1856","1890-2020",4001,18
"1857","1890-2020",4003,38
"1858","1890-2020",4004,1092
"1859","1890-2020",4005,463
"1860","1890-2020",4006,17
"1861","1890-2020",4036,11
"1862","1890-2020",4037,11
"1863","1890-2020",4038,35
"1864","1890-2020",4040,16
"1865","1890-2020",4046,14
"1866","1890-2020",4047,7
"1867","1890-2020",4048,30
"1868","1890-2020",4049,79
"1869","1890-2020",4050,361
"1870","1890-2020",4051,190
"1871","1890-2020",4052,40
"1872","1890-2020",4053,3
"1873","1890-2020",4054,1
"1874","1890-2020",4055,2
"1875","1890-2020",4056,11
"1876","1890-2020",4057,15
"1877","1890-2020",4058,56
"1878","1890-2020",4059,25
"1879","1890-2020",4060,28
"1880","1890-2020",4061,25
"1881","1890-2020",4062,5
"1882","1890-2020",4099,1
"1883","1890-2020",4101,8
"1884","1890-2020",4102,18
"1885","1890-2020",4103,46
"1886","1890-2020",4104,20
"1887","1890-2020",4105,15
"1888","1890-2020",4106,90
"1889","1890-2020",4107,472
"1890","1890-2020",4108,96
"1891","1890-2020",4110,50
"1892","1890-2020",4111,120
"1893","1890-2020",4112,40
"1894","1890-2020",4113,32
"1895","1890-2020",4114,85
"1896","1890-2020",4115,5
"1897","1890-2020",4116,1
"1898","1890-2020",4117,124
"1899","1890-2020",4118,137
"1900","1890-2020",4153,2
"1901","1890-2020",4155,1
"1902","1890-2020",4156,30
"1903","1890-2020",4157,66
"1904","1890-2020",4158,10
"1905","1890-2020",4159,6
"1906","1890-2020",4160,15
"1907","1890-2020",4161,24
"1908","1890-2020",4162,6
"1909","1890-2020",4163,69
"1910","1890-2020",4165,1
"1911","1890-2020",4166,225
"1912","1890-2020",4167,69
"1913","1890-2020",4168,82
