Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code
Lasionycteris noctivagans,LeConte,,silver-haired bat,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Vespertilioninae,,Lasionycteris,noctivagans,,,,migrant,S4S5,,,,,,,,,,,,,40629,MAM
Lasiurus cinereus,Beauvois,,hoary bat,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Vespertilioninae,,Lasiurus,cinereus,,,,migrant,S4S5,,,,,,,,,,,,,40523,MAM
Lepus americanus,Erxleben,,snowshoe hare,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,Lepus,americanus,,,,resident,S5 (2015),,,,,,,,,,,,,43132,MAM
Lepus americanus washingtonii,Baird,,"snowshoe hare, Washington subspecies",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,Lepus,americanus,,washingtonii,,resident,S1,,,,,,,,,,,,,,MAM
Lontra canadensis,Shreber,,North American river otter,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Lutrinae,,Lontra,canadensis,,,,resident,S5 (2015),,,,,,,,,,,,,41777,MAM
Lynx rufus,"Rafinesque,",,western bobcat,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Felidae,Felinae,,Lynx,rufus,,,,resident,S5 (2015),,,,,,,,,,,,,41976,MAM
Marmota caligata,Eschscholtz,,hoary marmot,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Xerinae,,Marmota,caligata,,,,resident,S5,,,,,,,,,,,,,46087,MAM
Marmota flaviventris,Audubon & Bachman,,yellow-bellied marmot,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Xerinae,,Marmota,flaviventris,,,,native,S5? (2015),,,,,,,,,,,,,46086,MAM
Martes americana,Turton,,pine marten,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Guloninae,,Martes,americana,,,,resident,S5? (2015),,,,,,,,,,,,,41798,MAM
Martes caurina,Merriam,,Pacific marten,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Guloninae,,Martes,caurina,,,,resident,S5?,,,,,,,,,,,,,467207,MAM
Megaptera novaeangliae,Gray,,humpback whale,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Balaenopteridae,,,Megaptera,novaeangliae,,,,resident,S3 (2006),,,,,,,,,,,,,41566,MAM
Mephitis mephitis,Schreber,,striped skunk,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mephitidae,Mephitinae,,Mephitis,mephitis,,,,resident,S5 (2015),,,,,,,,,,,,,41880,MAM
Microtus longicaudus,Merriam,,long-tailed vole,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Microtus,longicaudus,,,,resident,S5 (2015),,,,,,,,,,,,,44307,MAM
Microtus oregoni,Bachman,,creeping vole,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Microtus,oregoni,,,,resident,S4?,,,,,,,,,,,,,44318,MAM
Microtus pennsylvanicus,Ord.,,meadow vole,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Microtus,pennsylvanicus,,,,resident,S5 (2015),,,,,,,,,,,,,44311,MAM
Microtus richardsonii,De Kay,,North American water vole,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Microtus,richardsonii,,,,resident,S4S5,,,,,,,,,,,,,44323,MAM
Microtus townsendii,Bachman,,Townsend's vole,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Microtus,townsendii,,,,resident,S5?,,,,,,,,,,,,,44298,MAM
Mustela erminea,L.,,stoat,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Mustelinae,,Mustela,erminea,,,,resident,S5 (Feb 2015),,,,,,,,,,,,,41808,MAM
Mustela frenata altifrontalis,Hall,,"long-tailed weasel, altifrontalis subspecies",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Mustelinae,,Mustela,frenata,,altifrontalis,,extirpated,S1,,,,,,,,,,,,,237333,MAM
Mustela richardsonii,Bonaparte,,American stoat,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Mustelinae,,Mustela,richardsonii,,,,native,S5 (2015),,,,,,,,,,,,,1264427,MAM
Myodes gapperi,Vigors,,southern red-backed vole,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Myodes,gapperi,,,,resident,S5 (2015),,,,,,,,,,,,,74677,MAM
Myodes gapperi occidentalis,Merriam,,"southern red-backed vole, occidentalis subspecies",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Myodes,gapperi,,occidentalis,,extirpated,S1,,,,,,,,,,,,,237346,MAM
Myotis californicus,Audubon & Bachman,,California myotis,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Myotinae,,Myotis,californicus,,,,resident,S4S5,,,,,,,,,,,,,40342,MAM
Myotis evotis,H. Allen,,Miller's myotis,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Myotinae,,Myotis,evotis,,,,resident,S5? (2015),,,,,,,,,,,,,40354,MAM
Myotis lucifugus,LeConte,,little brown bat,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Myotinae,,Myotis,lucifugus,,,,resident,S4,,,,,,,,,,,,,40346,MAM
Myotis volans,H. Allen,,long-legged myotis,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Myotinae,,Myotis,volans,,,,resident,S4S5,,,,,,,,,,,,,40344,MAM
Myotis yumanensis,H. Allen,,yuma myotis,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Myotinae,,Myotis,yumanensis,,,,resident,S5,,,,,,,,,,,,,40325,MAM
Neogale vison,Von Schreber,,American mink,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Mustelinae,,Neogale,vison,,,,exotic,genus not in CDC records,,,,,,,,,,,,,1264432,MAM
Neotamias amoenus,J.A. Allen,,yellow-pine chipmunk,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Xerinae,,Neotamias,amoenus,,,,resident,S5 (2015),,,,,,,,,,,,,225740,MAM
Neotamias townsendii,Bachman,,Townsend's chipmunk,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Xerinae,,Neotamias,townsendii,,,,resident,S4S5,,,,,,,,,,,,,225756,MAM
Neurotrichus gibbsii,Baird,,American shrew mole,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Talpidae,Tulpinae,,Neurotrichus,gibbsii,,,,resident,S4 (Feb 2015),,,,,,,,,,,,,47051,MAM
Ochotona princeps,Richardson,,American pika,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Ochotonidae,,,Ochotona,princeps,,,,resident,S4S5 (2015),,,,,,,,,,,,,43188,MAM
Odocoileus hemionus columbianus,Richardson,,Columbian black-tailed deer,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Cervidae,Capreolinae,,Odocoileus,hemionus,,columbianus,,resident,S5 (2015),,,,,,,,,,,,,42221,MAM
Odocoileus virgianus,Zimmerman,,white-tailed deer,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Cervidae,Capreolinae,,Odocoileus,virgianus,,,,resident,S5,,,,,,,,,,,,,42223,MAM
Ondatra zibethicus,L.,,common muskrat,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Ondatra,zibethicus,,,,resident,S5,,,,,,,,,,,,,45763,MAM
Oreamnos americanus,Blainville,,mountain goat,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Antilopinae,,Oreamnos,americanus,,,,resident,S3 (2015),,,,,,,,,,,,,42414,MAM
Pekania pennanti,Erxleben,,fisher,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Guloninae,,Pekania,pennanti,,,,resident,S3,,,,,,,,,,,,,453109,MAM
Peromyscus keeni,Rhoads,,northwestern deer mouse,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Neotominae,,Peromyscus,keeni,,,,resident,S5 (2015),,,,,,,,,,,,,44387,MAM
Peromyscus maniculatus,Wagner,,deer mouse,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Neotominae,,Peromyscus,maniculatus,,,,resident,S5 (Feb 2015),,,,,,,,,,,,,44396,MAM
Phenacomys intermedius,Merriam,,western heather vole,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Phenacomys,intermedius,,,,resident,S5,,,,,,,,,,,,,45714,MAM
Procyon lotor,L.,,common  raccoon,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Procyonidae,,,Procyon,lotor,,,,resident,S5 (2015),,,,,,,,,,,,,41663,MAM
Puma concolor,L.,,cougar,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Felidae,Felinae,,Puma,concolor,,,,resident,S4,,,,,,,,,,,,,42007,MAM
Rattus rattus,L.,,black rat,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Muridae,Murinae,,Rattus,rattus,,,,exotic,SNA (2020),,,,,,,,,,,,,44575,MAM
Scapanus orarius,,,coast mole,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Erinaceidae,Erinaceinae,,Scapanus,orarius,,,,resident,S4?,,,,,,,,,,,,,47007,MAM
Sciurus carolinensis,Gmelin,,eastern grey squirrel,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,,Sciurus,carolinensis,,,,exotic,SNA (2006),,,,,,,,,,,,,46017,MAM
Sorex bendirii,Merriam,,Bendire's shrew,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Soricidae,Soricinae,,Sorex,bendirii,,,,resident,S2? (Feb 2015),,,,,,,,,,,,,46446,MAM
Sorex cinereus,Kerr,,masked shrew,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Soricidae,Soricinae,,Sorex,cinereus,,,,resident,S5 (2015),,,,,,,,,,,,,59815,MAM
Sorex monticolus,Merriam,,dusky shrew,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Soricidae,Soricinae,,Sorex,monticolus,,,,resident,S5,,,,,,,,,,,,,46456,MAM
Sorex navigator,Baird,,western water shrew,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Soricidae,Soricinae,,Sorex,navigator,,,,resident,S5 (2018),,,,,,,,,,,,,0,MAM
Sorex palustris,Richardson,,American water shrew,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Soricidae,Soricinae,,Sorex,palustris,,,,resident,S2S4,,,,,,,,,,,,,46335,MAM
Sorex rohweri,"Rausch, Feagin, & Rausch",,vagrant shrew,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Soricidae,Soricinae,,Sorex,rohweri,,,,resident,S2?,,,,,,,,,,,,,46342,MAM
Sorex trowbridgii,Baird,,Trowbridge's shrew,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Soricidae,Soricinae,,Sorex,trowbridgii,,,,resident,S3,,,,,,,,,,,,,46503,MAM
Sorex vagrans,Baird,,vagrant shrew,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Soricidae,Soricinae,,Sorex,vagrans,,,,resident,S5,,,,,,,,,,,,,46348,MAM
Spilogale gracilis,Merriam,,western spotted skunk,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mephitidae,Mephitinae,,Spilogale,gracilis,,,,,SU,,,,,,,,,,,,,58393,MAM
Sylvilagus floridanus,J.A. Allen,,eastern cottontail,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,Sylvilagus,floridanus,,,,exotic,SNA (2011),,,,,,,,,,,,,43111,MAM
Synaptomys borealis,Richardson,,northern bog lemming,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Synaptomys,borealis,,,,resident,S5,,,,,,,,,,,,,45760,MAM
Tamiasciurus douglasii,Bachman,,soft-haired squirrel,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,,,Tamiasciurus,douglasii,,,,resident,S4S5 (2015),,,,,,,,,,,,,46259,MAM
Ursus americanus,Pallas,,American black bear,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,Ursus,americanus,,,,resident,S4S5 (2015),,,,,,,,,,,,,41638,MAM
Ursus arctos horribilis,Ord.,,grizzly bear,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,Ursus,arctos,,horribilis,,resident,S3? (Feb 2015),,,,,,,,,,,,,125461,MAM
Vulpes vulpes,L.,,red fox,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,Vulpes,vulpes,,,,resident,S5,,,,,,,,,,,,,42069,MAM
Zapus trinotatus,Rhoads,,Pacific jumping mouse,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Dipodoidea,Zapodidae,Zapodini,,Zapus,trinotatus,,,,resident,S4,,,,,,,,,,,,,43844,MAM
