Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Entomobrya clitellaria,"Guthrie, 1903",,slender springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,Entomobryoidea,Entomobryidae,,,Entomobrya,,,new 2019,observed,,,,,,2019-09-20,Scott Gilmore,https://www.inaturalist.org/observations/33096075,,470384,ART
Entomobrya katzi,"Jordana & Baquero, 2021",,slender springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,Entomobryoidea,Entomobryidae,,,Entomobrya,,,new 2019,observed,,,,,,2019-04-26,Andrew Simon,https://www.inaturalist.org/observations/24351469,,219209,ART
Entomobrya triangularis,"Schott, 1896",,slender springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,Entomobryoidea,Entomobryidae,,,Entomobrya,,,new 2018,observed,,,,,,2018-05-19,Scott Gilmore,https://www.inaturalist.org/observations/12667801,,296704,ART
Ptenothrix maculosa,"(Schott, 1891)",,globular springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Symphypleona,,Dicyrtomoidea,Dicyrtomidae,,,Ptenothrix,,,new 2017,observed,,,,,,2017-02-16,Andrew Simon,https://www.inaturalist.org/observations/5121870,,491087,ART
