Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Semanotus ligneus,"(Fabricius, 1787)",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Callidiini,Semanotus,NOT from BC... (or even west of Manitoba),,reported,unobserved,1980-03-16,N. Russell,SEM,SEM-UBC COL-09690,,,,,,230791,ART
Semanotus litigiosus,"(Casey, 1891)",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Callidiini,Semanotus,native,S5 (2017),reported,unobserved,1986-03-29,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09331,,,,,,230792,ART
Tragosoma harrisii,,,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Prioninae,Meroscelisini,Tragosoma,,,new 2018,observed,,,,,,2018-08-20,Kevin Toomer,https://www.inaturalist.org/observations/19738960,,489433,ART
Trichocnemis spiculatus,"(LeConte, 1851)",,ponderous borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Prioninae,Callipogonini,Trichocnemis,native,S4S5 (2017),confirmed,observed,1975-07-23,J. Hughes,SEM,SEM-UBC COL-05051,,2014-05-27,Quirin Hohendorf,https://www.inaturalist.org/observations/8231242,Reported as Ergates spiculatus,321621,ART
Ulochaetes leoninus,,,lion beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Necydalinae,Necydalini,Ulochaetes,,,new 2019,observed,,,,,,2019-06-18,Christian Adler,https://www.inaturalist.org/observations/27215071,,270103,ART
Xestoleptura crassipes,"(LeConte, 1873)",,flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Xestoleptura,native,S5 (2017),confirmed,observed,1990-08-01,Sydney G. Cannings,SEM,SEM-UBC COL-09512,,2018-07-15,Andrew Simon,https://www.inaturalist.org/observations/36932263,,361523,ART
Xylotrechus undulatus,"(Say, 1824)",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Clytini,Xylotrechus,native,S4S5 (2017),confirmed,observed,1974-08-15,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09615,,2016-08-10,Wolfgang Matthes,http://www.inaturalist.org/observations/3912348,"reported as syn. Xylotrechus longitarsis Casey, 1912",233866,ART
Altica sp.,,,metallic flea beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,Alticini,Altica,,,new 2017,observed,,,,,,2017-03-14,Kris Krüg,http://inaturalist.ca/observations/5308258,,173228,ART
Bruchidius villosus,"Fabricius, 1792",,broom seed beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,,Bruchidius,exotic,unlisted,new 2016,observed,,,,,,2016-06-24,Andrew Simon,http://www.inaturalist.org/observations/3517689,,386880,ART
Galerucella nymphaeae,,,waterlily leaf beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,Galerucini,Galerucella,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/27516548,,53936,ART
Neogalerucella sp.,,,purple loosestrife beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,Galerucini,Galerucella,,,new 2018,observed,,,,,,2018-06-07,Andrew Simon,https://www.inaturalist.org/observations/13225281,,121745,ART
Plateumaris sp.,,,aquatic leaf beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Donaciinae,,Plateumaris,,,new 2018,observed,,,,,,2018-05-15,Andrew Simon,https://www.inaturalist.org/observations/26038046,,212095,ART
Syneta albida,"LeConte, 1857",,western fruit beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Synetinae,,Syneta,native,S5 (2017),new 2017,observed,,,,,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6345396,,455623,ART
Enoclerus schaefferi,"Barr, 1947",,checkered beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Cleridae,Clerinae,,Enoclerus,native,SU (2017),reported,unobserved,1980-07-08,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-25210,,,,,,455654,ART
Enoclerus sphegeus,,,red-bellied clerid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Cleridae,Clerinae,,Enoclerus,,,new 2020,observed,,,,,,2020-05-05,Frank Moyle,https://www.inaturalist.org/observations/49509021,,455655,ART
Eronyxa pallida,"(Motschulsky, 1863)",,transluscent bark-gnawing beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Lophocateridae,,Lophocaterini,Eronyxa,native,S4S5 (2017),confirmed,observed,1986-06-01,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20315,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6223426,,458141,ART
Listrus sp.,,,soft-winged flower beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Dasytinae,Listrini,Listrus,,,new 2017,observed,,,,,,2017-04-11,Andrew Simon,https://www.inaturalist.org/observations/5677062,,210555,ART
Malachius auritus,"LeConte, 1852",,malachite beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,Malachiini,Malachius,native,S4S5 (2017),reported,unobserved,1979-04-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-25241,,,,,,456968,ART
Peltis pippingskoeldi,"Mannerheim, 1852",,bark-gnawing beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Peltidae,,,Peltis,native,S4S5 (2017),confirmed,observed,1979-10-08,J. Scudder,SEM,SEM-UBC COL-20426,,2019-05-04,Charlene Wood,https://www.inaturalist.org/observations/24668130,Reported as Ostoma pippingskoeldi,458279,ART
Temnoscheila chlorodia,"(Mannerheim, 1843)",,pine trogossitid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Trogossitidae,Trogossitinae,Trogossitini,Temnoscheila,native,S4S5 (2017),confirmed,observed,1975-10-13,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20497,,2021-06-30,Karen Elisabeth Harris,https://www.inaturalist.org/observations/85144931,,120559,ART
Oxylaemus sp.,,,dry bark beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Bothrideridae,,,Oxylaemus,,,reported,unobserved,1974-07-24,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-28979,,,,,,455150,ART
Chilocorus tricyclus,,,twice-stabbed lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Chilocorinae,,Chilocorus,,,new 2019,observed,,,,,,2019-05-03,Scott Gilmore,https://www.inaturalist.org/observations/24491856,,455667,ART
Coccinella californica,"(Mannerheim, 1843)",,California lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Coccinella,native,SU (2017),reported,unobserved,1981-04-18,Robert Cannings,RBCM,ENT991-146822,,,,,,128712,ART
Coccinella novemnotata,"Herbst, 1793",,nine-spotted lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Coccinella,native,S5 (2017),reported,unobserved,1981-04-18,Sydney G. Cannings,SEM,SEM-UBC COL-11145,,,,,,136563,ART
Coccinella septempunctata,"(Linnaeus, 1758)",,seven-spotted lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Coccinella,exotic,unlisted,new 2018,observed,,,,,,2018-05-25,Andrew Simon,https://www.inaturalist.org/observations/12820029,,51702,ART
Coccinella trifasciata,"(Walbaum, 1792)",,three-banded lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Coccinella,native,SU (2017),reported,unobserved,1990-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-11651,,,,,,207616,ART
Cycloneda polita,"Casey, 1899",,western blood-red lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Cycloneda,native,S5 (2017),confirmed,observed,1990-08-01,Sydney G. Cannings,SEM,SEM-UBC COL-11975,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6206576,,55492,ART
Harmonia axyridis,"(Pallas, 1773)",,Asian lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Harmonia,exotic,unlisted,new 2017,observed,,,,,,2017-05-27,Libby Avis,https://www.inaturalist.org/observations/6460219,,48484,ART
Hippodamia sp.,,,oblong ladybird,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Hippodamia,,,reported,unobserved,1984-03-05,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-13193,,,,,,48988,ART
Hyperaspis postica,"LeConte, 1880",,sigil ladybeetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Scymninae,Hyperaspidini,Hyperaspis,native,S4S5 (2017),reported,unobserved,1990-09-02,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-13070,,,,,,320391,ART
Mulsantina picta,"(Randall, 1838)",,painted ladybird,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Mulsantina,native,S5 (2017),confirmed,observed,1990-09-02,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-13590,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6217385,,225295,ART
Psyllobora borealis,"Casey, 1899",,western fairy ladybeetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Halyziini,Psyllobora,native,S4S5 (2017),confirmed,observed,1985-05-19,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-13793,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6333086,,311633,ART
Psyllobora vigintimaculata,"(Say, 1824)",,twenty-spotted lady neetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Halyziini,Psyllobora,native,S5 (2017),confirmed,observed,1990-09-02,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-13984,,2016-06-23,Andrew Simon,http://www.inaturalist.org/observations/3512987,,118967,ART
Scymnus nebulosus,"(Linnaeus, 1758)",,dusky ladybeetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Scymninae,Scymnini,Scymnus,native,S4S5 (2017),confirmed,observed,1990-04-20,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-14218,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6223916,,320432,ART
Clypastraea sp.,,,minute hooded beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Corylophidae,Corylophinae,Parmulini,Clypastraea,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6231578,,174300,ART
Cartodere nodifer,,,swollen fungus beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Latridiidae,Latridiinae,,Cartodere,,,new 1990,observed,,,,,,1990-07-23,Scott Gilmore,https://www.inaturalist.org/observations/34740911,,456717,ART
Atomaria subdentata,"(Casey, 1900)",,silken fungus beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Cryptophagidae,Atomariinae,Atomariini,Atomaria,native,SU (2017),reported,unobserved,1974-04-14,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-29068,,,,,,455700,ART
Cucujus clavipes,,,red flat bark beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Cucujidae,,,Cucujus,,,new 2019,observed,,,,,,2019-05-04,Charlene Wood,https://www.inaturalist.org/observations/24670721,,122215,ART
Brachypterus sp.,,,pollen beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Kateretidae,,,Brachypterus,,,new 2017,unobserved,2017-05-27,Joel Gibson & H. Choong,RBCM,ENT017-002267,,,,,,173287,ART
Macreurops longicollis,"(Horn, 1879)",,root-eating beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Monotomidae,Monotominae,Europini,Macreurops,native,SU (2017),reported,unobserved,1972-05-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-21233,,,,,,456991,ART
Rhizophagus sculpturatus,"Mannerheim, 1852",,root-eating beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Monotomidae,Rhizophaginae,,Rhizophagus,native,S4S5 (2017),reported,unobserved,1975-04-16,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-21466,,,,,,457001,ART
Epuraea aestiva,"(Linnaeus, 1758)",,sap beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Epuraeinae,Epuraeini,Epuraea,native,S5 (2017),new 2017,observed,,,,,,2017-04-20,Andrew Simon,https://www.inaturalist.org/observations/5886025,,219366,ART
Pityophagus rufipennis,"Horn, 1872",,sap-feeding beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Cryptarchinae,,Pityophagus,native,S4S5 (2017),reported,unobserved,1972-05-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-25370,,,,,,457099,ART
Thalycra sinuata,"Howden, 1961",,sap-feeding beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Nitidulinae,Nitidulini,Thalycra,native,SU (2017),reported,unobserved,1973-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-25378,,,,,,457110,ART
Eutrichapion cavifrons,"(LeConte, 1857)",,straight-snouted weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Brentidae,Apioninae,,Eutrichapion,native,S4S5 (2017),reported,unobserved,1979-04-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-29008,,,,,Reported as Apion cavifrons,455154,ART
Rhopalapion longirostre,"Olivier, 1807",,hollyhock weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Brentidae,Apioninae,,Rhopalapion,exotic,unlisted,new 2018,observed,,,,,,2018-05-21,Elizabeth McClelland,https://www.inaturalist.org/observations/12998488,,455182,ART
Cryptorhynchus lapathi,"(Linnaeus, 1758)",,poplar-and-willow borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Cryptorhynchinae,Cryptorhynchini,Cryptorhynchus,native,S4S5 (2017),new 2017,observed,,,,,,2017-05-27,Andrew Simon,https://www.inaturalist.org/observations/6464894,,217843,ART
Curculio sp.,,,nut and acorn weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Curculioninae,Curculionini,Curculio,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6203490,,121294,ART
Cylindrocopturus furnissi,"Buchanan, 1940",,Douglas-fir twig weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Conoderinae,Zygopini,Cylindrocopturus,native,SU (2017),new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6203489,,48906,ART
Dendroctonus pseudotsugae,"Hopkins, 1905",,Douglas-fir beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Scolytinae,Hylesinini,Dendroctonus,native,S5 (2017),reported,unobserved,1971-05-07,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-26357,,,,,,48905,ART
Dyslobus granicollis,"LeConte, 1869",,broad-nosed weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Tropiphorini,Dyslobus,native,S5 (2017),new 2017,observed,,,,,,2017-05-16,Scott Gilmore,https://www.inaturalist.org/observations/6250567,,455873,ART
Hylastes sp.,,,weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Scolytinae,Hylesinini,Hylastes,,,new 2017,observed,,,,,,2017-05-27,Lauren Magner & Andrew Simon,https://www.inaturalist.org/observations/6388737,,177736,ART
Hylurgops porosus,"(LeConte, 1868)",,crenulate bark beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Scolytinae,Hylesinini,Hylurgops,native,S5 (2017),reported,unobserved,1972-05-14,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-26648,,,,,,221943,ART
Nemocestes horni,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Peritelini,Nemocestes,,,new 2017,observed,,,,,,2017-05-31,Andrew Simon,https://www.inaturalist.org/observations/6464864,,225548,ART
Nemocestes incomptus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Peritelini,Nemocestes,,,new 2019,observed,,,,,,2019-04-26,Andrew Simon,https://www.inaturalist.org/observations/24351461,,455954,ART
Nemocestes puncticollis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Peritelini,Nemocestes,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/26071999,,455955,ART
Otiorhynchus rugosostriatus,,,rough strawberry root weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Otiorhynchini,Otiorhynchus,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/26072005,,604471,ART
Otiorhynchus singularis,"(Linnaeus, 1767)",,clay-coloured weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Otiorhynchini,Otiorhynchus,exotic,unlisted,new 2017,observed,,,,,,2017-05-12,Scott Gilmore,https://www.inaturalist.org/observations/6203492,,226717,ART
Panscopus sp.,,,broad-nosed weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Tropiphorini,Panscopus,,,new 2016,observed,,,,,,2016-06-23,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/3561865,,176093,ART
Pissodes fasciatus,"LeConte, 1876",,bark weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Molytinae,Pissodini,Pissodes,native,SU (2017),new 2018,observed,,,,,,2018-05-28,Scott Gilmore,https://www.inaturalist.org/observations/12913440,,228178,ART
Pissodes radiatae,"Hopkins, 1911",,Monterey pine weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Molytinae,Pissodini,Pissodes,native,SU (2017),new 2018,observed,,,,,,2018-05-28,Scott Gilmore,https://www.inaturalist.org/observations/12913441,,345154,ART
Rhinocyllus conicus,,,nodding thistle receptacle weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Lixinae,Lixini,Rhinocyllus,,,new 2021,observed,,,,,,2021-06-26,Kevin Toomer,https://www.inaturalist.org/observations/84574932,,229899,ART
Rhyncolus sp.,,,weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Cossoninae,Rhyncolini,Rhyncolus,,,new 2017,observed,2017-05-27,Joel Gibson,RBCM,ENT017-002302,,2016-06-23,Andrew Simon,http://www.inaturalist.org/observations/3512976,,211714,ART
Sciaphilus asperatus,"(Bonsdorff, 1785)",,weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Sciaphilini,Sciaphilus,exotic,unlisted,new 2016,observed,,,,,,2016-06-23,Andrew Simon,http://www.inaturalist.org/observations/3516432,,200015,ART
Sciopithes obscurus,,,obscure root weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Otiorhynchini,Sciopithes,,,new 2019,observed,,,,,,2019-05-03,Scott Gilmore,https://www.inaturalist.org/observations/24732966,,366563,ART
Sthereus horridus,,,weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Molytinae,Molytini,Sthereus,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/26071998,,361533,ART
Strophosoma melanogrammum,"(Forster, 1771)",,weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Brachyderini,Strophosoma,exotic,unlisted,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6203491,,231837,ART
Macropogon testaceipennis,"Motschulsky, 1859",,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Artematopodidae,,,Macropogon,native,SU (2017),new 2018,observed,,,,,,2018-05-20,Scott Gilmore,https://www.inaturalist.org/observations/12958531,,455135,ART
Cyrtomoptera divisa,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Cantharinae,Cantharini,Cyrtomoptera,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6337893,,455293,ART
Dichelotarsus sp.,,,soldier beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Cantharinae,Podabrini,Dichelotarsus,,,new 2017,observed,,,,,,2017-05-12,Scott Gilmore,https://www.inaturalist.org/observations/6206196,,244381,ART
Malthodes sp.,,,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Malthininae,Malthodini,Malthodes,,,new 2015,observed,,,,,,2015-05-28,Andrew Simon,http://www.inaturalist.org/observations/1838797,,177174,ART
