"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"1",3096017373,"310dbb60-e369-4ec2-a6d8-8e4de843b208","1523_R_5_19:019","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","","","","FAMILY","Petromyzontidae","Petromyzontidae","Bonaparte 1831","CA","","","PRESENT",NA,"c98a8d0d-cab2-4506-8c0f-c91a5e4996b9",49.438872,-123.252662,NA,NA,NA,NA,NA,NA,"1963-05-23T00:00:00",23,5,1963,2212,NA,"HUMAN_OBSERVATION","PBS","","","","","","CC_BY_4_0","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","","","","2022-11-25T03:23:16.929Z","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84"
"2",3096044859,"310dbb60-e369-4ec2-a6d8-8e4de843b208","12139_R_23_78:020","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus","","SPECIES","Entosphenus tridentatus (Richardson, 1836)","Entosphenus tridentatus","(Richardson 1836)","CA","","","PRESENT",NA,"c98a8d0d-cab2-4506-8c0f-c91a5e4996b9",49.439667,-123.409386,NA,NA,NA,NA,NA,NA,"2003-09-27T13:01:00",27,9,2003,2421422,2421422,"HUMAN_OBSERVATION","PBS","","","","","","CC_BY_4_0","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","","","","2022-11-25T03:22:50.450Z","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;FOOTPRINT_WKT_INVALID"
"3",3096049376,"310dbb60-e369-4ec2-a6d8-8e4de843b208","1544_R_5_40:019","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","","","","FAMILY","Petromyzontidae","Petromyzontidae","Bonaparte 1831","CA","","","PRESENT",NA,"c98a8d0d-cab2-4506-8c0f-c91a5e4996b9",49.438872,-123.252662,NA,NA,NA,NA,NA,NA,"1963-05-25T00:00:00",25,5,1963,2212,NA,"HUMAN_OBSERVATION","PBS","","","","","","CC_BY_4_0","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","","","","2022-11-25T03:23:15.366Z","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84"
"4",3096050849,"310dbb60-e369-4ec2-a6d8-8e4de843b208","12138_R_23_77:020","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus","","SPECIES","Entosphenus tridentatus (Richardson, 1836)","Entosphenus tridentatus","(Richardson 1836)","CA","","","PRESENT",NA,"c98a8d0d-cab2-4506-8c0f-c91a5e4996b9",49.440784,-123.41713,NA,NA,NA,NA,NA,NA,"2003-09-27T12:12:00",27,9,2003,2421422,2421422,"HUMAN_OBSERVATION","PBS","","","","","","CC_BY_4_0","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","","","","2022-11-25T03:22:49.541Z","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;FOOTPRINT_WKT_INVALID"
"5",3455453820,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/102244783","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus","","SPECIES","Entosphenus tridentatus (Richardson, 1836)","Entosphenus tridentatus","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.68427,-123.183838,14,NA,NA,NA,NA,NA,"2021-09-05T11:09:39",5,9,2021,2421422,2421422,"HUMAN_OBSERVATION","iNaturalist","Observations","102244783","","Claude Nozères","2021-12-04T21:20:23","CC_BY_NC_4_0","Rachel Munger","Rachel Munger","","","2022-12-09T20:33:49.894Z","StillImage","COORDINATE_ROUNDED"
"6",1804034619,"dc3bfd08-0141-45ae-9603-91ac50cdc33b","e5e75ed5-03a9-3a94-d3af-7f9f38eee186","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Lampetra","Lampetra ayresii","","SPECIES","Lampetra ayresii (Günther, 1870)","Lampetra ayresii (Günther, 1870)","(Günther, 1870)","CA","Salmon Reck, Howe Sound near Gibsons","British Columbia (Prov.)","PRESENT",1,"a41250f0-7c3e-11d8-a19c-b8a03c50a862",49.4,-123.5,NA,NA,NA,NA,NA,NA,"1964-08-07T00:00:00",7,8,1964,5216497,5216497,"PRESERVED_SPECIMEN","CMN","CMNFI","CMNFI 2000-0010.1","","Smith, Donald A.","1968-01-01T00:00:00","CC_BY_4_0","Canadian Museum of Nature","Moorcroft, A.","","","2022-12-02T18:25:33.501Z","","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY"
"7",3096013167,"310dbb60-e369-4ec2-a6d8-8e4de843b208","19759_R_23_23:020","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus","","SPECIES","Entosphenus tridentatus (Richardson, 1836)","Entosphenus tridentatus","(Richardson 1836)","CA","","","PRESENT",NA,"c98a8d0d-cab2-4506-8c0f-c91a5e4996b9",49.392017,-123.400398,NA,NA,NA,NA,NA,NA,"2015-06-17T11:26:00",17,6,2015,2421422,2421422,"HUMAN_OBSERVATION","PBS","","","","","","CC_BY_4_0","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","","","","2022-11-25T03:23:18.446Z","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;FOOTPRINT_WKT_INVALID"
"8",3096013857,"310dbb60-e369-4ec2-a6d8-8e4de843b208","12936_R_23_32:020","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus","","SPECIES","Entosphenus tridentatus (Richardson, 1836)","Entosphenus tridentatus","(Richardson 1836)","CA","","","PRESENT",NA,"c98a8d0d-cab2-4506-8c0f-c91a5e4996b9",49.346832,-123.29158,NA,NA,NA,NA,NA,NA,"2004-08-08T07:31:00",8,8,2004,2421422,2421422,"HUMAN_OBSERVATION","PBS","","","","","","CC_BY_4_0","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","","","","2022-11-25T03:23:17.293Z","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;FOOTPRINT_WKT_INVALID"
"9",3096045339,"310dbb60-e369-4ec2-a6d8-8e4de843b208","1259_R_5_13:019","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","","","","FAMILY","Petromyzontidae","Petromyzontidae","Bonaparte 1831","CA","","","PRESENT",NA,"c98a8d0d-cab2-4506-8c0f-c91a5e4996b9",49.438872,-123.252662,NA,NA,NA,NA,NA,NA,"1961-06-06T00:00:00",6,6,1961,2212,NA,"HUMAN_OBSERVATION","PBS","","","","","","CC_BY_4_0","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","","","","2022-11-25T03:22:46.146Z","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84"
"10",3456119382,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/9035734","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus","","SPECIES","Entosphenus tridentatus (Richardson, 1836)","Entosphenus tridentatus","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.820325,-123.153717,NA,NA,NA,NA,NA,NA,"2017-04-26T11:24:00",26,4,2017,2421422,2421422,"HUMAN_OBSERVATION","iNaturalist","Observations","9035734","","mac-e","2020-04-16T21:55:19","CC_BY_NC_4_0","Vanessa","Vanessa","","","2022-12-09T20:27:39.935Z","StillImage;StillImage","COORDINATE_ROUNDED"
"11",3096045892,"310dbb60-e369-4ec2-a6d8-8e4de843b208","12136_R_23_75:020","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus","","SPECIES","Entosphenus tridentatus (Richardson, 1836)","Entosphenus tridentatus","(Richardson 1836)","CA","","","PRESENT",NA,"c98a8d0d-cab2-4506-8c0f-c91a5e4996b9",49.417534,-123.438881,NA,NA,NA,NA,NA,NA,"2003-09-27T08:40:00",27,9,2003,2421422,2421422,"HUMAN_OBSERVATION","PBS","","","","","","CC_BY_4_0","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","","","","2022-11-25T03:22:49.542Z","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;FOOTPRINT_WKT_INVALID"
"12",3096017354,"310dbb60-e369-4ec2-a6d8-8e4de843b208","1104_R_5_61:019","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","","","","FAMILY","Petromyzontidae","Petromyzontidae","Bonaparte 1831","CA","","","PRESENT",NA,"c98a8d0d-cab2-4506-8c0f-c91a5e4996b9",49.438872,-123.252662,NA,NA,NA,NA,NA,NA,"1960-11-17T00:00:00",17,11,1960,2212,NA,"HUMAN_OBSERVATION","PBS","","","","","","CC_BY_4_0","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","","","","2022-11-25T03:23:16.922Z","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84"
"13",3096049358,"310dbb60-e369-4ec2-a6d8-8e4de843b208","1273_R_5_27:019","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","","","","FAMILY","Petromyzontidae","Petromyzontidae","Bonaparte 1831","CA","","","PRESENT",NA,"c98a8d0d-cab2-4506-8c0f-c91a5e4996b9",49.438872,-123.252662,NA,NA,NA,NA,NA,NA,"1961-06-07T00:00:00",7,6,1961,2212,NA,"HUMAN_OBSERVATION","PBS","","","","","","CC_BY_4_0","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","","","","2022-11-25T03:23:15.362Z","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84"
"14",3096049549,"310dbb60-e369-4ec2-a6d8-8e4de843b208","10159_R_3_29:022","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Lampetra","Lampetra ayresii","","SPECIES","Lampetra ayresii (Günther, 1870)","Lampetra ayresii","(Günther 1870)","CA","","","PRESENT",NA,"c98a8d0d-cab2-4506-8c0f-c91a5e4996b9",49.451668,-123.415001,NA,NA,NA,NA,NA,NA,"2001-05-28T12:10:00",28,5,2001,5216497,5216497,"HUMAN_OBSERVATION","PBS","","","","","","CC_BY_4_0","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","","","","2022-11-25T03:23:15.662Z","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;FOOTPRINT_WKT_INVALID"
