"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"1",3859692854,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/120756426","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus melanocephalus","","SPECIES","Pheucticus melanocephalus (Swainson, 1827)","Pheucticus melanocephalus","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.438239,-123.475377,61,NA,NA,NA,NA,NA,"2022-06-07T13:25:00",7,6,2022,2490487,2490487,"HUMAN_OBSERVATION","iNaturalist","Observations","120756426","","Rand Rudland","2022-06-08T01:37:25","CC_BY_4_0","Rand Rudland","Rand Rudland","","","2022-12-09T20:35:05.162Z","","COORDINATE_ROUNDED"
"2",2311347457,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/29688072","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus melanocephalus","","SPECIES","Pheucticus melanocephalus (Swainson, 1827)","Pheucticus melanocephalus","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.708729,-123.155334,5,NA,NA,NA,NA,NA,"2019-07-20T17:00:00",20,7,2019,2490487,2490487,"HUMAN_OBSERVATION","iNaturalist","Observations","29688072","","breannawilson","2019-07-28T04:06:49","CC_BY_NC_4_0","breannawilson","breannawilson","","","2022-12-09T20:31:30.138Z","StillImage;StillImage;StillImage",""
"3",3327953548,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/87065717","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga ludoviciana","","SPECIES","Piranga ludoviciana (A.Wilson, 1811)","Piranga ludoviciana","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.333364,-123.266758,222,NA,NA,NA,NA,NA,"2021-07-13T16:37:00",13,7,2021,2488484,2488484,"HUMAN_OBSERVATION","iNaturalist","Observations","87065717","","Isaac Eckert","2021-07-15T00:17:02","CC_BY_NC_4_0","Isaac Eckert","Isaac Eckert","","","2022-12-09T20:29:05.360Z","StillImage;StillImage;StillImage","COORDINATE_ROUNDED"
"4",2429422610,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/34016806","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga ludoviciana","","SPECIES","Piranga ludoviciana (A.Wilson, 1811)","Piranga ludoviciana","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.708748,-123.155336,21,NA,NA,NA,NA,NA,"2019-08-24T18:45:00",24,8,2019,2488484,2488484,"HUMAN_OBSERVATION","iNaturalist","Observations","34016806","","breannawilson","2019-10-07T16:07:47","CC_BY_NC_4_0","breannawilson","breannawilson","","","2022-12-09T20:28:10.544Z","StillImage;StillImage",""
"5",839886826,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_CAN:OBS157945897","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus melanocephalus","","SPECIES","Pheucticus melanocephalus (Swainson, 1827)","Pheucticus melanocephalus","","CA","Squamish River Estuary","British Columbia","PRESENT",2,"e2e717bf-551a-4917-bdc9-4fa0f342c530",49.70507,-123.17841,NA,NA,NA,NA,NA,NA,"2012-07-04T00:00:00",4,7,2012,2490487,2490487,"HUMAN_OBSERVATION","CLO","EBIRD_CAN","OBS157945897","","","","CC_BY_4_0","","obsr104795","","","2022-11-24T20:54:00.688Z","",""
"6",3299800671,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS920977438","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga ludoviciana","","SPECIES","Piranga ludoviciana (A.Wilson, 1811)","Piranga ludoviciana","","CA","West Vancouver--Eagle Harbour","British Columbia","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",49.35406,-123.26865,NA,NA,NA,NA,NA,NA,"2020-05-13T00:00:00",13,5,2020,2488484,2488484,"HUMAN_OBSERVATION","CLO","EBIRD","OBS920977438","","","","CC_BY_4_0","","obsr52199","","","2022-11-24T21:15:20.091Z","",""
"7",3645289689,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS1162507087","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga ludoviciana","","SPECIES","Piranga ludoviciana (A.Wilson, 1811)","Piranga ludoviciana","","CA","Lighthouse Park, West Vancouver CA-BC 49.33803, -123.25940","British Columbia","PRESENT",6,"e2e717bf-551a-4917-bdc9-4fa0f342c530",49.33803,-123.2594,NA,NA,NA,NA,NA,NA,"2021-05-20T00:00:00",20,5,2021,2488484,2488484,"HUMAN_OBSERVATION","CLO","EBIRD","OBS1162507087","","","","CC_BY_4_0","","obsr197423","","","2022-11-24T21:02:14.359Z","",""
"8",1380821049,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_CAN:OBS335165709","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga ludoviciana","","SPECIES","Piranga ludoviciana (A.Wilson, 1811)","Piranga ludoviciana","","CA","Squamish River Estuary","British Columbia","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",49.70507,-123.17841,NA,NA,NA,NA,NA,NA,"2015-08-06T00:00:00",6,8,2015,2488484,2488484,"HUMAN_OBSERVATION","CLO","EBIRD_CAN","OBS335165709","","","","CC_BY_4_0","","obsr104795","","","2022-11-24T20:43:19.276Z","",""
"9",3617728781,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS1179160569","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga ludoviciana","","SPECIES","Piranga ludoviciana (A.Wilson, 1811)","Piranga ludoviciana","","CA","Squamish Golf Course and Spawning Channels","British Columbia","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",49.72928,-123.12374,NA,NA,NA,NA,NA,NA,"2021-06-09T00:00:00",9,6,2021,2488484,2488484,"HUMAN_OBSERVATION","CLO","EBIRD","OBS1179160569","","","","CC_BY_4_0","","obsr104795","","","2022-11-24T21:14:50.776Z","",""
"10",2091862067,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS532564240","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga ludoviciana","","SPECIES","Piranga ludoviciana (A.Wilson, 1811)","Piranga ludoviciana","","CA","6090 Blink Bonnie Road","British Columbia","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",49.359795,-123.28368,NA,NA,NA,NA,NA,NA,"2017-09-13T00:00:00",13,9,2017,2488484,2488484,"HUMAN_OBSERVATION","CLO","EBIRD","OBS532564240","","","","CC_BY_4_0","","obsr52199","","","2022-11-24T21:12:18.850Z","",""
