"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","reportingStatus","observationStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","firstObservediNat","firstObservedBy","firstObservedID","notes","ID","statsCode"
"Bos taurus","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Bovidae","","","Bos","","","","","Native","","","","","1940-01-01","I.McT. Cowan","UBCBBM","M000566","1291995844","","","","","",""
"Phoca vitulina richardii","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","Native","","","","","1942-11-01","","UBCBBM","M000288","1291995527","","","","","",""
"Marmota flaviventris avara","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Marmota","","","","","Native","","","","","1934-07-01","G.J. Spencer","UBCBBM","M000221","1291995523","","","","","",""
"Lepus americanus virginianus","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Leporidae","","","Lepus","","","","","Native","","","","","1923-04-23","K. Racey","UBCBBM","M000237","1291995501","","","","","",""
"Microtus townsendii cummingi","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","Native","","","","","1928-07-21","I.McT. Cowan","UBCBBM","M000233","1291995480","","","","","",""
"Neotoma cinerea","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Neotoma","","","","","","","","","","1933-09-22","Munro, JA","ROM","30168","1211863061","","","","","",""
"Canis latrans","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","","","","","","1950-09-16","Munro, JA","ROM","20969","1211863052","","","","","",""
"Zapus hudsonius","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Dipodidae","","","Zapus","","","","","","","","","","1937-08-22","Munro, JA","ROM","30599","1211863040","","","","","",""
"Zapus princeps","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Dipodidae","","","Zapus","","","","","","","","","","1935-08-21","Munro, JA","ROM","30596","1211863036","","","","","",""
"Zapus princeps","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Dipodidae","","","Zapus","","","","","","","","","","1935-08-21","Munro, JA","ROM","30597","1211863034","","","","","",""
"Microtus pennsylvanicus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","","","","","","1937-07-18","Munro, JA","ROM","30997","1211863033","","","","","",""
"Zapus princeps","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Dipodidae","","","Zapus","","","","","","","","","","1935-08-21","Munro, JA","ROM","30598","1211863011","","","","","",""
"Spermophilus lateralis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Callospermophilus","","","","","","","","","","1943-06-13","Munro, JA","ROM","28580","1211862399","","","","","",""
"Spermophilus lateralis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Callospermophilus","","","","","","","","","","1943-06-13","Munro, JA","ROM","28579","1211862388","","","","","",""
"Spermophilus lateralis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Callospermophilus","","","","","","","","","","1943-06-13","Munro, JA","ROM","28578","1211862381","","","","","",""
"Odocoileus hemionus","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Odocoileus","","","","","","","","","","1936-11-29","Ronayne, J","ROM","10062","1211861747","","","","","",""
"Sorex vagrans ?","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1921-08-30","Racey, K","ROM","2704140062","1211860986","","","","","",""
"Tamias amoenus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamias","","","","","","","","","","1921-08-26","Racey, K","ROM","2704140021","1211860935","","","","","",""
"Ochotona princeps","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Ochotonidae","","","Ochotona","","","","","","","","","","1921-08-26","Racey, K","ROM","2704140086","1211860911","","","","","",""
"Sorex palustris","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1923-09-03","Racey, K","ROM","2704140063","1211860584","","","","","",""
"Tamiasciurus hudsonicus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamiasciurus","","","","","","","","","","1922-04-27","Racey, K","ROM","2704140067","1211859622","","","","","",""
"Sorex cinereus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1935-08-22","Cumming, RA","ROM","29596","1211859249","","","","","",""
"Clethrionomys gapperi","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Myodes","","","","","","","","","","1923-07-22","Racey, K","ROM","2704140096","1211859211","","","","","",""
"Lepus americanus","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Leporidae","","","Lepus","","","","","","","","","","1923-04-18","Racey, K","ROM","2704140015","1211859104","","","","","",""
"Sorex vagrans","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1921-08-01","Saunders, WE","ROM","17398","1211858948","","","","","",""
"Rattus rattus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Muridae","","","Rattus","","","","","","","","","","1921-11-24","Racey, K","ROM","2704140104","1211858945","","","","","",""
"Procyon lotor","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Procyonidae","","","Procyon","","","","","","","","","","1926-08-12","Dymond, JR","ROM","2609240001","1211858803","","","","","",""
"Procyon lotor","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Procyonidae","","","Procyon","","","","","","","","","","1926-08-12","Dymond, JR","ROM","2609240002","1211858796","","","","","",""
"Corynorhinus townsendii","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Corynorhinus","","","","","","","","","","1937-05-01","Hart, Jl","ROM","15169","1211858248","","","","","",""
"Myotis yumanensis","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Myotis","","","","","","","","","","1935-08-18","Munro, JA","ROM","29460","1211857806","","","","","",""
"Eptesicus fuscus","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Eptesicus","","","","","","","","","","1953-06-15","Phillips, RE","ROM","78166","1211856255","","","","","",""
"Sorex monticolus ?","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1921-08-01","Saunders, WE","ROM","17396","1211777329","","","","","",""
"Oryctolagus cuniculus ssp.","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Leporidae","","","Oryctolagus","","","","","","","","","","1941-07-01","Collector(s): Joseph T. Marshall Jr.","MVZ","MVZ:Mamm:99424","1145896779","","","","","",""
"Neurotrichus gibbsii minor","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Talpidae","","","Neurotrichus","","","","","","","","","","1941-06-20","Collector(s): Joseph T. Marshall Jr.","MVZ","MVZ:Mamm:99423","1145896695","","","","","",""
"Microtus townsendii pugeti","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","","","","","","1938-06-26","Collector(s): David H. Johnson","MVZ","MVZ:Mamm:83420","1145878960","","","","","",""
"Microtus pennsylvanicus funebris","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","","","","","","1937-06-29","Collector(s): Thomas Paul Maslin","MVZ","MVZ:Mamm:77465","1145872340","","","","","",""
"Sorex monticola mixtus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1936-05-03","","MVZ","MVZ:Mamm:70374","1145864460","","","","","",""
"Sorex monticola mixtus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1936-05-03","","MVZ","MVZ:Mamm:70375","1145864440","","","","","",""
"Sorex monticola mixtus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1936-05-03","","MVZ","MVZ:Mamm:70373","1145864430","","","","","",""
"Scapanus orarius schefferi","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Talpidae","","","Scapanus","","","","","","","","","","1935-04-20","","MVZ","MVZ:Mamm:67723","1145861504","","","","","",""
"Peromyscus maniculatus saturatus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-02-02","Collector(s): Will C. Colt","MVZ","MVZ:Mamm:67204","1145860942","","","","","",""
"Phenacomys intermedius intermedius","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Phenacomys","","","","","","","","","","1934-05-30","","MVZ","MVZ:Mamm:65982","1145859548","","","","","",""
"Peromyscus maniculatus georgiensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1934-03-26","","MVZ","MVZ:Mamm:65946","1145859514","","","","","",""
"Ochotona princeps brunnescens","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Ochotonidae","","","Ochotona","","","","","","","","","","1927-07-05","Collector(s): Morris M. Green","MVZ","MVZ:Mamm:54534","1145846832","","","","","",""
"Peromyscus maniculatus oreas","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1927-07-02","Collector(s): Morris M. Green","MVZ","MVZ:Mamm:53983","1145846215","","","","","",""
"Glaucomys sabrinus fuliginosus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Glaucomys","","","","","","","","","","1927-12-18","Collector(s): Morris M. Green","MVZ","MVZ:Mamm:53893","1145846158","","","","","",""
"Tamiasciurus douglasii cascadensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamiasciurus","","","","","","","","","","1927-07-06","Collector(s): Morris M. Green","MVZ","MVZ:Mamm:53880","1145846156","","","","","",""
"Tamias amoenus ludibundus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamias","","","","","","","","","","1927-07-01","Collector(s): Morris M. Green","MVZ","MVZ:Mamm:53854","1145846069","","","","","",""
"Marmota caligata cascadensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Marmota","","","","","","","","","","1927-08-19","Collector(s): Morris M. Green","MVZ","MVZ:Mamm:53805","1145846061","","","","","",""
"Eptesicus fuscus bernardinus","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Eptesicus","","","","","","","","","","1910-08-30","Collector(s): Harry S. Swarth","MVZ","MVZ:Mamm:12589","1145694215","","","","","",""
"Myotis volans longicrus","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Myotis","","","","","","","","","","1910-08-31","Collector(s): Harry S. Swarth","MVZ","MVZ:Mamm:12588","1145694155","","","","","",""
"Sorex vagrans vancouverensis","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1910-04-29","Collector(s): Louise Kellogg","MVZ","MVZ:Mamm:12553","1145693768","","","","","",""
"Sorex monticola isolatus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1910-04-25","Collector(s): Louise Kellogg","MVZ","MVZ:Mamm:12550","1145693740","","","","","",""
"Mustela erminea anguinae","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Mustela","","","","","","","","","","1910-05-01","Collector(s): E. Raymond Hall","MVZ","MVZ:Mamm:12482","1145693007","","","","","",""
"Sorex monticola setosus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1910-04-21","Collector(s): Annie M. Alexander","MVZ","MVZ:Mamm:12483","1145693005","","","","","",""
"Neovison vison evagor","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Mustela","","","","","","","","","","1910-05-10","","MVZ","MVZ:Mamm:12478","1145692956","","","","","",""
"Lontra canadensis vancouverensis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Lontra","","","","","","","","","","1910-04-01","","MVZ","MVZ:Mamm:12475","1145692876","","","","","",""
"Martes americana vancouverensis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Martes","","","","","","","","","","1910-05-25","","MVZ","MVZ:Mamm:12471","1145692845","","","","","",""
"Procyon lotor vancouverensis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Procyonidae","","","Procyon","","","","","","","","","","1910-04-01","","MVZ","MVZ:Mamm:12467","1145692800","","","","","",""
"Procyon lotor vancouverensis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Procyonidae","","","Procyon","","","","","","","","","","1910-04-01","","MVZ","MVZ:Mamm:12466","1145692794","","","","","",""
"Procyon lotor vancouverensis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Procyonidae","","","Procyon","","","","","","","","","","1910-04-01","","MVZ","MVZ:Mamm:12465","1145692786","","","","","",""
"Ursus americanus ssp.","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Ursidae","","","Ursus","","","","","","","","","","1909-06-20","","MVZ","MVZ:Mamm:12458","1145692696","","","","","",""
"Canis lupus crassodon","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","","","","","","1910-04-01","","MVZ","MVZ:Mamm:12454","1145692688","","","","","",""
"Puma concolor vancouverensis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Felidae","","","Puma","","","","","","","","","","1910-04-24","","MVZ","MVZ:Mamm:12449","1145692638","","","","","",""
"Microtus townsendii tetramerus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","","","","","","1910-06-02","Collector(s): Annie M. Alexander","MVZ","MVZ:Mamm:12311","1145691140","","","","","",""
"Clethrionomys gapperi caurinus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Myodes","","","","","","","","","","1910-04-22","Collector(s): Annie M. Alexander","MVZ","MVZ:Mamm:12310","1145691035","","","","","",""
"Castor canadensis leucodontus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Castoridae","","","Castor","","","","","","","","","","1910-06-11","","MVZ","MVZ:Mamm:12101","1145688734","","","","","",""
"Marmota vancouverensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Marmota","","","","","","","","","","1910-07-07","","MVZ","MVZ:Mamm:12093","1145688682","","","","","",""
"Tamiasciurus hudsonicus vancouverensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamiasciurus","","","","","","","","","","1910-04-26","Collector(s): Louise Kellogg","MVZ","MVZ:Mamm:12067","1145688420","","","","","",""
"Zalophus californianus (Lesson, 1828)","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","Zalophus","","","","","","","","","","2012-05-18","G.Droege","BGBM","1bc2c772-c50d-4682-8e11-a99c1bb05ddb","1143475533","","","","","",""
"Sorex (Otisorex) monticolus setosus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","Native","","","","","1945-12-28","Racey, K","LACM","92132","1065424241","","","","","",""
"Sorex (Otisorex) monticolus setosus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","Native","","","","","1945-12-28","Racey, K","LACM","92131","1065400016","","","","","",""
"Orcinus orca","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Delphinidae","","","Orcinus","","","","","Native","","","","","1969-04-29","Marineland of the Pacific - W A Walker","LACM","52479","1065393844","","","","","",""
"Ochotona (Pika) princeps","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Ochotonidae","","","Ochotona","","","","","Native","","","","","1945-09-13","Racey, Kenneth","LACM","93729","1065366080","","","","","",""
"Lepus (Poecilolagus) americanus cascadensis","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Leporidae","","","Lepus","","","","","Native","","","","","1944-12-23","Racey, Kenneth","LACM","93733","1065362782","","","","","",""
"Sorex (Otisorex) vagrans","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","Native","","","","","1936-03-30","Munro, J A","LACM","92145","1065360825","","","","","",""
"Tamias (Neotamias) amoenus felix","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamias","","","","","Native","","","","","1945-08-26","Racey, Kenneth","LACM","93041","1065356239","","","","","",""
"Sorex cinereus cinereus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1949-06-19","Kenneth Racey","YPM","YPM MAM 002117","1039524240","","","","","",""
"Sorex navigator","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1949-06-22","Kenneth Racey","YPM","YPM MAM 001833","1039520034","","","","","",""
"Sorex cinereus cinereus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1949-06-19","Kenneth Racey","YPM","YPM MAM 002118","1039518723","","","","","",""
"Peromyscus keeni","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","","","","","","","Tumtumtree","https://www.inaturalist.org/observations/77659394","","",""
"Neogale vison evagor","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Mustela","","","","","","","","","","","","","","","","Aiva Noringseth","https://www.inaturalist.org/observations/185065810","","",""
"Neogale vison evagor","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Mustela","","","","","","","","","","","","","","","","Aiva Noringseth","https://www.inaturalist.org/observations/185065814","","",""
"Ursus americanus cinnamomum","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Ursidae","","","Ursus","","","","","","","","","","","","","","","","Marcel","https://www.inaturalist.org/observations/183175266","","",""
"Ovis aries aries","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Bovidae","","","Ovis","","","","","","","","","","","","","","","","Jack Bindernagel","https://www.inaturalist.org/observations/182252573","","",""
"Marmota caligata","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Marmota","","","","","","","","","","","","","","","","FreckLes","https://www.inaturalist.org/observations/177572920","","",""
"Tamiasciurus hudsonicus lanuginosus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamiasciurus","","","","","","","","","","","","","","","","Adam Mallon","https://www.inaturalist.org/observations/177237646","","",""
"Glaucomys sabrinus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Glaucomys","","","","","","","","","","","","","","","","Doug McCutchen","https://www.inaturalist.org/observations/175278939","","",""
"Urocitellus columbianus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Urocitellus","","","","","","","","","","","","","","","","tadamcochran","https://www.inaturalist.org/observations/173983720","","",""
"Cervus nippon keramae","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Cervus","","","","","","","","","","","","","","","","Adam Mallon","https://www.inaturalist.org/observations/167487482","","",""
"Gulo gulo","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Gulo","","","","","","","","","","","","","","","","Robyn Worcester","https://www.inaturalist.org/observations/169016127","","",""
"Canis latrans incolatus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","","","","","","","","","","","","swanpotatoe","https://www.inaturalist.org/observations/164860141","","",""
"Peromyscus sonoriensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","","","","","","","jamie_fenneman","https://www.inaturalist.org/observations/156328567","","",""
"Dama dama","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Dama","","","","","","","","","","","","","","","","jamie_fenneman","https://www.inaturalist.org/observations/156328568","","",""
"Neotamias townsendii","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamias","","","","","","","","","","","","","","","","phil2345","https://www.inaturalist.org/observations/151843344","","",""
"Canis familiaris","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","","","","","","","","","","","","estehr","https://www.inaturalist.org/observations/78594963","","",""
"Phocoena phocoena vomerina","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Phocoenidae","","","Phocoena","","","","","","","","","","","","","","","","Jon Pleizier","https://www.inaturalist.org/observations/150310912","","",""
"Scapanus townsendii","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Talpidae","","","Scapanus","","","","","","","","","","","","","","","","John D Reynolds","https://www.inaturalist.org/observations/106049168","","",""
"Lasiurus cinereus cinereus","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Aeorestes","","","","","","","","","","","","","","","","Aiva Noringseth","https://www.inaturalist.org/observations/113248084","","",""
"Odocoileus hemionus","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Odocoileus","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/147050850","","",""
"Odocoileus hemionus","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Odocoileus","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/147051088","","",""
"Neurotrichus gibbsii","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Talpidae","","","Neurotrichus","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/146642325","","",""
"Scapanus orarius","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Talpidae","","","Scapanus","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/146642543","","",""
"Sorex cinereus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","","","","","","","Daniel Stewart","https://www.inaturalist.org/observations/146664571","","",""
"Canis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","","","","","","","","","","","","Kris","https://www.inaturalist.org/observations/107263780","","",""
"Myotis californicus","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Myotis","","","","","","","","","","","","","","","","bps921","https://www.inaturalist.org/observations/50747235","","",""
"Lasiurus cinereus","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Aeorestes","","","","","","","","","","","","","","","","insukc","https://www.inaturalist.org/observations/131215754","","",""
"Myotis thysanodes","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Myotis","","","","","","","","","","","","","","","","Jason Headley","https://www.inaturalist.org/observations/132671608","","",""
"Lasiurus cinereus","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Aeorestes","","","","","","","","","","","","","","","","Jason Headley","https://www.inaturalist.org/observations/130873657","","",""
"Mus musculus domesticus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Muridae","","","Mus","","","","","","","","","","","","","","","","ablairjamieson","https://www.inaturalist.org/observations/129574587","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","","","","","","","Jason Headley","https://www.inaturalist.org/observations/130879500","","",""
"Oryctolagus cuniculus","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Leporidae","","","Oryctolagus","","","","","","","","","","","","","","","","queenb1960s","https://www.inaturalist.org/observations/129503894","","",""
"Puma concolor","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Felidae","","","Puma","","","","","","","","","","","","","","","","Jason Addy","https://www.inaturalist.org/observations/126301481","","",""
"Puma concolor","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Felidae","","","Puma","","","","","","","","","","","","","","","","Jason Addy","https://www.inaturalist.org/observations/126301480","","",""
"Enhydra lutris kenyoni","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Enhydra","","","","","","","","","","","","","","","","johnstonsue5","https://www.inaturalist.org/observations/126996374","","",""
"Megaptera novaeangliae kuzira","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Balaenopteridae","","","Megaptera","","","","","","","","","","","","","","","","Eli Ouimet","https://www.inaturalist.org/observations/120866812","","",""
"Didelphis virginiana","","","","Animalia","Chordata","","","Mammalia","","","Didelphimorphia","","","Didelphidae","","","Didelphis","","","","","","","","","","","","","","","","Mark Wynja","https://www.inaturalist.org/observations/124810603","","",""
"Felis catus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Felidae","","","Felis","","","","","","","","","","","","","","","","Shaan Aroeste","https://www.inaturalist.org/observations/81860298","","",""
"Castor canadensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Castoridae","","","Castor","","","","","","","","","","","","","","","","Pål A. Olsvik","https://www.inaturalist.org/observations/117708688","","",""
"Zalophus californianus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","Zalophus","","","","","","","","","","","","","","","","Ken Harris EntSocVic","https://www.inaturalist.org/observations/108334896","","",""
"Balaenoptera physalus","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Balaenopteridae","","","Balaenoptera","","","","","","","","","","","","","","","","Richard C Till","https://www.inaturalist.org/observations/110599139","","",""
"Ochotona princeps","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Ochotonidae","","","Ochotona","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/108401818","","",""
"Ondatra zibethicus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Ondatra","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/108408135","","",""
"Phocoenoides dalli","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Phocoenidae","","","Phocoenoides","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/108223019","","",""
"Sciurus carolinensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Sciurus","","","","","","","","","","","","","","","","Ken Harris EntSocVic","https://www.inaturalist.org/observations/108297760","","",""
"Phocoena phocoena","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Phocoenidae","","","Phocoena","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/108223043","","",""
"Tamiasciurus hudsonicus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamiasciurus","","","","","","","","","","","","","","","","Parks Canada Growing Together Conservation and Restoration Project","https://www.inaturalist.org/observations/106759873","","",""
"Tamiasciurus douglasii","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamiasciurus","","","","","","","","","","","","","","","","Soile Mottisenkangas","https://www.inaturalist.org/observations/106175982","","",""
