"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","reportingStatus","observationStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","firstObservediNat","firstObservedBy","firstObservedID","notes","ID","statsCode"
"Sorex vagrans vagrans","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1907-10-15","A. Hine","FMNH","41308","665813611","","","","","",""
"Peromyscus maniculatus prevostensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1900-07-04","W. H. Osgood","FMNH","24261","665793348","","","","","",""
"Peromyscus maniculatus prevostensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1900-07-04","W. H. Osgood","FMNH","24260","665793347","","","","","",""
"Microtus montanus canescens","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","","","","","","1901-09-12","C. K. Worthen","FMNH","8201","665776271","","","","","",""
"Mustela erminea richardsonii","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Mustela","","","","","","","","","","1900-11-04","C. K. Worthen","FMNH","8195","665776265","","","","","",""
"Glaucomys sabrinus alpinus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Glaucomys","","","","","","","","","","1900-11-20","C. K. Worthen","FMNH","8190","665776260","","","","","",""
"Tamias townsendii townsendii","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamias","","","","","","","","","","1889-06-06","C. P. Streator","FMNH","4845","665772922","","","","","",""
"Tamiasciurus hudsonicus lanuginosus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamiasciurus","","","","","","","","","","1889-10-09","C. P. Streator","FMNH","4689","665772775","","","","","",""
"Ursus arctos horribilis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Ursidae","","","Ursus","","","","","","","","","","1932-05-15","J. W. French","FMNH","44851","665722408","","","","","",""
"Sorex vagrans obscurus","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1941-09-02","I. T. McCowan","CAS","24510","583522937","","","","","",""
"Clethrionomys gapperi saturatus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Myodes","","","","","","","","","","1983-07-01","W. L. Bailey","CAS","22478","583515853","","","","","",""
"Clethrionomys gapperi saturatus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Myodes","","","","","","","","","","1983-07-01","J. D. Webster","CAS","22477","583515850","","","","","",""
"Clethrionomys gapperi saturatus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Myodes","","","","","","","","","","1983-07-01","W. L. Bailey","CAS","22476","583515848","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4627","476873696","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4584","476873419","","","","","",""
"Ondatra zibethicus osoyoosensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Ondatra","","","","","","","","","","1842-01-01","Elliott L. Coues","MCZ","5396","476870137","","","","","",""
"Martes americana caurina","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Martes","","","","","","","","","","1896-03-17","Allan Cyril Brooks","MCZ","BANGS-5540","476869365","","","","","",""
"Martes americana caurina","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Martes","","","","","","","","","","1896-03-17","Allan Cyril Brooks","MCZ","BANGS-5539","476869364","","","","","",""
"Glaucomys sabrinus oregonensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Glaucomys","","","","","","","","","","1895-02-06","Allan Cyril Brooks","MCZ","BANGS-3600","476868503","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4588","476865462","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4720","476864264","","","","","",""
"Mephitis mephitis spissigrada Bangs, 1898","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mephitidae","","","Mephitis","","","","","","","","","","1895-09-04","Allan Cyril Brooks","MCZ","BANGS-3700","476863908","","","","","",""
"Peromyscus maniculatus artemisiae","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1895-04-11","Allan Cyril Brooks","MCZ","BANGS-3592","476862903","","","","","",""
"Microtus serpens","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","","","","","","1895-05-01","Allan Cyril Brooks","MCZ","BANGS-3620","476860499","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4579","476858094","","","","","",""
"Lynx canadensis canadensis Kerr, 1792","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Felidae","","","Lynx","","","","","","","","","","1898-01-15","E. D. Brooks","MCZ","BANGS-9059","476857247","","","","","",""
"Odocoileus hemionus columbianus","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Odocoileus","","","","","","","","","","1895-06-07","Allan Cyril Brooks","MCZ","BANGS-6806","476852441","","","","","",""
"Tamiasciurus douglasii douglasii","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamiasciurus","","","","","","","","","","1856-02-01","George Suckley","MCZ","4722","476846006","","","","","",""
"Microtus townsendi","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","","","","","","1896-02-27","Allan Cyril Brooks","MCZ","BANGS-3668","476845806","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4676","476845100","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4675","476845099","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-2596","476845068","","","","","",""
"Eutamias townsendii townsendii","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamias","","","","","","","","","","1889-06-08","C. P. Streator","MCZ","6580","476844287","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-2581","476841361","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-2584","476839745","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4623","476839623","","","","","",""
"Lutra canadensis canadensis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Lontra","","","","","","","","","","1896-01-01","Allan Cyril Brooks","MCZ","BANGS-7434","476836460","","","","","",""
"Mustela erminea fallenda Hall, 1945","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Mustela","","","","","","","","","","1895-01-01","Allan Cyril Brooks","MCZ","BANGS-2681","476836294","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4702","476835265","","","","","",""
"Mustela vison energumenos (Bangs, 1896)","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Mustela","","","","","","","","","","1895-01-01","Allan Cyril Brooks","MCZ","BANGS-3555","476833296","","","","","",""
"Castor canadensis leucodonta","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Castoridae","","","Castor","","","","","","","","","","1896-01-20","Allan Cyril Brooks","MCZ","BANGS-5545","476831225","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4673","476829103","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-2556","476828217","","","","","",""
"Neotoma cinera occidentalis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Neotoma","","","","","","","","","","1895-10-01","Allan Cyril Brooks","MCZ","BANGS-3639","476828094","","","","","",""
"Spilogale putorius latifrons","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mephitidae","","","Spilogale","","","","","","","","","","1894-12-22","Allan Cyril Brooks","MCZ","BANGS-5544","476827564","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4674","476826963","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4672","476826962","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-2598","476826928","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-2595","476826927","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-2593","476826904","","","","","",""
"Neurotrichus gibbsii gibbsii (Baird, 1858)","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Talpidae","","","Neurotrichus","","","","","","","","","","1895-05-03","Allan Cyril Brooks","MCZ","BANGS-3559","476826709","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-2573","476826468","","","","","",""
"Sorex monticolus setosus Elliot, 1899","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1895-05-07","Allan Cyril Brooks","MCZ","BANGS-3585","476822917","","","","","",""
"Sorex bendirii bendirii (Merriam, 1884)","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1895-05-01","Allan Cyril Brooks","MCZ","BANGS-3563","476822562","","","","","",""
"Sorex monticolus obscurus Merriam, 1891","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1894-02-08","William C. Colt","MCZ","BANGS-1834","476821485","","","","","",""
"Sorex cinereus streatori Merriam, 1895","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1895-05-11","Allan Cyril Brooks","MCZ","BANGS-3587","476820925","","","","","",""
"Sorex vagrans vancouverensis Merriam, 1895","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1894-02-12","William C. Colt","MCZ","BANGS-1842","476820531","","","","","",""
"Sorex sp. Linnaeus, 1758","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1921-08-01","Stanley Park","MCZ","59564","476820014","","","","","",""
"Lepus washingtoni","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Leporidae","","","Lepus","","","","","","","","","","1894-12-13","Allan Cyril Brooks","MCZ","BANGS-2435","476815461","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4620","476810718","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-4705","476808450","","","","","",""
"Sorex vagrans vagrans Baird, 1857","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1893-11-03","William C. Colt","MCZ","BANGS-1832","476808257","","","","","",""
"Scapanus orarius True, 1896","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Talpidae","","","Scapanus","","","","","","","","","","1895-04-15","Allan Cyril Brooks","MCZ","BANGS-3557","476808078","","","","","",""
"Peromyscus maniculatus saturatus Bangs, 1897","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1894-01-01","William C. Colt","MCZ","BANGS-2587","476807117","","","","","",""
"Phocoena phocoena x Phocoenoides dalli (True, 1885)","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Phocoenidae","","","","","","","","","","","","","2011-05-23","A. Traxler & San Juan Marine Mammal Stranding Group","USNM","USNM 606105","4041134557","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3969344017","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3969344016","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3969259357","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3969231484","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3969209377","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3969209376","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3969206557","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3969206556","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3969181045","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3968982399","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3968982398","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3968969413","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3968969412","","","","","",""
"Euderma maculatum","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Euderma","","","","","","","","","","2014-01-01","","","","3968947279","","","","","",""
"CARNIVORA","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","","","","","","","","","","","","","","2022-08-21","<a href='https://bee.questagame.com/#/profile/26551?questagame_user_id=26551'> wyanda;questagame.com</a>","","","3909507528","","","","","",""
"Phocoena phocoena vomerina","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Phocoenidae","","","Phocoena","","","","","","","","","","2010-06-25","User 851","","OBS.54990039","3822128916","","","","","",""
"Glaucomys","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Glaucomys","","","","","","","","","","2017-08-01","Collector(s): G. James Kenagy; Preparator(s): Carly MacConnell","UWBM","UWBM:Mamm:83117","3798508319","","","","","",""
"Sciurus niger","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Sciurus","","","","","","","","","","2005-07-23","User 114585","","OBS.202707086","3727087315","","","","","",""
"Megaptera novaeangliae","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Balaenopteridae","","","Megaptera","","","","","","","","","","1994-07-01","(unknown)","Happywhale.com","https://happywhale.com/individual/13614;enc=244361","3410848886","","","","","",""
"Sciurus griseus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Sciurus","","","","","","","","","","1978-08-28","33304576","naturgucker","-1933592076","3388580002","","","","","",""
"Balaenoptera physalus","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Balaenopteridae","","","Balaenoptera","","","","","","","","","","2017-07-04","","BCCSN","123168","3357459847","","","","","",""
"Myotis californicus","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Myotis","","","","","","","","","","1947-08-22","Collector(s): J. Raymond Alcorn; Preparator(s): J. Raymond Alcorn","BYU","BYU:Mamm:21952","3356357183","","","","","",""
"Spilogale gracilis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mephitidae","","","Spilogale","","","","","","","","","","1904-04-01","Collector(s): William Bebb; Preparator(s): William Bebb","BYU","BYU:Mamm:31789","3356351662","","","","","",""
"Spilogale gracilis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mephitidae","","","Spilogale","","","","","","","","","","1904-04-01","Collector(s): William Bebb; Preparator(s): William Bebb","BYU","BYU:Mamm:31788","3356336814","","","","","",""
"Cervus canadensis canadensis","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Cervus","","","","","","","","","","1987-04-12","","","HBL008269","3349970451","","","","","",""
"Phoca vitulina","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1966-06-08","","PBS","","3329181518","","","","","",""
"Phoca vitulina","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1966-06-08","","PBS","","3329180074","","","","","",""
"Mephitis mephitis Schreber, 1777","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mephitidae","","","Mephitis","","","","","","","","","","1976-11-01","Canadian Wildlife Service;Len Ham","UVIC","95.38","3329070073","","","","","",""
"Canis lupus subsp. familiaris Linnaeus, 1758","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","","","","","","1998-08-20","Becky Wigen","UVIC","98.135","3329070056","","","","","",""
"Phocoenoides dalli True, 1885","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Phocoenidae","","","Phocoenoides","","","","","","","","","","1995-04-07","Marine Mammal Research Group;Robin Baird","UVIC","95.15","3329070042","","","","","",""
"Callorhinus ursinus Linnaeus, 1758","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","Callorhinus","","","","","","","","","","1987-02-18","Pacific Biological Station","UVIC","87.26","3329069987","","","","","",""
"Oryctolagus cuniculus Linnaeus, 1758","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Leporidae","","","Oryctolagus","","","","","","","","","","1984-02-07","Susan Crockford","UVIC","85.85","3329069983","","","","","",""
"Myodes gapperi Vigors, 1830","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Myodes","","","","","","","","","","1991-07-27","BC Fish and Wildlife","UVIC","95.4","3329069982","","","","","",""
"Myodes gapperi Vigors, 1830","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Myodes","","","","","","","","","","1991-07-27","BC Fish and Wildlife","UVIC","95.5","3329069981","","","","","",""
"Didelphis marsupialis Linnaeus, 1758","","","","Animalia","Chordata","","","Mammalia","","","Didelphimorphia","","","Didelphidae","","","Didelphis","","","","","","","","","","1985-07-30","","UVIC","85.68","3329069973","","","","","",""
"Sylvilagus floridanus J. A. Allen, 1890","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Leporidae","","","Sylvilagus","","","","","","","","","","1985-01-01","","UVIC","85.48","3329069965","","","","","",""
"Ursus americanus Pallas, 1780","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Ursidae","","","Ursus","","","","","","","","","","1987-09-13","Becky Wigen","UVIC","87.139","3329069827","","","","","",""
"Puma concolor Linnaeus, 1771","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Felidae","","","Puma","","","","","","","","","","1989-05-15","Scott McNab","UVIC","89.20","3329069816","","","","","",""
"Zapus trinotatus Rhoads, 1895","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Dipodidae","","","Zapus","","","","","","","","","","1991-07-24","BC Fish and Wildlife","UVIC","94.3","3329069809","","","","","",""
"Zapus trinotatus Rhoads, 1895","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Dipodidae","","","Zapus","","","","","","","","","","1991-07-24","BC Fish and Wildlife","UVIC","94.4","3329069808","","","","","",""
"Canis lupis Linnaeus, 1758","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","","","","","","1986-08-20","BCPM;Nanaimo Fish and Wildlife","UVIC","86.152","3329069742","","","","","",""
"Odocoileus hemionus Rafinesque, 1817","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Odocoileus","","","","","","","","","","1982-01-01","","UVIC","82.11","3329069680","","","","","",""
"Ovis aries Linnaeus, 1758","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Bovidae","","","Ovis","","","","","","","","","","1989-11-17","Floyd Dargatz","UVIC","89.96","3329069653","","","","","",""
"Lontra canadensis Schreber, 1777","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Lontra","","","","","","","","","","1986-07-02","Nanaimo Fish and Wildlife;BCPM","UVIC","86.163","3329069584","","","","","",""
"Lontra canadensis Schreber, 1777","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Lontra","","","","","","","","","","1986-07-02","Nanaimo Fish and Wildlife;BCPM","UVIC","86.164","3329069582","","","","","",""
"Lontra canadensis Schreber, 1777","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Lontra","","","","","","","","","","1986-07-02","Nanaimo Fish and Wildlife;BCPM","UVIC","86.162","3329069579","","","","","",""
"Eumetopias jubatus Schreber, 1777","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","Eumetopias","","","","","","","","","","1984-02-01","Pacific Biological Station","UVIC","84.45","3329069578","","","","","",""
"Mustela vison Schreber, 1777","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Mustela","","","","","","","","","","2014-08-14","","UVIC","17.12","3329069569","","","","","",""
"Sorex cinereus Merriam, 1895","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1990-07-20","Nancy Wigen","UVIC","90.169","3329069565","","","","","",""
"Peromyscus maniculatus Wagner, 1845","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","1987-10-02","","UVIC","90.172","3329069560","","","","","",""
"Sorex vagrans Baird, 1857","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1984-01-01","Nanaimo Fish and Wildlife","UVIC","84.34","3329069553","","","","","",""
"Cervus elaphus Linnaeus, 1758","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Cervus","","","","","","","","","","1983-01-01","Nanaimo Fish and Wildlife","UVIC","84.31","3329069552","","","","","",""
"Sorex vagrans Baird, 1857","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","1984-01-01","Nanaimo Fish and Wildlife","UVIC","84.35","3329069549","","","","","",""
"Castor canadensis Kuhl, 1820","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Castoridae","","","Castor","","","","","","","","","","1983-08-08","UVic Biology Dept;Becky Wigen","UVIC","84.30","3329069548","","","","","",""
"Phoca vitulina Linnaeus, 1758","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1983-01-01","R. Vanden Brock","UVIC","83.7","3329069508","","","","","",""
"Mirounga angustirostris Gill, 1865","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Mirounga","","","","","","","","","","1988-05-08","Becky Wigen","UVIC","88.42","3329069397","","","","","",""
"Microtus townsendii Bachman, 1839","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","","","","","","1990-09-01","Nancy Wigen","UVIC","93.9","3329069348","","","","","",""
"Microtus townsendii Bachman, 1839","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","","","","","","1990-09-01","Nancy Wigen","UVIC","93.10","3329069323","","","","","",""
"Eumetopias jubatus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","Eumetopias","","","","","","","","","","1985-12-07","Andy Lamb","PMLS","","3310742747","","","","","",""
