lichen.genera,life.habit,reference.taxa,in.cephalodia,photobiont.domain,photobiont.kingdom,photobiont.phylum,photobiont.class,photobiont.order,photobionts,reference,note
Synalissa,lichenized,Synalissa spp.,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcidiopsidales ,Gloeocapsa sp.,Numerous LM reports summarized by Tschermak-Woess (1988a). Friedl & Büdel (2008); Brodo et al. (2001). id: LM,
Syzygospora,lichenicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Szczawinskia,lichenized,,,,,,,,,,
Talpapellis,lichenicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Teloschistes,lichenized,Teloschistes chrysophthalmus,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gelatinosa,"Nyati et al. (2013, 2014)",
Teloschistes,lichenized,Teloschistes hosseusianus,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gelatinosa,"Nyati et al. (2013, 2014)",
Teloschistes,lichenized,Teloschistes sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gelatinosa,Doering & Piercey-Normore (2009),
Tephromela,lichenized,T. disciformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp.,Engelen et al. (2016). Maritime Antarctic.,
Tephromela,lichenized,Tephromela atra,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia crenulata,Voytsekhovich & Beck (2016),
Tephromela,lichenized,Tephromela atra,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp.,Engelen et al. (2016). Maritime Antarctic.,
Tephromela,lichenized,Tephromela atra s. str.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex s. lat.,Muggia et al. (2008). Tephromela photobionts also found in two other Trebouxia clades.,
Tetramelas,lichenized,,,,,,,,,,
Thallinocarpon,lichenized,,,,,,,,,,
Thamnolia,lichenized,Thamnolia subuliformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex subclades 1 and 2,Onuţ-Brännström et al. (2017),
Thamnolia,lichenized,Thamnolia vermicularis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa,Onuţ-Brännström et al. (2017),
Thamnolia,lichenized,Thamnolia vermicularis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,"Trebouxia jamesii and Trebouxia (Clades A, I, S, G)",Nelsen & Gargas (2009),
Thamnolia,lichenized,Thamnolia vermicularis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Onuţ-Brännström et al. (2017),
Thamnolia,lichenized,Thamnolia vermicularis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia vagua,Onuţ-Brännström et al. (2017),
Thelenella,lichenized,,,,,,,,,,
Thelidium,lichenized,Thelidium spp.,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Pseudendoclonium arthopyreniae,"Watanabe et al. (1997). Maritime lichens. According to Thüs et al. (2011), maritime specimens of Caloplaca etc. may overgrow Verrucariaceae containing Dilabifilum (Pseudendoclonium). id: LM, culture.",
Thelocarpon,lichenized,,,,,,,,,,
Thelomma,lichenized,,,,,,,,,,
Thelotrema,lichenized,Thelotrema lepadinum,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia ‘Printzina’,"Hametner et al. (2014a, b)",
Thelotrema,lichenized,Thelotrema pachysporum,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,"Nelsen et al. (2011). ‘Printzina’ clades occur scattered throughout Trentepohlia. Mycobionts represent Arthoniomycetes, Dothideomycetes and Lecanoromycetes.",
Thermutis,lichenized,Thermutis spp.,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Scytonema sp.,"Henssen (1994). DNA sequence data needed. Might be Rhizonema, but see Võ (2016) concerning Heppia.",
Tholurna,lichenized,,,,,,,,,,
Thrombium,lichenized,Thrombium epigaeum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Leptosira thrombii,"Tschermak-Woess (1953). id: LM, culture.",
Thyrea,lichenized,Thyrea pulvinata,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcidiopsidales,Chroococcidiopsis sp.,Fewer et al. (2002),
Thyrea,lichenized,Thyrea spp.,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcidiopsidales ,Gloeocapsa sp.,Numerous LM reports summarized by Tschermak-Woess (1988a). Friedl & Büdel (2008); Brodo et al. (2001). id: LM,
Toensbergia,lichenized,,,,,,,,,,
Toninia,lichenized,Toninia sedifolia,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia asymmetrica,Beck et al. (2002),
Toninia,lichenized,Toninia sedifolia,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. clade 1,"Schaper & Ott (2003). Götland, Sweden.",
Topelia,lichenized,,,,,,,,,,
Topeliopsis,lichenized,,,,,,,,,,
Trapelia,lichenized,Trapelia coarctata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Pseudochlorella signiensis,Darienko et al. (2016),
Trapelia,lichenized,Trapelia coarctata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium saccharophilum,Tschermak-Woess (1988b),
Trapelia,lichenized,Trapelia obtegens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium ellipsoideum,Beck (2002),
Trapeliopsis,lichenized,Trapeliopsis flexuosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Near Chloroidium ellipsoideum,Schmitt & Lumbsch (2001). Amplified unintentionally with non-specific primers. ‘Chlorella’ ellipsoidea sequence X63520. Known photobionts of other Trapeliaceae are in Prasiolales.,
Trapeliopsis,lichenized,Trapeliopsis granulosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Near Chloroidium ellipsoideum,Schmitt & Lumbsch (2001). Amplified unintentionally with non-specific primers. ‘Chlorella’ ellipsoidea sequence X63520. Known photobionts of other Trapeliaceae are in Prasiolales.,
Tremolecia,lichenized,Tremolecia atrata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia angustilobata,Beck (2002),
Tremolecia,lichenized,Tremolecia atrata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Beck & Koop (2001),
Tremolecia,lichenized,Tremolecia atrata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Tremolecia,lichenized,Tremolecia atrata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia suecica,Beck (2002),
Trepeliopsis,lichenized,,,,,,,,,,
Trichothelium,lichenicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Tuckermannopsis,lichenized,Tuckermannopsis chlorophylla,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex/suecica (Clade S),Xu et al. (2020),
Turgidosculum,lichenized,Turgidosculum ulvae,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Blidingia minima,Pérez-Ortega et al. (2018). Form ‘borderline lichen’ but mycobiont belongs to lichen-forming clade.,
Tylothallia,lichenized,,,,,,,,,,
Umbilicaria,lichenized,Umbilicaria antarctica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Pseudochlorella sp.,"Park et al. (2015). In some thallus samples, along with Trebouxia. Status as photobiont needs corroboration.",
Umbilicaria,lichenized,Umbilicaria antarctica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Romeike et al. (2002),
Umbilicaria,lichenized,Umbilicaria aprina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp.,"Pérez-Ortega et al. (2012). Crustose lichens of McMurdo Dry Valleys, probably representing at least two undescribed clades.",
Umbilicaria,lichenized,Umbilicaria aprina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘D11’,de los Ríos et al. (2005). Continental Antarctic.,
Umbilicaria,lichenized,Umbilicaria crustulosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Umbilicaria,lichenized,Umbilicaria cylindrica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii ssp. jamesii,Beck (1999),
Umbilicaria,lichenized,Umbilicaria cylindrica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Umbilicaria,lichenized,Umbilicaria decussata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Romeike et al. (2002),
Umbilicaria,lichenized,Umbilicaria esculenta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii (‘group A’),Cao et al. (2015),
Umbilicaria,lichenized,Umbilicaria grisea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Voytsekhovich & Beck (2016),
Umbilicaria,lichenized,Umbilicaria kappenii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa,Romeike et al. (2002),
Umbilicaria,lichenized,Umbilicaria kappenii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Romeike et al. (2002),
Umbilicaria,lichenized,Umbilicaria muehlenbergii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia corticola,Cao et al. (2015),
Umbilicaria,lichenized,Umbilicaria muehlenbergii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii (‘group A’),Cao et al. (2015),
Umbilicaria,lichenized,Umbilicaria muehlenbergii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii (‘group B’),Cao et al. (2015),
Umbilicaria,lichenized,Umbilicaria spodochroa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Hestmark et al. (2016); Dal Grande et al. (2018).,
Umbilicaria,lichenized,Umbilicaria torrefacta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Umbilicaria,lichenized,Umbilicaria torrefacta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia suecica,Beck (2002),
Umbilicaria,lichenized,Umbilicaria umbilicarioides,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Romeike et al. (2002),
Usnea,lichenized,Usnea lambii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp.,Engelen et al. (2016). Maritime Antarctic.,
Vahliella,lichenized,,,,,,,,,,
Varicellaria,lichenized,,,,,,,,,,
Variolaria,lichenized,,,,,,,,,,
Verrucaria,lichenized,Verrucaria aquatilis,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulvales,(Dilabifilum) sp.,Thüs et al. (2011),
Verrucaria,lichenized,Verrucaria aquatilis,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Pseudendoclonium incrustans,"Tschermak-Woess (1970). Dilabifilum, reclassified in Darienko & Pröschold (2017).",
Verrucaria,lichenized,Verrucaria elaeina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Verrucaria,lichenized,Verrucaria funckii,,Eukaryota,Chromista,Heterokontophyta,Xanthophyceae,Tribonematales,Heterococcus sp.,Zeitler (1954); Tschermak-Woess (1988a).,
Verrucaria,lichenized,Verrucaria funckii,,Eukaryota,Chromista,Heterokontophyta,Xanthophyceae,Tribonematales,Heterococcus sp.,Thüs et al. (2011),
Verrucaria,lichenized,Verrucaria glaucina,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulvales,(Dilabifilum) sp.,Voytsekhovich & Beck (2016). id: LM,
Verrucaria,lichenized,Verrucaria hochstetteri,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Verrucaria,lichenized,Verrucaria hydrela,,Eukaryota,Chromista,Heterokontophyta,Xanthophyceae,Tribonematales,Heterococcus sp.,Thüs et al. (2011),
Verrucaria,lichenized,Verrucaria laevata,,Eukaryota,Chromista,Heterokontophyta,Xanthophyceae,Tribonematales,Heterococcus sp.,Zeitler (1954); Tschermak-Woess (1988a).,
Verrucaria,lichenized,Verrucaria nigrescens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Coccobotrys verrucariae,Chodat (1913); Vischer (1960).,
Verrucaria,lichenized,Verrucaria nigrescens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Verrucaria,lichenized,Verrucaria nigrescens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium sp.,Voytsekhovich & Beck (2016). id: LM.,
Verrucaria,lichenized,Verrucaria praetermissa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium sp.,Thüs et al. (2011). Possibly an accessory alga rather than main photobiont.,
Verrucaria,lichenized,Verrucaria pratermissa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Verrucaria,lichenized,Verrucaria rupestri,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Verrucaria,lichenized,Verrucaria sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Apatococcus lobatus,Watanabe et al. (1997). Maritime lichens. id: LM.,
Verrucaria,lichenized,Verrucaria sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gelatinosa,Watanabe et al. (1997). Maritime lichens. id: LM,
Verrucaria,lichenized,Verrucaria sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium sp.,Voytsekhovich & Beck (2016). id: LM.,
Verrucaria,lichenized,Verrucaria spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gigantea,Watanabe et al. (1997). Maritime lichens. id: LM,
Verrucaria,lichenized,Verrucaria spp.,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Pseudendoclonium arthopyreniae,"Watanabe et al. (1997). Maritime lichens. According to Thüs et al. (2011), maritime specimens of Caloplaca etc. may overgrow Verrucariaceae containing Dilabifilum (Pseudendoclonium). id: LM, culture.",
Verrucaria,lichenized,Verrucaria sublobulata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Elliptochloris bilobata,Thüs et al. (2011),
Verrucaria,lichenized,Verrucaria submersella,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia biatorellae,Tschermak-Woess (1988a),
Vestergrenopsis,lichenized,,,,,,,,,,
Vezdaea,lichenized,,,,,,,,,,
Violella,lichenized,,,,,,,,,,
Vulpicida,lichenized,Vulpicida pinastri,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex/suecica (Clade S),Xu et al. (2020),
Wahlenbergiella,lichenized,Wahlenbergiella mucosa,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Paulbroadya petersii,Darienko & Pröschold (2017),
Wahlenbergiella,lichenized,Wahlenbergiella striatula,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulvales,(Dilabifilum) sp.,Thüs et al. (2011),
Wahlenbergiella,lichenized,Wahlenbergiella striatula,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Halofilum ramosum,Darienko & Pröschold (2017); Gasulla et al. (2019).,
Wahlenbergiella,lichenized,Wahlenbergiella tavaresiae,,Eukaryota,Chromista,Heterokontophyta,Phaeophyceae,Ishigeales,Petroderma maculiforme,Moe (1997); Peters & Moe (2001); Gueidan et al. (2011).,
Waynea,lichenized,,,,,,,,,,
Xanthocarpia,lichenized,,,,,,,,,,
Xanthomendoza,lichenized,Xanthomendoza borealis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia decolorans,"Nyati et al. (2013, 2014)",
Xanthomendoza,lichenized,Xanthomendoza fallax,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa,"Nyati et al. (2013, 2014)",
Xanthomendoza,lichenized,Xanthomendoza fulva,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia decolorans,"Nyati et al. (2013, 2014)",
Xanthomendoza,lichenized,Xanthomendoza hasseana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia decolorans,"Nyati et al. (2013, 2014)",
Xanthomendoza,lichenized,Xanthomendoza novozelandica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gelatinosa,"Nyati et al. (2013, 2014)",
Xanthomendoza,lichenized,Xanthomendoza ulophyllodes,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa,"Nyati et al. (2013, 2014)",
Xanthomendoza,lichenized,Xanthomendoza weberi,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gelatinosa,"Nyati et al. (2013, 2014)",
Xanthoparmelia,lichenized,Xanthoparmelia pulla,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia incrustata,Voytsekhovich & Beck (2016),
Xanthoparmelia,lichenized,Xanthoparmelia spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola/Trebouxia gigantea clade,Leavitt et al. (2013),
Xanthoparmelia,lichenized,Xanthoparmelia spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola/Trebouxia gigantea group (Clade A),Leavitt et al. (2015),
Xanthoparmelia,lichenized,Xanthoparmelia spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia galapagensis/Trebouxia usneae group (Clade G ),Leavitt et al. (2015),
Xanthoparmelia,lichenized,Xanthoparmelia spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa/Trebouxia gelatinosa group (Clade I),Leavitt et al. (2015),
Xanthoparmelia,lichenized,Xanthoparmelia spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex/Trebouxia letharii/Trebouxia jamesii group (Clade S),Leavitt et al. (2015),
Xanthoparmelia,lichenized,Xanthoparmelia stenophylla,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia incrustata,Voytsekhovich & Beck (2016),
Xanthoria,lichenized,Xanthoria aureola,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,"Nyati et al. (2013, 2014)",
Xanthoria,lichenized,Xanthoria calcicola,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,"Nyati et al. (2013, 2014)",
Xanthoria,lichenized,Xanthoria calcicola,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,Voytsekhovich & Beck (2016),
Xanthoria,lichenized,Xanthoria calcicola,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia crenulata,Voytsekhovich & Beck (2016),
Xanthoria,lichenized,Xanthoria candelaria,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia decolorans,"Nyati et al. (2013, 2014)",
Xanthoria,lichenized,Xanthoria candelaria,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia incrustata,"Aoki et al. (1998). Antarctica. id: LM, culture.",
Xanthoria,lichenized,Xanthoria capensis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,"Nyati et al. (2013, 2014)",
Xanthoria,lichenized,Xanthoria ectaneoides,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,"Nyati et al. (2013, 2014)",
Xanthoria,lichenized,Xanthoria elegans,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia decolorans,"Nyati et al. (2013, 2014)",
Xanthoria,lichenized,Xanthoria elegans,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp.,Engelen et al. (2016). Maritime Antarctic.,
Xanthoria,lichenized,Xanthoria flammea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,"Nyati et al. (2013, 2014)",
Xanthoria,lichenized,Xanthoria hirsuta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,"Nyati et al. (2013, 2014)",
Xanthoria,lichenized,Xanthoria karrooensis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,"Nyati et al. (2013, 2014)",
Xanthoria,lichenized,Xanthoria ligulata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,"Nyati et al. (2013, 2014)",
Xanthoria,lichenized,Xanthoria parietina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia aggregata,Beck & Mayr (2012),
Xanthoria,lichenized,Xanthoria parietina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,Beck et al. (1998),
Xanthoria,lichenized,Xanthoria parietina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,"Nyati et al. (2013, 2014)",
Xanthoria,lichenized,Xanthoria parietina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,Voytsekhovich & Beck (2016),
Xanthoria,lichenized,Xanthoria parietina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia crenulata,Beck & Mayr (2012),
Xanthoria,lichenized,Xanthoria parietina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia decolorans,Beck & Mayr (2012),
