"occurrenceID","catalogNumber","scientificName","eventDate","recordedBy","source"
"E974717B-C3BC-174E-B637-5DC35E9FE9D0","V225589","Pentagramma triangularis subsp. triangularis","2008-07-20T00:00:00","Steve Joya, Chris Sears","GBIF"
"C2F8B8AD-DBD6-4393-AB2D-EEB9D95D3B43","V225589","Pentagramma triangularis","2008-07-20","Steve Joya, Chris Sears","CPNWH"
"FFCC299B-A88F-654A-AFB9-BC9C27CD0664","V225808","Fritillaria affinis (Schult. & Schult.f.) Sealy","1924-04-27T00:00:00","T.R. Ashlee","GBIF"
"05F90F6A-F882-4F6F-A87D-1AEB8DECAB0E","V225808","Fritillaria affinis","1924-04-27","T.R. Ashlee","CPNWH"
"3192C814-5DA9-9647-B58D-AE0A466A0CF4","V226165","Rhododendron albiflorum Hook.","1997-07-13T00:00:00","Gerald B. Straley","GBIF"
"AF3F0FAF-0B35-439C-A0FC-6061C0474118","V226165","Rhododendron albiflorum","1997-07-13","Gerald B. Straley","CPNWH"
"DF4E8651-5DF3-7545-9B5E-2F7BBCC2B62F","V226166","Sorbus sitchensis M.Roem.","1997-07-13T00:00:00","Gerald B. Straley","GBIF"
"8E1E53FB-4EBD-4DB1-BC73-2E79885A0063","V226166","Sorbus sitchensis","1997-07-13","Gerald B. Straley","CPNWH"
"E5296F92-6397-CB4E-810E-E0661AB1BFD9","V226167","Cassiope mertensiana subsp. mertensiana","1997-07-13T00:00:00","Gerald B. Straley","GBIF"
"912EB6FA-2396-4B92-9DCB-5AF1A2202E52","V226167","Cassiope mertensiana ssp. mertensiana","1997-07-13","Gerald B. Straley","CPNWH"
"B21231E4-29A4-DD48-BF68-3FDBA4F02B82","V226168","Phyllodoce empetriformis (Sm.) D.Don","1997-07-13T00:00:00","Gerald B. Straley","GBIF"
"716F2D6C-6E0B-4FDA-B940-768530E11C5A","V226168","Phyllodoce empetriformis","1997-07-13","Gerald B. Straley","CPNWH"
"34E47A1D-7E31-F741-8A6B-F61F56EA6FD9","V226169","Luetkea pectinata (Pursh) Kuntze","1997-07-13T00:00:00","Gerald B. Straley","GBIF"
"E32820ED-6051-4489-81B1-FA027E58EC51","V226169","Luetkea pectinata","1997-07-13","Gerald B. Straley","CPNWH"
"C5855405-77A0-E84E-A62A-33E66A62064A","V226170","Fauria crista-galli (Menzies ex Hook.) Makino","1997-07-13T00:00:00","Gerald B. Straley","GBIF"
"9CE1443F-8FE5-4645-BCF2-0189D972B091","V226170","Nephrophyllidium crista-galli","1997-07-13","Gerald B. Straley","CPNWH"
"7B3D8583-1EE2-C948-8F1C-8C64C2AAE945","V226171","Spiraea densiflora Nutt. ex Rydb.","1997-07-13T00:00:00","Gerald B. Straley","GBIF"
"A35C4E65-3EE9-4AF9-AEB8-7E8817F083D4","V226171","Spiraea splendens","1997-07-13","Gerald B. Straley","CPNWH"
"78B2546B-9260-7C48-8754-778EC575D22D","V226206","Anthoxanthum nitens (Weber) Y.Schouten & Veldkamp","1997-05-18T00:00:00","Gerald B. Straley","GBIF"
"574A5A01-2B97-49AD-9200-1D1E58F976CA","V226206","Anthoxanthum nitens","1997-05-18","Gerald B. Straley","CPNWH"
"214E8988-B1AB-A24E-9B9C-309B92FD5275","V226207","Malus fusca (Raf.) C.K.Schneid.","1997-05-18T00:00:00","Gerald B. Straley","GBIF"
"866F60D5-9B29-4281-946E-4AE906CD1C84","V226207","Malus fusca","1997-05-18","Gerald B. Straley","CPNWH"
"AEFE6C88-001C-0B46-A284-AB12FC4C027D","V226209","Lathyrus japonicus Willd.","1997-05-18T00:00:00","Gerald B. Straley","GBIF"
"5584FC98-AB5D-4BB6-B92E-3580A4C90B51","V226209","Lathyrus japonicus","1997-05-18","Gerald B. Straley","CPNWH"
"17CDBD6C-B553-8347-B98B-E6E5F59E4A68","V226285","Lonicera involucrata (Richards.) Banks ex Spreng.","1997-05-18T00:00:00","Gerald B. Straley","GBIF"
"21F6B23A-3D7C-4DE1-97A9-6E1999BD3743","V226285","Lonicera involucrata","1997-05-18","Gerald B. Straley","CPNWH"
"622BE295-17EE-A44F-AE24-277A30E445D1","V226286","Myrica gale L.","1997-05-18T00:00:00","Gerald B. Straley","GBIF"
"AE9B282B-0AED-4801-A6F2-A65951192B18","V226286","Myrica gale","1997-05-18","Gerald B. Straley","CPNWH"
"7EE686BC-78F7-CA4D-AB84-95C7E7FC3B1A","V226287","Triglochin maritima L.","1997-05-18T00:00:00","Gerald B. Straley","GBIF"
"08782C7C-6A04-4DA0-AD02-F1FFE018C3F0","V226287","Triglochin maritima","1997-05-18","Gerald B. Straley","CPNWH"
"CF625EF8-A07D-1543-AE05-74B0B3A09A8B","V226288","Fritillaria camschatcensis (L.) Ker Gawl.","1997-05-18T00:00:00","Gerald B. Straley","GBIF"
"22FAEF11-AF84-487B-B8B2-1F0BEC09115C","V226288","Fritillaria camschatcensis","1997-05-18","Gerald B. Straley","CPNWH"
"CB793913-B0EB-DC49-BF12-45ABA636E6A7","V226289","Maianthemum dilatatum (Alph.Wood) A.Nelson & J.F.Macbr.","1997-05-18T00:00:00","Gerald B. Straley","GBIF"
"269F9F40-8F8D-4E6F-AB15-8340797A01F4","V226289","Maianthemum dilatatum","1997-05-18","Gerald B. Straley","CPNWH"
"01B3D0A6-1140-7D44-832B-7BBE31E7818D","V226290","Lupinus littoralis Douglas ex Lindl.","1997-05-18T00:00:00","Gerald B. Straley","GBIF"
"AC88420C-DFF5-441C-B0F4-E9B60A66D8DE","V226290","Lupinus littoralis","1997-05-18","Gerald B. Straley","CPNWH"
"79D56365-C022-DA44-91B5-9E92A571D87F","V226430","Carex pendula Huds.","2000-05-03T00:00:00","Terry Taylor","GBIF"
"74C2E8B7-0EDB-43CA-A26A-9413047CBD74","V226430","Carex pendula","2000-05-03","Terry Taylor","CPNWH"
"1A0699C8-19CE-AB42-A42E-18387BD2D7E5","V227193","Rubus vestitus Weihe & Nees","2008-02-18T00:00:00","Frank Lomer","GBIF"
"C86AC7F0-12CD-4A17-912D-A6B3B2E45F10","V227193","Rubus vestitus","2008-02-18","Frank Lomer","CPNWH"
"F4963628-E9FD-754E-82A8-9F4B4CF1A7E6","V227194","Cotoneaster simonsii Baker","2008-02-18T00:00:00","Frank Lomer","GBIF"
"52E7039B-CCFA-4BB7-B68E-D3B1F025D342","V227194","Cotoneaster simonsii","2008-02-18","Frank Lomer","CPNWH"
"2E5A3E76-1D1B-BE48-8BEA-3F2F4E81533C","V227227","Rubus allegheniensis Porter","2008-06-03T00:00:00","Frank Lomer","GBIF"
"CF165DFF-8BD4-4AC2-8D75-417177F479B4","V227227","Rubus allegheniensis","2008-06-03","Frank Lomer","CPNWH"
"54AF3BD6-FFC3-7E48-8F1F-FB0F70FDCFEC","V227228","Rubus allegheniensis Porter","2008-06-03T00:00:00","Frank Lomer","GBIF"
"0B86CF5E-D173-4ECE-B565-04881B1E3FF6","V227228","Rubus allegheniensis","2008-06-03","Frank Lomer","CPNWH"
"30B5F9B3-DEF4-9048-ADEA-4C12DC77CB3B","V227229","Rubus allegheniensis Porter","2008-06-03T00:00:00","Frank Lomer","GBIF"
"C478DE90-0460-4ECD-8752-B3C47A2E08DD","V227229","Rubus allegheniensis","2008-06-03","Frank Lomer","CPNWH"
"27DC10C9-2D64-F44C-B0EB-8207F0214759","V228352","Bromus hordeaceus L.","2006-05-27T00:00:00","Jeffery M. Saarela","GBIF"
"27740017-1FA5-4652-8975-2513F2A36CCE","V228352","Bromus hordeaceus","2006-05-27","Jeffery M. Saarela","CPNWH"
"8DBB0BD7-38F3-DE42-B066-7046E5282FFC","V228353","Danthonia intermedia Vasey","2006-05-27T00:00:00","Jeffery M. Saarela","GBIF"
"C17885B4-61DD-4693-B236-89376E530FE6","V228353","Danthonia intermedia","2006-05-27","Jeffery M. Saarela","CPNWH"
"CFD7110C-1447-4C46-BEF5-6B3E1534C272","V228354","Elymus glaucus subsp. glaucus","2006-05-27T00:00:00","Jeffery M. Saarela","GBIF"
"4F68F4A7-0B3A-448F-8A30-B883367EC8C0","V228354","Elymus glaucus ssp. glaucus","2006-05-27","Jeffery M. Saarela","CPNWH"
"1605AC8B-C722-E94F-A602-100CEB47C64C","V228355","Bromus diandrus Roth","2006-05-27T00:00:00","Jeffery M. Saarela","GBIF"
"5C5A4D98-9938-4C1A-8620-B9A8E152E173","V228355","Bromus diandrus","2006-05-27","Jeffery M. Saarela","CPNWH"
"5961DB6B-1AF1-0B4D-8480-0EA5C9FFF76B","V228356","Vulpia myuros (L.) C.C.Gmel.","2006-05-27T00:00:00","Jeffery M. Saarela","GBIF"
"8A987AC2-4B60-493C-A75C-1B92E2375C8F","V228356","Vulpia myuros","2006-05-27","Jeffery M. Saarela","CPNWH"
"C4F171AA-AABD-8B43-8159-953125DC1E54","V228357","Bromus hordeaceus L.","2006-05-27T00:00:00","Jeffery M. Saarela","GBIF"
"EC001A40-B7EF-4DA7-A386-7C407433C317","V228357","Bromus hordeaceus","2006-05-27","Jeffery M. Saarela","CPNWH"
"B2D9A59F-BEDC-5142-8F9E-80B66B07EC40","V228358","Hordeum murinum L.","2006-05-27T00:00:00","Jeffery M. Saarela","GBIF"
"879E206D-9DC2-4C00-B41C-A6F9D48A9E89","V228358","Hordeum murinum","2006-05-27","Jeffery M. Saarela","CPNWH"
"6FE4CFED-F362-434F-ACD5-B33CFB8F41E8","V230058","Rubus vestitus Weihe & Nees","2004-07-25T00:00:00","Frank Lomer","GBIF"
"15D455A3-FA8B-49F6-8302-35A6C60FB5D1","V230058","Rubus vestitus","2004-07-25","Frank Lomer","CPNWH"
"608B4844-61F7-E143-824C-6D6DF4D9B4D1","V230059","Carex longii Mack.","2004-07-25T00:00:00","Frank Lomer","GBIF"
"6DE980A3-3978-45B4-9E1D-AFC143AEA981","V230059","Carex longii","2004-07-25","Frank Lomer","CPNWH"
"A8D7D954-1078-1947-8D5B-D0B0233A2D70","V230060","Schoenoplectus subterminalis (Torr.) Soják","2004-07-25T00:00:00","Frank Lomer","GBIF"
"63812181-9BCA-444B-9290-F6FFE28005C7","V230060","Schoenoplectus subterminalis","2004-07-25","Frank Lomer","CPNWH"
"35185E01-6C75-6848-BB04-9B1FC6700BF4","V230061","Schoenoplectus subterminalis (Torr.) Soják","2004-07-25T00:00:00","Frank Lomer","GBIF"
"077F4A5F-461D-4BA3-B666-6047F2F0BB52","V230061","Schoenoplectus subterminalis","2004-07-25","Frank Lomer","CPNWH"
"E97EA32B-97C4-9C42-A514-DFC34DD19481","V232939","Cotoneaster franchetii Boiss.","2008-02-18T00:00:00","Frank Lomer","GBIF"
"8D71C2D5-F6B1-43CA-B108-FBD145B31126","V232939","Cotoneaster franchetii","2008-02-18","Frank Lomer","CPNWH"
"86FC9D6F-9361-EB44-81B0-A042416013AC","V233606","Solidago rugosa var. rugosa","2007-08-19T00:00:00","Frank Lomer","GBIF"
"50E00C27-5833-4B6B-ABF4-84C529461878","V233606","Solidago rugosa var. rugosa","2007-08-19","Frank Lomer","CPNWH"
"819F7613-7678-874B-9FB3-7A5EF987EFB3","V233607","Bolboschoenus maritimus (L.) Palla","2007-08-19T00:00:00","Frank Lomer","GBIF"
"0F0E3E96-8902-4860-B4E0-A537C2B84A22","V233607","Bolboschoenus maritimus","2007-08-19","Frank Lomer","CPNWH"
"0FC5C07D-EE4D-1D48-883A-0DBDA9798790","V233608","Quercus robur L.","2007-08-19T00:00:00","Frank Lomer","GBIF"
"F7D7A7E0-F66C-4978-8AC5-004AA97400D3","V233608","Quercus robur","2007-08-19","Frank Lomer","CPNWH"
"BE9F7393-B671-8448-A7C1-51FF4F81AC39","V233609","Sidalcea hendersonii S.Watson","2007-08-19T00:00:00","Frank Lomer","GBIF"
"9BBC1936-A92C-4A84-8D21-4782F6BF6120","V233609","Sidalcea hendersonii","2007-08-19","Frank Lomer","CPNWH"
"511CDBDD-5645-5649-95CA-BE35D5A77592","V233610","Solidago rugosa var. rugosa","2007-08-19T00:00:00","Frank Lomer","GBIF"
"F99C301E-C6D9-44B4-9306-1EE9D54F4753","V233610","Solidago rugosa var. rugosa","2007-08-19","Frank Lomer","CPNWH"
"0E6C7ED2-E093-294B-A4B3-0ED930A0236A","V233611","Euthamia graminifolia (L.) Nutt.","2007-08-19T00:00:00","Frank Lomer","GBIF"
"0DC80ADA-BE6B-4771-8878-D9F9F94BA630","V233611","Euthamia graminifolia","2007-08-19","Frank Lomer","CPNWH"
"5C012356-F2C9-054B-9EF9-A475CEF0C666","V233949","Sparganium angustifolium Michx.","1998-07-09T00:00:00","Frank Lomer","GBIF"
"15CEC542-AB66-4ADB-B289-AEE82EC38150","V233949","Sparganium angustifolium","1998-07-09","Frank Lomer","CPNWH"
"E9E211D7-8594-0942-A359-F1F0979C1431","V234059","Carex albonigra Mack.","1917-08-10T00:00:00","John Davidson","GBIF"
"06231CFC-9733-44C6-9C2B-FAA0E8CF8B4A","V234059","Carex albonigra","1917-08-10","John Davidson","CPNWH"
"958CC92B-05B0-4E4F-9B74-69410B5964BF","V234448","Diphasiastrum complanatum (L.) Holub","1999-07-22T00:00:00","Frank Lomer","GBIF"
"F6CD7E68-0D98-4F27-A53B-E96B5CA3CDFA","V234448","Diphasiastrum complanatum","1999-07-22","Frank Lomer","CPNWH"
"1DBE6667-EE69-2F44-BF40-E55EE2A396F8","V234449","Salix hookeriana Barratt ex Hook.","1999-07-22T00:00:00","Frank Lomer","GBIF"
"F0754B08-C5F7-4D78-9ED5-D16FFE3F47C9","V234449","Salix hookeriana","1999-07-22","Frank Lomer","CPNWH"
"8D8B2D35-1A81-C84A-8106-3FC3F5C0B9A6","V235041","Hordeum murinum subsp. murinum","2001-05-29T00:00:00","Frank Lomer","GBIF"
"20BDDA16-2573-4CAA-B1ED-F8546C172C45","V235041","Hordeum murinum ssp. murinum","2001-05-29","Frank Lomer","CPNWH"
"0567327F-4D33-6B46-8DE5-5D78AB3515EF","V235042","Boschniakia hookeri Walp.","2001-06-05T00:00:00","Frank Lomer","GBIF"
"BAFE7CF7-5E8E-499B-B25C-5DC73A149A04","V235042","Kopsiopsis hookeri","2001-06-05","Frank Lomer","CPNWH"
"17F942E9-6CFA-CB4D-A8B6-7A48DA883F9A","V235043","Cardamine breweri var. orbicularis (Greene) Detling","2001-06-05T00:00:00","Frank Lomer","GBIF"
"611E5965-4490-4151-A9DD-36E62261A1C8","V235043","Cardamine breweri","2001-06-05","Frank Lomer","CPNWH"
"A4757273-BF3E-D24E-B94D-9271A3F2255D","V236164","Asarum caudatum Lindl.","2011-07-28T00:00:00","Erin R. Manton","GBIF"
"6E48182C-747C-444A-8CC0-B8840F883BD4","V236164","Asarum caudatum","2011-07-28","Erin R. Manton","CPNWH"
"53F1410F-6D58-774B-8475-6036141B3FA7","V236236","Streptopus lanceolatus var. curvipes (Vail) Reveal","2010-07-01T00:00:00","Erin R. Manton","GBIF"
"D897C664-A4E5-4DB8-B46F-05ABA301A9C4","V236236","Streptopus lanceolatus","2010-07-01","Erin R. Manton","CPNWH"
"5067B7D1-255D-8A40-B418-155F81404CCC","V236238","Clintonia uniflora (Menzies ex Schult. & Schult.f.) Kunth","2010-07-01T00:00:00","Erin R. Manton","GBIF"
"F1B063ED-CC1C-4350-9116-E0D3CFAFFC72","V236238","Clintonia uniflora","2010-07-01","Erin R. Manton","CPNWH"
"F94AA4B2-812D-5D4C-8612-DCB7059845E3","V236243","Prosartes hookeri var. oregana (S.Watson) Kartesz","2010-07-15T00:00:00","Erin R. Manton, J. Shiller, B. Manton","GBIF"
"862747C2-14D7-4374-BE08-B1F630F0B14B","V236243","Prosartes hookeri","2010-07-15","Erin R. Manton, J. Shiller, B. Manton","CPNWH"
"59FCD54E-E40F-7648-80E0-73698B2E9299","V236396","Berberis thunbergii DC.","2011-04-17T00:00:00","Frank Lomer","GBIF"
"7F906623-90FD-4C70-A9E2-57CD97A24DF2","V236396","Berberis thunbergii","2011-04-17","Frank Lomer","CPNWH"
"D3C7F93A-1130-1941-811E-B19E419FF21C","V236397","Cotoneaster salicifolius var. rugosus (E.Pritz.) Rehder & E.H.Wilson","2011-04-17T00:00:00","Frank Lomer","GBIF"
"B64C5F67-465A-407A-B7AD-9191D786991C","V236397",NA,"2011-04-17","Frank Lomer","CPNWH"
"4E9EEDE3-5F1F-4E42-ACBE-1D413D79BD05","V23664","Lathyrus nevadensis S.Watson","1913-06-01T00:00:00","W. Taylor","GBIF"
"A2C58B1F-115A-46AE-B27C-DDC2962B7540","V23664","Lathyrus nevadensis","1913-06-01","W. Taylor","CPNWH"
"E3D82FC6-67CC-CB49-A463-EC01945BFB02","V236741","Pleuropogon refractus (A.Gray) Benth. ex Vasey","1963-08-31T00:00:00","Vernon C. Brink","GBIF"
"33B55215-9856-47C2-A575-413FE244F74A","V236741","Pleuropogon refractus","1963-08-31","Vernon C. Brink","CPNWH"
"1A563F7B-F605-B24C-9486-49A4449DA905","V23677","Lathyrus japonicus Willd.","1913-06-15T00:00:00","F. Perry","GBIF"
"41233128-0CAC-46C3-B40A-07A670301F87","V23677","Lathyrus japonicus","1913-06-15","F. Perry","CPNWH"
"149AF9E7-0EEE-5E47-970B-F575FF6F619B","V236835","Vulpia bromoides (L.) Gray","2006-05-27T00:00:00","Jeffery M. Saarela","GBIF"
"66FDA04E-880E-4CE0-A39F-80BF542DE353","V236835","Vulpia bromoides","2006-05-27","Jeffery M. Saarela","CPNWH"
"91F525FB-7E92-1946-AC25-90A41F92E361","V236836","Anthoxanthum odoratum L.","2006-05-27T00:00:00","Jeffery M. Saarela","GBIF"
"E18EBB73-8F46-441F-B42E-99D32FBFC37A","V236836","Anthoxanthum odoratum","2006-05-27","Jeffery M. Saarela","CPNWH"
"094F1088-D8FE-A447-BFA2-9A30DC03F343","V236840","Elymus glaucus Buckley","2006-05-27T00:00:00","Jeffery M. Saarela","GBIF"
"774D11ED-F17C-4EFA-829E-FB6CB9100C32","V236840","Elymus glaucus","2006-05-27","Jeffery M. Saarela","CPNWH"
"961183B9-9FD2-9A46-8045-C66348C31CA5","V236841","Vulpia bromoides (L.) Gray","2006-05-27T00:00:00","Jeffery M. Saarela","GBIF"
"A3EB765C-163F-4ABE-AF41-B39918AAE3BC","V236841","Vulpia bromoides","2006-05-27","Jeffery M. Saarela","CPNWH"
"FF1D9342-D83E-6442-9745-41E695AFDCF6","V23813","Lupinus latifolius Lindl. ex J.Agardh","1917-08-01T00:00:00","John Davidson","GBIF"
"7DFFF4E0-5442-4826-ABE8-9A4E854A2FF7","V23813","Lupinus latifolius","1917-08","John Davidson","CPNWH"
"798B86DB-BD20-2248-B75C-A0B4F7AED65C","V238201","Lathyrus nevadensis S.Watson","1913-06-15T00:00:00","Fred Perry","GBIF"
"AD9E7872-778E-47D6-B09C-D4DF2D072DA6","V238201","Lathyrus nevadensis","1913-06-15","Fred Perry","CPNWH"
"24008E4C-6571-B146-A33E-21615197D958","V238225","Lupinus latifolius var. latifolius","1914-06-29T00:00:00","Fred Perry","GBIF"
"7E793356-0EC1-4BC7-9890-4AE839D2DAB4","V238225","Lupinus latifolius var. latifolius","1914-06-29","Fred Perry","CPNWH"
"2A6EA75D-76A9-0344-8A25-75D8372CFC6C","V238245","Anemone parviflora Michx.","1914-08-01T00:00:00","F. Perry","GBIF"
"6749782C-804A-47FC-BB35-B837DACDF7DB","V238245","Anemone parviflora","1914-08","F. Perry","CPNWH"
"428D6375-D640-1E4B-ACE3-B2D22F1318EC","V238420","Toxicoscordion venenosum var. venenosum","2012-05-02T00:00:00","Erin R. Manton, A. van der Linde","GBIF"
"B1A727A4-9E9F-4342-96B1-D58FEF864A73","V238420","Toxicoscordion venenosum var. venenosum","2012-05-02","Erin R. Manton, A. van der Linde","CPNWH"
"DE551D38-8975-C044-AB1E-E346078851C9","V238421","Erythronium oregonum subsp. oregonum","2012-05-02T00:00:00","Erin R. Manton, A. van der Linde","GBIF"
"4EE38106-17D3-477C-ACFB-0D082E133501","V238421","Erythronium oregonum ssp. oregonum","2012-05-02","Erin R. Manton, A. van der Linde","CPNWH"
"9F5BBEE8-58A7-FD4F-98B5-46CF70C49F0E","V238450","Ribes sanguineum var. sanguineum","2012-05-02T00:00:00","Erin R. Manton, A. van der Linde","GBIF"
"E5F7239E-2883-413D-B80E-5CEA55ED4269","V238450","Ribes sanguineum var. sanguineum","2012-05-02","Erin R. Manton, A. van der Linde","CPNWH"
"849D1CEC-9CF9-7947-B46A-069F0C491F42","V238600","Oenanthe sarmentosa C.Presl ex DC.","2012-07-25T00:00:00","Erin R. Manton, A. van der Linde, J. Shiller","GBIF"
"9332E08C-4575-44F9-AA06-AF5B454837E6","V238600","Oenanthe sarmentosa","2012-07-25","Erin R. Manton, A. van der Linde, J. Shiller","CPNWH"
"B120162B-EBDB-DF48-84B0-5367A09DD032","V238601","Acer circinatum Pursh","2012-07-25T00:00:00","Erin R. Manton, A. van der Linde, J. Shiller","GBIF"
"1D223D17-AE6B-4909-BBC8-5D5A1F28D731","V238601","Acer circinatum","2012-07-25","Erin R. Manton, A. van der Linde, J. Shiller","CPNWH"
"391239E7-3AF3-8049-B4FA-49E1E97AEB14","V238868","Sambucus racemosa L.","2012-05-02T00:00:00","Erin R. Manton, A. van der Linde","GBIF"
"64AF36D3-73CF-411C-B571-6803F1C6882A","V238868","Sambucus racemosa","2012-05-02","Erin R. Manton, A. van der Linde","CPNWH"
"7C206171-A064-4441-9C52-546BB4376EFE","V238869","Paxistima myrsinites (Pursh) Raf.","2012-05-02T00:00:00","Erin R. Manton, A. van der Linde","GBIF"
"BE33AABE-1406-428B-9467-7E00F4BFA0EF","V238869","Paxistima myrsinites","2012-05-02","Erin R. Manton, A. van der Linde","CPNWH"
"A8AFB9E7-4702-F045-A81F-E6AAAFA288D4","V238870","Arctostaphylos uva-ursi (L.) Spreng.","2012-05-02T00:00:00","Erin R. Manton, A. van der Linde","GBIF"
"A0DE50A8-77CD-4131-B65A-57E8B513D10A","V238870","Arctostaphylos uva-ursi","2012-05-02","Erin R. Manton, A. van der Linde","CPNWH"
"A6CD2BDE-6012-A14B-9204-A5C67161E9B7","V239004","Dicentra formosa (Andrews) Walp.","2012-05-02T00:00:00","Erin R. Manton, A. van der Linde","GBIF"
"56FDC855-6FFA-4522-B915-997D0BFB8093","V239004","Dicentra formosa","2012-05-02","Erin R. Manton, A. van der Linde","CPNWH"
"84115910-4EBE-BA42-9C8D-ACDDF66E4438","V239050","Epilobium luteum Pursh","1913-07-27T00:00:00","W. Taylor","GBIF"
"2E616CB9-BA49-4F0D-81C5-B8901E0C242A","V239050","Epilobium luteum","1913-07-27","W. Taylor","CPNWH"
"5471DFFD-0805-ED47-BEAC-F0AEFBF65189","V239052","Epilobium hornemannii subsp. hornemannii","1914-08-01T00:00:00","F. Perry","GBIF"
"0008755C-3BAF-4FBE-8BE2-EEB5E131F98A","V239052",NA,"1914-08","F. Perry","CPNWH"
"D363BAB9-C6E6-B54B-BCE9-E9F2DF560DF2","V239396","Micranthes ferruginea (Graham) Brouillet & Gornall","2011-06-10T00:00:00","Erin R. Manton","GBIF"
"947A64A6-A74B-4A53-BBBE-92CBDD997857","V239396","Micranthes ferruginea","2011-06-10","Erin R. Manton","CPNWH"
"89B6B123-197F-AD4D-8BF1-22EBE1D3E8C0","V24015","Lupinus perennis subsp. latifolius (Lindl. ex J.Agardh) L.Ll.Phillips","1912-08-15T00:00:00","John Davidson","GBIF"
"7FB67B43-EF97-4452-A0F5-188BFF482F25","V24015","Lupinus latifolius var. latifolius","1912-08-15","John Davidson","CPNWH"
"9EE5F4E5-2A68-7648-859E-D4D96F743BA8","V24017","Lupinus perennis subsp. latifolius (Lindl. ex J.Agardh) L.Ll.Phillips","1914-08-02T00:00:00","John Davidson","GBIF"
"D95C95BF-0D0B-4915-9346-E9681506050C","V24017","Lupinus latifolius var. latifolius","1914-08-02","John Davidson","CPNWH"
"4133B7C9-B73D-994A-875D-302760FA4925","V24019","Lupinus perennis subsp. latifolius (Lindl. ex J.Agardh) L.Ll.Phillips","1914-08-02T00:00:00","John Davidson","GBIF"
"57CE888A-5652-4C00-ADAC-E11DE84D2F28","V24019","Lupinus latifolius var. latifolius","1914-08-02","John Davidson","CPNWH"
"6C617323-9794-8744-BEDF-4394F5B94F65","V24022","Lupinus perennis subsp. latifolius (Lindl. ex J.Agardh) L.Ll.Phillips","1914-08-02T00:00:00","John Davidson","GBIF"
"14C7DEFC-BB7F-460B-B09E-7A78355FBCD7","V24022","Lupinus latifolius var. latifolius","1914-08-02","John Davidson","CPNWH"
"6E265584-861B-F344-9112-7AADF1D51919","V24024","Lupinus perennis subsp. latifolius (Lindl. ex J.Agardh) L.Ll.Phillips","1914-08-02T00:00:00","John Davidson","GBIF"
"BCF1F2A6-F560-485A-A182-5CC0F3D9DC86","V24024","Lupinus latifolius var. latifolius","1914-08-02","John Davidson","CPNWH"
"C00FEA73-BDAB-9642-AD43-21B4B15FCA78","V240312","Alchemilla mollis (Buser) Rothm.","2012-06-04T00:00:00","Frank Lomer","GBIF"
"C09B78F5-DC37-4830-991D-6FA9E5776ED5","V240312","Alchemilla mollis","2012-06-04","Frank Lomer","CPNWH"
"B73624AF-3E78-8647-952C-FDDD4BAC0496","V240313","Hieracium L.","2012-06-04T00:00:00","Frank Lomer","GBIF"
"FC567D34-D7B0-46EA-8DB8-D74C272D455F","V240313","Hieracium","2012-06-04","Frank Lomer","CPNWH"
"2965A698-40BD-E24E-AF5C-0C2F22E3C71E","V240389","Cotoneaster lacteus W.W.Sm.","2012-07-06T00:00:00","Frank Lomer","GBIF"
"BE2ABD91-BC3F-46B9-BC7D-F3F5EC88C309","V240389","Cotoneaster lacteus","2012-07-06","Frank Lomer","CPNWH"
"4F07C549-2E0D-0146-B545-C613DBAB54A9","V240390","Cotoneaster franchetii Boiss.","2012-07-06T00:00:00","Frank Lomer","GBIF"
"63C9C341-5B2A-4853-A423-AE32F0962374","V240390","Cotoneaster franchetii","2012-07-06","Frank Lomer","CPNWH"
"C79F79EF-0A03-E14B-A4E5-D079C4F0ACE2","V241359","Elymus elymoides subsp. californicus (J.G.Sm.) Barkworth","1966-08-16T00:00:00","B. Fraser","GBIF"
"4EAEBD14-BFDC-4DBD-9F73-31F931EF5849","V241359","Elymus elymoides ssp. elymoides","1966-08-16","B. Fraser","CPNWH"
"80C5C677-177D-544B-9164-5E39F39AC456","V241361","Elymus elymoides subsp. californicus (J.G.Sm.) Barkworth","1967-08-16T00:00:00","V. Bednar, B. Fraser, S. Kojima, V.J. Krajina","GBIF"
"AE0AFA9F-6C69-48EE-89C9-8AED9594232B","V241361","Elymus elymoides ssp. elymoides","1967-08-16","V. Bednar, B. Fraser, S. Kojima, V.J. Krajina","CPNWH"
"A736E242-BEE7-EA42-A66A-F85AC1478F2A","V241861","Pseudosasa japonica (Siebold & Zucc. ex Steud.) Makino ex Nakai","2014-04-12T00:00:00","Frank Lomer","GBIF"
"A76C930A-E4C6-4291-BB14-52E28DAAC42B","V241861","Pseudosasa japonica","2014-04-12","Frank Lomer","CPNWH"
"1423C25A-550A-014F-8AE8-C91136E86F60","V241862","Muscari neglectum Guss. ex Ten.","2014-04-12T00:00:00","Frank Lomer","GBIF"
"4A4F9727-1649-45CF-B3C9-1CA8C09EE0D1","V241862","Muscari neglectum","2014-04-12","Frank Lomer","CPNWH"
"2A76D7F0-D18F-1142-9111-6653B7E1A839","V241863","Spiraea japonica L.fil.","2014-04-12T00:00:00","Frank Lomer","GBIF"
"AC79E1DA-FFA5-46FC-AD69-A07CDCAEBD11","V241863","Spiraea japonica","2014-04-12","Frank Lomer","CPNWH"
"CAC33C30-55A6-7942-89BC-D270190D5638","V242450","Huperzia continentalis Testo, A.Haines & A.V.Gilman","1917-08-10T00:00:00","John Davidson","GBIF"
