scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup,report_detail
Juncus canadensis,J.Gay ex Laharpe,Canada Rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,canadensis,NA,NA,NA,accepted,84146,Juncus canadensis,Juncus canadensis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus canadensis,Canadian rush,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juncus canadensis,Juncus canadensis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juncus conglomeratus,L.,Compact Rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,conglomeratus,NA,NA,NA,accepted,204335,Juncus conglomeratus,Juncus conglomeratus,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus conglomeratus,compact rush,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juncus conglomeratus,Juncus conglomeratus,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juncus covillei,Piper,coville's rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,covillei,NA,NA,NA,accepted,77561,Juncus covillei,Juncus covillei,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus covillei,Coville's rush,S4,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juncus covillei,Juncus covillei,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juncus drummondii,E. Mey.,drummond's rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,drummondii,NA,NA,NA,accepted,77565,Juncus drummondii,Juncus drummondii,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus drummondii,Drummond's rush,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juncus drummondii,Juncus drummondii,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juncus effusus,L.,Soft Rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,effusus,NA,NA,NA,accepted,56153,Juncus effusus,Juncus effusus,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus effusus,NA,SNA,2006,Exotic,NA,NA,NA,NA,NA,MANUAL,NA,NA,NA,NA,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juncus ensifolius,Wikstr.,dagger rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,ensifolius,NA,NA,NA,accepted,77569,Juncus ensifolius,Juncus ensifolius,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus ensifolius,dagger-leaf rush,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juncus ensifolius,Juncus ensifolius,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juncus filiformis,L.,Thread Rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,filiformis,NA,NA,NA,accepted,164262,Juncus filiformis,Juncus filiformis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus filiformis,thread rush,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juncus filiformis,Juncus filiformis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juncus mertensianus,Bong.,mertens' rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,mertensianus,NA,NA,NA,accepted,77584,Juncus mertensianus,Juncus mertensianus,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus mertensianus,Mertens' rush,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juncus mertensianus,Juncus mertensianus,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juncus parryi,Engelm.,parry's rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,parryi,NA,NA,NA,accepted,77589,Juncus parryi,Juncus parryi,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus parryi,Parry's rush,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juncus parryi,Juncus parryi,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juncus supiniformis,Engelm.,hair-leaved rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,supiniformis,NA,NA,NA,accepted,77594,Juncus supiniformis,Juncus supiniformis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus supiniformis,spreading rush,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juncus supiniformis,Juncus supiniformis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juncus tenuis,Willd.,Slender Path Rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,tenuis,NA,NA,NA,accepted,69930,Juncus tenuis,Juncus tenuis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus tenuis,slender rush,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juncus tenuis,Juncus tenuis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juncus triglumis ssp. albescens,(Lange) Hultén,Northern White Rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Juncaceae,NA,NA,Juncus,triglumis,NA,albescens,NA,unaccepted,1060167,Juncus triglumis albescens,Juncus triglumis albescens,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juncus triglumis,whitish rush,S4?,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juncus triglumis ssp. albescens,Juncus triglumis ssp. albescens,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juniperus communis,Willd.,common juniper,Plantae,Tracheophyta,NA,NA,Pinopsida,NA,NA,Pinales,NA,NA,NA,Cupressaceae,Cupressoideae,NA,Juniperus,communis,NA,NA,NA,accepted,58725,Juniperus communis,Juniperus communis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juniperus communis,NA,S5,2012,Yellow,NA,NA,NA,NA,NA,MANUAL,NA,NA,NA,NA,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juniperus maritima,R.P. Adams,Seaside Juniper,Plantae,Tracheophyta,NA,NA,Pinopsida,NA,NA,Pinales,NA,NA,NA,Cupressaceae,Cupressoideae,NA,Juniperus,maritima,NA,NA,NA,accepted,164313,Juniperus maritima,Juniperus maritima,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juniperus maritima,seaside juniper,S4S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juniperus maritima,Juniperus maritima,VASCULAR PLANTS,VASCULAR PLANTS,NA
Juniperus scopulorum,Sarg.,Rocky Mountain Juniper,Plantae,Tracheophyta,NA,NA,Pinopsida,NA,NA,Pinales,NA,NA,NA,Cupressaceae,Cupressoideae,NA,Juniperus,scopulorum,NA,NA,NA,accepted,135883,Juniperus scopulorum,Juniperus scopulorum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Juniperus scopulorum,Rocky Mountain juniper,S4,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Juniperus scopulorum,Juniperus scopulorum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Kalmia microphylla var. microphylla,(Hooker) A. Heller,bog laurel,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Ericoideae,Phyllodoceae,Kalmia,microphylla,microphylla,NA,NA,accepted,1046996,Kalmia microphylla microphylla,Kalmia microphylla microphylla,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Kalmia microphylla,alpine bog laurel,S5,Mar 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Kalmia microphylla var. microphylla,Kalmia microphylla var. microphylla,VASCULAR PLANTS,VASCULAR PLANTS,NA
Kalmia microphylla var. occidentalis,(Small) Ebinger,western bog laurel,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Ericoideae,Phyllodoceae,Kalmia,microphylla,occidentalis,NA,NA,accepted,1035494,Kalmia microphylla occidentalis,Kalmia microphylla occidentalis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Kalmia microphylla,western bog-laurel,S5,Mar 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Kalmia microphylla var. occidentalis,Kalmia microphylla var. occidentalis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Kalmia procumbens,"(L.) Gift, Kron & P.F.Stevens",alpine azalea,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Ericoideae,Phyllodoceae,Kalmia,procumbens,NA,NA,NA,accepted,204337,Kalmia procumbens,Kalmia procumbens,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Kalmia procumbens,alpine-azalea,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Kalmia procumbens,Kalmia procumbens,VASCULAR PLANTS,VASCULAR PLANTS,NA
Kerria japonica,(L.) DC.,Japanese Kerria,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Rosales,NA,NA,NA,Rosaceae,Amygdaloideae,Kerrieae,Kerria,japonica,NA,NA,NA,accepted,125788,Kerria japonica,Kerria japonica,NA,!,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Kerria japonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VASCULAR PLANTS,VASCULAR PLANTS,NA
Koeleria macrantha,J.A. Schultes,Prairie Junegrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Poaceae,Pooideae,Poeae,Koeleria,macrantha,NA,NA,NA,accepted,57183,Koeleria macrantha,Koeleria macrantha,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Koeleria macrantha,junegrass,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Koeleria macrantha,Koeleria macrantha,VASCULAR PLANTS,VASCULAR PLANTS,NA
Koeleria spicata,(L.) Pers.,spike trisetum,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Poaceae,Pooideae,Poeae,Koeleria,spicata,NA,NA,NA,unaccepted,1538791,Koeleria spicata,Koeleria spicata,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Koeleria spicata,spike trisetum,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Koeleria spicata,Koeleria spicata,VASCULAR PLANTS,VASCULAR PLANTS,NA
Kopsiopsis hookeri,(Walp.) Govaerts,small ground-cone,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Lamiales,NA,NA,NA,Orobanchaceae,NA,Orobancheae,Kopsiopsis,hookeri,NA,NA,NA,accepted,77611,Kopsiopsis hookeri,Kopsiopsis hookeri,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Kopsiopsis hookeri,Vancouver groundcone,S4S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Kopsiopsis hookeri,Kopsiopsis hookeri,VASCULAR PLANTS,VASCULAR PLANTS,NA
Laburnum anagyroides,Medik.,Common Laburnum,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fabales,NA,NA,NA,Fabaceae,Faboideae,Genisteae,Laburnum,anagyroides,NA,NA,NA,accepted,51810,Laburnum anagyroides,Laburnum anagyroides,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Laburnum anagyroides,laburnum,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Laburnum anagyroides,Laburnum anagyroides,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lactuca biennis,(Moench) Fernald,tall blue lettuce,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Asterales,NA,NA,NA,Asteraceae,Cichorioideae,Cichorieae,Lactuca,biennis,NA,NA,NA,accepted,77616,Lactuca biennis,Lactuca biennis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lactuca biennis,tall blue lettuce,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lactuca biennis,Lactuca biennis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lactuca canadensis,L.,Canada wild lettuce,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Asterales,NA,NA,NA,Asteraceae,Cichorioideae,Cichorieae,Lactuca,canadensis,NA,NA,NA,accepted,53110,Lactuca canadensis,Lactuca canadensis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lactuca canadensis,Canadian wild lettuce,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lactuca canadensis,Lactuca canadensis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lactuca serriola,L.,prickly lettuce,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Asterales,NA,NA,NA,Asteraceae,Cichorioideae,Cichorieae,Lactuca,serriola,NA,NA,NA,accepted,53107,Lactuca serriola,Lactuca serriola,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lactuca serriola,prickly lettuce,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lactuca serriola,Lactuca serriola,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lamium galeobdolon,(L.) Crantz,yellow archangel,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Lamiales,NA,NA,NA,Lamiaceae,Lamioideae,Lamieae,Lamium,galeobdolon,NA,NA,NA,accepted,204339,Lamium galeobdolon,Lamium galeobdolon,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lamium galeobdolon,yellow archangel,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lamium galeobdolon,Lamium galeobdolon,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lamium hybridum,Vill.,cutleaf deadnettle,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Lamiales,NA,NA,NA,Lamiaceae,Lamioideae,Lamieae,Lamium,hybridum,NA,NA,NA,accepted,1369716,Lamium hybridum,Lamium hybridum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lamium hybridum,cut-leaved purple dead-nettle,SNA,Dec 2000,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lamium hybridum,Lamium hybridum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lamium purpureum,L.,red deadnettle,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Lamiales,NA,NA,NA,Lamiaceae,Lamioideae,Lamieae,Lamium,purpureum,NA,NA,NA,accepted,55851,Lamium purpureum,Lamium purpureum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lamium purpureum,purple dead-nettle,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lamium purpureum,Lamium purpureum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lappula occidentalis,(Hooker) Abrams,Flatspine Stickseed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Boraginales,NA,NA,NA,Boraginaceae,Cynoglossoideae,Rochelieae,Lappula,occidentalis,NA,NA,NA,accepted,148438,Lappula occidentalis,Lappula occidentalis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lappula occidentalis,NA,S5,2000,Yellow,NA,NA,NA,NA,NA,MANUAL,NA,NA,NA,NA,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lapsana communis,L.,nipplewort,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Asterales,NA,NA,NA,Asteraceae,Cichorioideae,Cichorieae,Lapsana,communis,NA,NA,NA,accepted,55981,Lapsana communis,Lapsana communis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lapsana communis,nipplewort,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lapsana communis,Lapsana communis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lathyrus japonicus,Willd.,seaside pea,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fabales,NA,NA,NA,Fabaceae,Faboideae,Fabeae,Lathyrus,japonicus,NA,NA,NA,accepted,77638,Lathyrus japonicus,Lathyrus japonicus,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lathyrus japonicus,beach pea,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lathyrus japonicus,Lathyrus japonicus,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lathyrus latifolius,L.,broad-leaved sweet pea,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fabales,NA,NA,NA,Fabaceae,Faboideae,Fabeae,Lathyrus,latifolius,NA,NA,NA,accepted,61009,Lathyrus latifolius,Lathyrus latifolius,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lathyrus latifolius,broad-leaved peavine,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lathyrus latifolius,Lathyrus latifolius,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lathyrus nevadensis var. nevadensis,S. Watson,Sierra pea,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fabales,NA,NA,NA,Fabaceae,Faboideae,Fabeae,Lathyrus,nevadensis,nevadensis,NA,NA,accepted,81015,Lathyrus nevadensis nevadensis,Lathyrus nevadensis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lathyrus nevadensis,purple peavine,S5,Dec 2000,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lathyrus nevadensis var. nevadensis,Lathyrus nevadensis var. nevadensis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lathyrus palustris,L.,marsh pea,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fabales,NA,NA,NA,Fabaceae,Faboideae,Fabeae,Lathyrus,palustris,NA,NA,NA,accepted,77642,Lathyrus palustris,Lathyrus palustris,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lathyrus palustris,marsh peavine,S4S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lathyrus palustris,Lathyrus palustris,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lathyrus sylvestris,L.,Narrow-leaved Everlasting-pea,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fabales,NA,NA,NA,Fabaceae,Faboideae,Fabeae,Lathyrus,sylvestris,NA,NA,NA,accepted,82740,Lathyrus sylvestris,Lathyrus sylvestris,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lathyrus sylvestris,narrow-leaved everlasting peavine,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lathyrus sylvestris,Lathyrus sylvestris,VASCULAR PLANTS,VASCULAR PLANTS,NA
Leersia oryzoides,(L.) Sw.,rice cutgrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Poaceae,Oryzoideae,Oryzeae,Leersia,oryzoides,NA,NA,NA,accepted,64177,Leersia oryzoides,Leersia oryzoides,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Leersia oryzoides,rice cutgrass,S4S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Leersia oryzoides,Leersia oryzoides,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lemna minor,"L,",Common Duckweed,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Alismatales,NA,NA,NA,Araceae,Lemnoideae,NA,Lemna,minor,NA,NA,NA,accepted,54518,Lemna minor,Lemna minor,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lemna minor,common duckweed,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lemna minor,Lemna minor,VASCULAR PLANTS,VASCULAR PLANTS,NA
Leontodon saxatilis ssp. saxatilis,Lam.,Lesser Hawkbit,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Asterales,NA,NA,NA,Asteraceae,Cichorioideae,Cichorieae,Leontodon,saxatilis,NA,saxatilis,NA,accepted,60975,Leontodon saxatilis saxatilis,Leontodon saxatilis saxatilis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Leontodon saxatilis,hairy hawkbit,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Leontodon saxatilis ssp. saxatilis,Leontodon saxatilis ssp. saxatilis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lepidium campestre,(L.) W.T. Aiton,field peppergrass,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Brassicales,NA,NA,NA,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,campestre,NA,NA,NA,accepted,77663,Lepidium campestre,Lepidium campestre,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lepidium campestre,field pepper-grass,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepidium campestre,Lepidium campestre,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lepidium didymum,L.,Lesser swine-cress,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Brassicales,NA,NA,NA,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,didymum,NA,NA,NA,accepted,60987,Lepidium didymum,Lepidium didymum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lepidium didymum,lesser swinecress,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepidium didymum,Lepidium didymum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lepidium heterophyllum,Benth.,Smith's Cress,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Brassicales,NA,NA,NA,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,heterophyllum,NA,NA,NA,accepted,77669,Lepidium heterophyllum,Lepidium heterophyllum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lepidium heterophyllum,Smith's pepper-grass,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepidium heterophyllum,Lepidium heterophyllum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Lepidium virginicum ssp. menziesii,L.,Menzies' pepperweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Brassicales,NA,NA,NA,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,virginicum,NA,menziesii,NA,accepted,79971,Lepidium virginicum menziesii,Lepidium virginicum menziesii,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Lepidium virginicum,Menzies' pepperweed,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepidium virginicum ssp. menziesii,Lepidium virginicum ssp. menziesii,VASCULAR PLANTS,VASCULAR PLANTS,NA
