scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup.x,report_detail.x,report_supergroup.y,report_detail.y,report_supergroup,report_detail
Synaptomys borealis,Richardson,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Muroidea,Cricetidae,Arvicolinae,Lemmini,Mictomys,borealis,NA,NA,NA,unaccepted,1596227,Mictomys borealis,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,45760,Mictomys borealis,Northern Bog Lemming,S4,Mar 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Synaptomys borealis,Synaptomys borealis,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Zapus trinotatus,Rhoads,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Dipodoidea,Zapodidae,NA,NA,Zapus,trinotatus,NA,NA,NA,accepted,43844,Zapus trinotatus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,43844,Zapus trinotatus,Pacific Jumping Mouse,S4,Feb 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Zapus trinotatus,Zapus trinotatus,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Corynorhinus townsendii,Cooper,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Plecotini,Corynorhinus,townsendii,NA,NA,NA,accepted,74205,Corynorhinus townsendii,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,74205,Corynorhinus townsendii,Townsend's Big-eared Bat,S3,Feb 2022,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Corynorhinus townsendii,Corynorhinus townsendii,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Eptesicus fuscus,Beauvois,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Eptesicini,Eptesicus,fuscus,NA,NA,NA,accepted,40509,Eptesicus fuscus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,40509,Eptesicus fuscus,Big Brown Bat,S5,Sep 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Eptesicus fuscus,Eptesicus fuscus,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Lasionycteris noctivagans,LeConte,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Eptesicini,Lasionycteris,noctivagans,NA,NA,NA,accepted,40629,Lasionycteris noctivagans,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,40629,Lasionycteris noctivagans,Silver-haired Bat,S4S5,Mar 2022,Yellow,Endangered,May 2023,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lasionycteris noctivagans,Lasionycteris noctivagans,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Lasiurus cinereus,Beauvois,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Lasiurini,Lasiurus,cinereus,NA,NA,NA,accepted,40523,Lasiurus cinereus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,40523,Lasiurus cinereus,Hoary Bat,S3S4,Mar 2022,Blue,Endangered,May 2023,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lasiurus cinereus,Lasiurus cinereus,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Myotis californicus,Audubon & Bachman,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Vespertilionidae,Myotinae,NA,Myotis,californicus,NA,NA,NA,accepted,40342,Myotis californicus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,40342,Myotis californicus,Californian Myotis,S4S5,Mar 2022,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Myotis californicus,Myotis californicus,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Myotis evotis,H. Allen,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Vespertilionidae,Myotinae,NA,Myotis,evotis,NA,NA,NA,accepted,40354,Myotis evotis,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,40354,Myotis evotis,Long-eared Myotis,S4?,Mar 2022,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Myotis evotis,Myotis evotis,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Myotis lucifugus,LeConte,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Vespertilionidae,Myotinae,NA,Myotis,lucifugus,NA,NA,NA,accepted,40346,Myotis lucifugus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,40346,Myotis lucifugus,Little Brown Myotis,S3S4,Mar 2022,Blue,Endangered,Nov 2013,1,Endangered,Dec 2014,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Myotis lucifugus,Myotis lucifugus,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Myotis volans,H. Allen,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Vespertilionidae,Myotinae,NA,Myotis,volans,NA,NA,NA,accepted,40344,Myotis volans,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,40344,Myotis volans,Long-legged Myotis,S4?,Mar 2022,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Myotis volans,Myotis volans,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Myotis yumanensis,H. Allen,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Vespertilionidae,Myotinae,NA,Myotis,yumanensis,NA,NA,NA,accepted,40325,Myotis yumanensis,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,40325,Myotis yumanensis,Yuma Myotis,S3,Mar 2022,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Myotis yumanensis,Myotis yumanensis,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Oreamnos americanus,"de Blainville, 1816",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,NA,NA,Bovidae,Antilopinae,Caprini,Oreamnos,americanus,NA,NA,NA,accepted,42414,Oreamnos americanus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,42414,Oreamnos americanus,Mountain Goat,S3,Mar 2024,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Oreamnos americanus,Oreamnos americanus,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Ovis canadensis,"Shaw, 1804",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,NA,NA,Bovidae,Antilopinae,Caprini,Ovis,canadensis,NA,NA,NA,accepted,42391,Ovis canadensis,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,42391,Ovis canadensis,Bighorn Sheep,S3?,Apr 2015,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ovis canadensis,Ovis canadensis,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Alces alces,"Linnaeus, 1758",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,NA,NA,Cervidae,Capreolinae,Alceini,Alces,alces,NA,NA,NA,accepted,522193,Alces alces,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,522193,Alces alces,Moose,S5,Feb 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Alces alces,Alces alces,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Cervus canadensis canadensis,"(Erxleben, 1777)",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,NA,NA,Cervidae,Cervinae,Cervini,Cervus,canadensis,NA,Cervus canadensis canadensis,NA,accepted,564777,Cervus canadensis canadensis,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,564777,Cervus canadensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Cervus canadensis roosevelti,"(Erxleben, 1777)",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,NA,NA,Cervidae,Cervinae,Cervini,Cervus,canadensis,NA,Cervus canadensis roosevelti,NA,accepted,566550,Cervus canadensis roosevelti,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,566550,Cervus canadensis,Roosevelt Elk,S3S4,Mar 2017,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cervus canadensis roosevelti,Cervus canadensis roosevelti,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Dama dama,"Linnaeus, 1758",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,NA,NA,Cervidae,Cervinae,Cervini,Dama,dama,NA,NA,NA,accepted,42161,Dama dama,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,42161,Dama dama,Fallow Deer,SNA,Mar 2024,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Dama dama,Dama dama,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Odocoileus hemionus columbianus,"Rafinesque, 1817",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,NA,NA,Cervidae,Capreolinae,Odocoileini,Odocoileus,hemionus,NA,Odocoileus hemionus columbianus,NA,accepted,42221,Odocoileus hemionus columbianus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,42221,Odocoileus hemionus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Odocoileus virginianus,"Zimmermann, 1780",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,NA,NA,Cervidae,Capreolinae,Odocoileini,Odocoileus,virginianus,NA,NA,NA,accepted,42223,Odocoileus virginianus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,42223,Odocoileus virginianus,White-tailed Deer,S5,Mar 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Odocoileus virginianus,Odocoileus virginianus,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Sus scrofa,"Linnaeus, 1758",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Artiodactyla,Suina,NA,NA,Suidae,Suinae,Suini,Sus,scrofa,NA,NA,NA,accepted,42134,Sus scrofa,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,42134,Sus scrofa,Wild Boar,SNA,Mar 2024,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Sus scrofa,Sus scrofa,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Canis latrans,"Say, 1823",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Carnivora,NA,NA,NA,Canidae,NA,NA,Canis,latrans,NA,NA,NA,accepted,42051,Canis latrans,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,42051,Canis latrans,Coyote,S5,Jul 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Canis latrans,Canis latrans,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Canis lupus,"Linnaeus, 1758",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Carnivora,NA,NA,NA,Canidae,NA,NA,Canis,lupus,NA,NA,NA,accepted,42048,Canis lupus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,42048,Canis lupus,Grey Wolf,S4S5,Mar 2025,Yellow,Not at Risk,May 1999,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Canis lupus,Canis lupus,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Vulpes vulpes,"Linnaeus, 1758",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Carnivora,NA,NA,NA,Canidae,NA,NA,Vulpes,vulpes,NA,NA,NA,accepted,42069,Vulpes vulpes,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,42069,Vulpes vulpes,Red Fox,S5,Mar 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Vulpes vulpes,Vulpes vulpes,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Lynx canadensis,"Kerr, 1792",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Carnivora,NA,NA,NA,Felidae,Felinae,NA,Lynx,canadensis,NA,NA,NA,accepted,41974,Lynx canadensis,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,41974,Lynx canadensis,Canada Lynx,S5,Mar 2025,Yellow,Not at Risk,May 2001,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lynx canadensis,Lynx canadensis,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Lynx rufus,"Schreber, 1777",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Carnivora,NA,NA,NA,Felidae,Felinae,NA,Lynx,rufus,NA,NA,NA,accepted,41976,Lynx rufus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,41976,Lynx rufus,Bobcat,S4,Mar 2025,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lynx rufus,Lynx rufus,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Puma concolor,"Linnaeus, 1771",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Carnivora,NA,NA,NA,Felidae,Felinae,NA,Puma,concolor,NA,NA,NA,accepted,42007,Puma concolor,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,42007,Puma concolor,Cougar,S4?,Mar 2025,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Puma concolor,Puma concolor,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Mephitis mephitis,"Schreber, 1776",NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Laurasiatheria,Carnivora,NA,NA,NA,Mephitidae,Mephitinae,NA,Mephitis,mephitis,NA,NA,NA,accepted,41880,Mephitis mephitis,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,41880,Mephitis mephitis,Striped Skunk,S5,Mar 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Mephitis mephitis,Mephitis mephitis,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
