scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup.x,report_detail.x,report_supergroup.y,report_detail.y,report_supergroup,report_detail
Microtus longicaudus,Merriam,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Muroidea,Cricetidae,Arvicolinae,Microtini,Microtus,longicaudus,NA,NA,NA,accepted,44307,Microtus longicaudus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,44307,Microtus longicaudus,Long-tailed Vole,S5,Mar 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Microtus longicaudus,Microtus longicaudus,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Microtus oregoni,Bachman,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Muroidea,Cricetidae,Arvicolinae,Microtini,Microtus,oregoni,NA,NA,NA,accepted,44318,Microtus oregoni,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,44318,Microtus oregoni,Creeping Vole,S4,Mar 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Microtus oregoni,Microtus oregoni,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Microtus richardsonii,De Kay,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Muroidea,Cricetidae,Arvicolinae,NA,NA,NA,NA,NA,NA,unknown,0,NA,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,44323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Microtus townsendii,Bachman,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Muroidea,Cricetidae,Arvicolinae,Microtini,Microtus,townsendii,NA,NA,NA,accepted,44298,Microtus townsendii,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,44298,Microtus townsendii,Townsend's Vole,S5?,Mar 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Microtus townsendii,Microtus townsendii,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Myodes gapperi,Vigors,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Muroidea,Cricetidae,Arvicolinae,Clethrionomyini,Clethrionomys,gapperi,NA,NA,NA,unaccepted,1431274,Clethrionomys gapperi,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,74677,Clethrionomys gapperi,Southern Red-backed Vole,S5,Mar 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Myodes gapperi,Myodes gapperi,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Myodes gapperi occidentalis,Merriam,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Muroidea,Cricetidae,Arvicolinae,Clethrionomyini,Clethrionomys,gapperi,NA,Clethrionomys gapperi occidentalis,NA,unaccepted,1431805,Clethrionomys gapperi occidentalis,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,237346,Clethrionomys gapperi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Ondatra zibethicus,L.,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Muroidea,Cricetidae,Arvicolinae,Ondatrini,Ondatra,zibethicus,NA,NA,NA,accepted,45763,Ondatra zibethicus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,45763,Ondatra zibethicus,Common Muskrat,S5,Mar 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ondatra zibethicus,Ondatra zibethicus,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Peromyscus keeni,Rhoads,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Muroidea,Cricetidae,Neotominae,Peromyscini,Peromyscus,keeni,NA,NA,NA,accepted,44387,Peromyscus keeni,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,44387,Peromyscus keeni,Northwestern Deermouse,S5,Mar 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Peromyscus keeni,Peromyscus keeni,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Peromyscus maniculatus,Wagner,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Muroidea,Cricetidae,Neotominae,Peromyscini,Peromyscus,maniculatus,NA,NA,NA,accepted,44396,Peromyscus maniculatus,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,44396,Peromyscus maniculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Phenacomys intermedius,Merriam,NA,Animalia,Chordata,Vertebrata,NA,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,NA,Muroidea,Cricetidae,Arvicolinae,Pliophenacomyini,Phenacomys,intermedius,NA,NA,NA,accepted,45714,Phenacomys intermedius,NA,NA,NA,Howe_Sound_terrestrial_mammals-assigned.csv,SRC_MAMMALS,45714,Phenacomys intermedius,Western Heather Vole,S5,Feb 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Phenacomys intermedius,Phenacomys intermedius,TERRESTRIAL MAMMALS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
