scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup,report_detail
Diploschistes scruposus,(Schreber) Norman,Crater Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Ostropales,NA,NA,NA,Graphidaceae,NA,NA,Diploschistes,scruposus,NA,NA,NA,accepted,117945,Diploschistes scruposus,Diploschistes scruposus,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Diploschistes scruposus,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Diploschistes scruposus,Diploschistes scruposus,LICHENS,LICHENS,NA
Evernia prunastri,(L.) Ach.,Oakmoss,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Evernia,prunastri,NA,NA,NA,accepted,123175,Evernia prunastri,Evernia prunastri,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Evernia prunastri,valley oakmoss,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Evernia prunastri,Evernia prunastri,LICHENS,LICHENS,NA
Flavoplaca marina,(Wedd.) Arup,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Teloschistales,NA,NA,NA,Teloschistaceae,Xanthorioideae,NA,Flavoplaca,marina,NA,NA,NA,accepted,462953,Flavoplaca marina,Flavoplaca marina,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Flavoplaca marina,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Flavoplaca marina,Flavoplaca marina,LICHENS,LICHENS,NA
Fuscopannaria cyanolepra,(Tuck.) P.M. Jörg.,disintegrating crackers,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Pannariaceae,NA,NA,Fuscopannaria,cyanolepra,NA,NA,NA,accepted,220254,Fuscopannaria cyanolepra,Fuscopannaria cyanolepra,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Fuscopannaria cyanolepra,disintegrating crackers,S3S4,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Fuscopannaria cyanolepra,Fuscopannaria cyanolepra,LICHENS,LICHENS,NA
Fuscopannaria leucostictoides,(Ohlsson) P.M. Jörg.,Petaled Shingle Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Pannariaceae,NA,NA,Fuscopannaria,leucostictoides,NA,NA,NA,accepted,117944,Fuscopannaria leucostictoides,Fuscopannaria leucostictoides,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Fuscopannaria leucostictoides,frosted crackers,S4?,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Fuscopannaria leucostictoides,Fuscopannaria leucostictoides,LICHENS,LICHENS,NA
Glaucomaria carpinea,(L.) Vain.,Rim lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Lecanoraceae,NA,NA,Glaucomaria,carpinea,NA,NA,NA,unaccepted,1624678,Glaucomaria carpinea,Glaucomaria carpinea,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Glaucomaria carpinea,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Glaucomaria carpinea,Glaucomaria carpinea,LICHENS,LICHENS,NA
Gowardia nigricans,"(Ach.) P. Halonen, L. Myllys, S. Velmala, & H. Hyvarinen",Gray Witch's Hair,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Gowardia,nigricans,NA,NA,NA,accepted,462985,Gowardia nigricans,Gowardia nigricans,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Gowardia nigricans,gray witch's beard,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Gowardia nigricans,Gowardia nigricans,LICHENS,LICHENS,NA
Graphis scripta,(L.) Ach.,Common Script Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Ostropales,NA,NA,NA,Graphidaceae,NA,NA,Graphis,scripta,NA,NA,NA,accepted,117987,Graphis scripta,Graphis scripta,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Graphis scripta,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Graphis scripta,Graphis scripta,LICHENS,LICHENS,NA
Gyalideopsis piceicola,W.J. Noble & V?zda,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Ostropales,NA,NA,NA,Gomphillaceae,NA,NA,Gyalideopsis,piceicola,NA,NA,NA,accepted,220709,Gyalideopsis piceicola,Gyalideopsis piceicola,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Gyalideopsis piceicola,NA,S4,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Gyalideopsis piceicola,Gyalideopsis piceicola,LICHENS,LICHENS,NA
Halokirschsteiniothelia maritima,(Linder) Boonmee & K. D. Hyde,NA,Fungi,Ascomycota,Pezizomycotina,NA,Dothideomycetes,Pleosporomycetidae,NA,Mytilinidiales,NA,NA,NA,Mytilinidiaceae,NA,NA,Halokirschsteiniothelia,maritima,NA,NA,NA,accepted,1362443,Halokirschsteiniothelia maritima,Halokirschsteiniothelia maritima,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Halokirschsteiniothelia maritima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Hydropunctaria maura,(Wahlenb.) Keller,Wart Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Eurotiomycetes,Chaetothyriomycetidae,NA,Verrucariales,NA,NA,NA,Verrucariaceae,NA,NA,Hydropunctaria,maura,NA,NA,NA,accepted,197141,Hydropunctaria maura,Hydropunctaria maura,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hydropunctaria maura,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hydropunctaria maura,Hydropunctaria maura,LICHENS,LICHENS,NA
Hypogymnia apinnata,Goward & McCune,Beaded Tube Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Hypogymnia,apinnata,NA,NA,NA,accepted,222045,Hypogymnia apinnata,Hypogymnia apinnata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hypogymnia apinnata,beaded bone,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hypogymnia apinnata,Hypogymnia apinnata,LICHENS,LICHENS,NA
Hypogymnia duplicata,(Ach.) Rass.,Ticker-tape Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Hypogymnia,duplicata,NA,NA,NA,accepted,222047,Hypogymnia duplicata,Hypogymnia duplicata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hypogymnia duplicata,tickertape bone,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hypogymnia duplicata,Hypogymnia duplicata,LICHENS,LICHENS,NA
Hypogymnia enteromorpha,(Ach.) Nyl.,Budding Tube Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Hypogymnia,enteromorpha,NA,NA,NA,accepted,222048,Hypogymnia enteromorpha,Hypogymnia enteromorpha,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hypogymnia enteromorpha,inflatable bone,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hypogymnia enteromorpha,Hypogymnia enteromorpha,LICHENS,LICHENS,NA
Hypogymnia imshaugii,krog,Imshaug's Tube Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Hypogymnia,imshaugii,NA,NA,NA,accepted,179042,Hypogymnia imshaugii,Hypogymnia imshaugii,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hypogymnia imshaugii,forking bone,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hypogymnia imshaugii,Hypogymnia imshaugii,LICHENS,LICHENS,NA
Hypogymnia inactiva,(Krog) Ohlsson,Mottled Tube Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Hypogymnia,inactiva,NA,NA,NA,accepted,126597,Hypogymnia inactiva,Hypogymnia inactiva,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hypogymnia inactiva,wish bone,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hypogymnia inactiva,Hypogymnia inactiva,LICHENS,LICHENS,NA
Hypogymnia metaphysodes,(Asah.) Rass.,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Hypogymnia,metaphysodes,NA,NA,NA,accepted,183201,Hypogymnia metaphysodes,Hypogymnia metaphysodes,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hypogymnia metaphysodes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Hypogymnia occidentalis,L. Pike,Lattice Tube Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Hypogymnia,occidentalis,NA,NA,NA,accepted,222055,Hypogymnia occidentalis,Hypogymnia occidentalis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hypogymnia occidentalis,budding bone,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hypogymnia occidentalis,Hypogymnia occidentalis,LICHENS,LICHENS,NA
Hypogymnia physodes,(l.) Nyl.,Hooded Tube Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Hypogymnia,physodes,NA,NA,NA,accepted,117971,Hypogymnia physodes,Hypogymnia physodes,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hypogymnia physodes,monk's hood,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hypogymnia physodes,Hypogymnia physodes,LICHENS,LICHENS,NA
Hypogymnia rugosa,(G. Merr.) L. Pike,Wrinkled Tube Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Hypogymnia,rugosa,NA,NA,NA,accepted,179858,Hypogymnia rugosa,Hypogymnia rugosa,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hypogymnia rugosa,wrinkled bone,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hypogymnia rugosa,Hypogymnia rugosa,LICHENS,LICHENS,NA
Hypogymnia tubulosa,(Schaer.) Hav.,Powder-headed Tube Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Hypogymnia,tubulosa,NA,NA,NA,accepted,179720,Hypogymnia tubulosa,Hypogymnia tubulosa,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hypogymnia tubulosa,dog bone,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hypogymnia tubulosa,Hypogymnia tubulosa,LICHENS,LICHENS,NA
Hypotrachyna sinuosa,(Sm.) Hale,Green Loop Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Hypotrachyna,sinuosa,NA,NA,NA,accepted,179724,Hypotrachyna sinuosa,Hypotrachyna sinuosa,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Hypotrachyna sinuosa,green loop,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hypotrachyna sinuosa,Hypotrachyna sinuosa,LICHENS,LICHENS,NA
Icmadophila ericetorum,(L.) Zahlbr.,Candy Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Pertusariales,NA,NA,NA,Icmadophilaceae,NA,NA,Icmadophila,ericetorum,NA,NA,NA,accepted,119695,Icmadophila ericetorum,Icmadophila ericetorum,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Icmadophila ericetorum,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Icmadophila ericetorum,Icmadophila ericetorum,LICHENS,LICHENS,NA
Imshaugia aleurites,(Ach.) S.L.F. Meyer,Salted Starburst Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Imshaugia,aleurites,NA,NA,NA,accepted,182705,Imshaugia aleurites,Imshaugia aleurites,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Imshaugia aleurites,salted badge,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Imshaugia aleurites,Imshaugia aleurites,LICHENS,LICHENS,NA
Ionaspis sp.,NA,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Hymeneliales,NA,NA,NA,Hymeneliaceae,NA,NA,Ionaspis,NA,NA,NA,NA,accepted,175708,Ionaspis,Ionaspis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Japewia subaurifera,Muhr & Tønsberg,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Ramalinaceae,NA,NA,Japewia,subaurifera,NA,NA,NA,accepted,222463,Japewia subaurifera,Japewia subaurifera,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Japewia subaurifera,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Japewia subaurifera,Japewia subaurifera,LICHENS,LICHENS,NA
Japewia tornoensis,(Nyl.) Tønsberg,Hidden Dot Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Ramalinaceae,NA,NA,Japewia,tornoensis,NA,NA,NA,accepted,222464,Japewia tornoensis,Japewia tornoensis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Japewia tornoensis,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Japewia tornoensis,Japewia tornoensis,LICHENS,LICHENS,NA
Kaernefeltia merrillii,(Du Rietz) Thell & Goward,Flattened thornbush lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Kaernefeltia,merrillii,NA,NA,NA,accepted,154203,Kaernefeltia merrillii,Kaernefeltia merrillii,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Kaernefeltia merrillii,flattened thornbush,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Kaernefeltia merrillii,Kaernefeltia merrillii,LICHENS,LICHENS,NA
Lecanora farinaria,Borrer,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Lecanoraceae,NA,NA,Lecanora,farinaria,NA,NA,NA,accepted,222861,Lecanora farinaria,Lecanora farinaria,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lecanora farinaria,NA,S4S5,Apr 2023,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lecanora farinaria,Lecanora farinaria,LICHENS,LICHENS,NA
Lecanora pulicaris,(Pers.) Ach.,Common Rim Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Lecanoraceae,NA,NA,Lecanora,pulicaris,NA,NA,NA,accepted,222931,Lecanora pulicaris,Lecanora pulicaris,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lecanora pulicaris,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lecanora pulicaris,Lecanora pulicaris,LICHENS,LICHENS,NA
Lecanora stanislai,"Guzow-Krzem., Łubek, Malíček & Kukwa",NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Lecanoraceae,NA,NA,Lecanora,stanislai,NA,NA,NA,accepted,1458462,Lecanora stanislai,Lecanora stanislai,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lecanora stanislai,NA,SU,Apr 2025,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lecanora stanislai,Lecanora stanislai,LICHENS,LICHENS,NA
Lecanora xylophila,(Ach.) Nyl.,Driftwood Rim-lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Lecanoraceae,NA,NA,Lecanora,xylophila,NA,NA,NA,accepted,117966,Lecanora xylophila,Lecanora xylophila,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lecanora xylophila,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lecanora xylophila,Lecanora xylophila,LICHENS,LICHENS,NA
Lecidea atrobrunnea,(Ramond ex Lam. & DC.) Schaer.,Brown Tile Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecideales,NA,NA,NA,Lecideaceae,NA,NA,Lecidea,atrobrunnea,NA,NA,NA,accepted,209793,Lecidea atrobrunnea,Lecidea atrobrunnea,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lecidea atrobrunnea,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lecidea atrobrunnea,Lecidea atrobrunnea,LICHENS,LICHENS,NA
Lecidella euphorea,(Flörke) Hertel,Bark Disk Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Lecanoraceae,NA,NA,Lecidella,euphorea,NA,NA,NA,accepted,182622,Lecidella euphorea,Lecidella euphorea,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lecidella euphorea,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lecidella euphorea,Lecidella euphorea,LICHENS,LICHENS,NA
Lepra amara,(Ach.) Hafellner,bitter wart lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Pertusariales,NA,NA,NA,Pertusariaceae,NA,NA,Lepra,amara,NA,NA,NA,accepted,630835,Lepra amara,Lepra amara,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lepra amara,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepra amara,Lepra amara,LICHENS,LICHENS,NA
Lepra ophthalmiza,(Nyl.) Nyl.,Ragged Wart Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Pertusariales,NA,NA,NA,Pertusariaceae,NA,NA,Lepra,ophthalmiza,NA,NA,NA,accepted,630830,Lepra ophthalmiza,Lepra ophthalmiza,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lepra ophthalmiza,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepra ophthalmiza,Lepra ophthalmiza,LICHENS,LICHENS,NA
Lepraria albicans,Th. Fr.,White Dust Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Stereocaulaceae,NA,NA,Lepraria,albicans,NA,NA,NA,accepted,463334,Lepraria albicans,Lepraria albicans,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lepraria albicans,NA,SU,Feb 2020,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepraria albicans,Lepraria albicans,LICHENS,LICHENS,NA
Lepraria caesioalba,(B. de Lesd.) J.R. Laundon,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Stereocaulaceae,NA,NA,Lepraria,caesioalba,NA,NA,NA,accepted,1404130,Lepraria caesioalba,Lepraria caesioalba,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lepraria caesioalba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Lepraria finkii,(B. de Lesd.) R.C. Harris,Fluffy Dust Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Stereocaulaceae,NA,NA,Lepraria,finkii,NA,NA,NA,accepted,463344,Lepraria finkii,Lepraria finkii,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lepraria finkii,NA,SU,Feb 2020,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepraria finkii,Lepraria finkii,LICHENS,LICHENS,NA
Lepraria jackii,Tønsberg,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Stereocaulaceae,NA,NA,Lepraria,jackii,NA,NA,NA,accepted,463350,Lepraria jackii,Lepraria jackii,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lepraria jackii,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepraria jackii,Lepraria jackii,LICHENS,LICHENS,NA
Lepraria lobificans,Nyl.,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Stereocaulaceae,NA,NA,Lepraria,lobificans,NA,NA,NA,accepted,534751,Lepraria lobificans,Lepraria lobificans,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lepraria lobificans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Lepraria membranacea,(Dicks.) Vain.,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Stereocaulaceae,NA,NA,Lepraria,membranacea,NA,NA,NA,accepted,345365,Lepraria membranacea,Lepraria membranacea,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lepraria membranacea,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepraria membranacea,Lepraria membranacea,LICHENS,LICHENS,NA
Lepraria neglecta,(B. de Lesd.) Tretiach & Baruffo,Zoned Dust Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Stereocaulaceae,NA,NA,Lepraria,neglecta,NA,NA,NA,accepted,182465,Lepraria neglecta,Lepraria neglecta,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lepraria neglecta,NA,S5,Apr 2023,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepraria neglecta,Lepraria neglecta,LICHENS,LICHENS,NA
