scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup.x,report_detail.x,report_supergroup.y,report_detail.y,report_supergroup,report_detail
Abortiporus biennis,NA,Blushing Rosette,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Polyporales,NA,NA,NA,Podoscyphaceae,NA,NA,Abortiporus,biennis,NA,NA,NA,accepted,118041,Abortiporus biennis,Abortiporus biennis,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Abortiporus biennis,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Abortiporus biennis,Abortiporus biennis,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Agaricus augustus,NA,The Prince,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Agaricaceae,NA,Agariceae,Agaricus,augustus,NA,NA,NA,accepted,49547,Agaricus augustus,Agaricus augustus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Agaricus augustus,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Agaricus augustus,Agaricus augustus,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Agaricus hondensis,NA,Felt-ringed Agaricus,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Agaricaceae,NA,Agariceae,Agaricus,hondensis,NA,NA,NA,accepted,118386,Agaricus hondensis,Agaricus hondensis,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Agaricus hondensis,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Agaricus hondensis,Agaricus hondensis,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Agrocybe acericola,NA,NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Hymenogastraceae,NA,NA,Agrocybe,acericola,NA,NA,NA,accepted,381183,Agrocybe acericola,Agrocybe acericola,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Agrocybe acericola,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Agrocybe acericola,Agrocybe acericola,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Agrocybe pediades,NA,Common Fieldcap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Hymenogastraceae,NA,NA,Agrocybe,pediades,NA,NA,NA,accepted,118393,Agrocybe pediades,Agrocybe pediades,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Agrocybe pediades,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Agrocybe pediades,Agrocybe pediades,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Agrocybe praecox,NA,Spring Fieldcap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Hymenogastraceae,NA,NA,Agrocybe,praecox,NA,NA,NA,accepted,118391,Agrocybe praecox,Agrocybe praecox,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Agrocybe praecox,NA,S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Agrocybe praecox,Agrocybe praecox,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Aleuria aurantia,(Pers.) Fuckel,orange peel fungus,Fungi,Ascomycota,Pezizomycotina,NA,Pezizomycetes,NA,NA,Pezizales,NA,NA,NA,Pyronemataceae,NA,NA,Aleuria,aurantia,NA,NA,NA,accepted,48716,Aleuria aurantia,Aleuria aurantia,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Aleuria aurantia,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Aleuria aurantia,Aleuria aurantia,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Aleurodiscus penicillatus,NA,NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Russulales,NA,NA,NA,Stereaceae,NA,NA,Aleurodiscus,penicillatus,NA,NA,NA,accepted,712203,Aleurodiscus penicillatus,Aleurodiscus penicillatus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Aleurodiscus penicillatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Alloclavaria purpurea,NA,Purple Spindles,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Hymenochaetales,NA,NA,NA,Rickenellaceae,NA,NA,Alloclavaria,purpurea,NA,NA,NA,accepted,154987,Alloclavaria purpurea,Alloclavaria purpurea,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Alloclavaria purpurea,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Alloclavaria purpurea,Alloclavaria purpurea,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Alpova diplophloeus,NA,NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Boletales,Boletineae,NA,NA,Paxillaceae,NA,NA,Alpova,diplophloeus,NA,NA,NA,accepted,500138,Alpova diplophloeus,Alpova diplophloeus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Alpova diplophloeus,NA,S3S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Alpova diplophloeus,Alpova diplophloeus,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita aprica,J. Lindgr. & Tulloss,Sunshine Amanita,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,aprica,NA,NA,NA,accepted,496850,Amanita aprica,Amanita aprica,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita aprica,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita aprica,Amanita aprica,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita augusta,NA,Western Yellow-veiled Amanita,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,augusta,NA,NA,NA,accepted,348830,Amanita augusta,Amanita augusta,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita augusta,NA,S2S3,Mar 2021,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita augusta,Amanita augusta,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita constricta,NA,Constricted Grisette,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,constricta,NA,NA,NA,accepted,67355,Amanita constricta,Amanita constricta,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita constricta,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita constricta,Amanita constricta,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita junquillea,Quél.,jewelled amanita,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,junquillea,NA,NA,NA,accepted,350046,Amanita junquillea,Amanita junquillea,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita junquillea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita muscaria,(L.) Pers.,Fly Agaric,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,muscaria,NA,NA,NA,accepted,48715,Amanita muscaria,Amanita muscaria,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita muscaria,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita muscaria,Amanita muscaria,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita muscaria flavivolvata,Singer,American Fly Agaric,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,muscaria,NA,Amanita muscaria flavivolvata,NA,accepted,335932,Amanita muscaria flavivolvata,Amanita muscaria flavivolvata,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita muscaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita pachycolea,NA,Western Grisette,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,pachycolea,NA,NA,NA,accepted,67357,Amanita pachycolea,Amanita pachycolea,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita pachycolea,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita pachycolea,Amanita pachycolea,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita pantherina,(DC.) Krombholz,Panthercap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,pantherina,NA,NA,NA,accepted,48418,Amanita pantherina,Amanita pantherina,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita pantherina,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita pantherina,Amanita pantherina,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita pantherinoides,NA,Western Panther,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,pantherinoides,NA,NA,NA,accepted,738406,Amanita pantherinoides,Amanita pantherinoides,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita pantherinoides,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita pantherinoides,Amanita pantherinoides,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita phalloides,(Vaill ex Fr.) Link,Deathcap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,phalloides,NA,NA,NA,accepted,52135,Amanita phalloides,Amanita phalloides,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita phalloides,death cap,SNA,Mar 2021,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita phalloides,Amanita phalloides,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita porphyria,Alb. & Schwein : Fr.,Grey-veiled Amanita,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,porphyria,NA,NA,NA,accepted,118400,Amanita porphyria,Amanita porphyria,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita porphyria,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita porphyria,Amanita porphyria,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita silvicola,NA,Western Woodland Lepidella,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,silvicola,NA,NA,NA,accepted,318795,Amanita silvicola,Amanita silvicola,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita silvicola,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita silvicola,Amanita silvicola,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Amanita smithiana,NA,Smith's Amanita,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,smithiana,NA,NA,NA,accepted,62485,Amanita smithiana,Amanita smithiana,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita smithiana,NA,S2S4,Mar 2021,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita smithiana,Amanita smithiana,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
Ampulloclitocybe avellaneialba,NA,smoky brown funnel,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Hygrophorineae,NA,NA,Hygrophoraceae,Cuphophylloideae,NA,Ampulloclitocybe,avellaneialba,NA,NA,NA,accepted,1096397,Ampulloclitocybe avellaneialba,Ampulloclitocybe avellaneialba,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Ampulloclitocybe avellaneialba,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ampulloclitocybe avellaneialba,Ampulloclitocybe avellaneialba,MACROFUNGI,MACROFUNGI,NA,MACROFUNGI,NA,MACROFUNGI,NA
