scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup.x,report_detail.x,report_supergroup.y,report_detail.y,report_supergroup,report_detail
Larus glaucescens × occidentalis,NA,Olympic gull,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,NA,Laridae,Larinae,NA,NA,NA,NA,NA,Larus glaucescens × occidentalis,unknown,243970,NA,Larus glaucescens × occidentalis,resident,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Leiothlypis celata lutescens,NA,Pacific Orange-crowned Warbler,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,NA,Parulidae,NA,NA,Leiothlypis,celata,NA,Leiothlypis celata lutescens,NA,unaccepted,979762,Leiothlypis celata lutescens,Leiothlypis celata lutescens,"breeding, winter (rare)",NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Leiothlypis celata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Leiothlypis ruficapilla,NA,Nashville Warbler,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,NA,Parulidae,NA,NA,Leiothlypis,ruficapilla,NA,NA,NA,unaccepted,979753,Leiothlypis ruficapilla,Leiothlypis ruficapilla,breeding (rare),NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Leiothlypis ruficapilla,Nashville Warbler,S5B,Mar 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Leiothlypis ruficapilla,Leiothlypis ruficapilla,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Leuconotopicus villosus,NA,Hairy Woodpecker,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Piciformes,NA,NA,NA,Picidae,Picinae,Melanerpini,Leuconotopicus,villosus,NA,NA,NA,unaccepted,1651487,Leuconotopicus villosus,Leuconotopicus villosus,permanent,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Leuconotopicus villosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Nannopterum auritum,NA,Double-crested Cormorant,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Suliformes,NA,NA,NA,Phalacrocoracidae,NA,NA,Nannopterum,auritum,NA,NA,NA,unaccepted,1454382,Nannopterum auritum,Nannopterum auritum,permanent (non-breeding),NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Nannopterum auritum,Double-crested Cormorant,S3S4,Mar 2015,Blue,Not at Risk,May 1978,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Nannopterum auritum,Nannopterum auritum,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Urile pelagicus,NA,Pelagic Cormorant,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Suliformes,NA,NA,NA,Phalacrocoracidae,NA,NA,Urile,pelagicus,NA,NA,NA,unaccepted,1289605,Urile pelagicus,Urile pelagicus,permanent,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Urile pelagicus,Pelagic Cormorant,S4,Mar 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Urile pelagicus,Urile pelagicus,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Urile penicillatus,NA,Brandt's Cormorant,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Suliformes,NA,NA,NA,Phalacrocoracidae,NA,NA,Urile,penicillatus,NA,NA,NA,unaccepted,1289607,Urile penicillatus,Urile penicillatus,permanent (non-breeding),NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Urile penicillatus,Brandt's Cormorant,"S1B,S4N",Mar 2015,Red,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Urile penicillatus,Urile penicillatus,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Acanthis flammea,L.,Redpoll,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,NA,Fringillidae,NA,NA,Acanthis,flammea,NA,NA,NA,accepted,145300,Acanthis flammea,Acanthis flammea,winter,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Acanthis flammea,Common Redpoll,S4,Mar 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Acanthis flammea,Acanthis flammea,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Accipiter striatus,Viellot,Sharp-shinned Hawk,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Accipitriformes,NA,NA,NA,Accipitridae,Accipitrinae,NA,Accipiter,striatus,NA,NA,NA,accepted,5097,Accipiter striatus,Accipiter striatus,permanent,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Accipiter striatus,Sharp-shinned Hawk,"S5B,S5N",Mar 2015,Yellow,Not at Risk,May 1997,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Accipiter striatus,Accipiter striatus,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Actitis macularius,L.,Spotted Sandpiper,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,NA,Scolopacidae,NA,NA,Actitis,macularius,NA,NA,NA,accepted,72458,Actitis macularius,Actitis macularius,"breeding, winter (rare)",NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Actitis macularius,Spotted Sandpiper,S5B,Mar 2022,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Actitis macularius,Actitis macularius,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Aechmophorus occidentalis,Lawrence,Western Grebe,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Podicipediformes,NA,NA,NA,Podicipedidae,NA,NA,Aechmophorus,occidentalis,NA,NA,NA,accepted,4235,Aechmophorus occidentalis,Aechmophorus occidentalis,winter,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Aechmophorus occidentalis,Western Grebe,"S1S2B,S2N",Apr 2023,Red,Special Concern,May 2014,1,Special Concern,Nov 2017,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Aechmophorus occidentalis,Aechmophorus occidentalis,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Aegolius acadicus brooksi,Gmelin,Haida Gwaii Saw-whet Owl,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Strigiformes,NA,NA,NA,Strigidae,NA,NA,Aegolius,acadicus,NA,Aegolius acadicus brooksi,NA,accepted,236912,Aegolius acadicus brooksi,Aegolius acadicus,permanent,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Aegolius acadicus,"Northern Saw-whet Owl, brooksi subspecies",S2S3,Feb 2017,Blue,Threatened,Dec 2017,1,Threatened,Dec 2007,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Aegolius acadicus brooksi,Aegolius acadicus brooksi,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Aeronautes saxatalis,Woodhouise,White-throated Swift,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Apodiformes,NA,NA,NA,Apodidae,NA,NA,Aeronautes,saxatalis,NA,NA,NA,accepted,6553,Aeronautes saxatalis,Aeronautes saxatalis,accidental,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Aeronautes saxatalis,White-throated Swift,S3S4B,Mar 2022,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Aeronautes saxatalis,Aeronautes saxatalis,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Agelaius phoeniceus,L.,Red-winged Blackbird,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,NA,Icteridae,NA,NA,Agelaius,phoeniceus,NA,NA,NA,accepted,9744,Agelaius phoeniceus,Agelaius phoeniceus,permanent,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Agelaius phoeniceus,Red-winged Blackbird,"S5B,S5N",Mar 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Agelaius phoeniceus,Agelaius phoeniceus,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Aix sponsa,L.,Wood Duck,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,NA,Anatidae,NA,NA,Aix,sponsa,NA,NA,NA,accepted,7107,Aix sponsa,Aix sponsa,permanent,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Aix sponsa,Wood Duck,"S4B,S4N",Mar 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Aix sponsa,Aix sponsa,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Alectoris chukar,NA,Chukar,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Galliformes,NA,NA,NA,Phasianidae,NA,NA,Alectoris,chukar,NA,NA,NA,accepted,846,Alectoris chukar,Alectoris chukar,introduced,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Alectoris chukar,Chukar,SNA,Mar 2015,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Alectoris chukar,Alectoris chukar,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Ammospiza nelsoni,Allen,Nelson's Sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,NA,Passerellidae,NA,NA,Ammospiza,nelsoni,NA,NA,NA,accepted,793286,Ammospiza nelsoni,Ammospiza nelsoni,accidental,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Ammospiza nelsoni,Nelson's Sparrow,S2B,Apr 2018,Red,Not at Risk,May 1998,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ammospiza nelsoni,Ammospiza nelsoni,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Amphispiza bilineata,Cassin,Black-throated Sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,NA,Passerellidae,NA,NA,Amphispiza,bilineata,NA,NA,NA,accepted,9943,Amphispiza bilineata,Amphispiza bilineata,accidental,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Amphispiza bilineata,Black-throated Sparrow,SNA,Apr 2024,Accidental,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amphispiza bilineata,Amphispiza bilineata,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Anas acuta,L.,Northern Pintail,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,NA,Anatidae,NA,NA,Anas,acuta,NA,NA,NA,accepted,6933,Anas acuta,Anas acuta,permanent,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Anas acuta,Northern Pintail,"S4B,S5N",Mar 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Anas acuta,Anas acuta,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Anas crecca,L.,Green-winged Teal,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,NA,Anatidae,NA,NA,Anas,crecca,NA,NA,NA,accepted,6937,Anas crecca,Anas crecca,permanent,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Anas crecca,Green-winged Teal,"S5B,S5N",Mar 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Anas crecca,Anas crecca,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Anas platyrhynchos,L.,Mallard,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,NA,Anatidae,NA,NA,Anas,platyrhynchos,NA,NA,NA,accepted,6930,Anas platyrhynchos,Anas platyrhynchos,permanent,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Anas platyrhynchos,Mallard,"S5B,S5N",Mar 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Anas platyrhynchos,Anas platyrhynchos,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Anas rubripes,Brewster,American Black Duck,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,NA,Anatidae,NA,NA,Anas,rubripes,NA,NA,NA,accepted,6924,Anas rubripes,Anas rubripes,accidental,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Anas rubripes,American Black Duck,SNA,Mar 2015,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Anas rubripes,Anas rubripes,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Anser albifrons,Scopoli,Greater White-fronted Goose,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,NA,Anatidae,NA,NA,Anser,albifrons,NA,NA,NA,accepted,7019,Anser albifrons,Anser albifrons,passage migrant,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Anser albifrons,Greater White-fronted Goose,S4M,Mar 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Anser albifrons,Anser albifrons,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Anser caerulescens,L.,Snow Goose,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,NA,Anatidae,NA,NA,Anser,caerulescens,NA,NA,NA,accepted,558426,Anser caerulescens,Anser caerulescens,passage migrant,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Anser caerulescens,Snow Goose,S4M,Mar 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Anser caerulescens,Anser caerulescens,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Anser canagicus,Sevastianov,Emperor Goose,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,NA,Anatidae,NA,NA,Anser,canagicus,NA,NA,NA,accepted,558425,Anser canagicus,Anser canagicus,accidental,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Anser canagicus,Emperor Goose,SNA,Mar 2015,Accidental,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Anser canagicus,Anser canagicus,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Anser rossii,Cassin,Ross's Goose,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,NA,Anatidae,NA,NA,Anser,rossii,NA,NA,NA,accepted,558427,Anser rossii,Anser rossii,accidental,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Anser rossii,Ross's Goose,SNA,Mar 2015,Accidental,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Anser rossii,Anser rossii,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Anthus rubescens,Turnstall,American Pipit,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,NA,Motacillidae,NA,NA,Anthus,rubescens,NA,NA,NA,accepted,13732,Anthus rubescens,Anthus rubescens,"passage migrant, breeding",NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Anthus rubescens,American Pipit,"S5B,SNRN",Mar 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Anthus rubescens,Anthus rubescens,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Antigone canadensis,L.,Sandhill Crane,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Gruiformes,NA,NA,NA,Gruidae,NA,NA,Antigone,canadensis,NA,NA,NA,accepted,508048,Antigone canadensis,Antigone canadensis,passage migrant,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Antigone canadensis,Sandhill Crane,S4B,Mar 2018,Yellow,Not at Risk,May 1979,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Antigone canadensis,Antigone canadensis,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Aphelocoma californica,Vigors,California Scrub-Jay,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,NA,Corvidae,NA,NA,Aphelocoma,californica,NA,NA,NA,accepted,506118,Aphelocoma californica,Aphelocoma californica,accidental,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Aphelocoma californica,California Scrub-Jay,SUB,Mar 2015,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Aphelocoma californica,Aphelocoma californica,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
Aquila chrysaetos,L.,Golden Eagle,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Accipitriformes,NA,NA,NA,Accipitridae,Aquilinae,NA,Aquila,chrysaetos,NA,NA,NA,accepted,5074,Aquila chrysaetos,Aquila chrysaetos,permanent,NA,Howe_Sound_birds_reviewed.csv,SRC_BIRDS,NA,Aquila chrysaetos,Golden Eagle,S4S5,Mar 2015,Yellow,Not at Risk,May 1996,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Aquila chrysaetos,Aquila chrysaetos,BIRDS,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA,TERRESTRIAL WILDLIFE,NA
