scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup.x,report_detail.x,report_supergroup.y,report_detail.y,report_supergroup,report_detail
Taricha granulosa,Skilton,NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Caudata,NA,NA,NA,Salamandridae,Pleurodelinae,NA,Taricha,granulosa,NA,NA,NA,accepted,27826,Taricha granulosa,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,27826,Taricha granulosa,Rough-skinned Newt,S4,Mar 2022,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Taricha granulosa,Taricha granulosa,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Charina bottae,Blainville,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Boidae,Charinainae,NA,Charina,bottae,NA,NA,NA,accepted,243962,Charina bottae,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,243962,Charina bottae,Rubber Boa,S4,Mar 2025,Yellow,Special Concern,Apr 2016,1,Special Concern,Jan 2005,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Charina bottae,Charina bottae,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Contia tenuis,Baird & Girard,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Dipsadinae,NA,Contia,tenuis,NA,NA,NA,accepted,26916,Contia tenuis,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,26916,Contia tenuis,Common Sharp-tailed Snake,S1S2,Mar 2018,Red,Endangered / Threatened,Dec 2021,1,Endangered,Jun 2003,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Contia tenuis,Contia tenuis,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Elgaria coerulea,Wiegmann,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Sauria,Anguimorpha,NA,Anguidae,Gerrhonotinae,NA,Elgaria,coerulea,NA,NA,NA,accepted,32064,Elgaria coerulea,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,32064,Elgaria coerulea,Northern Alligator Lizard,S5,Mar 2025,Yellow,Not at Risk,May 2002,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Elgaria coerulea,Elgaria coerulea,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Elgaria coerulea principis,Baird & Girard,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Sauria,Anguimorpha,NA,Anguidae,Gerrhonotinae,NA,Elgaria,coerulea,NA,Elgaria coerulea principis,NA,accepted,32065,Elgaria coerulea principis,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,32065,Elgaria coerulea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Nerodia sipedon,L.,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Natricinae,NA,Nerodia,sipedon,NA,NA,NA,accepted,29305,Nerodia sipedon,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,29305,Nerodia sipedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Pituophis catenifer catenifer,Blainville,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Colubrinae,NA,Pituophis,catenifer,NA,Pituophis catenifer catenifer,NA,accepted,51440,Pituophis catenifer catenifer,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,29044,Pituophis catenifer,"Gophersnake, catenifer subspecies",SX,Mar 2025,Red,Extirpated,May 2023,1,Extirpated,Jan 2005,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pituophis catenifer catenifer,Pituophis catenifer catenifer,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Plestiodon skiltonianus,Baird & Girard,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Sauria,Scincomorpha,NA,Scincidae,Scincinae,NA,Plestiodon,skiltonianus,NA,NA,NA,accepted,37769,Plestiodon skiltonianus,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,37769,Plestiodon skiltonianus,Western Skink,S3S4,Mar 2025,Blue,Special Concern,Nov 2014,1,Special Concern,Jan 2005,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Plestiodon skiltonianus,Plestiodon skiltonianus,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Thamnophis elegans,Baird & Girard,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Natricinae,NA,Thamnophis,elegans,NA,NA,NA,accepted,28398,Thamnophis elegans,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,28398,Thamnophis elegans,Terrestrial Gartersnake,S5,Mar 2025,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Thamnophis elegans,Thamnophis elegans,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Thamnophis elegans vagrans,Baird & Girard,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Natricinae,NA,Thamnophis,elegans,NA,Thamnophis elegans vagrans,NA,accepted,28403,Thamnophis elegans vagrans,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,28403,Thamnophis elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Thamnophis ordinoides,Baird & Girard,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Natricinae,NA,Thamnophis,ordinoides,NA,NA,NA,accepted,28389,Thamnophis ordinoides,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,28389,Thamnophis ordinoides,Northwestern Gartersnake,S5,Mar 2025,Yellow,Not at Risk,May 2003,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Thamnophis ordinoides,Thamnophis ordinoides,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Thamnophis sirtalis,Linnaeus,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Natricinae,NA,Thamnophis,sirtalis,NA,NA,NA,accepted,28362,Thamnophis sirtalis,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,28362,Thamnophis sirtalis,Common Gartersnake,S5,Mar 2025,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Thamnophis sirtalis,Thamnophis sirtalis,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Thamnophis sirtalis fitchi,Fox,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Natricinae,NA,Thamnophis,sirtalis,NA,Thamnophis sirtalis fitchi,NA,accepted,28371,Thamnophis sirtalis fitchi,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,28371,Thamnophis sirtalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Thamnophis sirtalis pickeringii,Baird & Girard,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Natricinae,NA,Thamnophis,sirtalis,NA,Thamnophis sirtalis pickeringii,NA,accepted,28363,Thamnophis sirtalis pickeringii,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,28363,Thamnophis sirtalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Actinemys marmorata,Baird & Girard,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Testudines,NA,NA,NA,Emydidae,Emydinae,NA,Actinemys,marmorata,NA,NA,NA,accepted,73592,Actinemys marmorata,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,73592,Actinemys marmorata,Northwestern Pond Turtle,SX,Mar 2025,Red,Extirpated,May 2023,1,Extirpated,Jan 2005,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Actinemys marmorata,Actinemys marmorata,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Chrysemys picta,NA,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Testudines,NA,NA,NA,Emydidae,Deirochelyinae,NA,Chrysemys,picta,NA,NA,NA,accepted,39771,Chrysemys picta,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,39773,Chrysemys picta,Painted Turtle,S3,Mar 2018,No Status,Threatened / Special Concern,Nov 2016,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Chrysemys picta,Chrysemys picta,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Pseudemys concinna,Le Conte,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Testudines,NA,NA,NA,Emydidae,Deirochelyinae,NA,Pseudemys,concinna,NA,NA,NA,accepted,39830,Pseudemys concinna,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,39830,Pseudemys concinna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Trachemys scripta,Thunberg in Schoepff,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Testudines,NA,NA,NA,Emydidae,Deirochelyinae,NA,Trachemys,scripta,NA,NA,NA,accepted,39782,Trachemys scripta,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,39782,Trachemys scripta,Pond Slider,SNA,Mar 2025,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Trachemys scripta,Trachemys scripta,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Trachemys scripta elegans,Wied-Neuwied,NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Testudines,NA,NA,NA,Emydidae,Deirochelyinae,NA,Trachemys,scripta,NA,Trachemys scripta elegans,NA,accepted,51271,Trachemys scripta elegans,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,51271,Trachemys scripta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Ascaphus truei,"(Stejneger, 1899)",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Anura,NA,NA,NA,Ascaphidae,NA,NA,Ascaphus,truei,NA,NA,NA,accepted,24543,Ascaphus truei,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,24543,Ascaphus truei,Coastal Tailed Frog,S4,Jan 2022,Yellow,Special Concern,Nov 2011,1,Special Concern,Jun 2003,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ascaphus truei,Ascaphus truei,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Anaxyrus boreas,"(Baird and Girard, 1852)",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Anura,NA,NA,NA,Bufonidae,NA,NA,Anaxyrus,boreas,NA,NA,NA,accepted,64970,Anaxyrus boreas,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,64970,Anaxyrus boreas,Western Toad,S4,Apr 2022,Yellow,Special Concern,Nov 2012,1,Special Concern,Jun 2018,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Anaxyrus boreas,Anaxyrus boreas,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Pseudacris regilla,"(Baird & Girard, 1852)",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Anura,NA,NA,NA,Hylidae,NA,NA,Pseudacris,regilla,NA,NA,NA,accepted,24259,Pseudacris regilla,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,24259,Pseudacris regilla,Pacific Treefrog,S5,Mar 2023,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pseudacris regilla,Pseudacris regilla,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Lithobates catesbeianus,"(Shaw, 1802)",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Anura,NA,NA,NA,Ranidae,NA,NA,Lithobates,catesbeianus,NA,NA,NA,accepted,65979,Lithobates catesbeianus,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,65979,Lithobates catesbeianus,American Bullfrog,SNA,Dec 2021,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lithobates catesbeianus,Lithobates catesbeianus,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Lithobates clamitans,"(Latreille, 1801)",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Anura,NA,NA,NA,Ranidae,NA,NA,Lithobates,clamitans,NA,NA,NA,accepted,65982,Lithobates clamitans,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,65982,Lithobates clamitans,Green Frog,SNA,Dec 2021,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lithobates clamitans,Lithobates clamitans,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Lithobates pipiens,"(Schreber, 1782)",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Anura,NA,NA,NA,Ranidae,NA,NA,Lithobates,pipiens,NA,NA,NA,accepted,66003,Lithobates pipiens,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,66003,Lithobates pipiens,Northern Leopard Frog,S1,Dec 2021,Red,Endangered,Dec 2021,1,Endangered,Jun 2003,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lithobates pipiens,Lithobates pipiens,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Lithobates sylvaticus,"(LeConte, 1825)",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Anura,NA,NA,NA,Ranidae,NA,NA,Lithobates,sylvaticus,NA,NA,NA,accepted,66012,Lithobates sylvaticus,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,66012,Lithobates sylvaticus,Wood Frog,S5,Sep 2023,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lithobates sylvaticus,Lithobates sylvaticus,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Rana aurora,"Baird and Girard, 1852",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Anura,NA,NA,NA,Ranidae,NA,NA,Rana,aurora,NA,NA,NA,accepted,25545,Rana aurora,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,25545,Rana aurora,Northern Red-legged Frog,S3,Mar 2022,Blue,Special Concern,May 2015,1,Special Concern,Jan 2005,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rana aurora,Rana aurora,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Rana luteiventris,"Thompson, 1913",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Anura,NA,NA,NA,Ranidae,NA,NA,Rana,luteiventris,NA,NA,NA,accepted,25588,Rana luteiventris,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,25588,Rana luteiventris,Columbia Spotted Frog,S4S5,Mar 2022,Yellow,Not at Risk,May 2000,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rana luteiventris,Rana luteiventris,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
