scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup.x,report_detail.x,report_supergroup.y,report_detail.y,report_supergroup,report_detail
Homalia trichomanoides var. trichomanoides,(Hedw.) Schimp.,NA,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Neckeraceae,NA,NA,Homalia,trichomanoides,trichomanoides,NA,NA,accepted,1568229,Homalia trichomanoides trichomanoides,Homalia trichomanoides,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Homalia trichomanoides,NA,S4,Apr 2022,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Homalia trichomanoides var. trichomanoides,Homalia trichomanoides var. trichomanoides,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Hylocomium splendens,(Hedw.) Schimp.,stairstep moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Hylocomiaceae,NA,NA,Hylocomium,splendens,NA,NA,NA,accepted,122555,Hylocomium splendens,Hylocomium splendens,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Hylocomium splendens,step moss,S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hylocomium splendens,Hylocomium splendens,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Sciuro-hypnum plumosum,(Hedw.) Schimp.,Rusty Ragged Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Brachytheciaceae,NA,NA,Sciuro-hypnum,plumosum,NA,NA,NA,accepted,156142,Sciuro-hypnum plumosum,Sciuro-hypnum plumosum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Sciuro-hypnum plumosum,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Sciuro-hypnum plumosum,Sciuro-hypnum plumosum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Trichodon cylindricus var. cylindricus,(Hedw.) Schimp.,NA,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Dicranales,NA,NA,NA,Ditrichaceae,NA,NA,Trichodon,cylindricus,cylindricus,NA,NA,accepted,243286,Trichodon cylindricus cylindricus,Trichodon cylindricus,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Trichodon cylindricus,NA,S4,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Trichodon cylindricus var. cylindricus,Trichodon cylindricus var. cylindricus,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Brachythecium rutabulum,(Hedw.) Schimp. .,Rough-stalked Feather-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Brachytheciaceae,NA,NA,Brachythecium,rutabulum,NA,NA,NA,accepted,159407,Brachythecium rutabulum,Brachythecium rutabulum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Brachythecium rutabulum,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Brachythecium rutabulum,Brachythecium rutabulum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Brachytheciastrum velutinum var. velutinum,(Hedw.) Schimp. B88,Velvet Ragged Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Brachytheciaceae,NA,NA,Brachytheciastrum,velutinum,velutinum,NA,NA,accepted,1122135,Brachytheciastrum velutinum velutinum,Brachytheciastrum velutinum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Brachytheciastrum velutinum,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Brachytheciastrum velutinum var. velutinum,Brachytheciastrum velutinum var. velutinum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Plagiothecium denticulatum,(Hedw.) Schimp. in B.S.G,Toothed Plagiothecium Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Plagiotheciaceae,NA,NA,Plagiothecium,denticulatum,NA,NA,NA,accepted,166993,Plagiothecium denticulatum,Plagiothecium denticulatum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Plagiothecium denticulatum,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Plagiothecium denticulatum,Plagiothecium denticulatum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Brachythecium albicans,(Hedw.) Schimp. in B.S.G.,Whitish Feather-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Brachytheciaceae,NA,NA,Brachythecium,albicans,NA,NA,NA,accepted,123771,Brachythecium albicans,Brachythecium albicans,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Brachythecium albicans,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Brachythecium albicans,Brachythecium albicans,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Aulacomnium androgynum,(Hedw.) Schwägr.,Bud-headed Groove-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Aulacomniales,NA,NA,NA,Aulacomniaceae,NA,NA,Aulacomnium,androgynum,NA,NA,NA,accepted,124384,Aulacomnium androgynum,Aulacomnium androgynum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Aulacomnium androgynum,NA,S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Aulacomnium androgynum,Aulacomnium androgynum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Aulacomnium palustre,(Hedw.) Schwägr.,ribbed bog moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Aulacomniales,NA,NA,NA,Aulacomniaceae,NA,NA,Aulacomnium,palustre,NA,NA,NA,accepted,154189,Aulacomnium palustre,Aulacomnium palustre,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Aulacomnium palustre,NA,S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Aulacomnium palustre,Aulacomnium palustre,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Grimmia pulvinata,(Hedw.) Sm,Grey-cushioned Grimmia,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Grimmiales,NA,NA,NA,Grimmiaceae,NA,NA,Grimmia,pulvinata,NA,NA,NA,accepted,56117,Grimmia pulvinata,Grimmia pulvinata,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Grimmia pulvinata,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Grimmia pulvinata,Grimmia pulvinata,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Hookeria lucens,(Hedw.) Sm.,Shining Hookeria,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hookeriales,NA,NA,NA,Hookeriaceae,NA,NA,Hookeria,lucens,NA,NA,NA,accepted,123710,Hookeria lucens,Hookeria lucens,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Hookeria lucens,NA,S5?,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Hookeria lucens,Hookeria lucens,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Cratoneuron filicinum,(Hedw.) Spruce,fern-leaved hook-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Amblystegiaceae,NA,NA,Cratoneuron,filicinum,NA,NA,NA,accepted,154116,Cratoneuron filicinum,Cratoneuron filicinum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Cratoneuron filicinum,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cratoneuron filicinum,Cratoneuron filicinum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Plagiomnium cuspidatum,(Hedw.) T.J. Kop,Woodsy Thyme-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Bryales,NA,NA,NA,Mniaceae,NA,NA,Plagiomnium,cuspidatum,NA,NA,NA,accepted,141535,Plagiomnium cuspidatum,Plagiomnium cuspidatum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Plagiomnium cuspidatum,NA,S4,Apr 2023,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Plagiomnium cuspidatum,Plagiomnium cuspidatum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Rhizomnium punctatum,(Hedw.) T.J. Kop.,Dotted Thyme-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Bryales,NA,NA,NA,Mniaceae,NA,NA,Rhizomnium,punctatum,NA,NA,NA,accepted,127031,Rhizomnium punctatum,Rhizomnium punctatum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Rhizomnium punctatum,NA,S3S4,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizomnium punctatum,Rhizomnium punctatum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Drepanocladus aduncus,(Hedw.) Warnst.,Kneiff's hook-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Amblystegiaceae,NA,NA,Drepanocladus,aduncus,NA,NA,NA,accepted,154182,Drepanocladus aduncus,Drepanocladus aduncus,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Drepanocladus aduncus,NA,S5?,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Drepanocladus aduncus,Drepanocladus aduncus,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Rhytidiadelphus loreus,(Hedw.) Warnst.,Lanky Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Hylocomiaceae,NA,NA,Rhytidiadelphus,loreus,NA,NA,NA,accepted,124422,Rhytidiadelphus loreus,Rhytidiadelphus loreus,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Rhytidiadelphus loreus,NA,S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhytidiadelphus loreus,Rhytidiadelphus loreus,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Rhytidiadelphus squarrosus,(Hedw.) Warnst.,Square Gooseneck Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Hylocomiaceae,NA,NA,Rhytidiadelphus,squarrosus,NA,NA,NA,accepted,123754,Rhytidiadelphus squarrosus,Rhytidiadelphus squarrosus,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Rhytidiadelphus squarrosus,NA,S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhytidiadelphus squarrosus,Rhytidiadelphus squarrosus,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Climacium dendroides,(Hedw.) Web. & Mohr,Tree Climacium Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Climaciaceae,NA,NA,Climacium,dendroides,NA,NA,NA,accepted,123751,Climacium dendroides,Climacium dendroides,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Climacium dendroides,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Climacium dendroides,Climacium dendroides,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Schistostega pennata,(Hedw.) Web. & Mohr.,Luminous Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Dicranales,NA,NA,NA,Schistostegaceae,NA,NA,Schistostega,pennata,NA,NA,NA,accepted,168594,Schistostega pennata,Schistostega pennata,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Schistostega pennata,NA,S4,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Schistostega pennata,Schistostega pennata,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Leptobryum pyriforme,(Hedw.) Wilson,Golden Thread-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Splachnales,NA,NA,NA,Meesiaceae,NA,NA,Leptobryum,pyriforme,NA,NA,NA,accepted,164536,Leptobryum pyriforme,Leptobryum pyriforme,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Leptobryum pyriforme,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Leptobryum pyriforme,Leptobryum pyriforme,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Distichium capillaceum,(Hedwig) Bruch & Schimper,Erect-fruited Iris Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Dicranales,NA,NA,NA,Distichiaceae,NA,NA,Distichium,capillaceum,NA,NA,NA,accepted,161964,Distichium capillaceum,Distichium capillaceum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Distichium capillaceum,NA,S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Distichium capillaceum,Distichium capillaceum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Diphyscium foliosum,"(Hedwig) D. Mohr,",Powder Gun Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Diphysciales,NA,NA,NA,Diphysciaceae,NA,NA,Diphyscium,foliosum,NA,NA,NA,accepted,161936,Diphyscium foliosum,Diphyscium foliosum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Diphyscium foliosum,NA,S3S4,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Diphyscium foliosum,Diphyscium foliosum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Syntrichia ruralis,(Hedwig) F. Weber & D. Mohr,Star Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Pottiales,NA,NA,NA,Pottiaceae,NA,NA,Syntrichia,ruralis,NA,NA,NA,accepted,244075,Syntrichia ruralis,Syntrichia ruralis,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Syntrichia ruralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Eurhynchiastrum pulchellum,(Hedwig) Ignatov & Huttunen,Elegant Beaked Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Brachytheciaceae,NA,NA,Eurhynchiastrum,pulchellum,NA,NA,NA,accepted,447837,Eurhynchiastrum pulchellum,Eurhynchiastrum pulchellum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Eurhynchiastrum pulchellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Anoectangium aestivum,"(Hedwig) Mitten, J. Linn.",Summer-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Pottiales,NA,NA,NA,Pottiaceae,NA,NA,Anoectangium,aestivum,NA,NA,NA,accepted,158394,Anoectangium aestivum,Anoectangium aestivum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Anoectangium aestivum,NA,S4,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Anoectangium aestivum,Anoectangium aestivum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Kindbergia praelonga,"(Hedwig) Ochyra, Lindbergia",Common Feather-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Brachytheciaceae,NA,NA,Kindbergia,praelonga,NA,NA,NA,accepted,1122172,Kindbergia praelonga,Kindbergia praelonga,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Kindbergia praelonga,slender beaked moss,S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Kindbergia praelonga,Kindbergia praelonga,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Bryoerythrophyllum recurvirostrum,(Hedwig) P. C. Chen,Red Beard-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Pottiales,NA,NA,NA,Pottiaceae,NA,NA,Bryoerythrophyllum,recurvirostrum,NA,NA,NA,accepted,273647,Bryoerythrophyllum recurvirostrum,Bryoerythrophyllum recurvirostrum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Bryoerythrophyllum recurvirostrum,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Bryoerythrophyllum recurvirostrum,Bryoerythrophyllum recurvirostrum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Dichodontium pellucidum,(Hedwig) Schimper,transparent fork-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Dicranales,NA,NA,NA,Aongstroemiaceae,NA,NA,Dichodontium,pellucidum,NA,NA,NA,accepted,161820,Dichodontium pellucidum,Dichodontium pellucidum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Dichodontium pellucidum,NA,S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Dichodontium pellucidum,Dichodontium pellucidum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Leptodictyum riparium,(Hedwig) Warnstorf,Streamside Leptodictyum Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Amblystegiaceae,NA,NA,Leptodictyum,riparium,NA,NA,NA,accepted,164546,Leptodictyum riparium,Leptodictyum riparium,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Leptodictyum riparium,NA,S4,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Leptodictyum riparium,Leptodictyum riparium,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Chiloscyphus pallescens,(Hoffm.) Dumort.,Pale Liverwort,Plantae,Marchantiophyta,NA,NA,Jungermanniopsida,Jungermanniidae,NA,Jungermanniales,Lophocoleineae,NA,NA,Lophocoleaceae,NA,NA,Chiloscyphus,pallescens,NA,NA,NA,accepted,56503,Chiloscyphus pallescens,Chiloscyphus pallescens,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Chiloscyphus pallescens,NA,S5,Apr 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Chiloscyphus pallescens,Chiloscyphus pallescens,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Pulvigera lyellii,"(Hook. & Taylor) Plášek, Sawicki & Ochyra",Lyell's Bristle-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Orthotrichales,NA,NA,NA,Orthotrichaceae,NA,NA,Pulvigera,lyellii,NA,NA,NA,accepted,1123491,Pulvigera lyellii,Pulvigera lyellii,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Pulvigera lyellii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Tortella fragilis,(Hook. & Wils. in Drumm.) Limpr.,Fragile Twisted Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Pottiales,NA,NA,NA,Pottiaceae,NA,NA,Tortella,fragilis,NA,NA,NA,accepted,169800,Tortella fragilis,Tortella fragilis,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Tortella fragilis,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Tortella fragilis,Tortella fragilis,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Dendroalsia abietina,(Hook.) Britt,dendroalsia moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Leucodontaceae,NA,NA,Dendroalsia,abietina,NA,NA,NA,accepted,55340,Dendroalsia abietina,Dendroalsia abietina,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Dendroalsia abietina,NA,S3S4,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Dendroalsia abietina,Dendroalsia abietina,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Diplophyllum obtusifolium,(Hook.) Dum.,Blunt-leaved Earwort,Plantae,Marchantiophyta,NA,NA,Jungermanniopsida,Jungermanniidae,NA,Jungermanniales,Cephaloziineae,NA,NA,Scapaniaceae,NA,NA,Diplophyllum,obtusifolium,NA,NA,NA,accepted,56507,Diplophyllum obtusifolium,Diplophyllum obtusifolium,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Diplophyllum obtusifolium,NA,S4,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Diplophyllum obtusifolium,Diplophyllum obtusifolium,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Nardia compressa,(Hook.) Gray.,Compressed Flapwort,Plantae,Marchantiophyta,NA,NA,Jungermanniopsida,Jungermanniidae,NA,Jungermanniales,Jungermanniineae,NA,NA,Gymnomitriaceae,NA,NA,Nardia,compressa,NA,NA,NA,accepted,165647,Nardia compressa,Nardia compressa,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Nardia compressa,NA,S3,Apr 2021,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Nardia compressa,Nardia compressa,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
