scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup,report_detail
Cortinarius seidliae,"Ammirati, Niskanen & Liimat.",NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Cortinariaceae,NA,NA,Cortinarius,seidliae,NA,NA,NA,accepted,538437,Cortinarius seidliae,Cortinarius seidliae,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cortinarius seidliae,NA,S3S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cortinarius seidliae,Cortinarius seidliae,MACROFUNGI,MACROFUNGI,NA
Cortinarius semisanguineus,(Fr.) Gillet,Surprise Webcap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Cortinariaceae,NA,NA,Cortinarius,semisanguineus,NA,NA,NA,accepted,125353,Cortinarius semisanguineus,Cortinarius semisanguineus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cortinarius semisanguineus,NA,S3S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cortinarius semisanguineus,Cortinarius semisanguineus,MACROFUNGI,MACROFUNGI,NA
Cortinarius smithii,"Ammirati, Niskanen & Liimat.",NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Cortinariaceae,NA,NA,Cortinarius,smithii,NA,NA,NA,accepted,348842,Cortinarius smithii,Cortinarius smithii,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cortinarius smithii,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cortinarius smithii,Cortinarius smithii,MACROFUNGI,MACROFUNGI,NA
Cortinarius traganus,(Fr.) Fr.,gassy webcap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Cortinariaceae,NA,NA,Cortinarius,traganus,NA,NA,NA,accepted,58676,Cortinarius traganus,Cortinarius traganus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cortinarius traganus,NA,S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cortinarius traganus,Cortinarius traganus,MACROFUNGI,MACROFUNGI,NA
Cortinarius vanduzerensis,A.H. Sm. & Trappe,NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Cortinariaceae,NA,NA,Cortinarius,vanduzerensis,NA,NA,NA,accepted,196528,Cortinarius vanduzerensis,Cortinarius vanduzerensis,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cortinarius vanduzerensis,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cortinarius vanduzerensis,Cortinarius vanduzerensis,MACROFUNGI,MACROFUNGI,NA
Cortinarius violaceus,(L.) Gray,violet webcap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Cortinariaceae,NA,NA,Cortinarius,violaceus,NA,NA,NA,accepted,124344,Cortinarius violaceus,Cortinarius violaceus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cortinarius violaceus,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cortinarius violaceus,Cortinarius violaceus,MACROFUNGI,MACROFUNGI,NA
Costantinella micheneri,(Berk. & M.A. Curtis) Sacc.,NA,Fungi,Ascomycota,Pezizomycotina,NA,Pezizomycetes,NA,NA,Pezizales,NA,NA,NA,Morchellaceae,NA,NA,Costantinella,micheneri,NA,NA,NA,accepted,382016,Costantinella micheneri,Costantinella micheneri,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Costantinella micheneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA
Craterellus tubaeformis,(F. ) L Quélet,Yellowfoot,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Cantharellales,NA,NA,NA,Hydnaceae,NA,NA,Craterellus,tubaeformis,NA,NA,NA,accepted,350511,Craterellus tubaeformis,Craterellus tubaeformis,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Craterellus tubaeformis,NA,S4S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Craterellus tubaeformis,Craterellus tubaeformis,MACROFUNGI,MACROFUNGI,NA
Crepidotus mollis,(Schaeff.) Staude,Peeling Oysterling,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Crepidotaceae,NA,NA,Crepidotus,mollis,NA,NA,NA,accepted,118283,Crepidotus mollis,Crepidotus mollis,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Crepidotus mollis,NA,S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Crepidotus mollis,Crepidotus mollis,MACROFUNGI,MACROFUNGI,NA
Crepidotus variabilis,(Pers.) P. Kumm.,Variable Oysterling,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Crepidotaceae,NA,NA,Crepidotus,variabilis,NA,NA,NA,accepted,155053,Crepidotus variabilis,Crepidotus variabilis,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Crepidotus variabilis,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Crepidotus variabilis,Crepidotus variabilis,MACROFUNGI,MACROFUNGI,NA
Crinipellis zonata,(Peck) Pat.,zoned hairy parachute,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Marasmiineae,NA,NA,Marasmiaceae,Crinipellieae,NA,Crinipellis,zonata,NA,NA,NA,accepted,471705,Crinipellis zonata,Crinipellis zonata,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Crinipellis zonata,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Crinipellis zonata,Crinipellis zonata,MACROFUNGI,MACROFUNGI,NA
Cronartium coleosporioides,J.C. Arthur,Stalactiform Blister Rust,Fungi,Basidiomycota,Pucciniomycotina,NA,Pucciniomycetes,NA,NA,Pucciniales,Melampsorineae,NA,NA,Coleosporiaceae,NA,NA,Cronartium,coleosporioides,NA,NA,NA,accepted,334454,Cronartium coleosporioides,Cronartium coleosporioides,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cronartium coleosporioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA
Cronartium harknessii,(J.P.Moore) Y.Hiratsuka,Western Gall Rust,Fungi,Basidiomycota,Pucciniomycotina,NA,Pucciniomycetes,NA,NA,Pucciniales,Melampsorineae,NA,NA,Coleosporiaceae,NA,NA,Cronartium,harknessii,NA,NA,NA,accepted,1096591,Cronartium harknessii,Cronartium harknessii,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cronartium harknessii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA
Cronartium ribicola,J.C. Fisch,white pine blister rust,Fungi,Basidiomycota,Pucciniomycotina,NA,Pucciniomycetes,NA,NA,Pucciniales,Melampsorineae,NA,NA,Coleosporiaceae,NA,NA,Cronartium,ribicola,NA,NA,NA,accepted,199391,Cronartium ribicola,Cronartium ribicola,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cronartium ribicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA
Crucibulum laeve,(Huds.) Kambly,common bird's nest fungus,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Nidulariaceae,NA,NA,Crucibulum,laeve,NA,NA,NA,accepted,120030,Crucibulum laeve,Crucibulum laeve,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Crucibulum laeve,NA,S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Crucibulum laeve,Crucibulum laeve,MACROFUNGI,MACROFUNGI,NA
Cryptoporus volvatus,(Peck) Shea,Veiled Polypore,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Polyporales,NA,NA,NA,Polyporaceae,NA,NA,Cryptoporus,volvatus,NA,NA,NA,accepted,118051,Cryptoporus volvatus,Cryptoporus volvatus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cryptoporus volvatus,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cryptoporus volvatus,Cryptoporus volvatus,MACROFUNGI,MACROFUNGI,NA
Cudonia circinans,(Pers.) Fr.,redleg jellybelly,Fungi,Ascomycota,Pezizomycotina,NA,Leotiomycetes,NA,NA,Rhytismatales,NA,NA,NA,Cudoniaceae,NA,NA,Cudonia,circinans,NA,NA,NA,accepted,183199,Cudonia circinans,Cudonia circinans,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cudonia circinans,NA,S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cudonia circinans,Cudonia circinans,MACROFUNGI,MACROFUNGI,NA
Cudonia monticola,Peck,NA,Fungi,Ascomycota,Pezizomycotina,NA,Leotiomycetes,NA,NA,Rhytismatales,NA,NA,NA,Cudoniaceae,NA,NA,Cudonia,monticola,NA,NA,NA,accepted,217906,Cudonia monticola,Cudonia monticola,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cudonia monticola,NA,S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Cudonia monticola,Cudonia monticola,MACROFUNGI,MACROFUNGI,NA
Cudoniella clavus,(Alb. & Schwein.) Dennis,spring pin,Fungi,Ascomycota,Pezizomycotina,NA,Leotiomycetes,NA,NA,Helotiales,NA,NA,NA,Tricladiaceae,NA,NA,Cudoniella,clavus,NA,NA,NA,accepted,498074,Cudoniella clavus,Cudoniella clavus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cudoniella clavus,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cudoniella clavus,Cudoniella clavus,MACROFUNGI,MACROFUNGI,NA
Curreya pithyophila,(J.C. Schmidt & Kunze) Arx & E. Müll.,Nymph Leech,Fungi,Ascomycota,Pezizomycotina,NA,Dothideomycetes,Pleosporomycetidae,NA,Pleosporales,NA,NA,NA,Didymosphaeriaceae,NA,NA,Curreya,pithyophila,NA,NA,NA,accepted,1612339,Curreya pithyophila,Curreya pithyophila,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Curreya pithyophila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA
Cyanosporus caesius,(Schrad.) McGinty,Blue Cheese Polypore,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Polyporales,NA,NA,NA,Postiaceae,NA,NA,Cyanosporus,caesius,NA,NA,NA,accepted,959237,Cyanosporus caesius,Cyanosporus caesius,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cyanosporus caesius,NA,S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cyanosporus caesius,Cyanosporus caesius,MACROFUNGI,MACROFUNGI,NA
Cyathus striatus,(Huds.) Willd.,fluted bird's nest fungus,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Nidulariaceae,NA,NA,Cyathus,striatus,NA,NA,NA,accepted,120242,Cyathus striatus,Cyathus striatus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cyathus striatus,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cyathus striatus,Cyathus striatus,MACROFUNGI,MACROFUNGI,NA
Cylindrobasidium evolvens,(Fr.) Jülich,NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Marasmiineae,NA,NA,Physalacriaceae,NA,NA,Cylindrobasidium,evolvens,NA,NA,NA,accepted,382077,Cylindrobasidium evolvens,Cylindrobasidium evolvens,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cylindrobasidium evolvens,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cylindrobasidium evolvens,Cylindrobasidium evolvens,MACROFUNGI,MACROFUNGI,NA
Cylindrobasidium laeve,(Pers.) Chamuris,tear dropper,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Marasmiineae,NA,NA,Physalacriaceae,NA,NA,Cylindrobasidium,laeve,NA,NA,NA,accepted,382078,Cylindrobasidium laeve,Cylindrobasidium laeve,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cylindrobasidium laeve,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cylindrobasidium laeve,Cylindrobasidium laeve,MACROFUNGI,MACROFUNGI,NA
Cystoderma amianthinum,(Scop.) Fayod,Earthy Powdercap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Squamanitaceae,NA,NA,Cystoderma,amianthinum,NA,NA,NA,accepted,337956,Cystoderma amianthinum,Cystoderma amianthinum,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cystoderma amianthinum,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cystoderma amianthinum,Cystoderma amianthinum,MACROFUNGI,MACROFUNGI,NA
Cystoderma aureum,(Matt.) Kühner & Romagn,Golden Cap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Squamanitaceae,NA,NA,Cystoderma,aureum,NA,NA,NA,accepted,790781,Cystoderma aureum,Cystoderma aureum,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cystoderma aureum,NA,S4S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Cystoderma aureum,Cystoderma aureum,MACROFUNGI,MACROFUNGI,NA
Cystodermella cinnabarina,(Alb. & Schwein.) Harmaja,cinnabar powdercap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,NA,NA,NA,Cystodermella,cinnabarina,NA,NA,NA,accepted,499719,Cystodermella cinnabarina,Cystodermella cinnabarina,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Cystodermella cinnabarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA
Dacrymyces chrysospermus,(Bull.) Tul.,Orange Jelly Spot,Fungi,Basidiomycota,Agaricomycotina,NA,Dacrymycetes,NA,NA,Dacrymycetales,NA,NA,NA,Dacrymycetaceae,NA,NA,Dacrymyces,chrysospermus,NA,NA,NA,accepted,118028,Dacrymyces chrysospermus,Dacrymyces chrysospermus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Dacrymyces chrysospermus,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Dacrymyces chrysospermus,Dacrymyces chrysospermus,MACROFUNGI,MACROFUNGI,NA
Dacrymyces punctiformis,Neuhoff,NA,Fungi,Basidiomycota,Agaricomycotina,NA,Dacrymycetes,NA,NA,Dacrymycetales,NA,NA,NA,Dacrymycetaceae,NA,NA,Dacrymyces,punctiformis,NA,NA,NA,accepted,350601,Dacrymyces punctiformis,Dacrymyces punctiformis,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Dacrymyces punctiformis,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Dacrymyces punctiformis,Dacrymyces punctiformis,MACROFUNGI,MACROFUNGI,NA
Dacrymyces spathularia,(Schwein.) G. W. Martin,Fan-shaped Jelly Fungus,Fungi,Basidiomycota,Agaricomycotina,NA,Dacrymycetes,NA,NA,Dacrymycetales,NA,NA,NA,Dacrymycetaceae,NA,NA,Dacrymyces,spathularia,NA,NA,NA,unaccepted,1426765,Dacrymyces spathularia,Dacrymyces spathularia,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Dacrymyces spathularia,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Dacrymyces spathularia,Dacrymyces spathularia,MACROFUNGI,MACROFUNGI,NA
Dacrymyces stillatus,Nees: Fr.,Jelly Spot Fungus,Fungi,Basidiomycota,Agaricomycotina,NA,Dacrymycetes,NA,NA,Dacrymycetales,NA,NA,NA,Dacrymycetaceae,NA,NA,NA,stillatus,NA,NA,NA,accepted,53276,Dacrymyces stillatus,Dacrymyces stillatus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,NA,NA,S4S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Dacrymyces stillatus,Dacrymyces stillatus,MACROFUNGI,MACROFUNGI,NA
Deconica horizontalis,(Bull.) Noordel.,wood oysterling,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Hymenogastraceae,NA,NA,Deconica,horizontalis,NA,NA,NA,accepted,410966,Deconica horizontalis,Deconica horizontalis,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Deconica horizontalis,NA,S2S4,Mar 2021,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Deconica horizontalis,Deconica horizontalis,MACROFUNGI,MACROFUNGI,NA
Deconica montana,(Pers.) P.D. Orton,mountain moss deconica,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Hymenogastraceae,NA,NA,Deconica,montana,NA,NA,NA,accepted,498078,Deconica montana,Deconica montana,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Deconica montana,NA,S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Deconica montana,Deconica montana,MACROFUNGI,MACROFUNGI,NA
Deconica phyllogena,(Peck) Noordel.,NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Hymenogastraceae,NA,NA,Deconica,phyllogena,NA,NA,NA,accepted,1094852,Deconica phyllogena,Deconica phyllogena,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Deconica phyllogena,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Deconica phyllogena,Deconica phyllogena,MACROFUNGI,MACROFUNGI,NA
Dendrocollybia racemosa,(Pers.) R.H. Petersen & Redhead,branched shanklet,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Tricholomatineae,NA,NA,Clitocybaceae,NA,NA,Dendrocollybia,racemosa,NA,NA,NA,accepted,218216,Dendrocollybia racemosa,Dendrocollybia racemosa,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Dendrocollybia racemosa,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Dendrocollybia racemosa,Dendrocollybia racemosa,MACROFUNGI,MACROFUNGI,NA
Dictyosporium pelagicum,(Linder) G.C. Hughes,NA,Fungi,Ascomycota,Pezizomycotina,NA,Dothideomycetes,Pleosporomycetidae,NA,Pleosporales,NA,NA,NA,Dictyosporiaceae,NA,NA,Dictyosporium,pelagicum,NA,NA,NA,accepted,350677,Dictyosporium pelagicum,Dictyosporium pelagicum,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Dictyosporium pelagicum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA
Donadinia nigrella,"(Seaver) M. Carbone, Agnello & P. Alvarado",Midnight Goblet,Fungi,Ascomycota,Pezizomycotina,NA,Pezizomycetes,NA,NA,Pezizales,NA,NA,NA,Sarcosomataceae,NA,NA,Donadinia,nigrella,NA,NA,NA,accepted,498075,Donadinia nigrella,Donadinia nigrella,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Donadinia nigrella,NA,S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Donadinia nigrella,Donadinia nigrella,MACROFUNGI,MACROFUNGI,NA
Echinoderma asperum,(Pers.) Bon,Freckled Dapperling,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Verrucosporaceae,NA,NA,Echinoderma,asperum,NA,NA,NA,accepted,1280949,Echinoderma asperum,Echinoderma asperum,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Echinoderma asperum,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Echinoderma asperum,Echinoderma asperum,MACROFUNGI,MACROFUNGI,NA
Echinodontium tinctorium,(Ellis & Everh.) Ellis & Everh.,Indian paint fungus,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Russulales,NA,NA,NA,Echinodontiaceae,NA,NA,Echinodontium,tinctorium,NA,NA,NA,accepted,179721,Echinodontium tinctorium,Echinodontium tinctorium,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Echinodontium tinctorium,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Echinodontium tinctorium,Echinodontium tinctorium,MACROFUNGI,MACROFUNGI,NA
Elaphomyces granulatus,Fr.,NA,Fungi,Ascomycota,Pezizomycotina,NA,Eurotiomycetes,Eurotiomycetidae,NA,Eurotiales,NA,NA,NA,Elaphomycetaceae,NA,NA,Elaphomyces,granulatus,NA,NA,NA,accepted,194497,Elaphomyces granulatus,Elaphomyces granulatus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Elaphomyces granulatus,NA,S4?,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Elaphomyces granulatus,Elaphomyces granulatus,MACROFUNGI,MACROFUNGI,NA
Elaphomyces muricatus,Fr.,marbled false truffle,Fungi,Ascomycota,Pezizomycotina,NA,Eurotiomycetes,Eurotiomycetidae,NA,Eurotiales,NA,NA,NA,Elaphomycetaceae,NA,NA,Elaphomyces,muricatus,NA,NA,NA,accepted,350719,Elaphomyces muricatus,Elaphomyces muricatus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Elaphomyces muricatus,NA,S2S4,Mar 2021,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Elaphomyces muricatus,Elaphomyces muricatus,MACROFUNGI,MACROFUNGI,NA
Elmerina caryae,(Schwein.) D.A. Reid,NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Auriculariales,NA,NA,NA,Auriculariaceae,NA,NA,Elmerina,caryae,NA,NA,NA,accepted,341851,Elmerina caryae,Elmerina caryae,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Elmerina caryae,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Elmerina caryae,Elmerina caryae,MACROFUNGI,MACROFUNGI,NA
Entoloma cetratum,(Fr.) M.M. Moser,honey pinkgill,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Tricholomatineae,NA,NA,Entolomataceae,NA,NA,Entoloma,cetratum,NA,NA,NA,accepted,804447,Entoloma cetratum,Entoloma cetratum,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Entoloma cetratum,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Entoloma cetratum,Entoloma cetratum,MACROFUNGI,MACROFUNGI,NA
