scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG
Cypseloides niger,Gmelin,Black Swift,Animalia,Chordata,Vertebrata,,Aves,,,Apodiformes,,,,Apodidae,,,Cypseloides,niger,,,,accepted,6667,Cypseloides niger,Cypseloides niger,breeding,
Dendragapus fuliginosus,Ridgway,Sooty Grouse,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,,Phasianidae,,,Dendragapus,fuliginosus,,,,accepted,72797,Dendragapus fuliginosus,Dendragapus fuliginosus,permanent,
Dendragapus obscurus,,Dusky Grouse,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,,Phasianidae,,,Dendragapus,obscurus,,,,accepted,1241,Dendragapus obscurus,Dendragapus obscurus,permanent,
Dolichonyx oryzivorus,L.,Bobolink,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Icteridae,,,Dolichonyx,oryzivorus,,,,accepted,10487,Dolichonyx oryzivorus,Dolichonyx oryzivorus,accidental,
Dryobates pubescens,L.,Downy Woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,Picinae,Melanerpini,Dryobates,pubescens,,,,accepted,792988,Dryobates pubescens,Dryobates pubescens,permanent,
Dryocopus pileatus,L.,Pileated Woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,Picinae,Picini,Dryocopus,pileatus,,,,accepted,17855,Dryocopus pileatus,Dryocopus pileatus,permanent,
Dumetella carolinensis,L.,Gray Catbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Mimidae,,,Dumetella,carolinensis,,,,accepted,14995,Dumetella carolinensis,Dumetella carolinensis,breeding (rare)?,
Empidonax difficilis,Baird,Western Flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Empidonax,difficilis,,,,accepted,16598,Empidonax difficilis,Empidonax difficilis,breeding,
Empidonax hammondii,X. de Vesey,Hammond's Flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Empidonax,hammondii,,,,accepted,16624,Empidonax hammondii,Empidonax hammondii,breeding,
Empidonax minimus,Baird,Least Flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Empidonax,minimus,,,,accepted,16602,Empidonax minimus,Empidonax minimus,breeding (rare)?,
Empidonax oberholseri,Phillips,Dusky Flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Empidonax,oberholseri,,,,accepted,16621,Empidonax oberholseri,Empidonax oberholseri,passage migrant (rare),
Empidonax traillii,Audubon,Willow Flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Empidonax,traillii,,,,accepted,16611,Empidonax traillii,Empidonax traillii,breeding,
Eremophila alpestris,L.,Horned Lark,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Alaudidae,,,Eremophila,alpestris,,,,accepted,7294,Eremophila alpestris,Eremophila alpestris,"passage migrant, breeding?",
Euphagus carolinus,Muller,Rusty Blackbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Icteridae,,,Euphagus,carolinus,,,,accepted,10322,Euphagus carolinus,Euphagus carolinus,winter (rare),
Euphagus cyanocephalus,Wagler,Brewer's Blackbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Icteridae,,,Euphagus,cyanocephalus,,,,accepted,10325,Euphagus cyanocephalus,Euphagus cyanocephalus,permanent,
Falco columbarius,L.,Merlin,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,,Falconidae,,,Falco,columbarius,,,,accepted,4672,Falco columbarius,Falco columbarius,permanent,
Falco peregrinus,Tunstall,Peregrine Falcon,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,,Falconidae,,,Falco,peregrinus,,,,accepted,4647,Falco peregrinus,Falco peregrinus,permanent,
Falco peregrinus anatum,Bonaparte,North American Peregrine Falcon,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,,Falconidae,,,Falco,peregrinus,,Falco peregrinus anatum,,accepted,117517,Falco peregrinus anatum,Falco peregrinus anatum,permanent,
Falco peregrinus tundrius,C.M. White,American Tundra Peregrine Falcon,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,,Falconidae,,,Falco,peregrinus,,Falco peregrinus tundrius,,accepted,202400,Falco peregrinus tundrius,Falco peregrinus tundrius,passage migrant,
Falco rusticolus,L.,Gyrfalcon,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,,Falconidae,,,Falco,rusticolus,,,,accepted,4657,Falco rusticolus,Falco rusticolus,winter (rare),
Falco sparverius,L.,American Kestrel,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,,Falconidae,,,Falco,sparverius,,,,accepted,4665,Falco sparverius,Falco sparverius,permanent,
Fringilla montifringilla,L.,Brambling,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Fringilla,montifringilla,,,,accepted,10069,Fringilla montifringilla,Fringilla montifringilla,accidental,
Fulica americana,Gmelin,American Coot,Animalia,Chordata,Vertebrata,,Aves,,,Gruiformes,,,,Rallidae,,,Fulica,americana,,,,accepted,473,Fulica americana,Fulica americana,permanent,
Fulmarus glacialis,L.,Northern Fulmar,Animalia,Chordata,Vertebrata,,Aves,,,Procellariiformes,,,,Procellariidae,,,Fulmarus,glacialis,,,,accepted,4180,Fulmarus glacialis,Fulmarus glacialis,accidental,
Gallinago delicata,Ord.,Wilson's Snipe,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Gallinago,delicata,,,,accepted,144496,Gallinago delicata,Gallinago delicata,permanent,
Gallinula galeata,Lichenstein,Common Gallinule,Animalia,Chordata,Vertebrata,,Aves,,,Gruiformes,,,,Rallidae,,,Gallinula,galeata,,,,accepted,144479,Gallinula galeata,Gallinula galeata,accidental,
Gavia adamsii,Gray,Yellow-billed Loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,,Gaviidae,,,Gavia,adamsii,,,,accepted,4622,Gavia adamsii,Gavia adamsii,winter (rare),
Gavia immer,Brunnich,Common Loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,,Gaviidae,,,Gavia,immer,,,,accepted,4626,Gavia immer,Gavia immer,permanent,
Gavia pacifica,Lawrence,Pacific Loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,,Gaviidae,,,Gavia,pacifica,,,,accepted,4621,Gavia pacifica,Gavia pacifica,winter,
Gavia stellata,Pontoppidan,Red-throated Loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,,Gaviidae,,,Gavia,stellata,,,,accepted,4627,Gavia stellata,Gavia stellata,winter,
Geothlypis tolmiei,Townsend,MacGillivray's Warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Geothlypis,tolmiei,,,,accepted,145223,Geothlypis tolmiei,Geothlypis tolmiei,breeding,
Geothlypis trichas,L.,Common Yellowthroat,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Geothlypis,trichas,,,,accepted,9721,Geothlypis trichas,Geothlypis trichas,breeding,
Glaucidium gnoma swarthi,Wagler,Vancouver Island Pygmy-Owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,,Strigidae,,,Glaucidium,gnoma,,Glaucidium gnoma swarthi,,accepted,237015,Glaucidium gnoma swarthi,Glaucidium gnoma,permanent,
Haematopus bachmani,Audubon,Black Oystercatcher,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Haematopodidae,,,Haematopus,bachmani,,,,accepted,4838,Haematopus bachmani,Haematopus bachmani,permanent,
Haemorhous cassinii,Baird,Cassin's Finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Haemorhous,cassinii,,,,accepted,199839,Haemorhous cassinii,Haemorhous cassinii,winter (rare),
Haemorhous mexicanus,Muller,House Finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Haemorhous,mexicanus,,,,accepted,199840,Haemorhous mexicanus,Haemorhous mexicanus,permanent,
Haemorhous purpureus,Gmelin,Purple Finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Haemorhous,purpureus,,,,accepted,199841,Haemorhous purpureus,Haemorhous purpureus,permanent,
Haliaeetus leucocephalus,L.,Bald Eagle,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,,Accipitridae,Buteoninae,,Haliaeetus,leucocephalus,,,,accepted,5305,Haliaeetus leucocephalus,Haliaeetus leucocephalus,permanent,
Hirundo rustica,L.,Barn Swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Hirundinidae,,,Hirundo,rustica,,,,accepted,11901,Hirundo rustica,Hirundo rustica,breeding,
Histrionicus histrionicus,L.,Harlequin Duck,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Histrionicus,histrionicus,,,,accepted,7111,Histrionicus histrionicus,Histrionicus histrionicus,permanent,
Hydroprogne caspia,Pallas,Caspian Tern,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Sterninae,,Hydroprogne,caspia,,,,accepted,144537,Hydroprogne caspia,Hydroprogne caspia,"passage migrant, breeding?",
Icteria virens,L.,Yellow-breasted Chat,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Icteriidae,,,Icteria,virens,,,,accepted,10243,Icteria virens,Icteria virens,accidental,
Icterus bullockii,Swainson,Bullock's Oriole,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Icteridae,,,Icterus,bullockii,,,,accepted,9357,Icterus bullockii,Icterus bullockii,breeding (rare)?,
Ixoreus naevius,Gmelin,Varied Thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Ixoreus,naevius,,,,accepted,145088,Ixoreus naevius,Ixoreus naevius,permanent,
Junco hyemalis,L.,Dark-eyed Junco,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Junco,hyemalis,,,,accepted,10094,Junco hyemalis,Junco hyemalis,permanent,
Junco hyemalis hyemalis,L.,Slate-colored Junco,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Junco,hyemalis,,Junco hyemalis hyemalis,,accepted,132764,Junco hyemalis hyemalis,Junco hyemalis hyemalis,permanent,
Lagopus leucura saxatilis,Richardson,Vancouver Island White-tailed Ptarmigan,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,,Phasianidae,,,Lagopus,leucura,,Lagopus leucura saxatilis,,accepted,237043,Lagopus leucura saxatilis,Lagopus leucura,permanent,
Lagopus muta,,Rock Ptarmigan,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,,Phasianidae,,,Lagopus,muta,,,,accepted,949,Lagopus muta,Lagopus muta,accidental,
Lanius borealis,Vieillot,Northern Shrike,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Laniidae,,,Lanius,borealis,,,,accepted,558512,Lanius borealis,Lanius borealis,"passage migrant, winter",
Lanius ludovicianus,L.,Loggerhead Shrike,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Laniidae,,,Lanius,ludovicianus,,,,accepted,12024,Lanius ludovicianus,Lanius ludovicianus,accidental,
Larus argentatus,Pontoppidan,European Herring Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,argentatus,,,,accepted,204533,Larus argentatus,Larus argentatus,"passage migrant, winter",
Larus brachyrhynchus,,Short-billed Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,brachyrhynchus,,,,accepted,1286964,Larus brachyrhynchus,Larus brachyrhynchus,"breeding?, winter",
Larus californicus,Lawrence,California Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,californicus,,,,accepted,4385,Larus californicus,Larus californicus,"passage migrant, winter",
Larus canus,L.,Common Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,canus,,,,accepted,4356,Larus canus,Larus canus,"breeding?, winter",
Larus delawarensis,Ord.,Ring-billed Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,delawarensis,,,,accepted,4364,Larus delawarensis,Larus delawarensis,"passage migrant, winter",
Larus glaucescens,Nauman,Glaucous-winged Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,glaucescens,,,,accepted,4399,Larus glaucescens,Larus glaucescens,permanent,
Larus glaucoides thayeri,Brooks,Thayer's Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,glaucoides,,Larus glaucoides thayeri,,accepted,556736,Larus glaucoides thayeri,Larus glaucoides thayeri,"passage migrant, winter",
Larus heermanni,Cassin,Heermann's Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,heermanni,,,,accepted,4353,Larus heermanni,Larus heermanni,passage migrant,
Larus hyperboreus,Gunnerus,Glaucous Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,hyperboreus,,,,accepted,4349,Larus hyperboreus,Larus hyperboreus,winter (rare),
Larus occidentalis,Audubon,Western Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,occidentalis,,,,accepted,4345,Larus occidentalis,Larus occidentalis,winter,
Larus smithsonianus,,American Herring Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,smithsonianus,,,,accepted,1578489,Larus smithsonianus,Larus smithsonianus,"passage migrant, winter",
Leiothlypis celata,Say,Orange-crowned Warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Leiothlypis,celata,,,,accepted,979757,Leiothlypis celata,Leiothlypis celata,"breeding, winter (rare)",
Leiothlypis peregrina,,Tennessee Warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Leiothlypis,peregrina,,,,accepted,979756,Leiothlypis peregrina,Leiothlypis peregrina,passage migrant (rare),
Leiothlypis ruficapilla,A. Wilson,Nashville Warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Leiothlypis,ruficapilla,,,,accepted,979753,Leiothlypis ruficapilla,Leiothlypis ruficapilla,breeding (rare),
Leucophaeus pipixcan,Wagler,Franklin's Gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Leucophaeus,pipixcan,,,,accepted,144515,Leucophaeus pipixcan,Leucophaeus pipixcan,accidental,
Leucosticte tephrocotis,Swainson,Gray-crowned Rosy-Finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Leucosticte,tephrocotis,,,,accepted,9617,Leucosticte tephrocotis,Leucosticte tephrocotis,permanent,
Limnodromus griseus,Gmelin,Short-billed Dowitcher,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Limnodromus,griseus,,,,accepted,3869,Limnodromus griseus,Limnodromus griseus,passage migrant,
Limnodromus scolopaceus,Say,Long-billed Dowitcher,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Limnodromus,scolopaceus,,,,accepted,3873,Limnodromus scolopaceus,Limnodromus scolopaceus,"passage migrant, winter (rare)",
Limosa fedoa,L.,Marbled Godwit,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Limosa,fedoa,,,,accepted,3954,Limosa fedoa,Limosa fedoa,passage migrant (rare),
Limosa haemastica,L.,Hudsonian Godwit,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Limosa,haemastica,,,,accepted,3950,Limosa haemastica,Limosa haemastica,accidental,
Lophodytes cucullatus,L.,Hooded Merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Lophodytes,cucullatus,,,,accepted,7109,Lophodytes cucullatus,Lophodytes cucullatus,permanent,
Loxia curvirostra,L.,Red Crossbill,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Loxia,curvirostra,,,,accepted,10411,Loxia curvirostra,Loxia curvirostra,permanent,
Loxia leucoptera,Gmelin,White-winged Crossbill,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Loxia,leucoptera,,,,accepted,10423,Loxia leucoptera,Loxia leucoptera,permanent,
Mareca americana,Gmelin,American Wigeon,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Mareca,americana,,,,accepted,485176,Mareca americana,Mareca americana,"breeding?, winter",
Mareca penelope,L.,Eurasian Wigeon,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Mareca,penelope,,,,accepted,558441,Mareca penelope,Mareca penelope,"passage migrant, winter",
Mareca strepera,L.,Gadwall,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Mareca,strepera,,,,accepted,558439,Mareca strepera,Mareca strepera,permanent,
Megaceryle alcyon,L.,Belted Kingfisher,Animalia,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,,Alcedinidae,Cerylinae,,Megaceryle,alcyon,,,,accepted,2548,Megaceryle alcyon,Megaceryle alcyon,permanent,
Megascops kennicottii,Elliott,Western Screech-Owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,,Strigidae,,,Megascops,kennicottii,,,,accepted,19743,Megascops kennicottii,Megascops kennicottii,permanent,
Melanerpes lewis,G.R. Gray,Lewis's Woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,Picinae,Melanerpini,Melanerpes,lewis,,,,accepted,18160,Melanerpes lewis,Melanerpes lewis,accidental,
Melanitta americana,Swainson,Black Scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Melanitta,americana,,,,accepted,144220,Melanitta americana,Melanitta americana,"passage migrant, winter",
Melanitta deglandi,,White-winged Scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Melanitta,deglandi,,,,accepted,144222,Melanitta deglandi,Melanitta deglandi,"passage migrant, winter",
Melanitta fusca,L.,Velvet Scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Melanitta,fusca,,,,accepted,850858,Melanitta fusca,Melanitta fusca,"passage migrant, winter",
Melanitta perspicillata,L.,Surf Scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Melanitta,perspicillata,,,,accepted,7036,Melanitta perspicillata,Melanitta perspicillata,"passage migrant, winter",
Melospiza georgiana,Latham,Swamp Sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Melospiza,georgiana,,,,accepted,9096,Melospiza georgiana,Melospiza georgiana,"passage migrant (rare), winter (rare)",
Melospiza lincolnii,Audubon,Lincoln's Sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Melospiza,lincolnii,,,,accepted,9092,Melospiza lincolnii,Melospiza lincolnii,"passage migrant, winter",
Melospiza melodia,Wilson,Song Sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Melospiza,melodia,,,,accepted,9100,Melospiza melodia,Melospiza melodia,permanent,
Mergus merganser,L.,Common Merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Mergus,merganser,,,,accepted,7004,Mergus merganser,Mergus merganser,permanent,
Mergus serrator,L.,Red-breasted Merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Mergus,serrator,,,,accepted,6996,Mergus serrator,Mergus serrator,"passage migrant, winter",
Mimus polyglottos,L.,Northern Mockingbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Mimidae,,,Mimus,polyglottos,,,,accepted,14886,Mimus polyglottos,Mimus polyglottos,accidental,
Mniotilta varia,L.,Black-and-white Warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Mniotilta,varia,,,,accepted,10286,Mniotilta varia,Mniotilta varia,accidental,
Molothrus ater,Boddaert,Brown-headed Cowbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Icteridae,,,Molothrus,ater,,,,accepted,10373,Molothrus ater,Molothrus ater,"breeding, winter (rare)",
Myadestes townsendi,Audubon,Townsend's Solitaire,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Myadestes,townsendi,,,,accepted,12951,Myadestes townsendi,Myadestes townsendi,"breeding, winter (rare)",
Myiarchus cinerascens,,Ash-throated Flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Myiarchus,cinerascens,,,,accepted,16010,Myiarchus cinerascens,Myiarchus cinerascens,accidental,
Nucifraga columbiana,Wilson,Clark's Nutcracker,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Corvidae,,,Nucifraga,columbiana,,,,accepted,8520,Nucifraga columbiana,Nucifraga columbiana,"breeding?, winter",
Numenius americanus,Bechstein,Long-billed Curlew,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Numenius,americanus,,,,accepted,3906,Numenius americanus,Numenius americanus,accidental,
Numenius phaeopus,L.,Eurasian Whimbrel,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Numenius,phaeopus,,,,accepted,3901,Numenius phaeopus,Numenius phaeopus,passage migrant,
Oporornis agilis,Wilson,Connecticut Warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Oporornis,agilis,,,,accepted,10431,Oporornis agilis,Oporornis agilis,accidental,
Oreoscoptes montanus,Baird,Sage Thrasher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Mimidae,,,Oreoscoptes,montanus,,,,accepted,15045,Oreoscoptes montanus,Oreoscoptes montanus,accidental,
Oxyura jamaicensis,Gmelin,Ruddy Duck,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Oxyura,jamaicensis,,,,accepted,850859,Oxyura jamaicensis,Oxyura jamaicensis,"passage migrant, winter",
Pandion haliaetus,L.,Osprey,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,,Pandionidae,,,Pandion,haliaetus,,,,accepted,116999,Pandion haliaetus,Pandion haliaetus,breeding,
Parkesia noveboracensis,Gmelin,Northern Waterthrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Parkesia,noveboracensis,,,,accepted,73149,Parkesia noveboracensis,Parkesia noveboracensis,passage migrant (rare),
Passer domesticus,L.,House Sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passeridae,,,Passer,domesticus,,,,accepted,13858,Passer domesticus,Passer domesticus,introduced,
Passerculus sandwichensis,Gmelin,Savannah Sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Passerculus,sandwichensis,,,,accepted,9981,Passerculus sandwichensis,Passerculus sandwichensis,"breeding, winter (rare)",
Passerella iliaca,Merrem,Fox Sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Passerella,iliaca,,,,accepted,9156,Passerella iliaca,Passerella iliaca,permanent,
Passerina amoena,Say,Lazuli Bunting,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Cardinalidae,,,Passerina,amoena,,,,accepted,10234,Passerina amoena,Passerina amoena,breeding (rare),
Passerina ciris,L.,Painted Bunting,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Cardinalidae,,,Passerina,ciris,,,,accepted,10224,Passerina ciris,Passerina ciris,accidental,
Passerina cyanea,,Indigo Bunting,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Cardinalidae,,,Passerina,cyanea,,,,accepted,10227,Passerina cyanea,Passerina cyanea,accidental,
Patagioenas fasciata,Say,Band-tailed Pigeon,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,,Columbidae,,,Patagioenas,fasciata,,,,accepted,3108,Patagioenas fasciata,Patagioenas fasciata,"breeding, winter (rare)",
Pelecanus erythrorhynchos,Gmelin,American White Pelican,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,,Pelecanidae,,,Pelecanus,erythrorhynchos,,,,accepted,4334,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,accidental,
Pelecanus occidentalis,L.,Brown Pelican,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,,Pelecanidae,,,Pelecanus,occidentalis,,,,accepted,4328,Pelecanus occidentalis,Pelecanus occidentalis,accidental,
Perisoreus canadensis,L.,Canada Jay,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Corvidae,,,Perisoreus,canadensis,,,,accepted,8335,Perisoreus canadensis,Perisoreus canadensis,permanent,
Petrochelidon pyrrhonota,Viellot,Cliff Swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Hirundinidae,,,Petrochelidon,pyrrhonota,,,,accepted,11858,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota,breeding,
Phalaropus lobatus,L.,Red-necked Phalarope,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Phalaropus,lobatus,,,,accepted,3959,Phalaropus lobatus,Phalaropus lobatus,passage migrant (rare),
Phalaropus tricolor,Vieillot,Wilson's Phalarope,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Phalaropus,tricolor,,,,accepted,144497,Phalaropus tricolor,Phalaropus tricolor,passage migrant,
Phasianus colchicus,L.,Ring-necked Pheasant,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,,Phasianidae,,,Phasianus,colchicus,,,,accepted,981,Phasianus colchicus,Phasianus colchicus,introduced,
Pheucticus ludovicianus,L.,Rose-breasted Grosbeak,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Cardinalidae,,,Pheucticus,ludovicianus,,,,accepted,10271,Pheucticus ludovicianus,Pheucticus ludovicianus,accidental,
Pheucticus melanocephalus,Swainson,Black-headed Grosbeak,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Cardinalidae,,,Pheucticus,melanocephalus,,,,accepted,10274,Pheucticus melanocephalus,Pheucticus melanocephalus,breeding,
Pica hudsonia,Sabine,Black-billed Magpie,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Corvidae,,,Pica,hudsonia,,,,accepted,143853,Pica hudsonia,Pica hudsonia,accidental,
