scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG
Lacinipolia cuneata,Grote,Cuneate Arches Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,Lacinipolia,cuneata,,,,accepted,222582,Lacinipolia cuneata,Lacinipolia cuneata,NA,
Pero honestaria,Walker,Honest Pero Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Ennominae,Odontoperini,Pero,honestaria,,,,accepted,208110,Pero honestaria,Pero honestaria,NA,
Abrostola urentis,Guenée,Spectacled Nettle Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Plusiinae,Abrostolini,Abrostola,urentis,,,,accepted,212190,Abrostola urentis,Abrostola urentis,NA,
Xanthorhoe lacustrata,Guenée,Toothed Brown Carpet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Xanthorhoini,Xanthorhoe,lacustrata,,,,accepted,205036,Xanthorhoe lacustrata,Xanthorhoe lacustrata,NA,
Homorthodes hanhami,Barnes & McDunnough,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,Homorthodes,hanhami,,,,accepted,221480,Homorthodes hanhami,Homorthodes hanhami,NA,
Nycteola columbiana,H. Edwards,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Nolidae,Chloephorinae,Sarrothripini,Nycteola,columbiana,,,,accepted,452513,Nycteola columbiana,Nycteola columbiana,NA,
Euxoa auxiliaris,,Army Cutworm Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Euxoa,auxiliaris,,,,accepted,84663,Euxoa auxiliaris,Euxoa auxiliaris,NA,
Lithophane baileyi,,Bailey's Pinion,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Lithophane,baileyi,,,,accepted,179726,Lithophane baileyi,Lithophane baileyi,NA,
Acronicta lepusculina,,Cottonwood Dagger,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Acronictinae,,Acronicta,lepusculina,,,,accepted,212439,Acronicta lepusculina,Acronicta lepusculina,NA,
Synanthedon novaroensis,,Douglas-fir Pitch Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Sesioidea,Sesiidae,Sesiinae,Synanthedonini,Synanthedon,novaroensis,,,,accepted,232120,Synanthedon novaroensis,Synanthedon novaroensis,NA,
Pseudobryomima muscosa,,Mossy Pseudobryomima Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,,Pseudobryomima,muscosa,,,,accepted,211932,Pseudobryomima muscosa,Pseudobryomima muscosa,NA,
Acasis viridata,,Olive-and-black Carpet Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Trichopterygini,Acasis,viridata,,,,accepted,212293,Acasis viridata,Acasis viridata,NA,
Promecognathus crassus,,Straight-jawed Pedunculate Ground Beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Promecognathinae,Promecognathini,Promecognathus,crassus,,,,accepted,228778,Promecognathus crassus,Promecognathus crassus,NA,
Walshia miscecolorella,,Sweet Clover Root Borer Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Gelechioidea,Cosmopterigidae,Chrysopeleiinae,,Walshia,miscecolorella,,,,accepted,233646,Walshia miscecolorella,Walshia miscecolorella,NA,
Plusia nichollae,,West Coast Plusia,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Plusia,nichollae,,,,accepted,452561,Plusia nichollae,Plusia nichollae,NA,
Andropolia theodori,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Andropolia,theodori,,,,accepted,213604,Andropolia theodori,Andropolia theodori,NA,
Apamea cuculliformis,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Apameini,Apamea,cuculliformis,,,,accepted,417558,Apamea cuculliformis,Apamea cuculliformis,NA,
Asaphocrita aphidiella,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Gelechioidea,Blastobasidae,Holcocerinae,Holcocerini,Asaphocrita,aphidiella,,,,accepted,214372,Asaphocrita aphidiella,Asaphocrita aphidiella,NA,
Dinomus pernitens,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Helopini,Dinomus,pernitens,,,,accepted,1634911,Dinomus pernitens,Dinomus pernitens,NA,
Ephestiodes erythrella,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Ephestiodes,erythrella,,,,accepted,219285,Ephestiodes erythrella,Ephestiodes erythrella,NA,
Eupithecia rotundopuncta,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Eupitheciini,Eupithecia,rotundopuncta,,,,accepted,416472,Eupithecia rotundopuncta,Eupithecia rotundopuncta,NA,
Mesogona olivata,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Mesogona,olivata,,,,accepted,224946,Mesogona olivata,Mesogona olivata,NA,
Morophagoides burkerella,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Tineoidea,Tineidae,Scardiinae,,Morophagoides,burkerella,,,,accepted,477776,Morophagoides burkerella,Morophagoides burkerella,NA,
Parabagrotis insularis,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Parabagrotis,insularis,,,,accepted,176088,Parabagrotis insularis,Parabagrotis insularis,NA,
Andrena frigida,Smith,Frigid Mining Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Apoidea,Andrenidae,Andreninae,Andrenini,Andrena,frigida,,,,accepted,198991,Andrena frigida,Andrena frigida,NA,
Dysstroma sobria,Swett,10-spotted Rhododendron Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Cidariini,Dysstroma,sobria,,,,accepted,218842,Dysstroma sobria,Dysstroma sobria,NA,
Scaphinotus angulatus,T. Harris,Angular Snail-eating Beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Carabinae,Cychrini,Scaphinotus,angulatus,,,,accepted,143918,Scaphinotus angulatus,Scaphinotus angulatus,NA,
Chlorosea banksaria,Sperry,Bank's Emerald Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Geometrinae,Nemoriini,Chlorosea,banksaria,,,,accepted,362596,Chlorosea banksaria,Chlorosea banksaria,NA,
Nephelodes minians,Guenée,Bronzed Cutworm Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Tholerini,Nephelodes,minians,,,,accepted,153076,Nephelodes minians,Nephelodes minians,NA,
Cerastis enigmatica,Lafontaine & Crabo,Enigmatic Dart,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Cerastis,enigmatica,,,,accepted,348691,Cerastis enigmatica,Cerastis enigmatica,NA,
Platycerus oregonensis,Westwood,Oregon Stag Beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Lucanidae,Lucaninae,Platycerini,Platycerus,oregonensis,,,,accepted,244813,Platycerus oregonensis,Platycerus oregonensis,NA,
Orthosia pacifica,Harvey,Pacific Quaker,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Orthosia,pacifica,,,,accepted,226647,Orthosia pacifica,Orthosia pacifica,NA,
Nepytia phantasmaria,Strecker,Phantom Hemlock Looper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Ennominae,Ennomini,Nepytia,phantasmaria,,,,accepted,334645,Nepytia phantasmaria,Nepytia phantasmaria,NA,
Sinodendron rugosum,Mannerheim,Rugose Stag Beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Lucanidae,Syndesinae,Sinodendronini,Sinodendron,rugosum,,,,accepted,321486,Sinodendron rugosum,Sinodendron rugosum,NA,
Erannis vancouverensis,Hulst,Vancouver Looper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Ennominae,Boarmiini,Erannis,vancouverensis,,,,accepted,510830,Erannis vancouverensis,Erannis vancouverensis,NA,
Abagrotis baueri,McDunnough,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Abagrotis,baueri,,,,accepted,418028,Abagrotis baueri,Abagrotis baueri,NA,
Adelphagrotis indeterminata,Walker,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Adelphagrotis,indeterminata,,,,accepted,212505,Adelphagrotis indeterminata,Adelphagrotis indeterminata,NA,
Apteroloma caraboides,(Fall),,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Agyrtidae,Pterolomatinae,,Apteroloma,caraboides,,,,accepted,455075,Apteroloma caraboides,Apteroloma caraboides,NA,
Ceruchus striatus,LeConte,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Lucanidae,Syndesinae,Ceruchini,Ceruchus,striatus,,,,accepted,456874,Ceruchus striatus,Ceruchus striatus,NA,
Egira hiemalis,Grote,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Egira,hiemalis,,,,accepted,317547,Egira hiemalis,Egira hiemalis,NA,
Hesperumia latipennis,Hulst,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Ennominae,Boarmiini,Hesperumia,latipennis,,,,accepted,334610,Hesperumia latipennis,Hesperumia latipennis,NA,
Hydriomena albifasciata,Packard,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Hydriomenini,Hydriomena,albifasciata,,,,accepted,344662,Hydriomena albifasciata,Hydriomena albifasciata,NA,
Hydriomena californiata,Packard,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Hydriomenini,Hydriomena,californiata,,,,accepted,452681,Hydriomena californiata,Hydriomena californiata,NA,
Hydriomena manzanita,Taylor,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Hydriomenini,Hydriomena,manzanita,,,,accepted,347769,Hydriomena manzanita,Hydriomena manzanita,NA,
Hydriomena marinata,Barnes & McDunnough,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Hydriomenini,Hydriomena,marinata,,,,accepted,354805,Hydriomena marinata,Hydriomena marinata,NA,
Lithophane pertorrida,McDunnough,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Lithophane,pertorrida,,,,accepted,223995,Lithophane pertorrida,Lithophane pertorrida,NA,
Nepytia umbrosaria,Packard,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Ennominae,Ennomini,Nepytia,umbrosaria,,,,accepted,196605,Nepytia umbrosaria,Nepytia umbrosaria,NA,
Orthosia praeses,Grote,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Orthosia,praeses,,,,accepted,347248,Orthosia praeses,Orthosia praeses,NA,
Orthosia transparens,Grote,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Orthosia,transparens,,,,accepted,226651,Orthosia transparens,Orthosia transparens,NA,
Philedia punctomacularia,Hulst,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Ennominae,Diptychini,Philedia,punctomacularia,,,,accepted,452668,Philedia punctomacularia,Philedia punctomacularia,NA,
Pterostichus algidus,LeConte,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,algidus,,,,accepted,229317,Pterostichus algidus,Pterostichus algidus,NA,
Pterostichus lama,Ménétries,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,lama,,,,accepted,124154,Pterostichus lama,Pterostichus lama,NA,
Stamnoctenis pearsalli,Swett,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Stamnodini,Stamnoctenis,pearsalli,,,,accepted,452688,Stamnoctenis pearsalli,Stamnoctenis pearsalli,NA,
Sympistis dunbari,Harvey,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Oncocnemidinae,,Sympistis,dunbari,,,,accepted,452582,Sympistis dunbari,Sympistis dunbari,NA,
Thallophaga taylorata,Hulst,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Ennominae,Diptychini,Thallophaga,taylorata,,,,accepted,446655,Thallophaga taylorata,Thallophaga taylorata,NA,
Xestia mustelina,Smith,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Xestia,mustelina,,,,accepted,233795,Xestia mustelina,Xestia mustelina,NA,
Aeshna septentrionalis,,Azure Darner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnoidea,Aeshnidae,,,Aeshna,septentrionalis,,,,accepted,93444,Aeshna septentrionalis,Aeshna septentrionalis,NA,
Microlinyphia dana,Chamberlin & Ivie,Dana Sheet-web Micro-weaver,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Linyphiidae,Linyphiinae,,Microlinyphia,dana,,,,accepted,225132,Microlinyphia dana,Microlinyphia dana,NA,
Chrysops frigidus,,Frigid Deer Fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,,Tabanidae,Chrysopsinae,Chrysopsini,Chrysops,frigidus,,,,accepted,216866,Chrysops frigidus,Chrysops frigidus,NA,
Archips argyrospila,,Fruit-tree Leafroller Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Tortricoidea,Tortricidae,Tortricinae,Archipini,Archips,argyrospila,,,,accepted,214078,Archips argyrospila,Archips argyrospila,NA,
Habronattus hirsutus,,Hirsute Paradise Spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Plexippini,Habronattus,hirsutus,,,,accepted,220812,Habronattus hirsutus,Habronattus hirsutus,NA,
Zale lunata,,Lunate Zale Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Erebinae,Omopterini,Zale,lunata,,,,accepted,84602,Zale lunata,Zale lunata,NA,
Anthophora terminalis,,Orange-tipped Wood-digger,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Apoidea,Apidae,Apinae,Anthophorini,Anthophora,terminalis,,,,accepted,198854,Anthophora terminalis,Anthophora terminalis,NA,
Chrysops asbestos,,Shining Deer Fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,,Tabanidae,Chrysopsinae,Chrysopsini,Chrysops,asbestos,,,,accepted,216853,Chrysops asbestos,Chrysops asbestos,NA,
Epitheca spinigera,,Spiny Baskettail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libelluloidea,Corduliidae,,,Epitheca,spinigera,,,,accepted,100218,Epitheca spinigera,Epitheca spinigera,NA,
Ischnura erratica,,Swift Forktail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,,Coenagrionoidea,Coenagrionidae,,,Ischnura,erratica,,,,accepted,103486,Ischnura erratica,Ischnura erratica,NA,
Brymblia quadrimaculella,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Gelechioidea,Oecophoridae,Oecophorinae,Oecophorini,Brymblia,quadrimaculella,,,,accepted,215474,Brymblia quadrimaculella,Brymblia quadrimaculella,NA,
Eupithecia olivacea,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Eupitheciini,Eupithecia,olivacea,,,,accepted,348841,Eupithecia olivacea,Eupithecia olivacea,NA,
Habronattus ophrys,,,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Plexippini,Habronattus,ophrys,,,,accepted,220814,Habronattus ophrys,Habronattus ophrys,NA,
Hybomitra californica,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,,Tabanidae,Tabaninae,Tabanini,Hybomitra,californica,,,,accepted,221534,Hybomitra californica,Hybomitra californica,NA,
Phanias albeolus,,,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Dendryphantini,Phanias,albeolus,,,,accepted,202314,Phanias albeolus,Phanias albeolus,NA,
Theridion californicum,,,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Theridiidae,Theridiinae,,Theridion,californicum,,,,accepted,232550,Theridion californicum,Theridion californicum,NA,
Argynnis hydaspe rhodope,,Rhodope Fritillary,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Nymphalidae,Heliconiinae,Argynnini,Argynnis,hydaspe,,Argynnis hydaspe rhodope,,unaccepted,1456680,Argynnis hydaspe rhodope,Argynnis hydaspe rhodope,NA,
Callophrys gryneus plicataria,Johnson,Cedar Hairstreak,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophrys,gryneus,,Callophrys gryneus plicataria,,accepted,234704,Callophrys gryneus plicataria,Callophrys gryneus plicataria,NA,
Plebejus anna ricei,Cross,Rice's Blue,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Plebejus,anna,,Plebejus anna ricei,,accepted,453099,Plebejus anna ricei,Plebejus anna ricei,NA,
Strymon melinus atrofasciata,McDunnough,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Strymon,melinus,,Strymon melinus atrofasciata,,accepted,238732,Strymon melinus atrofasciata,Strymon melinus atrofasciata,NA,
Aeshna tuberculifera,Walker,Black-tipped Darner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnoidea,Aeshnidae,,,Aeshna,tuberculifera,,,,accepted,93448,Aeshna tuberculifera,Aeshna tuberculifera,NA,
Somatochlora walshii,Scudder,Brush-tipped Emerald,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libelluloidea,Corduliidae,,,Somatochlora,walshii,,,,accepted,112809,Somatochlora walshii,Somatochlora walshii,NA,
Sympetrum illotum,Hagen,Cardinal Meadowhawk,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libelluloidea,Libellulidae,,,Sympetrum,illotum,,,,accepted,51555,Sympetrum illotum,Sympetrum illotum,NA,
Anax junius,(Drury),Common Green Darner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnoidea,Aeshnidae,,,Anax,junius,,,,accepted,67731,Anax junius,Anax junius,NA,
Plathemis lydia,Drury,Common Whitetail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libelluloidea,Libellulidae,,,Plathemis,lydia,,,,accepted,84549,Plathemis lydia,Plathemis lydia,NA,
Libellula forensis,Hagen,Eight-spotted Skimmer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libelluloidea,Libellulidae,,,Libellula,forensis,,,,accepted,84369,Libellula forensis,Libellula forensis,NA,
Zoraena dorsalis,,Pacific Spiketail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Cordulegastroidea,Cordulegastridae,,,Zoraena,dorsalis,,,,unaccepted,1578646,Zoraena dorsalis,Zoraena dorsalis,NA,
Zale minerea,Guenée,Colorful Zale Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Erebinae,Omopterini,Zale,minerea,,,,accepted,205300,Zale minerea,Zale minerea,NA,
Palthis angulalis,Hübner,Dark-spotted Palthis Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Herminiinae,,Palthis,angulalis,,,,accepted,128242,Palthis angulalis,Palthis angulalis,NA,
Orgyia pseudotsugata,McDunnough,Douglas-fir tussock moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Lymantriinae,Orgyiini,Orgyia,pseudotsugata,,,,accepted,48907,Orgyia pseudotsugata,Orgyia pseudotsugata,NA,
Polistes aurifer,Saussure,Golden Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Polistinae,Polistini,Polistes,aurifer,,,,accepted,153887,Polistes aurifer,Polistes aurifer,NA,
Rivula propinqualis,Guenée,Spotted Grass Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Rivulinae,,Rivula,propinqualis,,,,accepted,81674,Rivula propinqualis,Rivula propinqualis,NA,
Mischocyttarus flavitarsis,Saussure,Western Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Polistinae,Mischocyttarini,Mischocyttarus,flavitarsis,,,,accepted,68863,Mischocyttarus flavitarsis,Mischocyttarus flavitarsis,NA,
Ancistrocerus albophaleratus,de Saussure,White-banded Potter Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Eumeninae,,Ancistrocerus,albophaleratus,,,,accepted,482636,Ancistrocerus albophaleratus,Ancistrocerus albophaleratus,NA,
Atylotus tingaureus,Philip,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,,Tabanidae,Tabaninae,Tabanini,Atylotus,tingaureus,,,,accepted,214629,Atylotus tingaureus,Atylotus tingaureus,NA,
Cyrtopogon dasylloides,Williston,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,Asiloidea,Asilidae,Brachyrhopalinae,Cyrtopogonini,Cyrtopogon,dasylloides,,,,accepted,1251196,Cyrtopogon dasylloides,Cyrtopogon dasylloides,NA,
Colias occidentalis,Scudder,Western Sulphur,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Pieridae,Coliadinae,Coliadini,Colias,occidentalis,,,,accepted,122368,Colias occidentalis,Colias occidentalis,NA,
Stigmatomma oregonense,,Western Dracula Ant,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Amblyoponinae,,Stigmatomma,oregonense,,,,accepted,458966,Stigmatomma oregonense,Stigmatomma oregonense,NA,
Helcystogramma badia,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Gelechioidea,Gelechiidae,Dichomeridinae,,Helcystogramma,badia,,,,accepted,478744,Helcystogramma badia,Helcystogramma badia,NA,
Ypsolopha falciferella,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Yponomeutoidea,Ypsolophidae,Ypsolophinae,,Ypsolopha,falciferella,,,,accepted,233914,Ypsolopha falciferella,Ypsolopha falciferella,NA,
Bombus insularis,Smith,Indiscriminate Cuckoo Bumble Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Apoidea,Apidae,Apinae,Bombini,Bombus,insularis,,,,accepted,143036,Bombus insularis,Bombus insularis,NA,
Lasius umbratus,Nylander,Yellow Shadow Ant,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Lasiini,Lasius,umbratus,,,,accepted,1079951,Lasius umbratus,Lasius umbratus,NA,
Abagrotis pulchrata,Blackmore,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Abagrotis,pulchrata,,,,accepted,452535,Abagrotis pulchrata,Abagrotis pulchrata,NA,
