"","iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters"
"338","Usnea longissima",122681,"Usnea longissima",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae","","Usnea","longissima","iNat:128618425",49.830988,-123.144525,"2022-07-14",NA,NA,"","false","research",16
"339","Cladonia bellidiflora",123391,"Cladonia bellidiflora",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae","","","Cladonia","bellidiflora","iNat:129771457",49.669297,-123.12967,"2022-07-18",NA,NA,"Tiffany Brunke","false","research",5
"340","Cladonia uncialis",121208,"Cladonia uncialis",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae","","","Cladonia","uncialis","iNat:130387058",49.685417,-123.136908,"2022-07-02",NA,NA,"KennyA","false","research",13
"341","Lobaria linita",224041,"Lobaria linita",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Lobariaceae","","","Lobaria","linita","iNat:131791691",49.82688,-123.124664,"2022-08-20",NA,NA,"","false","research",5115
"342","Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae","","","Cladonia","portentosa","iNat:133091646",49.36528,-123.455658,"2022-08-24",NA,NA,"Laura","false","research",15
"343","Rhizocarpon geographicum",119888,"Rhizocarpon geographicum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Rhizocarpales",NA,NA,NA,"Rhizocarpaceae","","","Rhizocarpon","geographicum","iNat:134133603",49.397882,-123.205222,"2022-09-07",NA,NA,"Randal","false","research",NA
"344","Thamnolia vermicularis",1040929,"Thamnolia vermicularis",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,NA,"Icmadophilaceae","","","Thamnolia","vermicularis","iNat:135754328",49.487583,-123.201483,"2022-09-19",NA,NA,"","false","research",4
"345","Icmadophila ericetorum",119695,"Icmadophila ericetorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,NA,"Icmadophilaceae","","","Icmadophila","ericetorum","iNat:137075035",49.66864,-123.131203,"2022-09-30",NA,NA,"Tse-Lynn Loh","false","research",818
"346","Lobaria pulmonaria",48711,"Lobaria pulmonaria",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Lobariaceae","","","Lobaria","pulmonaria","iNat:140062159",49.377305,-123.334934,"2022-10-26",NA,NA,"Joshua","false","research",10
"347","Platismatia glauca",117874,"Platismatia glauca",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae","","Platismatia","glauca","iNat:140596416",49.33783,-123.26683,"2022-10-30",NA,NA,"Allison McCabe","false","research",914
"348","Platismatia glauca",117874,"Platismatia glauca",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae","","Platismatia","glauca","iNat:142189094",49.34082,-123.267928,"2022-11-16",NA,NA,"Brandon Woo","false","research",4
"349","Peltigera canina",180500,"Peltigera canina",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,NA,"Peltigeraceae","","","Peltigera","canina","iNat:142483899",49.335292,-123.265967,"2022-11-20",NA,NA,"Guerric Haché","false","research",NA
