"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"Dicamptodon tenebrosus","(Baird and Girard, 1852)","","coastal giant salamander","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Caudata","","","Ambystomatidae","",,"Dicamptodon","tenebrosus",,"",,"native","S2S3 (2022)","1-T (2003)","1957-08-24","S. Dodge","LACM","84544",657426880,"2025-06-24","Sean Daniels","iNaturalist","295585195",5230339959,11,"confirmed","observed","",26822,"HER"
"Elgaria coerulea","(Wiegmann, 1828)","","northern alligator lizard","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Squamata","Sauria","","Anguidae","Gerrhonotinae",,"Elgaria","coerulea",,"",,"native","S4 (2018)","","1818-06-20","","MVZ","MVZ:Herp:16960",5146986009,"2025-07-28","terrysamson","iNaturalist","301943874",5238179679,1286,"confirmed","observed","",32064,"HER"
"Ensatina eschscholtzii","Gray, 1850","","ensatina","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Caudata","","","Plethodontidae","Plethodontinae",,"Ensatina","eschscholtzii",,"",,"native","S4 (2022)","","1920-06-24","E.C. Van Dyke","CAS","48915",543635527,"2025-07-06","Jani","iNaturalist","295749611",5217055925,644,"confirmed","observed","",27250,"HER"
"Lepidochelys olivacea","(Eschscholtz, 1829)","","olive ridley sea turtle","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Testudines","Cryptodira","Chelonioidea","Cheloniidae","",,"Lepidochelys","olivacea",,"",,"accidental","SNA (2018)","","2019-09-30","gavinh","iNaturalist","33769285",2429350393,"2019-09-30","gavinh","iNaturalist","33769285",2429350393,1,"new 2019","observed","",39670,"HER"
"Lithobates catesbeianus","(Shaw, 1802)","","American bullfrog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura","","","Ranidae","",,"Lithobates","catesbeianus",,"",,"exotic","SNA (2021)","","1941-07-08","I.McT. Cowan","UBCBBM","H001126",1291994620,"2025-07-29","mhogg234","iNaturalist","302179976",5237998836,1888,"confirmed","observed","",65979,"HER"
"Lithobates clamitans","(Latreille, 1801)","","green frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura","","","Ranidae","",,"Lithobates","clamitans",,"",,"exotic","SNA (2021)","","1920-08-18","F N BLANCHARD","UMMZ","97212",1987212795,"2025-07-26","O’Breham Family","iNaturalist","301297255",5238448381,760,"confirmed","observed","",65982,"HER"
"Lithobates pipiens","(Schreber, 1782)","","northern leopard frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura","","","Ranidae","",,"Lithobates","pipiens",,"",,"native","S1 (2021)","1-E (2003)","1965-03-29","B. Mide","UBCBBM","H001450",1291994957,"2018-08-23","Isabel Ohanjanian","RBCM","2168",1986822090,7,"confirmed","unobserved","",66003,"HER"
"Lithobates sylvaticus","(LeConte, 1825)","","wood frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura","","","Ranidae","",,"Lithobates","sylvaticus",,"",,"native","S4S5 (2022)","","1965-07-30","Cook, Francis R.;Powell, C. Bruce","CMN","CMNAR 8663",1804131360,"1965-07-30","Cook, Francis R.;Powell, C. Bruce","CMN","CMNAR 8663",1804131360,1,"reported","unobserved","",66012,"HER"
"Pituophis catenifer deserticola","(Blainville, 1835)","Stejneger, 1893","gopher snake","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Squamata","Serpentes","","Colubridae","Colubrinae",,"Pituophis","catenifer",,"deserticola",,"native","S3 (2018)","1-T (2005)","1964-07-26","MacDonald, Stewart D.","CMN","CMNAR 8136",1804133545,"2024-05-23","Queezergal","iNaturalist","217888270",4872093396,8,"confirmed","observed","",29049,"HER"
"Plethodon vehiculum","(Cooper, 1860)","","western red-backed salamander","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Caudata","","","Plethodontidae","Plethodontinae",,"Plethodon","vehiculum",,"",,"native","S4 (2022)","","1901-05-04","","USNM","USNM 29616",1321194750,"2025-07-05","isaac98h","iNaturalist","295487211",5230607919,850,"confirmed","observed","",27194,"HER"
"Podarcis muralis","(Laurenti, 1768)","","common wall lizard","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Squamata","Sauria","","Lacertidae","",,"Podarcis","muralis",,"",,"exotic","SNA (2018)","","2001-07-12","David Cunnington & Kathy Paige","LACM","153113",657495486,"2025-07-27","humon","iNaturalist","301849675",5237663683,1863,"confirmed","observed","",55990,"HER"
"Pseudacris regilla","(Baird & Girard, 1852)","","northern Pacific tree frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura","","","Hylidae","Acridinae",,"Pseudacris","regilla",,"",,"native","S5 (2016)","","1818-06-20","","MVZ","MVZ:Herp:16959",5147100007,"2025-07-28","Liam Ragan","iNaturalist","302023141",5238274785,3895,"confirmed","observed","",24259,"HER"
"Rana aurora","Baird and Girard, 1852","","northern red-legged frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura","","","Ranidae","",,"Rana","aurora",,"",,"native","S3 (2022)","1-SC (2005)","1818-06-20","","MVZ","MVZ:Herp:16957",5146986008,"2025-07-28","August Caddel","iNaturalist","301937917",5237726718,1456,"confirmed","observed","",25545,"HER"
"Rana luteiventris","Thompson, 1913","","Columbia spotted frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura","","","Ranidae","",,"Rana","luteiventris",,"",,"native","S4S5 (2022)","","1964-06-01","MacDonald, Stewart D.","CMN","CMNAR 7919",1804108364,"2025-07-17","Aiva Noringseth","iNaturalist","298952003",5231581737,41,"confirmed","observed","",25588,"HER"
"Rana pretiosa","Baird & Girard, 1853","","Oregon spotted frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura","","","Ranidae","",,"Rana","pretiosa",,"",,"native","S1 (2022)","1-E (2003)","1951-03-28","G.S.","UBCBBM","H001048",1291994580,"1979-08-21","Green, David M.","CMN","CMNAR 35973",1804126819,19,"reported","unobserved","",25542,"HER"
"Sceloporus occidentalis","Baird and Girard, 1852","","western fence lizard","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Squamata","Sauria","","Phrynosomatidae","",,"Sceloporus","occidentalis",,"",,"exotic","unlisted","","2020-05-23","sculpin_saves","iNaturalist","47077052",2634267219,"2025-05-24","Gavin Gannon","iNaturalist","283766836",5176900767,34,"new 2020","observed","",36204,"HER"
"Taricha granulosa","(Skilton, 1849)","","rough-skinned newt","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Caudata","","","Salamandridae","Pleurodelinae",,"Taricha","granulosa",,"",,"native","S4S5 (2016)","","1818-06-20","","MVZ","MVZ:Herp:16950",5146983009,"2025-07-18","kathleen wright","iNaturalist","299061125",5231662746,1717,"confirmed","observed","",27826,"HER"
"Thamnophis elegans","(Baird & Girard, 1853","","wandering garter snake","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Squamata","Serpentes","","Colubridae","Natricinae",,"Thamnophis","elegans",,"",,"native","S5 (2018)","","1818-06-20","","MVZ","MVZ:Herp:17009",5147227006,"2025-07-24","Jonah Timms","iNaturalist","301749566",5237972537,1020,"confirmed","observed","",28403,"HER"
"Thamnophis ordinoides","(Baird & Girard, 1852)","","northwestern garter snake","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Squamata","Serpentes","","Colubridae","Natricinae",,"Thamnophis","ordinoides",,"",,"native","S4 (2018)","","1818-06-20","","MVZ","MVZ:Herp:16993",5146986010,"2025-07-29","mtdillon","iNaturalist","302185476",5238256897,2404,"confirmed","observed","",28389,"HER"
"Thamnophis sirtalis fitchi","(Linnaeus, 1758)","Fox, 1951","valley garter snake","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Squamata","Serpentes","","Colubridae","Natricinae",,"Thamnophis","sirtalis",,"fitchi",,"native","S5 (2018)","","1976-09-09","Schueler, Frederick W.","CMN","CMNAR 18650",1804106625,"2025-07-28","danhikes","iNaturalist","302121832",5238067851,262,"confirmed","observed","",28371,"HER"
"Thamnophis sirtalis pickeringii","(Linnaeus, 1758)","(Baird & Girard, 1853)","Puget Sound garter snake","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Squamata","Serpentes","","Colubridae","Natricinae",,"Thamnophis","sirtalis",,"pickeringii",,"native","S5 (2018)","","1920-08-18","F.N. Blanchard","CAS","54570",543641811,"2025-06-25","jmcinnes","iNaturalist","292761868",5217161144,367,"confirmed","observed","",28363,"HER"
"Trachemys scripta","(Thunberg In Schoepff, 1792)","","common slider","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Testudines","Cryptodira","","Emydidae","Deirochelyinae",,"Trachemys","scripta",,"",,"exotic","SNA (2018)","","1995-05-27","dityson","iNaturalist","261869933",5070063257,"2025-07-29","Ted Goshulak","iNaturalist","302156961",5238192874,1417,"confirmed","observed","",39782,"HER"
