Taxon,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial,National.S,latitude,longitude,geoprivacy,private_la,private_lo,id
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,49.000733330000000,-123.584070000000000,,NA,NA,109621680
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.864341670000000,-123.330880000000000,,NA,NA,109624679
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.863705340000000,-123.368749400000000,,NA,NA,110932100
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.863846310000000,-123.365037200000000,,NA,NA,111610110
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.861250610000000,-123.364863700000000,,NA,NA,111867202
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.985055460000000,-123.550650400000000,,NA,NA,111965326
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.866331670000000,-123.334265000000000,,NA,NA,114482503
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.866511670000000,-123.332686700000000,,NA,NA,117176169
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.988547550000000,-123.562966800000000,,NA,NA,117239082
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.888265000000000,-123.336333300000000,,NA,NA,121538491
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.916865540000000,-123.413560900000000,,NA,NA,121638275
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.863023330000000,-123.350991700000000,,NA,NA,122258285
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.924196120000000,-123.461985800000000,,NA,NA,123934401
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.957746580000000,-123.542774800000000,,NA,NA,123934437
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.990513190000000,-123.560825400000000,,NA,NA,126719826
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.993153330000000,-123.581695000000000,,NA,NA,129717744
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.866413330000000,-123.356588300000000,,NA,NA,132887366
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.929718530000000,-123.473223900000000,,NA,NA,134336184
Acer macrophyllum,Acer,macrophyllum,,,,native,S5,,48.892078330000000,-123.386566700000000,,NA,NA,135830358
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.933219000000000,-123.480105000000000,,NA,NA,2567650
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.930236000000000,-123.467016000000000,,NA,NA,2567732
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.868972000000000,-123.342927000000000,,NA,NA,2583396
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.947500000000000,-123.489654000000000,,NA,NA,2583446
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.865592000000000,-123.352069000000000,,NA,NA,2622649
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.897777000000000,-123.368418000000000,,NA,NA,2886974
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.868870000000000,-123.327026000000000,,NA,NA,2889829
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.866116670000000,-123.322175000000000,,NA,NA,2959086
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.916645000000000,-123.424273000000000,,NA,NA,3093558
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.934009000000000,-123.471887000000000,,NA,NA,3104473
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.948469000000000,-123.503151000000000,,NA,NA,3403001
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.869185240000000,-123.346359700000000,,NA,NA,3649997
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.868890250000000,-123.346141400000000,,NA,NA,5652958
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.867820120000000,-123.337197300000000,,NA,NA,5655030
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.906225920000000,-123.360672000000000,,NA,NA,5885595
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.906282330000000,-123.358955400000000,,NA,NA,5885684
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.904688560000000,-123.357871800000000,,NA,NA,5900167
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.901345700000000,-123.364856200000000,,NA,NA,5953019
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.898863090000000,-123.353912800000000,,NA,NA,5953037
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.897903870000000,-123.362978700000000,,NA,NA,5993182
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.901261070000000,-123.364362700000000,,NA,NA,6020011
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.976160890000000,-123.548855800000000,,NA,NA,6085934
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.970639560000000,-123.542718900000000,,NA,NA,6216787
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.901853490000000,-123.364234000000000,,NA,NA,6216796
Achlys triphylla,Achlys,triphylla,,,,native,S5,,49.011795350000000,-123.574218800000000,,NA,NA,6309411
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.963990620000000,-123.548555400000000,,NA,NA,6391055
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.943192880000000,-123.484139400000000,,NA,NA,6411180
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.866500000000000,-123.350669000000000,,NA,NA,6532263
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.972264470000000,-123.554649400000000,,NA,NA,6611381
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.867700500000000,-123.343105100000000,,NA,NA,10407071
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.872655560000000,-123.338975000000000,,NA,NA,12068657
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.911310000000000,-123.396346000000000,,NA,NA,12314621
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.875487000000000,-123.342487000000000,,NA,NA,12631321
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.872403000000000,-123.342645000000000,,NA,NA,12762431
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.874773000000000,-123.336339000000000,,NA,NA,12762981
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.874510000000000,-123.333783000000000,,NA,NA,12763275
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.877446000000000,-123.337105000000000,,NA,NA,12774064
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.874077000000000,-123.342488000000000,,NA,NA,12791290
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.868534000000000,-123.338467000000000,,NA,NA,12816597
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.874461000000000,-123.340914000000000,,NA,NA,13962977
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.898076670000000,-123.344923300000000,,NA,NA,13972287
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.985424740000000,-123.559515500000000,,NA,NA,15412692
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.991918420000000,-123.570659300000000,,NA,NA,16309750
Achlys triphylla,Achlys,triphylla,,,,native,S5,,49.000319450000000,-123.571061700000000,,NA,NA,21351511
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.872802780000000,-123.339041700000000,,NA,NA,21993618
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.877385000000000,-123.323365000000000,,NA,NA,23812439
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.869995000000000,-123.342268300000000,,NA,NA,23844694
Achlys triphylla,Achlys,triphylla,,,,native,S5,,49.002826520000000,-123.574567100000000,,NA,NA,24497660
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.899316030000000,-123.406754700000000,,NA,NA,24624372
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.901068910000000,-123.350965900000000,,NA,NA,24652670
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.912463810000000,-123.387128100000000,,NA,NA,24653155
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962458330000000,-123.517875000000000,,NA,NA,24663835
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962380560000000,-123.517747200000000,,NA,NA,24663853
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962563890000000,-123.517958300000000,,NA,NA,24663862
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.963136110000000,-123.515791700000000,,NA,NA,24665175
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.963077780000000,-123.516272200000000,,NA,NA,24665264
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.964397220000000,-123.517127800000000,,NA,NA,24673986
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962822220000000,-123.519791700000000,,NA,NA,24674141
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962566670000000,-123.519875000000000,,NA,NA,24674173
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.896858330000000,-123.407800000000000,,NA,NA,24677345
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.895752780000000,-123.406966700000000,,NA,NA,24677368
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.895894440000000,-123.407027800000000,,NA,NA,24677374
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.896819440000000,-123.407913900000000,,NA,NA,24677375
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.896469440000000,-123.407830600000000,,NA,NA,24677466
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.896738890000000,-123.407913900000000,,NA,NA,24677481
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.895216670000000,-123.408286100000000,,NA,NA,24677487
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.896916670000000,-123.408041700000000,,NA,NA,24677503
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.897141670000000,-123.408425000000000,,NA,NA,24677520
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.895722220000000,-123.406997200000000,,NA,NA,24677564
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.897147220000000,-123.408408300000000,,NA,NA,24677595
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.894961110000000,-123.406516700000000,,NA,NA,24677600
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.900652780000000,-123.403969400000000,,NA,NA,24683940
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962416670000000,-123.517861100000000,,NA,NA,24684028
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.897883330000000,-123.401603300000000,,NA,NA,24687775
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.900799150000000,-123.403873100000000,,NA,NA,24690048
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962441670000000,-123.517350000000000,,NA,NA,24698465
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.897813330000000,-123.401623300000000,,NA,NA,24699761
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.866072220000000,-123.331725000000000,,NA,NA,24702381
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.901289990000000,-123.404132800000000,,NA,NA,24709096
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962466670000000,-123.517966700000000,,NA,NA,24709613
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.964463470000000,-123.516959100000000,,NA,NA,24710321
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.901067190000000,-123.406631700000000,,NA,NA,24715370
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.901285840000000,-123.403721500000000,,NA,NA,24715794
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.954720380000000,-123.523978300000000,,NA,NA,24772182
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.963225000000000,-123.516406700000000,,NA,NA,24870164
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.890585960000000,-123.406745700000000,,NA,NA,24870726
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962393220000000,-123.517871700000000,,NA,NA,24919793
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962350980000000,-123.517761900000000,,NA,NA,24940405
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962698780000000,-123.517678800000000,,NA,NA,24940425
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.896217430000000,-123.409639700000000,,NA,NA,24942629
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.899531420000000,-123.404065500000000,,NA,NA,25478399
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.899816910000000,-123.405736800000000,,NA,NA,25478686
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.978733160000000,-123.556267000000000,,NA,NA,25479678
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.979354170000000,-123.557602800000000,,NA,NA,25480002
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.979131920000000,-123.557395200000000,,NA,NA,25480186
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.979105520000000,-123.557499500000000,,NA,NA,25480417
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.979307230000000,-123.557388700000000,,NA,NA,25480474
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.900577780000000,-123.406005600000000,,NA,NA,25560952
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.900938890000000,-123.403877800000000,,NA,NA,25560953
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.963172220000000,-123.516616700000000,,NA,NA,25595841
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.962444440000000,-123.517747200000000,,NA,NA,25595843
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.865241670000000,-123.332025000000000,,NA,NA,25658070
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.866091670000000,-123.331611100000000,,NA,NA,25658072
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.871116160000000,-123.346852800000000,,NA,NA,42363919
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.869471670000000,-123.342516700000000,,NA,NA,43252967
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.879294000000000,-123.336333000000000,,NA,NA,43748960
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.999434190000000,-123.574265600000000,,NA,NA,44275659
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.958115150000000,-123.509313900000000,,NA,NA,44569691
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.948308670000000,-123.503202200000000,,NA,NA,44576081
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.943341670000000,-123.487196700000000,,NA,NA,45848889
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.900035860000000,-123.342430100000000,,NA,NA,51325439
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.928553690000000,-123.468988200000000,,NA,NA,54675260
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.876903330000000,-123.359008300000000,,NA,NA,56581128
Achlys triphylla,Achlys,triphylla,,,,native,S5,,49.006418480000000,-123.567013000000000,,NA,NA,57063733
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.976919350000000,-123.550957900000000,,NA,NA,59926624
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.871472220000000,-123.346213900000000,,NA,NA,73880781
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.900188330000000,-123.342445000000000,,NA,NA,75131392
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.887336670000000,-123.335463300000000,,NA,NA,76002629
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.887248330000000,-123.362396700000000,,NA,NA,83097991
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.865198010000000,-123.352695200000000,,NA,NA,83596915
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.868415100000000,-123.343911100000000,,NA,NA,83597094
Achlys triphylla,Achlys,triphylla,,,,native,S5,,49.003791560000000,-123.566435000000000,,NA,NA,83606641
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.928011620000000,-123.467344100000000,,NA,NA,84073773
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.930854710000000,-123.467924300000000,,NA,NA,84340337
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.928271320000000,-123.467714600000000,,NA,NA,84375740
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.927470510000000,-123.468451600000000,,NA,NA,84485657
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.927752770000000,-123.463974600000000,,NA,NA,84582509
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.929336670000000,-123.472480000000000,,NA,NA,84593018
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.927721670000000,-123.468383300000000,,NA,NA,84634945
Achlys triphylla,Achlys,triphylla,,,,native,S5,,49.003669450000000,-123.567946700000000,,NA,NA,85685570
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.874313330000000,-123.319683300000000,,NA,NA,86360316
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.929388330000000,-123.450530000000000,,NA,NA,87486379
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.977222220000000,-123.554283300000000,,NA,NA,89513173
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.977063330000000,-123.554156700000000,,NA,NA,89513178
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.948911110000000,-123.482305600000000,,NA,NA,91588660
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.994635000000000,-123.562890000000000,,NA,NA,94679733
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.994533750000000,-123.562800400000000,,NA,NA,94679739
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.994198130000000,-123.556165900000000,,NA,NA,94679770
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.987098330000000,-123.548390000000000,,NA,NA,100641827
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.871963000000000,-123.346728000000000,,NA,NA,109463259
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.878730000000000,-123.341163300000000,,NA,NA,109597040
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.950513300000000,-123.492620300000000,,NA,NA,117325528
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.876242860000000,-123.371536800000000,,NA,NA,118608396
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.869336670000000,-123.343430000000000,,NA,NA,120702208
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.888265000000000,-123.336333300000000,,NA,NA,121538490
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.862846670000000,-123.350463300000000,,NA,NA,121538575
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.915799500000000,-123.420329900000000,,NA,NA,121638302
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.945045000000000,-123.479370000000000,,NA,NA,121964069
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.862983010000000,-123.350601100000000,,NA,NA,122258255
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.862843780000000,-123.351224600000000,,NA,NA,122258268
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.985105460000000,-123.555801900000000,,NA,NA,126719234
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.876800000000000,-123.367766700000000,,NA,NA,129586011
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.876465000000000,-123.367603300000000,,NA,NA,129778455
Achlys triphylla,Achlys,triphylla,,,,native,S5,,49.011475000000000,-123.574341700000000,,NA,NA,137666046
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.930368000000000,-123.476266000000000,,NA,NA,2617636
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.926808000000000,-123.466395000000000,,NA,NA,2621629
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.867718000000000,-123.340087000000000,,NA,NA,3041225
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.916250000000000,-123.424959000000000,,NA,NA,3094376
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.916870000000000,-123.423243000000000,,NA,NA,3098531
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.915924000000000,-123.425292000000000,,NA,NA,3340625
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.867594440000000,-123.339866700000000,,NA,NA,6161011
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.867255520000000,-123.338141400000000,,NA,NA,6217224
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.867227290000000,-123.338077100000000,,NA,NA,6217925
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866634460000000,-123.375670900000000,,NA,NA,6411591
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866956060000000,-123.341275000000000,,NA,NA,16310362
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866956060000000,-123.341275000000000,,NA,NA,16310364
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.956750000000000,-123.528846700000000,,NA,NA,22182742
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.901359510000000,-123.406313400000000,,NA,NA,24715271
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.867060890000000,-123.375812600000000,,NA,NA,25479102
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866766110000000,-123.340338100000000,,NA,NA,43252998
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.869444600000000,-123.378508600000000,,NA,NA,46839110
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.886768330000000,-123.373285000000000,,NA,NA,53022053
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.870646670000000,-123.380661700000000,,NA,NA,79421991
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,49.000294450000000,-123.561638300000000,,NA,NA,84599515
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866231670000000,-123.374673300000000,,NA,NA,114122135
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.863365000000000,-123.363006700000000,,NA,NA,116636233
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866110000000000,-123.369058300000000,,NA,NA,120470349
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.939900000000000,-123.502786100000000,,NA,NA,120768674
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.871500860000000,-123.386089600000000,,NA,NA,120973095
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.869999930000000,-123.380000000000000,,NA,NA,121008246
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.985449000000000,-123.559939000000000,,NA,NA,3296016
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.932492000000000,-123.483324000000000,,NA,NA,3319316
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.932492000000000,-123.483324000000000,,NA,NA,3319770
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.951200000000000,-123.516369000000000,,NA,NA,3555274
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.951200000000000,-123.516369000000000,,NA,NA,3555889
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,49.003481000000000,-123.575037000000000,,NA,NA,3890880
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,49.011795350000000,-123.574218800000000,,NA,NA,6309409
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.984174000000000,-123.568039000000000,,NA,NA,11039747
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.874896000000000,-123.341813000000000,,NA,NA,12631213
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.867816190000000,-123.339099200000000,,NA,NA,12817022
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,49.009577120000000,-123.577590500000000,,NA,NA,24497720
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.896503330000000,-123.402983300000000,,NA,NA,24639778
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.963702780000000,-123.515372200000000,,NA,NA,24666666
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.963947220000000,-123.515502800000000,,NA,NA,24666713
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.963733330000000,-123.515572200000000,,NA,NA,24666714
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.962486110000000,-123.519883300000000,,NA,NA,24674148
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.900894440000000,-123.406738900000000,,NA,NA,24676887
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.896766670000000,-123.408019400000000,,NA,NA,24677392
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.897072220000000,-123.408333300000000,,NA,NA,24677406
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.897358330000000,-123.408363900000000,,NA,NA,24677433
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.896911110000000,-123.407738900000000,,NA,NA,24677493
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.900344500000000,-123.405464200000000,,NA,NA,24690102
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.900413660000000,-123.404190900000000,,NA,NA,24709119
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.900940960000000,-123.406769500000000,,NA,NA,24714974
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.900298030000000,-123.406501600000000,,NA,NA,24715302
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.901094140000000,-123.404596400000000,,NA,NA,24939389
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.963873550000000,-123.515309500000000,,NA,NA,24941225
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.896283730000000,-123.409444300000000,,NA,NA,24942645
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.899272840000000,-123.403710700000000,,NA,NA,25478213
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.899679700000000,-123.404450100000000,,NA,NA,25478431
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.979265450000000,-123.557090200000000,,NA,NA,25479213
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.978843210000000,-123.555755100000000,,NA,NA,25479497
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.963519440000000,-123.515122200000000,,NA,NA,25595374
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.950634400000000,-123.515606200000000,,NA,NA,26161299
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.899156380000000,-123.404079200000000,,NA,NA,27756366
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.901174780000000,-123.405422700000000,,NA,NA,32128792
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,49.006153360000000,-123.576806500000000,,NA,NA,54417424
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.929000150000000,-123.469149300000000,,NA,NA,54691697
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.865198010000000,-123.352695200000000,,NA,NA,83596920
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.927952530000000,-123.468111900000000,,NA,NA,84486648
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.927893620000000,-123.467645500000000,,NA,NA,84749801
