gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,taxonName,infraTaxonName,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,selectedName
1929065818,d415c253-4d61-4459-9d25-4015b9084fb0,5bccd914-a967-4aaa-a2ed-4158c3aabb63,Plantae,Bryophyta,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,Fontinalis antipyretica,,SPECIES,"Fontinalis antipyretica Hedwig, 1801",Fontinalis antipyretica Hedw.,Hedw.,CA,New Westminster.,British Columbia,PRESENT,NA,ae447c50-b8a8-11d8-92a4-b8a03c50a862,49.77,-123.15,NA,NA,NA,NA,NA,NA,1916-06-01T00:00:00,NA,6,1916,2673408,2673408,PRESERVED_SPECIMEN,NY,NY,167031,,,,CC0_1_0,The New York Botanical Garden,Macoun,,,2022-12-06T15:10:54.157Z,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY,Fontinalis antipyretica,,accepted,123790,Fontinalis antipyretica,Fontinalis antipyretica
1930692744,d415c253-4d61-4459-9d25-4015b9084fb0,ceec0c49-fdfb-4d91-97aa-2fa0d4a1461f,Plantae,Bryophyta,Bryopsida,Leucodontales,Neckeraceae,Porothamnium,Porothamnium bigelovii,,SPECIES,Porotrichum bigelovii (Sull.) Kindb.,Porotrichum bigelovii (Sull.) Kindb.,(Sull.) Kindb.,CA,New Westminster.,British Columbia,PRESENT,NA,ae447c50-b8a8-11d8-92a4-b8a03c50a862,49.77,-123.15,NA,NA,NA,NA,NA,NA,1916-06-01T00:00:00,NA,6,1916,4279434,2678489,PRESERVED_SPECIMEN,NY,NY,157360,,,,CC0_1_0,The New York Botanical Garden,J. Macoun,,,2022-12-06T15:11:08.012Z,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY,Porothamnium bigelovii,,accepted,487330,Porothamnium bigelovii,Porothamnium bigelovii
1987765123,4edd9396-59df-4b01-9e29-dc21a59f9963,CA8BA611-55BC-2B4A-9FD5-C54AB7C77D6E,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum condensatum,,SPECIES,Dicranum sabuletorum Renauld & Cardot,Dicranum sabuletorum Ren. & Card.,Ren. & Card.,CA,"Richmond Co., Gibsons Pond, 7.5 mi E of Rockingham",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.4,-123.51,730,NA,NA,NA,NA,NA,1976-05-05T00:00:00,5,5,1976,4278758,2675489,PRESERVED_SPECIMEN,ca.ubc,UBCBryophytes,B66049,22183,,,CC0_1_0,University of British Columbia,"Lewis E. Anderson, D. Lane & A. Stoneburner",,,2022-11-25T04:21:50.154Z,,INSTITUTION_MATCH_NONE,Dicranum condensatum,,accepted,161854,Dicranum condensatum,Dicranum condensatum
1988129961,07fd0d79-4883-435f-bba1-58fef110cd13,A1D9015B-13A5-F344-AC08-91CD76A91610,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia exigua,glauca,SUBSPECIES,Claytonia exigua subsp. glauca (Nutt. ex Torr. & A.Gray) John M.Mill. & K.L.Chambers,Claytonia exigua Douglas ex Torr. & A. Gray subsp. glauca (Nutt. ex Torr. & A. Gray) John M. Mill. & K.L. Chambers,(Nutt. ex Torr. & A. Gray) John M. Mill. & K.L. Chambers,CA,"Saanich Peninsula, Mount Work",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.533333,-123.483333,NA,NA,NA,NA,NA,NA,1992-05-01T00:00:00,1,5,1992,4022126,3084730,PRESERVED_SPECIMEN,ca.ubc,UBCVascular,V212171,12571,Fred R. Ganders,1999-01-01T00:00:00,CC0_1_0,University of British Columbia,G.W. Douglas,,,2022-11-24T21:53:43.761Z,,GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;INSTITUTION_MATCH_NONE,Claytonia exigua,Claytonia exigua ssp. glauca,accepted,57229,Claytonia exigua glauca,Claytonia exigua ssp. glauca
2251215368,040c5662-da76-4782-a48e-cdea1892d14c,http://bins.boldsystems.org/index.php/Public_RecordView?processid=PCUBC080-14,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Montia,Montia diffusa,,SPECIES,Montia diffusa (Nutt.) Greene,Montia diffusa,,CA,"Saanich Peninsula, Mount Work",British Columbia,PRESENT,NA,b3bf3a83-1f68-4541-a03f-330d30d567f5,49.533,-123.483,NA,NA,195,0,NA,NA,1992-05-01T00:00:00,1,5,1992,5384298,5384298,MATERIAL_SAMPLE,,,V211748,,Curtis R. Bjork,,CC_BY_4_0,Barcode of Life Datasystems,G. W. Douglas,,,2022-12-01T20:30:49.878Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,Montia diffusa,,accepted,78120,Montia diffusa,Montia diffusa
1988116891,07fd0d79-4883-435f-bba1-58fef110cd13,B404613E-FD7A-754B-8651-6423B1B5BE16,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Montia,Montia parvifolia,flagellaris,VARIETY,Montia parvifolia var. flagellaris (Bong.) C.L.Hitchc.,Montia parvifolia (Moc. ex DC.) Greene var. flagellaris C.L. Hitchc.,C.L. Hitchc.,CA,"Saanich Peninsula, Mount Work",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.533333,-123.483333,NA,NA,NA,NA,NA,NA,1992-05-01T00:00:00,1,5,1992,5646563,5384300,PRESERVED_SPECIMEN,ca.ubc,UBCVascular,V211748,12573,Frank Lomer,2022-01-01T00:00:00,CC0_1_0,University of British Columbia,George W. Douglas,,,2022-11-24T21:53:37.670Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;INSTITUTION_MATCH_NONE,Montia parvifolia,Montia parvifolia var. flagellaris,accepted,237322,Montia parvifolia,Montia parvifolia
3820691438,d7c12830-c244-4cf7-b863-7dc909c83fc8,{580A0C3D-F1FA-4797-99A0-14ACCF1F5F57},Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Lepidozia,Lepidozia reptans,,SPECIES,Lepidozia reptans (L.) Dumort.,Lepidozia reptans,,CA,"Saanich Peninsula, Thomas Fransis Park e. Pike Lake; Red Cedar swamp.",British Columbia,PRESENT,NA,ac5e8480-3714-11da-bc2e-b8a03c50a862,49.483333,-123.45,805,NA,NA,NA,NA,NA,1969-06-19T00:00:00,19,6,1969,2689102,2689102,PRESERVED_SPECIMEN,OSU,B,,2528,"Halbert, R.",1969-01-01T00:00:00,CC_BY_NC_4_0,Oregon State University,"R. L. Halbert; R. Halbert, N. Price",,,2022-12-12T00:36:55.960Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;DIFFERENT_OWNER_INSTITUTION,Lepidozia reptans,,accepted,123769,Lepidozia reptans,Lepidozia reptans
1091071802,8a43c2b7-5976-457d-9f35-a232655efdcc,212cf168-5ce5-428e-afe9-30fda5efd392,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Leptodictyum,Leptodictyum riparium,,SPECIES,"Leptodictyum riparium Warnstorf, 1906",Leptodictyum riparium (Hedw.) Warnst.,(Hedw.) Warnst.,CA,"Saanich Peninsula, Thomas Fransis Park East of Pike Lake",British Columbia,PRESENT,NA,7b8aff00-a9f8-11d8-944b-b8a03c50a862,49.483333,-123.45,NA,NA,NA,NA,NA,NA,1969-06-19T00:00:00,19,6,1969,2673526,2673526,PRESERVED_SPECIMEN,F,Botany,C1039928F,2523,,,CC0_1_0,The Field Museum,R. Halbert,,,2022-11-25T07:46:21.814Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;AMBIGUOUS_COLLECTION,Leptodictyum riparium,,accepted,164546,Leptodictyum riparium,Leptodictyum riparium
1987933690,4edd9396-59df-4b01-9e29-dc21a59f9963,0096A732-5757-474E-A598-7E3B644103B8,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania,Frullania bolanderi,,SPECIES,Frullania bolanderi Austin,Frullania bolanderi Aust.,Aust.,CA,"Saanich Peninsula, trail to summit of Mt.Finlayson, Vancouver Island",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.5,-123.5,7303,NA,NA,NA,NA,NA,1969-05-27T00:00:00,27,5,1969,4277001,4277001,PRESERVED_SPECIMEN,ca.ubc,UBCBryophytes,B121770,2137,,,CC0_1_0,University of British Columbia,"R.L. Halbert, N. Price",,,2022-11-25T04:21:51.355Z,,GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;INSTITUTION_MATCH_NONE,Frullania bolanderi,,accepted,56517,Frullania bolanderi,Frullania bolanderi
1949600445,2d18c666-ee2b-40a3-a708-280ea19c0fbc,RBCM:Botany:V151479,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lapsana,Lapsana communis,,SPECIES,Lapsana communis L.,Lapsana communis L.,L.,CA,Saanich; Elk Lake: at Eagle Beach,British Columbia,PRESENT,1,cc6110c7-f75c-47c8-8931-f7dd3f324777,49.533333,-123.4,NA,NA,NA,NA,NA,NA,1991-09-08T00:00:00,8,9,1991,3134857,3134857,PRESERVED_SPECIMEN,RBCM,V,V151479,91-372,T. Brayshaw,1991-01-01T00:00:00,CC_BY_4_0,Royal BC Museum,T. Brayshaw,,,2022-11-25T03:08:51.060Z,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;DIFFERENT_OWNER_INSTITUTION,Lapsana communis,,accepted,55981,Lapsana communis,Lapsana communis
1949622340,2d18c666-ee2b-40a3-a708-280ea19c0fbc,RBCM:Botany:V174066,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,Myosotis scorpioides,,SPECIES,Myosotis scorpioides L.,Myosotis scorpioides L.,L.,CA,Saanich; John Dean Park: John Dean Park pond,British Columbia,PRESENT,1,cc6110c7-f75c-47c8-8931-f7dd3f324777,49.615833,-123.455833,NA,NA,NA,NA,NA,NA,1979-07-05T00:00:00,5,7,1979,5341184,5341184,PRESERVED_SPECIMEN,RBCM,V,V174066,3088,Patrick Warrington,1979-01-07T00:00:00,CC_BY_4_0,Royal BC Museum,Patrick Warrington; Rick Harcombe,,,2022-11-25T03:08:47.614Z,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;DIFFERENT_OWNER_INSTITUTION,Myosotis scorpioides,,accepted,49130,Myosotis scorpioides,Myosotis scorpioides
2005567377,16630817-fd43-49d6-bfff-ae5ffa473724,20837cc5-a6d2-4ec5-9c2a-c878db6e9ca7,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum palustre,,SPECIES,"Sphagnum palustre L., 1753",Sphagnum palustre,L.,CA,"Safety Cove, Calvert I.",British Columbia,PRESENT,NA,61c539d8-47e0-4b82-875f-b95aad66dcd4,49.413889,-123.313889,647,NA,NA,NA,NA,NA,1970-04-11T00:00:00,11,4,1970,2669006,2669006,PRESERVED_SPECIMEN,TENN,,TENN-B-0051176,40868,,,CC_BY_4_0,,W.B. Schofield,,,2022-12-12T16:36:48.983Z,StillImage,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE,Sphagnum palustre,,accepted,169228,Sphagnum palustre,Sphagnum palustre
1987901671,4edd9396-59df-4b01-9e29-dc21a59f9963,267938E0-C5FF-1643-B0F2-C8BE8725554D,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,Cephaloziella divaricata,,SPECIES,Cephaloziella divaricata (Sm.) Schiffn.,Cephaloziella divaricata (Sm.) Schiffn.,(Sm.) Schiffn.,CA,Vancouver,British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.4,-123.3,7303,NA,NA,NA,NA,NA,1991-04-19T00:00:00,19,4,1991,2688993,2688993,PRESERVED_SPECIMEN,ca.ubc,UBCBryophytes,B139425,s.n.,,,CC0_1_0,University of British Columbia,W.B. Schofield,,,2022-11-25T04:21:46.580Z,,GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;INSTITUTION_MATCH_NONE,Cephaloziella divaricata,,accepted,56495,Cephaloziella divaricata,Cephaloziella divaricata
1987845062,4edd9396-59df-4b01-9e29-dc21a59f9963,69DB5E7E-ED14-6D46-94E1-6DB93D99C3CC,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania,Frullania nisquallensis,nisquallensis,VARIETY,Frullania tamarisci var. nisquallensis (Sull.) S.Hatt.,Frullania tamarisci (L.) Dum. subsp. nisquallensis (Sull.) Hatt.,(Sull.) Hatt.,CA,"vancouver i.: saanich peninsula, thomas fransis park e of pike lake, red cedar swamp",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.5,-123.5,7303,NA,NA,NA,NA,NA,1969-06-19T00:00:00,19,6,1969,4276982,4276983,PRESERVED_SPECIMEN,ca.ubc,UBCBryophytes,B16312,2530,J.D. Godfrey,,CC0_1_0,University of British Columbia,"R.L. Halbert, N. Price",,,2022-11-25T04:21:53.262Z,,GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;INSTITUTION_MATCH_NONE,Frullania nisquallensis,Frullania nisquallensis var. nisquallensis,invalid,123818,Frullania nisquallensis,Frullania nisquallensis
1988063671,07fd0d79-4883-435f-bba1-58fef110cd13,FF6EE2E3-E8D5-CA44-BB30-C2DB154B700D,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Conioselinum,Conioselinum gmelinii,,SPECIES,Conioselinum pacificum (S.Watson) J.M.Coult. & Rose,Conioselinum pacificum (S. Watson) J.M. Coult. & Rose,(S. Watson) J.M. Coult. & Rose,CA,"Vancouver Island, Chatham Islands off Victoria, Griffin Islet, 92B 6",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.433333,-123.233333,NA,NA,NA,NA,NA,NA,1981-05-22T00:00:00,22,5,1981,3034693,7805048,PRESERVED_SPECIMEN,ca.ubc,UBCVascular,V214278,5352,Adolf Ceska,1981-01-01T00:00:00,CC0_1_0,University of British Columbia,"Adolf Ceska, R.T. Ogilvie",,,2022-11-24T21:53:39.581Z,,GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;INSTITUTION_MATCH_NONE,Conioselinum gmelinii,,accepted,160830,Conioselinum gmelinii,Conioselinum gmelinii
1988115871,07fd0d79-4883-435f-bba1-58fef110cd13,B5F76DA9-063F-9445-953C-2FB6A5A2BC60,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria ananassa,cuneifolia,SUBSPECIES,Fragaria ×ananassa subsp. cuneifolia (Nutt. ex Howell) Staudt,Fragaria x ananassa Duch. ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,(Nutt. ex Howell) Staudt,CA,"Vancouver Island, Glen Lake near Victoria",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.4330385055646,-123.517679546786,NA,NA,NA,NA,NA,NA,1963-04-25T00:00:00,25,4,1963,3030116,3029912,PRESERVED_SPECIMEN,ca.ubc,UBCVascular,V101262,s.n.,Isabella Salamon,2013-01-01T00:00:00,CC0_1_0,University of British Columbia,"D. Brix, M. Benson",,,2022-11-24T21:53:41.475Z,StillImage,COORDINATE_REPROJECTED;INSTITUTION_MATCH_NONE,Fragaria ananassa,Fragaria ananassa ssp. cuneifolia,unaccepted,777063,Fragaria × ananassa cuneifolia,Fragaria ananassa ssp. cuneifolia
1988140162,07fd0d79-4883-435f-bba1-58fef110cd13,92E51EA1-6391-FD4A-959D-B6F6B47CAD6C,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Erythranthe,Erythranthe nasuta,,SPECIES,Erythranthe nasuta (Greene) G.L.Nesom,Erythranthe nasuta (Greene) G.L. Nesom,(Greene) G.L. Nesom,CA,"Vancouver Island, near Goldstream Provincial Park, along Finlayson Arm Road",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.483333,-123.55,NA,NA,NA,NA,NA,NA,1990-05-17T00:00:00,17,5,1990,8427564,8427564,PRESERVED_SPECIMEN,ca.ubc,UBCVascular,V207910b,2,G.L. Nesom,2013-01-01T00:00:00,CC0_1_0,University of British Columbia,Bev Benedict,,,2022-11-24T21:53:43.613Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;INSTITUTION_MATCH_NONE,Erythranthe nasuta,,accepted,545973,Erythranthe nasuta,Erythranthe nasuta
1988179141,07fd0d79-4883-435f-bba1-58fef110cd13,5C5D80E2-2D14-5049-B513-537CDBA7107A,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Erythranthe,Erythranthe nasuta,,SPECIES,Erythranthe nasuta (Greene) G.L.Nesom,Erythranthe nasuta (Greene) G.L. Nesom,(Greene) G.L. Nesom,CA,"Vancouver Island, near Goldstream Provincial Park, along Finlayson Arm Road",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.483333,-123.55,NA,NA,NA,NA,NA,NA,1990-05-17T00:00:00,17,5,1990,8427564,8427564,PRESERVED_SPECIMEN,ca.ubc,UBCVascular,V207910a,2,G.L. Nesom,2013-01-01T00:00:00,CC0_1_0,University of British Columbia,Bev Benedict,,,2022-11-24T21:53:39.957Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;INSTITUTION_MATCH_NONE,Erythranthe nasuta,,accepted,545973,Erythranthe nasuta,Erythranthe nasuta
