gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,taxonName,infraTaxonName,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,selectedName
1986973731,7827f68d-c981-4023-bace-288a03434044,USU:UTC:220606,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum dulcamara,,SPECIES,Solanum dulcamara L.,Solanum dulcamara,L.,CA,Along Cambie St. at 8th. Ave. Vancouner,British Columbia,PRESENT,NA,4c0e9f60-c489-11d8-bf60-b8a03c50a862,49.766667,-123.233333,NA,NA,NA,NA,NA,NA,1995-07-16T00:00:00,16,7,1995,2932737,2932737,PRESERVED_SPECIMEN,Utah State University,UTC,UTC00220606,8659,,,CC0_1_0,Utah State University,Gerald B. Straley,,,2022-11-25T06:15:31.202Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY,Solanum dulcamara,,accepted,55620,Solanum dulcamara,Solanum dulcamara
3348796496,d8cd16ba-bb74-4420-821e-083f2bac17c2,MG246148,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Montia,Montia diffusa,,SPECIES,Montia diffusa (Nutt.) Greene,Montia diffusa,,CA,"British Columbia, Saanich Peninsula, Mount Work",,PRESENT,NA,ada9d123-ddb4-467d-8891-806ea8d94230,49.529999,-123.480003,NA,NA,NA,NA,NA,NA,1992-05-01T00:00:00,1,5,1992,5384298,5384298,PRESERVED_SPECIMEN,,,CCDB-24905-G09,,Curtis R. Bjork,,CC_BY_4_0,,G. W. Douglas,,,2022-12-07T12:46:36.320Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Montia diffusa,,accepted,78120,Montia diffusa,Montia diffusa
3348185518,d8cd16ba-bb74-4420-821e-083f2bac17c2,KT782101,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Bossiella,Bossiella frondifera,,SPECIES,Bossiella frondifera,Bossiella frondifera,,CA,"British Columbia, Vancouver Island, Sombrio Point",,PRESENT,NA,ada9d123-ddb4-467d-8891-806ea8d94230,49.483002,-123.266998,NA,NA,NA,NA,NA,NA,2009-02-09T00:00:00,9,2,2009,10200460,10200460,PRESERVED_SPECIMEN,,,UBC A88663,,,,CC_BY_4_0,,P. T. Martone,,,2022-12-07T12:46:32.021Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Bossiella frondifera,,unknown,1435008,Bossiella frondifera,Bossiella frondifera
2830647776,15738fee-78b1-4751-bcc1-cbf7139c68de,8012363e-bf59-4dec-bd1e-2cea65f2b214,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Homalothecium,,,GENUS,Homalothecium Schimp.,Homalothecium,Schimp.,CA,"BRITISH COLUMBIA: Vancouver Island: Saanich Peninsula, Thomas Fransis Park E of Pike Lake.",,PRESENT,NA,9d615537-c4d9-40fe-bf74-0e4dc9b42078,49.483333,-123.45,1000,NA,NA,NA,NA,NA,1969-06-19T00:00:00,19,6,1969,2673096,NA,PRESERVED_SPECIMEN,CANB,CANB,CBG 9301513.1,2533a,,,CC_BY_4_0,,"Halbert, R.",,,2022-12-07T18:56:12.040Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,Homalothecium,,accepted,67898,Homalothecium,Homalothecium
1987804446,4edd9396-59df-4b01-9e29-dc21a59f9963,9955240E-69C1-2C4B-AAD8-777C5EE3A234,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Ulota,Ulota obtusiuscula,,SPECIES,"Ulota obtusiuscula C.Müller & Kindberg, 1892",Ulota obtusiuscula C. Muell. & Kindb. in Macoun & Kindb.,C. Muell. & Kindb. in Macoun & Kindb.,CA,"Calvert Island, Safety Cove",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.42,-123.32,730,NA,NA,NA,NA,NA,1970-04-11T00:00:00,11,4,1970,2671925,2671925,PRESERVED_SPECIMEN,ca.ubc,UBCBryophytes,B134241,40867,W.B. Schofield,1970-01-01T00:00:00,CC0_1_0,University of British Columbia,W.B. Schofield,,,2022-11-25T04:21:49.198Z,,INSTITUTION_MATCH_NONE,Ulota obtusiuscula,,accepted,123137,Ulota obtusiuscula,Ulota obtusiuscula
1987823278,4edd9396-59df-4b01-9e29-dc21a59f9963,838D327D-8900-4649-86B9-D355016A266A,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Ulota,Ulota phyllantha,,SPECIES,"Ulota phyllantha Bridel, 1819",Ulota phyllantha Brid.,Brid.,CA,"Calvert Island, Safety Cove",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.42,-123.32,730,NA,NA,NA,NA,NA,1970-04-11T00:00:00,11,4,1970,2671966,2671966,PRESERVED_SPECIMEN,ca.ubc,UBCBryophytes,B134392,40871,W.B. Schofield,1970-01-01T00:00:00,CC0_1_0,University of British Columbia,W.B. Schofield,,,2022-11-25T04:21:53.344Z,,INSTITUTION_MATCH_NONE,Ulota phyllantha,,unaccepted,1123493,Plenogemma phyllantha,Plenogemma phyllantha
1987920712,4edd9396-59df-4b01-9e29-dc21a59f9963,0F8F11FB-49A2-4A42-86F4-3C5904E3FA18,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Schistidium,Schistidium rivulare,,SPECIES,"Schistidium rivulare (Brid.) Podp., 1911",Schistidium rivulare,,CA,"Chilliwack, west and of Mt. Shannon",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.66,-123.17,730,NA,NA,NA,NA,NA,2010-01-28T00:00:00,28,1,2010,5281691,5281691,PRESERVED_SPECIMEN,ca.ubc,UBCBryophytes,B239208,9426,T. McIntosh,2017-01-01T00:00:00,CC0_1_0,University of British Columbia,"T. McIntosh, S. Joya, G. Ryder, O. Lee, P. Henderson",,,2022-11-25T04:21:51.952Z,,INSTITUTION_MATCH_NONE,Schistidium rivulare,,accepted,168584,Schistidium rivulare,Schistidium rivulare
1988241372,07fd0d79-4883-435f-bba1-58fef110cd13,04A7E9A2-3FA0-EF49-82FB-1CEC2DC1E67D,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus garryana,,SPECIES,Quercus garryana Douglas ex Hook.,Quercus garryana Douglas ex Hook.,Douglas ex Hook.,CA,"Mayne Island, near lighthouse",British Columbia,PRESENT,NA,b542788f-0dc2-4a2b-b652-fceced449591,49.8499999990705,-123.283333,NA,NA,NA,NA,NA,NA,1915-06-02T00:00:00,2,6,1915,2879260,2879260,PRESERVED_SPECIMEN,ca.ubc,UBCVascular,V46476,s.n.,John Davidson,1915-01-01T00:00:00,CC0_1_0,University of British Columbia,"John Davidson, J.A. Wattie",,,2022-11-24T21:53:32.072Z,StillImage,COORDINATE_REPROJECTED;INSTITUTION_MATCH_NONE,Quercus garryana,,accepted,68632,Quercus garryana,Quercus garryana
1931206321,d415c253-4d61-4459-9d25-4015b9084fb0,f3461487-80c7-4a66-84ce-142233086304,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Claopodium,Claopodium bolanderi,,SPECIES,"Claopodium bolanderi Best, 1897",Claopodium bolanderi Best,Best,CA,New Westminster.,British Columbia,PRESENT,NA,ae447c50-b8a8-11d8-92a4-b8a03c50a862,49.7664,-123.1489,NA,NA,NA,NA,NA,NA,1916-06-01T00:00:00,NA,6,1916,2679541,2679541,PRESERVED_SPECIMEN,NY,NY,530966,370,C. H. Demetrio,,CC0_1_0,The New York Botanical Garden,J. Macoun,,,2022-12-06T15:10:36.155Z,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY,Claopodium bolanderi,,accepted,160663,Claopodium bolanderi,Claopodium bolanderi
1931203246,d415c253-4d61-4459-9d25-4015b9084fb0,f3113ab3-6ebf-4eaa-b9de-2831ecfdb67b,Plantae,Bryophyta,Bryopsida,Isobryales,Fontinalaceae,Dichelyma,Dichelyma uncinatum,,SPECIES,"Dichelyma uncinatum Mitten, 1864",Dichelyma uncinatum Mitt.,Mitt.,CA,New Westminster.,British Columbia,PRESENT,NA,ae447c50-b8a8-11d8-92a4-b8a03c50a862,49.8,-123.15,NA,NA,NA,NA,NA,NA,1970-10-17T00:00:00,17,10,1970,2678767,2678767,PRESERVED_SPECIMEN,NY,NY,160425,43201,,,CC0_1_0,The New York Botanical Garden,W. B. Schofield,,,2022-12-06T15:10:31.364Z,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY,Dichelyma uncinatum,,accepted,161818,Dichelyma uncinatum,Dichelyma uncinatum
