Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Eurhynchiastrum pulchellum,(Hedw.) Ignatov & Huttunen,,elegant beaked moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Eurhynchiastrum,pulchellum,,,,native,S4S5 (2011),,new 2020,observed,,,,,,2020-11-10,Randal Mindell,iNat:64809837,,447837,BRY,accepted,447837,Eurhynchiastrum pulchellum,Eurhynchiastrum pulchellum,Eurhynchiastrum pulchellum
Homalothecium aeneum,(Mitt.) E. Lawton,,golden curl-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,aeneum,,,,native,unlisted,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-05-13,Andrew Simon,iNat:6217932,,163824,BRY,accepted,163824,Homalothecium aeneum,Homalothecium aeneum,Homalothecium aureum
Homalothecium arenarium,(Lesq.) E. Lawton,,sandwort Homalothecium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,arenarium,,,,native,S3S4,,new 2017,observed,,,,,,2017-04-14,Andrew Simon,iNat:5715309,,163825,BRY,accepted,163825,Homalothecium arenarium,Homalothecium arenarium,Homalothecium arenarium
Homalothecium aureum,(Spruce) H. Rob.,,golden curl-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,aureum,,,,native,S4? (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-04-03,Andrew Simon,iNat:2890007,,451921,BRY,accepted,451921,Homalothecium aureum,Homalothecium aureum,Homalothecium
Homalothecium fulgescens,(Mitt. ex Müll. Hal.) A. Jaeger,,yellow curl-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,fulgescens,,,,native,S4S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-02,Andrew Simon,iNat:4266710,,123819,BRY,accepted,123819,Homalothecium fulgescens,Homalothecium fulgescens,Homalothecium fulgescens
Homalothecium megaptilum,(Sull.) H. Rob.,,great-feathered moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,megaptilum,,,,native,S4? (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-03-22,Andrew Simon,iNat:2819490,,236885,BRY,accepted,236885,Homalothecium megaptilum,Homalothecium megaptilum,Homalothecium megaptilum
Homalothecium nuttallii,(Wilson) A. Jaeger,,Nuttall’s Homalothecium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,nuttallii,,,,native,S4S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-20,Andrew Simon,iNat:4414492,,67892,BRY,accepted,67892,Homalothecium nuttallii,Homalothecium nuttallii,Homalothecium nuttallii
Kindbergia oregana,(Sull.) Ochyra,,Oregon beaked moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Kindbergia,oregana,,,,native,S5,,confirmed,observed,2010-01-26,"Terry McIntosh, O. Scholz & K. Millard",UBC,B229525,,2009-07-08,Shera Street,iNat:2635223,,120909,BRY,accepted,120909,Kindbergia oregana,Kindbergia oregana,Kindbergia oregana
Kindbergia praelonga,(Hedw.) Ochyra,,common feather moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Kindbergia,praelonga,,,,native,S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-04,Andrew Simon,iNat:2566358,,1122172,BRY,accepted,1122172,Kindbergia praelonga,Kindbergia praelonga,Kindbergia praelonga
Pseudisothecium cristatum,"(Hampe) Ignatova, Fedosov & Ignatov",,isothecium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Lembophyllaceae,,,Pseudisothecium,cristatum,,,,native,S4,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-26,Andrew Simon,iNat:2588114,,1262637,BRY,accepted,1262637,Pseudisothecium cristatum,Pseudisothecium cristatum,Pseudisothecium cristatum
Pseudisothecium stoloniferum,(Brid.) Grout,,cat's tail moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Lembophyllaceae,,,Pseudisothecium,stoloniferum,,,,native,S4S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-09-27,Andrew Simon,iNat:2632499,,1262643,BRY,accepted,1262643,Pseudisothecium stoloniferum,Pseudisothecium stoloniferum,Pseudisothecium stoloniferum
Pseudoscleropodium purum,(Hedw.) M. Fleisch.,,neat feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Pseudoscleropodium,purum,,,,exotic,unlisted,,confirmed,observed,1974-04-21,Wilfred B. Schofield,UBC,B151546,,2016-03-10,Lauren Magner & Andrew Simon,iNat:2767783,,123645,BRY,accepted,123645,Pseudoscleropodium purum,Pseudoscleropodium purum,Pseudoscleropodium purum
Scleropodium cespitans,L.F. Koch,,tufted feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Scleropodium,cespitans,,,,native,S4S5 (2015),,new 2020,observed,,,,,,2020-04-10,Andrew Simon,iNat:41881707,,67909,BRY,accepted,67909,Scleropodium cespitans,Scleropodium cespitans,Scleropodium cespitans
Scleropodium obtusifolium,(Mitt.) Kindb.,,blunt-leaved Scleropodium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Scleropodium,obtusifolium,,,,native,S4S5 (2015),,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-04,Andrew Simon,iNat:2566343,,123794,BRY,accepted,123794,Scleropodium obtusifolium,Scleropodium obtusifolium,Scleropodium obtusifolium
Scleropodium touretii,(Brid.) L.F. Koch,,glasswort feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Scleropodium,touretii,,,,native,S4? (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-23,Andrew Simon,iNat:4425675,,67907,BRY,accepted,67907,Scleropodium touretii,Scleropodium touretii,Scleropodium touretii
Calliergon cf giganteum,(Schimp.) Kindb.,,giant spearmoss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Calliergonaceae,,,Calliergon,giganteum,,,,native,S4 (2015),,reported,unobserved,2000-06-12,Hans Roemer,ER 128 Inventory,,,,,,,159661,BRY,accepted,159661,Calliergon giganteum,Calliergon giganteum,
Hylocomiadelphus triquetrus,(Hedw.) Ochyra & Stebel,,stairstep moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Hylocomiadelphus,triquetrus,,,,native,S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2011-12-22,T. Abe Lloyd,iNat:37307666,,123923,BRY,accepted,1138381,Hylocomiadelphus triquetrus,Rhytidiadelphus triquetrus,Hylocomiadelphus triquetrus
Hylocomium splendens,(Hedw.) Schimp.,,glittering wood-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Hylocomium,splendens,,,,native,S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-02-12,Lauren Magner & Andrew Simon,iNat:2565050,,122555,BRY,accepted,122555,Hylocomium splendens,Hylocomium splendens,Hylocomium splendens
Pleurozium schreberi,(Willd. ex Brid.) Mitt.,,red-stemmed feather moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Pleurozium,schreberi,,,,native,S5 (2015),,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-01-24,Andrew Simon,iNat:2615499,,130677,BRY,accepted,130677,Pleurozium schreberi,Pleurozium schreberi,Pleurozium schreberi
Rhytidiadelphus loreus,(Hedw.) Warnst.,,lanky moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Rhytidiadelphus,loreus,,,,native,S5,,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2605256,,124422,BRY,accepted,124422,Rhytidiadelphus loreus,Rhytidiadelphus loreus,Rhytidiadelphus loreus
Rhytidiadelphus squarrosus,(Hedw.) Warnst.,,square gooseneck moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Rhytidiadelphus,squarrosus,,,,native,S5 (2015),,confirmed,observed,1962-06-04,Frank M. Boas & Wilfred B. Schofield,WTU,B-038847,,2016-02-16,Andrew Simon,iNat:2692275,,123754,BRY,accepted,123754,Rhytidiadelphus squarrosus,Rhytidiadelphus squarrosus,Rhytidiadelphus squarrosus
Hypnum circinale,Hook.,,coiled-leaf claw-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,,Hypnum,circinale,,,,native,S5,,confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B181156,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2608763,,125464,BRY,accepted,125464,Hypnum circinale,Hypnum circinale,Hypnum circinale
Hypnum cupressiforme,Hedw.,,cypess-leaved plaitmoss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,,Hypnum,cupressiforme,,,,native,S4S5 (2011),,confirmed,observed,1974-04-21,Wilfred B. Schofield,UBC,B181388,,2020-04-21,Andrew Simon,iNat:42826205,Virago Point? (north end Galiano); on rocks at and above sea level; also at Montague,163992,BRY,accepted,163992,Hypnum cupressiforme,Hypnum cupressiforme,Hypnum cupressiforme
Stereodon subimponens,Lesq.,,curly claw-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Stereodontaceae,,,Stereodon,subimponens,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2014-09-27,Andrew Simon,iNat:2632395,,130684,BRY,accepted,1123573,Stereodon subimponens,Hypnum subimponens,Stereodon subimponens
Plagiothecium denticulatum,"(Hedwig) Bruch, Schimper & W. Gümbel",,dentate silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,,Plagiothecium,denticulatum,,,,native,S4S5 (2015),,new 2021,observed,,,,,,2021-11-03,Randal Mindell,iNat:100262258,,166993,BRY,accepted,166993,Plagiothecium denticulatum,Plagiothecium denticulatum,Plagiothecium denticulatum
Plagiothecium laetum,Schimp.,,bright silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,,Plagiothecium,laetum,,,,native,S4S5 (2015),,new 2021,observed,,,,,,2020-04-30,Andrew Simon,iNat:44439264,,123563,BRY,accepted,123563,Plagiothecium laetum,Plagiothecium laetum,Plagiothecium laetum
Plagiothecium undulatum,(Hedw.) Schimp.,,waved silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,,Plagiothecium,undulatum,,,,native,S4 (2015),,confirmed,observed,2014,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-27,Lauren Magner & Andrew Simon,iNat:2575128,,123586,BRY,accepted,123586,Plagiothecium undulatum,Plagiothecium undulatum,Plagiothecium undulatum
Pseudotaxiphyllum elegans,(Brid.) Z. Iwats.,,elegant silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,,Pseudotaxiphyllum,elegans,,,,native,S4S5 (2015),,new 2016,observed,,,,,,2016-05-29,Sarah Tweedale,iNat:3343438,,67917,BRY,accepted,67917,Pseudotaxiphyllum elegans,Pseudotaxiphyllum elegans,Pseudotaxiphyllum elegans
Hygrohypnella ochracea,(Turner ex Wilson) Ignatov & Ignatova,,claw brook-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Scorpidiaceae,,,Hygrohypnella,ochracea,,,,native,S4S5 (2015),,new 2016,observed,,,,,,2016-03-22,Andrew Simon,iNat:2822816,,1124079,BRY,accepted,1124079,Hygrohypnella ochracea,Hygrohypnella ochracea,Hygrohypnella ochracea
Sanionia uncinata var. symmetrica,(Hedw.) Loeske,,(Renauld & Cardot) H.A.Crum & L.E.Anderson,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Scorpidiaceae,,,Sanionia,uncinata,,,symmetrica,native,S4 (2015),,new 2020,observed,,,,,,2020-06-01,Andrew Simon,iNat:48201530,,242754,BRY,accepted,242754,Sanionia uncinata symmetrica,Sanionia uncinata symmetrica,Sanionia uncinata symmetrica
Bryolawtonia vancouveriensis,(Kindb.) D.H. Norris & Enroth,,creekbed moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thamnobryaceae,,,Bryolawtonia,vancouveriensis,,,,native,S4? (2015),,new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:10565047,,67861,BRY,accepted,67861,Bryolawtonia vancouveriensis,Bryolawtonia vancouveriensis,Bryolawtonia vancouveriensis
Claopodium bolanderi,Best,,Bolander’s Claopodium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Claopodium,bolanderi,,,,native,S4S5 (2015),,confirmed,observed,2014,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2017-02-23,Andrew Simon,iNat:5174342,,160663,BRY,accepted,160663,Claopodium bolanderi,Claopodium bolanderi,Claopodium bolanderi
Claopodium crispifolium,(Hook.) Renauld & Cardot,,rough moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Claopodium,crispifolium,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-03-14,Andrew Simon,iNat:2784486,,128661,BRY,accepted,128661,Claopodium crispifolium,Claopodium crispifolium,Claopodium crispifolium
Claopodium whippleanum,(Sull.) Renauld & Cardot,,Whipple's Claopodium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Claopodium,whippleanum,,,,native,S3S4 (2015),,new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:10565143,,67868,BRY,accepted,67868,Claopodium whippleanum,Claopodium whippleanum,Claopodium whippleanum
Dichelyma uncinatum,Mitten,,sickle dichelyma,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Fontinalaceae,,,Dichelyma,uncinatum,,,,native,S3S4,,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-04,Andrew Simon,iNat:2566347,,161818,BRY,accepted,161818,Dichelyma uncinatum,Dichelyma uncinatum,Dichelyma uncinatum
Fontinalis antipyretica,Hedw.,,willow moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Fontinalaceae,,,Fontinalis,antipyretica,,,,native,S4S5 (2015),,new 2016,observed,,,,,,2016-06-05,Andrew Simon,iNat:3403066,,123790,BRY,accepted,123790,Fontinalis antipyretica,Fontinalis antipyretica,Fontinalis antipyretica
Hedwigia stellata,Hedenäs,,starry hoar-moss,Plantae,Bryophyta,,,Bryopsida,,,Hedwigiales,,,Hedwigiaceae,,,Hedwigia,stellata,,,,native,S3S4 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-26,Andrew Simon,iNat:2588108,,163552,BRY,accepted,163552,Hedwigia stellata,Hedwigia stellata,Hedwigia stellata
Pseudobraunia californica,(Lesq.) Broth.,,California Pseudobraunia moss,Plantae,Bryophyta,,,Bryopsida,,,Hedwigiales,,,Hedwigiaceae,,,Pseudobraunia,californica,,,,native,S3S4 (2015),,new 2017,observed,,,,,,2017-05-13,Andrew Simon & Steve Joya,iNat:6217959,,156472,BRY,accepted,156472,Pseudobraunia californica,Pseudobraunia californica,Pseudobraunia californica
Alsia californica,(Hooker & Arnott),,California alsia moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Leucodontaceae,,,Alsia,californica,,,,native,S4S5 (2015),,confirmed,observed,1962-06-04,Frank M. Boas & Wilfred B. Schofield,WTU,B-035944,,2021-06-12,Daniel Tucker,iNat:82960318,UBC specimen erroneously identified as Pseudoleskeella tectorum,55323,BRY,accepted,55323,Alsia californica,Alsia californica,Alsia californica
Antitrichia californica,Sull.,,California Antitrichia moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Antitrichiaceae,,,Antitrichia,californica,,,,native,S4 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-01-28,Andrew Simon,iNat:2626838,,67846,BRY,accepted,67846,Antitrichia californica,Antitrichia californica,Antitrichia californica
Antitrichia curtipendula,(Timm ex Hedw.) Brid.,,pendulous wing-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Antitrichiaceae,,,Antitrichia,curtipendula,,,,native,S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2018-02-15,Andrew Simon,iNat:9903552,,126107,BRY,accepted,126107,Antitrichia curtipendula,Antitrichia curtipendula,Antitrichia curtipendula
Dendroalsia abietina,(Hook.) E. Britton,,plume moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Leucodontaceae,,,Dendroalsia,abietina,,,,native,S3S4 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-05-29,Andrew Simon,iNat:3340528,,55340,BRY,accepted,55340,Dendroalsia abietina,Dendroalsia abietina,Dendroalsia abietina
Nogopterium gracile,(Hedw.) Crosby & W.R. Buck,,bird's-foot wing-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Leucodontaceae,,,Nogopterium,gracile,,,,native,S2 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-05-13,Andrew Simon,iNat:6217934,,518546,BRY,accepted,518546,Nogopterium gracile,Nogopterium gracile,Nogopterium gracile
Neckera douglasii,Hook.,,Douglas’ Neckera moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Neckeraceae,,,Neckera,douglasii,,,,native,S4S5 (2011),,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-27,Lauren Magner & Andrew Simon,iNat:2575119,,69912,BRY,accepted,69912,Neckera douglasii,Neckera douglasii,Neckera douglasii
Neckera menziesii,Drumm.,,Menzies’ Metaneckera,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Neckeraceae,,,Neckera,menziesii,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-03-10,Lauren Magner & Andrew Simon,iNat:2767797,,1149640,BRY,accepted,1149640,Neckera menziesii,Neckera menziesii,Neckera menziesii
Porotrichum bigelovii,(Sull.) Kindb.,,Bigelow’s porotrichum moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Neckeraceae,,,Porotrichum,bigelovii,,,,native,S4S5 (2015),,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2016-05-29,Sarah Tweedale & Andrew Simon,iNat:3343438,,67841,BRY,accepted,67841,Porotrichum bigelovii,Porotrichum bigelovii,Pseudotaxiphyllum elegans
Amphidium californicum,(Hampe ex Müll. Hal.) Broth.,,California yoke moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Amphidiaceae,,,Amphidium,californicum,,,,native,S4 (2015),,confirmed,observed,1962-06-03,Wilfred B. Schofield & F. M. Boas,UBC,B45016,,2017-03-23,Andrew Simon,iNat:9370700,,158304,BRY,accepted,158304,Amphidium californicum,Amphidium californicum,Amphidium californicum
Lewinskya rupestris,"(Schleich. ex Schwägr.) F.Lara, Garilleti & Goffinet",,rock bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Lewinskya,rupestris,,,,native,S4 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2608530,,589145,BRY,accepted,589145,Lewinskya rupestris,Lewinskya rupestris,Lewinskya rupestris
Orthotrichum columbicum,Mitt.,,bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Orthotrichum,columbicum,,,,unlisted,unlisted,,new 2017,observed,,,,,,2017-06-20,Andrew Simon,iNat:7280594,,524294,BRY,accepted,524294,Orthotrichum columbicum,Orthotrichum columbicum,Orthotrichum columbicum
Orthotrichum consimile,Mitt.,,bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Orthotrichum,consimile,,,,native,S4S5 (2015),,new 2016,observed,,,,,,2016-10-04,Andrew Simon,iNat:4282586,,165946,BRY,accepted,165946,Orthotrichum consimile,Orthotrichum consimile,Orthotrichum consimile
Orthotrichum pulchellum,Brunt.,,elegant bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Orthotrichum,pulchellum,,,,native,S3S4 (2015),,new 2017,observed,,,,,,2017-03-14,Andrew Simon,iNat:5309832,,165965,BRY,accepted,165965,Orthotrichum pulchellum,Orthotrichum pulchellum,Orthotrichaceae
Plenogemma phyllantha,"(Brid.) Sawicki, Plášek & Ochyra",,frizzled pincushion,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Plenogemma,phyllantha,,,,native,S4S5 (2015),,confirmed,observed,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B134325,,2020-04-30,Andrew Simon,iNat:44459097,,1123493,BRY,accepted,1123493,Plenogemma phyllantha,Plenogemma phyllantha,Plenogemma phyllantha
Pulvigera papillosa,"(Hampe) F. Lara, Draper & Garilleti.",,papillose bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Pulvigera,papillosa,,,,native,S5 (2023) ,,new 2021,observed,,,,,,2021-11-03,Andrew Simon,iNat:100205989,,1237477,BRY,accepted,1237477,Pulvigera papillosa,Pulvigera papillosa,Pulvigera papillosa
Pulvigera pringlei,"(Müll.Hal.) F.Lara, Draper & Garilleti",,bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Pulvigera,pringlei,,,,native,S4 (2023),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-02-16,Andrew Simon,iNat:5123215,reported as Pulvigera lyellii,1309257,BRY,accepted,1309257,Pulvigera pringlei,Pulvigera pringlei,Pulvigera pringlei
Zygodon rupestris,W.P.Schimper ex Lorentz,,green yoke-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Zygodon,rupestris,,,,native,S4S5 (2011),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-05,Andrew Simon,iNat:4317941,reported as Zygodon viridissimus,981326,BRY,accepted,981326,Zygodon rupestris,Zygodon rupestris,Zygodon viridissimus
Atrichum selwynii,Austin,,crane's-bill moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,,Atrichum,selwynii,,,,native,S5? (2015),,confirmed,observed,2011-05-14,Kent Brothers,VMS,,,2014-09-27,Andrew Simon,iNat:2632385,,55331,BRY,accepted,55331,Atrichum selwynii,Atrichum selwynii,Atrichum selwynii
Atrichum undulatum,(Hedw.) P. Beauv.,,common smooth cap,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,,Atrichum,undulatum,,,,native,S5 (2015),,confirmed,observed,2014,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2020-04-30,Andrew Simon,iNat:44569736,,124155,BRY,accepted,124155,Atrichum undulatum,Atrichum undulatum,Atrichum undulatum
Polytrichum commune,Hedw.,,common haircap moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,,Polytrichum,commune,,,,native,S5 (2015),,confirmed,observed,1964-05-03,Wilfred B. Schofield,UBC,B106132,,2022-05-29,Andrew Simon,iNat:119369452,,68293,BRY,accepted,68293,Polytrichum commune,Polytrichum commune,Polytrichum commune
Polytrichum juniperinum,Hedw.,,juniper haircap moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,,Polytrichum,juniperinum,,,,native,S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2014-02-11,L. Hurteau,iNat:16788083,,68286,BRY,accepted,68286,Polytrichum juniperinum,Polytrichum juniperinum,Polytrichum juniperinum
Polytrichum piliferum,Hedw.,,bristly haircap moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,,Polytrichum,piliferum,,,,native,S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-27,Lauren Magner & Andrew Simon,iNat:2575106,,67905,BRY,accepted,67905,Polytrichum piliferum,Polytrichum piliferum,Polytrichum piliferum
Encalypta ciliata,Hedw.,,fringed extinguisher-moss,Plantae,Bryophyta,,,Bryopsida,,,Encalyptales,,,Encalyptaceae,,,Encalypta,ciliata,,,,native,S4S5 (2011),,reported,unobserved,1962-06-03,Wilfred B. Schofield & F. M. Boas,UBC,B27908,,,,,Bodega Ridge; cliff crevice; did you see this at Dionisio?,162304,BRY,accepted,162304,Encalypta ciliata,Encalypta ciliata,
Crumia latifolia,(Kindb.) W.B. Schofield,,wideleaf Crumia moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Crumia,latifolia,,,,native,S3 (2015),,new 2020,observed,,,,,,2020-04-25,Andrew Simon,iNat:43505768,,161177,BRY,accepted,161177,Crumia latifolia,Crumia latifolia,Crumia latifolia
Geheebia cf. fallax,(Hedw.) R.H.Zander,,moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Geheebia,fallax,,,,native,S4 (2015),,new 2017,observed,,,,,,2017-02-11,Andrew Simon,iNat:5095226,,1282046,BRY,unknown,,,Geheebia fallax,Geheebia fallax
