Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code
Imbribryum miniatum,(Lesq.) J.R. Spence,,red threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Imbribryum,miniatum,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-03-12,Andrew Simon,iNat:5296349,,538114,BRY
Imbribryum torenii,J.R. Spence & Shevock,,threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Imbribryum,torenii,,,,native,unlisted,,new 2017,observed,,,,,,2017-03-04,Steve Joya & Andrew Simon,iNat:22644618,,622988,BRY
Pohlia annotina,(Hedw.) Lindb.,,pale-fruited threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Pohlia,annotina,,,,native,S4 (2015),,reported,unobserved,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B151533,,,,,"S Strait of Georgia, McLure Road, near Quadra Hill",167124,BRY
Ptychostomum capillare,(Hedw.) D. T. Holyoak & N. Pedersen,,capillary threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Ptychostomum,capillare,,,,native,S4S5 (2015),,confirmed,observed,2014,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2016-12-22,Andrew Simon,iNat:4838174,,1121982,BRY
Ptychostomum pallens,(Sw.) J.R. Spence,,pale thread moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Ptychostomum,pallens,,,,native,S4S5 (2011),,new 2022,observed,,,,,,2022-04-10,Andrew Simon,iNat:111052938,,818538,BRY
Ptychostomum pseudotriquetrum,(Hedwig) J. R. Spence & H. P. Ramsay ex Holyoak & N. Pedersen,,marsh bryum,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Ptychostomum,pseudotriquetrum,,,,native,S5 (2015),,confirmed,observed,2017-05-13,Olivia Lee,UBC,B233234,,2016-10-23,Andrew Simon,iNat:4425667,,68300,BRY
Rosulabryum torquescens,(Bruch ex De Not.) J.R. Spence,,twisted threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Rosulabryum,torquescens,,,,native,S4S5 (2011),,reported,unobserved,1962-06-03,Wilfred B. Schofield,UBC,B103508,,,,,,466642,BRY
Epipterygium biauritum,Hanusch et al.,,transparent thread-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Epipterygium,biauritum,,,,native,S3S4 (2015),,confirmed,observed,1962-06-03,Wilfred B. Schofield & F. M. Boas,UBC,B3066,,2020-04-30,Andrew Simon,iNat:44459129,reported as Epipterygium tozeri,1458560,BRY
Leucolepis acanthoneura,(Schwägr.) Lindb.,,Menzies' tree moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Leucolepis,acanthoneura,,,,native,S5? (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2608775,,120870,BRY
Mnium spinulosum,Bruch & Schimp.,,red-mouthed leafy-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Mnium,spinulosum,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:10564762,,124391,BRY
Plagiomnium insigne,(Mitt.) T.J. Kop.,,badge moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Plagiomnium,insigne,,,,native,S4S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2014-09-27,Andrew Simon,iNat:2632416,,122705,BRY
Plagiomnium venustum,(Mitt.) T.J. Kop.,,magnificent moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Plagiomnium,venustum,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-28,Lauren Magner & Andrew Simon,iNat:2663660,,126179,BRY
Rhizomnium glabrescens,(Kindb.) T.J. Kop.,,fan moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Rhizomnium,glabrescens,,,,native,S4S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2015-03-04,Lauren Magner & Andrew Simon,iNat:2568990,,85421,BRY
Cynodontium jenneri,(Schimper) Stirton,,Jenner's dog-tooth moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Cynodontium,jenneri,,,,native,S4S5 (2011),,new 2017,observed,,,,,,2017-03-04,Andrew Simon,iNat:22644351,,161409,BRY
Dichodontium pellucidum,(Hedw.) Schimp.,,transparent fork-moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dichodontium,pellucidum,,,,native,S5 (2015),,new 2019,observed,,,,,,2019-03-17,Andrew Simon,iNat:21350313,,161820,BRY
Dicranum fuscescens,Turner,,dusky forkmoss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,fuscescens,,,,native,S5 (2015) *listed subtaxa in BC,,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-09-27,Andrew Simon,iNat:2632495,,123177,BRY
Dicranum howellii,Renauld & Cardot,,Howell’s forkmoss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,howellii,,,,native,S4S5 (2011),,new 2016,observed,,,,,,2016-10-23,Andrew Simon,iNat:4850005,,161860,BRY
Dicranum polysetum,Sw.,,wavy-leaved moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,polysetum,,,,native,S5? (2015),,reported,unobserved,2000-06-12,Hans Roemer,ER 128 Inventory,,,,,,,161868,BRY
Dicranum scoparium,Hedw.,,broom moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,scoparium,,,,native,S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2608937,,123134,BRY
Dicranum tauricum,Sapjegin,,fragile forkmoss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,tauricum,,,,native,S5 (2015),,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2016-04-01,Andrew Simon,iNat:4849361,,161872,BRY
Ceratodon purpureus,(Hedw.) Brid.,,fire moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Ditrichaceae,,,Ceratodon,purpureus,,,,native,S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2013-03-22,Ryan Batten,iNat:9142296,,123117,BRY
Pleuridium acuminatum,Lindb.,,awl-leaved earthmoss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Ditrichaceae,,,Pleuridium,acuminatum,,,,native,SU (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:10564444,,127427,BRY
Hymenoloma crispulum,(Hedw.) Ochyra,,mountain pincushion,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Hymenolomataceae,,,Hymenoloma,crispulum,,,,native,S4S5 (2015),,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-04-04,Andrew Simon,iNat:2567328,,154135,BRY
Dicranoweisia cirrata,(Hedw.) Lindb.,,common pincushion,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Rhabdoweisiaceae,,,Dicranoweisia,cirrata,,,,native,S3S4 (2015),,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-02-22,Andrew Simon,iNat:2566285,,67949,BRY
Encalypta sp.,,,,Plantae,Bryophyta,,,Bryopsida,,,Encalyptales,,,Encalyptaceae,,,Encalypta,,,,,,,,new 2021,observed,,,,,,2021-10-23,Dan Tucker,iNat:99661795,,48368,BRY
Fissidens bryoides,Hedw.,,lesser pocket-moss,Plantae,Bryophyta,,,Bryopsida,,,Fissidentales,,,Fissidentaceae,,,Fissidens,bryoides,,,,native,S4S5 (2011),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-25,Lauren Magner & Andrew Simon,iNat:2573883,,124421,BRY
Fissidens crispus,Sull.,,Herzog’s pocket-moss,Plantae,Bryophyta,,,Bryopsida,,,Fissidentales,,,Fissidentaceae,,,Fissidens,crispus,,,,native,S3S4 (2015),,confirmed,observed,1962-06-03,Wilfred B. Schofield & F. M. Boas,UBC,B38500,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:10671934,Reported as syn. Fissidens limbatus,67883,BRY
Entosthodon fascicularis,(Hedw.) Müll.Hal.,,banded cord-moss,Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,Funariaceae,,,Entosthodon,fascicularis,,,,native,S2S3 (2015),1-SC (2006),new 2022,observed,,,,,,2022-05-11,Andrew Simon,iNat:116636215,,162342,BRY
Entosthodon muhlenbergii,(Turner) Fife,,Muhlenberg’s cord-moss,Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,Funariaceae,,,Entosthodon,muhlenbergii,,,,native,S3? (2011),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2013-03-22,Ryan Batten,iNat:9142562,,917753,BRY
Funaria hygrometrica,Hedw.,,common cord-moss,Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,Funariaceae,,,Funaria,hygrometrica,,,,native,S4S5 (2015),,new 2018,observed,,,,,,2018-03-09,Andrew Simon,iNat:10169600,,120000,BRY
Tetraplodon mnioides,(Sw. ex Hedw.) Bruch & Schimp,,slender cruet-moss,Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,Splachnaceae,,,Tetraplodon,mnioides,,,,native,S4 (2015),,new 2013,observed,,,,,,2013-03-22,Ryan Batten,iNat:9142637,,133496,BRY
Grimmia cf montana,Bruch & Schimp.,,montane dry rock moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,montana,,,,native,S3S4 (2011),,reported,unobserved,2010-04-17,Kent Brothers,VMS,,,,,,,154180,BRY
Grimmia leibergii,Paris,,Leiberg’s Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,leibergii,,,,native,S2S3 (2015),,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2605709,,163390,BRY
Grimmia lisae,De Not.,,rockmoss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,lisae,,,,native,SU (2015),,new 2015,observed,,,,,,2015-08-28,Lauren Magner & Andrew Simon,iNat:3734915,,163391,BRY
Grimmia ovalis,(Hedw.) Lindb. ,,flat-rock Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,ovalis,,,,native,S4? (2015),,new 2022,observed,,,,,,2022-04-30,Andrew Simon,iNat:114122128,,163397,BRY
Grimmia pulvinata,(Hedw.) Sm.,,grey-cushioned Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,pulvinata,,,,native,S4S5 (2015),,confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B113701,,2016-12-22,Andrew Simon,iNat:4837303,,56117,BRY
Grimmia ramondii,(Lam. & DC.) Margad.,,spreading-leaved Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,ramondii,,,,native,S4S5 (2011),,new 2021,observed,,,,,,2021-06-12,Dan Tucker & Andrew Simon,iNat:82929629,,338191,BRY
Grimmia trichophylla,Grev.,,hair-pointed Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,trichophylla,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-04-02,Andrew Simon,iNat:5551251,,163406,BRY
Racomitrium aciculare,Bridel,,yellow fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Racomitrium,aciculare,,,,native,S4S5 (2015),,new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:13879692,,129655,BRY
Racomitrium affine,Lindberg,,lesser fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Racomitrium,affine,,,,native,S2S3 (2015),,confirmed,observed,1962-06-04,Frank M. Boas & Wilfred B. Schofield,WTU,B-036060,,2022-04-10,Andrew Simon,iNat:111053090,,167675,BRY
Racomitrium elongatum,Ehrhart ex Frisvoll,,long fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Racomitrium,elongatum,,,,native,S4S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2608522,,167681,BRY
Racomitrium heterostichum,(Hedw.) Brid.,,yellow-green rockmoss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Racomitrium,heterostichum,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-05-14,Lauren Magner & Andrew Simon,iNat:3181042,,167683,BRY
Racomitrium lanuginosum,(Hedw.) Brid.,,woolly fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Racomitrium,lanuginosum,,,,native,S3S5 (2015),,confirmed,observed,2014,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-28,Lauren Magner & Andrew Simon,iNat:2663632,,167684,BRY
Racomitrium occidentale,Renauld & Cardot,,western rockmoss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Racomitrium,occidentale,,,,native,S4S5 (2015),,reported,unobserved,1974-04-21,Wilfred B. Schofield,UBC,B45921,,,,,check this specimen,167690,BRY
Racomitrium pacificum, Ireland & Spence,,Pacific rockmoss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Racomitrium,pacificum,,,,native,S3 (2015),,confirmed,observed,,,,,,2022-05-29,Andrew Simon,iNat:119369428,,167691,BRY
Racomitrium varium,Jaeger,,rockmoss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Racomitrium,varium,,,,native,S4S5 (2015),,new 2016,observed,,,,,,2016-12-22,Andrew Simon,iNat:4841453,,167696,BRY
Schistidium maritimum,(Turner ex Robt. Scott) Bruch & Schimp,,seaside Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Schistidium,maritimum,,,,native,S4S5 (2015),,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2608657,,168578,BRY
Schistidium pulchrum,H.H. Blom,,showy bloom moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Schistidium,pulchrum,,,,native,S3 (2015),,reported,unobserved,2012-06-09,Terry McIntosh,UBC,B229138,,,,,,168582,BRY
Ptychomitrium gardneri,Lesq.,,Gardner’s Ptychomitrium moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Ptychomitriaceae,,,Ptychomitrium,gardneri,,,,native,S3S4 (2015),,reported,unobserved,1974-04-21,Wilfred B. Schofield,UBC,B149847,,,,,north of Cook Rd.,167566,BRY
Calliergonella cuspidata,(Hedw.) Loeske,,pointed spear-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Amblystegiaceae,,,Calliergonella,cuspidata,,,,native,S4S5 (2015),,new 2016,observed,,,,,,2016-03-03,Andrew Simon,iNat:2763242,,159669,BRY
Brachytheciastrum velutinum,(Hedw.) Ignatov & Huttunen,,velvet feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Brachytheciastrum,velutinum,,,,native,S4S5 (2011),,new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:10999575,,917745,BRY
Brachythecium albicans,(Hedw.) Schimp.,,whitish feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Brachythecium,albicans,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-03-19,Sarah Tweedale & Andrew Simon,iNat:5411692,,123771,BRY
Brachythecium frigidum,(Müll. Hal.) Besch.,,cold brachythecium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Brachythecium,frigidum,,,,native,S5? (2015),,new 2017,observed,,,,,,2017-04-27,Andrew Simon,iNat:6189981,,123270,BRY
Brachythecium sp.,,,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Brachythecium,,,,,,,,new 2018,observed,,,,,,2018-02-14,Andrew Simon,iNat:14547001,temporarily reported as Brachythecium erythrorrhizon var. erythrorrhizon,239648,BRY
Eurhynchiastrum pulchellum,(Hedw.) Ignatov & Huttunen,,elegant beaked moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Eurhynchiastrum,pulchellum,,,,native,S4S5 (2011),,new 2020,observed,,,,,,2020-11-10,Randal Mindell,iNat:64809837,,447837,BRY
Homalothecium aeneum,(Mitt.) E. Lawton,,golden curl-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,aeneum,,,,native,unlisted,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-05-13,Andrew Simon,iNat:6217932,,163824,BRY
Homalothecium arenarium,(Lesq.) E. Lawton,,sandwort Homalothecium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,arenarium,,,,native,S3S4,,new 2017,observed,,,,,,2017-04-14,Andrew Simon,iNat:5715309,,163825,BRY
Homalothecium aureum,(Spruce) H. Rob.,,golden curl-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,aureum,,,,native,S4? (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-04-03,Andrew Simon,iNat:2890007,,451921,BRY
Homalothecium fulgescens,(Mitt. ex Müll. Hal.) A. Jaeger,,yellow curl-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,fulgescens,,,,native,S4S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-02,Andrew Simon,iNat:4266710,,123819,BRY
Homalothecium megaptilum,(Sull.) H. Rob.,,great-feathered moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,megaptilum,,,,native,S4? (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-03-22,Andrew Simon,iNat:2819490,,236885,BRY
Homalothecium nuttallii,(Wilson) A. Jaeger,,Nuttall’s Homalothecium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,nuttallii,,,,native,S4S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-20,Andrew Simon,iNat:4414492,,67892,BRY
Kindbergia oregana,(Sull.) Ochyra,,Oregon beaked moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Kindbergia,oregana,,,,native,S5,,confirmed,observed,2010-01-26,"Terry McIntosh, O. Scholz & K. Millard",UBC,B229525,,2009-07-08,Shera Street,iNat:2635223,,120909,BRY
Kindbergia praelonga,(Hedw.) Ochyra,,common feather moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Kindbergia,praelonga,,,,native,S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-04,Andrew Simon,iNat:2566358,,1122172,BRY
Pseudisothecium cristatum,"(Hampe) Ignatova, Fedosov & Ignatov",,isothecium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Pseudisothecium,cristatum,,,,native,S4,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-26,Andrew Simon,iNat:2588114,,1262637,BRY
Pseudisothecium stoloniferum,(Brid.) Grout,,cat's tail moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Pseudisothecium,stoloniferum,,,,native,S4S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-09-27,Andrew Simon,iNat:2632499,,1262643,BRY
Pseudoscleropodium purum,(Hedw.) M. Fleisch.,,neat feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Pseudoscleropodium,purum,,,,exotic,unlisted,,confirmed,observed,1974-04-21,Wilfred B. Schofield,UBC,B151546,,2016-03-10,Lauren Magner & Andrew Simon,iNat:2767783,,123645,BRY
Scleropodium cespitans,L.F. Koch,,tufted feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Scleropodium,cespitans,,,,native,S4S5 (2015),,new 2020,observed,,,,,,2020-04-10,Andrew Simon,iNat:41881707,,67909,BRY
Scleropodium obtusifolium,(Mitt.) Kindb.,,blunt-leaved Scleropodium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Scleropodium,obtusifolium,,,,native,S4S5 (2015),,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-04,Andrew Simon,iNat:2566343,,123794,BRY
Scleropodium touretii,(Brid.) L.F. Koch,,glasswort feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Scleropodium,touretii,,,,native,S4? (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-23,Andrew Simon,iNat:4425675,,67907,BRY
