"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","iNaturalistTaxonId","iNaturalistTaxonName","infraorder","superfamily","subfamily","nameStatus","Selected.taxon.name"
5146985819,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:12403","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","CA","Nanaimo, Vancouver Island, Vancouver Island, Vancouver Island","British Columbia","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",49.1667,-123.9333,6402,NA,NA,NA,NA,NA,"1930-08-16",16,8,1930,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:12403","","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","",NA,"","2025-07-28T00:51:03.790Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
5146986000,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:16759","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","US","marginal pools, Blakely Lake, Blakely Island, San Juan Islands, Blakely Island","Washington","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",48.5622,-122.8003,3392,NA,NA,NA,NA,NA,"1928-07-09",9,7,1928,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:16759","J. Stanley Brode 242","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","Collector(s): J. Stanley Brode, John M. Brode",NA,"","2025-07-28T00:51:04.599Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
5146986008,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:16957","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","US","Bellingham","Washington","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",48.7597,-122.4869,7416,NA,NA,NA,NA,NA,"1818-06-20",NA,NA,NA,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:16957","","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","",NA,"","2025-07-28T00:51:04.684Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
5147338822,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:12404","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","CA","Nanaimo, Vancouver Island, Vancouver Island, Vancouver Island","British Columbia","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",49.1667,-123.9333,6402,NA,NA,NA,NA,NA,"1930-08-16",16,8,1930,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:12404","","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","",NA,"","2025-07-28T00:52:03.127Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
5147354027,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:41434","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","US","Upper Lake","Washington","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",48.5742,-122.7075,2910,NA,NA,NA,NA,NA,"1938-07-03",3,7,1938,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:41434","14","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","",NA,"","2025-07-28T00:52:01.157Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
5147099822,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:12405","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","CA","Westwood's Lake, Nanaimo, Vancouver Island, Vancouver Island, Vancouver Island","British Columbia","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",49.1667,-123.9333,6402,NA,NA,NA,NA,NA,"1930-08-12",12,8,1930,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:12405","","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","",NA,"","2025-07-28T00:52:27.521Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
5147110028,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:41435","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","US","Lower Lake","Washington","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",48.5742,-122.7075,2910,NA,NA,NA,NA,NA,"1938-07-03",3,7,1938,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:41435","12","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","",NA,"","2025-07-28T00:52:01.188Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
5147336821,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:12406","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","CA","Nanaimo, Vancouver Island, Vancouver Island, Vancouver Island","British Columbia","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",49.1667,-123.9333,6402,NA,NA,NA,NA,NA,"1930-08-16",16,8,1930,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:12406","","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","",NA,"","2025-07-28T00:52:26.317Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
5147105821,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:12399","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","CA","Nanaimo, Vancouver Island, Vancouver Island, Vancouver Island","British Columbia","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",49.1667,-123.9333,6402,NA,NA,NA,NA,NA,"1930-08-16",16,8,1930,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:12399","","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","",NA,"","2025-07-28T00:52:02.744Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
5147115030,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:41436","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","US","Second Lake, Blakely Island, San Juan Islands, Blakely Island","Washington","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",48.5622,-122.8003,3392,NA,NA,NA,NA,NA,"1938-07-12",12,7,1938,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:41436","27","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","",NA,"","2025-07-28T00:52:04.603Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
5146986822,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:12400","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","CA","Nanaimo, Vancouver Island, Vancouver Island, Vancouver Island","British Columbia","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",49.1667,-123.9333,6402,NA,NA,NA,NA,NA,"1930-08-16",16,8,1930,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:12400","","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","",NA,"","2025-07-28T00:51:03.936Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
5146997034,"09c4287e-e6d5-4552-a07f-bff8a00833d8","https://arctos.database.museum/guid/MVZ:Herp:41437","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","aurora","aurora","SUBSPECIES","Rana aurora aurora Baird & Girard, 1852","Rana aurora aurora","","US","Second Lake, Blakely Island, San Juan Islands, Blakely Island","Washington","PRESENT",NA,"8edbbde0-055e-11d8-b850-b8a03c50a862",48.5622,-122.8003,3392,NA,NA,NA,NA,NA,"1938-07-13",13,7,1938,6170060,2426808,"PRESERVED_SPECIMEN","MVZ","Herpetology","MVZ:Herp:41437","29","Meredith J. Mahoney","2002-09-16T00:00:00","CC0_1_0","","",NA,"","2025-07-28T00:51:08.995Z","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",25545,"Rana aurora","","","","unaccepted",NA
