Date,Source,Species,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily
20110514,,Orbilia cf xanthostigma,(Fr.) Fr.,,Fungi,Ascomycota,Pezizomycotina,,Orbiliomycetes,Orbiliomyetidae,,Orbiliales,,,Orbiliaceae,
20130504,,Orbilia xanthostigma,(Fr.) Fr.,,Fungi,Ascomycota,Pezizomycotina,,Orbiliomycetes,Orbiliomyetidae,,Orbiliales,,,Orbiliaceae,
20090516,,Caloscypha fulgens,(Pers.) Boud.,Snowbank orange peel fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Caloscyphaceae,
20100417,,Caloscypha fulgens,(Pers.) Boud.,Snowbank orange peel fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Caloscyphaceae,
20110514,,Caloscypha fulgens,(Pers.) Boud.,Snowbank orange peel fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Caloscyphaceae,
20110514,,Neournula pouchetii,(Berthet & Riousset) Paden,Rose cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Chorioactidaceae,
20120512,VMS,Neournula pouchetii,(Berthet & Riousset) Paden,Rose cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Chorioactidaceae,
20170506,,Neournula pouchetii,(Berthet & Riousset) Paden,Rose cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Chorioactidaceae,
20190504,,Neournula pouchetii,(Berthet & Riousset) Paden,Rose cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Chorioactidaceae,
20090516,,Gyromitra esculenta,(Pers.) Fr.,False morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Discinaceae,
20110514,,Gyromitra esculenta,(Pers.) Fr.,False morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Discinaceae,
20110514,,Helvella acetabulum,(L.) Quél.,Brown ribbed elfin cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Helvellaceae,
20111029,,Helvella cf vespertina,N.H. Nguyen & Velling,Western black elfin saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Helvellaceae,
20140510,,Morchella cf brunnea,M. Kuo,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Morchellaceae,
20080503,,Morchella conica,Pers.,Black morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Morchellaceae,
20100417,,Morchella conica,Pers.,Black morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Morchellaceae,
20110514,,Morchella conica,Pers.,Black morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Morchellaceae,
20170506,,Morchella snyderi,M. Kuo & Methven,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Morchellaceae,
20090516,,Peziza cf repanda,Pers.,Spreading brown cup fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pezizaceae,
20090516,,Sarcosphaera coronaria,(Jacq.) J. Schröt.,Crown cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pezizaceae,
20070428,,Aleuria aurantia,(Pers.) Fuckel,Orange fairy-cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,
20120512,VMS,Cheilymenia sp,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,
20111029,,Humaria hemisphaerica,(F.H. Wigg.) Fuckel,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,
20111029,,Otidea onotica,(Pers.) Fuckel,Donkey ears,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,
20130504,,Scutellinia scutellata,(L.) Lambotte,Eyelash fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,
20150502,,Scutellinia scutellata,(L.) Lambotte,Eyelash fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,
20160521,,Scutellinia scutellata,(L.) Lambotte,Eyelash fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,
20170506,,Tarzetta catinus,(Holmsk.) Korf & J.K. Rogers,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,
20090516,,Tarzetta cupularis,(L.) Svrcek,Elf/Earth cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,
20110514,,Tarzetta cupularis,(L.) Svrcek,Elf/Earth cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,
20120512,VMS,Tarzetta cupularis,(L.) Svrcek,Elf/Earth cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,
20070428,,Plectania melaena,(Fr.) Paden,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Sarcosomataceae,
20080503,,Plectania melastoma,(Sowerby) Fuckel,Black cup fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Sarcosomataceae,
20090516,,Plectania melastoma,(Sowerby) Fuckel,Black cup fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Sarcosomataceae,
20110514,,Plectania melastoma,(Sowerby) Fuckel,Black cup fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Sarcosomataceae,
20120512,VMS,Plectania melastoma,(Sowerby) Fuckel,Black cup fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Sarcosomataceae,
20190504,,Plectania melastoma,(Sowerby) Fuckel,Black cup fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Sarcosomataceae,
20150502,,Helminthosphaeria clavariarum,(Desm.) Fuckel,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,?,,Trichosphaeriales,,,Helminthosphaeriaceae,
20170506,,Bertia moriformis,(Tode) De Not.,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Coronophorales,,,Bertiaceae,
20100417,,Paecilomyces cf sp,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Cordycipitaceae,
20111029,,Hypomyces cervinigenus,Rogerson & Simms,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Hypocreaceae,
20110514,,Annulohypoxylon multiforme,"(Fr.) Y.M. Ju, J.D. Rogers, & H.M. Hsieh",Carbon cushion,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20120512,VMS,Annulohypoxylon multiforme,"(Fr.) Y.M. Ju, J.D. Rogers, & H.M. Hsieh",Carbon cushion,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20130504,,Annulohypoxylon multiforme,"(Fr.) Y.M. Ju, J.D. Rogers, & H.M. Hsieh",Carbon cushion,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20160521,,Annulohypoxylon multiforme,"(Fr.) Y.M. Ju, J.D. Rogers, & H.M. Hsieh",Carbon cushion,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20170506,,Annulohypoxylon multiforme,"(Fr.) Y.M. Ju, J.D. Rogers, & H.M. Hsieh",Carbon cushion,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20110514,,Biscogniauxia cf mediterranea,(De Not.) Kuntze,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20110514,,Hypoxylon cf rubiginosum,(Pers.) Fr.,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20090516,,Hypoxylon sp,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20190504,,Kretzschmaria cf deusta,(Hoffm.) P.M.D. Martin,Carbon cushion,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20110514,,Nemania cf serpens,(Pers.) Gray,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20111029,,Nemania cf serpens,(Pers.) Gray,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20100417,,Xylaria hypoxylon,(L.) Gray,Carbon antlers,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20111029,,Xylaria hypoxylon,(L.) Gray,Carbon antlers,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20130504,,Xylaria hypoxylon,(L.) Gray,Carbon antlers,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20190504,,Xylaria hypoxylon,(L.) Gray,Carbon antlers,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,
20190504,,Taphrina alni,(Berk. & Broome) Gjaerum,Alder tongue gall,Fungi,Ascomycota,Taphrinomycotina,,Taphrinomycetes,Taphrinomycetidae,,Taphrinales,,,Taphrinaceae,
20070428,,Clavulina coralloides,(L.) J. Schröt.,Crested coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Cantharellales,,,Clavulinaceae,
20100417,,Clavulina coralloides,(L.) J. Schröt.,Crested coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Cantharellales,,,Clavulinaceae,
20150502,,Clavulina coralloides,(L.) J. Schröt.,Crested coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Cantharellales,,,Clavulinaceae,
20100417,,Clavulina rugosa,(Bull.) J. Schröt.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Cantharellales,,,Clavulinaceae,
20150502,,Hydnum repandum,L.,Hedgehog,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Cantharellales,,,Hydnaceae,
20130504,,Porodaedalea pini,(Brot.) Murrill,Pine conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Hymenochaetales,,,Hymenochaetaceae,
20160521,,Porodaedalea pini,(Brot.) Murrill,Pine conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Hymenochaetales,,,Hymenochaetaceae,
20170506,,Porodaedalea pini,(Brot.) Murrill,Pine conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Hymenochaetales,,,Hymenochaetaceae,
20100417,,Pseudochaete tabacina,(Sowerby) T. Wagner & M. Fisch.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Hymenochaetales,,,Hymenochaetaceae,
20130504,,Pseudochaete cf tabacina,(Sowerby) T. Wagner & M. Fisch.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Hymenochaetales,,,Hymenochaetaceae,
20150502,,Pseudochaete tabacina,(Sowerby) T. Wagner & M. Fisch.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Hymenochaetales,,,Hymenochaetaceae,
20160521,,Pseudochaete tabacina,(Sowerby) T. Wagner & M. Fisch.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Hymenochaetales,,,Hymenochaetaceae,
20160521,,Oxyporus cuneatus,(Murrill) Aoshima,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Hymenochaetales,,,Schizoporaceae,
20170506,,Oxyporus cuneatus,(Murrill) Aoshima,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Hymenochaetales,,,Schizoporaceae,
20190504,,Oxyporus cuneatus,(Murrill) Aoshima,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Hymenochaetales,,,Schizoporaceae,
20100417,,Fomitopsis mounceae,Haight & Nakasone,Red-belted polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20110514,,Fomitopsis mounceae,Haight & Nakasone,Red-belted polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20111029,,Fomitopsis mounceae,Haight & Nakasone,Red-belted polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20120512,VMS,Fomitopsis mounceae,Haight & Nakasone,Red-belted polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20160521,,Fomitopsis mounceae,Haight & Nakasone,Red-belted polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20170506,,Fomitopsis mounceae,Haight & Nakasone,Red-belted polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20190504,,Fomitopsis mounceae,Haight & Nakasone,Red-belted polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20090516,,Phaeolus schweinitzii,(Fr.) Pat.,Schweinitz' butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20100417,,Phaeolus schweinitzii,(Fr.) Pat.,Schweinitz' butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20110514,,Phaeolus schweinitzii,(Fr.) Pat.,Schweinitz' butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20120512,VMS,Phaeolus schweinitzii,(Fr.) Pat.,Schweinitz' butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20130504,,Phaeolus schweinitzii,(Fr.) Pat.,Schweinitz' butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20150502,,Phaeolus schweinitzii,(Fr.) Pat.,Schweinitz' butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20160521,,Phaeolus schweinitzii,(Fr.) Pat.,Schweinitz' butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20190504,,Phaeolus schweinitzii,(Fr.) Pat.,Schweinitz' butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20090516,,Rhodofomes cajanderi,"(P. Karst.) B.K. Cui, M.L. Han & Y.C. Dai",Rosy conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20100417,,Rhodofomes cajanderi,"(P. Karst.) B.K. Cui, M.L. Han & Y.C. Dai",Rosy conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20110514,,Rhodofomes cajanderi,"(P. Karst.) B.K. Cui, M.L. Han & Y.C. Dai",Rosy conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20160521,VMS,Rhodofomes cajanderi,"(P. Karst.) B.K. Cui, M.L. Han & Y.C. Dai",Rosy conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20190504,,Rhodofomes cajanderi,"(P. Karst.) B.K. Cui, M.L. Han & Y.C. Dai",Rosy conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Fomitopsidaceae,
20090516,,Ganoderma applanatum,(Pers.) Pat.,Artist's conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Ganodermataceae,
20130504,,Ganoderma applanatum,(Pers.) Pat.,Artist's conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Ganodermataceae,
20160521,,Ganoderma applanatum,(Pers.) Pat.,Artist's conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Ganodermataceae,
20170506,,Ganoderma applanatum,(Pers.) Pat.,Artist's conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Ganodermataceae,
20070428,,Ganoderma oregonense,Murrill,Oregon varnished conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Ganodermataceae,
20130504,,Ganoderma oregonense,Murrill,Oregon varnished conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Ganodermataceae,
20150502,,Ganoderma oregonense,Murrill,Oregon varnished conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Ganodermataceae,
20160521,,Ganoderma oregonense,Murrill,Oregon varnished conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Ganodermataceae,
20170506,,Ganoderma oregonense,Murrill,Oregon varnished conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Ganodermataceae,
20130504,,Irpex lacteus,(Fr.) Fr.,Milk-white toothed polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Meruliaceae,
20111029,,Phlebia radiata,Fr.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Meruliaceae,
20170506,,Steccherinum ochraceum,(Pers.) Gray,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Meruliaceae,
20100417,,Byssomerulius corium,(Pers.) Parmasto,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Phanerochaetaceae,
20110514,,Byssomerulius corium,(Pers.) Parmasto,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Phanerochaetaceae,
20100417,,Cryptoporus volvatus,(Peck) Shear,Cryptic globe fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20110514,,Cryptoporus volvatus,(Peck) Shear,Cryptic globe fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20150502,,Cryptoporus volvatus,(Peck) Shear,Cryptic globe fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20160521,,Cryptoporus volvatus,(Peck) Shear,Cryptic globe fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20190504,,Cryptoporus volvatus,(Peck) Shear,Cryptic globe fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20110514,,Perenniporia sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20120512,VMS,Perenniporia sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20190504,,Polyporus badius,(Pers.) Schwein.,Black leg,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20070428,,Polyporus cf leptocephalus,(Jacq.) Fr.,Elegant polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20100417,,Polyporus leptocephalus,(Jacq.) Fr.,Elegant polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20120512,VMS,Polyporus sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20070428,,Polyporus squamosus,(Huds.) Fr.,Dryad's saddle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20170506,,Polyporus squamosus,(Huds.) Fr.,Dryad's saddle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20110514,,Polyporus varius,(Pers.) Fr.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20111029,,Postia fragilis,(Fr.) Jülich,Rusty-staining cheese polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20100417,,Trametes hirsuta,(Wulfen) Lloyd,Hairy turkey tail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20090516,,Trametes versicolor,(L.) Lloyd,Turkeytail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20100417,,Trametes versicolor,(L.) Lloyd,Turkeytail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20110514,,Trametes versicolor,(L.) Lloyd,Turkeytail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20111029,,Trametes versicolor,(L.) Lloyd,Turkeytail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20150502,,Trametes versicolor,(L.) Lloyd,Turkeytail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20120512,VMS,Trametes versicolor,(L.) Lloyd,Turkeytail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20130504,,Trametes versicolor,(L.) Lloyd,Turkeytail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20160521,,Trametes versicolor,(L.) Lloyd,Turkeytail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20170506,,Trametes versicolor,(L.) Lloyd,Turkeytail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20190504,,Trametes versicolor,(L.) Lloyd,Turkeytail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20090516,,Trichaptum abietinum,(Dicks.) Ryvarden,Violet-pored bracket fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20100417,,Trichaptum abietinum,(Dicks.) Ryvarden,Violet-pored bracket fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20111029,,Trichaptum abietinum,(Dicks.) Ryvarden,Violet-pored bracket fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20150502,,Trichaptum abietinum,(Dicks.) Ryvarden,Violet-pored bracket fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20160521,,Trichaptum abietinum,(Dicks.) Ryvarden,Violet-pored bracket fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20170506,,Trichaptum abietinum,(Dicks.) Ryvarden,Violet-pored bracket fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20190504,,Trichaptum abietinum,(Dicks.) Ryvarden,Violet-pored bracket fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Polyporales,,,Polyporaceae,
20170506,,Auriscalpium vulgare,Gray,Ear pick fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Auriscalpiaceae,
20070428,,Heterobasidion annosum,(Fr.) Bref.,Annosus root & butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Bondarzewiaceae,
20110514,,Heterobasidion annosum,(Fr.) Bref.,Annosus root & butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Bondarzewiaceae,
20160521,,Heterobasidion annosum,(Fr.) Bref.,Annosus root & butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Bondarzewiaceae,
20111029,,Lactarius cf luculentus var. laetus,Hesler & A.H. Smith,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Russulaceae,
20090516,,Stereum complicatum,(Fr.) Fr.,Crowded parchment,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Stereaceae,
20100417,,Stereum complicatum,(Fr.) Fr.,Crowded parchment,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Stereaceae,
20110514,,Stereum complicatum,(Fr.) Fr.,Crowded parchment,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Stereaceae,
20120512,VMS,Stereum complicatum,(Fr.) Fr.,Crowded parchment,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Stereaceae,
20130504,,Stereum complicatum,(Fr.) Fr.,Crowded parchment,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Stereaceae,
20100417,,Stereum cf ochraceoflavum,(Schwein.) Sacc.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Stereaceae,
20100417,,Stereum sanguinolentum,(Alb. & Schwein.) Fr.,Bleeding conifer parchment,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Russulales,,,Stereaceae,
20100417,,Thelephora palmata,(Scop.) Fr.,Fetid false coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Thelephorales,,,Thelephoraceae,
