"Taxon","ID","Curator.Decision","Curator.Notes"
"Ambystoma","26721","DELETE","genus"
"Amphibia","20978","DELETE","higher"
"Caudata","26718","DELETE","higher"
"Thamnophis","28339","DELETE","genus"
