,catalogNumber,Verified,Missing.Specimen,Family_Genus.list..Family,scientificName,Genus,Qualifier,Species,Authorship.Reference..Species.Author,Subspecies,Authorship.Reference..Subspecies.Author,Variety,Authorship.Reference..Variety.Author,Forma,Authorship.Reference..Forma.Author,Cultivar,country,provinceState,locality,Geo_LatDegree,Geo_LatMinute,Geo_LatSecond,Geo_LongDegree,Geo_LongMinute,Geo_LongSecond,decimalLatitude,decimalLongitude,Geo_Datum,Geo_CoordinateUncertainty,georeferenceProtocol,georeferencedBy,Geo_Date,Georeference.Notes,UTM,Grid.Reference,habitat,verbatimElevation,eventDate,recordedBy,Other.Collectors,recordNumber,identifiedBy,Determination.Date,occurrenceRemarks,Originally.identified.as,Annotation.1,Annotation.2,Annotation.3,More.annotations,Original.Herbarium,TypeStatus,Special,Research.Annotation,Citations,Genbank,BOLD.Number,Loan,Exchange,Curatorial.Notes,Taxonomic.Updates,Conservation.Status,Imaged,Barcoded,Project.ID,Funding.Project,Reproductive.Status,Reproductive.Flex,Accession.Number.1
112,V241911,,,Caryophyllaceae,Sagina maxima ssp. maxima,Sagina,,maxima,A. Gray,maxima,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Montague Harbour Provincial Park, near amphitheatre and picnic tables",48,53,53.2,-123,24,6.5,48.898111,-123.401806,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Wet grassy area, too wet yet to cut; growing with Plantago elongata, Myosurus minimus, Poa annua",3 m,2014 May 13,Frank Lomer,,8700,Frank Lomer,2014,"erect annual, sepals 5, petals small, white; sample on left is completely glabrous (subspecies crassicaulis), two on right are glandular in inflorescence (subspecies maxima); seeds from left plant in packet appear pebbled and grooved on back, but perhaps not fully formed",Sagina maxima subsp. maxima by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,Yes,Yes,flomer1,,,,V241911
51,V191356,,,Caryophyllaceae,Sagina procumbens,Sagina,,procumbens,L.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"mesic, rocky roadbed edge under Douglas-fir - red cedar",,1986 Aug 16,William J. Crins,,7338,William J. Crins,1986,abundant,Sagina procumbens by William J. Crins 1986,STET Jamie D. Fenneman 2014,,,NA,,NA,,,,NA,,,,,,,,Yes,pcb2,,,,V191356
95,V231297,,,Rosaceae,Sanguisorba minor ssp. muricata,Sanguisorba,,minor,Scop.,muricata,(Bonnier & Layens) Briq.,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, southwest end, south of Montague Harbour, 524 Clanton Road",48,53,38,-123,23,19,48.893889,-123.388611,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Roadside shoulder near creek, with Plantago lanceolata",60 m,2003 May 01,Frank Lomer,,4721,Frank Lomer,2003,"Introduced weed.,",Sanguisorba minor subsp. muricata by Frank Lomer 2003,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V231297
56,V191361,,,Selaginellaceae,Selaginella wallacei,Selaginella,,wallacei,Hieron.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"dry, open, rock outcrop under by Douglas-fir - madrone forest",,1986 Aug 17,William J. Crins,,7343,William J. Crins,,common,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V191361
27,V178684,,,Asteraceae,Senecio sylvaticus,Senecio,,sylvaticus,L.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf of Georgia, southeast end of Galiano Island, Stick Allen road",48,55,NA,-123,25,NA,48.916667,-123.416667,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Weedy area along roadside,,1983 May 01,Gerald B. Straley,,2563,Gerald B. Straley,1983,,Senecio sylvaticus by Gerald B. Straley 1983,,,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V178684
40,V190909,,,Asteraceae,Senecio sylvaticus,Senecio,,sylvaticus,L.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"dry mesic, partially shaded roadbed under Douglas-fir - Red cedar",,1986 Aug 16,William J. Crins,,7340,William J. Crins,1986,uncommon,Senecio sylvaticus by William J. Crins 1986,,,,NA,"University of Toronto-Erindale(TRTE) Ontario, Canada",NA,,,,NA,,,,,,,,,,,,,V190909
70,V197705,,,Elaeagnaceae,Shepherdia canadensis,Shepherdia,,canadensis,(L.) Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf of Georgia, Galiano Island, Montague Harbour",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,growing in edges of forest just above high tide,,1989 Apr 06,Gerald B. Straley,K. Wilf Nicholls,5280,"Gerald B. Straley, K. Wilf Nicholls",1989,common deciduous shrub ca. 2m tall,"Shepherdia canadensis by Gerald B. Straley, K. Wilf Nicholls 1989",,,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V197705
61,V191772,,,Rubiaceae,Sherardia arvensis,Sherardia,,arvensis,L.,,,,,NA,NA,NA,Canada,British Columbia,"southern Galiano Island, along Burrill Road",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,grassy roadside,,1987 May 02,Gerald B. Straley,,4147,Gerald B. Straley,1987,,Sherardia arvensis by Gerald B. Straley 1987,,,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V191772
128,V245145,,,Caryophyllaceae,Stellaria media,Stellaria,,media,(L.) Vill.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bellhouse Park",48.871823,NA,NA,-123.310643,NA,NA,48.871823,-123.310643,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Woodland herbaceous community,,2016 Feb 12,Andrew Simon,,V-04,Andrew Simon,2016,,Stellaria media by Andrew Simon 2016,,,,NA,,NA,,,,NA,,,,,,,,Yes,AndrewSimon2016,,,,V245145
28,V178685,,,Caryophyllaceae,Stellaria nitens,Stellaria,,nitens,Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf of Georgia, southeast end of Galiano Island, just off Stick Allison Road",48,55,NA,-123,25,NA,48.916667,-123.416667,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Wet mossy areas above sea,,1983 May 01,Gerald B. Straley,,2561,Gerald B. Straley,1983,,Stellaria nitens by Gerald B. Straley 1983,,,,NA,,NA,,,,NA,,,,,,,Yes,,S nitens C,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V178685
172,V252566,6/23/2022,,Caryophyllaceae,Stellaria nitens,Stellaria,,nitens,Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Haulback Road, District Lot 14",48.90664903,NA,NA,-123.3583117,NA,NA,48.90664903,-123.3583117,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Coastal herbaceous community,5 m,2017 Apr 20,Andrew Simon,,V-49,Andrew Simon,2017,,Stellaria nitens by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252566
173,V252567,6/23/2022,,Asteraceae,Taraxacum lacistophyllum,Taraxacum,,lacistophyllum,(Dahlst.) Raunk.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.869189,NA,NA,-123.378743,NA,NA,48.869189,-123.378743,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland herbaceous community,250 m,2017 Apr 23,Andrew Simon,,V-50,Curtis R. Bjork,2017,,Taraxacum lacistophyllum by Curtis R. Bjork  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252567
188,V252582,6/23/2022,,Brassicaceae,Thlaspi arvense,Thlaspi,,arvense,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, District Lot 57",48.92866032,NA,NA,-123.4679604,NA,NA,48.92866032,-123.4679604,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Ruderal, roadside",60 m,2017 May 14,Andrew Simon,,V-68,Andrew Simon,2017,,Thlaspi arvense by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252582
99,V233785,,,Brassicaceae,Thysanocarpus curvipes,Thysanocarpus,,curvipes,Hook.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bodega Ridge, 30 m west of ridge top path at end of Cottage Way",48,57,25,-123,31,48,48.956944,-123.53,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"40% southwest-facing slope; moist mossy site with Daucus pusillus, Saxifraga ferruginea, Mimulus alsinoides",190 m,1998 Apr 10,Frank Lomer,,98-3,Frank Lomer,1998,Ca. 50 plants; erect annual with tiny white flowers,Thysanocarpus curvipes by Frank Lomer 1998 1998,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V233785
101,V234967,,,Brassicaceae,Thysanocarpus curvipes,Thysanocarpus,,curvipes,Hook.,,,,,NA,NA,NA,Canada,British Columbia,"Georgia Strait, Mount Galiano, southwest end of Galiano Island",48,51,48.5,-123,21,46.5,48.863472,-123.362917,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Mossy open southwest-facing slope near summit in drier sites, with Cynosurus echinatus, Arabis glabra, Clarkia amoena",275 m,2001 Apr 11,Frank Lomer,,3945,Frank Lomer,2001,Population = ca. 100; scarce in area,Thysanocarpus curvipes by Frank Lomer 2001,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V234967
141,V245158,,,Apiaceae,Torilis japonica,Torilis,,japonica,(Houtt.) DC.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Tapovan Peace Park",48.867549,NA,NA,-123.338528,NA,NA,48.867549,-123.338528,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Inland cliff/woodland,,2016 May 30,Andrew Simon,,V-17,Andrew Simon,2016,,Torilis japonica by Andrew Simon 2016,,,,NA,,NA,,,,NA,,,,,,,,Yes,AndrewSimon2016,,,,V245158
240,V252636,6/23/2022,,Apiaceae,Torilis japonica,Torilis,,japonica,(Houtt.) DC.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.87046,NA,NA,-123.38213,NA,NA,48.87046,-123.38213,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Herbaceous slope, southwest aspect",190 m,2017 Jun 14,Andrew Simon,,V-140,Andrew Simon,2017,,Torilis japonica by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252636
117,V241916,,,Anacardiaceae,Toxicodendron diversilobum,Toxicodendron,,diversilobum,(Torr. & A. Gray) Greene,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, seaside cliff 650 m due southwest of junction of Poirlier Pass Road and McClure Road",48,55,36.1,-123,28,7.5,48.926694,-123.46875,NAD 83.00,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,10U 465664 5419412,,"Top of granite/sandstone cliff with arbutus and Douglas-fir, associated with Lonicera hispidula",50 m,2014 May 14,Frank Lomer,,8705,Frank Lomer,2014,"growing in vertical cracks for 7 m and lying flat to the rock surface, flower buds not yet open except for the sunniest sites, a few plants scattered at the cliff top",Toxicodendron diversilobum by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,Yes,Yes,flomer1,,,,V241916
119,V241918,,,Anacardiaceae,Toxicodendron diversilobum,Toxicodendron,,diversilobum,(Torr. & A. Gray) Greene,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, seaside cliff 700 m due southwest of junction of Poirlier Pass Road and McClure Road",48,55,35.9,-123,28,9.6,48.926639,-123.469333,NAD 83.00,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,10U 465623 5419406,,"Near seashore among boulders at cliff base with Douglas-fir and arbutus; growing with Lonicera hispidula, Prunus emarginata, Holodiscus discolor",20 m,2014 May 14,Frank Lomer,,8707,Frank Lomer,2014,"several plants in the area, mostly on south-facing rock faces; mostly in flower bud, but a few plants in full sun with abundant open flowers attracting many honeybees",Toxicodendron diversilobum by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,Yes,Yes,flomer1,,,,V241918
103,V234969,,,Fabaceae,Trifolium microcephalum,Trifolium,,microcephalum,Pursh,,,,,NA,NA,NA,Canada,British Columbia,"Georgia Strait, Mount Galiano, southwest end of Galiano Island",48,51,48.5,-123,21,46.5,48.863472,-123.362917,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Mossy open slope near summit,275 m,2001 Apr 11,Frank Lomer,,3947,Frank Lomer,2001,Annual with pinkish flowers and hairy calyx; common,Trifolium microcephalum by Frank Lomer 2001,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V234969
212,V252608,6/23/2022,,Fabaceae,Trifolium microcephalum,Trifolium,,microcephalum,Pursh,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bluffs Park",48.86701557,NA,NA,-123.337605,NA,NA,48.86701557,-123.337605,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,South-facing herbaceous slope,115 m,2017 May 29,Andrew Simon,Alexander J. Wright,V-97,Andrew Simon,2017,,Trifolium microcephalum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252608
213,V252609,6/23/2022,,Fabaceae,Trifolium microdon,Trifolium,,microdon,Hook. & Arn.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bluffs Park",48.86701557,NA,NA,-123.337605,NA,NA,48.86701557,-123.337605,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Rock outcrop herbaceous community,115 m,2017 May 29,Andrew Simon,Alexander J. Wright,V-98,Andrew Simon,2017,,Trifolium microdon by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252609
60,V191751,,,Fabaceae,Trifolium subterraneum,Trifolium,,subterraneum,L.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf Islands, Galiano Island, southern Galiano Island, Burrell Road",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,grassy roadside,,1987 May 02,Gerald B. Straley,,4146,Gerald B. Straley,1987,,Trifolium subterraneum by Gerald B. Straley 1987,,,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V191751
29,V178686,,,Fabaceae,Trifolium variegatum,Trifolium,,variegatum,Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf of Georgia, northwest end of Galiano Island, Coon Bay",49,0,NA,-123,50,NA,49,-123.833333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,in grassy areas just above sea,,1983 May 01,Gerald B. Straley,,2557,Gerald B. Straley,1983,common,Trifolium variegatum by Gerald B. Straley 1983,,,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V178686
162,V252556,6/23/2022,,Fabaceae,Trifolium willdenovii,Trifolium,,willdenovii,Spreng.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.94844185,NA,NA,-123.3019974,NA,NA,48.94844185,-123.3019974,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Rock outcrop herbaceous community,230 m,2017 Mar 25,Andrew Simon,,V-38,Andrew Simon,2017,,Trifolium willdenovii by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252556
189,V252583,6/23/2022,,Fabaceae,Trifolium willdenovii,Trifolium,,willdenovii,Spreng.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, District Lot 57",48.93238196,NA,NA,-123.4845686,NA,NA,48.93238196,-123.4845686,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Rock outcrop herbaceous community,11 m,2017 May 14,Andrew Simon,,V-69,Andrew Simon,2017,,Trifolium willdenovii by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252583
7,V103599,,,Orobanchaceae,Triphysaria pusilla,Triphysaria,,pusilla,(Benth.) T.I. Chuang & Heckard,,,,,NA,NA,NA,Canada,British Columbia,"Gulf Islands, Galiano Island, on road to Sturdies Bay, Retreat Cove 6.5 miles southeast of Virago Point",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,"On open, rocky-grassy bluffs at shore",,1961 May 08,James A. Calder,K.T. MacKay,28889,Curtis R. Bjork,2015,common,Orthocarpus pusillus by J.A. Calder and K.T. MacKay 1961,"Triphysaria pusilla Det. Curtis R. Bjork 2015 Apr, University of British Columbia Herbarium",,,NA,"Department of Agriculture, Ottawa, Canada",NA,,,,NA,,,,,,,,Yes,,,,,V103599
229,V252625,6/23/2022,,Asparagaceae,Triteleia hyacinthina,Triteleia,,hyacinthina,(Lindl.) Greene,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Galiano",48.863451,NA,NA,-123.361981,NA,NA,48.863451,-123.361981,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland herbaceous community,290 m,2017 Jun 13,Andrew Simon,,V-124,Andrew Simon,2017,,Triteleia hyacinthina by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252625
185,V252579,6/23/2022,,Brassicaceae,Turritis glabra,Turritis,,glabra,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bluffs Park",48.86722729,NA,NA,-123.3380771,NA,NA,48.86722729,-123.3380771,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Rock outcrop herbaceous community,120 m,2017 May 13,Andrew Simon,,V-64,Andrew Simon,2017,,Turritis glabra by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252579
116,V241915,6/26/2021,,Typhaceae,Typha angustifolia,Typha,,angustifolia,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, property at 10825 Porlier Pass Road",48,55,51,-123,28,30,48.930833,-123.475,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Margin of deep pond in old clearcut area, with Juncus articulatus",50 m,2014 May 14,Frank Lomer,,8704,Frank Lomer,2014,"shoots with narrow leaves 2-5 mm wide, old stems with long bare gap between male and female parts; several plants around the pool",Typha angustifolia by Frank Lomer 2014,"! Daniel Stewart 2020 Oct, University of British Columbia Herbarium",,,NA,,NA,,,,NA,,,,,,,,Yes,flomer1,,,,V241915
87,V231289,1/18/2022,,Asteraceae,Uropappus lindleyi,Uropappus,,lindleyi,(DC.) Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Matthews Point, southwest side",48,51,48,-123,19,45,48.863333,-123.329167,NAD 27.00,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,10U 4757760 5412256,,"Deer path through open Douglas-fir - Garry oak; 60% southwest-facing slope; very weedy area with Myosotis discolor, Galium aparine, Lotus micranthus, Vulpia myuros",120 m,2003 Apr 30,Frank Lomer,,4713,Frank Lomer,2003,60+ counted; threatened by introduced annual weeds,Microseris lindleyi by Frank Lomer 2003,,,,NA,,NA,,CCDB-23364-D12 DNA Barcode of Life: Tissue sampled by the Biodiversity Institute of Ontario BIOUG 2014,,NA,CCDB-23364-D12,,,,Microseris lindleyi = Uropappus lindleyi (2010),"BC Red list, S1S2, G5 (1990), E (COSEWIC), 1-E (SARA)",Yes,,2021Reds,,,,V231289
91,V231293,1/18/2022,,Asteraceae,Uropappus lindleyi,Uropappus,,lindleyi,(DC.) Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Matthews Point, southwest side",48,51,42,-123,19,46,48.861667,-123.329444,NAD 27.00,NA,Verbatim from Collector/Sheet,Christina Gentle,2022,UTM Conversion,10U 475845 5412136,,"40% south-facing grassy slope at top of steep cliff; under large dead Douglas-fir with Galium aparine, Cytisus scoparius, Trifolium willdenowii, Lomatium utriculatum",150 m,2003 May 01,Frank Lomer,,4717,Frank Lomer,2003,91 open flowers counted on all the plants seen,Microseris lindleyi by Frank Lomer 2003,,,,NA,,NA,,CCDB-23364-E12 DNA Barcode of Life: Tissue sampled by the Biodiversity Institute of Ontario BIOUG 2014,,NA,CCDB-23364-E12,,,,Microseris lindleyi = Uropappus lindleyi (2010),"BC Red list, S1S2, G5 (1990), E (COSEWIC), 1-E (SARA)",Yes,,2021Reds,,,,V231293
146,V250170,1/18/2022,,Asteraceae,Uropappus lindleyi,Uropappus,,lindleyi,(DC.) Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Matthews Point, southwest of the hydro station",49,51,31,-123,19,8,49.858611,-123.318889,WGS84,NA,Google Earth,Christina Gentle,2022,UTM conversion crossed zone boundaries; specimen was georeferenced using locality description instead,10U 47843 5412147,,"Steep cliffs above the ocean in dry, Quercys garryana - Pseudotsunga menziesii woodland; with Bromus sterilis, Cerastium arvense, Lonicera hispidula and Cytisus scoparius",68 m,2004 May 13,George W. Douglas,,13746,George W. Douglas,2004,,Uropappus lindley by George W. Douglas 2004 May 13,,,,NA,British Columbia Conservation Data Centre,NA,,,,NA,,,,,,"BC Red list, S1S2, G5 (1990), E (COSEWIC), 1-E (SARA)",,Yes,2021Reds,,,,V250170
252,V72287,,,Scrophulariaceae,Verbascum phlomoides,Verbascum,,phlomoides,L.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, Sturdies Bay",48,53,NA,-123,19,NA,48.883333,-123.316667,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,on edge of road,,1992 Jul 23,Terry M. Taylor,,s.n.,T. Taylor,,,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V72287
38,V190907,,,Plantaginaceae,Veronica americana,Veronica,,americana,Benth.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"mesic, rocky roadbed under Douglas-fir - red cedar",,1986 Aug 16,William J. Crins,,7333,,,,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V190907
140,V245157,,,Plantaginaceae,Veronica americana,Veronica,,americana,Benth.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Galiano Island Ecological Reserve",48.983659,NA,NA,-123.556323,NA,NA,48.983659,-123.556323,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,bog margin,,2016 May 24,Andrew Simon,,V-16,Andrew Simon,2016,,Veronica americana by Andrew Simon 2016,,,,NA,,NA,,,,NA,,"Returned
On loan for CDC Checklist Meeting 2017 Nov (UBC_2017_V10) - Returned 2017 Nov",,,,,,Yes,AndrewSimon2016,,,,V245157
54,V191359,,,Plantaginaceae,Veronica arvensis,Veronica,,arvensis,L.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"disturbed, mesic track edge under fir-red alder-red cedar",,1986 Aug 16,William J. Crins,,7339,William J. Crins,,common,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V191359
122,V241921,,,Fabaceae,Vicia lathyroides,Vicia,,lathyroides,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano island, Montague Harbour Provincial Park, Day Use beach",48,54,1.3,-123,24,24.9,48.900361,-123.406917,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Grassy area around picnic benches, with Trifolium dubium, Hypochaeris radicata",4 m,2014 May 14,Frank Lomer,,8710,Frank Lomer,2014,annual with small purple flowers and maturing black pods; several plants in a small area,Vicia lathyroides by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,Yes,Yes,flomer1,,,,V241921
69,V197486,,,Violaceae,Viola odorata,Viola,,odorata,L.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf of Georgia, north end of Galiano Island, along Retreat Cove Road",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,on grassy roadsides,,1989 Apr 06,Gerald B. Straley,K. Wilf Nicholls,5291,"Gerald B. Straley, K. Wilf Nicholls",1989,Very commonly naturalized; stoloniferous; petals white; flowers with very sweet fragrance,"Viola odorata by Gerald B. Straley, K. Wilf Nicholls 1989",,,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V197486
224,V252620,6/23/2022,,Poaceae,Vulpia bromoides,Vulpia,,bromoides,(L.) Gray,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Montague Provincial Park",48.900106,NA,NA,-123.406713,NA,NA,48.900106,-123.406713,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Rudera, parking lot",3 m,2017 May 29,Andrew Simon,Alexander J. Wright,V-115,Andrew Simon,2017,,Vulpia bromoides by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252620
96,V231298,,,Poaceae,Vulpia microstachys var. pauciflora,Vulpia,,microstachys,(Nutt.) Munro,,,pauciflora,(Scribn. ex Beal) Lonard & Gould,NA,NA,NA,Canada,British Columbia,"Galiano Island, Stockard Hill, east side summit, north of Montague Road",48,53,5.3,-123,21,50,48.884806,-123.363889,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Dry southwest-facing cliff top below manzanita ridge in barren dry moss with Epilobium minutum, Aira praecox",220 m,2003 May 01,Frank Lomer,,4722,Frank Lomer,2003,Native annual grass.,Vulpia microstachys var. pauciflora by Frank Lomer 2003,,,,NA,,NA,,,,NA,,,,,,,,,bnbgrass,,,,V231298
104,V241903,,,Araceae,Wolffia columbiana,Wolffia,,columbiana,H. Karst.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, District Lot 61, Galiano Conservancy land, Great Beaver Swamp",48,56,32,-123,28,52.8,48.942222,-123.481333,NAD 83.00,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,10U 464750 5421150,,Restored beaver dam lake; growing with Lemna minor,55 m,2014 May 13,Frank Lomer,Ken Millard,8692,Frank Lomer,2014,"abundant and dominant from one end of the lake to the other, covering >80% of the water surface, mostly at outlet side, <20% cover at inlet side",Wolffia columbiana by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,flomer1,,,,V241903
