Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code
Arcocellulus cornucervis,"Hasle, Stosch & Syvertsen",,diatom,Chromista,Bacillariophyta,Bacillariophytina,,Mediophyceae,Cymatosirophycidae,,Cymatosirales,,,Cymatosiraceae,,,Arcocellulus,Arcocellulus cornucervis,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:168,,,,,,1589510,ALG
Extubocellulus cf. spinifer,,,diatom,Chromista,Bacillariophyta,Bacillariophytina,,Mediophyceae,Cymatosirophycidae,,Cymatosirales,,,Cymatosiraceae,,,Extubocellulus,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:181,,,,,,1424557,ALG
Leyanella sp.,,,diatom,Chromista,Bacillariophyta,Bacillariophytina,,Mediophyceae,Cymatosirophycidae,,Cymatosirales,,,Cymatosiraceae,,,Leyanella,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:193,,,,,,1589530,ALG
Labyrinthula zosterae,D. Porter & Muehlst,,protist,Chromista,Bigyra,,,Labyrinthulea,,,Labyrinthulida,,,Labyrinthulaceae,,,Labyrinthula,Labyrinthula zosterae,,,,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Emily Adamczyk,iNat:24697615,,1005156,ALG
Protocystis sp.,,,protist,Chromista,Bigyra,,,Labyrinthulea,,,Phaeodaria,,,Challengeridae,,,Protocystis,,,,,,unlisted,unlisted,new 2016,observed,,,,,,2016-01-18,Mark Webber,iNat:4849188,,521012,ALG
Oblongichytrium sp.,,,protist,Chromista,Bigyra,,,Labyrinthulea,,,Thraustochytriales,,,Thraustochytriaceae,,,Oblongichytrium,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:286,,,,,,1449910,ALG
Aplanochytrium blankum,Fiorito & Leander,,protist,Chromista,Bigyra,,,Labyrinthulea,,,Thraustochytrida,,,Aplanochytriidae,,,Aplanochytrium,Aplanochytrium blankum,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:166,,,,,,1589508,ALG
Ebria tripartita,(Schumann) Lemmermann,,flagellate,Chromista,Cercozoa,Filosa,Ventrifilosa,Thecofilosea,,,Ebriida,,,Ebriidae,,,Ebria,Ebria tripartita,,,,,unlisted,unlisted,new 2022,observed,,,,,,2022-06-25,Andrew Simon,iNat:126984541,,990948,ALG
Tintinnopsis sp.,,,ciliate,Chromista,Ciliophora,Intramacronucleata,,Spirotrichea,Choreotrichia,,Tintinnida,,,Codonellidae,,,Tintinnopsis,,,,,,unlisted,unlisted,new 2005,observed,,,,,,2005-07-01,Mark Webber,iNat:4848931,,485979,ALG
Dinophysis acuminata,Claparède & Lachmann,,dinoflagellate,Chromista,Miozoa,Myzozoa,Dinoflagellata,Dinophyceae,,,Dinophysiales,,,Dinophysiaceae,,,Dinophysis,Dinophysis acuminata,,,,,unlisted,unlisted,new 2012,observed,,,,,,2012-08-05,Mark Webber,iNat:4849148,,320121,ALG
Phalacroma rotundatum,(Claparéde & Lachmann) Kofoid & J.R.Michener,,dinoflagellate,Chromista,Miozoa,Myzozoa,Dinoflagellata,Dinophyceae,,,Dinophysiales,,,Dinophysiaceae,,,Phalacroma,Phalacroma rotundatum,,,,,unlisted,unlisted,new 2006,observed,,,,,,2006-01-18,Mark Webber,iNat:5197633,,320131,ALG
Ceratium fusus,(Ehrenberg) Dujardin,,dinoflagellate,Chromista,Miozoa,Myzozoa,Dinoflagellata,Dinophyceae,,,Gonyaulacales,,,Ceratiaceae,,,Ceratium,Ceratium fusus,,,,,unlisted,unlisted,new 2005,observed,,,,,,2005-07-14,Mark Webber,iNat:4848820,,203749,ALG
Ceratium lineatum,(Ehrenberg) Cleve,,dinoflagellate,Chromista,Miozoa,Myzozoa,Dinoflagellata,Dinophyceae,,,Gonyaulacales,,,Ceratiaceae,,,Ceratium,Ceratium lineatum,,,,,unlisted,unlisted,new 2006,observed,,,,,,2006-01-21,Mark Webber,iNat:9291462,,345251,ALG
Karayevia sp.,,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,,,Achnanthales,,,Achnanthidiaceae,,,Karayevia,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:190,,,,,,533653,ALG
Planothidium sp.,,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,,,Achnanthales,,,Achnanthidiaceae,,,Planothidium,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:135,,,,,,345840,ALG
Arachnoidiscus schmidtii,Hajós,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Arachnoidiscales,,,Arachnoidiscaceae,,,Arachnoidiscus,Arachnoidiscus schmidtii,,,,,unlisted,unlisted,new 2005,observed,,,,,,2005-01-31,Mark Webber,iNat:4874715,,521732,ALG
Asteromphalus heptactis,(Brébisson) Ralfs,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Asterolamprales,,,Asterolampraceae,,,Asteromphalus,Asteromphalus heptactis,,,,,unlisted,unlisted,new 2007,observed,,,,,,2007-07-13,Mark Webber,iNat:4874751,,521735,ALG
Bacillaria sp.,,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Bacillaria,,,,,,unlisted,unlisted,new 2023,unobserved,2023-01-01,"Mark Webber, Arjan van Asselt",Webber et al. 2023,,,,,,,200864,ALG
Cylindrotheca closterium,(Ehrenberg) Reimann & J.C.Lewin,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Cylindrotheca,Cylindrotheca closterium,,,,,unlisted,unlisted,new 2006,observed,,,,,,2006-07-21,Mark Webber,iNat:5197566,,203739,ALG
Fragilariopsis cf. oceanica,(Cleve) Hasle,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Fragilariopsis,,,,,,unlisted,unlisted,new 2006,observed,,,,,,2006-01-24,Mark Webber,iNat:5197620,,534459,ALG
Homoeocladia cf. volvendirostrata,,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Homoeocladia,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:39,,,,,,1589528,ALG
Nitzschia aequorea,Hustedt,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,Nitzschia aequorea,,,,,unlisted,unlisted,new 2023,unobserved,2023-05-26,"Arjan van Asselt, Laura Parfrey, Henry McGee",Galiano BioBlitz 2023,GBB2023:1821,,,,,,533658,ALG
Nitzschia cf. adhaerens,,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,,,,,,unlisted,unlisted,new 2022,unobserved,2022-10-31,Mark Webber,Webber et al. 2022,MWMiners2022:63,,,,,,1509803,ALG
Nitzschia cf. ligowskii,,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,,,,,,unlisted,unlisted,new 2020,unobserved,2023-05-26,"Arjan van Asselt, Laura Parfrey, Henry McGee",Galiano BioBlitz 2023,GBB2023:1847,,,,,,1589228,ALG
Nitzschia cf. palea,,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,,,,,,unlisted,unlisted,new 2022,unobserved,2022-10-31,Mark Webber,Webber et al. 2022,MWMiners2022:64,,,,,,345191,ALG
Nitzschia cf. pusilla,,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:274,,,,,,360006,ALG
Nitzschia cf. supralitorea,,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:275,,,,,,1450880,ALG
Nitzschia cf. traheaformis,,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:276,,,,,,1509990,ALG
Nitzschia dissipata,(Kützing) Rabenhorst,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,Nitzschia dissipata,,,,,unlisted,unlisted,new 2020,unobserved,2023-05-26,"Arjan van Asselt, Laura Parfrey, Henry McGee",Galiano BioBlitz 2023,GBB2023:1860,,,,,,492475,ALG
Nitzschia dubiiformis,Hustedt,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,Nitzschia dubiiformis,,,,,unlisted,unlisted,new 2022,unobserved,2022-10-31,Mark Webber,Webber et al. 2022,MWMiners2022:66,,,,,,1424970,ALG
Nitzschia fontifuga,Cholnoky,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,Nitzschia fontifuga,,,,,unlisted,unlisted,new 2023,unobserved,2023-05-26,"Arjan van Asselt, Laura Parfrey, Henry McGee",Galiano BioBlitz 2023,GBB2023:1886,,,,,,1589229,ALG
Nitzschia medioconstricta,Hustedt,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,Nitzschia medioconstricta,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:112,,,,,,1589521,ALG
Nitzschia paleaeformis,Hustedt,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,Nitzschia paleaeformis,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:114,,,,,,1450877,ALG
Nitzschia reversa,W.Smith,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,Nitzschia reversa,,,,,unlisted,unlisted,new 2006,observed,,,,,,2006-01-11,Mark Webber,iNat:50303688,,479914,ALG
Nitzschia traheaformis,"Chunlian Li, Witkowski & Yu",,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Nitzschia,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2020,Zostera2020:285,,,,,,1509990,ALG
