"","area","Family","TaxonName","iNatTaxon","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon"
"655","ogi","Poaceae","Bromus diandrus","Bromus diandrus","Roadside, grassy bluffs, disturbed ground. All islands.","","","","Bromus diandrus"
"656","ogi","Poaceae","Bromus hordeaceus","Bromus hordeaceus","Bluffs, roadside and waste ground. All islands.","","","","Bromus hordeaceus"
"657","ogi","Poaceae","Bromus inermis","Bromus inermis","Roadside, disturbed ground all islands.","","","","Bromus inermis"
"658","ogi","Poaceae","Bromus pacificus","Bromus pacificus","HJ collections all reidentified as others LEP. One remaining valid from Saturna","","","","Bromus pacificus"
"659","ogi","Poaceae","Bromus secalinus","Bromus secalinus","AS Mt.Galiano iNaturalist observation 2017.","","","","Bromus secalinus"
"660","ogi","Poaceae","Bromus sitchensis","Bromus sitchensis","Saturna, Galiano, N Pender. Var. aleutensis and marginatus","","","","Bromus sitchensis"
"661","ogi","Poaceae","Bromus sitchensis var. aleutensis","Bromus sitchensis aleutensis","Forest edges, bluffs, roadsides. All islands.","","","","Bromus sitchensis aleutensis"
"662","ogi","Poaceae","Bromus sitchensis var. carinatus","Bromus carinatus","Shoreline bluffs, roadsides and waste places.All islands. Var. marginatus","","","","Bromus carinatus"
"663","ogi","Poaceae","Bromus sterilis","Bromus sterilis","Fields, roadside and waste places throughout. All islands.","","","","Bromus sterilis"
"664","ogi","Poaceae","Bromus tectorum","Bromus tectorum","Roadsides, banks, and waste places, all islands.","","","","Bromus tectorum"
"665","ogi","Poaceae","Bromus vulgaris","Bromus vulgaris","Open woodland, trails; all islands.","","","","Bromus vulgaris"
"666","ogi","Poaceae","Calamagrostis canadensis","Calamagrostis canadensis","Var. canadensis HJ Roe Lake, N Pender. Margins of small upland fens, Saturna.","","","","Calamagrostis canadensis"
"667","ogi","Poaceae","Cinna latifolia","Cinna latifolia","HJ Galiano Stockade Hill seepy spot in wet forest. AS ER15 Saturna 2020.","","","","Cinna latifolia"
"668","ogi","Poaceae","Cynosurus cristatus","Cynosurus cristatus","Fields, roadsides and waste places; common throughout. All islands.","","","","Cynosurus cristatus"
"669","ogi","Poaceae","Cynosurus echinatus","Cynosurus echinatus","Roadside and waste ground. Spreading into grassy bluffs. All islands.","","","","Cynosurus echinatus"
"670","ogi","Poaceae","Dactylis glomerata","Dactylis glomerata","Farm fields, roadsides and grassy bluffs. All islands.","","","","Dactylis glomerata"
"671","ogi","Poaceae","Danthonia californica","Danthonia californica","Grassy ridges and bluffs. All islands.","","","","Danthonia californica"
"672","ogi","Poaceae","Danthonia decumbens","Danthonia decumbens","HLR collection Prevost Island.","","","","Danthonia decumbens"
"673","ogi","Poaceae","Danthonia intermedia","Danthonia intermedia","Galiano location? Miskelly 2017 Bioblitz.","","","","Danthonia intermedia"
"674","ogi","Poaceae","Deschampsia cespitosa ssp. beringensis","Deschampsia cespitosa beringensis","Galiano location? Tumbo Island HJ abundant in wet meadow next to salt marsh.","not in FPNW2","","","Deschampsia cespitosa beringensis"
"675","ogi","Poaceae","Deschampsia danthonioides","Deschampsia danthonioides","Cabbage Island Pojar. Galiano Bellhouse Point HJ 1984. A&O Ceska Tumbo Island 1976. Saturna Ball Field HJ 2000.","","","","Deschampsia danthonioides"
"676","ogi","Poaceae","Deschampsia elongata","Deschampsia elongata","Roadside, disturbed and waste ground, all main islands.","","","","Deschampsia elongata"
"677","ogi","Poaceae","Digitaria sanguinalis","Digitaria sanguinalis","Abandoned garden Saturna HJ 1979.","","","","Digitaria sanguinalis"
"678","ogi","Poaceae","Distichlis spicata","Distichlis spicata","Shoreline and strand, all islands.","","","","Distichlis spicata"
"679","ogi","Poaceae","Echinochloa crus-galli","Echinochloa crus-galli","Abandoned gardens, and introduced in hay. Saturna HJ. Ballingal Islets, Bennet 1989","","","","Echinochloa crus-galli"
"680","ogi","Poaceae","Elymus glaucus","Elymus glaucus","Open woods and dry hillside. All islands.","","","","Elymus glaucus"
"681","ogi","Poaceae","Elymus repens","Elymus repens","Fields, roadsides and waste places, all islands.","","","","Elymus repens"
"682","ogi","Poaceae","Elymus trachycaulus ssp. trachycaulus","Elymus trachycaulus trachycaulus","Roadsides, waste areas. Saturna, South Pender. Probably spread by highways throughout.","","","","Elymus trachycaulus trachycaulus"
"683","ogi","Poaceae","Festuca occidentalis","Festuca occidentalis","Shady, moss-floored forest, common. All islands.","","","","Festuca occidentalis"
"684","ogi","Poaceae","Festuca roemeri","Festuca roemeri","Grassy bluffs Saturna, Mayne, Galiano","","","","Festuca roemeri"
"685","ogi","Poaceae","Festuca rubra","Festuca rubra","Grassy bluffs and hillsides throughout. All islands.","","","","Festuca rubra"
"686","ogi","Poaceae","Festuca saximontana var. saximontana","Festuca saximontana saximontana","Saarela and Cronk Mt Parke, Mayne 2007.","","","","Festuca saximontana saximontana"
"687","ogi","Poaceae","Festuca subulata","Festuca subulata","Moist, shady forest throughout. All islands.","","","","Festuca subulata"
"688","ogi","Poaceae","Festuca subuliflora","Festuca subuliflora","Dry Douglas Fir forest throughout. All islands.","","","","Festuca subuliflora"
"689","ogi","Poaceae","Festuca trachyphylla","Festuca trachyphylla","Roadside in new gravel along Gaines Rd., Saturna HJ","","","","Festuca trachyphylla"
"690","ogi","Poaceae","Glyceria borealis","Glyceria borealis","Galiano, fen near summit of Mt Galiano.","","","","Glyceria borealis"
"691","ogi","Poaceae","Glyceria declinata","Glyceria declinata","HJ Mt Galiano 1982. F Lomer 1998 Mayne Island, northwest side, Dinner Point Community Park Habitat: Wet lawn in corner of old baseball field","","","","Glyceria declinata"
"692","ogi","Poaceae","Glyceria elata","Glyceria elata","AS ER 128 Sphagnum bog Galiano 2018.","","","","Glyceria elata"
"693","ogi","Poaceae","Glyceria leptostachya","Glyceria leptostachya","GD Mt Galiano sedge fen 1982","","","","Glyceria leptostachya"
"694","ogi","Poaceae","Glyceria occidentalis","Glyceria × occidentalis","HJ Mayne wet meadow in shade of Salix lasiandra also Horton Bay. TRA South Pender. JP & HJ S Pender in a wetland in an agricultural field in standing water with Potentilla anserina, Rosa nutkana, Juncus effusus, Ranunculus repens, & Polygonum persicaria 1996.","","","","Glyceria × occidentalis"
"695","ogi","Poaceae","Glyceria striata","Glyceria striata","Galiano ER 128 Sphagnum Bog HJ 2003","","","","Glyceria striata"
"696","ogi","Poaceae","Holcus lanatus","Holcus lanatus","Meadows, Farm fields disturbed groun throughout. All islands.","","","","Holcus lanatus"
"697","ogi","Poaceae","Hordeum brachyantherum","Hordeum brachyantherum","Wet meadows and salt marshes, all islands.","","","","Hordeum brachyantherum"
"698","ogi","Poaceae","Hordeum jubatum ssp. jubatum","Hordeum jubatum jubatum","Parker Island salt marsh HJ 1981.","","","","Hordeum jubatum jubatum"
"699","ogi","Poaceae","Hordeum murinum ssp. leporinum","Hordeum murinum leporinum","Roadsides and waste ground throughout, all islands.","","","","Hordeum murinum leporinum"
"700","ogi","Poaceae","Hordeum murinum ssp. murinum","Hordeum murinum murinum","Galiano w/ssp. Leporinum","","","","Hordeum murinum murinum"
"701","ogi","Poaceae","Koeleria macrantha","Koeleria macrantha","Grassy bluffs and ledges. All islands","","","AS","Koeleria macrantha"
"702","ogi","Poaceae","Leymus mollis ssp. mollis","Leymus mollis mollis","Rocky shorelines, all islands.","","","","Leymus mollis mollis"
"703","ogi","Poaceae","Lolium multiflorum","Lolium multiflorum","Roadside, farm fields, meadows and disturbed ground. All islands.","","","","Lolium multiflorum"
"704","ogi","Poaceae","Lolium perenne","Lolium perenne","Roadside, farm fields, meadows and disturbed ground. All islands.","","","AS","Lolium perenne"
"705","ogi","Poaceae","Melica harfordii","Melica harfordii","Dry Fir-Arbutus forest Mayne, Saturna Galiano. Not found on Penders in dedicated search.","","","","Melica harfordii"
"706","ogi","Poaceae","Melica smithii","Melica smithii","Galiano Bodega ridge. Not relocated 2019. Crins above Montague Harbour 1986.","","","","Melica smithii"
"707","ogi","Poaceae","Melica subulata","Melica subulata","Shady to open coniferous forest, trails; All islands","","","","Melica subulata"
"708","ogi","Poaceae","Panicum capillare","Panicum capillare","Flower beds and lawns under bird feeders Saturna. AS Bellhouse Park Galiano 2019.","","","","Panicum capillare"
"709","ogi","Poaceae","Panicum miliaceum ssp. ruderale","Panicum miliaceum ruderale","Saturna. Once in old garbage dump.","","","","Panicum miliaceum ruderale"
"710","ogi","Poaceae","Phalaris arundinacea","Phalaris arundinacea","Wet meadows, ponds and lake margins. All islands.","","","","Phalaris arundinacea"
"711","ogi","Poaceae","Phalaris canariensis","Phalaris canariensis","Disturbed ground. Saturna garbage dump. Mayne location? Galiano location?","","","","Phalaris canariensis"
"712","ogi","Poaceae","Phleum pratense","Phleum pratense","Meadows, roadsides and farm fields. All islands.","","","","Phleum pratense"
"713","ogi","Poaceae","Phragmites australis ssp. australis","Phragmites australis australis","Galiano ER128 sphagnum bog. Original HJ coll det as communis now=> australis ssp a. ? ssp americanus AW 1975 on molecular evidence. Ligule of HJ coll membranous part of ligule ~1mm=americanus. Ssp undet for Galiano - recollect.","","","","Phragmites australis australis"
"714","ogi","Poaceae","Poa annua","Poa annua","Disturbed and waste ground throughout. All islands.","","","","Poa annua"
"715","ogi","Poaceae","Poa bulbosa","Poa bulbosa","Roadsides, waste ground throughout. All islands. ssp. vivipara common","","","","Poa bulbosa"
"716","ogi","Poaceae","Poa compressa","Poa compressa","Roadside and waste ground throughout. All islands.","","","","Poa compressa"
"717","ogi","Poaceae","Poa confinis","Poa confinis","HJ Georgeson Island 1975.","","","","Poa confinis"
"718","ogi","Poaceae","Poa howellii","Poa howellii","Shady forest roadsides, logging roads. All islands.","","","","Poa howellii"
"719","ogi","Poaceae","Poa infirma","Poa infirma","FL Galiano Montague tidal mud; Sturdies Bay, crumbling blacktop margin 2014.","","","","Poa infirma"
"720","ogi","Poaceae","Poa macrantha","Poa macrantha","Anniversary island off Saturna RLT at UBC, A&OC and RTO N Pender 1983.","","","","Poa macrantha"
"721","ogi","Poaceae","Poa nemoralis","Poa nemoralis","HJ coll from Galiano at V location (DL 4?) 1984.","","","","Poa nemoralis"
"722","ogi","Poaceae","Poa palustris","Poa palustris","HJ Saturna Scirpus-Carex fen 1996.","","","","Poa palustris"
"723","ogi","Poaceae","Poa pratensis","Poa pratensis","Lawn, roadside, fields, grassy bluffs. All islands","","","","Poa pratensis"
"724","ogi","Poaceae","Poa secunda ssp. secunda","Poa secunda secunda","Grassy bluffs, seaside cliffs. All islands. Recheck vouchers at V","","","","Poa secunda secunda"
"725","ogi","Poaceae","Poa trivialis","Poa trivialis","Alder bottoms and moist shady sites. All islands.","","","","Poa trivialis"
"726","ogi","Poaceae","Polypogon monspeliensis","Polypogon monspeliensis","Marshy ground just above high tie line.Saturna and Galiano.","","","","Polypogon monspeliensis"
"727","ogi","Poaceae","Puccinellia distans","Puccinellia distans","TRA collection South Pender re-identified as P. nuttalliana","","","","Puccinellia distans"
"728","ogi","Poaceae","Puccinellia nutkaensis","Puccinellia nutkaensis","Salt marshes and mud flats Mayne, Galiano, N Pender.","","","","Puccinellia nutkaensis"
"729","ogi","Poaceae","Puccinellia nuttalliana","Puccinellia nuttalliana","Salt marshes and mud flats. All islands.","","","","Puccinellia nuttalliana"
"730","ogi","Poaceae","Puccinellia pumila","Puccinellia pumila","Church Cove Saturna HJ. Whalers Bay, Montague, Galiano 11979 HJ. A&OC S Pender spit 1983, HJ Horton Bay Mayne 1975.","","","","Puccinellia pumila"
"731","ogi","Poaceae","Schedonorus arundinaceus","Lolium arundinaceum","Farm fields, meadows and roadside, All islands.","","","","Lolium arundinaceum"
"732","ogi","Poaceae","Schedonorus pratensis","Lolium pratense","Galiano location? Collector? HJ?","","","","Lolium pratense"
"733","ogi","Poaceae","Secale cereale","Secale cereale","Introduced by Highways for road cut stabilization. All islands.","","","","Secale cereale"
"734","ogi","Poaceae","Setaria pumila","Setaria pumila","Bird feeder escape, not persisting Saturna HJ.","","","","Setaria pumila"
"735","ogi","Poaceae","Setaria viridis","Setaria viridis","Introduced from bird feeders also in gardens Saturna, Galiano, Mayne. Bellhouse Park, Galiano","","","","Setaria viridis"
"736","ogi","Poaceae","Torreyochloa pallida var. pauciflora","Torreyochloa pallida pauciflora","Standing water, ponds, wetlands. All islands.","","","","Torreyochloa pallida pauciflora"
"737","ogi","Poaceae","Trisetum canescens","Trisetum canescens","Open Fir forest throughout. All islands.","","","","Trisetum canescens"
"738","ogi","Poaceae","Trisetum cernuum","Trisetum cernuum","Alder woodlands, Fir-sword fern forest. All islands.","","","","Trisetum cernuum"
"739","ogi","Poaceae","Vulpia bromoides","Festuca bromoides","Dry meadow, disturbed ground and roadsides. All islands.","","","AS","Festuca bromoides"
"740","ogi","Poaceae","Vulpia microstachys","Festuca microstachys","Roadsides and disturbed areas. All islands.","","","AS","Festuca microstachys"
"741","ogi","Poaceae","Vulpia myuros","Festuca myuros","Roadsides and disturbed areas. All islands.","","","AS","Festuca myuros"
"742","ogi","Poaceae","Zizania aquatica","Zizania aquatica","TRA North Pender probably introduced. Persistant? Possibly Z. palustris? No herbarium record.","","","","Zizania aquatica"
"743","ogi","Polemoniaceae","Collomia heterophylla","Collomia heterophylla","Open ground, dirt roads, all islands.","","","","Collomia heterophylla"
"744","ogi","Polemoniaceae","Leptosiphon bicolor","Leptosiphon bicolor","Open grassy bluffs and ridges, all islands.","","","","Leptosiphon bicolor"
"745","ogi","Polemoniaceae","Leptosiphon minimus","Leptosiphon minimus","Taylor Bodega Ridge, Galiano 2006.","","","","Leptosiphon minimus"
"746","ogi","Polemoniaceae","Microsteris gracilis","Microsteris gracilis","Open bluffs, grassy roadsides, dirt roads, Saturna, Mayne, Galiano.","","","","Microsteris gracilis"
"747","ogi","Polemoniaceae","Navarretia squarrosa","Navarretia squarrosa","Open ground, fields, and roadsides, all islands.","","","","Navarretia squarrosa"
"748","ogi","Polygonaceae","Fallopia convolvulus","Fallopia convolvulus","Gardens, waste ground, disturbed ground. All islands.","","","","Fallopia convolvulus"
"749","ogi","Polygonaceae","Fallopia japonica","Reynoutria japonica","AS roadside Georgeson Bay Road Galiano 2016. HJ N Pender roadside 1983.","","","","Reynoutria japonica"
"750","ogi","Polygonaceae","Fallopia sachalinensis","Reynoutria sachalinensis","Roadside HJ Mayne 1979, HJ also North Pender. J Macoun Mayne 1914.","","","","Reynoutria sachalinensis"
"751","ogi","Polygonaceae","Persicaria amphibia","Persicaria amphibia","Ponds, wetlands, lake edges. All islands.","","","","Persicaria amphibia"
"752","ogi","Polygonaceae","Persicaria lapathifolia","Persicaria lapathifolia","Disturbed ground, gardens. All islannds.","","","","Persicaria lapathifolia"
"753","ogi","Polygonaceae","Persicaria maculosa","Persicaria maculosa","Disturbed ground, gardens, wet meadows. All islands.","","","","Persicaria maculosa"
"754","ogi","Polygonaceae","Persicaria wallichii","Persicaria wallichii","Fields in Village Bay, Mayne HJ 1983. Listed by Invasive Species Council of BC.","","","","Persicaria wallichii"
"755","ogi","Polygonaceae","Polygonum aviculare","Polygonum aviculare","Open, waste places, hard-packed soil and disturbed cultivated land; a common and aggressive weed throughout;","","","","Polygonum aviculare"
"756","ogi","Polygonaceae","Polygonum fowleri","Polygonum fowleri","Beaches, salt marsh edges, all islands.","","","","Polygonum fowleri"
"757","ogi","Polygonaceae","Polygonum nuttallii","Polygonum nuttallii","HLR 2000 Gowland Point S Pender exposed site, open to SE winds and salt spray, partly bare soil and rubble.","","","","Polygonum nuttallii"
"758","ogi","Polygonaceae","Polygonum spergulariiforme","Polygonum spergulariiforme","Bluffs, grassy rocky south facing slopes. All islands.","","","","Polygonum spergulariiforme"
"759","ogi","Polygonaceae","Pterostegia drymarioides","Pterostegia drymarioides","Bahati iNaturalist observation Bellhouse Park, Galiano 2021.","not in FPNW2","","","Pterostegia drymarioides"
"760","ogi","Polygonaceae","Rumex acetosella","Rumex acetosella","Grassy bluffs, roadside, cultivated and disturbed ground. All islands.","","","","Rumex acetosella"
"761","ogi","Polygonaceae","Rumex conglomeratus","Rumex conglomeratus","Disturbed ground, wetlands. All islands.","","","","Rumex conglomeratus"
"762","ogi","Polygonaceae","Rumex crispus","Rumex crispus","Gardens, cultivated ground. All islands.","","","","Rumex crispus"
"763","ogi","Polygonaceae","Rumex maritimus","Rumex maritimus","Tumbo salt marsh HJ 1979.","","","","Rumex maritimus"
"764","ogi","Polygonaceae","Rumex obtusifolius","Rumex obtusifolius","Roadside, wet wasteland, gardens. All islands.","","","","Rumex obtusifolius"
"765","ogi","Polygonaceae","Rumex occidentalis","Rumex occidentalis","Salt marshes. Saturna, Boot Cove. Parker HJ. TRA S Pender Spaldings landing 1959","","","","Rumex occidentalis"
"766","ogi","Polygonaceae","Rumex salicifolius","Rumex salicifolius","Beaches, driftwood, occasional in fresh water. All islands.Forrest Island HJ.","","","","Rumex salicifolius"
"767","ogi","Polypodiaceae","Polypodium glycyrrhiza","Polypodium glycyrrhiza","Shaded north slopes, mossy rocks, tree trunks; common throughout all islands. Occasional on small rocky islets","","","","Polypodium glycyrrhiza"
"768","ogi","Portulacaceae","Portulaca oleracea","Portulaca oleracea","Gardens and waste ground. Saturna, North Pender.","","","","Portulaca oleracea"
"769","ogi","Potamogetonaceae","Potamogeton amplifolius","Potamogeton amplifolius","Galiano Laughlin Lake. North Pender Magic Lake.","","","","Potamogeton amplifolius"
"770","ogi","Potamogetonaceae","Potamogeton berchtoldii","Potamogeton berchtoldii","Shallow ponds and lakes, all islands.","","","","Potamogeton berchtoldii"
"771","ogi","Potamogetonaceae","Potamogeton crispus","Potamogeton crispus","Shallow pond below Mt David, Saturna.","","","","Potamogeton crispus"
"772","ogi","Potamogetonaceae","Potamogeton foliosus","Potamogeton foliosus","Magic Lake NP, Greenburn Lake SP","","","","Potamogeton foliosus"
"773","ogi","Potamogetonaceae","Potamogeton gramineus","Potamogeton gramineus","Erickson & Gates Laughlin Lake Galiano. date?","","""Potamogeton gramineus - Note says native to Europe, which is true, but it is also a native to N.A. including BC"" FL","FL","Potamogeton gramineus"
"774","ogi","Potamogetonaceae","Potamogeton natans","Potamogeton natans","Shallow standing waters and lakes all islands","","","","Potamogeton natans"
"775","ogi","Potamogetonaceae","Potamogeton oakesianus","Potamogeton oakesianus","Single location, Farm pond below east slope of Mt Sutil. Re-check voucher. QC note: single P. oakesianus specimen at UBC has recently been redetermined as P. gramineus, and its been suggested that P. oakesianus does not occur in BC","","""The identity of this collection was stalled when the virus hit. I believe this species was never in BC."" FL ""The id was Adolf Ceska’s, I have a note to recheck at V."" –HJ; ""At the UBC herbarium, I looked at some loan material from V recently. Among the sheets I borrowed was Potamogeton oakesianus from Galiano and Steelhead, BC. I annotated these two specimens to Potamogeton gramineus.  They appear to be narrow-leaved forms, sometimes called P. gramineus var. myriophyllus. But today, this is just thought to be part of the tremendous morphological variation of this species."" FL; Delete this record –AS","HJ, FL, AS","Potamogeton oakesianus"
"776","ogi","Potamogetonaceae","Potamogeton praelongus","Potamogeton praelongus","K Wall Buck Lake, N Pender 2020. iNaturalist post.","","","","Potamogeton praelongus"
"777","ogi","Potamogetonaceae","Potamogeton pusillus","Potamogeton pusillus","PDW N Pender 1977.","","","","Potamogeton pusillus"
"778","ogi","Potamogetonaceae","Potamogeton robbinsii","Potamogeton robbinsii","Shallow lake below Mt. David, Saturna.","","","","Potamogeton robbinsii"
"779","ogi","Potamogetonaceae","Stuckenia filiformis","Stuckenia filiformis","Tumbo Island in deep, brackish pools.","","","","Stuckenia filiformis"
"780","ogi","Primulaceae","Cyclamen hederifolium","Cyclamen hederifolium","Moser Graveyard, Galiano. Persisting and marginally naturalizing Saturna.","","","","Cyclamen hederifolium"
"781","ogi","Primulaceae","Dodecatheon hendersonii","Primula hendersonii","HJ Dionisio Point, Galiano 1975, Krug Phillimore Point, Galiano 2017. AS Not common on islands.","","Primula","AS","Primula hendersonii"
"782","ogi","Primulaceae","Dodecatheon pulchellum var. macrocarpum","Primula pauciflora macrocarpa","Wet, grassy places. HJ seep on grassy cliffs above sea East Point, Saturna 1974. HJ Bellhouse Park, Galiano 1983.","","Primula","AS","Primula pauciflora macrocarpa"
"783","ogi","Primulaceae","Lysimachia arvensis","Lysimachia arvensis","Disturbed ground, often where water pools, all islands.","","","AS","Lysimachia arvensis"
"784","ogi","Primulaceae","Lysimachia europaea","Lysimachia europaea","HJ Cranberry Swamp, Saturna 1975, Sphagnum Bog, Galiano 1975.","","","AS","Lysimachia europaea"
"785","ogi","Primulaceae","Lysimachia latifolia","Lysimachia latifolia","Shady, open upland forest, all islands.","","","AS","Lysimachia latifolia"
"786","ogi","Primulaceae","Lysimachia maritima","Lysimachia maritima","HJ Whalers Bay, Galiano mud flats 1979.","","","AS","Lysimachia maritima"
"787","ogi","Primulaceae","Lysimachia minima","Lysimachia minima","HJ vernal pools Mayne, Saturna 1984. Macoun Mayne 1914. FL Valdes Island 2008. AS Galiano 2020.","","","AS","Lysimachia minima"
"788","ogi","Primulaceae","Lysimachia thyrsiflora","Lysimachia thyrsiflora","TRA Roe Lake NP, HJ Greenburn Lake, S Pender 1975. HJ Sphagnum bog Galiano 1981.","","","AS","Lysimachia thyrsiflora"
"789","ogi","Pteridaceae","Adiantum aleuticum","Adiantum aleuticum","All main islands. Shady stream valleys and waterfalls, seasonal creek outlets on shorelines. Always associated with activly flowing water.","","","AS","Adiantum aleuticum"
"790","ogi","Pteridaceae","Aspidotis densa","Aspidotis densa","Saturna mossy north slope meadow Mt. Fisher. Valdes in seepy herbaceous communities on the northeast coast","","","AS","Aspidotis densa"
"791","ogi","Pteridaceae","Pentagramma triangularis","Pentagramma triangularis","South facing rocky ledges. All islands.","","","","Pentagramma triangularis"
"792","ogi","Ranunculaceae","Actaea rubra","Actaea rubra","Galiano not relocated. HJ creek in Georgeson Bay 1981, Morgan same 1935.","","","","Actaea rubra"
"793","ogi","Ranunculaceae","Aquilegia formosa","Aquilegia formosa","Shady disturbed forest, roadsides. All islands.","","","AS","Aquilegia formosa"
"794","ogi","Ranunculaceae","Aquilegia vulgaris","Aquilegia vulgaris","Persisting in old and abandoned gardens.","","","","Aquilegia vulgaris"
"795","ogi","Ranunculaceae","Clematis vitalba","Clematis vitalba","HJ Miners Bay Road, Mayne. Huggins Galiano 2019.","","","","Clematis vitalba"
"796","ogi","Ranunculaceae","Delphinium ajacis","Consolida ajacis","HJ Willey Point, N Pender, Galiano Lodge, Galiano. Escaping into waste areas. Henry reported from Mayne.","","","","Consolida ajacis"
"797","ogi","Ranunculaceae","Delphinium menziesii","Delphinium menziesii","Coastal bluffs, grassy meadows, and wooded dry places, all islands.","","","","Delphinium menziesii"
"798","ogi","Ranunculaceae","Halerpestes cymbalaria","Halerpestes cymbalaria","HJ Lyall Creek mud flats, Saturna 1975, Horton Bay mudflats , Mayne 1976","","","","Halerpestes cymbalaria"
"799","ogi","Ranunculaceae","Helleborus foetidus","Helleborus foetidus","Marginally escaping Saturna. No collections.","","","","Helleborus foetidus"
"800","ogi","Ranunculaceae","Myosurus minimus","Myosurus minimus","Winter Cove Park, Georga Strait shoreline, East Point, Tumbo Saturna, HJ. FL Montague park picnic area, Galiano 2014. JP Drummond Bay, S Pender.FL Prevost Island 2004.","","","","Myosurus minimus"
"801","ogi","Ranunculaceae","Ranunculus acris","Ranunculus acris","Roadsides and meadows, all islands.","","","","Ranunculus acris"
"802","ogi","Ranunculaceae","Ranunculus aquatilis","Ranunculus aquatilis","Lakes and Ponds, all islands.","","","","Ranunculus aquatilis"
"803","ogi","Ranunculaceae","Ranunculus californicus","Ranunculus californicus","Questionable population in disturbed Fir forest adjacent to farm field, Saturna. Could be Ranunculus x-heimburgerae Brayshaw ??","","","","Ranunculus californicus"
"804","ogi","Ranunculaceae","Ranunculus flammula","Ranunculus flammula","Lake shores and standing water at fen edges, Saturna, Mayne, Galiano, S Pender","","","","Ranunculus flammula"
"805","ogi","Ranunculaceae","Ranunculus occidentalis var. occidentalis","Ranunculus occidentalis occidentalis","Ridges, forest edges, dry meadows, all islands.","","","","Ranunculus occidentalis occidentalis"
"806","ogi","Ranunculaceae","Ranunculus orthorhynchus","Ranunculus orthorhynchus","Moist fields and marsh edges, Saturna, Samuel","","","","Ranunculus orthorhynchus"
"807","ogi","Ranunculaceae","Ranunculus parviflorus","Ranunculus parviflorus","Frank Lomer collection from Port Washington on North Pender Island May 6, 2003.","","","","Ranunculus parviflorus"
"808","ogi","Ranunculaceae","Ranunculus repens","Ranunculus repens","Moist areas, meadows, lawns, all islands..","","","","Ranunculus repens"
"809","ogi","Ranunculaceae","Ranunculus sardous","Ranunculus sardous","HJ Dry meadow North Galiano 1982, HJ Whalers Bay log dump 1986. AS Galiano 2016, 2018.","","","","Ranunculus sardous"
"810","ogi","Ranunculaceae","Ranunculus uncinatus","Ranunculus uncinatus","Wet meadow, logging roads, wetland edges, all islands.","","","","Ranunculus uncinatus"
"811","ogi","Ranunculaceae","Thalictrum occidentale","Thalictrum occidentale","HJ observation sterile single in woods above Browning Harbour, N Pender. No collection.","","","","Thalictrum occidentale"
"812","ogi","Rhamnaceae","Ceanothus sanguineus","Ceanothus sanguineus","Rocky ridges, Saturna, Galiano","","","","Ceanothus sanguineus"
"813","ogi","Rhamnaceae","Frangula purshiana","Frangula purshiana","Forest understory and margins, Galiano, Mayne, N Pender.","","","","Frangula purshiana"
"814","ogi","Rosaceae","Amelanchier alnifolia","Amelanchier alnifolia semiintegrifolia","Open woods, hillsides, and roadsides; common throughout, all islands.","","= Amelanchier florida = Amelanchier alnifolia var. semiintegrifolia?","AS","Amelanchier alnifolia semiintegrifolia"
"815","ogi","Rosaceae","Aphanes arvensis","Alchemilla arvensis","FL Prevost Island, Selby Point 2004, AS Bluffs Park, Galiano 2017","","some authorities appear to have synonymized A. arvensis and A. occidentalis? = Alchemilla arvensis?","AS","Alchemilla arvensis"
"816","ogi","Rosaceae","Aphanes australis","Alchemilla australis","FL N Pender Otter Bay Marina 2003, S Pender Spaldng Road 2006.","","","","Alchemilla australis"
"817","ogi","Rosaceae","Aphanes occidentalis","Alchemilla arvensis","Open, dry ground; FL Brooks Point, S Pender 2003, FL Prevost Island 2004, Starzomski, Bellhouse Park, Galiano 2019.","","some authorities appear to have synonymized A. arvensis and A. occidentalis? = Alchemilla arvensis?","AS","Alchemilla arvensis"
"818","ogi","Rosaceae","Comarum palustre","Comarum palustre","HJ Sphagnum Bog, Galiano 1975. Greenburn Lake, S Pender 1975","","","","Comarum palustre"
"819","ogi",NA,"Cotoneaster spp.","Cotoneaster","C. dielsiana, franchetii, horizontalis, simonsii reported for Galiano. Horizontalis occasional other islands. C. salicifolius Saturna.","","","",NA
"820","ogi","Rosaceae","Crataegus douglasii","Crataegus douglasii","Coastal bluffs, meadow lands, open forests, and thickets; rare all islands.","","","","Crataegus douglasii"
"821","ogi","Rosaceae","Crataegus laevigata","Crataegus laevigata","Occasional seed reproduction Saturna Beach area, Saturna. Baxter N Pender iNaturalist report 2020.","","","","Crataegus laevigata"
"822","ogi","Rosaceae","Crataegus monogyna","Crataegus monogyna","Escapee from cultivation and well established in many areas all islands.","","","","Crataegus monogyna"
"823","ogi","Rosaceae","Drymocallis glandulosa","Drymocallis glandulosa","Ledge in vertical sandstone cliff just above sea Old Point, Saturna 1993.","","","","Drymocallis glandulosa"
"824","ogi","Rosaceae","Fragaria chiloensis","Fragaria chiloensis","HJ Porlier Pass, Galiano 1975.","","","","Fragaria chiloensis"
"825","ogi","Rosaceae","Fragaria vesca ssp. californica","Fragaria vesca californica","Wooded areas, streambanks, and open grassland; common throughout, all islands.","","","","Fragaria vesca californica"
"826","ogi","Rosaceae","Geum macrophyllum","Geum macrophyllum","Moist, shady ground; widely distributed throughout. All islands.","","","","Geum macrophyllum"
