Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code
Crepidotus applanatus,(Pers.) P. Kumm.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Crepidotaceae,,,Crepidotus,applanatus,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-08-19,Caitlin Robinson,https://www.inaturalist.org/observations/31163513,,350514,FUN
Amanita aprica,J. Lindgr. & Tulloss,,sunshine amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Amanitaceae,,,Amanita,aprica,,,,,,,confirmed,observed,2011-05-14,Paul Kroeger,UBC,F22073,,2017-05-18,Emma Harrower,https://www.inaturalist.org/observations/78658048,,496850,FUN
Pulvinula archeri,(Berk.) Rifai,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Pulvinula,archeri,,,,,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29213,,,,,,500294,FUN
Phylloporus arenicola,,,western gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,Xerocomoideae,,Phylloporus,arenicola,,,,,,,new 2019,observed,,,,,,2019-05-04,Kevin Toomer,https://www.inaturalist.org/observations/29190599,,118155,FUN
Agaricus arvensis,Schaeff.,,horse mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,arvensis,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,58699,FUN
Coprinopsis atramentaria,"(Bull.) Redhead, Vilgalys & Moncalvo",,common ink cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinopsis,atramentaria,,,,,,,reported,unobserved,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,48521,FUN
Tephrocybe atrata,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Lyophyllaceae,,,Tephrocybe,atrata,,,,,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29215,,,,,,384489,FUN
Phellodon atratus,K.A. Harrison,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Phellodon,atratus,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,424816,FUN
Gerronema atrialbum,(Murrill) Borovička & Kolařík,,black-and-white clitocybula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Porotheleaceae,,,Gerronema,atrialbum,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,936612,FUN
Xerocomellus atropurpureus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Xerocomellus,atropurpureus,,,,,,,new 2019,observed,,,,,,2019-05-03,Charlene Wood,https://www.inaturalist.org/observations/24570060,,1020294,FUN
Tapinella atrotomentosa,(Batsch) Šutara,,velvet pax,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Tapinellaceae,,,Tapinella,atrotomentosa,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,154450,FUN
Agaricus augustus,Fr.,,the Prince,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,augustus,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2017-06-20,Andrew Simon,https://www.inaturalist.org/observations/9150741,,49547,FUN
Aleuria aurantia,(Pers.) Fuckel,,orange peel fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Aleuria,aurantia,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2016-10-07,Lauren Magner,http://www.inaturalist.org/observations/4296027,,48716,FUN
Naematelia aurantia,,,golden ear,Fungi,Basidiomycota,Agaricomycotina,,Tremellomycetes,,,Tremellales,,,Naemateliaceae,,,Naematelia,aurantia,,,,,,,new 2016,observed,,,,,,2013-10-11,Ian Guthrie,http://www.inaturalist.org/observations/4209534,,1109245,FUN
Chrysomphalina aurantiaca,(Peck) Redhead,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Chrysomphalina,aurantiaca,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2021-10-17,"Dave “Zeuss"" Cochrane",https://www.inaturalist.org/observations/98599994,,343259,FUN
Hygrophoropsis aurantiaca,(Wulfen) Maire,,false chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Hygrophoropsidaceae,,,Hygrophoropsis,aurantiaca,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-29,Christopher Heffley,https://www.inaturalist.org/observations/17946919,,63538,FUN
Hydnellum aurantiacum,,,orange rough-cap tooth,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Hydnellum,aurantiacum,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118060,FUN
Cystoderma aureum,(Matt.) Kühner & Romagn.,,Alaskan gold,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Squamanitaceae,,,Cystoderma,aureum,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,790781,FUN
Pholiota aurivella,,,golden pholiota,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Strophariaceae,,,Pholiota,aurivella,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2019-10-06,Larissa Marie,https://www.inaturalist.org/observations/34319737,,124705,FUN
Sarcoscypha austriaca,,,Scarlet Elfcup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Sarcoscyphaceae,,,Sarcoscypha,austriaca,,,,,,,new 2021,observed,,,,,,2021-02-01,Flora Lake,https://www.inaturalist.org/observations/68952750,,126913,FUN
Picipes badius,(Pers.) Zmitr. & Kovalenko,,bay polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Picipes,badius,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-05-04,Emma Harrower,https://www.inaturalist.org/observations/24567481,,510852,FUN
Russula bicolor,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,bicolor,,,,,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,487591,FUN
Abortiporus biennis,,,Blushing Rosette,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Podoscyphaceae,,,Abortiporus,biennis,,,,,,,new 2018,observed,,,,,,2018-10-31,Christopher Heffley,https://www.inaturalist.org/observations/17996751,,118041,FUN
Agaricus bisporus,(J.E. Lange) Imbach,,button ‘money’s’ mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,bisporus,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,61395,FUN
Entoloma bloxamii,(Berk. & Broome) Sacc.,,midnight blue entoloma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,bloxamii,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,47164,FUN
Russula brevipes,,,short-stemmed Russula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,brevipes,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2013-10-11,Ian Guthrie,http://www.inaturalist.org/observations/4210338,,118179,FUN
Suillus brevipes,,,Short-stemmed Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Suillaceae,,,Suillus,brevipes,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,63496,FUN
Ganoderma brownii,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Ganoderma,brownii,,,,,,,new 2021,observed,,,,,,2021-03-08,Flora Lake,https://www.inaturalist.org/observations/70839100,,348812,FUN
Morchella cf. brunnea,M. Kuo,,morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Morchellaceae,,,Morchella,brunnea,,,,,,,reported,unobserved,2014-05-10,Kent Brothers,VMS,,,,,,,492428,FUN
Chlorophyllum brunneum,(Farl. & Burt) Vellinga,,shaggy parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Chlorophyllum,brunneum,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,58693,FUN
Cystolepiota bucknallii,(Berk. & Broome) Singer & Clémençon,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Cystolepiota,bucknallii,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,788014,FUN
Rhodocollybia butyracea,(Bull.) Lennox,,buttery collybia,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Omphalotaceae,,,Rhodocollybia,butyracea,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118166,FUN
Suillus caerulescens,A.H. Sm. & Thiers,,Douglas-fir suillus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Suillaceae,,,Suillus,caerulescens,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-31,Christopher Heffley,https://www.inaturalist.org/observations/17991523,,63505,FUN
Hydnellum caeruleum,,,blue tooth,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Hydnellum,caeruleum,,,,,,,reported,unobserved,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,52525,FUN
Cyanosporus caesius,(Schrad.) McGinty,,blue cheese polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Cyanosporus,caesius,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2020-10-20,Flora Lake,https://www.inaturalist.org/observations/68354716,,959237,FUN
Rhodofomes cajanderi,"(P. Karst.) B.K. Cui, M.L. Han & Y.C. Dai",,rosy conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Rhodofomes,cajanderi,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2019-01-25,awworld',https://www.inaturalist.org/observations/19886000,,764105,FUN
Inocybe calamistrata,(Fr.) Gillet,,scaly fiber head,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,calamistrata,,,,,,,reported,unobserved,2012-05,,VMS,,,,,,,118335,FUN
Marasmius calhouniae,,,Calhoun's Pinwheel,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Marasmiaceae,,,Marasmius,calhouniae,,,,,,,new 2018,observed,,,,,,2018-11-02,Lauren Magner & Andrew Simon,https://www.inaturalist.org/observations/18050363,,118241,FUN
Phaeocollybia californica,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Hymenogastraceae,,,Phaeocollybia,californica,,,,,,,reported,unobserved,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,227623,FUN
Cortinarius californicus,A.H. Sm.,,Californian webcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,californicus,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,67586,FUN
Xeromphalina campanella,(Batsch) Maire,,orange fuzzyfoot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pleurotineae,,Typhulaceae,,,Xeromphalina,campanella,,,,,,,confirmed,observed,2011-10-29,Kent Brothers,VMS,,,2020-10-20,Richard Harrigan,https://www.inaturalist.org/observations/69904614,,56251,FUN
Agaricus campestris,L.,,meadow mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,campestris,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,143563,FUN
Nidula candida,,,bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Nidulariaceae,,,Nidula,candida,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2017-01-28,Andrew Simon,https://www.inaturalist.org/observations/5020679,,120036,FUN
Marasmiellus candidus,(Bolton) Singer,,white mirasmius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Omphalotaceae,,,Marasmiellus,candidus,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2016-11-03,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/4491056,,118242,FUN
Hypholoma capnoides,,,smoky-gilled hypholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Strophariaceae,,,Hypholoma,capnoides,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2016-10-12,Andrew Simon,http://www.inaturalist.org/observations/4342913,,64071,FUN
Geopyxis carbonaria,(Alb. & Schwein.) Sacc.,,stalked bonfire cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Geopyxis,carbonaria,,,,,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F32463,,,,,,117995,FUN
Cystoderma carcharias var. fallax,(A.H. Sm. & Singer) I. Saar,,deceptive cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Squamanitaceae,,,Cystoderma,carcharias,,,fallax,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2018-11-11,Adam Huggins,https://www.inaturalist.org/observations/18364194,,475632,FUN
Russula cascadensis,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,cascadensis,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,343660,FUN
Inocybe castanea,Velenovsky,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,castanea,,,,,,,reported,unobserved,2008-10-25,Oluna Ceska,UBC,F19542,,,,,,202385,FUN
Lepiota castanea,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Lepiota,castanea,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,379844,FUN
Tarzetta catinus,(Holmsk.) Korf & J.K. Rogers,,elf cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Tarzetta,catinus,,,,,,,confirmed,observed,2017-05-06,Kent Brothers,VMS,,,2019-05-04,"Andrew Simon, Harvey Janszen and Pam Janszen",https://www.inaturalist.org/observations/24653178,,244489,FUN
Scleroderma cepa,,,onion earthball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Sclerodermataceae,,,Scleroderma,cepa,,,,,,,new 2016,observed,,,,,,2016-07-19,Adam Huggins,http://www.inaturalist.org/observations/3707251,,118147,FUN
Leratiomyces ceres,(Cooke & Masee) Spooner & Bridge (2008),,redlead roundhead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Strophariaceae,,,Leratiomyces,ceres,,,,,,,reported,unobserved,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,121217,FUN
Hypomyces cervinigenus,Rogerson & Simms,,elfin saddle-eater,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Hypocreales,,,Hypocreaceae,,,Hypomyces,cervinigenus,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2013-11-01,Ian Guthrie,http://www.inaturalist.org/observations/4210331,,118004,FUN
Pluteus cervinus,(Schäff.) P. Kumm.,,deer mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Pluteaceae,,,Pluteus,cervinus,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608954,,60782,FUN
Mycosphaerella cf. chimaphilae,,,,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,,,Botryosphaeriales,,,Phyllostictaceae,,,Mycosphaerella,chimaphilae,,,,,,,new 2019,observed,,,,,,2019-07-12,Kevin Toomer,https://www.inaturalist.org/observations/28694020,,,FUN
Arrhenia chlorocyanea,"(Pat.) Redhead, Lutzoni, Moncalvo & Vilgalys",,blue omphalina,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Arrhenia,chlorocyanea,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,354693,FUN
Xerocomellus chrysenteron,(Bull.) Quél.,,cracked-cap boletus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Xerocomellus,chrysenteron,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,438013,FUN
Chrysomphalina chrysophylla,(Fr.) Clémençon,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Chrysomphalina,chrysophylla,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,484686,FUN
