Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Cudoniella clavus,(Alb. & Schwein.) Dennis,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Tricladiaceae,,,Cudoniella,clavus,,,,,,,reported,unobserved,2008-05-03,Kent Brothers,VMS,,,,,,,498074,FUN,accepted,498074,Cudoniella clavus,Cudoniella clavus,
Cuphophyllus pratensis,(Schaeff.) Bon,,meadow waxy cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Cuphophylloideae,,Cuphophyllus,pratensis,,,,,,,reported,unobserved,2016-11,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,361641,FUN,accepted,361641,Cuphophyllus pratensis,Cuphophyllus pratensis,
Cyanosporus caesius,(Schrad.) McGinty,,blue cheese polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Postiaceae,,,Cyanosporus,caesius,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2020-10-20,Flora Lake,iNat:68354716,,959237,FUN,accepted,959237,Cyanosporus caesius,Cyanosporus caesius,Cyanosporus caesius
Cyathus striatus,(Huds.) Willd.,,big-egg bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Nidulariaceae,,,Cyathus,striatus,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,120242,FUN,accepted,120242,Cyathus striatus,Cyathus striatus,
Cystoderma amianthinum,(Scop.) Fayod,,saffron parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Squamanitaceae,,,Cystoderma,amianthinum,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,337956,FUN,accepted,337956,Cystoderma amianthinum,Cystoderma amianthinum,
Cystoderma aureum,(Matt.) Kühner & Romagn.,,Alaskan gold,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Squamanitaceae,,,Cystoderma,aureum,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,790781,FUN,accepted,790781,Cystoderma aureum,Cystoderma aureum,
Cystoderma carcharias var. fallax,(A.H. Sm. & Singer) I. Saar,,deceptive cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Squamanitaceae,,,Cystoderma,carcharias,,,fallax,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2018-11-11,Adam Huggins,iNat:18364194,,475632,FUN,accepted,475632,Cystoderma carcharias fallax,Cystoderma carcharias fallax,Cystoderma carcharias fallax
Cystodermella cinnabarina,(Alb. & Schwein.) Harmaja,,cinnamon cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,,,Cystodermella,cinnabarina,,,,,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,499719,FUN,accepted,499719,Cystodermella cinnabarina,Cystodermella cinnabarina,
Cystodermella granulosa,(Batsch) Harmaja,,pure cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,,,Cystodermella,granulosa,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-31,Christopher Heffley,iNat:17991158,,338133,FUN,accepted,338133,Cystodermella granulosa,Cystodermella granulosa,Cystodermella granulosa
Cystolepiota bucknallii,(Berk. & Broome) Singer & Clémençon,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Verrucosporaceae,,,Cystolepiota,bucknallii,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,788014,FUN,accepted,788014,Cystolepiota bucknallii,Cystolepiota bucknallii,
Dacrymyces chrysospermus,Berk. & M.A. Curtis,,witch’s butter,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,,,Dacrymyces,chrysospermus,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2017-02-23,Andrew Simon,iNat:5165789,,118028,FUN,accepted,118028,Dacrymyces chrysospermus,Dacrymyces chrysospermus,Dacrymyces chrysospermus
Dacrymyces stillatus,Nees,,jelly fungus,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,,,Dacrymyces,stillatus,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-01-13,Kevin Toomer,iNat:19622764,,53276,FUN,accepted,53276,Dacrymyces stillatus,Dacrymyces stillatus,Dacrymyces stillatus
Daleomyces petersii,(Berk.) Van Vooren,,purple fairy cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pezizaceae,,,Daleomyces,petersii,,,,,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29206,,,,,,1110687,FUN,unaccepted,1110687,Daleomyces petersii,Peziza praetervisa,
Dasyscyphella sp.,,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Lachnaceae,,,Dasyscyphella,,,,,,,,new 2017,observed,,,,,,2017-05-27,Pam Janszen,iNat:7150086,,374674,FUN,accepted,374674,Dasyscyphella,Dasyscyphella,Dasyscyphella
Deconica inquilina,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Deconica,inquilina,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,410968,FUN,accepted,410968,Deconica inquilina,Psilocybe inquilina,
Deconica montana,(Pers.) P. Kumm.,,mountain moss psilocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Deconica,montana,,,,,,,confirmed,observed,2010-04-17,Paul Kroeger,UBC,F22062,,2018-03-18,Andrew Simon,iNat:10306416,,498078,FUN,accepted,498078,Deconica montana,Deconica montana,Deconica montana
Didymascella thujina,(E.J. Durand) Maire,,cedar leaf blight,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Cenangiaceae,,,Didymascella,thujina,,,,,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,334409,FUN,accepted,334409,Didymascella thujina,Didymascella thujina,
Dissingia leucomelaena,(Pers.) K. Hansen & X.H. Wang,,white-footed elfin saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Dissingia,leucomelaena,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,1069001,FUN,accepted,1069001,Dissingia leucomelaena,Dissingia leucomelaena,
Elaphomyces granulatus,,,,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Eurotiomycetidae,,Eurotiales,,,Elaphomycetaceae,,,Elaphomyces,granulatus,,,,,,,new 2021,observed,,,,,,2021-11-18,Willoughby Arevalo,iNat:101447047,,194497,FUN,accepted,194497,Elaphomyces granulatus,Elaphomyces granulatus,Elaphomyces granulatus
Endogone cf. pisiformis,Link,,pea truffle,Fungi,Zygomycota,,,Zygomycetes,,,Endogonales,,,Endogonaceae,,,Endogone,pisiformis,,,,,,,reported,unobserved,2011-05-01,Kent Brothers,VMS,,,,,,,416183,FUN,unknown,,,Endogone pisiformis,
Entoloma bloxamii,(Berk. & Broome) Sacc.,,midnight blue entoloma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,bloxamii,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,47164,FUN,accepted,47164,Entoloma bloxamii,Entoloma bloxamii,
Entoloma diversum,Largent,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,diversum,,,,,,,reported,unobserved,2008-10-25,Mushroom Show,UBC,F29852,,,,,,1417787,FUN,unaccepted,1417787,Entoloma diversum,Leptonia diversa,
Entoloma hirtipes,(Schumach.) M.M.Moser,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,hirtipes,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,500086,FUN,accepted,500086,Entoloma hirtipes,Entoloma hirtipes,
Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,holoconiotum,,,,,,,reported,unobserved,2009-05,Kent Brothers,VMS,,,,,,,498111,FUN,accepted,498111,Entoloma holoconiotum,Entoloma holoconiotum,
Entoloma medianox,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,medianox,,,,,,,new 2021,observed,,,,,,2021-11-18,Willoughby Arevalo,iNat:101446667,,447232,FUN,accepted,447232,Entoloma medianox,Entoloma medianox,Entoloma medianox
Entoloma rhodopolium grp.,(Fr.) P. Kumm.,,rosy entoloma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,rhodopolium,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,344658,FUN,accepted,344658,Entoloma rhodopolium,Entoloma rhodopolium,
Entoloma sericeum,(Bull.) Quél.,,silky pinkgill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,sericeum,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,350740,FUN,accepted,350740,Entoloma sericeum,Entoloma sericeum,
Entoloma serrulatum,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,serrulatum,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,418614,FUN,unaccepted,418614,Entoloma serrulatum,Leptonia serrulata,
Entoloma subeuchroum,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,subeuchroum,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,1430805,FUN,unaccepted,1430805,Entoloma subeuchroum,Leptonia subeuchroa,
Epichloe typhina,,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Clavicipitaceae,,,Epichloe,typhina,,,,,,,new 2020,observed,,,,,,2020-06-30,Andrew Simon,iNat:51544697,,960510,FUN,accepted,960510,Epichloe typhina,Epichloe typhina,Epichloe typhina
Exidia crenata,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Auriculariales,,,Auriculariaceae,,,Exidia,crenata,,,,,,,new 2023,observed,,,,,,2023-02-28,Kath Quayle,iNat:149943728,,879877,FUN,accepted,879877,Exidia crenata,Exidia crenata,Exidia crenata
Exidia glandulosa,,,Black Witches' Butter,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Auriculariales,,,Auriculariaceae,,,Exidia,glandulosa,,,,,,,new 2018,observed,,,,,,2018-04-08,Andrew Simon,iNat:10771431,,55568,FUN,accepted,55568,Exidia glandulosa,Exidia glandulosa,Exidia glandulosa
Flammulina velutipes,(Curtis) Singer,,velvet foot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Physalacriaceae,,,Flammulina,velutipes,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,67594,FUN,accepted,67594,Flammulina velutipes,Flammulina velutipes,
Fomes fomentarius,(L.) Fr.,,hoof fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Fomes,fomentarius,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2017-10-23,Kevin Toomer,iNat:8520602,,127510,FUN,accepted,127510,Fomes fomentarius,Fomes fomentarius,Fomes fomentarius
Fomitopsis mounceae,J.-E. Haight & Nakasone,,red-banded polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Fomitopsis,mounceae,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2016-07-14,Andrew Simon,iNat:3680363,,877361,FUN,accepted,877361,Fomitopsis mounceae,Fomitopsis mounceae,Fomitopsis mounceae
Fuscoporia ferruginosa,(Schrad.) Murrill,,rusty porecrust,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Fuscoporia,ferruginosa,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,995145,FUN,accepted,995145,Fuscoporia ferruginosa,Fuscoporia ferruginosa,
Galerina marginata,(Batsch) Kühner,,deadly galerina,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Galerina,marginata,,,,,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2017-10-28,Marty Moser,iNat:8597245,,154735,FUN,accepted,154735,Galerina marginata,Galerina marginata,Galerina marginata
Galerina vittiformis,(Fr.) Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Galerina,vittiformis,,,,,,,new 2015,observed,,,,,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2608938,,118289,FUN,accepted,118289,Galerina vittiformis,Galerina vittiformis,Galerina vittiformis
Ganoderma applanatum,(Pers.) Pat.,,artist's conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Ganoderma,applanatum,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2016-08-14,Andrew Simon,iNat:3890889,,48473,FUN,accepted,48473,Ganoderma applanatum,Ganoderma applanatum,Ganoderma applanatum
Ganoderma brownii,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Ganoderma,brownii,,,,,,,new 2021,observed,,,,,,2021-03-08,Flora Lake,iNat:70839100,,348812,FUN,accepted,348812,Ganoderma brownii,Ganoderma brownii,Ganoderma brownii
Ganoderma oregonense,Murrill,,Oregon varnished conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Ganoderma,oregonense,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2013-09-29,Ian Guthrie,iNat:4208201,,118062,FUN,accepted,118062,Ganoderma oregonense,Ganoderma oregonense,Ganoderma oregonense
Ganoderma tsugae,Murrill,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Ganoderma,tsugae,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-09-08,Caitlin Robsin,iNat:32393547,,63274,FUN,accepted,63274,Ganoderma tsugae,Ganoderma tsugae,Ganoderma
Geastrum quadrifidum,Pers.,,earthstar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Geastrales,,,Geastraceae,,,Geastrum,quadrifidum,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,350832,FUN,accepted,350832,Geastrum quadrifidum,Geastrum quadrifidum,
Geastrum saccatum,Fr.,,sessile earthstar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Geastrales,,,Geastraceae,,,Geastrum,saccatum,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2016-11-01,Andrew Simon,iNat:4479900,,63557,FUN,accepted,63557,Geastrum saccatum,Geastrum saccatum,Geastrum saccatum
Geoglossum fallax,E.J. Durand,,earth tongue,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Geoglossales,,,Geoglossaceae,,,Geoglossum,fallax,,,,,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22157,,,,,,205843,FUN,accepted,205843,Geoglossum fallax,Geoglossum fallax,
Geoglossum umbratile,Sacc.,,earth tongue,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Geoglossales,,,Geoglossaceae,,,Geoglossum,umbratile,,,,,,,confirmed,observed,2015-03-21,Paul Kroeger,UBC,F31148,,2016-03-22,Andrew Simon,iNat:2822886,,350847,FUN,accepted,350847,Geoglossum umbratile,Geoglossum umbratile,Geoglossum umbratile
Geopora cooperi,Harkn.,,velvet foot,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Geopora,cooperi,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118136,FUN,accepted,118136,Geopora cooperi,Geopora cooperi,
Geopyxis carbonaria,(Alb. & Schwein.) Sacc.,,stalked bonfire cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Tarzettaceae,,,Geopyxis,carbonaria,,,,,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F32463,,,,,,117995,FUN,accepted,117995,Geopyxis carbonaria,Geopyxis carbonaria,
Geoscypha violacea,(Bull.) Rehlan,,violet fairy cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pezizaceae,,,Geoscypha,violacea,,,,,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29209,,,,,,1110734,FUN,unaccepted,1110734,Geoscypha violacea,Peziza violacea,
Gerronema atrialbum,(Murrill) Borovička & Kolařík,,black-and-white clitocybula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Porotheleaceae,,,Gerronema,atrialbum,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,936612,FUN,accepted,936612,Gerronema atrialbum,Gerronema atrialbum,
Gliophorus laetus,,,heath waxcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrocyboideae,Humidicuteae,Gliophorus,laetus,,,,,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22066,,,,,,524919,FUN,accepted,524919,Gliophorus laetus,Gliophorus laetus,
Gliophorus psittacinus,(Schaeff.) Herink,,parrot mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrocyboideae,Humidicuteae,Gliophorus,psittacinus,,,,,,,new 2013,observed,,,,,,2013-10-26,Ian Guthrie,iNat:4209523,,348711,FUN,accepted,348711,Gliophorus psittacinus,Gliophorus psittacinus,Gliophorus psittacinus
Gloeophyllum sepiarium,,,Conifer Mazegill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gloeophyllales,,,Gloeophyllaceae,,,Gloeophyllum,sepiarium,,,,,,,new 2019,observed,,,,,,2019-09-21,Gwen Janz,iNat:33436066,,67338,FUN,accepted,67338,Gloeophyllum sepiarium,Gloeophyllum sepiarium,Gloeophyllum sepiarium
Glutinoglossum glutinosum,"(Pers.) Hustad, A.N. Mill.",,viscid black earth tongue,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Geoglossales,,,Geoglossaceae,,,Glutinoglossum,glutinosum,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,499794,FUN,accepted,499794,Glutinoglossum glutinosum,Glutinoglossum glutinosum,
Gomphidius glutinosus,(Schaeff.) Fr.,,slimy spike,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,,Gomphidius,glutinosus,,,,,,,confirmed,observed,2016-11-07,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2018-10-29,Christopher Heffley,iNat:17989092,,48424,FUN,accepted,48424,Gomphidius glutinosus,Gomphidius glutinosus,Gomphidius glutinosus
Gomphidius oregonensis,Peck,,insidious gomphidius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,,Gomphidius,oregonensis,,,,,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2017-11-22,Kevin Toomer,iNat:8908014,,64097,FUN,accepted,64097,Gomphidius oregonensis,Gomphidius oregonensis,Gomphidius oregonensis
Gomphidius smithii,Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,,Gomphidius,smithii,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,344565,FUN,accepted,344565,Gomphidius smithii,Gomphidius smithii,
Gomphidius subroseus,Kauffman,,rosy gomphidius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,,Gomphidius,subroseus,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2020-10-06,Adrian Levine,iNat:62313375,,48428,FUN,accepted,48428,Gomphidius subroseus,Gomphidius subroseus,Gomphidius subroseus
Guepiniopsis alpina,(Earle) Brasf.,,golden jelly cone,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,,,Guepiniopsis,alpina,,,,,,,confirmed,observed,2009-05,Kent Brothers,VMS,,,2019-01-11,Andrew Simon,iNat:19596586,,118032,FUN,accepted,118032,Guepiniopsis alpina,Guepiniopsis alpina,Guepiniopsis alpina
Gymnopilus junonius,(Fr.) P.D. Orton,,spectacular rustgill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Gymnopilus,junonius,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2016-10-23,Graham Barber,iNat:4428045,,83196,FUN,accepted,83196,Gymnopilus junonius,Gymnopilus junonius,Gymnopilus ventricosus
Gymnopilus penetrans,(Fr.) Murrill,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Gymnopilus,penetrans,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,194304,FUN,accepted,194304,Gymnopilus penetrans,Gymnopilus penetrans,
Gymnopilus sapineus,(Fr.) Murrill,,scaly rustgill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Gymnopilus,sapineus,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2016-11-03,Lauren Magner & Andrew Simon,iNat:4491221,,118302,FUN,accepted,118302,Gymnopilus sapineus,Gymnopilus sapineus,Gymnopilus sapineus
Gymnopilus ventricosus,,,Western Jumbo Gym,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Gymnopilus,ventricosus,,,,,,,new 2016,observed,,,,,,2016-10-23,Graham Barber,iNat:4428045,,348809,FUN,accepted,348809,Gymnopilus ventricosus,Gymnopilus ventricosus,Gymnopilus ventricosus
Gymnopus brassicolens,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,Gymnopus,brassicolens,,,,,,,new 2021,observed,,,,,,2021-11-04,Catiemac,iNat:100526217,,344922,FUN,accepted,344922,Gymnopus brassicolens,Gymnopus brassicolens,Gymnopus brassicolens
Gymnopus fuscopurpureus,(Pers.) Antonín,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,Gymnopus,fuscopurpureus,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118301,FUN,accepted,118301,Gymnopus fuscopurpureus,Gymnopus fuscopurpureus,
Gymnosporangium juniperi-virginianae,,,,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Uredinineae,,Gymnosporangiaceae,,,Gymnosporangium,juniperi-virginianae,,,,,,,new 2023,observed,,,,,,2023-05-05,maybejuju,iNat:160623320,,121687,FUN,accepted,121687,Gymnosporangium juniperi-virginianae,Gymnosporangium juniperi-virginianae,Gymnosporangium juniperi-virginianae
Gymnosporangium nelsonii,,,,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Uredinineae,,Gymnosporangiaceae,,,Gymnosporangium,nelsonii,,,,,,,new 2022,observed,,,,,,2022-07-18,Gabe Schp,iNat:127157384,,501708,FUN,accepted,501708,Gymnosporangium nelsonii,Gymnosporangium nelsonii,Gymnosporangium nelsonii
Gyromitra ancilis,(Pers.) Kreisel,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Discinaceae,,,Gyromitra,ancilis,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2018-04-09,Kevin Toomer,iNat:10822697,,950530,FUN,accepted,950530,Gyromitra ancilis,Gyromitra ancilis,Gyromitra ancilis
