Family,Full Species,iNat Taxon,Infra taxa,Habitat,Islands,"Island Size (min, max)",Typical Cover,Date First Seen,Date Last Seen,Notes
Plantaginaceae,Plantago major L.*,Plantago major,,Open,11,,,,,
Plantaginaceae,Plantago maritima L.,Plantago maritima,,Shoreline,107,,,,,
Plantaginaceae,Veronica americana Schwein. ex Benth.,Veronica americana,,Wetland,7,,,,,
Plantaginaceae,Veronica arvensis L.*,Veronica arvensis,,Open,66,,,,,
Plantaginaceae,Veronica chamaedrys L.*,Veronica chamaedrys,,Open,1,,,,,
Plantaginaceae,Veronica filiformis Sm.*,Veronica filiformis,,Open,1,,,,,
Plantaginaceae,Veronica officinalis L.*,Veronica officinalis,,Open,5,,,,,
Plantaginaceae,Veronica peregrina L.,Veronica peregrina xalapensis,var. xalapensis,Wetland,5,,,,,
Plantaginaceae,Veronica persica Poir.*,Veronica persica,,Open,1,,,,,
Plantaginaceae,Veronica scutellata L.,Veronica scutellata,,Wetland,4,,,,,
Plantaginaceae,Veronica serpyllifolia L.,Veronica serpyllifolia,"var. humifusa, var. serpyllifolia",Wetland,11,,,,,
Plumbaginaceae,Armeria maritima (Mill.) Willd.,Armeria maritima californica,ssp. californica,Shoreline,42,,,,,
Poaceae,Achnatherum lemmonii (Vasey) Barkworth,Eriocoma lemmonii lemmonii,ssp. lemmonii,Open,6,,,,,
Poaceae,Achnatherum nelsonii (Scribn.) Barkworth,Eriocoma nelsonii dorei,ssp. dorei,Open,2,,,,,
Poaceae,Agrostis capillaris L.*,Agrostis capillaris,,Open,9,,,,,
Poaceae,Agrostis exarata Trin.,Agrostis exarata,,Shoreline,28,,,,,
Poaceae,Agrostis gigantea Roth*,Agrostis gigantea,,Open,6,,,,,
Poaceae,Agrostis microphylla Steud.,Agrostis microphylla,,Wetland,1,,,,,
Poaceae,Agrostis pallens Trin.,Agrostis pallens,,Open,6,,,,,
Poaceae,Agrostis scabra Willd.,Agrostis scabra,,Open,4,,,,,
Poaceae,Agrostis stolonifera L.*,Agrostis stolonifera,,Open,18,,,,,
Poaceae,Aira caryophyllea L.*,Aira caryophyllea caryophyllea,var. caryophyllea,Open,106,,,,,
Poaceae,Aira praecox L.*,Aira praecox,,Open,123,,,,,
Poaceae,Alopecurus aequalis Sobol.,Alopecurus aequalis aequalis,var. aequalis,Wetland,4,,,,,
Poaceae,Alopecurus geniculatus L.,Alopecurus geniculatus,,Wetland,4,,,,,
Poaceae,Alopecurus pratensis L.*,Alopecurus pratensis,,Open,5,,,,,
Poaceae,Anthoxanthum odoratum L.*,Anthoxanthum odoratum,,Open,25,,,,,
Poaceae,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl*,Arrhenatherum elatius,"var. bulbosum, var. elatius",Open,4,,,,,
Poaceae,Avena barbata Pott ex Link*,Avena barbata,,Open,4,,,,,
Poaceae,Avena fatua L.*,Avena fatua,,Open,2,,,,,
Poaceae,Avena sativa L.*,Avena sativa,,Open,1,,,,,
Poaceae,Bromus commutatus Schrad.*,Bromus commutatus,,Open,4,,,,,
Poaceae,Bromus diandrus Roth*,Bromus diandrus,,Open,106,,,,,
Poaceae,Bromus hordeaceus L.*,Bromus hordeaceus,,Open,124,,,,,
Poaceae,Bromus pacificus Shear,Bromus pacificus,,Forest,30,,,,,
Poaceae,Bromus sitchensis Trin.,Bromus sitchensis,"var. carinatus, var. marginatus, var. sitchensis",Forest,104,,,,,
Poaceae,Bromus sterilis L.*,Bromus sterilis,,Open,77,,,,,
Poaceae,Bromus tectorum L.*,Bromus tectorum,,Open,60,,,,,
Poaceae,Bromus vulgaris (Hook.) Shear,Bromus vulgaris,,Forest,16,,,,,
Poaceae,Calamagrostis canadensis (Michx.) P. Beauv.,Calamagrostis canadensis,,Wetland,1,,,,,
Poaceae,Calamagrostis stricta (Timm) Koeler,Calamagrostis inexpansa,ssp. inexpansa,Wetland,1,,,,,
Poaceae,Cynosurus cristatus L.*,Cynosurus cristatus,,Open,6,,,,,
Poaceae,Cynosurus echinatus L.*,Cynosurus echinatus,,Open,26,,,,,
Poaceae,Dactylis glomerata L.*,Dactylis glomerata,,Open,72,,,,,
Poaceae,Danthonia californica Bol.,Danthonia californica,,Open,13,,,,,
Poaceae,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,Danthonia spicata,,Open,1,,,,,
Poaceae,Deschampsia caespitosa (L.) P. Beauv.,Deschampsia cespitosa,,Wetland,4,,,,,
Poaceae,Deschampsia danthonioides (Trin.) Munro,Deschampsia danthonioides,,Wetland,1,,,,,
Poaceae,Deschampsia elongata (Hook.) Munro,Deschampsia elongata,,Wetland,3,,,,,
Poaceae,Distichlis spicata (L.) Greene,Distichlis spicata,,Shoreline,68,,,,,
Poaceae,Elymus elymoides (Raf.) Swezey,Elymus longifolius,ssp. brevifolius,Open,1,,,,,
Poaceae,Elymus glaucus Buckley,Elymus glaucus glaucus,ssp. glaucus,Open,90,,,,,
Poaceae,Elymus repens (L.) Gould*,Elymus repens,,Open,12,,,,,
Poaceae,Elymus trachycaulus (Link) Gould ex Shinners,Elymus trachycaulus trachycaulus,ssp. trachycaulus,Open,13,,,,,
Poaceae,Festuca occidentalis Hook.,Festuca occidentalis,,Forest,38,,,,,
Poaceae,Festuca roemeri (Pavlick) E.B. Alexeev,Festuca roemeri roemeri,var. roemeri,Open,14,,,,,
Poaceae,Festuca rubra L.,Festuca rubra,,Open,141,,,,,
Poaceae,Festuca subulata Trin.,Festuca subulata,,Forest,4,,,,,
Poaceae,Festuca subuliflora Scribn.,Festuca subuliflora,,Forest,7,,,,,
Poaceae,Festuca trachyphylla (Hack.) Krajina*,Festuca trachyphylla,,Open,1,,,,,
Poaceae,Glyceria borealis (Nash) Batch.,Glyceria borealis,,Wetland,3,,,,,
Poaceae,Glyceria elata (Nash) M.E. Jones,Glyceria elata,,Wetland,2,,,,,
Poaceae,Glyceria occidentalis (Piper) J.C. Nelson,Glyceria × occidentalis,,Wetland,1,,,,,
Poaceae,Holcus lanatus L.*,Holcus lanatus,,Open,78,,,,,
Poaceae,Holcus mollis L.*,Holcus mollis,ssp. mollis,Open,1,,,,,
Poaceae,Hordeum brachyantherum Nevski,Hordeum brachyantherum,,Shoreline,43,,,,,
Poaceae,Hordeum depressum (Scribn. & J.G. Sm.) Rydb.,Hordeum depressum,,Shoreline,6,,,,,
Poaceae,Hordeum jubatum L.,Hordeum jubatum intermedium,ssp. intermedium,Shoreline,4,,,,,
Poaceae,Hordeum marinum Huds.*,Hordeum marinum gussoneanum,ssp. gussoneanum,Shoreline,1,,,,,
Poaceae,Hordeum murinum L.*,Hordeum murinum,"ssp. glaucum, ssp. leporinum, ssp. murinum",Shoreline,66,,,,,
Poaceae,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha,,Open,61,,,,,
Poaceae,Leersia oryzoides (L.) Sw.,Leersia oryzoides,,Wetland,1,,,,,
Poaceae,Leymus mollis (Trin.) Pilg.,Leymus mollis mollis,ssp. mollis,Shoreline,66,,,,,
Poaceae,Leymus vancouverensis (Vasey) Pilg.,Leymus × vancouverensis,,Shoreline,1,,,,,
Poaceae,Lolium multiflorum Lam.*,Lolium multiflorum,,Open,3,,,,,
Poaceae,Lolium perenne L.*,Lolium perenne,,Open,19,,,,,
Poaceae,Melica subulata (Griseb.) Scribn.,Melica subulata,,Forest,38,,,,,
Poaceae,Panicum miliaceum L.*,Panicum miliaceum miliaceum,ssp. millaceum,Open,1,,,,,
Poaceae,Phalaris arundinacea L.*,Phalaris arundinacea,,Open,10,,,,,
Poaceae,Phleum pratense L.*,Phleum pratense,,Open,6,,,,,
Poaceae,Poa annua L.*,Poa annua,,Open,98,,,,,
Poaceae,Poa bulbosa L.*,Poa bulbosa vivipara,ssp. vivipara,Open,26,,,,,
Poaceae,Poa compressa L.*,Poa compressa,,Open,43,,,,,
Poaceae,Poa confinis Vasey,Poa confinis,,Shoreline,12,,,,,
Poaceae,Poa howellii Vasey & Scribn.,Poa howellii,,Forest,2,,,,,
Poaceae,Poa infirma Kunth*,Poa infirma,,Shoreline,1,,,,,
Poaceae,Poa palustris L.*,Poa palustris,,Open,3,,,,,
Poaceae,Poa pratensis L.*,Poa pratensis,,Open,80,,,,,
Poaceae,Poa secunda J. Presl,Poa secunda secunda,ssp. secunda,Open,5,,,,,
Poaceae,Poa trivialis L.*,Poa trivialis,,Open,5,,,,,
Poaceae,Polypogon monspeliensis (L.) Desf.*,Polypogon monspeliensis,,Shoreline,10,,,,,
Poaceae,Puccinellia nutkaensis (J. Presl) Fernald & Weath.,Puccinellia nutkaensis,,Shoreline,91,,,,,
Poaceae,Puccinellia nuttalliana (Schult.) Hitchc.,Puccinellia nuttalliana,,Shoreline,5,,,,,
Poaceae,Puccinellia pumila (Vasey) Hitchc.,Puccinellia pumila,,Shoreline,1,,,,,
Poaceae,Schedonorus arundinaceus (Schreb.) Dumort.*,Lolium arundinaceum,,Open,30,,,,,
Poaceae,Schedonorus pratensis (Huds.) P. Beauv.*,Lolium pratense,,Open,2,,,,,
Poaceae,Secale cereale L.*,Secale cereale,,Open,1,,,,,
Poaceae,Setaria pumila (Poir.) Roem. & Schult.*,Setaria pumila,,Open,1,,,,,
Poaceae,Thinopyrum ponticum (Podp.) Barkworth & D.R. Dewey*,Thinopyrum obtusiflorum,,Open,1,,,,,
Poaceae,Torreyochloa pallida (Torr.) G.L. Church,Torreyochloa pallida pauciflora,var. pauciflora,Wetland,8,,,,,
Poaceae,Trisetum canescens Buckley,Trisetum canescens,,Forest,17,,,,,
Poaceae,Trisetum cernuum Trin.,Trisetum cernuum,,Forest,10,,,,,
Poaceae,Vulpia bromoides (L.) Gray*,Festuca bromoides,,Open,107,,,,,
Poaceae,Vulpia microstachys (Nutt.) Munro,Festuca microstachys pauciflora,var. pauciflora,Forest,10,,,,,
Poaceae,Vulpia myuros (L.) C.C. Gmel.*,Festuca myuros,,Open,88,,,,,
Polemoniaceae,Collomia grandiflora Douglas ex Lindl.,Collomia grandiflora,,Open,1,,,,,
Polemoniaceae,Collomia heterophylla Douglas ex Hook.,Collomia heterophylla,,Forest,5,,,,,
Polemoniaceae,Collomia linearis Nutt.,Collomia linearis,,Open,1,,,,,
Polemoniaceae,Gilia capitata Sims,Gilia capitata,,Open,1,,,,,
Polemoniaceae,Leptosiphon bicolor Nutt.,Leptosiphon bicolor,,Open,3,,,,,
Polemoniaceae,Leptosiphon minimus (H. Mason) Battaglia,Leptosiphon minimus,,Open,6,,,,,
Polemoniaceae,Microsteris gracilis (Hook.) Greene,Microsteris gracilis,,Open,1,,,,,
Polemoniaceae,Navarretia intertexta (Benth.) Hook.,Navarretia intertexta,,Open,3,,,,,
Polemoniaceae,Navarretia squarrosa (Eschsch.) Hook. & Arn.,Navarretia squarrosa,,Open,3,,,,,
Polemoniaceae,Polemonium pulcherrimum Hook.,Polemonium pulcherrimum pulcherrimum,var. pulcherrimum,Open,2,,,,,
Polygonaceae,Fallopia bohemica (Chrtek & Chrtková) J.P. Bailey*,Reynoutria × bohemica,,Open,3,,,,,
Polygonaceae,Fallopia convolvulus (L.) Á. Löve*,Fallopia convolvulus,,Open,2,,,,,
Polygonaceae,Fallopia japonica (Houtt.) Ronse Decr.*,Reynoutria japonica,,Open,2,,,,,
Polygonaceae,Persicaria amphibia (L.) Gray,Persicaria amphibia,,Wetland,5,,,,,
Polygonaceae,Persicaria hydropiper (L.) Spach*,Persicaria hydropiper,,Wetland,1,,,,,
Polygonaceae,Persicaria maculosa Gray*,Persicaria maculosa,,Open,2,,,,,
Polygonaceae,Polygonum aviculare L.*,Polygonum aviculare,"ssp. aviculare, ssp.buxiforme, ssp. depressum",Shoreline,56,,,,,
Polygonaceae,Polygonum douglasii Greene,Polygonum douglasii,,Shoreline,4,,,,,
Polygonaceae,Polygonum erectum L.,Polygonum erectum,,Shoreline,1,,,,,
Polygonaceae,Polygonum fowleri B.L. Rob.,Polygonum fowleri fowleri,ssp. fowleri,Shoreline,6,,,,,
Polygonaceae,Polygonum minimum S. Watson,Polygonum minimum,,Open,1,,,,,
Polygonaceae,Polygonum nuttallii Small,Polygonum nuttallii,,Open,2,,,,,
Polygonaceae,Polygonum paronychia Cham. & Schltdl.,Polygonum paronychia,,Shoreline,1,,,,,
Polygonaceae,Polygonum spergulariiforme Meisn. ex Small,Polygonum spergulariiforme,,Shoreline,68,,,,,
Polygonaceae,Rumex acetosella L.*,Rumex acetosella,,Open,78,,,,,
Polygonaceae,Rumex conglomeratus Murray*,Rumex conglomeratus,,Shoreline,6,,,,,
Polygonaceae,Rumex crispus L.*,Rumex crispus,,Shoreline,28,,,,,
Polygonaceae,Rumex maritimus L.,Rumex fueginus,ssp. fueginus,Shoreline,3,,,,,
Polygonaceae,Rumex obtusifolius L.*,Rumex obtusifolius,,Shoreline,5,,,,,
Polygonaceae,Rumex occidentalis S. Watson,Rumex occidentalis,var. occidentalis,Shoreline,11,,,,,
Polygonaceae,Rumex salicifolius Weinm.,Rumex salicifolius,"var. transitorius, var. triangulivalvis",Shoreline,22,,,,,
Polypodiaceae,Polypodium amorphum Suksd.,Polypodium amorphum,,Forest,3,,,,,
Polypodiaceae,Polypodium glycyrrhiza D.C. Eaton,Polypodium glycyrrhiza,,Open,86,,,,,
Potamogetonaceae,Potamogeton amplifolius Tuck.,Potamogeton amplifolius,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton berchtoldii Fieber,Potamogeton berchtoldii,,Wetland,1,,,,,
Potamogetonaceae,Potamogeton crispus L.*,Potamogeton crispus,,Wetland,1,,,,,
Potamogetonaceae,Potamogeton epihydrus Raf.,Potamogeton epihydrus,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton foliosus Raf.,Potamogeton foliosus,,Wetland,3,,,,,
Potamogetonaceae,Potamogeton friesii Rupr.,Potamogeton friesii,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton gramineus L.,Potamogeton gramineus,,Wetland,3,,,,,
Potamogetonaceae,Potamogeton illinoensis Morong,Potamogeton illinoensis,,Wetland,1,,,,,
Potamogetonaceae,Potamogeton natans L.,Potamogeton natans,,Wetland,4,,,,,
Potamogetonaceae,Potamogeton obtusifolius Mertens & W.D.J. Koch,Potamogeton obtusifolius,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton praelongus Wulfen,Potamogeton praelongus,,Wetland,4,,,,,
Potamogetonaceae,Potamogeton pusillus L.,Potamogeton pusillus,,Wetland,1,,,,,
Potamogetonaceae,Potamogeton richardsonii (A. Benn.) Rydb.,Potamogeton richardsonii,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton robbinsii Oakes,Potamogeton robbinsii,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton zosteriformis Fernald,Potamogeton zosteriformis,,Wetland,4,,,,,
Potamogetonaceae,Stuckenia pectinata (L.) Borner,Stuckenia pectinata,,Wetland,2,,,,,
Primulaceae,Cyclamen hederifolium Aiton*,Cyclamen hederifolium,,Forest,1,,,,,
Primulaceae,Dodecatheon hendersonii A. Gray,Primula hendersonii,,Open,3,,,,,
Primulaceae,Dodecatheon pulchellum (Raf.) Merr.,Primula pauciflora,var. pulchellum,Open,18,,,,,
Primulaceae,Lysimachia arvensis (L.) U. Manns & Anderb.*,Lysimachia arvensis,,Open,6,,,,,
Primulaceae,Lysimachia europaea (L.) U. Manns & Anderb.,Lysimachia europaea,,Forest,4,,,,,
Primulaceae,Lysimachia latifolia (Hook.) Cholewa,Lysimachia latifolia,,Forest,36,,,,,
Primulaceae,"Lysimachia maritima (L.) Galasso, Banfi & Soldano",Lysimachia maritima,,Forest,2,,,,,
Primulaceae,Lysimachia nummularia L.*,Lysimachia nummularia,,Forest,1,,,,,
Primulaceae,Lysimachia thyrsiflora L.,Lysimachia thyrsiflora,,Forest,2,,,,,
Pteridaceae,Adiantum aleuticum (Rupr.) Paris,Adiantum aleuticum aleuticum,var. aleuticum,Forest,5,,,,,
Pteridaceae,Aspidotis densa (Brack.) Lellinger,Aspidotis densa,,Open,7,,,,,
Pteridaceae,Cryptogramma acrostichoides R. Br.,Cryptogramma acrostichoides,,Forest,4,,,,,
Pteridaceae,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw.",Pentagramma triangularis,,Forest,17,,,,,
Ranunculaceae,Anemone lyallii Britton,Anemonoides grayi,,Open,2,,,,,
Ranunculaceae,Aquilegia formosa Fisch. ex DC.,Aquilegia formosa,var. formosa,Open,7,,,,,
Ranunculaceae,Aquilegia vulgaris L.*,Aquilegia vulgaris,,Open,3,,,,,
Ranunculaceae,Clematis vitalba L.*,Clematis vitalba,,Open,4,,,,,
Ranunculaceae,Delphinium consolida L.*,Consolida regalis,,Open,1,,,,,
Ranunculaceae,Delphinium menziesii DC.,Delphinium menziesii,,Open,12,,,,,
Ranunculaceae,Ficaria verna Huds.*,Ficaria verna,,Open,2,,,,,
Ranunculaceae,Halerpestes cymbalaria (Pursh) Greene,Halerpestes cymbalaria,,Shoreline,2,,,,,
Ranunculaceae,Helleborus foetidus L.*,Helleborus foetidus,,Forest,2,,,,,
Ranunculaceae,Myosurus minimus L.,Myosurus minimus,,Open,28,,,,,
Ranunculaceae,Ranunculus acris L.*,Ranunculus acris,,Open,4,,,,,
Ranunculaceae,Ranunculus aquatilis L.,Ranunculus trichophyllus,var. diffusus,Wetland,2,,,,,
Ranunculaceae,Ranunculus californicus Benth.,Ranunculus californicus,,Open,10,,,,,
Ranunculaceae,Ranunculus californicus x R. occidentalis ,Ranunculus californicus,,Open,8,,,,,
Ranunculaceae,Ranunculus flammula L.,Ranunculus flammula,"var. ovalis, var. reptans",Wetland,3,,,,,
Ranunculaceae,Ranunculus macounii Britton,Ranunculus macounii,,Wetland,2,,,,,
Ranunculaceae,Ranunculus occidentalis Nutt.,Ranunculus occidentalis occidentalis,var. occidentalis,Open,52,,,,,
Ranunculaceae,Ranunculus repens L.*,Ranunculus repens,,Open,8,,,,,
Ranunculaceae,Ranunculus sardous Crantz*,Ranunculus sardous,,Open,1,,,,,
Ranunculaceae,Ranunculus sceleratus L.,Ranunculus sceleratus multifidus,var. multifidus,Wetland,2,,,,,
Ranunculaceae,Ranunculus uncinatus D. Don,Ranunculus uncinatus,,Forest,12,,,,,
Rhamnaceae,Frangula purshiana (DC.) A. Gray ex J.G. Cooper,Frangula purshiana,,Forest,3,,,,,
Rosaceae,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem.,Amelanchier alnifolia semiintegrifolia,,Forest,77,,,,,
Rosaceae,Aphanes arvensis L.*,Alchemilla arvensis,,Open,22,,,,,
Rosaceae,Aphanes australis Rydb.*,Alchemilla australis,,Open,40,,,,,
Rosaceae,Aphanes occidentalis (Nutt.) Rydb.,Alchemilla arvensis,,Open,42,,,,,
Rosaceae,Comarum palustre L.,Comarum palustre,,Wetland,3,,,,,
Rosaceae,Cotoneaster dielsianus E. Pritz. ex Diels*,Cotoneaster dielsianus,,Open,4,,,,,
Rosaceae,Cotoneaster franchetii Bois*,Cotoneaster franchetii,,Open,3,,,,,
Rosaceae,Cotoneaster horizontalis Decne.*,Cotoneaster horizontalis,,Open,6,,,,,
Rosaceae,Cotoneaster lacteus W.W. Sm.*,Cotoneaster coriaceus,,Open,1,,,,,
Rosaceae,Cotoneaster rehderi Pojark.*,Cotoneaster rehderi,,Open,1,,,,,
Rosaceae,Cotoneaster simonsii Baker*,Cotoneaster simonsii,,Open,3,,,,,
Rosaceae,Crataegus douglasii Lindl.,Crataegus douglasii,,Forest,4,,,,,
Rosaceae,Crataegus gaylussacia A. Heller,Crataegus gaylussacia,,Forest,2,,,,,
Rosaceae,Crataegus monogyna Jacq.*,Crataegus monogyna,var. monogyna,Open,20,,,,,
Rosaceae,Drymocallis glandulosa (Lindl.) Rydb.,Drymocallis glandulosa glandulosa,ssp. glandulosa,Open,1,,,,,
Rosaceae,Fragaria chiloensis (L.) Mill.,Fragaria chiloensis,,Shoreline,6,,,,,
Rosaceae,Fragaria vesca L.,Fragaria vesca californica,ssp. californica,Forest,31,,,,,
Rosaceae,Fragaria virginiana Mill.,Fragaria virginiana glauca,ssp. glauca,Open,35,,,,,
Rosaceae,Geum macrophyllum Willd.,Geum macrophyllum,,Forest,13,,,,,
Rosaceae,Holodiscus discolor (Pursh) Maxim.,Holodiscus discolor discolor,var. discolor,Forest,76,,,,,
Rosaceae,Malus × dawsoniana Rehder.*,Malus × dawsoniana,,Open,1,,,,,
Rosaceae,Malus domestica (Suckow) Borkh.*,Malus domestica,,Open,17,,,,,
Rosaceae,Malus fusca (Raf.) C.K. Schneid.,Malus fusca,,Forest,42,,,,,
Rosaceae,Oemleria cerasiformis (Torr. & A. Gray ex Hook. & Arn.) J.W. Landon,Oemleria cerasiformis,,Forest,7,,,,,
Rosaceae,Physocarpus capitatus (Pursh) Kuntze,Physocarpus capitatus,,Forest,3,,,,,
Rosaceae,Potentilla anserina L.,Argentina anserina,"ssp. anserina, ssp. pacifica",Wetland,24,,,,,
Rosaceae,Potentilla argentea L.,Potentilla argentea,,Open,1,,,,,
Rosaceae,Potentilla gracilis Douglas ex Hook.,Potentilla gracilis,,Open,1,,,,,
Rosaceae,Potentilla recta L.*,Potentilla recta,,Open,2,,,,,
Rosaceae,Poterium sanguisorba L.*,Sanguisorba minor,var. polygamum,Open,1,,,,,
Rosaceae,Prunus avium (L.) L.*,Prunus avium,,Open,10,,,,,
Rosaceae,Prunus cerasifera Ehrh.*,Prunus cerasifera,,Open,7,,,,,
Rosaceae,Prunus cerasus L.*,Prunus cerasus,,Open,3,,,,,
Rosaceae,Prunus domestica L.*,Prunus domestica,,Open,6,,,,,
Rosaceae,Prunus emarginata (Douglas) Eaton,Prunus emarginata,,Forest,39,,,,,
Rosaceae,Prunus laurocerasus L.*,Prunus laurocerasus,,Open,2,,,,,
Rosaceae,Prunus lusitanica L.*,Prunus lusitanica,,Open,1,,,,,
Rosaceae,Prunus mahaleb L.*,Prunus mahaleb,,Open,6,,,,,
Rosaceae,Prunus pugetensis Jacobson & Zika*,Prunus × pugetensis,,Open,1,,,,,
Rosaceae,Prunus virginiana L.,Prunus virginiana,,Forest,10,,,,,
Rosaceae,Pyracantha coccinea M. Roem.*,Pyracantha coccinea,,Open,2,,,,,
Rosaceae,Pyrus communis L.*,Pyrus communis,,Open,9,,,,,
Rosaceae,Pyrus nivalis Jacq.*,Pyrus nivalis,,Open,1,,,,,
Rosaceae,Rosa canina L.*,Rosa canina,,Open,2,,,,,
Rosaceae,Rosa gymnocarpa Nutt.,Rosa gymnocarpa gymnocarpa,ssp. gymnocarpa,Forest,38,,,,,
Rosaceae,Rosa nutkana C. Presl,Rosa nutkana nutkana,ssp. nutkana,Open,106,,,,,
Rosaceae,Rosa pisocarpa A. Gray,Rosa pisocarpa pisocarpa,var. pisocarpa,Forest,2,,,,,
Rosaceae,Rosa rubiginosa L.*,Rosa rubiginosa,,Open,7,,,,,
Rosaceae,Rosa rugosa Thunb.*,Rosa rugosa,,Open,2,,,,,
Rosaceae,Rubus bifrons Vest*,Rubus bifrons,,Open,41,,,,,
Rosaceae,Rubus laciniatus Willd.*,Rubus laciniatus,,Open,14,,,,,
Rosaceae,Rubus leucodermis Douglas ex Torr. & A. Gray,Rubus leucodermis,,Forest,13,,,,,
Rosaceae,Rubus nutkanus Moc. ex Ser.,Rubus parviflorus,,Forest,19,,,,,
Rosaceae,Rubus spectabilis Pursh,Rubus spectabilis,,Forest,20,,,,,
Rosaceae,Rubus ursinus Cham. & Schltdl.,Rubus ursinus,,Open,82,,,,,
Rosaceae,Sorbaria kirilowii (Regel) Maxim.*,Sorbaria kirilowii,,Forest,1,,,,,
Rosaceae,Sorbus aucuparia L.*,Sorbus aucuparia,,Open,9,,,,,
Rosaceae,Sorbus hybrida L.*,Hedlundia hybrida,,Open,1,,,,,
Rosaceae,Sorbus intermedia (Ehrh.) Pers.*,Scandosorbus intermedia,,Open,7,,,,,
Rosaceae,Spiraea douglasii Hook.,Spiraea douglasii,,Wetland,8,,,,,
Rubiaceae,Galium aparine L.,Galium aparine,,Forest,95,,,,,
Rubiaceae,Galium boreale L.,Galium boreale,,Forest,2,,,,,
Rubiaceae,Galium divaricatum Pourr. ex Lam.*,Galium divaricatum,,Open,2,,,,,
Rubiaceae,Galium murale (L.) All.*,Galium murale,,Open,2,,,,,
Rubiaceae,Galium odoratum (L.) Scop.*,Galium odoratum,,Forest,3,,,,,
Rubiaceae,Galium palustre L.,Galium palustre,,Forest,2,,,,,
Rubiaceae,Galium trifidum L.,Galium trifidum,,Forest,5,,,,,
Rubiaceae,Galium triflorum Michx.,Galium triflorum,,Forest,18,,,,,
Rubiaceae,Sherardia arvensis L.*,Sherardia arvensis,,Open,8,,,,,
Ruppiaceae,Ruppia maritima L.,Ruppia maritima,,Shoreline,3,,,,,
Salicaceae,Populus alba L.*,Populus alba,,Open,2,,,,,
Salicaceae,Populus tremuloides Michx.,Populus tremuloides,,Forest,8,,,,,
Salicaceae,Populus trichocarpa Torr. & A. Gray,Populus trichocarpa,,Forest,7,,,,,
Salicaceae,Salix geyeriana Andersson,Salix geyeriana,,Wetland,1,,,,,
Salicaceae,Salix hookeriana Barratt ex Hook.,Salix hookeriana,,Wetland,8,,,,,
Salicaceae,Salix lasiandra Benth.,Salix lasiandra lasiandra,var. lasiandra,Wetland,10,,,,,
Salicaceae,Salix prolixa Andersson,Salix prolixa,,Wetland,2,,,,,
Salicaceae,Salix scouleriana Barratt ex Hook.,Salix scouleriana,,Forest,47,,,,,
Salicaceae,Salix sitchensis Sanson ex Bong.,Salix sitchensis,,Wetland,7,,,,,
Santalaceae,Arceuthobium tsugense (Rosend.) G.N. Jones,Arceuthobium tsugense contortae,ssp. contortae,Forest,3,,,,,
Sapindaceae,Acer glabrum Torr.,Acer glabrum douglasii,ssp. douglasii,Forest,22,,,,,
Sapindaceae,Acer macrophyllum Pursh,Acer macrophyllum,,Forest,24,,,,,
Saxifragaceae,Heuchera micrantha Douglas ex Lindl.,Heuchera micrantha diversifolia,var. diversifolia,Forest,75,,,,,
Saxifragaceae,Lithophragma glabrum Nutt.,Lithophragma glabrum,,Open,2,,,,,
Saxifragaceae,Lithophragma parviflorum (Hook.) Nutt.,Lithophragma parviflorum,,Open,40,,,,,
Saxifragaceae,Micranthes integrifolia (Hook.) Small,Micranthes integrifolia,,Open,19,,,,,
Saxifragaceae,Micranthes rufidula Small,Micranthes rufidula,,Open,1,,,,,
Saxifragaceae,Saxifraga austromontana Wiegand,Saxifraga bronchialis austromontana,,Open,4,,,,,
Saxifragaceae,Saxifraga cespitosa L.,Saxifraga cespitosa,,Shoreline,42,,,,,
Saxifragaceae,Tellima grandiflora (Pursh) Douglas ex Lindl.,Tellima grandiflora,,Forest,18,,,,,
Saxifragaceae,Tiarella trifoliata L.,Tiarella trifoliata,"var. laciniata, var.  trifoliata, var. unifoliata",Forest,11,,,,,
Scrophulariaceae,Buddleja davidii Franch.*,Buddleja davidii,,Open,1,,,,,
Scrophulariaceae,Verbascum blattaria L.*,Verbascum blattaria,,Open,1,,,,,
Scrophulariaceae,Verbascum thapsus L.*,Verbascum thapsus,,Open,10,,,,,
Selaginellaceae,Selaginella wallacei Hieron.,Selaginella wallacei,,Open,78,,,,,
Solanaceae,Solanum americanum Mill.,Solanum americanum,,Open,1,,,,,
Solanaceae,Solanum dulcamara L.*,Solanum dulcamara,,Open,5,,,,,
Solanaceae,Solanum physalifolium Rusby*,Solanum physalifolium,,Open,1,,,,,
Solanaceae,Solanum triflorum Nutt.*,Solanum triflorum,,Open,1,,,,,
Taxaceae,Taxus brevifolia Nutt.,Taxus brevifolia,,Forest,30,,,,,
Thymelaeaceae,Daphne laureola L.*,Daphne laureola,,Open,13,,,,,
