"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"Aplidium californicum","(Ritter & Forsyth, 1917)","","California sea pork","Animalia","Chordata","Tunicata","","Ascidiacea","","","Aplousobranchia","","","Polyclinidae","","","Aplidium","californicum",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2023-06-17","","iNaturalist","",,6,"confirmed","observed","",131232,"TUN"
"Aplidium kottae","Brunetti, 2007","","red ascidian","Animalia","Chordata","Tunicata","","Ascidiacea","","","Aplousobranchia","","","Polyclinidae","","","Aplidium","kottae",,"",,"native","unlisted",,"1985-07-29","Andy Lamb","PMLS","",,"2017-08-22","Andy Lamb","PMLS","",,54,"confirmed","unobserved","",799283,"TUN"
"Ascidia columbiana","(Huntsman, 1912)","","sea blisters","Animalia","Chordata","Tunicata","","Ascidiacea","","","Phlebobranchia","","","Ascidiidae","","","Ascidia","columbiana",,"",,"native","unlisted",,"2008-04-27","Andy Lamb","PMLS","",,"2011-11-18","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",428617,"TUN"
"Ascidia paratropa","(Huntsman, 1912)","","glassy tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Phlebobranchia","","","Ascidiidae","","","Ascidia","paratropa",,"",,"native","unlisted",,"1969-02-21","Andy Lamb","PMLS","",,"2023-07-09","","iNaturalist","",,44,"confirmed","observed","",415129,"TUN"
"Bathypera feminalba","Young & Vazquez, 1995","","tiny white tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Stolidobranchia","","","Pyuridae","","","Bathypera","feminalba",,"",,"native","unlisted",,"2009-04-04","Andy Lamb","PMLS","",,"2009-04-04","Andy Lamb","PMLS","",,1,"reported","unobserved","",800127,"TUN"
"Boltenia villosa","(Stimpson, 1864)","","hairy tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Stolidobranchia","","","Pyuridae","","","Boltenia","villosa",,"",,"native","unlisted",,"1969-02-22","Andy Lamb","PMLS","",,"2023-09-09","","iNaturalist","",,100,"confirmed","observed","",194568,"TUN"
"Botrylloides violaceus","Oka, 1927","","lined compound ascidian","Animalia","Chordata","Tunicata","","Ascidiacea","","","Stolidobranchia","","","Styelidae","","","Botrylloides","violaceus",,"",,"non-native","unlisted",,"2007-10-14","Andy Lamb","PMLS","",,"2023-06-24","","iNaturalist","",,12,"confirmed","observed","",81776,"TUN"
"Chelyosoma productum","Stimpson, 1864","","disc-top tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Phlebobranchia","","","Corellidae","","","Chelyosoma","productum",,"",,"native","unlisted",,"1969-02-22","Andy Lamb","PMLS","",,"2012-10-06","Andy Lamb","PMLS","",,35,"confirmed","unobserved","",428793,"TUN"
"Ciona savignyi","Herdman, 1882","","sea vase","Animalia","Chordata","Tunicata","","Ascidiacea","","","Phlebobranchia","","","Cionidae","","","Ciona","savignyi",,"",,"cryoptogenic","unlisted",,"1985-12-07","Andy Lamb","PMLS","",,"2008-10-10","Andy Lamb","PMLS","",,13,"confirmed","unobserved","",81614,"TUN"
"Clavelina huntsmani","Van Name, 1931","","light-bulb tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Aplousobranchia","","","Clavelinidae","","","Clavelina","huntsmani",,"",,"native","unlisted",,"1995-02-24","Charlie Gibbs","PMLS","",,"1996-02-24","Charlie Gibbs","PMLS","",,5,"reported","unobserved","",51984,"TUN"
