"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"Desmacella austini","Lehnert, Conway, Barrie & Krautter, 2005","","thin encrusting Desmacella","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Desmacellida","","","Desmacellidae","","","Desmacella","austini",,"",,"native","unlisted",,"2007-10-23","","iNaturalist","",,"2011-10-30","","iNaturalist","",,4,"confirmed","observed","",459736,"POR"
"Halichondria (Eumastia) sitiens","(Schmidt, 1870)","","breast sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Suberitida","","","Halichondriidae","","","Halichondria","sitiens",,"",,"native","unlisted",,"2007-12-15","Andy Lamb","PMLS","",,"2009-11-14","Andy Lamb","PMLS","",,3,"reported","unobserved","",459775,"POR"
"Halichondria (Halichondria) bowerbanki","Burton, 1930","","Bowerbank's crumb of bread sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Suberitida","","","Halichondriidae","","","Halichondria","bowerbanki",,"",,"native","unlisted",,"1973-09-20","Andy Lamb","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,38,"reported","unobserved","",120498,"POR"
"Halichondria (Halichondria) panicea","(Pallas, 1766)","","yellow-green encrusting sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Suberitida","","","Halichondriidae","","","Halichondria","panicea",,"",,"native","unlisted",,"1968-08-02","Andy Lamb","PMLS","",,"1969-02-22","Andy Lamb","PMLS","",,2,"reported","unobserved","",186854,"POR"
"Haliclona (Haliclona) sp.1","","","gnarled finger sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Haplosclerida","","","Chalinidae","","","Haliclona","",,"",,"","",,"2006-11-11","Andy Lamb","PMLS","",,"2012-10-09","Andy Lamb","PMLS","",,5,"reported","unobserved","undescribed species",129864,"POR"
"Haliclona (Haliclona) sp.2","","","gnarled finger sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Haplosclerida","","","Chalinidae","","","Haliclona","",,"",,"","",,"1994-09-10","Andy Lamb","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,33,"reported","unobserved","undescribed species",129864,"POR"
"Hamigera sp.","","","orange cratered encrusting sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Poecilosclerida","","","Hymedesmiidae","","","Hamigera","",,"",,"","",,"1985-08-02","Andy Lamb","PMLS","",,"2011-04-23","Andy Lamb","PMLS","",,21,"confirmed","unobserved","",342247,"POR"
"Heterochone calyx","(Schulze, 1886)","","fingered goblet sponge","Animalia","Porifera","","","Hexactinellida","Hexasterophora","","Sceptrulophora","","","Aphrocallistidae","","","Heterochone","calyx",,"",,"native","unlisted",,"2009-10-03","","iNaturalist","",,"2012-06-01","Jackson W.F. Chu","Chu & Leys (2012)","CHU&LEYS2012:1",,3,"confirmed","observed","",424648,"POR"
"Homaxinella amphispicula","(Laubenfels, 1961)","","tough yellow branching sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Suberitida","","","Suberitidae","","","Homaxinella","amphispicula",,"",,"native","unlisted",,"1999-05-04","Andy Lamb","PMLS","",,"2010-11-12","Andy Lamb","PMLS","",,13,"confirmed","unobserved","misspelled Hamaxinella amphispicula",459847,"POR"
"Iophon lamella","Wilson, 1904","","white reticulated sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Poecilosclerida","","","Acarnidae","","","Iophon","lamella",,"",,"native","unlisted",,"1973-09-20","Andy Lamb","PMLS","",,"1973-09-20","Andy Lamb","PMLS","",,1,"reported","unobserved","",196333,"POR"
"Isodictya rigida","(Lambe, 1893)","","orange finger sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Poecilosclerida","","","Isodictyidae","","","Isodictya","rigida",,"",,"","",,"1960-12-22","W. Clemens","RBCM","981-00064-001",,"2008-08-23","Andy Lamb","PMLS","",,4,"confirmed","unobserved","reported as Amphilectus rigida (GBIF); as Neoesperiopsis rigida (RBCM)",459878,"POR"
"Leucandra heathi","Urban, 1906","","bristly vase sponge","Animalia","Porifera","","","Calcarea","Calcaronea","","Leucosolenida","","","Grantiidae","","","Leucandra","heathi",,"",,"native","unlisted",,"1971-08-21","Andy Lamb","PMLS","",,"1994-09-10","Andy Lamb","PMLS","",,2,"reported","unobserved","",345357,"POR"
"Leucilla nuttingi","(Urban, 1902)","","stalked vase sponge","Animalia","Porifera","","","Calcarea","Calcaronea","","Leucosolenida","","","Amphoriscidae","","","Leucilla","nuttingi",,"",,"native","unlisted",,"1985-07-29","Andy Lamb","PMLS","",,"2023-09-04","","iNaturalist","",,31,"confirmed","observed","",117713,"POR"
"Leucosolenia eleanor","Urban, 1906","","spaghetti sponge","Animalia","Porifera","","","Calcarea","Calcaronea","","Leucosolenida","","","Leucosoleniidae","","","Leucosolenia","eleanor",,"",,"native","unlisted",,"2006-06-23","Andy Lamb","PMLS","",,"2023-05-28","","iNaturalist","",,14,"confirmed","observed","",424817,"POR"
"Leucosolenia nautilia","Laubenfels, 1930","","lacy ball sponge","Animalia","Porifera","","","Calcarea","Calcaronea","","Leucosolenida","","","Leucosoleniidae","","","Leucosolenia","nautilia",,"",,"native","unlisted",,"1994-09-10","Andy Lamb","PMLS","",,"2023-07-16","","iNaturalist","",,13,"confirmed","observed","",347319,"POR"
"Mycale (Aegogropila) adhaerens","(Lambe, 1893)","","smooth scallop sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Poecilosclerida","","","Mycalidae","","","Mycale","adhaerens",,"",,"native","unlisted",,"1999-07-31","Charlie Gibbs","PMLS","",,"2019-03-17","Andy Lamb","PMLS","",,62,"reported","unobserved","",256010,"POR"
"Myxilla (Myxilla) incrustans","(Johnston, 1842)","","rough scallop sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Poecilosclerida","","","Myxillidae","","","Myxilla","incrustans",,"",,"native","unlisted",,"1973-06-14","Philip Lambert","RBCM","973-00137-003",,"2018-06-19","Andy Lamb","PMLS","",,72,"reported","observed","",256019,"POR"
"Myxilla (Myxilla) lacunosa","Lambe, 1893","","sulphur sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Poecilosclerida","","","Myxillidae","","","Myxilla","lacunosa",,"",,"native","unlisted",,"1973-09-20","Andy Lamb","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,62,"reported","unobserved","",459826,"POR"
"Pachychalina sp.","","","thick-strap sponges","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Haplosclerida","","","Niphatidae","","","Pachychalina","",,"",,"","",,"1985-08-02","Andy Lamb","PMLS","",,"2008-11-13","Andy Lamb","PMLS","",,7,"confirmed","unobserved","",873877,"POR"
"Pleraplysilla sp.","","","slippery white sponge","Animalia","Porifera","","","Demospongiae","Keratosa","","Dictyoceratida","","","Dysideidae","","","Pleraplysilla","",,"",,"","",,"2006-09-29","Andy Lamb","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,2,"confirmed","unobserved","undescribed species",623055,"POR"
"Polymastia pachymastia","Laubenfels, 1932","","aggregated nipple sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Polymastiida","","","Polymastiidae","","","Polymastia","pachymastia",,"",,"native","unlisted",,"1994-10-07","Andy Lamb","PMLS","",,"2018-06-19","Andy Lamb","PMLS","",,16,"confirmed","observed","",117717,"POR"
"Rhabdocalyptus dawsoni","(Lambe, 1893)","","boot sponge","Animalia","Porifera","","","Hexactinellida","Hexasterophora","","Lyssacinosida","","","Rossellidae","","","Rhabdocalyptus","dawsoni",,"",,"native","unlisted",,"2007-10-23","","iNaturalist","",,"2011-11-03","","iNaturalist","",,35,"confirmed","observed","",751673,"POR"
"Semisuberites cribrosa","(Miklucho-Maclay, 1870)","","funnel sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Poecilosclerida","","","Esperiopsidae","","","Semisuberites","cribrosa",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2013-10-20","Andy Lamb","PMLS","",,58,"confirmed","unobserved","",194571,"POR"
"Suberites concinnus","Lambe, 1895","","peach ball sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Suberitida","","","Suberitidae","","","Suberites","concinnus",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2012-08-09","Andy Lamb","PMLS","",,9,"confirmed","unobserved","",873889,"POR"
"Suberites latus","Lambe, 1893","","hermit crab sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Suberitida","","","Suberitidae","","","Suberites","latus",,"",,"native","unlisted",,"2007-12-29","Andy Lamb","PMLS","",,"2008-09-19","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",473057,"POR"
"Sycon sp.","","","tiny vase sponge","Animalia","Porifera","","","Calcarea","Calcaronea","","Leucosolenida","","","Syconidae","","","Sycon","",,"",,"","",,"1994-10-07","Andy Lamb","PMLS","",,"2016-02-07","Andy Lamb","PMLS","",,20,"confirmed","unobserved","",347738,"POR"
"Tethya californiana","Laubenfels, 1932","","orange rough ball sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Tethyida","","","Tethyidae","","","Tethya","californiana",,"",,"native","unlisted",,"1981-05-31","Andy Lamb","PMLS","",,"1981-05-31","Andy Lamb","PMLS","",,1,"reported","unobserved","",127233,"POR"
"Tetilla sp.","","","","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Tetractinellida","Spirophorina","","Tetillidae","","","Tetilla","",,"",,"","",,"2008-05-21","Jackson W.F. Chu","Chu & Leys (2010)","",,"2009-10-03","Jackson W.F. Chu","Chu & Leys (2010)","",,10,"confirmed","unobserved","",247194,"POR"
"Weberella perlucida","Austin, Ott, Reiswig, Romagosa & McDaniel, 2014","","retractable nipple sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Polymastiida","","","Polymastiidae","","","Weberella","perlucida",,"",,"native","unlisted",,"2007-10-21","Andy Lamb","PMLS","",,"2008-08-23","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",424640,"POR"
"Xestospongia hispida","(Ridley & Dendy, 1886)","","hard gnarled clump sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Haplosclerida","","","Petrosiidae","","","Xestospongia","hispida",,"",,"native","unlisted",,"2005-12-10","Andy Lamb","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,17,"confirmed","unobserved","",873856,"POR"
